game,2010,13,20101206,201012060nwe,nyj,"New York Jets",3,nwe,"New England Patriots",45
player,201012060nwe,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201012060nwe,nyj,IhedJa00,def_int,0,,,,,
player,201012060nwe,nyj,IhedJa00,def_int_yds,0,,,,,
player,201012060nwe,nyj,IhedJa00,def_int_td,0,,,,,
player,201012060nwe,nyj,IhedJa00,def_int_long,0,,,,,
player,201012060nwe,nyj,IhedJa00,pass_defended,0,,,,,
player,201012060nwe,nyj,IhedJa00,sacks,1.0,,,,,
player,201012060nwe,nyj,IhedJa00,tackles_combined,1,,,,,
player,201012060nwe,nyj,IhedJa00,tackles_solo,1,,,,,
player,201012060nwe,nyj,IhedJa00,tackles_assists,0,,,,,
player,201012060nwe,nyj,IhedJa00,tackles_loss,1,,,,,
player,201012060nwe,nyj,IhedJa00,qb_hits,1,,,,,
player,201012060nwe,nyj,IhedJa00,fumbles_rec,0,,,,,
player,201012060nwe,nyj,IhedJa00,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,IhedJa00,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,IhedJa00,fumbles_forced,0,,,,,
player,201012060nwe,nyj,PouhSi20,def_int,0,,,,,
player,201012060nwe,nyj,PouhSi20,def_int_yds,0,,,,,
player,201012060nwe,nyj,PouhSi20,def_int_td,0,,,,,
player,201012060nwe,nyj,PouhSi20,def_int_long,0,,,,,
player,201012060nwe,nyj,PouhSi20,pass_defended,0,,,,,
player,201012060nwe,nyj,PouhSi20,sacks,0.0,,,,,
player,201012060nwe,nyj,PouhSi20,tackles_combined,8,,,,,
player,201012060nwe,nyj,PouhSi20,tackles_solo,6,,,,,
player,201012060nwe,nyj,PouhSi20,tackles_assists,2,,,,,
player,201012060nwe,nyj,PouhSi20,tackles_loss,0,,,,,
player,201012060nwe,nyj,PouhSi20,qb_hits,0,,,,,
player,201012060nwe,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201012060nwe,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201012060nwe,nyj,PoolBr20,def_int,0,,,,,
player,201012060nwe,nyj,PoolBr20,def_int_yds,0,,,,,
player,201012060nwe,nyj,PoolBr20,def_int_td,0,,,,,
player,201012060nwe,nyj,PoolBr20,def_int_long,0,,,,,
player,201012060nwe,nyj,PoolBr20,pass_defended,0,,,,,
player,201012060nwe,nyj,PoolBr20,sacks,0.0,,,,,
player,201012060nwe,nyj,PoolBr20,tackles_combined,7,,,,,
player,201012060nwe,nyj,PoolBr20,tackles_solo,5,,,,,
player,201012060nwe,nyj,PoolBr20,tackles_assists,2,,,,,
player,201012060nwe,nyj,PoolBr20,tackles_loss,0,,,,,
player,201012060nwe,nyj,PoolBr20,qb_hits,0,,,,,
player,201012060nwe,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201012060nwe,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201012060nwe,nyj,ScotBa20,def_int,0,,,,,
player,201012060nwe,nyj,ScotBa20,def_int_yds,0,,,,,
player,201012060nwe,nyj,ScotBa20,def_int_td,0,,,,,
player,201012060nwe,nyj,ScotBa20,def_int_long,0,,,,,
player,201012060nwe,nyj,ScotBa20,pass_defended,0,,,,,
player,201012060nwe,nyj,ScotBa20,sacks,0.0,,,,,
player,201012060nwe,nyj,ScotBa20,tackles_combined,6,,,,,
player,201012060nwe,nyj,ScotBa20,tackles_solo,6,,,,,
player,201012060nwe,nyj,ScotBa20,tackles_assists,0,,,,,
player,201012060nwe,nyj,ScotBa20,tackles_loss,0,,,,,
player,201012060nwe,nyj,ScotBa20,qb_hits,0,,,,,
player,201012060nwe,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201012060nwe,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201012060nwe,nyj,DeViMi99,def_int,0,,,,,
player,201012060nwe,nyj,DeViMi99,def_int_yds,0,,,,,
player,201012060nwe,nyj,DeViMi99,def_int_td,0,,,,,
player,201012060nwe,nyj,DeViMi99,def_int_long,0,,,,,
player,201012060nwe,nyj,DeViMi99,pass_defended,0,,,,,
player,201012060nwe,nyj,DeViMi99,sacks,0.0,,,,,
player,201012060nwe,nyj,DeViMi99,tackles_combined,4,,,,,
player,201012060nwe,nyj,DeViMi99,tackles_solo,4,,,,,
player,201012060nwe,nyj,DeViMi99,tackles_assists,0,,,,,
player,201012060nwe,nyj,DeViMi99,tackles_loss,0,,,,,
player,201012060nwe,nyj,DeViMi99,qb_hits,0,,,,,
player,201012060nwe,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201012060nwe,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201012060nwe,nyj,PaceCa20,def_int,0,,,,,
player,201012060nwe,nyj,PaceCa20,def_int_yds,0,,,,,
player,201012060nwe,nyj,PaceCa20,def_int_td,0,,,,,
player,201012060nwe,nyj,PaceCa20,def_int_long,0,,,,,
player,201012060nwe,nyj,PaceCa20,pass_defended,0,,,,,
player,201012060nwe,nyj,PaceCa20,sacks,0.0,,,,,
player,201012060nwe,nyj,PaceCa20,tackles_combined,4,,,,,
player,201012060nwe,nyj,PaceCa20,tackles_solo,4,,,,,
player,201012060nwe,nyj,PaceCa20,tackles_assists,0,,,,,
player,201012060nwe,nyj,PaceCa20,tackles_loss,0,,,,,
player,201012060nwe,nyj,PaceCa20,qb_hits,0,,,,,
player,201012060nwe,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201012060nwe,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201012060nwe,nyj,LoweDw99,def_int,0,,,,,
player,201012060nwe,nyj,LoweDw99,def_int_yds,0,,,,,
player,201012060nwe,nyj,LoweDw99,def_int_td,0,,,,,
player,201012060nwe,nyj,LoweDw99,def_int_long,0,,,,,
player,201012060nwe,nyj,LoweDw99,pass_defended,0,,,,,
player,201012060nwe,nyj,LoweDw99,sacks,0.0,,,,,
player,201012060nwe,nyj,LoweDw99,tackles_combined,3,,,,,
player,201012060nwe,nyj,LoweDw99,tackles_solo,2,,,,,
player,201012060nwe,nyj,LoweDw99,tackles_assists,1,,,,,
player,201012060nwe,nyj,LoweDw99,tackles_loss,0,,,,,
player,201012060nwe,nyj,LoweDw99,qb_hits,0,,,,,
player,201012060nwe,nyj,LoweDw99,fumbles_rec,0,,,,,
player,201012060nwe,nyj,LoweDw99,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,LoweDw99,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,LoweDw99,fumbles_forced,0,,,,,
player,201012060nwe,nyj,ReviDa99,def_int,0,,,,,
player,201012060nwe,nyj,ReviDa99,def_int_yds,0,,,,,
player,201012060nwe,nyj,ReviDa99,def_int_td,0,,,,,
player,201012060nwe,nyj,ReviDa99,def_int_long,0,,,,,
player,201012060nwe,nyj,ReviDa99,pass_defended,0,,,,,
player,201012060nwe,nyj,ReviDa99,sacks,0.0,,,,,
player,201012060nwe,nyj,ReviDa99,tackles_combined,3,,,,,
player,201012060nwe,nyj,ReviDa99,tackles_solo,2,,,,,
player,201012060nwe,nyj,ReviDa99,tackles_assists,1,,,,,
player,201012060nwe,nyj,ReviDa99,tackles_loss,0,,,,,
player,201012060nwe,nyj,ReviDa99,qb_hits,0,,,,,
player,201012060nwe,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201012060nwe,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201012060nwe,nyj,CromAn20,def_int,0,,,,,
player,201012060nwe,nyj,CromAn20,def_int_yds,0,,,,,
player,201012060nwe,nyj,CromAn20,def_int_td,0,,,,,
player,201012060nwe,nyj,CromAn20,def_int_long,0,,,,,
player,201012060nwe,nyj,CromAn20,pass_defended,0,,,,,
player,201012060nwe,nyj,CromAn20,sacks,0.0,,,,,
player,201012060nwe,nyj,CromAn20,tackles_combined,1,,,,,
player,201012060nwe,nyj,CromAn20,tackles_solo,1,,,,,
player,201012060nwe,nyj,CromAn20,tackles_assists,0,,,,,
player,201012060nwe,nyj,CromAn20,tackles_loss,0,,,,,
player,201012060nwe,nyj,CromAn20,qb_hits,0,,,,,
player,201012060nwe,nyj,CromAn20,fumbles_rec,0,,,,,
player,201012060nwe,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,CromAn20,fumbles_forced,0,,,,,
player,201012060nwe,nyj,ElliSh00,def_int,0,,,,,
player,201012060nwe,nyj,ElliSh00,def_int_yds,0,,,,,
player,201012060nwe,nyj,ElliSh00,def_int_td,0,,,,,
player,201012060nwe,nyj,ElliSh00,def_int_long,0,,,,,
player,201012060nwe,nyj,ElliSh00,pass_defended,0,,,,,
player,201012060nwe,nyj,ElliSh00,sacks,0.0,,,,,
player,201012060nwe,nyj,ElliSh00,tackles_combined,1,,,,,
player,201012060nwe,nyj,ElliSh00,tackles_solo,0,,,,,
player,201012060nwe,nyj,ElliSh00,tackles_assists,1,,,,,
player,201012060nwe,nyj,ElliSh00,tackles_loss,0,,,,,
player,201012060nwe,nyj,ElliSh00,qb_hits,0,,,,,
player,201012060nwe,nyj,ElliSh00,fumbles_rec,0,,,,,
player,201012060nwe,nyj,ElliSh00,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,ElliSh00,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,ElliSh00,fumbles_forced,0,,,,,
player,201012060nwe,nyj,MaugJo00,def_int,0,,,,,
player,201012060nwe,nyj,MaugJo00,def_int_yds,0,,,,,
player,201012060nwe,nyj,MaugJo00,def_int_td,0,,,,,
player,201012060nwe,nyj,MaugJo00,def_int_long,0,,,,,
player,201012060nwe,nyj,MaugJo00,pass_defended,0,,,,,
player,201012060nwe,nyj,MaugJo00,sacks,0.0,,,,,
player,201012060nwe,nyj,MaugJo00,tackles_combined,1,,,,,
player,201012060nwe,nyj,MaugJo00,tackles_solo,1,,,,,
player,201012060nwe,nyj,MaugJo00,tackles_assists,0,,,,,
player,201012060nwe,nyj,MaugJo00,tackles_loss,0,,,,,
player,201012060nwe,nyj,MaugJo00,qb_hits,0,,,,,
player,201012060nwe,nyj,MaugJo00,fumbles_rec,0,,,,,
player,201012060nwe,nyj,MaugJo00,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,MaugJo00,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,MaugJo00,fumbles_forced,0,,,,,
player,201012060nwe,nyj,SmitBr01,def_int,0,,,,,
player,201012060nwe,nyj,SmitBr01,def_int_yds,0,,,,,
player,201012060nwe,nyj,SmitBr01,def_int_td,0,,,,,
player,201012060nwe,nyj,SmitBr01,def_int_long,0,,,,,
player,201012060nwe,nyj,SmitBr01,pass_defended,0,,,,,
player,201012060nwe,nyj,SmitBr01,sacks,0.0,,,,,
player,201012060nwe,nyj,SmitBr01,tackles_combined,1,,,,,
player,201012060nwe,nyj,SmitBr01,tackles_solo,1,,,,,
player,201012060nwe,nyj,SmitBr01,tackles_assists,0,,,,,
player,201012060nwe,nyj,SmitBr01,tackles_loss,0,,,,,
player,201012060nwe,nyj,SmitBr01,qb_hits,0,,,,,
player,201012060nwe,nyj,SmitBr01,fumbles_rec,0,,,,,
player,201012060nwe,nyj,SmitBr01,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,SmitBr01,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,SmitBr01,fumbles_forced,0,,,,,
player,201012060nwe,nyj,TaylJa03,def_int,0,,,,,
player,201012060nwe,nyj,TaylJa03,def_int_yds,0,,,,,
player,201012060nwe,nyj,TaylJa03,def_int_td,0,,,,,
player,201012060nwe,nyj,TaylJa03,def_int_long,0,,,,,
player,201012060nwe,nyj,TaylJa03,pass_defended,0,,,,,
player,201012060nwe,nyj,TaylJa03,sacks,0.0,,,,,
player,201012060nwe,nyj,TaylJa03,tackles_combined,1,,,,,
player,201012060nwe,nyj,TaylJa03,tackles_solo,1,,,,,
player,201012060nwe,nyj,TaylJa03,tackles_assists,0,,,,,
player,201012060nwe,nyj,TaylJa03,tackles_loss,0,,,,,
player,201012060nwe,nyj,TaylJa03,qb_hits,0,,,,,
player,201012060nwe,nyj,TaylJa03,fumbles_rec,0,,,,,
player,201012060nwe,nyj,TaylJa03,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,TaylJa03,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,TaylJa03,fumbles_forced,0,,,,,
player,201012060nwe,nyj,ThomBr21,def_int,0,,,,,
player,201012060nwe,nyj,ThomBr21,def_int_yds,0,,,,,
player,201012060nwe,nyj,ThomBr21,def_int_td,0,,,,,
player,201012060nwe,nyj,ThomBr21,def_int_long,0,,,,,
player,201012060nwe,nyj,ThomBr21,pass_defended,0,,,,,
player,201012060nwe,nyj,ThomBr21,sacks,0.0,,,,,
player,201012060nwe,nyj,ThomBr21,tackles_combined,1,,,,,
player,201012060nwe,nyj,ThomBr21,tackles_solo,0,,,,,
player,201012060nwe,nyj,ThomBr21,tackles_assists,1,,,,,
player,201012060nwe,nyj,ThomBr21,tackles_loss,0,,,,,
player,201012060nwe,nyj,ThomBr21,qb_hits,0,,,,,
player,201012060nwe,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201012060nwe,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201012060nwe,nyj,TurnPa00,def_int,0,,,,,
player,201012060nwe,nyj,TurnPa00,def_int_yds,0,,,,,
player,201012060nwe,nyj,TurnPa00,def_int_td,0,,,,,
player,201012060nwe,nyj,TurnPa00,def_int_long,0,,,,,
player,201012060nwe,nyj,TurnPa00,pass_defended,0,,,,,
player,201012060nwe,nyj,TurnPa00,sacks,0.0,,,,,
player,201012060nwe,nyj,TurnPa00,tackles_combined,1,,,,,
player,201012060nwe,nyj,TurnPa00,tackles_solo,1,,,,,
player,201012060nwe,nyj,TurnPa00,tackles_assists,0,,,,,
player,201012060nwe,nyj,TurnPa00,tackles_loss,0,,,,,
player,201012060nwe,nyj,TurnPa00,qb_hits,0,,,,,
player,201012060nwe,nyj,TurnPa00,fumbles_rec,0,,,,,
player,201012060nwe,nyj,TurnPa00,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,TurnPa00,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,TurnPa00,fumbles_forced,0,,,,,
player,201012060nwe,nyj,TomlLa00,def_int,0,,,,,
player,201012060nwe,nyj,TomlLa00,def_int_yds,0,,,,,
player,201012060nwe,nyj,TomlLa00,def_int_td,0,,,,,
player,201012060nwe,nyj,TomlLa00,def_int_long,0,,,,,
player,201012060nwe,nyj,TomlLa00,pass_defended,0,,,,,
player,201012060nwe,nyj,TomlLa00,sacks,0.0,,,,,
player,201012060nwe,nyj,TomlLa00,tackles_combined,0,,,,,
player,201012060nwe,nyj,TomlLa00,tackles_solo,0,,,,,
player,201012060nwe,nyj,TomlLa00,tackles_assists,0,,,,,
player,201012060nwe,nyj,TomlLa00,tackles_loss,,,,,,
player,201012060nwe,nyj,TomlLa00,qb_hits,,,,,,
player,201012060nwe,nyj,TomlLa00,fumbles_rec,1,,,,,
player,201012060nwe,nyj,TomlLa00,fumbles_rec_yds,0,,,,,
player,201012060nwe,nyj,TomlLa00,fumbles_rec_td,0,,,,,
player,201012060nwe,nyj,TomlLa00,fumbles_forced,0,,,,,
player,201012060nwe,nwe,SandJa21,def_int,1,,,,,
player,201012060nwe,nwe,SandJa21,def_int_yds,28,,,,,
player,201012060nwe,nwe,SandJa21,def_int_td,0,,,,,
player,201012060nwe,nwe,SandJa21,def_int_long,28,,,,,
player,201012060nwe,nwe,SandJa21,pass_defended,1,,,,,
player,201012060nwe,nwe,SandJa21,sacks,0.0,,,,,
player,201012060nwe,nwe,SandJa21,tackles_combined,7,,,,,
player,201012060nwe,nwe,SandJa21,tackles_solo,4,,,,,
player,201012060nwe,nwe,SandJa21,tackles_assists,3,,,,,
player,201012060nwe,nwe,SandJa21,tackles_loss,0,,,,,
player,201012060nwe,nwe,SandJa21,qb_hits,0,,,,,
player,201012060nwe,nwe,SandJa21,fumbles_rec,0,,,,,
player,201012060nwe,nwe,SandJa21,fumbles_rec_yds,0,,,,,
player,201012060nwe,nwe,SandJa21,fumbles_rec_td,0,,,,,
player,201012060nwe,nwe,SandJa21,fumbles_forced,0,,,,,
player,201012060nwe,nwe,SpikBr99,def_int,1,,,,,
player,201012060nwe,nwe,SpikBr99,def_int_yds,5,,,,,
player,201012060nwe,nwe,SpikBr99,def_int_td,0,,,,,
player,201012060nwe,nwe,SpikBr99,def_int_long,5,,,,,
player,201012060nwe,nwe,SpikBr99,pass_defended,1,,,,,
player,201012060nwe,nwe,SpikBr99,sacks,0.0,,,,,
player,201012060nwe,nwe,SpikBr99,tackles_combined,7,,,,,
player,201012060nwe,nwe,SpikBr99,tackles_solo,4,,,,,
player,201012060nwe,nwe,SpikBr99,tackles_assists,3,,,,,
player,201012060nwe,nwe,SpikBr99,tackles_loss,0,,,,,
player,201012060nwe,nwe,SpikBr99,qb_hits,0,,,,,
player,201012060nwe,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201012060nwe,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201012060nwe,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201012060nwe,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201012060nwe,nwe,McCoDe99,def_int,1,,,,,
player,201012060nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201012060nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201012060nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201012060nwe,nwe,McCoDe99,pass_defended,1,,,,,
player,201012060nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201012060nwe,nwe,McCoDe99,tackles_combined,3,,,,,
player,201012060nwe,nwe,McCoDe99,tackles_solo,3,,,,,
player,201012060nwe,nwe,McCoDe99,tackles_assists,0,,,,,
player,201012060nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201012060nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201012060nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201012060nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201012060nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201012060nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201012060nwe,nwe,BantTu20,def_int,0,,,,,
player,201012060nwe,nwe,BantTu20,def_int_yds,0,,,,,
player,201012060nwe,nwe,BantTu20,def_int_td,0,,,,,
player,201012060nwe,nwe,BantTu20,def_int_long,0,,,,,
player,201012060nwe,nwe,BantTu20,pass_defended,0,,,,,
player,201012060nwe,nwe,BantTu20,sacks,1.0,,,,,
player,201012060nwe,nwe,BantTu20,tackles_combined,3,,,,,
player,201012060nwe,nwe,BantTu20,tackles_solo,3,,,,,
player,201012060nwe,nwe,BantTu20,tackles_assists,0,,,,,
player,201012060nwe,nwe,BantTu20,tackles_loss,1,,,,,
player,201012060nwe,nwe,BantTu20,qb_hits,2,,,,,
player,201012060nwe,nwe,BantTu20,fumbles_rec,0,,,,,
player,201012060nwe,nwe,BantTu20,fumbles_rec_yds,0,,,,,
player,201012060nwe,nwe,BantTu20,fumbles_rec_td,0,,,,,
player,201012060nwe,nwe,BantTu20,fumbles_forced,0,,,,,
player,201012060nwe,nwe,MayoJe99,def_int,0,,,,,
player,201012060nwe,nwe,MayoJe99,def_int_yds,0,,,,,
player,201012060nwe,nwe,MayoJe99,def_int_td,0,,,,,
player,201012060nwe,nwe,MayoJe99,def_int_long,0,,,,,
player,201012060nwe,nwe,MayoJe99,pass_defended,0,,,,,
player,201012060nwe,nwe,MayoJe99,sacks,0.0,,,,,
player,201012060nwe,nwe,MayoJe99,tackles_combined,12,,,,,
player,201012060nwe,nwe,MayoJe99,tackles_solo,6,,,,,
player,201012060nwe,nwe,MayoJe99,tackles_assists,6,,,,,
player,201012060nwe,nwe,MayoJe99,tackles_loss,0,,,,,
player,201012060nwe,nwe,MayoJe99,qb_hits,0,,,,,
player,201012060nwe,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201012060nwe,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201012060nwe,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201012060nwe,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201012060nwe,nwe,ArriKy00,def_int,0,,,,,
player,201012060nwe,nwe,ArriKy00,def_int_yds,0,,,,,
player,201012060nwe,nwe,ArriKy00,def_int_td,0,,,,,
player,201012060nwe,nwe,ArriKy00,def_int_long,0,,,,,
player,201012060nwe,nwe,ArriKy00,pass_defended,0,,,,,
player,201012060nwe,nwe,ArriKy00,sacks,0.0,,,,,
player,201012060nwe,nwe,ArriKy00,tackles_combined,6,,,,,
player,201012060nwe,nwe,ArriKy00,tackles_solo,4,,,,,
player,201012060nwe,nwe,ArriKy00,tackles_assists,2,,,,,
player,201012060nwe,nwe,ArriKy00,tackles_loss,0,,,,,
player,201012060nwe,nwe,ArriKy00,qb_hits,0,,,,,
player,201012060nwe,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201012060nwe,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201012060nwe,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201012060nwe,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201012060nwe,nwe,MeriBr99,def_int,0,,,,,
player,201012060nwe,nwe,MeriBr99,def_int_yds,0,,,,,
player,201012060nwe,nwe,MeriBr99,def_int_td,0,,,,,
player,201012060nwe,nwe,MeriBr99,def_int_long,0,,,,,
player,201012060nwe,nwe,MeriBr99,pass_defended,0,,,,,
player,201012060nwe,nwe,MeriBr99,sacks,0.0,,,,,
player,201012060nwe,nwe,MeriBr99,tackles_combined,6,,,,,
player,201012060nwe,nwe,MeriBr99,tackles_solo,4,,,,,
player,201012060nwe,nwe,MeriBr99,tackles_assists,2,,,,,
player,201012060nwe,nwe,MeriBr99,tackles_loss,0,,,,,
player,201012060nwe,nwe,MeriBr99,qb_hits,0,,,,,
player,201012060nwe,nwe,MeriBr99,fumbles_rec,0,,,,,
player,201012060nwe,nwe,MeriBr99,fumbles_rec_yds,0,,,,,
player,201012060nwe,nwe,MeriBr99,fumbles_rec_td,0,,,,,
player,201012060nwe,nwe,MeriBr99,fumbles_forced,0,,,,,
player,201012060nwe,nwe,CunnJe99,def_int,0,,,,,
player,201012060nwe,nwe,CunnJe99,def_int_yds,0,,,,,
player,201012060nwe,nwe,CunnJe99,def_int_td,0,,,,,
player,201012060nwe,nwe,CunnJe99,def_int_long,0,,,,,
player,201012060nwe,nwe,CunnJe99,pass_defended,0,,,,,
player,201012060nwe,nwe,CunnJe99,sacks,0.0,,,,,
player,201012060nwe,nwe,CunnJe99,tackles_combined,5,,,,,
player,201012060nwe,nwe,CunnJe99,tackles_solo,5,,,,,
player,201012060nwe,nwe,CunnJe99,tackles_assists,0,,,,,
player,201012060nwe,nwe,CunnJe99,tackles_loss,1,,,,,
player,201012060nwe,nwe,CunnJe99,qb_hits,1,,,,,
player,201012060nwe,nwe,CunnJe99,fumbles_rec,0,,,,,
player,201012060nwe,nwe,CunnJe99,fumbles_rec_yds,0,,,,,
player,201012060nwe,nwe,CunnJe99,fumbles_rec_td,0,,,,,
player,201012060nwe,nwe,CunnJe99,fumbles_forced,0,,,,,
player,201012060nwe,nwe,PageJa20,def_int,0,,,,,
player,201012060nwe,nwe,PageJa20,def_int_yds,0,,,,,
player,201012060nwe,nwe,PageJa20,def_int_td,0,,,,,
player,201012060nwe,nwe,PageJa20,def_int_long,0,,,,,
player,201012060nwe,nwe,PageJa20,pass_defended,0,,,,,
player,201012060nwe,nwe,PageJa20,sacks,0.0,,,,,
player,201012060nwe,nwe,PageJa20,tackles_combined,5,,,,,
player,201012060nwe,nwe,PageJa20,tackles_solo,3,,,,,
player,201012060nwe,nwe,PageJa20,tackles_assists,2,,,,,
player,201012060nwe,nwe,PageJa20,tackles_loss,0,,,,,
player,201012060nwe,nwe,PageJa20,qb_hits,0,,,,,
player,201012060nwe,nwe,PageJa20,fumbles_rec,0,,,,,
player,201012060nwe,nwe,PageJa20,fumbles_rec_yds,0,,,,,
player,201012060nwe,nwe,PageJa20,fumbles_rec_td,0,,,,,
player,201012060nwe,nwe,PageJa20,fumbles_forced,0,,,,,
player,201012060nwe,nwe,SlatMa00,def_int,0,,,,,
player,201012060nwe,nwe,SlatMa00,def_int_yds,0,,,,,
player,201012060nwe,nwe,SlatMa00,def_int_td,0,,,,,
player,201012060nwe,nwe,SlatMa00,def_int_long,0,,,,,
player,201012060nwe,nwe,SlatMa00,pass_defended,0,,,,,
player,201012060nwe,nwe,SlatMa00,sacks,0.0,,,,,
player,201012060nwe,nwe,SlatMa00,tackles_combined,3,,,,,
player,201012060nwe,nwe,SlatMa00,tackles_solo,3,,,,,
player,201012060nwe,nwe,SlatMa00,tackles_assists,0,,,,,
player,201012060nwe,nwe,SlatMa00,tackles_loss,0,,,,,
player,201012060nwe,nwe,SlatMa00,qb_hits,0,,,,,
player,201012060nwe,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201012060nwe,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201012060nwe,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201012060nwe,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201012060nwe,nwe,WilfVi20,def_int,0,,,,,
player,201012060nwe,nwe,WilfVi20,def_int_yds,0,,,,,
player,201012060nwe,nwe,WilfVi20,def_int_td,0,,,,,
player,201012060nwe,nwe,WilfVi20,def_int_long,0,,,,,
player,201012060nwe,nwe,WilfVi20,pass_defended,0,,,,,
player,201012060nwe,nwe,WilfVi20,sacks,0.0,,,,,
player,201012060nwe,nwe,WilfVi20,tackles_combined,3,,,,,
player,201012060nwe,nwe,WilfVi20,tackles_solo,3,,,,,
player,201012060nwe,nwe,WilfVi20,tackles_assists,0,,,,,
player,201012060nwe,nwe,WilfVi20,tackles_loss,0,,,,,
player,201012060nwe,nwe,WilfVi20,qb_hits,1,,,,,
player,201012060nwe,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201012060nwe,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201012060nwe,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201012060nwe,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201012060nwe,nwe,ChunPa99,def_int,0,,,,,
player,201012060nwe,nwe,ChunPa99,def_int_yds,0,,,,,
player,201012060nwe,nwe,ChunPa99,def_int_td,0,,,,,
