game,2010,10,20101115,201011150was,phi,"Philadelphia Eagles",59,was,"Washington Redskins",28
team,201011150was,phi,First Downs,28,,,,,,
team,201011150was,was,First Downs,15,,,,,,
team,201011150was,phi,Rush-Yds-TDs,38-260-3,,,,,,
team,201011150was,was,Rush-Yds-TDs,18-105-2,,,,,,
team,201011150was,phi,Cmp-Att-Yd-TD-INT,20-28-333-4-0,,,,,,
team,201011150was,was,Cmp-Att-Yd-TD-INT,17-31-295-2-3,,,,,,
team,201011150was,phi,Sacked-Yards,1-1,,,,,,
team,201011150was,was,Sacked-Yards,2-25,,,,,,
team,201011150was,phi,Net Pass Yards,332,,,,,,
team,201011150was,was,Net Pass Yards,270,,,,,,
team,201011150was,phi,Total Yards,592,,,,,,
team,201011150was,was,Total Yards,375,,,,,,
team,201011150was,phi,Fumbles-Lost,2-0,,,,,,
team,201011150was,was,Fumbles-Lost,1-0,,,,,,
team,201011150was,phi,Turnovers,0,,,,,,
team,201011150was,was,Turnovers,3,,,,,,
team,201011150was,phi,Penalties-Yards,6-35,,,,,,
team,201011150was,was,Penalties-Yards,6-41,,,,,,
team,201011150was,phi,Third Down Conv.,8-13,,,,,,
team,201011150was,was,Third Down Conv.,0-10,,,,,,
team,201011150was,phi,Fourth Down Conv.,0-0,,,,,,
team,201011150was,was,Fourth Down Conv.,1-1,,,,,,
team,201011150was,phi,Time of Possession,38:11,,,,,,
team,201011150was,was,Time of Possession,21:49,,,,,,
player,201011150was,phi,VickMi00,pass_cmp,20,,,,,
player,201011150was,phi,VickMi00,pass_att,28,,,,,
player,201011150was,phi,VickMi00,pass_yds,333,,,,,
player,201011150was,phi,VickMi00,pass_td,4,,,,,
player,201011150was,phi,VickMi00,pass_int,0,,,,,
player,201011150was,phi,VickMi00,pass_sacked,1,,,,,
player,201011150was,phi,VickMi00,pass_sacked_yds,1,,,,,
player,201011150was,phi,VickMi00,pass_long,88,,,,,
player,201011150was,phi,VickMi00,pass_rating,150.7,,,,,
player,201011150was,phi,VickMi00,rush_att,8,,,,,
player,201011150was,phi,VickMi00,rush_yds,80,,,,,
player,201011150was,phi,VickMi00,rush_td,2,,,,,
player,201011150was,phi,VickMi00,rush_long,21,,,,,
player,201011150was,phi,VickMi00,targets,0,,,,,
player,201011150was,phi,VickMi00,rec,0,,,,,
player,201011150was,phi,VickMi00,rec_yds,0,,,,,
player,201011150was,phi,VickMi00,rec_td,0,,,,,
player,201011150was,phi,VickMi00,rec_long,0,,,,,
player,201011150was,phi,VickMi00,fumbles,0,,,,,
player,201011150was,phi,VickMi00,fumbles_lost,,,,,,
player,201011150was,phi,HarrJe00,pass_cmp,0,,,,,
player,201011150was,phi,HarrJe00,pass_att,0,,,,,
player,201011150was,phi,HarrJe00,pass_yds,0,,,,,
player,201011150was,phi,HarrJe00,pass_td,0,,,,,
player,201011150was,phi,HarrJe00,pass_int,0,,,,,
player,201011150was,phi,HarrJe00,pass_sacked,,,,,,
player,201011150was,phi,HarrJe00,pass_sacked_yds,,,,,,
player,201011150was,phi,HarrJe00,pass_long,0,,,,,
player,201011150was,phi,HarrJe00,pass_rating,,,,,,
player,201011150was,phi,HarrJe00,rush_att,11,,,,,
player,201011150was,phi,HarrJe00,rush_yds,109,,,,,
player,201011150was,phi,HarrJe00,rush_td,1,,,,,
player,201011150was,phi,HarrJe00,rush_long,50,,,,,
player,201011150was,phi,HarrJe00,targets,1,,,,,
player,201011150was,phi,HarrJe00,rec,1,,,,,
player,201011150was,phi,HarrJe00,rec_yds,15,,,,,
player,201011150was,phi,HarrJe00,rec_td,0,,,,,
player,201011150was,phi,HarrJe00,rec_long,15,,,,,
player,201011150was,phi,HarrJe00,fumbles,0,,,,,
player,201011150was,phi,HarrJe00,fumbles_lost,,,,,,
