game,2010,2,20100919,201009190nyj,nwe,"New England Patriots",14,nyj,"New York Jets",28
player,201009190nyj,nwe,BantTu20,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,BantTu20,fumbles_forced,0,,,,,
player,201009190nyj,nwe,SpikBr99,def_int,0,,,,,
player,201009190nyj,nwe,SpikBr99,def_int_yds,0,,,,,
player,201009190nyj,nwe,SpikBr99,def_int_td,0,,,,,
player,201009190nyj,nwe,SpikBr99,def_int_long,0,,,,,
player,201009190nyj,nwe,SpikBr99,pass_defended,0,,,,,
player,201009190nyj,nwe,SpikBr99,sacks,0.0,,,,,
player,201009190nyj,nwe,SpikBr99,tackles_combined,9,,,,,
player,201009190nyj,nwe,SpikBr99,tackles_solo,5,,,,,
player,201009190nyj,nwe,SpikBr99,tackles_assists,4,,,,,
player,201009190nyj,nwe,SpikBr99,tackles_loss,0,,,,,
player,201009190nyj,nwe,SpikBr99,qb_hits,0,,,,,
player,201009190nyj,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201009190nyj,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201009190nyj,nwe,ChunPa99,def_int,0,,,,,
player,201009190nyj,nwe,ChunPa99,def_int_yds,0,,,,,
player,201009190nyj,nwe,ChunPa99,def_int_td,0,,,,,
player,201009190nyj,nwe,ChunPa99,def_int_long,0,,,,,
player,201009190nyj,nwe,ChunPa99,pass_defended,0,,,,,
player,201009190nyj,nwe,ChunPa99,sacks,0.0,,,,,
player,201009190nyj,nwe,ChunPa99,tackles_combined,6,,,,,
player,201009190nyj,nwe,ChunPa99,tackles_solo,5,,,,,
player,201009190nyj,nwe,ChunPa99,tackles_assists,1,,,,,
player,201009190nyj,nwe,ChunPa99,tackles_loss,0,,,,,
player,201009190nyj,nwe,ChunPa99,qb_hits,0,,,,,
player,201009190nyj,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201009190nyj,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201009190nyj,nwe,NinkRo20,def_int,0,,,,,
player,201009190nyj,nwe,NinkRo20,def_int_yds,0,,,,,
player,201009190nyj,nwe,NinkRo20,def_int_td,0,,,,,
player,201009190nyj,nwe,NinkRo20,def_int_long,0,,,,,
player,201009190nyj,nwe,NinkRo20,pass_defended,0,,,,,
player,201009190nyj,nwe,NinkRo20,sacks,0.0,,,,,
player,201009190nyj,nwe,NinkRo20,tackles_combined,6,,,,,
player,201009190nyj,nwe,NinkRo20,tackles_solo,5,,,,,
player,201009190nyj,nwe,NinkRo20,tackles_assists,1,,,,,
player,201009190nyj,nwe,NinkRo20,tackles_loss,0,,,,,
player,201009190nyj,nwe,NinkRo20,qb_hits,0,,,,,
player,201009190nyj,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201009190nyj,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201009190nyj,nwe,ButlDa99,def_int,0,,,,,
player,201009190nyj,nwe,ButlDa99,def_int_yds,0,,,,,
player,201009190nyj,nwe,ButlDa99,def_int_td,0,,,,,
player,201009190nyj,nwe,ButlDa99,def_int_long,0,,,,,
player,201009190nyj,nwe,ButlDa99,pass_defended,0,,,,,
player,201009190nyj,nwe,ButlDa99,sacks,0.0,,,,,
player,201009190nyj,nwe,ButlDa99,tackles_combined,5,,,,,
player,201009190nyj,nwe,ButlDa99,tackles_solo,5,,,,,
player,201009190nyj,nwe,ButlDa99,tackles_assists,0,,,,,
player,201009190nyj,nwe,ButlDa99,tackles_loss,0,,,,,
player,201009190nyj,nwe,ButlDa99,qb_hits,0,,,,,
player,201009190nyj,nwe,ButlDa99,fumbles_rec,0,,,,,
player,201009190nyj,nwe,ButlDa99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,ButlDa99,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,ButlDa99,fumbles_forced,0,,,,,
player,201009190nyj,nwe,MayoJe99,def_int,0,,,,,
player,201009190nyj,nwe,MayoJe99,def_int_yds,0,,,,,
player,201009190nyj,nwe,MayoJe99,def_int_td,0,,,,,
player,201009190nyj,nwe,MayoJe99,def_int_long,0,,,,,
player,201009190nyj,nwe,MayoJe99,pass_defended,0,,,,,
player,201009190nyj,nwe,MayoJe99,sacks,0.0,,,,,
player,201009190nyj,nwe,MayoJe99,tackles_combined,5,,,,,
player,201009190nyj,nwe,MayoJe99,tackles_solo,2,,,,,
player,201009190nyj,nwe,MayoJe99,tackles_assists,3,,,,,
player,201009190nyj,nwe,MayoJe99,tackles_loss,0,,,,,
player,201009190nyj,nwe,MayoJe99,qb_hits,0,,,,,
player,201009190nyj,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201009190nyj,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201009190nyj,nwe,BracRo99,def_int,0,,,,,
player,201009190nyj,nwe,BracRo99,def_int_yds,0,,,,,
player,201009190nyj,nwe,BracRo99,def_int_td,0,,,,,
player,201009190nyj,nwe,BracRo99,def_int_long,0,,,,,
player,201009190nyj,nwe,BracRo99,pass_defended,0,,,,,
player,201009190nyj,nwe,BracRo99,sacks,0.0,,,,,
player,201009190nyj,nwe,BracRo99,tackles_combined,4,,,,,
player,201009190nyj,nwe,BracRo99,tackles_solo,1,,,,,
player,201009190nyj,nwe,BracRo99,tackles_assists,3,,,,,
player,201009190nyj,nwe,BracRo99,tackles_loss,0,,,,,
player,201009190nyj,nwe,BracRo99,qb_hits,0,,,,,
player,201009190nyj,nwe,BracRo99,fumbles_rec,0,,,,,
player,201009190nyj,nwe,BracRo99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,BracRo99,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,BracRo99,fumbles_forced,0,,,,,
player,201009190nyj,nwe,McCoDe99,def_int,0,,,,,
player,201009190nyj,nwe,McCoDe99,def_int_yds,0,,,,,
player,201009190nyj,nwe,McCoDe99,def_int_td,0,,,,,
player,201009190nyj,nwe,McCoDe99,def_int_long,0,,,,,
player,201009190nyj,nwe,McCoDe99,pass_defended,0,,,,,
player,201009190nyj,nwe,McCoDe99,sacks,0.0,,,,,
player,201009190nyj,nwe,McCoDe99,tackles_combined,4,,,,,
player,201009190nyj,nwe,McCoDe99,tackles_solo,3,,,,,
player,201009190nyj,nwe,McCoDe99,tackles_assists,1,,,,,
player,201009190nyj,nwe,McCoDe99,tackles_loss,0,,,,,
player,201009190nyj,nwe,McCoDe99,qb_hits,0,,,,,
player,201009190nyj,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201009190nyj,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201009190nyj,nwe,WilfVi20,def_int,0,,,,,
player,201009190nyj,nwe,WilfVi20,def_int_yds,0,,,,,
player,201009190nyj,nwe,WilfVi20,def_int_td,0,,,,,
player,201009190nyj,nwe,WilfVi20,def_int_long,0,,,,,
player,201009190nyj,nwe,WilfVi20,pass_defended,0,,,,,
player,201009190nyj,nwe,WilfVi20,sacks,0.0,,,,,
player,201009190nyj,nwe,WilfVi20,tackles_combined,4,,,,,
player,201009190nyj,nwe,WilfVi20,tackles_solo,3,,,,,
player,201009190nyj,nwe,WilfVi20,tackles_assists,1,,,,,
player,201009190nyj,nwe,WilfVi20,tackles_loss,0,,,,,
player,201009190nyj,nwe,WilfVi20,qb_hits,0,,,,,
player,201009190nyj,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201009190nyj,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201009190nyj,nwe,SandJa21,def_int,0,,,,,
player,201009190nyj,nwe,SandJa21,def_int_yds,0,,,,,
player,201009190nyj,nwe,SandJa21,def_int_td,0,,,,,
player,201009190nyj,nwe,SandJa21,def_int_long,0,,,,,
player,201009190nyj,nwe,SandJa21,pass_defended,0,,,,,
player,201009190nyj,nwe,SandJa21,sacks,0.0,,,,,
player,201009190nyj,nwe,SandJa21,tackles_combined,3,,,,,
player,201009190nyj,nwe,SandJa21,tackles_solo,3,,,,,
player,201009190nyj,nwe,SandJa21,tackles_assists,0,,,,,
player,201009190nyj,nwe,SandJa21,tackles_loss,0,,,,,
player,201009190nyj,nwe,SandJa21,qb_hits,0,,,,,
player,201009190nyj,nwe,SandJa21,fumbles_rec,0,,,,,
player,201009190nyj,nwe,SandJa21,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,SandJa21,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,SandJa21,fumbles_forced,0,,,,,
player,201009190nyj,nwe,CunnJe99,def_int,0,,,,,
player,201009190nyj,nwe,CunnJe99,def_int_yds,0,,,,,
player,201009190nyj,nwe,CunnJe99,def_int_td,0,,,,,
player,201009190nyj,nwe,CunnJe99,def_int_long,0,,,,,
player,201009190nyj,nwe,CunnJe99,pass_defended,0,,,,,
player,201009190nyj,nwe,CunnJe99,sacks,0.0,,,,,
player,201009190nyj,nwe,CunnJe99,tackles_combined,2,,,,,
player,201009190nyj,nwe,CunnJe99,tackles_solo,2,,,,,
player,201009190nyj,nwe,CunnJe99,tackles_assists,0,,,,,
player,201009190nyj,nwe,CunnJe99,tackles_loss,0,,,,,
player,201009190nyj,nwe,CunnJe99,qb_hits,0,,,,,
player,201009190nyj,nwe,CunnJe99,fumbles_rec,0,,,,,
player,201009190nyj,nwe,CunnJe99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,CunnJe99,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,CunnJe99,fumbles_forced,0,,,,,
player,201009190nyj,nwe,WilhJo99,def_int,0,,,,,
player,201009190nyj,nwe,WilhJo99,def_int_yds,0,,,,,
player,201009190nyj,nwe,WilhJo99,def_int_td,0,,,,,
player,201009190nyj,nwe,WilhJo99,def_int_long,0,,,,,
player,201009190nyj,nwe,WilhJo99,pass_defended,0,,,,,
player,201009190nyj,nwe,WilhJo99,sacks,0.0,,,,,
player,201009190nyj,nwe,WilhJo99,tackles_combined,2,,,,,
player,201009190nyj,nwe,WilhJo99,tackles_solo,2,,,,,
player,201009190nyj,nwe,WilhJo99,tackles_assists,0,,,,,
player,201009190nyj,nwe,WilhJo99,tackles_loss,0,,,,,
player,201009190nyj,nwe,WilhJo99,qb_hits,0,,,,,
player,201009190nyj,nwe,WilhJo99,fumbles_rec,0,,,,,
player,201009190nyj,nwe,WilhJo99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,WilhJo99,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,WilhJo99,fumbles_forced,0,,,,,
player,201009190nyj,nwe,ArriKy00,def_int,0,,,,,
player,201009190nyj,nwe,ArriKy00,def_int_yds,0,,,,,
player,201009190nyj,nwe,ArriKy00,def_int_td,0,,,,,
player,201009190nyj,nwe,ArriKy00,def_int_long,0,,,,,
player,201009190nyj,nwe,ArriKy00,pass_defended,0,,,,,
player,201009190nyj,nwe,ArriKy00,sacks,0.0,,,,,
player,201009190nyj,nwe,ArriKy00,tackles_combined,1,,,,,
player,201009190nyj,nwe,ArriKy00,tackles_solo,1,,,,,
player,201009190nyj,nwe,ArriKy00,tackles_assists,0,,,,,
player,201009190nyj,nwe,ArriKy00,tackles_loss,0,,,,,
player,201009190nyj,nwe,ArriKy00,qb_hits,0,,,,,
player,201009190nyj,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201009190nyj,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201009190nyj,nwe,GuytGa99,def_int,0,,,,,
player,201009190nyj,nwe,GuytGa99,def_int_yds,0,,,,,
player,201009190nyj,nwe,GuytGa99,def_int_td,0,,,,,
player,201009190nyj,nwe,GuytGa99,def_int_long,0,,,,,
player,201009190nyj,nwe,GuytGa99,pass_defended,0,,,,,
player,201009190nyj,nwe,GuytGa99,sacks,0.0,,,,,
player,201009190nyj,nwe,GuytGa99,tackles_combined,1,,,,,
player,201009190nyj,nwe,GuytGa99,tackles_solo,1,,,,,
player,201009190nyj,nwe,GuytGa99,tackles_assists,0,,,,,
player,201009190nyj,nwe,GuytGa99,tackles_loss,0,,,,,
player,201009190nyj,nwe,GuytGa99,qb_hits,0,,,,,
player,201009190nyj,nwe,GuytGa99,fumbles_rec,0,,,,,
player,201009190nyj,nwe,GuytGa99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,GuytGa99,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,GuytGa99,fumbles_forced,0,,,,,
player,201009190nyj,nwe,MeriBr99,def_int,0,,,,,
player,201009190nyj,nwe,MeriBr99,def_int_yds,0,,,,,
player,201009190nyj,nwe,MeriBr99,def_int_td,0,,,,,
player,201009190nyj,nwe,MeriBr99,def_int_long,0,,,,,
player,201009190nyj,nwe,MeriBr99,pass_defended,0,,,,,
player,201009190nyj,nwe,MeriBr99,sacks,0.0,,,,,
player,201009190nyj,nwe,MeriBr99,tackles_combined,1,,,,,
player,201009190nyj,nwe,MeriBr99,tackles_solo,1,,,,,
player,201009190nyj,nwe,MeriBr99,tackles_assists,0,,,,,
player,201009190nyj,nwe,MeriBr99,tackles_loss,0,,,,,
player,201009190nyj,nwe,MeriBr99,qb_hits,0,,,,,
player,201009190nyj,nwe,MeriBr99,fumbles_rec,0,,,,,
player,201009190nyj,nwe,MeriBr99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,MeriBr99,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,MeriBr99,fumbles_forced,0,,,,,
player,201009190nyj,nwe,PryoMy99,def_int,0,,,,,
player,201009190nyj,nwe,PryoMy99,def_int_yds,0,,,,,
player,201009190nyj,nwe,PryoMy99,def_int_td,0,,,,,
player,201009190nyj,nwe,PryoMy99,def_int_long,0,,,,,
player,201009190nyj,nwe,PryoMy99,pass_defended,0,,,,,
player,201009190nyj,nwe,PryoMy99,sacks,0.0,,,,,
player,201009190nyj,nwe,PryoMy99,tackles_combined,1,,,,,
player,201009190nyj,nwe,PryoMy99,tackles_solo,1,,,,,
player,201009190nyj,nwe,PryoMy99,tackles_assists,0,,,,,
player,201009190nyj,nwe,PryoMy99,tackles_loss,0,,,,,
player,201009190nyj,nwe,PryoMy99,qb_hits,0,,,,,
player,201009190nyj,nwe,PryoMy99,fumbles_rec,0,,,,,
player,201009190nyj,nwe,PryoMy99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,PryoMy99,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,PryoMy99,fumbles_forced,0,,,,,
player,201009190nyj,nwe,SlatMa00,def_int,0,,,,,
player,201009190nyj,nwe,SlatMa00,def_int_yds,0,,,,,
player,201009190nyj,nwe,SlatMa00,def_int_td,0,,,,,
player,201009190nyj,nwe,SlatMa00,def_int_long,0,,,,,
player,201009190nyj,nwe,SlatMa00,pass_defended,0,,,,,
player,201009190nyj,nwe,SlatMa00,sacks,0.0,,,,,
player,201009190nyj,nwe,SlatMa00,tackles_combined,1,,,,,
player,201009190nyj,nwe,SlatMa00,tackles_solo,1,,,,,
player,201009190nyj,nwe,SlatMa00,tackles_assists,0,,,,,
player,201009190nyj,nwe,SlatMa00,tackles_loss,0,,,,,
player,201009190nyj,nwe,SlatMa00,qb_hits,0,,,,,
player,201009190nyj,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201009190nyj,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201009190nyj,nwe,WhitTr20,def_int,0,,,,,
player,201009190nyj,nwe,WhitTr20,def_int_yds,0,,,,,
player,201009190nyj,nwe,WhitTr20,def_int_td,0,,,,,
player,201009190nyj,nwe,WhitTr20,def_int_long,0,,,,,
player,201009190nyj,nwe,WhitTr20,pass_defended,0,,,,,
player,201009190nyj,nwe,WhitTr20,sacks,0.0,,,,,
player,201009190nyj,nwe,WhitTr20,tackles_combined,1,,,,,
player,201009190nyj,nwe,WhitTr20,tackles_solo,1,,,,,
player,201009190nyj,nwe,WhitTr20,tackles_assists,0,,,,,
player,201009190nyj,nwe,WhitTr20,tackles_loss,0,,,,,
player,201009190nyj,nwe,WhitTr20,qb_hits,0,,,,,
player,201009190nyj,nwe,WhitTr20,fumbles_rec,0,,,,,
player,201009190nyj,nwe,WhitTr20,fumbles_rec_yds,0,,,,,
player,201009190nyj,nwe,WhitTr20,fumbles_rec_td,0,,,,,
player,201009190nyj,nwe,WhitTr20,fumbles_forced,0,,,,,
player,201009190nyj,nwe,WrigMi20,def_int,,,,,,
player,201009190nyj,nwe,WrigMi20,def_int_yds,,,,,,
player,201009190nyj,nwe,WrigMi20,def_int_td,,,,,,
player,201009190nyj,nwe,WrigMi20,def_int_long,,,,,,
player,201009190nyj,nwe,WrigMi20,pass_defended,0,,,,,
player,201009190nyj,nwe,WrigMi20,sacks,0.0,,,,,
player,201009190nyj,nwe,WrigMi20,tackles_combined,0,,,,,
player,201009190nyj,nwe,WrigMi20,tackles_solo,0,,,,,
player,201009190nyj,nwe,WrigMi20,tackles_assists,0,,,,,
player,201009190nyj,nwe,WrigMi20,tackles_loss,0,,,,,
player,201009190nyj,nwe,WrigMi20,qb_hits,1,,,,,
player,201009190nyj,nwe,WrigMi20,fumbles_rec,0,,,,,
player,201009190nyj,nwe,WrigMi20,fumbles_rec_yds,,,,,,
player,201009190nyj,nwe,WrigMi20,fumbles_rec_td,,,,,,
player,201009190nyj,nwe,WrigMi20,fumbles_forced,0,,,,,
player,201009190nyj,nyj,CromAn20,def_int,1,,,,,
player,201009190nyj,nyj,CromAn20,def_int_yds,0,,,,,
player,201009190nyj,nyj,CromAn20,def_int_td,0,,,,,
player,201009190nyj,nyj,CromAn20,def_int_long,0,,,,,
player,201009190nyj,nyj,CromAn20,pass_defended,2,,,,,
player,201009190nyj,nyj,CromAn20,sacks,0.0,,,,,
player,201009190nyj,nyj,CromAn20,tackles_combined,4,,,,,
player,201009190nyj,nyj,CromAn20,tackles_solo,4,,,,,
player,201009190nyj,nyj,CromAn20,tackles_assists,0,,,,,
player,201009190nyj,nyj,CromAn20,tackles_loss,0,,,,,
player,201009190nyj,nyj,CromAn20,qb_hits,0,,,,,
player,201009190nyj,nyj,CromAn20,fumbles_rec,0,,,,,
player,201009190nyj,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201009190nyj,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201009190nyj,nyj,CromAn20,fumbles_forced,0,,,,,
player,201009190nyj,nyj,PoolBr20,def_int,1,,,,,
player,201009190nyj,nyj,PoolBr20,def_int_yds,0,,,,,
player,201009190nyj,nyj,PoolBr20,def_int_td,0,,,,,
player,201009190nyj,nyj,PoolBr20,def_int_long,0,,,,,
player,201009190nyj,nyj,PoolBr20,pass_defended,1,,,,,
player,201009190nyj,nyj,PoolBr20,sacks,0.0,,,,,
player,201009190nyj,nyj,PoolBr20,tackles_combined,0,,,,,
player,201009190nyj,nyj,PoolBr20,tackles_solo,0,,,,,
player,201009190nyj,nyj,PoolBr20,tackles_assists,0,,,,,
player,201009190nyj,nyj,PoolBr20,tackles_loss,0,,,,,
player,201009190nyj,nyj,PoolBr20,qb_hits,0,,,,,
player,201009190nyj,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201009190nyj,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201009190nyj,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201009190nyj,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201009190nyj,nyj,TaylJa03,def_int,0,,,,,
player,201009190nyj,nyj,TaylJa03,def_int_yds,0,,,,,
player,201009190nyj,nyj,TaylJa03,def_int_td,0,,,,,
player,201009190nyj,nyj,TaylJa03,def_int_long,0,,,,,
player,201009190nyj,nyj,TaylJa03,pass_defended,0,,,,,
player,201009190nyj,nyj,TaylJa03,sacks,1.0,,,,,
player,201009190nyj,nyj,TaylJa03,tackles_combined,4,,,,,
player,201009190nyj,nyj,TaylJa03,tackles_solo,3,,,,,
player,201009190nyj,nyj,TaylJa03,tackles_assists,1,,,,,
player,201009190nyj,nyj,TaylJa03,tackles_loss,0,,,,,
player,201009190nyj,nyj,TaylJa03,qb_hits,1,,,,,
player,201009190nyj,nyj,TaylJa03,fumbles_rec,0,,,,,
player,201009190nyj,nyj,TaylJa03,fumbles_rec_yds,0,,,,,
player,201009190nyj,nyj,TaylJa03,fumbles_rec_td,0,,,,,
player,201009190nyj,nyj,TaylJa03,fumbles_forced,1,,,,,
player,201009190nyj,nyj,HarrDa99,def_int,0,,,,,
player,201009190nyj,nyj,HarrDa99,def_int_yds,0,,,,,
player,201009190nyj,nyj,HarrDa99,def_int_td,0,,,,,
player,201009190nyj,nyj,HarrDa99,def_int_long,0,,,,,
player,201009190nyj,nyj,HarrDa99,pass_defended,0,,,,,
player,201009190nyj,nyj,HarrDa99,sacks,0.0,,,,,
player,201009190nyj,nyj,HarrDa99,tackles_combined,6,,,,,
player,201009190nyj,nyj,HarrDa99,tackles_solo,4,,,,,
player,201009190nyj,nyj,HarrDa99,tackles_assists,2,,,,,
player,201009190nyj,nyj,HarrDa99,tackles_loss,0,,,,,
player,201009190nyj,nyj,HarrDa99,qb_hits,0,,,,,
player,201009190nyj,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201009190nyj,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201009190nyj,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201009190nyj,nyj,PouhSi20,def_int,0,,,,,
player,201009190nyj,nyj,PouhSi20,def_int_yds,0,,,,,
player,201009190nyj,nyj,PouhSi20,def_int_td,0,,,,,
player,201009190nyj,nyj,PouhSi20,def_int_long,0,,,,,
player,201009190nyj,nyj,PouhSi20,pass_defended,0,,,,,
player,201009190nyj,nyj,PouhSi20,sacks,0.0,,,,,
player,201009190nyj,nyj,PouhSi20,tackles_combined,6,,,,,
player,201009190nyj,nyj,PouhSi20,tackles_solo,6,,,,,
player,201009190nyj,nyj,PouhSi20,tackles_assists,0,,,,,
player,201009190nyj,nyj,PouhSi20,tackles_loss,0,,,,,
player,201009190nyj,nyj,PouhSi20,qb_hits,0,,,,,
player,201009190nyj,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201009190nyj,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201009190nyj,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201009190nyj,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201009190nyj,nyj,DeViMi99,def_int,0,,,,,
player,201009190nyj,nyj,DeViMi99,def_int_yds,0,,,,,
player,201009190nyj,nyj,DeViMi99,def_int_td,0,,,,,
player,201009190nyj,nyj,DeViMi99,def_int_long,0,,,,,
player,201009190nyj,nyj,DeViMi99,pass_defended,0,,,,,
player,201009190nyj,nyj,DeViMi99,sacks,0.0,,,,,
player,201009190nyj,nyj,DeViMi99,tackles_combined,5,,,,,
player,201009190nyj,nyj,DeViMi99,tackles_solo,4,,,,,
player,201009190nyj,nyj,DeViMi99,tackles_assists,1,,,,,
player,201009190nyj,nyj,DeViMi99,tackles_loss,2,,,,,
player,201009190nyj,nyj,DeViMi99,qb_hits,0,,,,,
player,201009190nyj,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201009190nyj,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201009190nyj,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201009190nyj,nyj,ScotBa20,def_int,0,,,,,
player,201009190nyj,nyj,ScotBa20,def_int_yds,0,,,,,
player,201009190nyj,nyj,ScotBa20,def_int_td,0,,,,,
player,201009190nyj,nyj,ScotBa20,def_int_long,0,,,,,
player,201009190nyj,nyj,ScotBa20,pass_defended,1,,,,,
player,201009190nyj,nyj,ScotBa20,sacks,0.0,,,,,
player,201009190nyj,nyj,ScotBa20,tackles_combined,4,,,,,
player,201009190nyj,nyj,ScotBa20,tackles_solo,1,,,,,
player,201009190nyj,nyj,ScotBa20,tackles_assists,3,,,,,
player,201009190nyj,nyj,ScotBa20,tackles_loss,0,,,,,
player,201009190nyj,nyj,ScotBa20,qb_hits,0,,,,,
player,201009190nyj,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201009190nyj,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201009190nyj,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201009190nyj,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201009190nyj,nyj,WilsKy99,def_int,0,,,,,
player,201009190nyj,nyj,WilsKy99,def_int_yds,0,,,,,
player,201009190nyj,nyj,WilsKy99,def_int_td,0,,,,,
player,201009190nyj,nyj,WilsKy99,def_int_long,0,,,,,
player,201009190nyj,nyj,WilsKy99,pass_defended,1,,,,,
player,201009190nyj,nyj,WilsKy99,sacks,0.0,,,,,
player,201009190nyj,nyj,WilsKy99,tackles_combined,4,,,,,
player,201009190nyj,nyj,WilsKy99,tackles_solo,4,,,,,
player,201009190nyj,nyj,WilsKy99,tackles_assists,0,,,,,
player,201009190nyj,nyj,WilsKy99,tackles_loss,0,,,,,
player,201009190nyj,nyj,WilsKy99,qb_hits,0,,,,,
player,201009190nyj,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201009190nyj,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201009190nyj,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201009190nyj,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201009190nyj,nyj,ColeDr20,def_int,0,,,,,
player,201009190nyj,nyj,ColeDr20,def_int_yds,0,,,,,
player,201009190nyj,nyj,ColeDr20,def_int_td,0,,,,,
player,201009190nyj,nyj,ColeDr20,def_int_long,0,,,,,
player,201009190nyj,nyj,ColeDr20,pass_defended,0,,,,,
player,201009190nyj,nyj,ColeDr20,sacks,0.0,,,,,
player,201009190nyj,nyj,ColeDr20,tackles_combined,3,,,,,
player,201009190nyj,nyj,ColeDr20,tackles_solo,3,,,,,
player,201009190nyj,nyj,ColeDr20,tackles_assists,0,,,,,
player,201009190nyj,nyj,ColeDr20,tackles_loss,1,,,,,
player,201009190nyj,nyj,ColeDr20,qb_hits,0,,,,,
player,201009190nyj,nyj,ColeDr20,fumbles_rec,0,,,,,
player,201009190nyj,nyj,ColeDr20,fumbles_rec_yds,0,,,,,
player,201009190nyj,nyj,ColeDr20,fumbles_rec_td,0,,,,,
player,201009190nyj,nyj,ColeDr20,fumbles_forced,0,,,,,
player,201009190nyj,nyj,LeonJi23,def_int,0,,,,,
player,201009190nyj,nyj,LeonJi23,def_int_yds,0,,,,,
player,201009190nyj,nyj,LeonJi23,def_int_td,0,,,,,
player,201009190nyj,nyj,LeonJi23,def_int_long,0,,,,,
