game,2010,3,20100926,201009260tam,pit,"Pittsburgh Steelers",38,tam,"Tampa Bay Buccaneers",13
player,201009260tam,pit,MendRa00,targets,0,,,,,
player,201009260tam,pit,MendRa00,rec,0,,,,,
player,201009260tam,pit,MendRa00,rec_yds,0,,,,,
player,201009260tam,pit,MendRa00,rec_td,0,,,,,
player,201009260tam,pit,MendRa00,rec_long,0,,,,,
player,201009260tam,pit,MendRa00,fumbles,0,,,,,
player,201009260tam,pit,MendRa00,fumbles_lost,,,,,,
player,201009260tam,pit,RedmIs20,pass_cmp,0,,,,,
player,201009260tam,pit,RedmIs20,pass_att,0,,,,,
player,201009260tam,pit,RedmIs20,pass_yds,0,,,,,
player,201009260tam,pit,RedmIs20,pass_td,0,,,,,
player,201009260tam,pit,RedmIs20,pass_int,0,,,,,
player,201009260tam,pit,RedmIs20,pass_sacked,,,,,,
player,201009260tam,pit,RedmIs20,pass_sacked_yds,,,,,,
player,201009260tam,pit,RedmIs20,pass_long,0,,,,,
player,201009260tam,pit,RedmIs20,pass_rating,,,,,,
player,201009260tam,pit,RedmIs20,rush_att,5,,,,,
player,201009260tam,pit,RedmIs20,rush_yds,31,,,,,
player,201009260tam,pit,RedmIs20,rush_td,0,,,,,
player,201009260tam,pit,RedmIs20,rush_long,16,,,,,
player,201009260tam,pit,RedmIs20,targets,1,,,,,
player,201009260tam,pit,RedmIs20,rec,1,,,,,
player,201009260tam,pit,RedmIs20,rec_yds,9,,,,,
player,201009260tam,pit,RedmIs20,rec_td,0,,,,,
player,201009260tam,pit,RedmIs20,rec_long,9,,,,,
player,201009260tam,pit,RedmIs20,fumbles,0,,,,,
player,201009260tam,pit,RedmIs20,fumbles_lost,,,,,,
player,201009260tam,pit,MoorMe00,pass_cmp,0,,,,,
player,201009260tam,pit,MoorMe00,pass_att,0,,,,,
player,201009260tam,pit,MoorMe00,pass_yds,0,,,,,
player,201009260tam,pit,MoorMe00,pass_td,0,,,,,
player,201009260tam,pit,MoorMe00,pass_int,0,,,,,
player,201009260tam,pit,MoorMe00,pass_sacked,,,,,,
player,201009260tam,pit,MoorMe00,pass_sacked_yds,,,,,,
player,201009260tam,pit,MoorMe00,pass_long,0,,,,,
player,201009260tam,pit,MoorMe00,pass_rating,,,,,,
player,201009260tam,pit,MoorMe00,rush_att,1,,,,,
player,201009260tam,pit,MoorMe00,rush_yds,4,,,,,
player,201009260tam,pit,MoorMe00,rush_td,0,,,,,
player,201009260tam,pit,MoorMe00,rush_long,4,,,,,
player,201009260tam,pit,MoorMe00,targets,3,,,,,
player,201009260tam,pit,MoorMe00,rec,2,,,,,
player,201009260tam,pit,MoorMe00,rec_yds,4,,,,,
player,201009260tam,pit,MoorMe00,rec_td,0,,,,,
player,201009260tam,pit,MoorMe00,rec_long,7,,,,,
player,201009260tam,pit,MoorMe00,fumbles,0,,,,,
player,201009260tam,pit,MoorMe00,fumbles_lost,,,,,,
player,201009260tam,pit,MillHe00,pass_cmp,0,,,,,
player,201009260tam,pit,MillHe00,pass_att,0,,,,,
player,201009260tam,pit,MillHe00,pass_yds,0,,,,,
player,201009260tam,pit,MillHe00,pass_td,0,,,,,
player,201009260tam,pit,MillHe00,pass_int,0,,,,,
player,201009260tam,pit,MillHe00,pass_sacked,,,,,,
player,201009260tam,pit,MillHe00,pass_sacked_yds,,,,,,
player,201009260tam,pit,MillHe00,pass_long,0,,,,,
player,201009260tam,pit,MillHe00,pass_rating,,,,,,
player,201009260tam,pit,MillHe00,rush_att,0,,,,,
player,201009260tam,pit,MillHe00,rush_yds,0,,,,,
player,201009260tam,pit,MillHe00,rush_td,0,,,,,
player,201009260tam,pit,MillHe00,rush_long,0,,,,,
player,201009260tam,pit,MillHe00,targets,2,,,,,
player,201009260tam,pit,MillHe00,rec,2,,,,,
player,201009260tam,pit,MillHe00,rec_yds,25,,,,,
player,201009260tam,pit,MillHe00,rec_td,0,,,,,
player,201009260tam,pit,MillHe00,rec_long,21,,,,,
player,201009260tam,pit,MillHe00,fumbles,0,,,,,
player,201009260tam,pit,MillHe00,fumbles_lost,,,,,,
player,201009260tam,pit,RandAn00,pass_cmp,0,,,,,
player,201009260tam,pit,RandAn00,pass_att,0,,,,,
player,201009260tam,pit,RandAn00,pass_yds,0,,,,,
player,201009260tam,pit,RandAn00,pass_td,0,,,,,
player,201009260tam,pit,RandAn00,pass_int,0,,,,,
player,201009260tam,pit,RandAn00,pass_sacked,0,,,,,
player,201009260tam,pit,RandAn00,pass_sacked_yds,,,,,,
player,201009260tam,pit,RandAn00,pass_long,0,,,,,
player,201009260tam,pit,RandAn00,pass_rating,,,,,,
player,201009260tam,pit,RandAn00,rush_att,0,,,,,
player,201009260tam,pit,RandAn00,rush_yds,0,,,,,
player,201009260tam,pit,RandAn00,rush_td,0,,,,,
player,201009260tam,pit,RandAn00,rush_long,0,,,,,
player,201009260tam,pit,RandAn00,targets,1,,,,,
player,201009260tam,pit,RandAn00,rec,1,,,,,
player,201009260tam,pit,RandAn00,rec_yds,14,,,,,
player,201009260tam,pit,RandAn00,rec_td,0,,,,,
player,201009260tam,pit,RandAn00,rec_long,14,,,,,
player,201009260tam,pit,RandAn00,fumbles,0,,,,,
player,201009260tam,pit,RandAn00,fumbles_lost,,,,,,
player,201009260tam,pit,WallMi00,pass_cmp,0,,,,,
player,201009260tam,pit,WallMi00,pass_att,0,,,,,
player,201009260tam,pit,WallMi00,pass_yds,0,,,,,
player,201009260tam,pit,WallMi00,pass_td,0,,,,,
player,201009260tam,pit,WallMi00,pass_int,0,,,,,
player,201009260tam,pit,WallMi00,pass_sacked,,,,,,
player,201009260tam,pit,WallMi00,pass_sacked_yds,,,,,,
player,201009260tam,pit,WallMi00,pass_long,0,,,,,
player,201009260tam,pit,WallMi00,pass_rating,,,,,,
player,201009260tam,pit,WallMi00,rush_att,1,,,,,
player,201009260tam,pit,WallMi00,rush_yds,-1,,,,,
player,201009260tam,pit,WallMi00,rush_td,0,,,,,
player,201009260tam,pit,WallMi00,rush_long,-1,,,,,
player,201009260tam,pit,WallMi00,targets,4,,,,,
player,201009260tam,pit,WallMi00,rec,3,,,,,
player,201009260tam,pit,WallMi00,rec_yds,100,,,,,
player,201009260tam,pit,WallMi00,rec_td,2,,,,,
player,201009260tam,pit,WallMi00,rec_long,46,,,,,
player,201009260tam,pit,WallMi00,fumbles,0,,,,,
player,201009260tam,pit,WallMi00,fumbles_lost,,,,,,
player,201009260tam,pit,WardHi00,pass_cmp,0,,,,,
player,201009260tam,pit,WardHi00,pass_att,0,,,,,
player,201009260tam,pit,WardHi00,pass_yds,0,,,,,
player,201009260tam,pit,WardHi00,pass_td,0,,,,,
player,201009260tam,pit,WardHi00,pass_int,0,,,,,
player,201009260tam,pit,WardHi00,pass_sacked,,,,,,
player,201009260tam,pit,WardHi00,pass_sacked_yds,,,,,,
player,201009260tam,pit,WardHi00,pass_long,0,,,,,
player,201009260tam,pit,WardHi00,pass_rating,,,,,,
player,201009260tam,pit,WardHi00,rush_att,1,,,,,
player,201009260tam,pit,WardHi00,rush_yds,-2,,,,,
player,201009260tam,pit,WardHi00,rush_td,0,,,,,
player,201009260tam,pit,WardHi00,rush_long,-2,,,,,
player,201009260tam,pit,WardHi00,targets,4,,,,,
player,201009260tam,pit,WardHi00,rec,3,,,,,
player,201009260tam,pit,WardHi00,rec_yds,34,,,,,
player,201009260tam,pit,WardHi00,rec_td,1,,,,,
player,201009260tam,pit,WardHi00,rec_long,19,,,,,
player,201009260tam,pit,WardHi00,fumbles,0,,,,,
player,201009260tam,pit,WardHi00,fumbles_lost,,,,,,
player,201009260tam,pit,JohnDa05,pass_cmp,,,,,,
player,201009260tam,pit,JohnDa05,pass_att,,,,,,
player,201009260tam,pit,JohnDa05,pass_yds,,,,,,
player,201009260tam,pit,JohnDa05,pass_td,,,,,,
player,201009260tam,pit,JohnDa05,pass_int,,,,,,
player,201009260tam,pit,JohnDa05,pass_sacked,,,,,,
player,201009260tam,pit,JohnDa05,pass_sacked_yds,,,,,,
player,201009260tam,pit,JohnDa05,pass_long,,,,,,
player,201009260tam,pit,JohnDa05,pass_rating,,,,,,
player,201009260tam,pit,JohnDa05,rush_att,,,,,,
player,201009260tam,pit,JohnDa05,rush_yds,,,,,,
player,201009260tam,pit,JohnDa05,rush_td,,,,,,
player,201009260tam,pit,JohnDa05,rush_long,,,,,,
player,201009260tam,pit,JohnDa05,targets,1,,,,,
player,201009260tam,pit,JohnDa05,rec,0,,,,,
player,201009260tam,pit,JohnDa05,rec_yds,0,,,,,
player,201009260tam,pit,JohnDa05,rec_td,0,,,,,
player,201009260tam,pit,JohnDa05,rec_long,,,,,,
player,201009260tam,pit,JohnDa05,fumbles,,,,,,
player,201009260tam,pit,JohnDa05,fumbles_lost,,,,,,
player,201009260tam,tam,FreeJo00,pass_cmp,20,,,,,
player,201009260tam,tam,FreeJo00,pass_att,31,,,,,
player,201009260tam,tam,FreeJo00,pass_yds,184,,,,,
player,201009260tam,tam,FreeJo00,pass_td,0,,,,,
player,201009260tam,tam,FreeJo00,pass_int,1,,,,,
player,201009260tam,tam,FreeJo00,pass_sacked,3,,,,,
player,201009260tam,tam,FreeJo00,pass_sacked_yds,16,,,,,
player,201009260tam,tam,FreeJo00,pass_long,46,,,,,
player,201009260tam,tam,FreeJo00,pass_rating,67.1,,,,,
player,201009260tam,tam,FreeJo00,rush_att,6,,,,,
player,201009260tam,tam,FreeJo00,rush_yds,15,,,,,
player,201009260tam,tam,FreeJo00,rush_td,0,,,,,
player,201009260tam,tam,FreeJo00,rush_long,11,,,,,
player,201009260tam,tam,FreeJo00,targets,0,,,,,
player,201009260tam,tam,FreeJo00,rec,0,,,,,
player,201009260tam,tam,FreeJo00,rec_yds,0,,,,,
player,201009260tam,tam,FreeJo00,rec_td,0,,,,,
player,201009260tam,tam,FreeJo00,rec_long,0,,,,,
player,201009260tam,tam,FreeJo00,fumbles,0,,,,,
player,201009260tam,tam,FreeJo00,fumbles_lost,0,,,,,
player,201009260tam,tam,JohnJo05,pass_cmp,6,,,,,
player,201009260tam,tam,JohnJo05,pass_att,6,,,,,
player,201009260tam,tam,JohnJo05,pass_yds,67,,,,,
player,201009260tam,tam,JohnJo05,pass_td,0,,,,,
player,201009260tam,tam,JohnJo05,pass_int,0,,,,,
player,201009260tam,tam,JohnJo05,pass_sacked,1,,,,,
player,201009260tam,tam,JohnJo05,pass_sacked_yds,7,,,,,
player,201009260tam,tam,JohnJo05,pass_long,22,,,,,
player,201009260tam,tam,JohnJo05,pass_rating,113.2,,,,,
player,201009260tam,tam,JohnJo05,rush_att,1,,,,,
player,201009260tam,tam,JohnJo05,rush_yds,7,,,,,
player,201009260tam,tam,JohnJo05,rush_td,0,,,,,
player,201009260tam,tam,JohnJo05,rush_long,7,,,,,
player,201009260tam,tam,JohnJo05,targets,0,,,,,
player,201009260tam,tam,JohnJo05,rec,0,,,,,
player,201009260tam,tam,JohnJo05,rec_yds,0,,,,,
player,201009260tam,tam,JohnJo05,rec_td,0,,,,,
player,201009260tam,tam,JohnJo05,rec_long,0,,,,,
player,201009260tam,tam,JohnJo05,fumbles,0,,,,,
player,201009260tam,tam,JohnJo05,fumbles_lost,,,,,,
player,201009260tam,tam,BlouLe00,pass_cmp,0,,,,,
player,201009260tam,tam,BlouLe00,pass_att,0,,,,,
player,201009260tam,tam,BlouLe00,pass_yds,0,,,,,
player,201009260tam,tam,BlouLe00,pass_td,0,,,,,
player,201009260tam,tam,BlouLe00,pass_int,0,,,,,
player,201009260tam,tam,BlouLe00,pass_sacked,,,,,,
player,201009260tam,tam,BlouLe00,pass_sacked_yds,,,,,,
player,201009260tam,tam,BlouLe00,pass_long,0,,,,,
player,201009260tam,tam,BlouLe00,pass_rating,,,,,,
player,201009260tam,tam,BlouLe00,rush_att,6,,,,,
player,201009260tam,tam,BlouLe00,rush_yds,27,,,,,
player,201009260tam,tam,BlouLe00,rush_td,1,,,,,
player,201009260tam,tam,BlouLe00,rush_long,12,,,,,
player,201009260tam,tam,BlouLe00,targets,0,,,,,
player,201009260tam,tam,BlouLe00,rec,0,,,,,
player,201009260tam,tam,BlouLe00,rec_yds,0,,,,,
player,201009260tam,tam,BlouLe00,rec_td,0,,,,,
player,201009260tam,tam,BlouLe00,rec_long,0,,,,,
player,201009260tam,tam,BlouLe00,fumbles,0,,,,,
player,201009260tam,tam,BlouLe00,fumbles_lost,,,,,,
player,201009260tam,tam,GrahEa00,pass_cmp,0,,,,,
player,201009260tam,tam,GrahEa00,pass_att,0,,,,,
player,201009260tam,tam,GrahEa00,pass_yds,0,,,,,
player,201009260tam,tam,GrahEa00,pass_td,0,,,,,
player,201009260tam,tam,GrahEa00,pass_int,0,,,,,
player,201009260tam,tam,GrahEa00,pass_sacked,0,,,,,
player,201009260tam,tam,GrahEa00,pass_sacked_yds,,,,,,
player,201009260tam,tam,GrahEa00,pass_long,0,,,,,
player,201009260tam,tam,GrahEa00,pass_rating,,,,,,
player,201009260tam,tam,GrahEa00,rush_att,2,,,,,
player,201009260tam,tam,GrahEa00,rush_yds,13,,,,,
player,201009260tam,tam,GrahEa00,rush_td,0,,,,,
player,201009260tam,tam,GrahEa00,rush_long,9,,,,,
player,201009260tam,tam,GrahEa00,targets,4,,,,,
player,201009260tam,tam,GrahEa00,rec,4,,,,,
player,201009260tam,tam,GrahEa00,rec_yds,57,,,,,
player,201009260tam,tam,GrahEa00,rec_td,0,,,,,
player,201009260tam,tam,GrahEa00,rec_long,46,,,,,
player,201009260tam,tam,GrahEa00,fumbles,0,,,,,
player,201009260tam,tam,GrahEa00,fumbles_lost,,,,,,
player,201009260tam,tam,WillCa02,pass_cmp,0,,,,,
player,201009260tam,tam,WillCa02,pass_att,0,,,,,
player,201009260tam,tam,WillCa02,pass_yds,0,,,,,
player,201009260tam,tam,WillCa02,pass_td,0,,,,,
player,201009260tam,tam,WillCa02,pass_int,0,,,,,
player,201009260tam,tam,WillCa02,pass_sacked,,,,,,
player,201009260tam,tam,WillCa02,pass_sacked_yds,,,,,,
player,201009260tam,tam,WillCa02,pass_long,0,,,,,
player,201009260tam,tam,WillCa02,pass_rating,,,,,,
player,201009260tam,tam,WillCa02,rush_att,6,,,,,
player,201009260tam,tam,WillCa02,rush_yds,13,,,,,
player,201009260tam,tam,WillCa02,rush_td,0,,,,,
player,201009260tam,tam,WillCa02,rush_long,8,,,,,
player,201009260tam,tam,WillCa02,targets,7,,,,,
player,201009260tam,tam,WillCa02,rec,5,,,,,
player,201009260tam,tam,WillCa02,rec_yds,33,,,,,
player,201009260tam,tam,WillCa02,rec_td,0,,,,,
player,201009260tam,tam,WillCa02,rec_long,11,,,,,
player,201009260tam,tam,WillCa02,fumbles,0,,,,,
player,201009260tam,tam,WillCa02,fumbles_lost,,,,,,
player,201009260tam,tam,WillMi04,pass_cmp,0,,,,,
player,201009260tam,tam,WillMi04,pass_att,0,,,,,
player,201009260tam,tam,WillMi04,pass_yds,0,,,,,
player,201009260tam,tam,WillMi04,pass_td,0,,,,,
player,201009260tam,tam,WillMi04,pass_int,0,,,,,
player,201009260tam,tam,WillMi04,pass_sacked,,,,,,
player,201009260tam,tam,WillMi04,pass_sacked_yds,,,,,,
player,201009260tam,tam,WillMi04,pass_long,0,,,,,
player,201009260tam,tam,WillMi04,pass_rating,,,,,,
player,201009260tam,tam,WillMi04,rush_att,0,,,,,
player,201009260tam,tam,WillMi04,rush_yds,0,,,,,
player,201009260tam,tam,WillMi04,rush_td,0,,,,,
player,201009260tam,tam,WillMi04,rush_long,0,,,,,
player,201009260tam,tam,WillMi04,targets,6,,,,,
player,201009260tam,tam,WillMi04,rec,5,,,,,
player,201009260tam,tam,WillMi04,rec_yds,55,,,,,
player,201009260tam,tam,WillMi04,rec_td,0,,,,,
player,201009260tam,tam,WillMi04,rec_long,22,,,,,
player,201009260tam,tam,WillMi04,fumbles,1,,,,,
player,201009260tam,tam,WillMi04,fumbles_lost,1,,,,,
player,201009260tam,tam,BennAr00,pass_cmp,0,,,,,
player,201009260tam,tam,BennAr00,pass_att,0,,,,,
player,201009260tam,tam,BennAr00,pass_yds,0,,,,,
player,201009260tam,tam,BennAr00,pass_td,0,,,,,
player,201009260tam,tam,BennAr00,pass_int,0,,,,,
player,201009260tam,tam,BennAr00,pass_sacked,,,,,,
player,201009260tam,tam,BennAr00,pass_sacked_yds,,,,,,
player,201009260tam,tam,BennAr00,pass_long,0,,,,,
player,201009260tam,tam,BennAr00,pass_rating,,,,,,
player,201009260tam,tam,BennAr00,rush_att,0,,,,,
player,201009260tam,tam,BennAr00,rush_yds,0,,,,,
player,201009260tam,tam,BennAr00,rush_td,0,,,,,
player,201009260tam,tam,BennAr00,rush_long,0,,,,,
player,201009260tam,tam,BennAr00,targets,3,,,,,
player,201009260tam,tam,BennAr00,rec,3,,,,,
player,201009260tam,tam,BennAr00,rec_yds,33,,,,,
player,201009260tam,tam,BennAr00,rec_td,0,,,,,
player,201009260tam,tam,BennAr00,rec_long,13,,,,,
player,201009260tam,tam,BennAr00,fumbles,0,,,,,
player,201009260tam,tam,BennAr00,fumbles_lost,,,,,,
player,201009260tam,tam,WinsKe01,pass_cmp,0,,,,,
player,201009260tam,tam,WinsKe01,pass_att,0,,,,,
player,201009260tam,tam,WinsKe01,pass_yds,0,,,,,
player,201009260tam,tam,WinsKe01,pass_td,0,,,,,
player,201009260tam,tam,WinsKe01,pass_int,0,,,,,
player,201009260tam,tam,WinsKe01,pass_sacked,,,,,,
player,201009260tam,tam,WinsKe01,pass_sacked_yds,,,,,,
player,201009260tam,tam,WinsKe01,pass_long,0,,,,,
player,201009260tam,tam,WinsKe01,pass_rating,,,,,,
player,201009260tam,tam,WinsKe01,rush_att,0,,,,,
player,201009260tam,tam,WinsKe01,rush_yds,0,,,,,
player,201009260tam,tam,WinsKe01,rush_td,0,,,,,
player,201009260tam,tam,WinsKe01,rush_long,0,,,,,
player,201009260tam,tam,WinsKe01,targets,6,,,,,
player,201009260tam,tam,WinsKe01,rec,3,,,,,
player,201009260tam,tam,WinsKe01,rec_yds,24,,,,,
player,201009260tam,tam,WinsKe01,rec_td,0,,,,,
player,201009260tam,tam,WinsKe01,rec_long,13,,,,,
player,201009260tam,tam,WinsKe01,fumbles,0,,,,,
player,201009260tam,tam,WinsKe01,fumbles_lost,,,,,,
player,201009260tam,tam,StevJe00,pass_cmp,0,,,,,
player,201009260tam,tam,StevJe00,pass_att,0,,,,,
player,201009260tam,tam,StevJe00,pass_yds,0,,,,,
player,201009260tam,tam,StevJe00,pass_td,0,,,,,
player,201009260tam,tam,StevJe00,pass_int,0,,,,,
player,201009260tam,tam,StevJe00,pass_sacked,,,,,,
player,201009260tam,tam,StevJe00,pass_sacked_yds,,,,,,
player,201009260tam,tam,StevJe00,pass_long,0,,,,,
player,201009260tam,tam,StevJe00,pass_rating,,,,,,
player,201009260tam,tam,StevJe00,rush_att,0,,,,,
player,201009260tam,tam,StevJe00,rush_yds,0,,,,,
player,201009260tam,tam,StevJe00,rush_td,0,,,,,
player,201009260tam,tam,StevJe00,rush_long,0,,,,,
player,201009260tam,tam,StevJe00,targets,1,,,,,
player,201009260tam,tam,StevJe00,rec,1,,,,,
player,201009260tam,tam,StevJe00,rec_yds,22,,,,,
player,201009260tam,tam,StevJe00,rec_td,0,,,,,
player,201009260tam,tam,StevJe00,rec_long,22,,,,,
player,201009260tam,tam,StevJe00,fumbles,0,,,,,
player,201009260tam,tam,StevJe00,fumbles_lost,,,,,,
player,201009260tam,tam,StroSa00,pass_cmp,0,,,,,
player,201009260tam,tam,StroSa00,pass_att,0,,,,,
player,201009260tam,tam,StroSa00,pass_yds,0,,,,,
player,201009260tam,tam,StroSa00,pass_td,0,,,,,
player,201009260tam,tam,StroSa00,pass_int,0,,,,,
player,201009260tam,tam,StroSa00,pass_sacked,,,,,,
player,201009260tam,tam,StroSa00,pass_sacked_yds,,,,,,
player,201009260tam,tam,StroSa00,pass_long,0,,,,,
player,201009260tam,tam,StroSa00,pass_rating,,,,,,
player,201009260tam,tam,StroSa00,rush_att,0,,,,,
player,201009260tam,tam,StroSa00,rush_yds,0,,,,,
player,201009260tam,tam,StroSa00,rush_td,0,,,,,
player,201009260tam,tam,StroSa00,rush_long,0,,,,,
player,201009260tam,tam,StroSa00,targets,6,,,,,
player,201009260tam,tam,StroSa00,rec,4,,,,,
player,201009260tam,tam,StroSa00,rec_yds,17,,,,,
player,201009260tam,tam,StroSa00,rec_td,0,,,,,
player,201009260tam,tam,StroSa00,rec_long,5,,,,,
player,201009260tam,tam,StroSa00,fumbles,0,,,,,
player,201009260tam,tam,StroSa00,fumbles_lost,,,,,,
player,201009260tam,tam,SpurMi00,pass_cmp,0,,,,,
player,201009260tam,tam,SpurMi00,pass_att,0,,,,,
player,201009260tam,tam,SpurMi00,pass_yds,0,,,,,
player,201009260tam,tam,SpurMi00,pass_td,0,,,,,
player,201009260tam,tam,SpurMi00,pass_int,0,,,,,
player,201009260tam,tam,SpurMi00,pass_sacked,0,,,,,
player,201009260tam,tam,SpurMi00,pass_sacked_yds,,,,,,
player,201009260tam,tam,SpurMi00,pass_long,0,,,,,
player,201009260tam,tam,SpurMi00,pass_rating,,,,,,
player,201009260tam,tam,SpurMi00,rush_att,0,,,,,
player,201009260tam,tam,SpurMi00,rush_yds,0,,,,,
player,201009260tam,tam,SpurMi00,rush_td,0,,,,,
player,201009260tam,tam,SpurMi00,rush_long,0,,,,,
player,201009260tam,tam,SpurMi00,targets,2,,,,,
player,201009260tam,tam,SpurMi00,rec,1,,,,,
player,201009260tam,tam,SpurMi00,rec_yds,10,,,,,
player,201009260tam,tam,SpurMi00,rec_td,0,,,,,
player,201009260tam,tam,SpurMi00,rec_long,10,,,,,
player,201009260tam,tam,SpurMi00,fumbles,0,,,,,
player,201009260tam,tam,SpurMi00,fumbles_lost,,,,,,
player,201009260tam,pit,KeisBr20,def_int,1,,,,,
player,201009260tam,pit,KeisBr20,def_int_yds,79,,,,,
player,201009260tam,pit,KeisBr20,def_int_td,1,,,,,
player,201009260tam,pit,KeisBr20,def_int_long,79,,,,,
player,201009260tam,pit,KeisBr20,pass_defended,1,,,,,
player,201009260tam,pit,KeisBr20,sacks,0.0,,,,,
player,201009260tam,pit,KeisBr20,tackles_combined,1,,,,,
player,201009260tam,pit,KeisBr20,tackles_solo,1,,,,,
player,201009260tam,pit,KeisBr20,tackles_assists,0,,,,,
player,201009260tam,pit,KeisBr20,tackles_loss,0,,,,,
player,201009260tam,pit,KeisBr20,qb_hits,0,,,,,
player,201009260tam,pit,KeisBr20,fumbles_rec,0,,,,,
player,201009260tam,pit,KeisBr20,fumbles_rec_yds,0,,,,,
player,201009260tam,pit,KeisBr20,fumbles_rec_td,0,,,,,
player,201009260tam,pit,KeisBr20,fumbles_forced,0,,,,,
player,201009260tam,pit,TimmLa99,def_int,0,,,,,
player,201009260tam,pit,TimmLa99,def_int_yds,0,,,,,
player,201009260tam,pit,TimmLa99,def_int_td,0,,,,,
player,201009260tam,pit,TimmLa99,def_int_long,0,,,,,
player,201009260tam,pit,TimmLa99,pass_defended,1,,,,,
player,201009260tam,pit,TimmLa99,sacks,1.0,,,,,
player,201009260tam,pit,TimmLa99,tackles_combined,7,,,,,
player,201009260tam,pit,TimmLa99,tackles_solo,5,,,,,
player,201009260tam,pit,TimmLa99,tackles_assists,2,,,,,
player,201009260tam,pit,TimmLa99,tackles_loss,0,,,,,
player,201009260tam,pit,TimmLa99,qb_hits,1,,,,,
player,201009260tam,pit,TimmLa99,fumbles_rec,0,,,,,
player,201009260tam,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201009260tam,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201009260tam,pit,TimmLa99,fumbles_forced,0,,,,,
player,201009260tam,pit,GayxWi99,def_int,0,,,,,
player,201009260tam,pit,GayxWi99,def_int_yds,0,,,,,
player,201009260tam,pit,GayxWi99,def_int_td,0,,,,,
player,201009260tam,pit,GayxWi99,def_int_long,0,,,,,
player,201009260tam,pit,GayxWi99,pass_defended,0,,,,,
player,201009260tam,pit,GayxWi99,sacks,1.0,,,,,
player,201009260tam,pit,GayxWi99,tackles_combined,5,,,,,
