game,2010,3,20100926,201009260nor,atl,"Atlanta Falcons",27,nor,"New Orleans Saints",24
team,201009260nor,atl,First Downs,25,,,,,,
team,201009260nor,nor,First Downs,20,,,,,,
team,201009260nor,atl,Rush-Yds-TDs,50-202-1,,,,,,
team,201009260nor,nor,Rush-Yds-TDs,16-43-0,,,,,,
team,201009260nor,atl,Cmp-Att-Yd-TD-INT,19-30-228-2-0,,,,,,
team,201009260nor,nor,Cmp-Att-Yd-TD-INT,30-38-365-3-2,,,,,,
team,201009260nor,atl,Sacked-Yards,2-13,,,,,,
team,201009260nor,nor,Sacked-Yards,2-10,,,,,,
team,201009260nor,atl,Net Pass Yards,215,,,,,,
team,201009260nor,nor,Net Pass Yards,355,,,,,,
team,201009260nor,atl,Total Yards,417,,,,,,
team,201009260nor,nor,Total Yards,398,,,,,,
team,201009260nor,atl,Fumbles-Lost,1-1,,,,,,
team,201009260nor,nor,Fumbles-Lost,1-1,,,,,,
team,201009260nor,atl,Turnovers,1,,,,,,
team,201009260nor,nor,Turnovers,3,,,,,,
team,201009260nor,atl,Penalties-Yards,6-40,,,,,,
team,201009260nor,nor,Penalties-Yards,4-38,,,,,,
team,201009260nor,atl,Third Down Conv.,9-18,,,,,,
team,201009260nor,nor,Third Down Conv.,6-11,,,,,,
team,201009260nor,atl,Fourth Down Conv.,2-3,,,,,,
team,201009260nor,nor,Fourth Down Conv.,1-2,,,,,,
team,201009260nor,atl,Time of Possession,45:50,,,,,,
team,201009260nor,nor,Time of Possession,27:15,,,,,,
player,201009260nor,atl,RyanMa00,pass_cmp,19,,,,,
player,201009260nor,atl,RyanMa00,pass_att,30,,,,,
player,201009260nor,atl,RyanMa00,pass_yds,228,,,,,
player,201009260nor,atl,RyanMa00,pass_td,2,,,,,
player,201009260nor,atl,RyanMa00,pass_int,0,,,,,
player,201009260nor,atl,RyanMa00,pass_sacked,2,,,,,
player,201009260nor,atl,RyanMa00,pass_sacked_yds,13,,,,,
player,201009260nor,atl,RyanMa00,pass_long,34,,,,,
player,201009260nor,atl,RyanMa00,pass_rating,108.7,,,,,
player,201009260nor,atl,RyanMa00,rush_att,6,,,,,
player,201009260nor,atl,RyanMa00,rush_yds,26,,,,,
player,201009260nor,atl,RyanMa00,rush_td,0,,,,,
player,201009260nor,atl,RyanMa00,rush_long,13,,,,,
player,201009260nor,atl,RyanMa00,targets,0,,,,,
player,201009260nor,atl,RyanMa00,rec,0,,,,,
player,201009260nor,atl,RyanMa00,rec_yds,0,,,,,
player,201009260nor,atl,RyanMa00,rec_td,0,,,,,
player,201009260nor,atl,RyanMa00,rec_long,0,,,,,
player,201009260nor,atl,RyanMa00,fumbles,0,,,,,
player,201009260nor,atl,RyanMa00,fumbles_lost,,,,,,
player,201009260nor,atl,TurnMi00,pass_cmp,0,,,,,
player,201009260nor,atl,TurnMi00,pass_att,0,,,,,
player,201009260nor,atl,TurnMi00,pass_yds,0,,,,,
player,201009260nor,atl,TurnMi00,pass_td,0,,,,,
player,201009260nor,atl,TurnMi00,pass_int,0,,,,,
player,201009260nor,atl,TurnMi00,pass_sacked,,,,,,
player,201009260nor,atl,TurnMi00,pass_sacked_yds,,,,,,
player,201009260nor,atl,TurnMi00,pass_long,0,,,,,
