game,2010,1,20100913,201009130nyj,rav,"Baltimore Ravens",10,nyj,"New York Jets",9
player,201009130nyj,rav,LandDa21,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,LandDa21,fumbles_forced,0,,,,,
player,201009130nyj,rav,LewiRa00,def_int,0,,,,,
player,201009130nyj,rav,LewiRa00,def_int_yds,0,,,,,
player,201009130nyj,rav,LewiRa00,def_int_td,0,,,,,
player,201009130nyj,rav,LewiRa00,def_int_long,0,,,,,
player,201009130nyj,rav,LewiRa00,pass_defended,0,,,,,
player,201009130nyj,rav,LewiRa00,sacks,0.0,,,,,
player,201009130nyj,rav,LewiRa00,tackles_combined,4,,,,,
player,201009130nyj,rav,LewiRa00,tackles_solo,4,,,,,
player,201009130nyj,rav,LewiRa00,tackles_assists,0,,,,,
player,201009130nyj,rav,LewiRa00,tackles_loss,0,,,,,
player,201009130nyj,rav,LewiRa00,qb_hits,0,,,,,
player,201009130nyj,rav,LewiRa00,fumbles_rec,0,,,,,
player,201009130nyj,rav,LewiRa00,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,LewiRa00,fumbles_forced,0,,,,,
player,201009130nyj,rav,ReedDa00,def_int,0,,,,,
player,201009130nyj,rav,ReedDa00,def_int_yds,0,,,,,
player,201009130nyj,rav,ReedDa00,def_int_td,0,,,,,
player,201009130nyj,rav,ReedDa00,def_int_long,0,,,,,
player,201009130nyj,rav,ReedDa00,pass_defended,0,,,,,
player,201009130nyj,rav,ReedDa00,sacks,0.0,,,,,
player,201009130nyj,rav,ReedDa00,tackles_combined,4,,,,,
player,201009130nyj,rav,ReedDa00,tackles_solo,4,,,,,
player,201009130nyj,rav,ReedDa00,tackles_assists,0,,,,,
player,201009130nyj,rav,ReedDa00,tackles_loss,0,,,,,
player,201009130nyj,rav,ReedDa00,qb_hits,0,,,,,
player,201009130nyj,rav,ReedDa00,fumbles_rec,0,,,,,
player,201009130nyj,rav,ReedDa00,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,ReedDa00,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,ReedDa00,fumbles_forced,1,,,,,
player,201009130nyj,rav,ZbikTo99,def_int,0,,,,,
player,201009130nyj,rav,ZbikTo99,def_int_yds,0,,,,,
player,201009130nyj,rav,ZbikTo99,def_int_td,0,,,,,
player,201009130nyj,rav,ZbikTo99,def_int_long,0,,,,,
player,201009130nyj,rav,ZbikTo99,pass_defended,0,,,,,
player,201009130nyj,rav,ZbikTo99,sacks,0.0,,,,,
player,201009130nyj,rav,ZbikTo99,tackles_combined,4,,,,,
player,201009130nyj,rav,ZbikTo99,tackles_solo,3,,,,,
player,201009130nyj,rav,ZbikTo99,tackles_assists,1,,,,,
player,201009130nyj,rav,ZbikTo99,tackles_loss,0,,,,,
player,201009130nyj,rav,ZbikTo99,qb_hits,0,,,,,
player,201009130nyj,rav,ZbikTo99,fumbles_rec,0,,,,,
player,201009130nyj,rav,ZbikTo99,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,ZbikTo99,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,ZbikTo99,fumbles_forced,0,,,,,
player,201009130nyj,rav,CarrCh22,def_int,0,,,,,
player,201009130nyj,rav,CarrCh22,def_int_yds,0,,,,,
player,201009130nyj,rav,CarrCh22,def_int_td,0,,,,,
player,201009130nyj,rav,CarrCh22,def_int_long,0,,,,,
player,201009130nyj,rav,CarrCh22,pass_defended,0,,,,,
player,201009130nyj,rav,CarrCh22,sacks,0.0,,,,,
player,201009130nyj,rav,CarrCh22,tackles_combined,3,,,,,
player,201009130nyj,rav,CarrCh22,tackles_solo,3,,,,,
player,201009130nyj,rav,CarrCh22,tackles_assists,0,,,,,
player,201009130nyj,rav,CarrCh22,tackles_loss,1,,,,,
player,201009130nyj,rav,CarrCh22,qb_hits,0,,,,,
player,201009130nyj,rav,CarrCh22,fumbles_rec,0,,,,,
player,201009130nyj,rav,CarrCh22,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,CarrCh22,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,CarrCh22,fumbles_forced,0,,,,,
player,201009130nyj,rav,GoodTa99,def_int,0,,,,,
player,201009130nyj,rav,GoodTa99,def_int_yds,0,,,,,
player,201009130nyj,rav,GoodTa99,def_int_td,0,,,,,
player,201009130nyj,rav,GoodTa99,def_int_long,0,,,,,
player,201009130nyj,rav,GoodTa99,pass_defended,0,,,,,
player,201009130nyj,rav,GoodTa99,sacks,0.0,,,,,
player,201009130nyj,rav,GoodTa99,tackles_combined,2,,,,,
player,201009130nyj,rav,GoodTa99,tackles_solo,2,,,,,
player,201009130nyj,rav,GoodTa99,tackles_assists,0,,,,,
player,201009130nyj,rav,GoodTa99,tackles_loss,0,,,,,
player,201009130nyj,rav,GoodTa99,qb_hits,0,,,,,
player,201009130nyj,rav,GoodTa99,fumbles_rec,0,,,,,
player,201009130nyj,rav,GoodTa99,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,GoodTa99,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,GoodTa99,fumbles_forced,0,,,,,
player,201009130nyj,rav,GregKe20,def_int,0,,,,,
player,201009130nyj,rav,GregKe20,def_int_yds,0,,,,,
player,201009130nyj,rav,GregKe20,def_int_td,0,,,,,
player,201009130nyj,rav,GregKe20,def_int_long,0,,,,,
player,201009130nyj,rav,GregKe20,pass_defended,0,,,,,
player,201009130nyj,rav,GregKe20,sacks,0.0,,,,,
player,201009130nyj,rav,GregKe20,tackles_combined,2,,,,,
player,201009130nyj,rav,GregKe20,tackles_solo,1,,,,,
player,201009130nyj,rav,GregKe20,tackles_assists,1,,,,,
player,201009130nyj,rav,GregKe20,tackles_loss,0,,,,,
player,201009130nyj,rav,GregKe20,qb_hits,0,,,,,
player,201009130nyj,rav,GregKe20,fumbles_rec,0,,,,,
player,201009130nyj,rav,GregKe20,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,GregKe20,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,GregKe20,fumbles_forced,0,,,,,
player,201009130nyj,rav,BurgPr99,def_int,0,,,,,
player,201009130nyj,rav,BurgPr99,def_int_yds,0,,,,,
player,201009130nyj,rav,BurgPr99,def_int_td,0,,,,,
player,201009130nyj,rav,BurgPr99,def_int_long,0,,,,,
player,201009130nyj,rav,BurgPr99,pass_defended,0,,,,,
player,201009130nyj,rav,BurgPr99,sacks,0.0,,,,,
player,201009130nyj,rav,BurgPr99,tackles_combined,1,,,,,
player,201009130nyj,rav,BurgPr99,tackles_solo,0,,,,,
player,201009130nyj,rav,BurgPr99,tackles_assists,1,,,,,
player,201009130nyj,rav,BurgPr99,tackles_loss,0,,,,,
player,201009130nyj,rav,BurgPr99,qb_hits,0,,,,,
player,201009130nyj,rav,BurgPr99,fumbles_rec,0,,,,,
player,201009130nyj,rav,BurgPr99,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,BurgPr99,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,BurgPr99,fumbles_forced,0,,,,,
player,201009130nyj,rav,JoneEd22,def_int,0,,,,,
player,201009130nyj,rav,JoneEd22,def_int_yds,0,,,,,
player,201009130nyj,rav,JoneEd22,def_int_td,0,,,,,
player,201009130nyj,rav,JoneEd22,def_int_long,0,,,,,
player,201009130nyj,rav,JoneEd22,pass_defended,0,,,,,
player,201009130nyj,rav,JoneEd22,sacks,0.0,,,,,
player,201009130nyj,rav,JoneEd22,tackles_combined,1,,,,,
player,201009130nyj,rav,JoneEd22,tackles_solo,1,,,,,
player,201009130nyj,rav,JoneEd22,tackles_assists,0,,,,,
player,201009130nyj,rav,JoneEd22,tackles_loss,0,,,,,
player,201009130nyj,rav,JoneEd22,qb_hits,0,,,,,
player,201009130nyj,rav,JoneEd22,fumbles_rec,0,,,,,
player,201009130nyj,rav,JoneEd22,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,JoneEd22,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,JoneEd22,fumbles_forced,0,,,,,
player,201009130nyj,rav,KochSa20,def_int,0,,,,,
player,201009130nyj,rav,KochSa20,def_int_yds,0,,,,,
player,201009130nyj,rav,KochSa20,def_int_td,0,,,,,
player,201009130nyj,rav,KochSa20,def_int_long,0,,,,,
player,201009130nyj,rav,KochSa20,pass_defended,0,,,,,
player,201009130nyj,rav,KochSa20,sacks,0.0,,,,,
player,201009130nyj,rav,KochSa20,tackles_combined,1,,,,,
player,201009130nyj,rav,KochSa20,tackles_solo,1,,,,,
player,201009130nyj,rav,KochSa20,tackles_assists,0,,,,,
player,201009130nyj,rav,KochSa20,tackles_loss,0,,,,,
player,201009130nyj,rav,KochSa20,qb_hits,0,,,,,
player,201009130nyj,rav,KochSa20,fumbles_rec,0,,,,,
player,201009130nyj,rav,KochSa20,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,KochSa20,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,KochSa20,fumbles_forced,0,,,,,
player,201009130nyj,rav,NakaHa99,def_int,0,,,,,
player,201009130nyj,rav,NakaHa99,def_int_yds,0,,,,,
player,201009130nyj,rav,NakaHa99,def_int_td,0,,,,,
player,201009130nyj,rav,NakaHa99,def_int_long,0,,,,,
player,201009130nyj,rav,NakaHa99,pass_defended,0,,,,,
player,201009130nyj,rav,NakaHa99,sacks,0.0,,,,,
player,201009130nyj,rav,NakaHa99,tackles_combined,1,,,,,
player,201009130nyj,rav,NakaHa99,tackles_solo,1,,,,,
player,201009130nyj,rav,NakaHa99,tackles_assists,0,,,,,
player,201009130nyj,rav,NakaHa99,tackles_loss,0,,,,,
player,201009130nyj,rav,NakaHa99,qb_hits,0,,,,,
player,201009130nyj,rav,NakaHa99,fumbles_rec,0,,,,,
player,201009130nyj,rav,NakaHa99,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,NakaHa99,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,NakaHa99,fumbles_forced,0,,,,,
player,201009130nyj,rav,SmitMa01,def_int,0,,,,,
player,201009130nyj,rav,SmitMa01,def_int_yds,0,,,,,
player,201009130nyj,rav,SmitMa01,def_int_td,0,,,,,
player,201009130nyj,rav,SmitMa01,def_int_long,0,,,,,
player,201009130nyj,rav,SmitMa01,pass_defended,0,,,,,
player,201009130nyj,rav,SmitMa01,sacks,0.0,,,,,
player,201009130nyj,rav,SmitMa01,tackles_combined,1,,,,,
player,201009130nyj,rav,SmitMa01,tackles_solo,0,,,,,
player,201009130nyj,rav,SmitMa01,tackles_assists,1,,,,,
player,201009130nyj,rav,SmitMa01,tackles_loss,0,,,,,
player,201009130nyj,rav,SmitMa01,qb_hits,0,,,,,
player,201009130nyj,rav,SmitMa01,fumbles_rec,0,,,,,
player,201009130nyj,rav,SmitMa01,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,SmitMa01,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,SmitMa01,fumbles_forced,0,,,,,
player,201009130nyj,rav,WashFa20,def_int,0,,,,,
player,201009130nyj,rav,WashFa20,def_int_yds,0,,,,,
player,201009130nyj,rav,WashFa20,def_int_td,0,,,,,
player,201009130nyj,rav,WashFa20,def_int_long,0,,,,,
player,201009130nyj,rav,WashFa20,pass_defended,0,,,,,
player,201009130nyj,rav,WashFa20,sacks,0.0,,,,,
player,201009130nyj,rav,WashFa20,tackles_combined,1,,,,,
player,201009130nyj,rav,WashFa20,tackles_solo,1,,,,,
player,201009130nyj,rav,WashFa20,tackles_assists,0,,,,,
player,201009130nyj,rav,WashFa20,tackles_loss,0,,,,,
player,201009130nyj,rav,WashFa20,qb_hits,0,,,,,
player,201009130nyj,rav,WashFa20,fumbles_rec,0,,,,,
player,201009130nyj,rav,WashFa20,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,WashFa20,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,WashFa20,fumbles_forced,0,,,,,
player,201009130nyj,rav,ReddCo20,def_int,0,,,,,
player,201009130nyj,rav,ReddCo20,def_int_yds,0,,,,,
player,201009130nyj,rav,ReddCo20,def_int_td,0,,,,,
player,201009130nyj,rav,ReddCo20,def_int_long,0,,,,,
player,201009130nyj,rav,ReddCo20,pass_defended,1,,,,,
player,201009130nyj,rav,ReddCo20,sacks,0.0,,,,,
player,201009130nyj,rav,ReddCo20,tackles_combined,0,,,,,
player,201009130nyj,rav,ReddCo20,tackles_solo,0,,,,,
player,201009130nyj,rav,ReddCo20,tackles_assists,0,,,,,
player,201009130nyj,rav,ReddCo20,tackles_loss,0,,,,,
player,201009130nyj,rav,ReddCo20,qb_hits,0,,,,,
player,201009130nyj,rav,ReddCo20,fumbles_rec,0,,,,,
player,201009130nyj,rav,ReddCo20,fumbles_rec_yds,0,,,,,
player,201009130nyj,rav,ReddCo20,fumbles_rec_td,0,,,,,
player,201009130nyj,rav,ReddCo20,fumbles_forced,0,,,,,
player,201009130nyj,nyj,CromAn20,def_int,1,,,,,
player,201009130nyj,nyj,CromAn20,def_int_yds,66,,,,,
player,201009130nyj,nyj,CromAn20,def_int_td,0,,,,,
player,201009130nyj,nyj,CromAn20,def_int_long,66,,,,,
player,201009130nyj,nyj,CromAn20,pass_defended,1,,,,,
player,201009130nyj,nyj,CromAn20,sacks,0.0,,,,,
player,201009130nyj,nyj,CromAn20,tackles_combined,2,,,,,
player,201009130nyj,nyj,CromAn20,tackles_solo,2,,,,,
player,201009130nyj,nyj,CromAn20,tackles_assists,0,,,,,
player,201009130nyj,nyj,CromAn20,tackles_loss,0,,,,,
player,201009130nyj,nyj,CromAn20,qb_hits,0,,,,,
player,201009130nyj,nyj,CromAn20,fumbles_rec,0,,,,,
player,201009130nyj,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,CromAn20,fumbles_forced,0,,,,,
player,201009130nyj,nyj,ThomBr21,def_int,0,,,,,
player,201009130nyj,nyj,ThomBr21,def_int_yds,0,,,,,
player,201009130nyj,nyj,ThomBr21,def_int_td,0,,,,,
player,201009130nyj,nyj,ThomBr21,def_int_long,0,,,,,
player,201009130nyj,nyj,ThomBr21,pass_defended,1,,,,,
player,201009130nyj,nyj,ThomBr21,sacks,1.0,,,,,
player,201009130nyj,nyj,ThomBr21,tackles_combined,8,,,,,
player,201009130nyj,nyj,ThomBr21,tackles_solo,7,,,,,
player,201009130nyj,nyj,ThomBr21,tackles_assists,1,,,,,
player,201009130nyj,nyj,ThomBr21,tackles_loss,2,,,,,
player,201009130nyj,nyj,ThomBr21,qb_hits,1,,,,,
player,201009130nyj,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201009130nyj,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201009130nyj,nyj,ElliSh00,def_int,0,,,,,
player,201009130nyj,nyj,ElliSh00,def_int_yds,0,,,,,
player,201009130nyj,nyj,ElliSh00,def_int_td,0,,,,,
player,201009130nyj,nyj,ElliSh00,def_int_long,0,,,,,
player,201009130nyj,nyj,ElliSh00,pass_defended,0,,,,,
player,201009130nyj,nyj,ElliSh00,sacks,1.0,,,,,
player,201009130nyj,nyj,ElliSh00,tackles_combined,7,,,,,
player,201009130nyj,nyj,ElliSh00,tackles_solo,6,,,,,
player,201009130nyj,nyj,ElliSh00,tackles_assists,1,,,,,
player,201009130nyj,nyj,ElliSh00,tackles_loss,1,,,,,
player,201009130nyj,nyj,ElliSh00,qb_hits,1,,,,,
player,201009130nyj,nyj,ElliSh00,fumbles_rec,0,,,,,
player,201009130nyj,nyj,ElliSh00,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,ElliSh00,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,ElliSh00,fumbles_forced,1,,,,,
player,201009130nyj,nyj,SmitEr22,def_int,0,,,,,
player,201009130nyj,nyj,SmitEr22,def_int_yds,0,,,,,
player,201009130nyj,nyj,SmitEr22,def_int_td,0,,,,,
player,201009130nyj,nyj,SmitEr22,def_int_long,0,,,,,
player,201009130nyj,nyj,SmitEr22,pass_defended,0,,,,,
player,201009130nyj,nyj,SmitEr22,sacks,0.0,,,,,
player,201009130nyj,nyj,SmitEr22,tackles_combined,10,,,,,
player,201009130nyj,nyj,SmitEr22,tackles_solo,7,,,,,
player,201009130nyj,nyj,SmitEr22,tackles_assists,3,,,,,
player,201009130nyj,nyj,SmitEr22,tackles_loss,0,,,,,
player,201009130nyj,nyj,SmitEr22,qb_hits,0,,,,,
player,201009130nyj,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201009130nyj,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201009130nyj,nyj,ScotBa20,def_int,0,,,,,
player,201009130nyj,nyj,ScotBa20,def_int_yds,0,,,,,
player,201009130nyj,nyj,ScotBa20,def_int_td,0,,,,,
player,201009130nyj,nyj,ScotBa20,def_int_long,0,,,,,
player,201009130nyj,nyj,ScotBa20,pass_defended,0,,,,,
player,201009130nyj,nyj,ScotBa20,sacks,0.0,,,,,
player,201009130nyj,nyj,ScotBa20,tackles_combined,9,,,,,
player,201009130nyj,nyj,ScotBa20,tackles_solo,6,,,,,
player,201009130nyj,nyj,ScotBa20,tackles_assists,3,,,,,
player,201009130nyj,nyj,ScotBa20,tackles_loss,2,,,,,
player,201009130nyj,nyj,ScotBa20,qb_hits,2,,,,,
player,201009130nyj,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201009130nyj,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,ScotBa20,fumbles_forced,1,,,,,
player,201009130nyj,nyj,DeViMi99,def_int,0,,,,,
player,201009130nyj,nyj,DeViMi99,def_int_yds,0,,,,,
player,201009130nyj,nyj,DeViMi99,def_int_td,0,,,,,
player,201009130nyj,nyj,DeViMi99,def_int_long,0,,,,,
player,201009130nyj,nyj,DeViMi99,pass_defended,0,,,,,
player,201009130nyj,nyj,DeViMi99,sacks,0.0,,,,,
player,201009130nyj,nyj,DeViMi99,tackles_combined,7,,,,,
player,201009130nyj,nyj,DeViMi99,tackles_solo,4,,,,,
player,201009130nyj,nyj,DeViMi99,tackles_assists,3,,,,,
player,201009130nyj,nyj,DeViMi99,tackles_loss,0,,,,,
player,201009130nyj,nyj,DeViMi99,qb_hits,0,,,,,
player,201009130nyj,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201009130nyj,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201009130nyj,nyj,PouhSi20,def_int,0,,,,,
player,201009130nyj,nyj,PouhSi20,def_int_yds,0,,,,,
player,201009130nyj,nyj,PouhSi20,def_int_td,0,,,,,
player,201009130nyj,nyj,PouhSi20,def_int_long,0,,,,,
player,201009130nyj,nyj,PouhSi20,pass_defended,0,,,,,
player,201009130nyj,nyj,PouhSi20,sacks,0.0,,,,,
player,201009130nyj,nyj,PouhSi20,tackles_combined,7,,,,,
player,201009130nyj,nyj,PouhSi20,tackles_solo,4,,,,,
player,201009130nyj,nyj,PouhSi20,tackles_assists,3,,,,,
player,201009130nyj,nyj,PouhSi20,tackles_loss,0,,,,,
player,201009130nyj,nyj,PouhSi20,qb_hits,0,,,,,
player,201009130nyj,nyj,PouhSi20,fumbles_rec,2,,,,,
player,201009130nyj,nyj,PouhSi20,fumbles_rec_yds,2,,,,,
player,201009130nyj,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201009130nyj,nyj,LeonJi23,def_int,0,,,,,
player,201009130nyj,nyj,LeonJi23,def_int_yds,0,,,,,
player,201009130nyj,nyj,LeonJi23,def_int_td,0,,,,,
player,201009130nyj,nyj,LeonJi23,def_int_long,0,,,,,
player,201009130nyj,nyj,LeonJi23,pass_defended,0,,,,,
player,201009130nyj,nyj,LeonJi23,sacks,0.0,,,,,
player,201009130nyj,nyj,LeonJi23,tackles_combined,6,,,,,
player,201009130nyj,nyj,LeonJi23,tackles_solo,6,,,,,
player,201009130nyj,nyj,LeonJi23,tackles_assists,0,,,,,
player,201009130nyj,nyj,LeonJi23,tackles_loss,1,,,,,
player,201009130nyj,nyj,LeonJi23,qb_hits,0,,,,,
player,201009130nyj,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201009130nyj,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201009130nyj,nyj,TaylJa03,def_int,0,,,,,
player,201009130nyj,nyj,TaylJa03,def_int_yds,0,,,,,
player,201009130nyj,nyj,TaylJa03,def_int_td,0,,,,,
player,201009130nyj,nyj,TaylJa03,def_int_long,0,,,,,
player,201009130nyj,nyj,TaylJa03,pass_defended,1,,,,,
player,201009130nyj,nyj,TaylJa03,sacks,0.0,,,,,
player,201009130nyj,nyj,TaylJa03,tackles_combined,6,,,,,
player,201009130nyj,nyj,TaylJa03,tackles_solo,3,,,,,
player,201009130nyj,nyj,TaylJa03,tackles_assists,3,,,,,
player,201009130nyj,nyj,TaylJa03,tackles_loss,2,,,,,
player,201009130nyj,nyj,TaylJa03,qb_hits,0,,,,,
player,201009130nyj,nyj,TaylJa03,fumbles_rec,0,,,,,
player,201009130nyj,nyj,TaylJa03,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,TaylJa03,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,TaylJa03,fumbles_forced,0,,,,,
player,201009130nyj,nyj,HarrDa99,def_int,0,,,,,
player,201009130nyj,nyj,HarrDa99,def_int_yds,0,,,,,
player,201009130nyj,nyj,HarrDa99,def_int_td,0,,,,,
player,201009130nyj,nyj,HarrDa99,def_int_long,0,,,,,
player,201009130nyj,nyj,HarrDa99,pass_defended,2,,,,,
player,201009130nyj,nyj,HarrDa99,sacks,0.0,,,,,
player,201009130nyj,nyj,HarrDa99,tackles_combined,4,,,,,
player,201009130nyj,nyj,HarrDa99,tackles_solo,2,,,,,
player,201009130nyj,nyj,HarrDa99,tackles_assists,2,,,,,
player,201009130nyj,nyj,HarrDa99,tackles_loss,0,,,,,
player,201009130nyj,nyj,HarrDa99,qb_hits,0,,,,,
player,201009130nyj,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201009130nyj,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201009130nyj,nyj,IhedJa00,def_int,0,,,,,
player,201009130nyj,nyj,IhedJa00,def_int_yds,0,,,,,
player,201009130nyj,nyj,IhedJa00,def_int_td,0,,,,,
player,201009130nyj,nyj,IhedJa00,def_int_long,0,,,,,
player,201009130nyj,nyj,IhedJa00,pass_defended,0,,,,,
player,201009130nyj,nyj,IhedJa00,sacks,0.0,,,,,
player,201009130nyj,nyj,IhedJa00,tackles_combined,3,,,,,
player,201009130nyj,nyj,IhedJa00,tackles_solo,3,,,,,
player,201009130nyj,nyj,IhedJa00,tackles_assists,0,,,,,
player,201009130nyj,nyj,IhedJa00,tackles_loss,0,,,,,
player,201009130nyj,nyj,IhedJa00,qb_hits,1,,,,,
player,201009130nyj,nyj,IhedJa00,fumbles_rec,0,,,,,
player,201009130nyj,nyj,IhedJa00,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,IhedJa00,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,IhedJa00,fumbles_forced,0,,,,,
player,201009130nyj,nyj,WilsKy99,def_int,0,,,,,
player,201009130nyj,nyj,WilsKy99,def_int_yds,0,,,,,
player,201009130nyj,nyj,WilsKy99,def_int_td,0,,,,,
player,201009130nyj,nyj,WilsKy99,def_int_long,0,,,,,
player,201009130nyj,nyj,WilsKy99,pass_defended,2,,,,,
player,201009130nyj,nyj,WilsKy99,sacks,0.0,,,,,
player,201009130nyj,nyj,WilsKy99,tackles_combined,3,,,,,
player,201009130nyj,nyj,WilsKy99,tackles_solo,3,,,,,
player,201009130nyj,nyj,WilsKy99,tackles_assists,0,,,,,
player,201009130nyj,nyj,WilsKy99,tackles_loss,0,,,,,
player,201009130nyj,nyj,WilsKy99,qb_hits,0,,,,,
player,201009130nyj,nyj,WilsKy99,fumbles_rec,1,,,,,
player,201009130nyj,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201009130nyj,nyj,GholVe99,def_int,0,,,,,
player,201009130nyj,nyj,GholVe99,def_int_yds,0,,,,,
player,201009130nyj,nyj,GholVe99,def_int_td,0,,,,,
player,201009130nyj,nyj,GholVe99,def_int_long,0,,,,,
player,201009130nyj,nyj,GholVe99,pass_defended,0,,,,,
player,201009130nyj,nyj,GholVe99,sacks,0.0,,,,,
player,201009130nyj,nyj,GholVe99,tackles_combined,2,,,,,
player,201009130nyj,nyj,GholVe99,tackles_solo,1,,,,,
player,201009130nyj,nyj,GholVe99,tackles_assists,1,,,,,
player,201009130nyj,nyj,GholVe99,tackles_loss,0,,,,,
player,201009130nyj,nyj,GholVe99,qb_hits,0,,,,,
player,201009130nyj,nyj,GholVe99,fumbles_rec,0,,,,,
player,201009130nyj,nyj,GholVe99,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,GholVe99,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,GholVe99,fumbles_forced,0,,,,,
player,201009130nyj,nyj,WestJa99,def_int,0,,,,,
player,201009130nyj,nyj,WestJa99,def_int_yds,0,,,,,
player,201009130nyj,nyj,WestJa99,def_int_td,0,,,,,
player,201009130nyj,nyj,WestJa99,def_int_long,0,,,,,
player,201009130nyj,nyj,WestJa99,pass_defended,0,,,,,
player,201009130nyj,nyj,WestJa99,sacks,0.0,,,,,
player,201009130nyj,nyj,WestJa99,tackles_combined,2,,,,,
player,201009130nyj,nyj,WestJa99,tackles_solo,0,,,,,
player,201009130nyj,nyj,WestJa99,tackles_assists,2,,,,,
player,201009130nyj,nyj,WestJa99,tackles_loss,0,,,,,
player,201009130nyj,nyj,WestJa99,qb_hits,0,,,,,
player,201009130nyj,nyj,WestJa99,fumbles_rec,0,,,,,
player,201009130nyj,nyj,WestJa99,fumbles_rec_yds,0,,,,,
player,201009130nyj,nyj,WestJa99,fumbles_rec_td,0,,,,,
player,201009130nyj,nyj,WestJa99,fumbles_forced,0,,,,,
player,201009130nyj,nyj,ColeMa01,def_int,0,,,,,
player,201009130nyj,nyj,ColeMa01,def_int_yds,0,,,,,
player,201009130nyj,nyj,ColeMa01,def_int_td,0,,,,,
player,201009130nyj,nyj,ColeMa01,def_int_long,0,,,,,
player,201009130nyj,nyj,ColeMa01,pass_defended,0,,,,,
player,201009130nyj,nyj,ColeMa01,sacks,0.0,,,,,
player,201009130nyj,nyj,ColeMa01,tackles_combined,1,,,,,
player,201009130nyj,nyj,ColeMa01,tackles_solo,0,,,,,
player,201009130nyj,nyj,ColeMa01,tackles_assists,1,,,,,
player,201009130nyj,nyj,ColeMa01,tackles_loss,0,,,,,
