game,2010,14,20101212,201012120jax,rai,"Oakland Raiders",31,jax,"Jacksonville Jaguars",38
player,201012120jax,rai,WimbKa20,def_int_yds,0,,,,,
player,201012120jax,rai,WimbKa20,def_int_td,0,,,,,
player,201012120jax,rai,WimbKa20,def_int_long,0,,,,,
player,201012120jax,rai,WimbKa20,pass_defended,0,,,,,
player,201012120jax,rai,WimbKa20,sacks,0.5,,,,,
player,201012120jax,rai,WimbKa20,tackles_combined,6,,,,,
player,201012120jax,rai,WimbKa20,tackles_solo,5,,,,,
player,201012120jax,rai,WimbKa20,tackles_assists,1,,,,,
player,201012120jax,rai,WimbKa20,tackles_loss,0,,,,,
player,201012120jax,rai,WimbKa20,qb_hits,2,,,,,
player,201012120jax,rai,WimbKa20,fumbles_rec,0,,,,,
player,201012120jax,rai,WimbKa20,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,WimbKa20,fumbles_rec_td,0,,,,,
player,201012120jax,rai,WimbKa20,fumbles_forced,0,,,,,
player,201012120jax,rai,ShauMa99,def_int,0,,,,,
player,201012120jax,rai,ShauMa99,def_int_yds,0,,,,,
player,201012120jax,rai,ShauMa99,def_int_td,0,,,,,
player,201012120jax,rai,ShauMa99,def_int_long,0,,,,,
player,201012120jax,rai,ShauMa99,pass_defended,0,,,,,
player,201012120jax,rai,ShauMa99,sacks,0.5,,,,,
player,201012120jax,rai,ShauMa99,tackles_combined,4,,,,,
player,201012120jax,rai,ShauMa99,tackles_solo,3,,,,,
player,201012120jax,rai,ShauMa99,tackles_assists,1,,,,,
player,201012120jax,rai,ShauMa99,tackles_loss,0,,,,,
player,201012120jax,rai,ShauMa99,qb_hits,1,,,,,
player,201012120jax,rai,ShauMa99,fumbles_rec,0,,,,,
player,201012120jax,rai,ShauMa99,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,ShauMa99,fumbles_rec_td,0,,,,,
player,201012120jax,rai,ShauMa99,fumbles_forced,0,,,,,
player,201012120jax,rai,BranTy99,def_int,0,,,,,
player,201012120jax,rai,BranTy99,def_int_yds,0,,,,,
player,201012120jax,rai,BranTy99,def_int_td,0,,,,,
player,201012120jax,rai,BranTy99,def_int_long,0,,,,,
player,201012120jax,rai,BranTy99,pass_defended,0,,,,,
player,201012120jax,rai,BranTy99,sacks,0.0,,,,,
player,201012120jax,rai,BranTy99,tackles_combined,6,,,,,
player,201012120jax,rai,BranTy99,tackles_solo,6,,,,,
player,201012120jax,rai,BranTy99,tackles_assists,0,,,,,
player,201012120jax,rai,BranTy99,tackles_loss,0,,,,,
player,201012120jax,rai,BranTy99,qb_hits,0,,,,,
player,201012120jax,rai,BranTy99,fumbles_rec,0,,,,,
player,201012120jax,rai,BranTy99,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,BranTy99,fumbles_rec_td,0,,,,,
player,201012120jax,rai,BranTy99,fumbles_forced,0,,,,,
player,201012120jax,rai,HuffMi20,def_int,0,,,,,
player,201012120jax,rai,HuffMi20,def_int_yds,0,,,,,
player,201012120jax,rai,HuffMi20,def_int_td,0,,,,,
player,201012120jax,rai,HuffMi20,def_int_long,0,,,,,
player,201012120jax,rai,HuffMi20,pass_defended,0,,,,,
player,201012120jax,rai,HuffMi20,sacks,0.0,,,,,
player,201012120jax,rai,HuffMi20,tackles_combined,5,,,,,
player,201012120jax,rai,HuffMi20,tackles_solo,5,,,,,
player,201012120jax,rai,HuffMi20,tackles_assists,0,,,,,
player,201012120jax,rai,HuffMi20,tackles_loss,1,,,,,
player,201012120jax,rai,HuffMi20,qb_hits,0,,,,,
player,201012120jax,rai,HuffMi20,fumbles_rec,0,,,,,
player,201012120jax,rai,HuffMi20,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,HuffMi20,fumbles_rec_td,0,,,,,
player,201012120jax,rai,HuffMi20,fumbles_forced,0,,,,,
player,201012120jax,rai,BrowRi22,def_int,0,,,,,
player,201012120jax,rai,BrowRi22,def_int_yds,0,,,,,
player,201012120jax,rai,BrowRi22,def_int_td,0,,,,,
player,201012120jax,rai,BrowRi22,def_int_long,0,,,,,
player,201012120jax,rai,BrowRi22,pass_defended,0,,,,,
player,201012120jax,rai,BrowRi22,sacks,0.0,,,,,
player,201012120jax,rai,BrowRi22,tackles_combined,4,,,,,
player,201012120jax,rai,BrowRi22,tackles_solo,4,,,,,
player,201012120jax,rai,BrowRi22,tackles_assists,0,,,,,
player,201012120jax,rai,BrowRi22,tackles_loss,0,,,,,
player,201012120jax,rai,BrowRi22,qb_hits,0,,,,,
player,201012120jax,rai,BrowRi22,fumbles_rec,0,,,,,
player,201012120jax,rai,BrowRi22,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,BrowRi22,fumbles_rec_td,0,,,,,
player,201012120jax,rai,BrowRi22,fumbles_forced,0,,,,,
player,201012120jax,rai,HousLa99,def_int,0,,,,,
player,201012120jax,rai,HousLa99,def_int_yds,0,,,,,
player,201012120jax,rai,HousLa99,def_int_td,0,,,,,
player,201012120jax,rai,HousLa99,def_int_long,0,,,,,
player,201012120jax,rai,HousLa99,pass_defended,0,,,,,
player,201012120jax,rai,HousLa99,sacks,0.0,,,,,
player,201012120jax,rai,HousLa99,tackles_combined,4,,,,,
player,201012120jax,rai,HousLa99,tackles_solo,4,,,,,
player,201012120jax,rai,HousLa99,tackles_assists,0,,,,,
player,201012120jax,rai,HousLa99,tackles_loss,0,,,,,
player,201012120jax,rai,HousLa99,qb_hits,3,,,,,
player,201012120jax,rai,HousLa99,fumbles_rec,0,,,,,
player,201012120jax,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201012120jax,rai,HousLa99,fumbles_forced,0,,,,,
player,201012120jax,rai,BrowSt99,def_int,0,,,,,
player,201012120jax,rai,BrowSt99,def_int_yds,0,,,,,
player,201012120jax,rai,BrowSt99,def_int_td,0,,,,,
player,201012120jax,rai,BrowSt99,def_int_long,0,,,,,
player,201012120jax,rai,BrowSt99,pass_defended,0,,,,,
player,201012120jax,rai,BrowSt99,sacks,0.0,,,,,
player,201012120jax,rai,BrowSt99,tackles_combined,3,,,,,
player,201012120jax,rai,BrowSt99,tackles_solo,3,,,,,
player,201012120jax,rai,BrowSt99,tackles_assists,0,,,,,
player,201012120jax,rai,BrowSt99,tackles_loss,0,,,,,
player,201012120jax,rai,BrowSt99,qb_hits,0,,,,,
player,201012120jax,rai,BrowSt99,fumbles_rec,0,,,,,
player,201012120jax,rai,BrowSt99,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,BrowSt99,fumbles_rec_td,0,,,,,
player,201012120jax,rai,BrowSt99,fumbles_forced,0,,,,,
player,201012120jax,rai,CartRo01,def_int,0,,,,,
player,201012120jax,rai,CartRo01,def_int_yds,0,,,,,
player,201012120jax,rai,CartRo01,def_int_td,0,,,,,
player,201012120jax,rai,CartRo01,def_int_long,0,,,,,
player,201012120jax,rai,CartRo01,pass_defended,0,,,,,
player,201012120jax,rai,CartRo01,sacks,0.0,,,,,
player,201012120jax,rai,CartRo01,tackles_combined,3,,,,,
player,201012120jax,rai,CartRo01,tackles_solo,3,,,,,
player,201012120jax,rai,CartRo01,tackles_assists,0,,,,,
player,201012120jax,rai,CartRo01,tackles_loss,0,,,,,
player,201012120jax,rai,CartRo01,qb_hits,0,,,,,
player,201012120jax,rai,CartRo01,fumbles_rec,0,,,,,
player,201012120jax,rai,CartRo01,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,CartRo01,fumbles_rec_td,0,,,,,
player,201012120jax,rai,CartRo01,fumbles_forced,0,,,,,
player,201012120jax,rai,GoetTr99,def_int,0,,,,,
player,201012120jax,rai,GoetTr99,def_int_yds,0,,,,,
player,201012120jax,rai,GoetTr99,def_int_td,0,,,,,
player,201012120jax,rai,GoetTr99,def_int_long,0,,,,,
player,201012120jax,rai,GoetTr99,pass_defended,0,,,,,
player,201012120jax,rai,GoetTr99,sacks,0.0,,,,,
player,201012120jax,rai,GoetTr99,tackles_combined,3,,,,,
player,201012120jax,rai,GoetTr99,tackles_solo,2,,,,,
player,201012120jax,rai,GoetTr99,tackles_assists,1,,,,,
player,201012120jax,rai,GoetTr99,tackles_loss,0,,,,,
player,201012120jax,rai,GoetTr99,qb_hits,0,,,,,
player,201012120jax,rai,GoetTr99,fumbles_rec,0,,,,,
player,201012120jax,rai,GoetTr99,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,GoetTr99,fumbles_rec_td,0,,,,,
player,201012120jax,rai,GoetTr99,fumbles_forced,0,,,,,
player,201012120jax,rai,DaviBr99,def_int,0,,,,,
player,201012120jax,rai,DaviBr99,def_int_yds,0,,,,,
player,201012120jax,rai,DaviBr99,def_int_td,0,,,,,
player,201012120jax,rai,DaviBr99,def_int_long,0,,,,,
player,201012120jax,rai,DaviBr99,pass_defended,0,,,,,
player,201012120jax,rai,DaviBr99,sacks,0.0,,,,,
player,201012120jax,rai,DaviBr99,tackles_combined,2,,,,,
player,201012120jax,rai,DaviBr99,tackles_solo,2,,,,,
player,201012120jax,rai,DaviBr99,tackles_assists,0,,,,,
player,201012120jax,rai,DaviBr99,tackles_loss,0,,,,,
player,201012120jax,rai,DaviBr99,qb_hits,0,,,,,
player,201012120jax,rai,DaviBr99,fumbles_rec,0,,,,,
player,201012120jax,rai,DaviBr99,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,DaviBr99,fumbles_rec_td,0,,,,,
player,201012120jax,rai,DaviBr99,fumbles_forced,0,,,,,
player,201012120jax,rai,HendJo99,def_int,0,,,,,
player,201012120jax,rai,HendJo99,def_int_yds,0,,,,,
player,201012120jax,rai,HendJo99,def_int_td,0,,,,,
player,201012120jax,rai,HendJo99,def_int_long,0,,,,,
player,201012120jax,rai,HendJo99,pass_defended,1,,,,,
player,201012120jax,rai,HendJo99,sacks,0.0,,,,,
player,201012120jax,rai,HendJo99,tackles_combined,2,,,,,
player,201012120jax,rai,HendJo99,tackles_solo,2,,,,,
player,201012120jax,rai,HendJo99,tackles_assists,0,,,,,
player,201012120jax,rai,HendJo99,tackles_loss,0,,,,,
player,201012120jax,rai,HendJo99,qb_hits,0,,,,,
player,201012120jax,rai,HendJo99,fumbles_rec,0,,,,,
player,201012120jax,rai,HendJo99,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,HendJo99,fumbles_rec_td,0,,,,,
player,201012120jax,rai,HendJo99,fumbles_forced,0,,,,,
player,201012120jax,rai,KellTo21,def_int,0,,,,,
player,201012120jax,rai,KellTo21,def_int_yds,0,,,,,
player,201012120jax,rai,KellTo21,def_int_td,0,,,,,
player,201012120jax,rai,KellTo21,def_int_long,0,,,,,
player,201012120jax,rai,KellTo21,pass_defended,0,,,,,
player,201012120jax,rai,KellTo21,sacks,0.0,,,,,
player,201012120jax,rai,KellTo21,tackles_combined,2,,,,,
player,201012120jax,rai,KellTo21,tackles_solo,2,,,,,
player,201012120jax,rai,KellTo21,tackles_assists,0,,,,,
player,201012120jax,rai,KellTo21,tackles_loss,0,,,,,
player,201012120jax,rai,KellTo21,qb_hits,0,,,,,
player,201012120jax,rai,KellTo21,fumbles_rec,0,,,,,
player,201012120jax,rai,KellTo21,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,KellTo21,fumbles_rec_td,0,,,,,
player,201012120jax,rai,KellTo21,fumbles_forced,0,,,,,
player,201012120jax,rai,BryaDe00,def_int,0,,,,,
player,201012120jax,rai,BryaDe00,def_int_yds,0,,,,,
player,201012120jax,rai,BryaDe00,def_int_td,0,,,,,
player,201012120jax,rai,BryaDe00,def_int_long,0,,,,,
player,201012120jax,rai,BryaDe00,pass_defended,0,,,,,
player,201012120jax,rai,BryaDe00,sacks,0.0,,,,,
player,201012120jax,rai,BryaDe00,tackles_combined,1,,,,,
player,201012120jax,rai,BryaDe00,tackles_solo,1,,,,,
player,201012120jax,rai,BryaDe00,tackles_assists,0,,,,,
player,201012120jax,rai,BryaDe00,tackles_loss,0,,,,,
player,201012120jax,rai,BryaDe00,qb_hits,0,,,,,
player,201012120jax,rai,BryaDe00,fumbles_rec,0,,,,,
player,201012120jax,rai,BryaDe00,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,BryaDe00,fumbles_rec_td,0,,,,,
player,201012120jax,rai,BryaDe00,fumbles_forced,0,,,,,
player,201012120jax,rai,RoutSt20,def_int,0,,,,,
player,201012120jax,rai,RoutSt20,def_int_yds,0,,,,,
player,201012120jax,rai,RoutSt20,def_int_td,0,,,,,
player,201012120jax,rai,RoutSt20,def_int_long,0,,,,,
player,201012120jax,rai,RoutSt20,pass_defended,1,,,,,
player,201012120jax,rai,RoutSt20,sacks,0.0,,,,,
player,201012120jax,rai,RoutSt20,tackles_combined,1,,,,,
player,201012120jax,rai,RoutSt20,tackles_solo,1,,,,,
player,201012120jax,rai,RoutSt20,tackles_assists,0,,,,,
player,201012120jax,rai,RoutSt20,tackles_loss,0,,,,,
player,201012120jax,rai,RoutSt20,qb_hits,0,,,,,
player,201012120jax,rai,RoutSt20,fumbles_rec,0,,,,,
player,201012120jax,rai,RoutSt20,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,RoutSt20,fumbles_rec_td,0,,,,,
player,201012120jax,rai,RoutSt20,fumbles_forced,0,,,,,
player,201012120jax,rai,WillSa22,def_int,0,,,,,
player,201012120jax,rai,WillSa22,def_int_yds,0,,,,,
player,201012120jax,rai,WillSa22,def_int_td,0,,,,,
player,201012120jax,rai,WillSa22,def_int_long,0,,,,,
player,201012120jax,rai,WillSa22,pass_defended,0,,,,,
player,201012120jax,rai,WillSa22,sacks,0.0,,,,,
player,201012120jax,rai,WillSa22,tackles_combined,1,,,,,
player,201012120jax,rai,WillSa22,tackles_solo,0,,,,,
player,201012120jax,rai,WillSa22,tackles_assists,1,,,,,
player,201012120jax,rai,WillSa22,tackles_loss,0,,,,,
player,201012120jax,rai,WillSa22,qb_hits,0,,,,,
player,201012120jax,rai,WillSa22,fumbles_rec,0,,,,,
player,201012120jax,rai,WillSa22,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,WillSa22,fumbles_rec_td,0,,,,,
player,201012120jax,rai,WillSa22,fumbles_forced,0,,,,,
player,201012120jax,rai,JohnCh26,def_int,0,,,,,
player,201012120jax,rai,JohnCh26,def_int_yds,0,,,,,
player,201012120jax,rai,JohnCh26,def_int_td,0,,,,,
player,201012120jax,rai,JohnCh26,def_int_long,0,,,,,
player,201012120jax,rai,JohnCh26,pass_defended,1,,,,,
player,201012120jax,rai,JohnCh26,sacks,0.0,,,,,
player,201012120jax,rai,JohnCh26,tackles_combined,0,,,,,
player,201012120jax,rai,JohnCh26,tackles_solo,0,,,,,
player,201012120jax,rai,JohnCh26,tackles_assists,0,,,,,
player,201012120jax,rai,JohnCh26,tackles_loss,0,,,,,
player,201012120jax,rai,JohnCh26,qb_hits,0,,,,,
player,201012120jax,rai,JohnCh26,fumbles_rec,0,,,,,
player,201012120jax,rai,JohnCh26,fumbles_rec_yds,0,,,,,
player,201012120jax,rai,JohnCh26,fumbles_rec_td,0,,,,,
player,201012120jax,rai,JohnCh26,fumbles_forced,0,,,,,
player,201012120jax,rai,GrovQu99,def_int,,,,,,
player,201012120jax,rai,GrovQu99,def_int_yds,,,,,,
player,201012120jax,rai,GrovQu99,def_int_td,,,,,,
player,201012120jax,rai,GrovQu99,def_int_long,,,,,,
player,201012120jax,rai,GrovQu99,pass_defended,0,,,,,
player,201012120jax,rai,GrovQu99,sacks,0.0,,,,,
player,201012120jax,rai,GrovQu99,tackles_combined,0,,,,,
player,201012120jax,rai,GrovQu99,tackles_solo,0,,,,,
player,201012120jax,rai,GrovQu99,tackles_assists,0,,,,,
player,201012120jax,rai,GrovQu99,tackles_loss,0,,,,,
player,201012120jax,rai,GrovQu99,qb_hits,1,,,,,
player,201012120jax,rai,GrovQu99,fumbles_rec,0,,,,,
player,201012120jax,rai,GrovQu99,fumbles_rec_yds,,,,,,
player,201012120jax,rai,GrovQu99,fumbles_rec_td,,,,,,
player,201012120jax,rai,GrovQu99,fumbles_forced,0,,,,,
player,201012120jax,rai,MossJa99,def_int,,,,,,
player,201012120jax,rai,MossJa99,def_int_yds,,,,,,
player,201012120jax,rai,MossJa99,def_int_td,,,,,,
player,201012120jax,rai,MossJa99,def_int_long,,,,,,
player,201012120jax,rai,MossJa99,pass_defended,0,,,,,
player,201012120jax,rai,MossJa99,sacks,0.0,,,,,
player,201012120jax,rai,MossJa99,tackles_combined,0,,,,,
player,201012120jax,rai,MossJa99,tackles_solo,0,,,,,
player,201012120jax,rai,MossJa99,tackles_assists,0,,,,,
player,201012120jax,rai,MossJa99,tackles_loss,0,,,,,
player,201012120jax,rai,MossJa99,qb_hits,1,,,,,
player,201012120jax,rai,MossJa99,fumbles_rec,0,,,,,
player,201012120jax,rai,MossJa99,fumbles_rec_yds,,,,,,
player,201012120jax,rai,MossJa99,fumbles_rec_td,,,,,,
player,201012120jax,rai,MossJa99,fumbles_forced,0,,,,,
player,201012120jax,jax,CareDo00,def_int,1,,,,,
player,201012120jax,jax,CareDo00,def_int_yds,7,,,,,
player,201012120jax,jax,CareDo00,def_int_td,0,,,,,
player,201012120jax,jax,CareDo00,def_int_long,7,,,,,
player,201012120jax,jax,CareDo00,pass_defended,1,,,,,
player,201012120jax,jax,CareDo00,sacks,0.0,,,,,
player,201012120jax,jax,CareDo00,tackles_combined,6,,,,,
player,201012120jax,jax,CareDo00,tackles_solo,6,,,,,
player,201012120jax,jax,CareDo00,tackles_assists,0,,,,,
player,201012120jax,jax,CareDo00,tackles_loss,1,,,,,
player,201012120jax,jax,CareDo00,qb_hits,1,,,,,
player,201012120jax,jax,CareDo00,fumbles_rec,0,,,,,
player,201012120jax,jax,CareDo00,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,CareDo00,fumbles_rec_td,0,,,,,
player,201012120jax,jax,CareDo00,fumbles_forced,0,,,,,
player,201012120jax,jax,MiddWi98,def_int,0,,,,,
player,201012120jax,jax,MiddWi98,def_int_yds,0,,,,,
player,201012120jax,jax,MiddWi98,def_int_td,0,,,,,
player,201012120jax,jax,MiddWi98,def_int_long,0,,,,,
player,201012120jax,jax,MiddWi98,pass_defended,0,,,,,
player,201012120jax,jax,MiddWi98,sacks,1.0,,,,,
player,201012120jax,jax,MiddWi98,tackles_combined,5,,,,,
player,201012120jax,jax,MiddWi98,tackles_solo,5,,,,,
player,201012120jax,jax,MiddWi98,tackles_assists,0,,,,,
player,201012120jax,jax,MiddWi98,tackles_loss,1,,,,,
player,201012120jax,jax,MiddWi98,qb_hits,1,,,,,
player,201012120jax,jax,MiddWi98,fumbles_rec,0,,,,,
player,201012120jax,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201012120jax,jax,MiddWi98,fumbles_forced,0,,,,,
player,201012120jax,jax,MincJe99,def_int,0,,,,,
player,201012120jax,jax,MincJe99,def_int_yds,0,,,,,
player,201012120jax,jax,MincJe99,def_int_td,0,,,,,
player,201012120jax,jax,MincJe99,def_int_long,0,,,,,
player,201012120jax,jax,MincJe99,pass_defended,0,,,,,
player,201012120jax,jax,MincJe99,sacks,1.0,,,,,
player,201012120jax,jax,MincJe99,tackles_combined,3,,,,,
player,201012120jax,jax,MincJe99,tackles_solo,3,,,,,
player,201012120jax,jax,MincJe99,tackles_assists,0,,,,,
player,201012120jax,jax,MincJe99,tackles_loss,2,,,,,
player,201012120jax,jax,MincJe99,qb_hits,1,,,,,
player,201012120jax,jax,MincJe99,fumbles_rec,0,,,,,
player,201012120jax,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201012120jax,jax,MincJe99,fumbles_forced,0,,,,,
player,201012120jax,jax,HarvDe99,def_int,0,,,,,
player,201012120jax,jax,HarvDe99,def_int_yds,0,,,,,
player,201012120jax,jax,HarvDe99,def_int_td,0,,,,,
player,201012120jax,jax,HarvDe99,def_int_long,0,,,,,
player,201012120jax,jax,HarvDe99,pass_defended,0,,,,,
player,201012120jax,jax,HarvDe99,sacks,1.0,,,,,
player,201012120jax,jax,HarvDe99,tackles_combined,2,,,,,
player,201012120jax,jax,HarvDe99,tackles_solo,2,,,,,
player,201012120jax,jax,HarvDe99,tackles_assists,0,,,,,
player,201012120jax,jax,HarvDe99,tackles_loss,1,,,,,
player,201012120jax,jax,HarvDe99,qb_hits,1,,,,,
player,201012120jax,jax,HarvDe99,fumbles_rec,0,,,,,
player,201012120jax,jax,HarvDe99,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,HarvDe99,fumbles_rec_td,0,,,,,
player,201012120jax,jax,HarvDe99,fumbles_forced,0,,,,,
player,201012120jax,jax,MorrKi20,def_int,0,,,,,
player,201012120jax,jax,MorrKi20,def_int_yds,0,,,,,
player,201012120jax,jax,MorrKi20,def_int_td,0,,,,,
player,201012120jax,jax,MorrKi20,def_int_long,0,,,,,
player,201012120jax,jax,MorrKi20,pass_defended,0,,,,,
player,201012120jax,jax,MorrKi20,sacks,0.0,,,,,
player,201012120jax,jax,MorrKi20,tackles_combined,7,,,,,
player,201012120jax,jax,MorrKi20,tackles_solo,7,,,,,
player,201012120jax,jax,MorrKi20,tackles_assists,0,,,,,
player,201012120jax,jax,MorrKi20,tackles_loss,1,,,,,
player,201012120jax,jax,MorrKi20,qb_hits,1,,,,,
player,201012120jax,jax,MorrKi20,fumbles_rec,0,,,,,
player,201012120jax,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201012120jax,jax,MorrKi20,fumbles_forced,0,,,,,
player,201012120jax,jax,ConsSe20,def_int,0,,,,,
player,201012120jax,jax,ConsSe20,def_int_yds,0,,,,,
player,201012120jax,jax,ConsSe20,def_int_td,0,,,,,
player,201012120jax,jax,ConsSe20,def_int_long,0,,,,,
player,201012120jax,jax,ConsSe20,pass_defended,0,,,,,
player,201012120jax,jax,ConsSe20,sacks,0.0,,,,,
player,201012120jax,jax,ConsSe20,tackles_combined,5,,,,,
player,201012120jax,jax,ConsSe20,tackles_solo,4,,,,,
player,201012120jax,jax,ConsSe20,tackles_assists,1,,,,,
player,201012120jax,jax,ConsSe20,tackles_loss,0,,,,,
player,201012120jax,jax,ConsSe20,qb_hits,0,,,,,
player,201012120jax,jax,ConsSe20,fumbles_rec,0,,,,,
player,201012120jax,jax,ConsSe20,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,ConsSe20,fumbles_rec_td,0,,,,,
player,201012120jax,jax,ConsSe20,fumbles_forced,0,,,,,
player,201012120jax,jax,CoxxDe99,def_int,0,,,,,
player,201012120jax,jax,CoxxDe99,def_int_yds,0,,,,,
player,201012120jax,jax,CoxxDe99,def_int_td,0,,,,,
player,201012120jax,jax,CoxxDe99,def_int_long,0,,,,,
player,201012120jax,jax,CoxxDe99,pass_defended,0,,,,,
player,201012120jax,jax,CoxxDe99,sacks,0.0,,,,,
player,201012120jax,jax,CoxxDe99,tackles_combined,4,,,,,
player,201012120jax,jax,CoxxDe99,tackles_solo,3,,,,,
player,201012120jax,jax,CoxxDe99,tackles_assists,1,,,,,
player,201012120jax,jax,CoxxDe99,tackles_loss,0,,,,,
player,201012120jax,jax,CoxxDe99,qb_hits,0,,,,,
player,201012120jax,jax,CoxxDe99,fumbles_rec,0,,,,,
player,201012120jax,jax,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,CoxxDe99,fumbles_rec_td,0,,,,,
player,201012120jax,jax,CoxxDe99,fumbles_forced,0,,,,,
player,201012120jax,jax,KnigTe99,def_int,0,,,,,
player,201012120jax,jax,KnigTe99,def_int_yds,0,,,,,
player,201012120jax,jax,KnigTe99,def_int_td,0,,,,,
player,201012120jax,jax,KnigTe99,def_int_long,0,,,,,
player,201012120jax,jax,KnigTe99,pass_defended,0,,,,,
player,201012120jax,jax,KnigTe99,sacks,0.0,,,,,
player,201012120jax,jax,KnigTe99,tackles_combined,4,,,,,
player,201012120jax,jax,KnigTe99,tackles_solo,4,,,,,
player,201012120jax,jax,KnigTe99,tackles_assists,0,,,,,
player,201012120jax,jax,KnigTe99,tackles_loss,0,,,,,
player,201012120jax,jax,KnigTe99,qb_hits,0,,,,,
player,201012120jax,jax,KnigTe99,fumbles_rec,0,,,,,
player,201012120jax,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201012120jax,jax,KnigTe99,fumbles_forced,0,,,,,
player,201012120jax,jax,AlleRu00,def_int,0,,,,,
player,201012120jax,jax,AlleRu00,def_int_yds,0,,,,,
player,201012120jax,jax,AlleRu00,def_int_td,0,,,,,
player,201012120jax,jax,AlleRu00,def_int_long,0,,,,,
player,201012120jax,jax,AlleRu00,pass_defended,0,,,,,
player,201012120jax,jax,AlleRu00,sacks,0.0,,,,,
player,201012120jax,jax,AlleRu00,tackles_combined,3,,,,,
player,201012120jax,jax,AlleRu00,tackles_solo,2,,,,,
player,201012120jax,jax,AlleRu00,tackles_assists,1,,,,,
player,201012120jax,jax,AlleRu00,tackles_loss,0,,,,,
player,201012120jax,jax,AlleRu00,qb_hits,0,,,,,
player,201012120jax,jax,AlleRu00,fumbles_rec,0,,,,,
player,201012120jax,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201012120jax,jax,AlleRu00,fumbles_forced,0,,,,,
player,201012120jax,jax,DuraJu99,def_int,0,,,,,
player,201012120jax,jax,DuraJu99,def_int_yds,0,,,,,
player,201012120jax,jax,DuraJu99,def_int_td,0,,,,,
player,201012120jax,jax,DuraJu99,def_int_long,0,,,,,
player,201012120jax,jax,DuraJu99,pass_defended,0,,,,,
player,201012120jax,jax,DuraJu99,sacks,0.0,,,,,
player,201012120jax,jax,DuraJu99,tackles_combined,3,,,,,
player,201012120jax,jax,DuraJu99,tackles_solo,3,,,,,
player,201012120jax,jax,DuraJu99,tackles_assists,0,,,,,
player,201012120jax,jax,DuraJu99,tackles_loss,0,,,,,
player,201012120jax,jax,DuraJu99,qb_hits,0,,,,,
player,201012120jax,jax,DuraJu99,fumbles_rec,0,,,,,
player,201012120jax,jax,DuraJu99,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,DuraJu99,fumbles_rec_td,0,,,,,
player,201012120jax,jax,DuraJu99,fumbles_forced,0,,,,,
player,201012120jax,jax,BracTy99,def_int,0,,,,,
player,201012120jax,jax,BracTy99,def_int_yds,0,,,,,
player,201012120jax,jax,BracTy99,def_int_td,0,,,,,
player,201012120jax,jax,BracTy99,def_int_long,0,,,,,
player,201012120jax,jax,BracTy99,pass_defended,0,,,,,
player,201012120jax,jax,BracTy99,sacks,0.0,,,,,
player,201012120jax,jax,BracTy99,tackles_combined,2,,,,,
player,201012120jax,jax,BracTy99,tackles_solo,2,,,,,
player,201012120jax,jax,BracTy99,tackles_assists,0,,,,,
player,201012120jax,jax,BracTy99,tackles_loss,0,,,,,
player,201012120jax,jax,BracTy99,qb_hits,0,,,,,
player,201012120jax,jax,BracTy99,fumbles_rec,0,,,,,
player,201012120jax,jax,BracTy99,fumbles_rec_yds,0,,,,,
player,201012120jax,jax,BracTy99,fumbles_rec_td,0,,,,,
player,201012120jax,jax,BracTy99,fumbles_forced,0,,,,,
player,201012120jax,jax,LaneAu99,def_int,0,,,,,
player,201012120jax,jax,LaneAu99,def_int_yds,0,,,,,
player,201012120jax,jax,LaneAu99,def_int_td,0,,,,,
player,201012120jax,jax,LaneAu99,def_int_long,0,,,,,
player,201012120jax,jax,LaneAu99,pass_defended,0,,,,,
