game,2010,16,20101226,201012260mia,det,"Detroit Lions",34,mia,"Miami Dolphins",27
team,201012260mia,det,First Downs,14,,,,,,
team,201012260mia,mia,First Downs,28,,,,,,
team,201012260mia,det,Rush-Yds-TDs,21-67-1,,,,,,
team,201012260mia,mia,Rush-Yds-TDs,37-154-2,,,,,,
team,201012260mia,det,Cmp-Att-Yd-TD-INT,14-26-222-2-0,,,,,,
team,201012260mia,mia,Cmp-Att-Yd-TD-INT,29-44-278-1-2,,,,,,
team,201012260mia,det,Sacked-Yards,2-14,,,,,,
team,201012260mia,mia,Sacked-Yards,2-7,,,,,,
team,201012260mia,det,Net Pass Yards,208,,,,,,
team,201012260mia,mia,Net Pass Yards,271,,,,,,
team,201012260mia,det,Total Yards,275,,,,,,
team,201012260mia,mia,Total Yards,425,,,,,,
team,201012260mia,det,Fumbles-Lost,0-0,,,,,,
team,201012260mia,mia,Fumbles-Lost,5-1,,,,,,
team,201012260mia,det,Turnovers,0,,,,,,
team,201012260mia,mia,Turnovers,3,,,,,,
team,201012260mia,det,Penalties-Yards,6-53,,,,,,
team,201012260mia,mia,Penalties-Yards,8-63,,,,,,
team,201012260mia,det,Third Down Conv.,4-12,,,,,,
team,201012260mia,mia,Third Down Conv.,8-17,,,,,,
team,201012260mia,det,Fourth Down Conv.,0-0,,,,,,
team,201012260mia,mia,Fourth Down Conv.,1-1,,,,,,
team,201012260mia,det,Time of Possession,22:45,,,,,,
team,201012260mia,mia,Time of Possession,37:15,,,,,,
player,201012260mia,det,HillSh00,pass_cmp,14,,,,,
player,201012260mia,det,HillSh00,pass_att,26,,,,,
player,201012260mia,det,HillSh00,pass_yds,222,,,,,
player,201012260mia,det,HillSh00,pass_td,2,,,,,
player,201012260mia,det,HillSh00,pass_int,0,,,,,
player,201012260mia,det,HillSh00,pass_sacked,2,,,,,
player,201012260mia,det,HillSh00,pass_sacked_yds,14,,,,,
player,201012260mia,det,HillSh00,pass_long,53,,,,,
player,201012260mia,det,HillSh00,pass_rating,108.2,,,,,
player,201012260mia,det,HillSh00,rush_att,1,,,,,
player,201012260mia,det,HillSh00,rush_yds,10,,,,,
player,201012260mia,det,HillSh00,rush_td,0,,,,,
player,201012260mia,det,HillSh00,rush_long,10,,,,,
player,201012260mia,det,HillSh00,targets,0,,,,,
player,201012260mia,det,HillSh00,rec,0,,,,,
player,201012260mia,det,HillSh00,rec_yds,0,,,,,
player,201012260mia,det,HillSh00,rec_td,0,,,,,
player,201012260mia,det,HillSh00,rec_long,0,,,,,
player,201012260mia,det,HillSh00,fumbles,0,,,,,
player,201012260mia,det,HillSh00,fumbles_lost,,,,,,
player,201012260mia,det,BestJa00,pass_cmp,0,,,,,
player,201012260mia,det,BestJa00,pass_att,0,,,,,
player,201012260mia,det,BestJa00,pass_yds,0,,,,,
player,201012260mia,det,BestJa00,pass_td,0,,,,,
player,201012260mia,det,BestJa00,pass_int,0,,,,,
player,201012260mia,det,BestJa00,pass_sacked,0,,,,,
player,201012260mia,det,BestJa00,pass_sacked_yds,,,,,,
player,201012260mia,det,BestJa00,pass_long,0,,,,,
player,201012260mia,det,BestJa00,pass_rating,,,,,,
player,201012260mia,det,BestJa00,rush_att,6,,,,,
player,201012260mia,det,BestJa00,rush_yds,24,,,,,
player,201012260mia,det,BestJa00,rush_td,0,,,,,
player,201012260mia,det,BestJa00,rush_long,12,,,,,
player,201012260mia,det,BestJa00,targets,1,,,,,
player,201012260mia,det,BestJa00,rec,1,,,,,
player,201012260mia,det,BestJa00,rec_yds,53,,,,,
player,201012260mia,det,BestJa00,rec_td,1,,,,,
player,201012260mia,det,BestJa00,rec_long,53,,,,,
player,201012260mia,det,BestJa00,fumbles,0,,,,,
player,201012260mia,det,BestJa00,fumbles_lost,,,,,,
player,201012260mia,det,MorrMa00,pass_cmp,0,,,,,
player,201012260mia,det,MorrMa00,pass_att,0,,,,,
player,201012260mia,det,MorrMa00,pass_yds,0,,,,,
player,201012260mia,det,MorrMa00,pass_td,0,,,,,
player,201012260mia,det,MorrMa00,pass_int,0,,,,,
player,201012260mia,det,MorrMa00,pass_sacked,,,,,,
player,201012260mia,det,MorrMa00,pass_sacked_yds,,,,,,
player,201012260mia,det,MorrMa00,pass_long,0,,,,,
player,201012260mia,det,MorrMa00,pass_rating,,,,,,
player,201012260mia,det,MorrMa00,rush_att,12,,,,,
player,201012260mia,det,MorrMa00,rush_yds,22,,,,,
player,201012260mia,det,MorrMa00,rush_td,1,,,,,
player,201012260mia,det,MorrMa00,rush_long,6,,,,,
player,201012260mia,det,MorrMa00,targets,2,,,,,
player,201012260mia,det,MorrMa00,rec,2,,,,,
player,201012260mia,det,MorrMa00,rec_yds,13,,,,,
player,201012260mia,det,MorrMa00,rec_td,0,,,,,
player,201012260mia,det,MorrMa00,rec_long,7,,,,,
player,201012260mia,det,MorrMa00,fumbles,0,,,,,
player,201012260mia,det,MorrMa00,fumbles_lost,,,,,,
player,201012260mia,det,BurlNa00,pass_cmp,0,,,,,
player,201012260mia,det,BurlNa00,pass_att,0,,,,,
player,201012260mia,det,BurlNa00,pass_yds,0,,,,,
player,201012260mia,det,BurlNa00,pass_td,0,,,,,
player,201012260mia,det,BurlNa00,pass_int,0,,,,,
player,201012260mia,det,BurlNa00,pass_sacked,,,,,,
player,201012260mia,det,BurlNa00,pass_sacked_yds,,,,,,
player,201012260mia,det,BurlNa00,pass_long,0,,,,,
player,201012260mia,det,BurlNa00,pass_rating,,,,,,
player,201012260mia,det,BurlNa00,rush_att,1,,,,,
player,201012260mia,det,BurlNa00,rush_yds,12,,,,,
player,201012260mia,det,BurlNa00,rush_td,0,,,,,
player,201012260mia,det,BurlNa00,rush_long,12,,,,,
player,201012260mia,det,BurlNa00,targets,3,,,,,
player,201012260mia,det,BurlNa00,rec,1,,,,,
