game,2010,3,20100927,201009270chi,gnb,"Green Bay Packers",17,chi,"Chicago Bears",20
team,201009270chi,gnb,First Downs,21,,,,,,
team,201009270chi,chi,First Downs,18,,,,,,
team,201009270chi,gnb,Rush-Yds-TDs,15-63-1,,,,,,
team,201009270chi,chi,Rush-Yds-TDs,18-77-0,,,,,,
team,201009270chi,gnb,Cmp-Att-Yd-TD-INT,34-45-316-1-1,,,,,,
team,201009270chi,chi,Cmp-Att-Yd-TD-INT,16-27-221-1-1,,,,,,
team,201009270chi,gnb,Sacked-Yards,0-0,,,,,,
team,201009270chi,chi,Sacked-Yards,3-22,,,,,,
team,201009270chi,gnb,Net Pass Yards,316,,,,,,
team,201009270chi,chi,Net Pass Yards,199,,,,,,
team,201009270chi,gnb,Total Yards,379,,,,,,
team,201009270chi,chi,Total Yards,276,,,,,,
team,201009270chi,gnb,Fumbles-Lost,1-1,,,,,,
team,201009270chi,chi,Fumbles-Lost,1-0,,,,,,
team,201009270chi,gnb,Turnovers,2,,,,,,
team,201009270chi,chi,Turnovers,1,,,,,,
team,201009270chi,gnb,Penalties-Yards,18-152,,,,,,
team,201009270chi,chi,Penalties-Yards,5-38,,,,,,
team,201009270chi,gnb,Third Down Conv.,4-10,,,,,,
team,201009270chi,chi,Third Down Conv.,3-9,,,,,,
team,201009270chi,gnb,Fourth Down Conv.,0-0,,,,,,
team,201009270chi,chi,Fourth Down Conv.,0-1,,,,,,
team,201009270chi,gnb,Time of Possession,35:49,,,,,,
team,201009270chi,chi,Time of Possession,24:11,,,,,,
player,201009270chi,gnb,RodgAa00,pass_cmp,34,,,,,
player,201009270chi,gnb,RodgAa00,pass_att,45,,,,,
player,201009270chi,gnb,RodgAa00,pass_yds,316,,,,,
player,201009270chi,gnb,RodgAa00,pass_td,1,,,,,
player,201009270chi,gnb,RodgAa00,pass_int,1,,,,,
player,201009270chi,gnb,RodgAa00,pass_sacked,0,,,,,
player,201009270chi,gnb,RodgAa00,pass_sacked_yds,0,,,,,
player,201009270chi,gnb,RodgAa00,pass_long,28,,,,,
player,201009270chi,gnb,RodgAa00,pass_rating,92.5,,,,,
player,201009270chi,gnb,RodgAa00,rush_att,2,,,,,
player,201009270chi,gnb,RodgAa00,rush_yds,20,,,,,
player,201009270chi,gnb,RodgAa00,rush_td,1,,,,,
player,201009270chi,gnb,RodgAa00,rush_long,17,,,,,
player,201009270chi,gnb,RodgAa00,targets,0,,,,,
player,201009270chi,gnb,RodgAa00,rec,0,,,,,
player,201009270chi,gnb,RodgAa00,rec_yds,0,,,,,
player,201009270chi,gnb,RodgAa00,rec_td,0,,,,,
player,201009270chi,gnb,RodgAa00,rec_long,0,,,,,
player,201009270chi,gnb,RodgAa00,fumbles,0,,,,,
player,201009270chi,gnb,RodgAa00,fumbles_lost,,,,,,
player,201009270chi,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201009270chi,gnb,KuhnJo00,pass_att,0,,,,,
player,201009270chi,gnb,KuhnJo00,pass_yds,0,,,,,
player,201009270chi,gnb,KuhnJo00,pass_td,0,,,,,
player,201009270chi,gnb,KuhnJo00,pass_int,0,,,,,
player,201009270chi,gnb,KuhnJo00,pass_sacked,,,,,,
player,201009270chi,gnb,KuhnJo00,pass_sacked_yds,,,,,,
player,201009270chi,gnb,KuhnJo00,pass_long,0,,,,,
player,201009270chi,gnb,KuhnJo00,pass_rating,,,,,,
player,201009270chi,gnb,KuhnJo00,rush_att,6,,,,,
player,201009270chi,gnb,KuhnJo00,rush_yds,31,,,,,
player,201009270chi,gnb,KuhnJo00,rush_td,0,,,,,
player,201009270chi,gnb,KuhnJo00,rush_long,18,,,,,
player,201009270chi,gnb,KuhnJo00,targets,2,,,,,
player,201009270chi,gnb,KuhnJo00,rec,2,,,,,
player,201009270chi,gnb,KuhnJo00,rec_yds,20,,,,,
player,201009270chi,gnb,KuhnJo00,rec_td,0,,,,,
player,201009270chi,gnb,KuhnJo00,rec_long,10,,,,,
player,201009270chi,gnb,KuhnJo00,fumbles,0,,,,,
player,201009270chi,gnb,KuhnJo00,fumbles_lost,,,,,,
player,201009270chi,gnb,JackBr00,pass_cmp,0,,,,,
player,201009270chi,gnb,JackBr00,pass_att,0,,,,,
player,201009270chi,gnb,JackBr00,pass_yds,0,,,,,
player,201009270chi,gnb,JackBr00,pass_td,0,,,,,
player,201009270chi,gnb,JackBr00,pass_int,0,,,,,
player,201009270chi,gnb,JackBr00,pass_sacked,,,,,,
player,201009270chi,gnb,JackBr00,pass_sacked_yds,,,,,,
player,201009270chi,gnb,JackBr00,pass_long,0,,,,,
player,201009270chi,gnb,JackBr00,pass_rating,,,,,,
player,201009270chi,gnb,JackBr00,rush_att,7,,,,,
player,201009270chi,gnb,JackBr00,rush_yds,12,,,,,
player,201009270chi,gnb,JackBr00,rush_td,0,,,,,
player,201009270chi,gnb,JackBr00,rush_long,11,,,,,
player,201009270chi,gnb,JackBr00,targets,4,,,,,
player,201009270chi,gnb,JackBr00,rec,4,,,,,
player,201009270chi,gnb,JackBr00,rec_yds,27,,,,,
player,201009270chi,gnb,JackBr00,rec_td,0,,,,,
player,201009270chi,gnb,JackBr00,rec_long,10,,,,,
player,201009270chi,gnb,JackBr00,fumbles,0,,,,,
