game,2010,14,20101212,201012120pit,cin,"Cincinnati Bengals",7,pit,"Pittsburgh Steelers",23
player,201012120pit,cin,SimsPa99,tackles_combined,3,,,,,
player,201012120pit,cin,SimsPa99,tackles_solo,2,,,,,
player,201012120pit,cin,SimsPa99,tackles_assists,1,,,,,
player,201012120pit,cin,SimsPa99,tackles_loss,1,,,,,
player,201012120pit,cin,SimsPa99,qb_hits,1,,,,,
player,201012120pit,cin,SimsPa99,fumbles_rec,0,,,,,
player,201012120pit,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201012120pit,cin,SimsPa99,fumbles_forced,0,,,,,
player,201012120pit,cin,DunlCa99,def_int,0,,,,,
player,201012120pit,cin,DunlCa99,def_int_yds,0,,,,,
player,201012120pit,cin,DunlCa99,def_int_td,0,,,,,
player,201012120pit,cin,DunlCa99,def_int_long,0,,,,,
player,201012120pit,cin,DunlCa99,pass_defended,3,,,,,
player,201012120pit,cin,DunlCa99,sacks,0.5,,,,,
player,201012120pit,cin,DunlCa99,tackles_combined,4,,,,,
player,201012120pit,cin,DunlCa99,tackles_solo,3,,,,,
player,201012120pit,cin,DunlCa99,tackles_assists,1,,,,,
player,201012120pit,cin,DunlCa99,tackles_loss,0,,,,,
player,201012120pit,cin,DunlCa99,qb_hits,1,,,,,
player,201012120pit,cin,DunlCa99,fumbles_rec,0,,,,,
player,201012120pit,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201012120pit,cin,DunlCa99,fumbles_forced,0,,,,,
player,201012120pit,cin,NdukCh99,def_int,0,,,,,
player,201012120pit,cin,NdukCh99,def_int_yds,0,,,,,
player,201012120pit,cin,NdukCh99,def_int_td,0,,,,,
player,201012120pit,cin,NdukCh99,def_int_long,0,,,,,
player,201012120pit,cin,NdukCh99,pass_defended,0,,,,,
player,201012120pit,cin,NdukCh99,sacks,0.5,,,,,
player,201012120pit,cin,NdukCh99,tackles_combined,3,,,,,
player,201012120pit,cin,NdukCh99,tackles_solo,2,,,,,
player,201012120pit,cin,NdukCh99,tackles_assists,1,,,,,
player,201012120pit,cin,NdukCh99,tackles_loss,0,,,,,
player,201012120pit,cin,NdukCh99,qb_hits,1,,,,,
player,201012120pit,cin,NdukCh99,fumbles_rec,0,,,,,
player,201012120pit,cin,NdukCh99,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,NdukCh99,fumbles_rec_td,0,,,,,
player,201012120pit,cin,NdukCh99,fumbles_forced,0,,,,,
player,201012120pit,cin,WillRo03,def_int,0,,,,,
player,201012120pit,cin,WillRo03,def_int_yds,0,,,,,
player,201012120pit,cin,WillRo03,def_int_td,0,,,,,
player,201012120pit,cin,WillRo03,def_int_long,0,,,,,
player,201012120pit,cin,WillRo03,pass_defended,0,,,,,
player,201012120pit,cin,WillRo03,sacks,0.0,,,,,
player,201012120pit,cin,WillRo03,tackles_combined,11,,,,,
player,201012120pit,cin,WillRo03,tackles_solo,8,,,,,
player,201012120pit,cin,WillRo03,tackles_assists,3,,,,,
player,201012120pit,cin,WillRo03,tackles_loss,0,,,,,
player,201012120pit,cin,WillRo03,qb_hits,1,,,,,
player,201012120pit,cin,WillRo03,fumbles_rec,0,,,,,
player,201012120pit,cin,WillRo03,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,WillRo03,fumbles_rec_td,0,,,,,
player,201012120pit,cin,WillRo03,fumbles_forced,0,,,,,
player,201012120pit,cin,WadeJo99,def_int,0,,,,,
player,201012120pit,cin,WadeJo99,def_int_yds,0,,,,,
player,201012120pit,cin,WadeJo99,def_int_td,0,,,,,
player,201012120pit,cin,WadeJo99,def_int_long,0,,,,,
player,201012120pit,cin,WadeJo99,pass_defended,1,,,,,
player,201012120pit,cin,WadeJo99,sacks,0.0,,,,,
player,201012120pit,cin,WadeJo99,tackles_combined,6,,,,,
player,201012120pit,cin,WadeJo99,tackles_solo,6,,,,,
player,201012120pit,cin,WadeJo99,tackles_assists,0,,,,,
player,201012120pit,cin,WadeJo99,tackles_loss,0,,,,,
player,201012120pit,cin,WadeJo99,qb_hits,0,,,,,
player,201012120pit,cin,WadeJo99,fumbles_rec,0,,,,,
player,201012120pit,cin,WadeJo99,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,WadeJo99,fumbles_rec_td,0,,,,,
player,201012120pit,cin,WadeJo99,fumbles_forced,0,,,,,
player,201012120pit,cin,NelsRe99,def_int,0,,,,,
player,201012120pit,cin,NelsRe99,def_int_yds,0,,,,,
player,201012120pit,cin,NelsRe99,def_int_td,0,,,,,
player,201012120pit,cin,NelsRe99,def_int_long,0,,,,,
player,201012120pit,cin,NelsRe99,pass_defended,0,,,,,
player,201012120pit,cin,NelsRe99,sacks,0.0,,,,,
player,201012120pit,cin,NelsRe99,tackles_combined,5,,,,,
player,201012120pit,cin,NelsRe99,tackles_solo,5,,,,,
player,201012120pit,cin,NelsRe99,tackles_assists,0,,,,,
player,201012120pit,cin,NelsRe99,tackles_loss,0,,,,,
player,201012120pit,cin,NelsRe99,qb_hits,0,,,,,
player,201012120pit,cin,NelsRe99,fumbles_rec,0,,,,,
player,201012120pit,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201012120pit,cin,NelsRe99,fumbles_forced,0,,,,,
player,201012120pit,cin,PekoDo20,def_int,0,,,,,
player,201012120pit,cin,PekoDo20,def_int_yds,0,,,,,
player,201012120pit,cin,PekoDo20,def_int_td,0,,,,,
player,201012120pit,cin,PekoDo20,def_int_long,0,,,,,
player,201012120pit,cin,PekoDo20,pass_defended,0,,,,,
player,201012120pit,cin,PekoDo20,sacks,0.0,,,,,
player,201012120pit,cin,PekoDo20,tackles_combined,5,,,,,
player,201012120pit,cin,PekoDo20,tackles_solo,3,,,,,
player,201012120pit,cin,PekoDo20,tackles_assists,2,,,,,
player,201012120pit,cin,PekoDo20,tackles_loss,1,,,,,
player,201012120pit,cin,PekoDo20,qb_hits,0,,,,,
player,201012120pit,cin,PekoDo20,fumbles_rec,0,,,,,
player,201012120pit,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201012120pit,cin,PekoDo20,fumbles_forced,0,,,,,
player,201012120pit,cin,RiveKe99,def_int,0,,,,,
player,201012120pit,cin,RiveKe99,def_int_yds,0,,,,,
player,201012120pit,cin,RiveKe99,def_int_td,0,,,,,
player,201012120pit,cin,RiveKe99,def_int_long,0,,,,,
player,201012120pit,cin,RiveKe99,pass_defended,0,,,,,
player,201012120pit,cin,RiveKe99,sacks,0.0,,,,,
player,201012120pit,cin,RiveKe99,tackles_combined,4,,,,,
player,201012120pit,cin,RiveKe99,tackles_solo,3,,,,,
player,201012120pit,cin,RiveKe99,tackles_assists,1,,,,,
player,201012120pit,cin,RiveKe99,tackles_loss,0,,,,,
player,201012120pit,cin,RiveKe99,qb_hits,0,,,,,
player,201012120pit,cin,RiveKe99,fumbles_rec,0,,,,,
player,201012120pit,cin,RiveKe99,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,RiveKe99,fumbles_rec_td,0,,,,,
player,201012120pit,cin,RiveKe99,fumbles_forced,0,,,,,
player,201012120pit,cin,HallLe98,def_int,0,,,,,
player,201012120pit,cin,HallLe98,def_int_yds,0,,,,,
player,201012120pit,cin,HallLe98,def_int_td,0,,,,,
player,201012120pit,cin,HallLe98,def_int_long,0,,,,,
player,201012120pit,cin,HallLe98,pass_defended,1,,,,,
player,201012120pit,cin,HallLe98,sacks,0.0,,,,,
player,201012120pit,cin,HallLe98,tackles_combined,3,,,,,
player,201012120pit,cin,HallLe98,tackles_solo,3,,,,,
player,201012120pit,cin,HallLe98,tackles_assists,0,,,,,
player,201012120pit,cin,HallLe98,tackles_loss,0,,,,,
player,201012120pit,cin,HallLe98,qb_hits,0,,,,,
player,201012120pit,cin,HallLe98,fumbles_rec,0,,,,,
player,201012120pit,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201012120pit,cin,HallLe98,fumbles_forced,0,,,,,
player,201012120pit,cin,NelsTo00,def_int,0,,,,,
player,201012120pit,cin,NelsTo00,def_int_yds,0,,,,,
player,201012120pit,cin,NelsTo00,def_int_td,0,,,,,
player,201012120pit,cin,NelsTo00,def_int_long,0,,,,,
player,201012120pit,cin,NelsTo00,pass_defended,0,,,,,
player,201012120pit,cin,NelsTo00,sacks,0.0,,,,,
player,201012120pit,cin,NelsTo00,tackles_combined,3,,,,,
player,201012120pit,cin,NelsTo00,tackles_solo,3,,,,,
player,201012120pit,cin,NelsTo00,tackles_assists,0,,,,,
player,201012120pit,cin,NelsTo00,tackles_loss,0,,,,,
player,201012120pit,cin,NelsTo00,qb_hits,0,,,,,
player,201012120pit,cin,NelsTo00,fumbles_rec,0,,,,,
player,201012120pit,cin,NelsTo00,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,NelsTo00,fumbles_rec_td,0,,,,,
player,201012120pit,cin,NelsTo00,fumbles_forced,0,,,,,
player,201012120pit,cin,GeatRo21,def_int,0,,,,,
player,201012120pit,cin,GeatRo21,def_int_yds,0,,,,,
player,201012120pit,cin,GeatRo21,def_int_td,0,,,,,
player,201012120pit,cin,GeatRo21,def_int_long,0,,,,,
player,201012120pit,cin,GeatRo21,pass_defended,0,,,,,
player,201012120pit,cin,GeatRo21,sacks,0.0,,,,,
player,201012120pit,cin,GeatRo21,tackles_combined,2,,,,,
player,201012120pit,cin,GeatRo21,tackles_solo,2,,,,,
player,201012120pit,cin,GeatRo21,tackles_assists,0,,,,,
player,201012120pit,cin,GeatRo21,tackles_loss,0,,,,,
player,201012120pit,cin,GeatRo21,qb_hits,0,,,,,
player,201012120pit,cin,GeatRo21,fumbles_rec,0,,,,,
player,201012120pit,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201012120pit,cin,GeatRo21,fumbles_forced,0,,,,,
player,201012120pit,cin,JohnBr20,def_int,0,,,,,
player,201012120pit,cin,JohnBr20,def_int_yds,0,,,,,
player,201012120pit,cin,JohnBr20,def_int_td,0,,,,,
player,201012120pit,cin,JohnBr20,def_int_long,0,,,,,
player,201012120pit,cin,JohnBr20,pass_defended,1,,,,,
player,201012120pit,cin,JohnBr20,sacks,0.0,,,,,
player,201012120pit,cin,JohnBr20,tackles_combined,2,,,,,
player,201012120pit,cin,JohnBr20,tackles_solo,2,,,,,
player,201012120pit,cin,JohnBr20,tackles_assists,0,,,,,
player,201012120pit,cin,JohnBr20,tackles_loss,0,,,,,
player,201012120pit,cin,JohnBr20,qb_hits,0,,,,,
player,201012120pit,cin,JohnBr20,fumbles_rec,0,,,,,
player,201012120pit,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201012120pit,cin,JohnBr20,fumbles_forced,0,,,,,
player,201012120pit,cin,MauaRe99,def_int,0,,,,,
player,201012120pit,cin,MauaRe99,def_int_yds,0,,,,,
player,201012120pit,cin,MauaRe99,def_int_td,0,,,,,
player,201012120pit,cin,MauaRe99,def_int_long,0,,,,,
player,201012120pit,cin,MauaRe99,pass_defended,0,,,,,
player,201012120pit,cin,MauaRe99,sacks,0.0,,,,,
player,201012120pit,cin,MauaRe99,tackles_combined,2,,,,,
player,201012120pit,cin,MauaRe99,tackles_solo,1,,,,,
player,201012120pit,cin,MauaRe99,tackles_assists,1,,,,,
player,201012120pit,cin,MauaRe99,tackles_loss,0,,,,,
player,201012120pit,cin,MauaRe99,qb_hits,0,,,,,
player,201012120pit,cin,MauaRe99,fumbles_rec,0,,,,,
player,201012120pit,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201012120pit,cin,MauaRe99,fumbles_forced,0,,,,,
player,201012120pit,cin,BennFr99,def_int,0,,,,,
player,201012120pit,cin,BennFr99,def_int_yds,0,,,,,
player,201012120pit,cin,BennFr99,def_int_td,0,,,,,
player,201012120pit,cin,BennFr99,def_int_long,0,,,,,
player,201012120pit,cin,BennFr99,pass_defended,0,,,,,
player,201012120pit,cin,BennFr99,sacks,0.0,,,,,
player,201012120pit,cin,BennFr99,tackles_combined,1,,,,,
player,201012120pit,cin,BennFr99,tackles_solo,1,,,,,
player,201012120pit,cin,BennFr99,tackles_assists,0,,,,,
player,201012120pit,cin,BennFr99,tackles_loss,0,,,,,
player,201012120pit,cin,BennFr99,qb_hits,0,,,,,
player,201012120pit,cin,BennFr99,fumbles_rec,0,,,,,
player,201012120pit,cin,BennFr99,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,BennFr99,fumbles_rec_td,0,,,,,
player,201012120pit,cin,BennFr99,fumbles_forced,0,,,,,
player,201012120pit,cin,LeonBr00,def_int,0,,,,,
player,201012120pit,cin,LeonBr00,def_int_yds,0,,,,,
player,201012120pit,cin,LeonBr00,def_int_td,0,,,,,
player,201012120pit,cin,LeonBr00,def_int_long,0,,,,,
player,201012120pit,cin,LeonBr00,pass_defended,0,,,,,
player,201012120pit,cin,LeonBr00,sacks,0.0,,,,,
player,201012120pit,cin,LeonBr00,tackles_combined,1,,,,,
player,201012120pit,cin,LeonBr00,tackles_solo,0,,,,,
player,201012120pit,cin,LeonBr00,tackles_assists,1,,,,,
player,201012120pit,cin,LeonBr00,tackles_loss,0,,,,,
player,201012120pit,cin,LeonBr00,qb_hits,0,,,,,
player,201012120pit,cin,LeonBr00,fumbles_rec,0,,,,,
player,201012120pit,cin,LeonBr00,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,LeonBr00,fumbles_rec_td,0,,,,,
player,201012120pit,cin,LeonBr00,fumbles_forced,0,,,,,
player,201012120pit,cin,MileJe00,def_int,0,,,,,
player,201012120pit,cin,MileJe00,def_int_yds,0,,,,,
player,201012120pit,cin,MileJe00,def_int_td,0,,,,,
player,201012120pit,cin,MileJe00,def_int_long,0,,,,,
player,201012120pit,cin,MileJe00,pass_defended,0,,,,,
player,201012120pit,cin,MileJe00,sacks,0.0,,,,,
player,201012120pit,cin,MileJe00,tackles_combined,1,,,,,
player,201012120pit,cin,MileJe00,tackles_solo,1,,,,,
player,201012120pit,cin,MileJe00,tackles_assists,0,,,,,
player,201012120pit,cin,MileJe00,tackles_loss,0,,,,,
player,201012120pit,cin,MileJe00,qb_hits,0,,,,,
player,201012120pit,cin,MileJe00,fumbles_rec,0,,,,,
player,201012120pit,cin,MileJe00,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,MileJe00,fumbles_rec_td,0,,,,,
player,201012120pit,cin,MileJe00,fumbles_forced,0,,,,,
player,201012120pit,cin,SkutDa00,def_int,0,,,,,
player,201012120pit,cin,SkutDa00,def_int_yds,0,,,,,
player,201012120pit,cin,SkutDa00,def_int_td,0,,,,,
player,201012120pit,cin,SkutDa00,def_int_long,0,,,,,
player,201012120pit,cin,SkutDa00,pass_defended,0,,,,,
player,201012120pit,cin,SkutDa00,sacks,0.0,,,,,
player,201012120pit,cin,SkutDa00,tackles_combined,1,,,,,
player,201012120pit,cin,SkutDa00,tackles_solo,1,,,,,
player,201012120pit,cin,SkutDa00,tackles_assists,0,,,,,
player,201012120pit,cin,SkutDa00,tackles_loss,0,,,,,
player,201012120pit,cin,SkutDa00,qb_hits,0,,,,,
player,201012120pit,cin,SkutDa00,fumbles_rec,0,,,,,
player,201012120pit,cin,SkutDa00,fumbles_rec_yds,0,,,,,
player,201012120pit,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201012120pit,cin,SkutDa00,fumbles_forced,0,,,,,
player,201012120pit,cin,AtkiGe99,def_int,,,,,,
player,201012120pit,cin,AtkiGe99,def_int_yds,,,,,,
player,201012120pit,cin,AtkiGe99,def_int_td,,,,,,
player,201012120pit,cin,AtkiGe99,def_int_long,,,,,,
player,201012120pit,cin,AtkiGe99,pass_defended,0,,,,,
player,201012120pit,cin,AtkiGe99,sacks,0.0,,,,,
player,201012120pit,cin,AtkiGe99,tackles_combined,0,,,,,
player,201012120pit,cin,AtkiGe99,tackles_solo,0,,,,,
player,201012120pit,cin,AtkiGe99,tackles_assists,0,,,,,
player,201012120pit,cin,AtkiGe99,tackles_loss,0,,,,,
player,201012120pit,cin,AtkiGe99,qb_hits,2,,,,,
player,201012120pit,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201012120pit,cin,AtkiGe99,fumbles_rec_yds,,,,,,
player,201012120pit,cin,AtkiGe99,fumbles_rec_td,,,,,,
player,201012120pit,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201012120pit,cin,McDoCl99,def_int,,,,,,
player,201012120pit,cin,McDoCl99,def_int_yds,,,,,,
player,201012120pit,cin,McDoCl99,def_int_td,,,,,,
player,201012120pit,cin,McDoCl99,def_int_long,,,,,,
player,201012120pit,cin,McDoCl99,pass_defended,0,,,,,
player,201012120pit,cin,McDoCl99,sacks,0.0,,,,,
player,201012120pit,cin,McDoCl99,tackles_combined,0,,,,,
player,201012120pit,cin,McDoCl99,tackles_solo,0,,,,,
player,201012120pit,cin,McDoCl99,tackles_assists,0,,,,,
player,201012120pit,cin,McDoCl99,tackles_loss,0,,,,,
player,201012120pit,cin,McDoCl99,qb_hits,1,,,,,
player,201012120pit,cin,McDoCl99,fumbles_rec,0,,,,,
player,201012120pit,cin,McDoCl99,fumbles_rec_yds,,,,,,
player,201012120pit,cin,McDoCl99,fumbles_rec_td,,,,,,
player,201012120pit,cin,McDoCl99,fumbles_forced,0,,,,,
player,201012120pit,pit,PolaTr99,def_int,2,,,,,
player,201012120pit,pit,PolaTr99,def_int_yds,57,,,,,
player,201012120pit,pit,PolaTr99,def_int_td,1,,,,,
player,201012120pit,pit,PolaTr99,def_int_long,45,,,,,
player,201012120pit,pit,PolaTr99,pass_defended,2,,,,,
player,201012120pit,pit,PolaTr99,sacks,0.0,,,,,
player,201012120pit,pit,PolaTr99,tackles_combined,2,,,,,
player,201012120pit,pit,PolaTr99,tackles_solo,0,,,,,
player,201012120pit,pit,PolaTr99,tackles_assists,2,,,,,
player,201012120pit,pit,PolaTr99,tackles_loss,0,,,,,
player,201012120pit,pit,PolaTr99,qb_hits,0,,,,,
player,201012120pit,pit,PolaTr99,fumbles_rec,0,,,,,
player,201012120pit,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201012120pit,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201012120pit,pit,PolaTr99,fumbles_forced,0,,,,,
player,201012120pit,pit,WoodLa99,def_int,1,,,,,
player,201012120pit,pit,WoodLa99,def_int_yds,14,,,,,
player,201012120pit,pit,WoodLa99,def_int_td,1,,,,,
player,201012120pit,pit,WoodLa99,def_int_long,14,,,,,
player,201012120pit,pit,WoodLa99,pass_defended,1,,,,,
player,201012120pit,pit,WoodLa99,sacks,2.0,,,,,
player,201012120pit,pit,WoodLa99,tackles_combined,5,,,,,
player,201012120pit,pit,WoodLa99,tackles_solo,5,,,,,
player,201012120pit,pit,WoodLa99,tackles_assists,0,,,,,
player,201012120pit,pit,WoodLa99,tackles_loss,2,,,,,
player,201012120pit,pit,WoodLa99,qb_hits,2,,,,,
player,201012120pit,pit,WoodLa99,fumbles_rec,0,,,,,
player,201012120pit,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201012120pit,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201012120pit,pit,WoodLa99,fumbles_forced,0,,,,,
player,201012120pit,pit,GayxWi99,def_int,0,,,,,
player,201012120pit,pit,GayxWi99,def_int_yds,0,,,,,
player,201012120pit,pit,GayxWi99,def_int_td,0,,,,,
player,201012120pit,pit,GayxWi99,def_int_long,0,,,,,
player,201012120pit,pit,GayxWi99,pass_defended,1,,,,,
player,201012120pit,pit,GayxWi99,sacks,1.0,,,,,
player,201012120pit,pit,GayxWi99,tackles_combined,5,,,,,
player,201012120pit,pit,GayxWi99,tackles_solo,4,,,,,
player,201012120pit,pit,GayxWi99,tackles_assists,1,,,,,
player,201012120pit,pit,GayxWi99,tackles_loss,1,,,,,
player,201012120pit,pit,GayxWi99,qb_hits,1,,,,,
player,201012120pit,pit,GayxWi99,fumbles_rec,0,,,,,
player,201012120pit,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201012120pit,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201012120pit,pit,GayxWi99,fumbles_forced,0,,,,,
player,201012120pit,pit,FarrJa99,def_int,0,,,,,
player,201012120pit,pit,FarrJa99,def_int_yds,0,,,,,
player,201012120pit,pit,FarrJa99,def_int_td,0,,,,,
player,201012120pit,pit,FarrJa99,def_int_long,0,,,,,
player,201012120pit,pit,FarrJa99,pass_defended,0,,,,,
player,201012120pit,pit,FarrJa99,sacks,0.0,,,,,
player,201012120pit,pit,FarrJa99,tackles_combined,10,,,,,
player,201012120pit,pit,FarrJa99,tackles_solo,6,,,,,
player,201012120pit,pit,FarrJa99,tackles_assists,4,,,,,
player,201012120pit,pit,FarrJa99,tackles_loss,0,,,,,
player,201012120pit,pit,FarrJa99,qb_hits,0,,,,,
player,201012120pit,pit,FarrJa99,fumbles_rec,0,,,,,
player,201012120pit,pit,FarrJa99,fumbles_rec_yds,0,,,,,
player,201012120pit,pit,FarrJa99,fumbles_rec_td,0,,,,,
player,201012120pit,pit,FarrJa99,fumbles_forced,0,,,,,
player,201012120pit,pit,ClarRy20,def_int,0,,,,,
player,201012120pit,pit,ClarRy20,def_int_yds,0,,,,,
player,201012120pit,pit,ClarRy20,def_int_td,0,,,,,
player,201012120pit,pit,ClarRy20,def_int_long,0,,,,,
player,201012120pit,pit,ClarRy20,pass_defended,1,,,,,
player,201012120pit,pit,ClarRy20,sacks,0.0,,,,,
player,201012120pit,pit,ClarRy20,tackles_combined,8,,,,,
player,201012120pit,pit,ClarRy20,tackles_solo,6,,,,,
player,201012120pit,pit,ClarRy20,tackles_assists,2,,,,,
player,201012120pit,pit,ClarRy20,tackles_loss,0,,,,,
player,201012120pit,pit,ClarRy20,qb_hits,0,,,,,
player,201012120pit,pit,ClarRy20,fumbles_rec,0,,,,,
player,201012120pit,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201012120pit,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201012120pit,pit,ClarRy20,fumbles_forced,0,,,,,
player,201012120pit,pit,KeisBr20,def_int,0,,,,,
player,201012120pit,pit,KeisBr20,def_int_yds,0,,,,,
player,201012120pit,pit,KeisBr20,def_int_td,0,,,,,
player,201012120pit,pit,KeisBr20,def_int_long,0,,,,,
player,201012120pit,pit,KeisBr20,pass_defended,1,,,,,
player,201012120pit,pit,KeisBr20,sacks,0.0,,,,,
player,201012120pit,pit,KeisBr20,tackles_combined,6,,,,,
player,201012120pit,pit,KeisBr20,tackles_solo,4,,,,,
player,201012120pit,pit,KeisBr20,tackles_assists,2,,,,,
player,201012120pit,pit,KeisBr20,tackles_loss,0,,,,,
player,201012120pit,pit,KeisBr20,qb_hits,0,,,,,
player,201012120pit,pit,KeisBr20,fumbles_rec,0,,,,,
player,201012120pit,pit,KeisBr20,fumbles_rec_yds,0,,,,,
player,201012120pit,pit,KeisBr20,fumbles_rec_td,0,,,,,
player,201012120pit,pit,KeisBr20,fumbles_forced,0,,,,,
player,201012120pit,pit,TimmLa99,def_int,0,,,,,
player,201012120pit,pit,TimmLa99,def_int_yds,0,,,,,
player,201012120pit,pit,TimmLa99,def_int_td,0,,,,,
player,201012120pit,pit,TimmLa99,def_int_long,0,,,,,
player,201012120pit,pit,TimmLa99,pass_defended,1,,,,,
player,201012120pit,pit,TimmLa99,sacks,0.0,,,,,
player,201012120pit,pit,TimmLa99,tackles_combined,5,,,,,
player,201012120pit,pit,TimmLa99,tackles_solo,2,,,,,
player,201012120pit,pit,TimmLa99,tackles_assists,3,,,,,
player,201012120pit,pit,TimmLa99,tackles_loss,1,,,,,
player,201012120pit,pit,TimmLa99,qb_hits,1,,,,,
player,201012120pit,pit,TimmLa99,fumbles_rec,0,,,,,
player,201012120pit,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201012120pit,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201012120pit,pit,TimmLa99,fumbles_forced,0,,,,,
player,201012120pit,pit,HampCa00,def_int,0,,,,,
player,201012120pit,pit,HampCa00,def_int_yds,0,,,,,
player,201012120pit,pit,HampCa00,def_int_td,0,,,,,
player,201012120pit,pit,HampCa00,def_int_long,0,,,,,
player,201012120pit,pit,HampCa00,pass_defended,0,,,,,
player,201012120pit,pit,HampCa00,sacks,0.0,,,,,
player,201012120pit,pit,HampCa00,tackles_combined,3,,,,,
player,201012120pit,pit,HampCa00,tackles_solo,0,,,,,
player,201012120pit,pit,HampCa00,tackles_assists,3,,,,,
player,201012120pit,pit,HampCa00,tackles_loss,0,,,,,
player,201012120pit,pit,HampCa00,qb_hits,0,,,,,
player,201012120pit,pit,HampCa00,fumbles_rec,0,,,,,
player,201012120pit,pit,HampCa00,fumbles_rec_yds,0,,,,,
player,201012120pit,pit,HampCa00,fumbles_rec_td,0,,,,,
player,201012120pit,pit,HampCa00,fumbles_forced,0,,,,,
player,201012120pit,pit,MadiAn20,def_int,0,,,,,
player,201012120pit,pit,MadiAn20,def_int_yds,0,,,,,
player,201012120pit,pit,MadiAn20,def_int_td,0,,,,,
player,201012120pit,pit,MadiAn20,def_int_long,0,,,,,
player,201012120pit,pit,MadiAn20,pass_defended,0,,,,,
player,201012120pit,pit,MadiAn20,sacks,0.0,,,,,
player,201012120pit,pit,MadiAn20,tackles_combined,2,,,,,
player,201012120pit,pit,MadiAn20,tackles_solo,1,,,,,
player,201012120pit,pit,MadiAn20,tackles_assists,1,,,,,
player,201012120pit,pit,MadiAn20,tackles_loss,0,,,,,
player,201012120pit,pit,MadiAn20,qb_hits,0,,,,,
player,201012120pit,pit,MadiAn20,fumbles_rec,1,,,,,
player,201012120pit,pit,MadiAn20,fumbles_rec_yds,0,,,,,
player,201012120pit,pit,MadiAn20,fumbles_rec_td,0,,,,,
player,201012120pit,pit,MadiAn20,fumbles_forced,0,,,,,
player,201012120pit,pit,McFaBr20,def_int,0,,,,,
player,201012120pit,pit,McFaBr20,def_int_yds,0,,,,,
player,201012120pit,pit,McFaBr20,def_int_td,0,,,,,
player,201012120pit,pit,McFaBr20,def_int_long,0,,,,,
player,201012120pit,pit,McFaBr20,pass_defended,0,,,,,
player,201012120pit,pit,McFaBr20,sacks,0.0,,,,,
player,201012120pit,pit,McFaBr20,tackles_combined,2,,,,,
player,201012120pit,pit,McFaBr20,tackles_solo,2,,,,,
player,201012120pit,pit,McFaBr20,tackles_assists,0,,,,,
player,201012120pit,pit,McFaBr20,tackles_loss,0,,,,,
player,201012120pit,pit,McFaBr20,qb_hits,0,,,,,
player,201012120pit,pit,McFaBr20,fumbles_rec,0,,,,,
player,201012120pit,pit,McFaBr20,fumbles_rec_yds,0,,,,,
player,201012120pit,pit,McFaBr20,fumbles_rec_td,0,,,,,
player,201012120pit,pit,McFaBr20,fumbles_forced,0,,,,,
player,201012120pit,pit,MundRy00,def_int,0,,,,,
player,201012120pit,pit,MundRy00,def_int_yds,0,,,,,
player,201012120pit,pit,MundRy00,def_int_td,0,,,,,
player,201012120pit,pit,MundRy00,def_int_long,0,,,,,
player,201012120pit,pit,MundRy00,pass_defended,0,,,,,
player,201012120pit,pit,MundRy00,sacks,0.0,,,,,
player,201012120pit,pit,MundRy00,tackles_combined,2,,,,,
player,201012120pit,pit,MundRy00,tackles_solo,2,,,,,
