game,2010,5,20101011,201010110nyj,min,"Minnesota Vikings",20,nyj,"New York Jets",29
player,201010110nyj,min,WillMa20,def_int_td,0,,,,,
player,201010110nyj,min,WillMa20,def_int_long,0,,,,,
player,201010110nyj,min,WillMa20,pass_defended,0,,,,,
player,201010110nyj,min,WillMa20,sacks,0.0,,,,,
player,201010110nyj,min,WillMa20,tackles_combined,9,,,,,
player,201010110nyj,min,WillMa20,tackles_solo,4,,,,,
player,201010110nyj,min,WillMa20,tackles_assists,5,,,,,
player,201010110nyj,min,WillMa20,tackles_loss,0,,,,,
player,201010110nyj,min,WillMa20,qb_hits,0,,,,,
player,201010110nyj,min,WillMa20,fumbles_rec,0,,,,,
player,201010110nyj,min,WillMa20,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,WillMa20,fumbles_rec_td,0,,,,,
player,201010110nyj,min,WillMa20,fumbles_forced,1,,,,,
player,201010110nyj,min,AlleJa22,def_int,0,,,,,
player,201010110nyj,min,AlleJa22,def_int_yds,0,,,,,
player,201010110nyj,min,AlleJa22,def_int_td,0,,,,,
player,201010110nyj,min,AlleJa22,def_int_long,0,,,,,
player,201010110nyj,min,AlleJa22,pass_defended,0,,,,,
player,201010110nyj,min,AlleJa22,sacks,0.0,,,,,
player,201010110nyj,min,AlleJa22,tackles_combined,6,,,,,
player,201010110nyj,min,AlleJa22,tackles_solo,4,,,,,
player,201010110nyj,min,AlleJa22,tackles_assists,2,,,,,
player,201010110nyj,min,AlleJa22,tackles_loss,0,,,,,
player,201010110nyj,min,AlleJa22,qb_hits,0,,,,,
player,201010110nyj,min,AlleJa22,fumbles_rec,0,,,,,
player,201010110nyj,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201010110nyj,min,AlleJa22,fumbles_forced,0,,,,,
player,201010110nyj,min,AlleAs99,def_int,0,,,,,
player,201010110nyj,min,AlleAs99,def_int_yds,0,,,,,
player,201010110nyj,min,AlleAs99,def_int_td,0,,,,,
player,201010110nyj,min,AlleAs99,def_int_long,0,,,,,
player,201010110nyj,min,AlleAs99,pass_defended,0,,,,,
player,201010110nyj,min,AlleAs99,sacks,0.0,,,,,
player,201010110nyj,min,AlleAs99,tackles_combined,6,,,,,
player,201010110nyj,min,AlleAs99,tackles_solo,3,,,,,
player,201010110nyj,min,AlleAs99,tackles_assists,3,,,,,
player,201010110nyj,min,AlleAs99,tackles_loss,0,,,,,
player,201010110nyj,min,AlleAs99,qb_hits,0,,,,,
player,201010110nyj,min,AlleAs99,fumbles_rec,0,,,,,
player,201010110nyj,min,AlleAs99,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,AlleAs99,fumbles_rec_td,0,,,,,
player,201010110nyj,min,AlleAs99,fumbles_forced,0,,,,,
player,201010110nyj,min,GrifCe20,def_int,0,,,,,
player,201010110nyj,min,GrifCe20,def_int_yds,0,,,,,
player,201010110nyj,min,GrifCe20,def_int_td,0,,,,,
player,201010110nyj,min,GrifCe20,def_int_long,0,,,,,
player,201010110nyj,min,GrifCe20,pass_defended,1,,,,,
player,201010110nyj,min,GrifCe20,sacks,0.0,,,,,
player,201010110nyj,min,GrifCe20,tackles_combined,5,,,,,
player,201010110nyj,min,GrifCe20,tackles_solo,4,,,,,
player,201010110nyj,min,GrifCe20,tackles_assists,1,,,,,
player,201010110nyj,min,GrifCe20,tackles_loss,0,,,,,
player,201010110nyj,min,GrifCe20,qb_hits,0,,,,,
player,201010110nyj,min,GrifCe20,fumbles_rec,0,,,,,
player,201010110nyj,min,GrifCe20,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,GrifCe20,fumbles_rec_td,0,,,,,
player,201010110nyj,min,GrifCe20,fumbles_forced,0,,,,,
player,201010110nyj,min,LebeBe20,def_int,0,,,,,
player,201010110nyj,min,LebeBe20,def_int_yds,0,,,,,
player,201010110nyj,min,LebeBe20,def_int_td,0,,,,,
player,201010110nyj,min,LebeBe20,def_int_long,0,,,,,
player,201010110nyj,min,LebeBe20,pass_defended,1,,,,,
player,201010110nyj,min,LebeBe20,sacks,0.0,,,,,
player,201010110nyj,min,LebeBe20,tackles_combined,3,,,,,
player,201010110nyj,min,LebeBe20,tackles_solo,3,,,,,
player,201010110nyj,min,LebeBe20,tackles_assists,0,,,,,
player,201010110nyj,min,LebeBe20,tackles_loss,1,,,,,
player,201010110nyj,min,LebeBe20,qb_hits,0,,,,,
player,201010110nyj,min,LebeBe20,fumbles_rec,0,,,,,
player,201010110nyj,min,LebeBe20,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,LebeBe20,fumbles_rec_td,0,,,,,
player,201010110nyj,min,LebeBe20,fumbles_forced,0,,,,,
player,201010110nyj,min,SanfJa99,def_int,0,,,,,
player,201010110nyj,min,SanfJa99,def_int_yds,0,,,,,
player,201010110nyj,min,SanfJa99,def_int_td,0,,,,,
player,201010110nyj,min,SanfJa99,def_int_long,0,,,,,
player,201010110nyj,min,SanfJa99,pass_defended,0,,,,,
player,201010110nyj,min,SanfJa99,sacks,0.0,,,,,
player,201010110nyj,min,SanfJa99,tackles_combined,2,,,,,
player,201010110nyj,min,SanfJa99,tackles_solo,1,,,,,
player,201010110nyj,min,SanfJa99,tackles_assists,1,,,,,
player,201010110nyj,min,SanfJa99,tackles_loss,0,,,,,
player,201010110nyj,min,SanfJa99,qb_hits,0,,,,,
player,201010110nyj,min,SanfJa99,fumbles_rec,0,,,,,
player,201010110nyj,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201010110nyj,min,SanfJa99,fumbles_forced,0,,,,,
player,201010110nyj,min,ShepLi99,def_int,0,,,,,
player,201010110nyj,min,ShepLi99,def_int_yds,0,,,,,
player,201010110nyj,min,ShepLi99,def_int_td,0,,,,,
player,201010110nyj,min,ShepLi99,def_int_long,0,,,,,
player,201010110nyj,min,ShepLi99,pass_defended,0,,,,,
player,201010110nyj,min,ShepLi99,sacks,0.0,,,,,
player,201010110nyj,min,ShepLi99,tackles_combined,2,,,,,
player,201010110nyj,min,ShepLi99,tackles_solo,2,,,,,
player,201010110nyj,min,ShepLi99,tackles_assists,0,,,,,
player,201010110nyj,min,ShepLi99,tackles_loss,0,,,,,
player,201010110nyj,min,ShepLi99,qb_hits,0,,,,,
player,201010110nyj,min,ShepLi99,fumbles_rec,0,,,,,
player,201010110nyj,min,ShepLi99,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,ShepLi99,fumbles_rec_td,0,,,,,
player,201010110nyj,min,ShepLi99,fumbles_forced,0,,,,,
player,201010110nyj,min,WinfAn20,def_int,0,,,,,
player,201010110nyj,min,WinfAn20,def_int_yds,0,,,,,
player,201010110nyj,min,WinfAn20,def_int_td,0,,,,,
player,201010110nyj,min,WinfAn20,def_int_long,0,,,,,
player,201010110nyj,min,WinfAn20,pass_defended,2,,,,,
player,201010110nyj,min,WinfAn20,sacks,0.0,,,,,
player,201010110nyj,min,WinfAn20,tackles_combined,2,,,,,
player,201010110nyj,min,WinfAn20,tackles_solo,1,,,,,
player,201010110nyj,min,WinfAn20,tackles_assists,1,,,,,
player,201010110nyj,min,WinfAn20,tackles_loss,0,,,,,
player,201010110nyj,min,WinfAn20,qb_hits,0,,,,,
player,201010110nyj,min,WinfAn20,fumbles_rec,0,,,,,
player,201010110nyj,min,WinfAn20,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,WinfAn20,fumbles_rec_td,0,,,,,
player,201010110nyj,min,WinfAn20,fumbles_forced,0,,,,,
player,201010110nyj,min,BrinJa99,def_int,0,,,,,
player,201010110nyj,min,BrinJa99,def_int_yds,0,,,,,
player,201010110nyj,min,BrinJa99,def_int_td,0,,,,,
player,201010110nyj,min,BrinJa99,def_int_long,0,,,,,
player,201010110nyj,min,BrinJa99,pass_defended,0,,,,,
player,201010110nyj,min,BrinJa99,sacks,0.0,,,,,
player,201010110nyj,min,BrinJa99,tackles_combined,1,,,,,
player,201010110nyj,min,BrinJa99,tackles_solo,1,,,,,
player,201010110nyj,min,BrinJa99,tackles_assists,0,,,,,
player,201010110nyj,min,BrinJa99,tackles_loss,0,,,,,
player,201010110nyj,min,BrinJa99,qb_hits,0,,,,,
player,201010110nyj,min,BrinJa99,fumbles_rec,0,,,,,
player,201010110nyj,min,BrinJa99,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,BrinJa99,fumbles_rec_td,0,,,,,
player,201010110nyj,min,BrinJa99,fumbles_forced,0,,,,,
player,201010110nyj,min,FarwHe20,def_int,0,,,,,
player,201010110nyj,min,FarwHe20,def_int_yds,0,,,,,
player,201010110nyj,min,FarwHe20,def_int_td,0,,,,,
player,201010110nyj,min,FarwHe20,def_int_long,0,,,,,
player,201010110nyj,min,FarwHe20,pass_defended,0,,,,,
player,201010110nyj,min,FarwHe20,sacks,0.0,,,,,
player,201010110nyj,min,FarwHe20,tackles_combined,1,,,,,
player,201010110nyj,min,FarwHe20,tackles_solo,1,,,,,
player,201010110nyj,min,FarwHe20,tackles_assists,0,,,,,
player,201010110nyj,min,FarwHe20,tackles_loss,0,,,,,
player,201010110nyj,min,FarwHe20,qb_hits,0,,,,,
player,201010110nyj,min,FarwHe20,fumbles_rec,0,,,,,
player,201010110nyj,min,FarwHe20,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,FarwHe20,fumbles_rec_td,0,,,,,
player,201010110nyj,min,FarwHe20,fumbles_forced,0,,,,,
player,201010110nyj,min,GuioLe99,def_int,0,,,,,
player,201010110nyj,min,GuioLe99,def_int_yds,0,,,,,
player,201010110nyj,min,GuioLe99,def_int_td,0,,,,,
player,201010110nyj,min,GuioLe99,def_int_long,0,,,,,
player,201010110nyj,min,GuioLe99,pass_defended,0,,,,,
player,201010110nyj,min,GuioLe99,sacks,0.0,,,,,
player,201010110nyj,min,GuioLe99,tackles_combined,1,,,,,
player,201010110nyj,min,GuioLe99,tackles_solo,1,,,,,
player,201010110nyj,min,GuioLe99,tackles_assists,0,,,,,
player,201010110nyj,min,GuioLe99,tackles_loss,1,,,,,
player,201010110nyj,min,GuioLe99,qb_hits,0,,,,,
player,201010110nyj,min,GuioLe99,fumbles_rec,0,,,,,
player,201010110nyj,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201010110nyj,min,GuioLe99,fumbles_forced,0,,,,,
player,201010110nyj,min,HendEr99,def_int,0,,,,,
player,201010110nyj,min,HendEr99,def_int_yds,0,,,,,
player,201010110nyj,min,HendEr99,def_int_td,0,,,,,
player,201010110nyj,min,HendEr99,def_int_long,0,,,,,
player,201010110nyj,min,HendEr99,pass_defended,0,,,,,
player,201010110nyj,min,HendEr99,sacks,0.0,,,,,
player,201010110nyj,min,HendEr99,tackles_combined,1,,,,,
player,201010110nyj,min,HendEr99,tackles_solo,1,,,,,
player,201010110nyj,min,HendEr99,tackles_assists,0,,,,,
player,201010110nyj,min,HendEr99,tackles_loss,0,,,,,
player,201010110nyj,min,HendEr99,qb_hits,0,,,,,
player,201010110nyj,min,HendEr99,fumbles_rec,0,,,,,
player,201010110nyj,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,HendEr99,fumbles_rec_td,0,,,,,
player,201010110nyj,min,HendEr99,fumbles_forced,0,,,,,
player,201010110nyj,min,OnatKe00,def_int,0,,,,,
player,201010110nyj,min,OnatKe00,def_int_yds,0,,,,,
player,201010110nyj,min,OnatKe00,def_int_td,0,,,,,
player,201010110nyj,min,OnatKe00,def_int_long,0,,,,,
player,201010110nyj,min,OnatKe00,pass_defended,0,,,,,
player,201010110nyj,min,OnatKe00,sacks,0.0,,,,,
player,201010110nyj,min,OnatKe00,tackles_combined,1,,,,,
player,201010110nyj,min,OnatKe00,tackles_solo,1,,,,,
player,201010110nyj,min,OnatKe00,tackles_assists,0,,,,,
player,201010110nyj,min,OnatKe00,tackles_loss,0,,,,,
player,201010110nyj,min,OnatKe00,qb_hits,0,,,,,
player,201010110nyj,min,OnatKe00,fumbles_rec,0,,,,,
player,201010110nyj,min,OnatKe00,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,OnatKe00,fumbles_rec_td,0,,,,,
player,201010110nyj,min,OnatKe00,fumbles_forced,0,,,,,
player,201010110nyj,min,RobiBr98,def_int,0,,,,,
player,201010110nyj,min,RobiBr98,def_int_yds,0,,,,,
player,201010110nyj,min,RobiBr98,def_int_td,0,,,,,
player,201010110nyj,min,RobiBr98,def_int_long,0,,,,,
player,201010110nyj,min,RobiBr98,pass_defended,0,,,,,
player,201010110nyj,min,RobiBr98,sacks,0.0,,,,,
player,201010110nyj,min,RobiBr98,tackles_combined,1,,,,,
player,201010110nyj,min,RobiBr98,tackles_solo,1,,,,,
player,201010110nyj,min,RobiBr98,tackles_assists,0,,,,,
player,201010110nyj,min,RobiBr98,tackles_loss,0,,,,,
player,201010110nyj,min,RobiBr98,qb_hits,0,,,,,
player,201010110nyj,min,RobiBr98,fumbles_rec,0,,,,,
player,201010110nyj,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201010110nyj,min,RobiBr98,fumbles_forced,0,,,,,
player,201010110nyj,min,WillPa20,def_int,0,,,,,
player,201010110nyj,min,WillPa20,def_int_yds,0,,,,,
player,201010110nyj,min,WillPa20,def_int_td,0,,,,,
player,201010110nyj,min,WillPa20,def_int_long,0,,,,,
player,201010110nyj,min,WillPa20,pass_defended,0,,,,,
player,201010110nyj,min,WillPa20,sacks,0.0,,,,,
player,201010110nyj,min,WillPa20,tackles_combined,1,,,,,
player,201010110nyj,min,WillPa20,tackles_solo,1,,,,,
player,201010110nyj,min,WillPa20,tackles_assists,0,,,,,
player,201010110nyj,min,WillPa20,tackles_loss,0,,,,,
player,201010110nyj,min,WillPa20,qb_hits,0,,,,,
player,201010110nyj,min,WillPa20,fumbles_rec,0,,,,,
player,201010110nyj,min,WillPa20,fumbles_rec_yds,0,,,,,
player,201010110nyj,min,WillPa20,fumbles_rec_td,0,,,,,
player,201010110nyj,min,WillPa20,fumbles_forced,0,,,,,
player,201010110nyj,nyj,LoweDw99,def_int,1,,,,,
player,201010110nyj,nyj,LoweDw99,def_int_yds,26,,,,,
player,201010110nyj,nyj,LoweDw99,def_int_td,1,,,,,
player,201010110nyj,nyj,LoweDw99,def_int_long,26,,,,,
player,201010110nyj,nyj,LoweDw99,pass_defended,1,,,,,
player,201010110nyj,nyj,LoweDw99,sacks,0.0,,,,,
player,201010110nyj,nyj,LoweDw99,tackles_combined,2,,,,,
player,201010110nyj,nyj,LoweDw99,tackles_solo,1,,,,,
player,201010110nyj,nyj,LoweDw99,tackles_assists,1,,,,,
player,201010110nyj,nyj,LoweDw99,tackles_loss,0,,,,,
player,201010110nyj,nyj,LoweDw99,qb_hits,0,,,,,
player,201010110nyj,nyj,LoweDw99,fumbles_rec,0,,,,,
player,201010110nyj,nyj,LoweDw99,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,LoweDw99,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,LoweDw99,fumbles_forced,0,,,,,
player,201010110nyj,nyj,PaceCa20,def_int,0,,,,,
player,201010110nyj,nyj,PaceCa20,def_int_yds,0,,,,,
player,201010110nyj,nyj,PaceCa20,def_int_td,0,,,,,
player,201010110nyj,nyj,PaceCa20,def_int_long,0,,,,,
player,201010110nyj,nyj,PaceCa20,pass_defended,0,,,,,
player,201010110nyj,nyj,PaceCa20,sacks,1.5,,,,,
player,201010110nyj,nyj,PaceCa20,tackles_combined,3,,,,,
player,201010110nyj,nyj,PaceCa20,tackles_solo,2,,,,,
player,201010110nyj,nyj,PaceCa20,tackles_assists,1,,,,,
player,201010110nyj,nyj,PaceCa20,tackles_loss,0,,,,,
player,201010110nyj,nyj,PaceCa20,qb_hits,3,,,,,
player,201010110nyj,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201010110nyj,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201010110nyj,nyj,ColeDr20,def_int,0,,,,,
player,201010110nyj,nyj,ColeDr20,def_int_yds,0,,,,,
player,201010110nyj,nyj,ColeDr20,def_int_td,0,,,,,
player,201010110nyj,nyj,ColeDr20,def_int_long,0,,,,,
player,201010110nyj,nyj,ColeDr20,pass_defended,0,,,,,
player,201010110nyj,nyj,ColeDr20,sacks,1.0,,,,,
player,201010110nyj,nyj,ColeDr20,tackles_combined,3,,,,,
player,201010110nyj,nyj,ColeDr20,tackles_solo,2,,,,,
player,201010110nyj,nyj,ColeDr20,tackles_assists,1,,,,,
player,201010110nyj,nyj,ColeDr20,tackles_loss,1,,,,,
player,201010110nyj,nyj,ColeDr20,qb_hits,1,,,,,
player,201010110nyj,nyj,ColeDr20,fumbles_rec,0,,,,,
player,201010110nyj,nyj,ColeDr20,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,ColeDr20,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,ColeDr20,fumbles_forced,0,,,,,
player,201010110nyj,nyj,TaylJa03,def_int,0,,,,,
player,201010110nyj,nyj,TaylJa03,def_int_yds,0,,,,,
player,201010110nyj,nyj,TaylJa03,def_int_td,0,,,,,
player,201010110nyj,nyj,TaylJa03,def_int_long,0,,,,,
player,201010110nyj,nyj,TaylJa03,pass_defended,0,,,,,
player,201010110nyj,nyj,TaylJa03,sacks,1.0,,,,,
player,201010110nyj,nyj,TaylJa03,tackles_combined,2,,,,,
player,201010110nyj,nyj,TaylJa03,tackles_solo,2,,,,,
player,201010110nyj,nyj,TaylJa03,tackles_assists,0,,,,,
player,201010110nyj,nyj,TaylJa03,tackles_loss,0,,,,,
player,201010110nyj,nyj,TaylJa03,qb_hits,1,,,,,
player,201010110nyj,nyj,TaylJa03,fumbles_rec,0,,,,,
player,201010110nyj,nyj,TaylJa03,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,TaylJa03,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,TaylJa03,fumbles_forced,1,,,,,
player,201010110nyj,nyj,ElliSh00,def_int,0,,,,,
player,201010110nyj,nyj,ElliSh00,def_int_yds,0,,,,,
player,201010110nyj,nyj,ElliSh00,def_int_td,0,,,,,
player,201010110nyj,nyj,ElliSh00,def_int_long,0,,,,,
player,201010110nyj,nyj,ElliSh00,pass_defended,0,,,,,
player,201010110nyj,nyj,ElliSh00,sacks,0.5,,,,,
player,201010110nyj,nyj,ElliSh00,tackles_combined,4,,,,,
player,201010110nyj,nyj,ElliSh00,tackles_solo,1,,,,,
player,201010110nyj,nyj,ElliSh00,tackles_assists,3,,,,,
player,201010110nyj,nyj,ElliSh00,tackles_loss,0,,,,,
player,201010110nyj,nyj,ElliSh00,qb_hits,1,,,,,
player,201010110nyj,nyj,ElliSh00,fumbles_rec,0,,,,,
player,201010110nyj,nyj,ElliSh00,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,ElliSh00,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,ElliSh00,fumbles_forced,0,,,,,
player,201010110nyj,nyj,HarrDa99,def_int,0,,,,,
player,201010110nyj,nyj,HarrDa99,def_int_yds,0,,,,,
player,201010110nyj,nyj,HarrDa99,def_int_td,0,,,,,
player,201010110nyj,nyj,HarrDa99,def_int_long,0,,,,,
player,201010110nyj,nyj,HarrDa99,pass_defended,0,,,,,
player,201010110nyj,nyj,HarrDa99,sacks,0.0,,,,,
player,201010110nyj,nyj,HarrDa99,tackles_combined,9,,,,,
player,201010110nyj,nyj,HarrDa99,tackles_solo,3,,,,,
player,201010110nyj,nyj,HarrDa99,tackles_assists,6,,,,,
player,201010110nyj,nyj,HarrDa99,tackles_loss,0,,,,,
player,201010110nyj,nyj,HarrDa99,qb_hits,0,,,,,
player,201010110nyj,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201010110nyj,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201010110nyj,nyj,LeonJi23,def_int,0,,,,,
player,201010110nyj,nyj,LeonJi23,def_int_yds,0,,,,,
player,201010110nyj,nyj,LeonJi23,def_int_td,0,,,,,
player,201010110nyj,nyj,LeonJi23,def_int_long,0,,,,,
player,201010110nyj,nyj,LeonJi23,pass_defended,0,,,,,
player,201010110nyj,nyj,LeonJi23,sacks,0.0,,,,,
player,201010110nyj,nyj,LeonJi23,tackles_combined,9,,,,,
player,201010110nyj,nyj,LeonJi23,tackles_solo,9,,,,,
player,201010110nyj,nyj,LeonJi23,tackles_assists,0,,,,,
player,201010110nyj,nyj,LeonJi23,tackles_loss,0,,,,,
player,201010110nyj,nyj,LeonJi23,qb_hits,1,,,,,
player,201010110nyj,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201010110nyj,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201010110nyj,nyj,DeViMi99,def_int,0,,,,,
player,201010110nyj,nyj,DeViMi99,def_int_yds,0,,,,,
player,201010110nyj,nyj,DeViMi99,def_int_td,0,,,,,
player,201010110nyj,nyj,DeViMi99,def_int_long,0,,,,,
player,201010110nyj,nyj,DeViMi99,pass_defended,0,,,,,
player,201010110nyj,nyj,DeViMi99,sacks,0.0,,,,,
player,201010110nyj,nyj,DeViMi99,tackles_combined,5,,,,,
player,201010110nyj,nyj,DeViMi99,tackles_solo,0,,,,,
player,201010110nyj,nyj,DeViMi99,tackles_assists,5,,,,,
player,201010110nyj,nyj,DeViMi99,tackles_loss,0,,,,,
player,201010110nyj,nyj,DeViMi99,qb_hits,0,,,,,
player,201010110nyj,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201010110nyj,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201010110nyj,nyj,PouhSi20,def_int,0,,,,,
player,201010110nyj,nyj,PouhSi20,def_int_yds,0,,,,,
player,201010110nyj,nyj,PouhSi20,def_int_td,0,,,,,
player,201010110nyj,nyj,PouhSi20,def_int_long,0,,,,,
player,201010110nyj,nyj,PouhSi20,pass_defended,0,,,,,
player,201010110nyj,nyj,PouhSi20,sacks,0.0,,,,,
player,201010110nyj,nyj,PouhSi20,tackles_combined,5,,,,,
player,201010110nyj,nyj,PouhSi20,tackles_solo,2,,,,,
player,201010110nyj,nyj,PouhSi20,tackles_assists,3,,,,,
player,201010110nyj,nyj,PouhSi20,tackles_loss,0,,,,,
player,201010110nyj,nyj,PouhSi20,qb_hits,0,,,,,
player,201010110nyj,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201010110nyj,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201010110nyj,nyj,PoolBr20,def_int,0,,,,,
player,201010110nyj,nyj,PoolBr20,def_int_yds,0,,,,,
player,201010110nyj,nyj,PoolBr20,def_int_td,0,,,,,
player,201010110nyj,nyj,PoolBr20,def_int_long,0,,,,,
player,201010110nyj,nyj,PoolBr20,pass_defended,2,,,,,
player,201010110nyj,nyj,PoolBr20,sacks,0.0,,,,,
player,201010110nyj,nyj,PoolBr20,tackles_combined,3,,,,,
player,201010110nyj,nyj,PoolBr20,tackles_solo,1,,,,,
player,201010110nyj,nyj,PoolBr20,tackles_assists,2,,,,,
player,201010110nyj,nyj,PoolBr20,tackles_loss,0,,,,,
player,201010110nyj,nyj,PoolBr20,qb_hits,0,,,,,
player,201010110nyj,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201010110nyj,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201010110nyj,nyj,ScotBa20,def_int,0,,,,,
player,201010110nyj,nyj,ScotBa20,def_int_yds,0,,,,,
player,201010110nyj,nyj,ScotBa20,def_int_td,0,,,,,
player,201010110nyj,nyj,ScotBa20,def_int_long,0,,,,,
player,201010110nyj,nyj,ScotBa20,pass_defended,0,,,,,
player,201010110nyj,nyj,ScotBa20,sacks,0.0,,,,,
player,201010110nyj,nyj,ScotBa20,tackles_combined,3,,,,,
player,201010110nyj,nyj,ScotBa20,tackles_solo,1,,,,,
player,201010110nyj,nyj,ScotBa20,tackles_assists,2,,,,,
player,201010110nyj,nyj,ScotBa20,tackles_loss,0,,,,,
player,201010110nyj,nyj,ScotBa20,qb_hits,0,,,,,
player,201010110nyj,nyj,ScotBa20,fumbles_rec,1,,,,,
player,201010110nyj,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201010110nyj,nyj,SmitEr22,def_int,0,,,,,
player,201010110nyj,nyj,SmitEr22,def_int_yds,0,,,,,
player,201010110nyj,nyj,SmitEr22,def_int_td,0,,,,,
player,201010110nyj,nyj,SmitEr22,def_int_long,0,,,,,
player,201010110nyj,nyj,SmitEr22,pass_defended,0,,,,,
player,201010110nyj,nyj,SmitEr22,sacks,0.0,,,,,
player,201010110nyj,nyj,SmitEr22,tackles_combined,3,,,,,
player,201010110nyj,nyj,SmitEr22,tackles_solo,1,,,,,
player,201010110nyj,nyj,SmitEr22,tackles_assists,2,,,,,
player,201010110nyj,nyj,SmitEr22,tackles_loss,0,,,,,
player,201010110nyj,nyj,SmitEr22,qb_hits,0,,,,,
player,201010110nyj,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201010110nyj,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201010110nyj,nyj,ThomBr21,def_int,0,,,,,
player,201010110nyj,nyj,ThomBr21,def_int_yds,0,,,,,
player,201010110nyj,nyj,ThomBr21,def_int_td,0,,,,,
player,201010110nyj,nyj,ThomBr21,def_int_long,0,,,,,
player,201010110nyj,nyj,ThomBr21,pass_defended,0,,,,,
player,201010110nyj,nyj,ThomBr21,sacks,0.0,,,,,
player,201010110nyj,nyj,ThomBr21,tackles_combined,3,,,,,
player,201010110nyj,nyj,ThomBr21,tackles_solo,0,,,,,
player,201010110nyj,nyj,ThomBr21,tackles_assists,3,,,,,
player,201010110nyj,nyj,ThomBr21,tackles_loss,0,,,,,
player,201010110nyj,nyj,ThomBr21,qb_hits,0,,,,,
player,201010110nyj,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201010110nyj,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201010110nyj,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201010110nyj,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201010110nyj,nyj,ColeMa01,def_int,0,,,,,
player,201010110nyj,nyj,ColeMa01,def_int_yds,0,,,,,
player,201010110nyj,nyj,ColeMa01,def_int_td,0,,,,,
player,201010110nyj,nyj,ColeMa01,def_int_long,0,,,,,
player,201010110nyj,nyj,ColeMa01,pass_defended,1,,,,,
player,201010110nyj,nyj,ColeMa01,sacks,0.0,,,,,
