game,2010,2,20100919,201009190clt,nyg,"New York Giants",14,clt,"Indianapolis Colts",38
player,201009190clt,clt,HumbRa00,tackles_combined,1,,,,,
player,201009190clt,clt,HumbRa00,tackles_solo,0,,,,,
player,201009190clt,clt,HumbRa00,tackles_assists,1,,,,,
player,201009190clt,clt,HumbRa00,tackles_loss,0,,,,,
player,201009190clt,clt,HumbRa00,qb_hits,0,,,,,
player,201009190clt,clt,HumbRa00,fumbles_rec,0,,,,,
player,201009190clt,clt,HumbRa00,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,HumbRa00,fumbles_rec_td,0,,,,,
player,201009190clt,clt,HumbRa00,fumbles_forced,0,,,,,
player,201009190clt,clt,JohnAn03,def_int,0,,,,,
player,201009190clt,clt,JohnAn03,def_int_yds,0,,,,,
player,201009190clt,clt,JohnAn03,def_int_td,0,,,,,
player,201009190clt,clt,JohnAn03,def_int_long,0,,,,,
player,201009190clt,clt,JohnAn03,pass_defended,0,,,,,
player,201009190clt,clt,JohnAn03,sacks,0.0,,,,,
player,201009190clt,clt,JohnAn03,tackles_combined,1,,,,,
player,201009190clt,clt,JohnAn03,tackles_solo,1,,,,,
player,201009190clt,clt,JohnAn03,tackles_assists,0,,,,,
player,201009190clt,clt,JohnAn03,tackles_loss,0,,,,,
player,201009190clt,clt,JohnAn03,qb_hits,0,,,,,
player,201009190clt,clt,JohnAn03,fumbles_rec,0,,,,,
player,201009190clt,clt,JohnAn03,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,JohnAn03,fumbles_rec_td,0,,,,,
player,201009190clt,clt,JohnAn03,fumbles_forced,0,,,,,
player,201009190clt,clt,KingMi99,def_int,0,,,,,
player,201009190clt,clt,KingMi99,def_int_yds,0,,,,,
player,201009190clt,clt,KingMi99,def_int_td,0,,,,,
player,201009190clt,clt,KingMi99,def_int_long,0,,,,,
player,201009190clt,clt,KingMi99,pass_defended,0,,,,,
player,201009190clt,clt,KingMi99,sacks,0.0,,,,,
player,201009190clt,clt,KingMi99,tackles_combined,1,,,,,
player,201009190clt,clt,KingMi99,tackles_solo,0,,,,,
player,201009190clt,clt,KingMi99,tackles_assists,1,,,,,
player,201009190clt,clt,KingMi99,tackles_loss,0,,,,,
player,201009190clt,clt,KingMi99,qb_hits,0,,,,,
player,201009190clt,clt,KingMi99,fumbles_rec,0,,,,,
player,201009190clt,clt,KingMi99,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,KingMi99,fumbles_rec_td,0,,,,,
player,201009190clt,clt,KingMi99,fumbles_forced,0,,,,,
player,201009190clt,clt,LaceJa99,def_int,0,,,,,
player,201009190clt,clt,LaceJa99,def_int_yds,0,,,,,
player,201009190clt,clt,LaceJa99,def_int_td,0,,,,,
player,201009190clt,clt,LaceJa99,def_int_long,0,,,,,
player,201009190clt,clt,LaceJa99,pass_defended,0,,,,,
player,201009190clt,clt,LaceJa99,sacks,0.0,,,,,
player,201009190clt,clt,LaceJa99,tackles_combined,1,,,,,
player,201009190clt,clt,LaceJa99,tackles_solo,1,,,,,
player,201009190clt,clt,LaceJa99,tackles_assists,0,,,,,
player,201009190clt,clt,LaceJa99,tackles_loss,0,,,,,
player,201009190clt,clt,LaceJa99,qb_hits,0,,,,,
player,201009190clt,clt,LaceJa99,fumbles_rec,0,,,,,
player,201009190clt,clt,LaceJa99,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,LaceJa99,fumbles_rec_td,0,,,,,
player,201009190clt,clt,LaceJa99,fumbles_forced,0,,,,,
player,201009190clt,clt,MoalFi99,def_int,0,,,,,
player,201009190clt,clt,MoalFi99,def_int_yds,0,,,,,
player,201009190clt,clt,MoalFi99,def_int_td,0,,,,,
player,201009190clt,clt,MoalFi99,def_int_long,0,,,,,
player,201009190clt,clt,MoalFi99,pass_defended,0,,,,,
player,201009190clt,clt,MoalFi99,sacks,0.0,,,,,
player,201009190clt,clt,MoalFi99,tackles_combined,1,,,,,
player,201009190clt,clt,MoalFi99,tackles_solo,1,,,,,
player,201009190clt,clt,MoalFi99,tackles_assists,0,,,,,
player,201009190clt,clt,MoalFi99,tackles_loss,1,,,,,
player,201009190clt,clt,MoalFi99,qb_hits,0,,,,,
player,201009190clt,clt,MoalFi99,fumbles_rec,1,,,,,
player,201009190clt,clt,MoalFi99,fumbles_rec_yds,1,,,,,
player,201009190clt,clt,MoalFi99,fumbles_rec_td,1,,,,,
player,201009190clt,clt,MoalFi99,fumbles_forced,0,,,,,
player,201009190clt,clt,TammJa00,def_int,0,,,,,
player,201009190clt,clt,TammJa00,def_int_yds,0,,,,,
player,201009190clt,clt,TammJa00,def_int_td,0,,,,,
player,201009190clt,clt,TammJa00,def_int_long,0,,,,,
player,201009190clt,clt,TammJa00,pass_defended,0,,,,,
player,201009190clt,clt,TammJa00,sacks,0.0,,,,,
player,201009190clt,clt,TammJa00,tackles_combined,1,,,,,
player,201009190clt,clt,TammJa00,tackles_solo,1,,,,,
player,201009190clt,clt,TammJa00,tackles_assists,0,,,,,
player,201009190clt,clt,TammJa00,tackles_loss,0,,,,,
player,201009190clt,clt,TammJa00,qb_hits,0,,,,,
player,201009190clt,clt,TammJa00,fumbles_rec,0,,,,,
player,201009190clt,clt,TammJa00,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,TammJa00,fumbles_rec_td,0,,,,,
player,201009190clt,clt,TammJa00,fumbles_forced,0,,,,,
player,201009190clt,clt,TownDe20,def_int,0,,,,,
player,201009190clt,clt,TownDe20,def_int_yds,0,,,,,
player,201009190clt,clt,TownDe20,def_int_td,0,,,,,
player,201009190clt,clt,TownDe20,def_int_long,0,,,,,
player,201009190clt,clt,TownDe20,pass_defended,0,,,,,
player,201009190clt,clt,TownDe20,sacks,0.0,,,,,
player,201009190clt,clt,TownDe20,tackles_combined,1,,,,,
player,201009190clt,clt,TownDe20,tackles_solo,1,,,,,
player,201009190clt,clt,TownDe20,tackles_assists,0,,,,,
player,201009190clt,clt,TownDe20,tackles_loss,0,,,,,
player,201009190clt,clt,TownDe20,qb_hits,0,,,,,
player,201009190clt,clt,TownDe20,fumbles_rec,0,,,,,
player,201009190clt,clt,TownDe20,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,TownDe20,fumbles_rec_td,0,,,,,
player,201009190clt,clt,TownDe20,fumbles_forced,0,,,,,
player,201009190clt,nyg,ReynDa00,kick_ret,2,,,,,
player,201009190clt,nyg,ReynDa00,kick_ret_yds,25,,,,,
player,201009190clt,nyg,ReynDa00,kick_ret_yds_per_ret,12.5,,,,,
player,201009190clt,nyg,ReynDa00,kick_ret_td,0,,,,,
player,201009190clt,nyg,ReynDa00,kick_ret_long,18,,,,,
player,201009190clt,nyg,ReynDa00,punt_ret,1,,,,,
player,201009190clt,nyg,ReynDa00,punt_ret_yds,3,,,,,
player,201009190clt,nyg,ReynDa00,punt_ret_yds_per_ret,3.0,,,,,
player,201009190clt,nyg,ReynDa00,punt_ret_td,0,,,,,
player,201009190clt,nyg,ReynDa00,punt_ret_long,3,,,,,
player,201009190clt,clt,PoweJe99,kick_ret,0,,,,,
player,201009190clt,clt,PoweJe99,kick_ret_yds,0,,,,,
player,201009190clt,clt,PoweJe99,kick_ret_yds_per_ret,,,,,,
player,201009190clt,clt,PoweJe99,kick_ret_td,0,,,,,
player,201009190clt,clt,PoweJe99,kick_ret_long,0,,,,,
player,201009190clt,clt,PoweJe99,punt_ret,3,,,,,
player,201009190clt,clt,PoweJe99,punt_ret_yds,24,,,,,
player,201009190clt,clt,PoweJe99,punt_ret_yds_per_ret,8.0,,,,,
player,201009190clt,clt,PoweJe99,punt_ret_td,0,,,,,
player,201009190clt,clt,PoweJe99,punt_ret_long,12,,,,,
player,201009190clt,clt,MoorDe01,kick_ret,2,,,,,
player,201009190clt,clt,MoorDe01,kick_ret_yds,40,,,,,
player,201009190clt,clt,MoorDe01,kick_ret_yds_per_ret,20.0,,,,,
player,201009190clt,clt,MoorDe01,kick_ret_td,0,,,,,
player,201009190clt,clt,MoorDe01,kick_ret_long,20,,,,,
player,201009190clt,clt,MoorDe01,punt_ret,0,,,,,
player,201009190clt,clt,MoorDe01,punt_ret_yds,0,,,,,
player,201009190clt,clt,MoorDe01,punt_ret_yds_per_ret,,,,,,
player,201009190clt,clt,MoorDe01,punt_ret_td,0,,,,,
player,201009190clt,clt,MoorDe01,punt_ret_long,0,,,,,
player,201009190clt,nyg,tyneslaw01,xpm,2,,,,,
player,201009190clt,nyg,tyneslaw01,xpa,2,,,,,
player,201009190clt,nyg,tyneslaw01,fgm,,,,,,
player,201009190clt,nyg,tyneslaw01,fga,,,,,,
player,201009190clt,nyg,tyneslaw01,punt,0,,,,,
player,201009190clt,nyg,tyneslaw01,punt_yds,0,,,,,
player,201009190clt,nyg,tyneslaw01,punt_yds_per_punt,,,,,,
player,201009190clt,nyg,tyneslaw01,punt_long,0,,,,,
player,201009190clt,nyg,DodgMa99,xpm,,,,,,
player,201009190clt,nyg,DodgMa99,xpa,,,,,,
player,201009190clt,nyg,DodgMa99,fgm,,,,,,
player,201009190clt,nyg,DodgMa99,fga,,,,,,
player,201009190clt,nyg,DodgMa99,punt,6,,,,,
player,201009190clt,nyg,DodgMa99,punt_yds,271,,,,,
player,201009190clt,nyg,DodgMa99,punt_yds_per_punt,45.2,,,,,
player,201009190clt,nyg,DodgMa99,punt_long,62,,,,,
player,201009190clt,clt,vinatada01,xpm,5,,,,,
player,201009190clt,clt,vinatada01,xpa,5,,,,,
player,201009190clt,clt,vinatada01,fgm,1,,,,,
player,201009190clt,clt,vinatada01,fga,1,,,,,
player,201009190clt,clt,vinatada01,punt,0,,,,,
player,201009190clt,clt,vinatada01,punt_yds,0,,,,,
player,201009190clt,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201009190clt,clt,vinatada01,punt_long,0,,,,,
player,201009190clt,clt,McAfPa44,xpm,,,,,,
player,201009190clt,clt,McAfPa44,xpa,,,,,,
player,201009190clt,clt,McAfPa44,fgm,,,,,,
player,201009190clt,clt,McAfPa44,fga,,,,,,
player,201009190clt,clt,McAfPa44,punt,5,,,,,
player,201009190clt,clt,McAfPa44,punt_yds,205,,,,,
player,201009190clt,clt,McAfPa44,punt_yds_per_punt,41.0,,,,,
player,201009190clt,clt,McAfPa44,punt_long,49,,,,,
