game,2010,9,20101107,201011070rav,mia,"Miami Dolphins",10,rav,"Baltimore Ravens",26
team,201011070rav,mia,First Downs,17,,,,,,
team,201011070rav,rav,First Downs,23,,,,,,
team,201011070rav,mia,Rush-Yds-TDs,17-73-1,,,,,,
team,201011070rav,rav,Rush-Yds-TDs,39-146-0,,,,,,
team,201011070rav,mia,Cmp-Att-Yd-TD-INT,22-34-231-0-3,,,,,,
team,201011070rav,rav,Cmp-Att-Yd-TD-INT,21-28-279-2-0,,,,,,
team,201011070rav,mia,Sacked-Yards,2-15,,,,,,
team,201011070rav,rav,Sacked-Yards,4-23,,,,,,
team,201011070rav,mia,Net Pass Yards,216,,,,,,
team,201011070rav,rav,Net Pass Yards,256,,,,,,
team,201011070rav,mia,Total Yards,289,,,,,,
team,201011070rav,rav,Total Yards,402,,,,,,
team,201011070rav,mia,Fumbles-Lost,3-0,,,,,,
team,201011070rav,rav,Fumbles-Lost,1-0,,,,,,
team,201011070rav,mia,Turnovers,3,,,,,,
team,201011070rav,rav,Turnovers,0,,,,,,
team,201011070rav,mia,Penalties-Yards,4-23,,,,,,
team,201011070rav,rav,Penalties-Yards,5-40,,,,,,
team,201011070rav,mia,Third Down Conv.,6-12,,,,,,
team,201011070rav,rav,Third Down Conv.,6-13,,,,,,
team,201011070rav,mia,Fourth Down Conv.,0-0,,,,,,
team,201011070rav,rav,Fourth Down Conv.,1-2,,,,,,
team,201011070rav,mia,Time of Possession,21:38,,,,,,
team,201011070rav,rav,Time of Possession,38:22,,,,,,
player,201011070rav,mia,HennCh01,pass_cmp,22,,,,,
player,201011070rav,mia,HennCh01,pass_att,34,,,,,
player,201011070rav,mia,HennCh01,pass_yds,231,,,,,
player,201011070rav,mia,HennCh01,pass_td,0,,,,,
player,201011070rav,mia,HennCh01,pass_int,3,,,,,
player,201011070rav,mia,HennCh01,pass_sacked,2,,,,,
player,201011070rav,mia,HennCh01,pass_sacked_yds,15,,,,,
player,201011070rav,mia,HennCh01,pass_long,34,,,,,
player,201011070rav,mia,HennCh01,pass_rating,47.5,,,,,
player,201011070rav,mia,HennCh01,rush_att,6,,,,,
player,201011070rav,mia,HennCh01,rush_yds,13,,,,,
player,201011070rav,mia,HennCh01,rush_td,0,,,,,
player,201011070rav,mia,HennCh01,rush_long,7,,,,,
player,201011070rav,mia,HennCh01,targets,0,,,,,
player,201011070rav,mia,HennCh01,rec,0,,,,,
player,201011070rav,mia,HennCh01,rec_yds,0,,,,,
player,201011070rav,mia,HennCh01,rec_td,0,,,,,
player,201011070rav,mia,HennCh01,rec_long,0,,,,,
player,201011070rav,mia,HennCh01,fumbles,2,,,,,
player,201011070rav,mia,HennCh01,fumbles_lost,0,,,,,
player,201011070rav,mia,BrowRo05,pass_cmp,0,,,,,
player,201011070rav,mia,BrowRo05,pass_att,0,,,,,
player,201011070rav,mia,BrowRo05,pass_yds,0,,,,,
player,201011070rav,mia,BrowRo05,pass_td,0,,,,,
player,201011070rav,mia,BrowRo05,pass_int,0,,,,,
player,201011070rav,mia,BrowRo05,pass_sacked,0,,,,,
player,201011070rav,mia,BrowRo05,pass_sacked_yds,,,,,,
player,201011070rav,mia,BrowRo05,pass_long,0,,,,,
player,201011070rav,mia,BrowRo05,pass_rating,,,,,,
player,201011070rav,mia,BrowRo05,rush_att,9,,,,,
player,201011070rav,mia,BrowRo05,rush_yds,59,,,,,
player,201011070rav,mia,BrowRo05,rush_td,1,,,,,
player,201011070rav,mia,BrowRo05,rush_long,14,,,,,
player,201011070rav,mia,BrowRo05,targets,6,,,,,
player,201011070rav,mia,BrowRo05,rec,5,,,,,
player,201011070rav,mia,BrowRo05,rec_yds,40,,,,,
player,201011070rav,mia,BrowRo05,rec_td,0,,,,,
player,201011070rav,mia,BrowRo05,rec_long,14,,,,,
player,201011070rav,mia,BrowRo05,fumbles,0,,,,,
player,201011070rav,mia,BrowRo05,fumbles_lost,,,,,,
player,201011070rav,mia,WillRi00,pass_cmp,0,,,,,
player,201011070rav,mia,WillRi00,pass_att,0,,,,,
player,201011070rav,mia,WillRi00,pass_yds,0,,,,,
player,201011070rav,mia,WillRi00,pass_td,0,,,,,
player,201011070rav,mia,WillRi00,pass_int,0,,,,,
player,201011070rav,mia,WillRi00,pass_sacked,,,,,,
player,201011070rav,mia,WillRi00,pass_sacked_yds,,,,,,
player,201011070rav,mia,WillRi00,pass_long,0,,,,,
player,201011070rav,mia,WillRi00,pass_rating,,,,,,
player,201011070rav,mia,WillRi00,rush_att,2,,,,,
player,201011070rav,mia,WillRi00,rush_yds,1,,,,,
player,201011070rav,mia,WillRi00,rush_td,0,,,,,
player,201011070rav,mia,WillRi00,rush_long,1,,,,,
player,201011070rav,mia,WillRi00,targets,0,,,,,
player,201011070rav,mia,WillRi00,rec,0,,,,,
player,201011070rav,mia,WillRi00,rec_yds,0,,,,,
player,201011070rav,mia,WillRi00,rec_td,0,,,,,
player,201011070rav,mia,WillRi00,rec_long,0,,,,,
player,201011070rav,mia,WillRi00,fumbles,0,,,,,
player,201011070rav,mia,WillRi00,fumbles_lost,,,,,,
player,201011070rav,mia,HartBr00,pass_cmp,0,,,,,
player,201011070rav,mia,HartBr00,pass_att,0,,,,,
player,201011070rav,mia,HartBr00,pass_yds,0,,,,,
player,201011070rav,mia,HartBr00,pass_td,0,,,,,
player,201011070rav,mia,HartBr00,pass_int,0,,,,,
player,201011070rav,mia,HartBr00,pass_sacked,,,,,,
player,201011070rav,mia,HartBr00,pass_sacked_yds,,,,,,
player,201011070rav,mia,HartBr00,pass_long,0,,,,,
player,201011070rav,mia,HartBr00,pass_rating,,,,,,
player,201011070rav,mia,HartBr00,rush_att,0,,,,,
player,201011070rav,mia,HartBr00,rush_yds,0,,,,,
player,201011070rav,mia,HartBr00,rush_td,0,,,,,
player,201011070rav,mia,HartBr00,rush_long,0,,,,,
player,201011070rav,mia,HartBr00,targets,5,,,,,
player,201011070rav,mia,HartBr00,rec,4,,,,,
player,201011070rav,mia,HartBr00,rec_yds,85,,,,,
player,201011070rav,mia,HartBr00,rec_td,0,,,,,
player,201011070rav,mia,HartBr00,rec_long,34,,,,,
player,201011070rav,mia,HartBr00,fumbles,0,,,,,
player,201011070rav,mia,HartBr00,fumbles_lost,,,,,,
player,201011070rav,mia,BessDa00,pass_cmp,0,,,,,
player,201011070rav,mia,BessDa00,pass_att,0,,,,,
player,201011070rav,mia,BessDa00,pass_yds,0,,,,,
player,201011070rav,mia,BessDa00,pass_td,0,,,,,
player,201011070rav,mia,BessDa00,pass_int,0,,,,,
player,201011070rav,mia,BessDa00,pass_sacked,,,,,,
player,201011070rav,mia,BessDa00,pass_sacked_yds,,,,,,
player,201011070rav,mia,BessDa00,pass_long,0,,,,,
player,201011070rav,mia,BessDa00,pass_rating,,,,,,
player,201011070rav,mia,BessDa00,rush_att,0,,,,,
player,201011070rav,mia,BessDa00,rush_yds,0,,,,,
player,201011070rav,mia,BessDa00,rush_td,0,,,,,
player,201011070rav,mia,BessDa00,rush_long,0,,,,,
player,201011070rav,mia,BessDa00,targets,8,,,,,
player,201011070rav,mia,BessDa00,rec,5,,,,,
player,201011070rav,mia,BessDa00,rec_yds,50,,,,,
player,201011070rav,mia,BessDa00,rec_td,0,,,,,
player,201011070rav,mia,BessDa00,rec_long,22,,,,,
player,201011070rav,mia,BessDa00,fumbles,0,,,,,
player,201011070rav,mia,BessDa00,fumbles_lost,,,,,,
player,201011070rav,mia,MarsBr00,pass_cmp,0,,,,,
player,201011070rav,mia,MarsBr00,pass_att,0,,,,,
player,201011070rav,mia,MarsBr00,pass_yds,0,,,,,
player,201011070rav,mia,MarsBr00,pass_td,0,,,,,
player,201011070rav,mia,MarsBr00,pass_int,0,,,,,
player,201011070rav,mia,MarsBr00,pass_sacked,0,,,,,
player,201011070rav,mia,MarsBr00,pass_sacked_yds,,,,,,
player,201011070rav,mia,MarsBr00,pass_long,0,,,,,
player,201011070rav,mia,MarsBr00,pass_rating,,,,,,
player,201011070rav,mia,MarsBr00,rush_att,0,,,,,
player,201011070rav,mia,MarsBr00,rush_yds,0,,,,,
player,201011070rav,mia,MarsBr00,rush_td,0,,,,,
player,201011070rav,mia,MarsBr00,rush_long,0,,,,,
player,201011070rav,mia,MarsBr00,targets,8,,,,,
player,201011070rav,mia,MarsBr00,rec,5,,,,,
player,201011070rav,mia,MarsBr00,rec_yds,30,,,,,
player,201011070rav,mia,MarsBr00,rec_td,0,,,,,
player,201011070rav,mia,MarsBr00,rec_long,21,,,,,
player,201011070rav,mia,MarsBr00,fumbles,1,,,,,
player,201011070rav,mia,MarsBr00,fumbles_lost,0,,,,,
player,201011070rav,mia,FasaAn00,pass_cmp,0,,,,,
player,201011070rav,mia,FasaAn00,pass_att,0,,,,,
player,201011070rav,mia,FasaAn00,pass_yds,0,,,,,
player,201011070rav,mia,FasaAn00,pass_td,0,,,,,
player,201011070rav,mia,FasaAn00,pass_int,0,,,,,
player,201011070rav,mia,FasaAn00,pass_sacked,,,,,,
player,201011070rav,mia,FasaAn00,pass_sacked_yds,,,,,,
player,201011070rav,mia,FasaAn00,pass_long,0,,,,,
player,201011070rav,mia,FasaAn00,pass_rating,,,,,,
player,201011070rav,mia,FasaAn00,rush_att,0,,,,,
player,201011070rav,mia,FasaAn00,rush_yds,0,,,,,
player,201011070rav,mia,FasaAn00,rush_td,0,,,,,
player,201011070rav,mia,FasaAn00,rush_long,0,,,,,
player,201011070rav,mia,FasaAn00,targets,7,,,,,
player,201011070rav,mia,FasaAn00,rec,3,,,,,
player,201011070rav,mia,FasaAn00,rec_yds,26,,,,,
player,201011070rav,mia,FasaAn00,rec_td,0,,,,,
player,201011070rav,mia,FasaAn00,rec_long,11,,,,,
player,201011070rav,mia,FasaAn00,fumbles,0,,,,,
player,201011070rav,mia,FasaAn00,fumbles_lost,,,,,,
