game,2010,11,20101121,201011210ram,atl,"Atlanta Falcons",34,ram,"St. Louis Rams",17
player,201011210ram,atl,GonzTo00,pass_sacked_yds,,,,,,
player,201011210ram,atl,GonzTo00,pass_long,0,,,,,
player,201011210ram,atl,GonzTo00,pass_rating,,,,,,
player,201011210ram,atl,GonzTo00,rush_att,0,,,,,
player,201011210ram,atl,GonzTo00,rush_yds,0,,,,,
player,201011210ram,atl,GonzTo00,rush_td,0,,,,,
player,201011210ram,atl,GonzTo00,rush_long,0,,,,,
player,201011210ram,atl,GonzTo00,targets,8,,,,,
player,201011210ram,atl,GonzTo00,rec,4,,,,,
player,201011210ram,atl,GonzTo00,rec_yds,46,,,,,
player,201011210ram,atl,GonzTo00,rec_td,0,,,,,
player,201011210ram,atl,GonzTo00,rec_long,16,,,,,
player,201011210ram,atl,GonzTo00,fumbles,0,,,,,
player,201011210ram,atl,GonzTo00,fumbles_lost,,,,,,
player,201011210ram,atl,WeemEr00,pass_cmp,0,,,,,
player,201011210ram,atl,WeemEr00,pass_att,0,,,,,
player,201011210ram,atl,WeemEr00,pass_yds,0,,,,,
player,201011210ram,atl,WeemEr00,pass_td,0,,,,,
player,201011210ram,atl,WeemEr00,pass_int,0,,,,,
player,201011210ram,atl,WeemEr00,pass_sacked,,,,,,
player,201011210ram,atl,WeemEr00,pass_sacked_yds,,,,,,
player,201011210ram,atl,WeemEr00,pass_long,0,,,,,
player,201011210ram,atl,WeemEr00,pass_rating,,,,,,
player,201011210ram,atl,WeemEr00,rush_att,0,,,,,
player,201011210ram,atl,WeemEr00,rush_yds,0,,,,,
player,201011210ram,atl,WeemEr00,rush_td,0,,,,,
player,201011210ram,atl,WeemEr00,rush_long,0,,,,,
player,201011210ram,atl,WeemEr00,targets,1,,,,,
player,201011210ram,atl,WeemEr00,rec,1,,,,,
player,201011210ram,atl,WeemEr00,rec_yds,18,,,,,
player,201011210ram,atl,WeemEr00,rec_td,0,,,,,
player,201011210ram,atl,WeemEr00,rec_long,18,,,,,
player,201011210ram,atl,WeemEr00,fumbles,0,,,,,
player,201011210ram,atl,WeemEr00,fumbles_lost,,,,,,
player,201011210ram,atl,PeelJu00,pass_cmp,0,,,,,
player,201011210ram,atl,PeelJu00,pass_att,0,,,,,
player,201011210ram,atl,PeelJu00,pass_yds,0,,,,,
player,201011210ram,atl,PeelJu00,pass_td,0,,,,,
player,201011210ram,atl,PeelJu00,pass_int,0,,,,,
player,201011210ram,atl,PeelJu00,pass_sacked,,,,,,
player,201011210ram,atl,PeelJu00,pass_sacked_yds,,,,,,
player,201011210ram,atl,PeelJu00,pass_long,0,,,,,
player,201011210ram,atl,PeelJu00,pass_rating,,,,,,
player,201011210ram,atl,PeelJu00,rush_att,0,,,,,
player,201011210ram,atl,PeelJu00,rush_yds,0,,,,,
player,201011210ram,atl,PeelJu00,rush_td,0,,,,,
player,201011210ram,atl,PeelJu00,rush_long,0,,,,,
player,201011210ram,atl,PeelJu00,targets,2,,,,,
player,201011210ram,atl,PeelJu00,rec,2,,,,,
player,201011210ram,atl,PeelJu00,rec_yds,14,,,,,
player,201011210ram,atl,PeelJu00,rec_td,1,,,,,
player,201011210ram,atl,PeelJu00,rec_long,12,,,,,
player,201011210ram,atl,PeelJu00,fumbles,0,,,,,
player,201011210ram,atl,PeelJu00,fumbles_lost,,,,,,
player,201011210ram,atl,FinnBr00,pass_cmp,0,,,,,
player,201011210ram,atl,FinnBr00,pass_att,0,,,,,
player,201011210ram,atl,FinnBr00,pass_yds,0,,,,,
player,201011210ram,atl,FinnBr00,pass_td,0,,,,,
player,201011210ram,atl,FinnBr00,pass_int,0,,,,,
player,201011210ram,atl,FinnBr00,pass_sacked,,,,,,
player,201011210ram,atl,FinnBr00,pass_sacked_yds,,,,,,
player,201011210ram,atl,FinnBr00,pass_long,0,,,,,
player,201011210ram,atl,FinnBr00,pass_rating,,,,,,
player,201011210ram,atl,FinnBr00,rush_att,0,,,,,
player,201011210ram,atl,FinnBr00,rush_yds,0,,,,,
player,201011210ram,atl,FinnBr00,rush_td,0,,,,,
player,201011210ram,atl,FinnBr00,rush_long,0,,,,,
player,201011210ram,atl,FinnBr00,targets,3,,,,,
player,201011210ram,atl,FinnBr00,rec,1,,,,,
player,201011210ram,atl,FinnBr00,rec_yds,12,,,,,
player,201011210ram,atl,FinnBr00,rec_td,1,,,,,
player,201011210ram,atl,FinnBr00,rec_long,12,,,,,
player,201011210ram,atl,FinnBr00,fumbles,0,,,,,
player,201011210ram,atl,FinnBr00,fumbles_lost,,,,,,
player,201011210ram,atl,SmitAn01,pass_cmp,0,,,,,
player,201011210ram,atl,SmitAn01,pass_att,0,,,,,
player,201011210ram,atl,SmitAn01,pass_yds,0,,,,,
player,201011210ram,atl,SmitAn01,pass_td,0,,,,,
player,201011210ram,atl,SmitAn01,pass_int,0,,,,,
player,201011210ram,atl,SmitAn01,pass_sacked,,,,,,
player,201011210ram,atl,SmitAn01,pass_sacked_yds,,,,,,
player,201011210ram,atl,SmitAn01,pass_long,0,,,,,
player,201011210ram,atl,SmitAn01,pass_rating,,,,,,
player,201011210ram,atl,SmitAn01,rush_att,1,,,,,
player,201011210ram,atl,SmitAn01,rush_yds,-3,,,,,
player,201011210ram,atl,SmitAn01,rush_td,0,,,,,
player,201011210ram,atl,SmitAn01,rush_long,-3,,,,,
player,201011210ram,atl,SmitAn01,targets,1,,,,,
player,201011210ram,atl,SmitAn01,rec,0,,,,,
player,201011210ram,atl,SmitAn01,rec_yds,0,,,,,
player,201011210ram,atl,SmitAn01,rec_td,0,,,,,
player,201011210ram,atl,SmitAn01,rec_long,0,,,,,
player,201011210ram,atl,SmitAn01,fumbles,0,,,,,
player,201011210ram,atl,SmitAn01,fumbles_lost,,,,,,
player,201011210ram,atl,DougHa00,pass_cmp,,,,,,
player,201011210ram,atl,DougHa00,pass_att,,,,,,
player,201011210ram,atl,DougHa00,pass_yds,,,,,,
player,201011210ram,atl,DougHa00,pass_td,,,,,,
player,201011210ram,atl,DougHa00,pass_int,,,,,,
player,201011210ram,atl,DougHa00,pass_sacked,,,,,,
player,201011210ram,atl,DougHa00,pass_sacked_yds,,,,,,
player,201011210ram,atl,DougHa00,pass_long,,,,,,
player,201011210ram,atl,DougHa00,pass_rating,,,,,,
player,201011210ram,atl,DougHa00,rush_att,,,,,,
player,201011210ram,atl,DougHa00,rush_yds,,,,,,
player,201011210ram,atl,DougHa00,rush_td,,,,,,
player,201011210ram,atl,DougHa00,rush_long,,,,,,
player,201011210ram,atl,DougHa00,targets,1,,,,,
player,201011210ram,atl,DougHa00,rec,0,,,,,
player,201011210ram,atl,DougHa00,rec_yds,0,,,,,
player,201011210ram,atl,DougHa00,rec_td,0,,,,,
player,201011210ram,atl,DougHa00,rec_long,,,,,,
player,201011210ram,atl,DougHa00,fumbles,,,,,,
player,201011210ram,atl,DougHa00,fumbles_lost,,,,,,
player,201011210ram,ram,BradSa00,pass_cmp,27,,,,,
player,201011210ram,ram,BradSa00,pass_att,42,,,,,
player,201011210ram,ram,BradSa00,pass_yds,233,,,,,
player,201011210ram,ram,BradSa00,pass_td,2,,,,,
player,201011210ram,ram,BradSa00,pass_int,1,,,,,
player,201011210ram,ram,BradSa00,pass_sacked,0,,,,,
player,201011210ram,ram,BradSa00,pass_sacked_yds,0,,,,,
player,201011210ram,ram,BradSa00,pass_long,25,,,,,
player,201011210ram,ram,BradSa00,pass_rating,84.7,,,,,
player,201011210ram,ram,BradSa00,rush_att,1,,,,,
player,201011210ram,ram,BradSa00,rush_yds,17,,,,,
player,201011210ram,ram,BradSa00,rush_td,0,,,,,
player,201011210ram,ram,BradSa00,rush_long,17,,,,,
player,201011210ram,ram,BradSa00,targets,0,,,,,
player,201011210ram,ram,BradSa00,rec,0,,,,,
player,201011210ram,ram,BradSa00,rec_yds,0,,,,,
player,201011210ram,ram,BradSa00,rec_td,0,,,,,
player,201011210ram,ram,BradSa00,rec_long,0,,,,,
player,201011210ram,ram,BradSa00,fumbles,0,,,,,
player,201011210ram,ram,BradSa00,fumbles_lost,,,,,,
player,201011210ram,ram,JackSt00,pass_cmp,0,,,,,
player,201011210ram,ram,JackSt00,pass_att,0,,,,,
player,201011210ram,ram,JackSt00,pass_yds,0,,,,,
player,201011210ram,ram,JackSt00,pass_td,0,,,,,
player,201011210ram,ram,JackSt00,pass_int,0,,,,,
player,201011210ram,ram,JackSt00,pass_sacked,,,,,,
player,201011210ram,ram,JackSt00,pass_sacked_yds,,,,,,
player,201011210ram,ram,JackSt00,pass_long,0,,,,,
player,201011210ram,ram,JackSt00,pass_rating,,,,,,
player,201011210ram,ram,JackSt00,rush_att,11,,,,,
player,201011210ram,ram,JackSt00,rush_yds,54,,,,,
player,201011210ram,ram,JackSt00,rush_td,0,,,,,
player,201011210ram,ram,JackSt00,rush_long,16,,,,,
player,201011210ram,ram,JackSt00,targets,3,,,,,
player,201011210ram,ram,JackSt00,rec,3,,,,,
player,201011210ram,ram,JackSt00,rec_yds,7,,,,,
player,201011210ram,ram,JackSt00,rec_td,0,,,,,
player,201011210ram,ram,JackSt00,rec_long,9,,,,,
player,201011210ram,ram,JackSt00,fumbles,0,,,,,
player,201011210ram,ram,JackSt00,fumbles_lost,,,,,,
player,201011210ram,ram,AmenDa00,pass_cmp,0,,,,,
player,201011210ram,ram,AmenDa00,pass_att,0,,,,,
player,201011210ram,ram,AmenDa00,pass_yds,0,,,,,
player,201011210ram,ram,AmenDa00,pass_td,0,,,,,
player,201011210ram,ram,AmenDa00,pass_int,0,,,,,
player,201011210ram,ram,AmenDa00,pass_sacked,,,,,,
player,201011210ram,ram,AmenDa00,pass_sacked_yds,,,,,,
player,201011210ram,ram,AmenDa00,pass_long,0,,,,,
player,201011210ram,ram,AmenDa00,pass_rating,,,,,,
player,201011210ram,ram,AmenDa00,rush_att,0,,,,,
player,201011210ram,ram,AmenDa00,rush_yds,0,,,,,
player,201011210ram,ram,AmenDa00,rush_td,0,,,,,
player,201011210ram,ram,AmenDa00,rush_long,0,,,,,
player,201011210ram,ram,AmenDa00,targets,8,,,,,
player,201011210ram,ram,AmenDa00,rec,8,,,,,
player,201011210ram,ram,AmenDa00,rec_yds,63,,,,,
player,201011210ram,ram,AmenDa00,rec_td,0,,,,,
player,201011210ram,ram,AmenDa00,rec_long,18,,,,,
player,201011210ram,ram,AmenDa00,fumbles,0,,,,,
player,201011210ram,ram,AmenDa00,fumbles_lost,,,,,,
player,201011210ram,ram,RobiLa01,pass_cmp,0,,,,,
player,201011210ram,ram,RobiLa01,pass_att,0,,,,,
player,201011210ram,ram,RobiLa01,pass_yds,0,,,,,
player,201011210ram,ram,RobiLa01,pass_td,0,,,,,
player,201011210ram,ram,RobiLa01,pass_int,0,,,,,
player,201011210ram,ram,RobiLa01,pass_sacked,,,,,,
player,201011210ram,ram,RobiLa01,pass_sacked_yds,,,,,,
player,201011210ram,ram,RobiLa01,pass_long,0,,,,,
player,201011210ram,ram,RobiLa01,pass_rating,,,,,,
player,201011210ram,ram,RobiLa01,rush_att,0,,,,,
player,201011210ram,ram,RobiLa01,rush_yds,0,,,,,
player,201011210ram,ram,RobiLa01,rush_td,0,,,,,
player,201011210ram,ram,RobiLa01,rush_long,0,,,,,
player,201011210ram,ram,RobiLa01,targets,11,,,,,
player,201011210ram,ram,RobiLa01,rec,5,,,,,
player,201011210ram,ram,RobiLa01,rec_yds,55,,,,,
player,201011210ram,ram,RobiLa01,rec_td,0,,,,,
player,201011210ram,ram,RobiLa01,rec_long,24,,,,,
player,201011210ram,ram,RobiLa01,fumbles,0,,,,,
player,201011210ram,ram,RobiLa01,fumbles_lost,,,,,,
player,201011210ram,ram,HoomMi00,pass_cmp,0,,,,,
player,201011210ram,ram,HoomMi00,pass_att,0,,,,,
player,201011210ram,ram,HoomMi00,pass_yds,0,,,,,
player,201011210ram,ram,HoomMi00,pass_td,0,,,,,
player,201011210ram,ram,HoomMi00,pass_int,0,,,,,
player,201011210ram,ram,HoomMi00,pass_sacked,,,,,,
player,201011210ram,ram,HoomMi00,pass_sacked_yds,,,,,,
player,201011210ram,ram,HoomMi00,pass_long,0,,,,,
player,201011210ram,ram,HoomMi00,pass_rating,,,,,,
player,201011210ram,ram,HoomMi00,rush_att,0,,,,,
player,201011210ram,ram,HoomMi00,rush_yds,0,,,,,
player,201011210ram,ram,HoomMi00,rush_td,0,,,,,
player,201011210ram,ram,HoomMi00,rush_long,0,,,,,
player,201011210ram,ram,HoomMi00,targets,6,,,,,
player,201011210ram,ram,HoomMi00,rec,4,,,,,
player,201011210ram,ram,HoomMi00,rec_yds,46,,,,,
player,201011210ram,ram,HoomMi00,rec_td,1,,,,,
player,201011210ram,ram,HoomMi00,rec_long,25,,,,,
player,201011210ram,ram,HoomMi00,fumbles,0,,,,,
player,201011210ram,ram,HoomMi00,fumbles_lost,,,,,,
player,201011210ram,ram,GibsBr00,pass_cmp,0,,,,,
player,201011210ram,ram,GibsBr00,pass_att,0,,,,,
player,201011210ram,ram,GibsBr00,pass_yds,0,,,,,
player,201011210ram,ram,GibsBr00,pass_td,0,,,,,
player,201011210ram,ram,GibsBr00,pass_int,0,,,,,
player,201011210ram,ram,GibsBr00,pass_sacked,,,,,,
player,201011210ram,ram,GibsBr00,pass_sacked_yds,,,,,,
player,201011210ram,ram,GibsBr00,pass_long,0,,,,,
player,201011210ram,ram,GibsBr00,pass_rating,,,,,,
player,201011210ram,ram,GibsBr00,rush_att,0,,,,,
player,201011210ram,ram,GibsBr00,rush_yds,0,,,,,
player,201011210ram,ram,GibsBr00,rush_td,0,,,,,
player,201011210ram,ram,GibsBr00,rush_long,0,,,,,
player,201011210ram,ram,GibsBr00,targets,10,,,,,
player,201011210ram,ram,GibsBr00,rec,5,,,,,
player,201011210ram,ram,GibsBr00,rec_yds,42,,,,,
player,201011210ram,ram,GibsBr00,rec_td,1,,,,,
player,201011210ram,ram,GibsBr00,rec_long,13,,,,,
player,201011210ram,ram,GibsBr00,fumbles,0,,,,,
player,201011210ram,ram,GibsBr00,fumbles_lost,,,,,,
player,201011210ram,ram,FellDa00,pass_cmp,0,,,,,
player,201011210ram,ram,FellDa00,pass_att,0,,,,,
player,201011210ram,ram,FellDa00,pass_yds,0,,,,,
player,201011210ram,ram,FellDa00,pass_td,0,,,,,
player,201011210ram,ram,FellDa00,pass_int,0,,,,,
player,201011210ram,ram,FellDa00,pass_sacked,,,,,,
player,201011210ram,ram,FellDa00,pass_sacked_yds,,,,,,
player,201011210ram,ram,FellDa00,pass_long,0,,,,,
player,201011210ram,ram,FellDa00,pass_rating,,,,,,
player,201011210ram,ram,FellDa00,rush_att,0,,,,,
player,201011210ram,ram,FellDa00,rush_yds,0,,,,,
player,201011210ram,ram,FellDa00,rush_td,0,,,,,
player,201011210ram,ram,FellDa00,rush_long,0,,,,,
player,201011210ram,ram,FellDa00,targets,2,,,,,
player,201011210ram,ram,FellDa00,rec,1,,,,,
player,201011210ram,ram,FellDa00,rec_yds,11,,,,,
player,201011210ram,ram,FellDa00,rec_td,0,,,,,
player,201011210ram,ram,FellDa00,rec_long,11,,,,,
player,201011210ram,ram,FellDa00,fumbles,0,,,,,
player,201011210ram,ram,FellDa00,fumbles_lost,,,,,,
player,201011210ram,ram,BajeBi00,pass_cmp,0,,,,,
player,201011210ram,ram,BajeBi00,pass_att,0,,,,,
player,201011210ram,ram,BajeBi00,pass_yds,0,,,,,
player,201011210ram,ram,BajeBi00,pass_td,0,,,,,
player,201011210ram,ram,BajeBi00,pass_int,0,,,,,
player,201011210ram,ram,BajeBi00,pass_sacked,,,,,,
player,201011210ram,ram,BajeBi00,pass_sacked_yds,,,,,,
player,201011210ram,ram,BajeBi00,pass_long,0,,,,,
player,201011210ram,ram,BajeBi00,pass_rating,,,,,,
player,201011210ram,ram,BajeBi00,rush_att,0,,,,,
player,201011210ram,ram,BajeBi00,rush_yds,0,,,,,
player,201011210ram,ram,BajeBi00,rush_td,0,,,,,
player,201011210ram,ram,BajeBi00,rush_long,0,,,,,
player,201011210ram,ram,BajeBi00,targets,2,,,,,
player,201011210ram,ram,BajeBi00,rec,1,,,,,
player,201011210ram,ram,BajeBi00,rec_yds,9,,,,,
player,201011210ram,ram,BajeBi00,rec_td,0,,,,,
player,201011210ram,ram,BajeBi00,rec_long,9,,,,,
player,201011210ram,ram,BajeBi00,fumbles,0,,,,,
player,201011210ram,ram,BajeBi00,fumbles_lost,,,,,,
player,201011210ram,atl,MoorWi99,def_int,1,,,,,
player,201011210ram,atl,MoorWi99,def_int_yds,12,,,,,
player,201011210ram,atl,MoorWi99,def_int_td,0,,,,,
player,201011210ram,atl,MoorWi99,def_int_long,12,,,,,
player,201011210ram,atl,MoorWi99,pass_defended,2,,,,,
player,201011210ram,atl,MoorWi99,sacks,0.0,,,,,
player,201011210ram,atl,MoorWi99,tackles_combined,4,,,,,
player,201011210ram,atl,MoorWi99,tackles_solo,4,,,,,
player,201011210ram,atl,MoorWi99,tackles_assists,0,,,,,
player,201011210ram,atl,MoorWi99,tackles_loss,0,,,,,
player,201011210ram,atl,MoorWi99,qb_hits,0,,,,,
player,201011210ram,atl,MoorWi99,fumbles_rec,0,,,,,
player,201011210ram,atl,MoorWi99,fumbles_rec_yds,0,,,,,
player,201011210ram,atl,MoorWi99,fumbles_rec_td,0,,,,,
player,201011210ram,atl,MoorWi99,fumbles_forced,0,,,,,
player,201011210ram,atl,LoftCu99,def_int,0,,,,,
player,201011210ram,atl,LoftCu99,def_int_yds,0,,,,,
player,201011210ram,atl,LoftCu99,def_int_td,0,,,,,
player,201011210ram,atl,LoftCu99,def_int_long,0,,,,,
player,201011210ram,atl,LoftCu99,pass_defended,0,,,,,
player,201011210ram,atl,LoftCu99,sacks,0.0,,,,,
player,201011210ram,atl,LoftCu99,tackles_combined,8,,,,,
player,201011210ram,atl,LoftCu99,tackles_solo,7,,,,,
player,201011210ram,atl,LoftCu99,tackles_assists,1,,,,,
player,201011210ram,atl,LoftCu99,tackles_loss,0,,,,,
player,201011210ram,atl,LoftCu99,qb_hits,1,,,,,
player,201011210ram,atl,LoftCu99,fumbles_rec,0,,,,,
player,201011210ram,atl,LoftCu99,fumbles_rec_yds,0,,,,,
player,201011210ram,atl,LoftCu99,fumbles_rec_td,0,,,,,
player,201011210ram,atl,LoftCu99,fumbles_forced,0,,,,,
player,201011210ram,atl,RobiDu20,def_int,0,,,,,
player,201011210ram,atl,RobiDu20,def_int_yds,0,,,,,
player,201011210ram,atl,RobiDu20,def_int_td,0,,,,,
player,201011210ram,atl,RobiDu20,def_int_long,0,,,,,
player,201011210ram,atl,RobiDu20,pass_defended,0,,,,,
player,201011210ram,atl,RobiDu20,sacks,0.0,,,,,
player,201011210ram,atl,RobiDu20,tackles_combined,6,,,,,
player,201011210ram,atl,RobiDu20,tackles_solo,6,,,,,
player,201011210ram,atl,RobiDu20,tackles_assists,0,,,,,
player,201011210ram,atl,RobiDu20,tackles_loss,0,,,,,
player,201011210ram,atl,RobiDu20,qb_hits,0,,,,,
player,201011210ram,atl,RobiDu20,fumbles_rec,0,,,,,
player,201011210ram,atl,RobiDu20,fumbles_rec_yds,0,,,,,
player,201011210ram,atl,RobiDu20,fumbles_rec_td,0,,,,,
player,201011210ram,atl,RobiDu20,fumbles_forced,0,,,,,
player,201011210ram,atl,BierKr99,def_int,0,,,,,
player,201011210ram,atl,BierKr99,def_int_yds,0,,,,,
player,201011210ram,atl,BierKr99,def_int_td,0,,,,,
player,201011210ram,atl,BierKr99,def_int_long,0,,,,,
player,201011210ram,atl,BierKr99,pass_defended,0,,,,,
player,201011210ram,atl,BierKr99,sacks,0.0,,,,,
player,201011210ram,atl,BierKr99,tackles_combined,4,,,,,
player,201011210ram,atl,BierKr99,tackles_solo,3,,,,,
