game,2010,7,20101024,201010240car,sfo,"San Francisco 49ers",20,car,"Carolina Panthers",23
player,201010240car,sfo,SmitJu20,def_int_yds,0,,,,,
player,201010240car,sfo,SmitJu20,def_int_td,0,,,,,
player,201010240car,sfo,SmitJu20,def_int_long,0,,,,,
player,201010240car,sfo,SmitJu20,pass_defended,0,,,,,
player,201010240car,sfo,SmitJu20,sacks,0.0,,,,,
player,201010240car,sfo,SmitJu20,tackles_combined,8,,,,,
player,201010240car,sfo,SmitJu20,tackles_solo,5,,,,,
player,201010240car,sfo,SmitJu20,tackles_assists,3,,,,,
player,201010240car,sfo,SmitJu20,tackles_loss,1,,,,,
player,201010240car,sfo,SmitJu20,qb_hits,2,,,,,
player,201010240car,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201010240car,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201010240car,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201010240car,sfo,GoldDa99,def_int,0,,,,,
player,201010240car,sfo,GoldDa99,def_int_yds,0,,,,,
player,201010240car,sfo,GoldDa99,def_int_td,0,,,,,
player,201010240car,sfo,GoldDa99,def_int_long,0,,,,,
player,201010240car,sfo,GoldDa99,pass_defended,1,,,,,
player,201010240car,sfo,GoldDa99,sacks,0.0,,,,,
player,201010240car,sfo,GoldDa99,tackles_combined,7,,,,,
player,201010240car,sfo,GoldDa99,tackles_solo,7,,,,,
player,201010240car,sfo,GoldDa99,tackles_assists,0,,,,,
player,201010240car,sfo,GoldDa99,tackles_loss,0,,,,,
player,201010240car,sfo,GoldDa99,qb_hits,0,,,,,
player,201010240car,sfo,GoldDa99,fumbles_rec,0,,,,,
player,201010240car,sfo,GoldDa99,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,GoldDa99,fumbles_rec_td,0,,,,,
player,201010240car,sfo,GoldDa99,fumbles_forced,0,,,,,
player,201010240car,sfo,MaysTa99,def_int,0,,,,,
player,201010240car,sfo,MaysTa99,def_int_yds,0,,,,,
player,201010240car,sfo,MaysTa99,def_int_td,0,,,,,
player,201010240car,sfo,MaysTa99,def_int_long,0,,,,,
player,201010240car,sfo,MaysTa99,pass_defended,1,,,,,
player,201010240car,sfo,MaysTa99,sacks,0.0,,,,,
player,201010240car,sfo,MaysTa99,tackles_combined,6,,,,,
player,201010240car,sfo,MaysTa99,tackles_solo,4,,,,,
player,201010240car,sfo,MaysTa99,tackles_assists,2,,,,,
player,201010240car,sfo,MaysTa99,tackles_loss,0,,,,,
player,201010240car,sfo,MaysTa99,qb_hits,0,,,,,
player,201010240car,sfo,MaysTa99,fumbles_rec,0,,,,,
player,201010240car,sfo,MaysTa99,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,MaysTa99,fumbles_rec_td,0,,,,,
player,201010240car,sfo,MaysTa99,fumbles_forced,0,,,,,
player,201010240car,sfo,SpikTa00,def_int,0,,,,,
player,201010240car,sfo,SpikTa00,def_int_yds,0,,,,,
player,201010240car,sfo,SpikTa00,def_int_td,0,,,,,
player,201010240car,sfo,SpikTa00,def_int_long,0,,,,,
player,201010240car,sfo,SpikTa00,pass_defended,0,,,,,
player,201010240car,sfo,SpikTa00,sacks,0.0,,,,,
player,201010240car,sfo,SpikTa00,tackles_combined,6,,,,,
player,201010240car,sfo,SpikTa00,tackles_solo,3,,,,,
player,201010240car,sfo,SpikTa00,tackles_assists,3,,,,,
player,201010240car,sfo,SpikTa00,tackles_loss,0,,,,,
player,201010240car,sfo,SpikTa00,qb_hits,0,,,,,
player,201010240car,sfo,SpikTa00,fumbles_rec,0,,,,,
player,201010240car,sfo,SpikTa00,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,SpikTa00,fumbles_rec_td,0,,,,,
player,201010240car,sfo,SpikTa00,fumbles_forced,0,,,,,
player,201010240car,sfo,WalkHu00,def_int,0,,,,,
player,201010240car,sfo,WalkHu00,def_int_yds,0,,,,,
player,201010240car,sfo,WalkHu00,def_int_td,0,,,,,
player,201010240car,sfo,WalkHu00,def_int_long,0,,,,,
player,201010240car,sfo,WalkHu00,pass_defended,0,,,,,
player,201010240car,sfo,WalkHu00,sacks,0.0,,,,,
player,201010240car,sfo,WalkHu00,tackles_combined,5,,,,,
player,201010240car,sfo,WalkHu00,tackles_solo,3,,,,,
player,201010240car,sfo,WalkHu00,tackles_assists,2,,,,,
player,201010240car,sfo,WalkHu00,tackles_loss,0,,,,,
player,201010240car,sfo,WalkHu00,qb_hits,0,,,,,
player,201010240car,sfo,WalkHu00,fumbles_rec,0,,,,,
player,201010240car,sfo,WalkHu00,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,WalkHu00,fumbles_rec_td,0,,,,,
player,201010240car,sfo,WalkHu00,fumbles_forced,0,,,,,
player,201010240car,sfo,BrooAh21,def_int,0,,,,,
player,201010240car,sfo,BrooAh21,def_int_yds,0,,,,,
player,201010240car,sfo,BrooAh21,def_int_td,0,,,,,
player,201010240car,sfo,BrooAh21,def_int_long,0,,,,,
player,201010240car,sfo,BrooAh21,pass_defended,0,,,,,
player,201010240car,sfo,BrooAh21,sacks,0.0,,,,,
player,201010240car,sfo,BrooAh21,tackles_combined,4,,,,,
player,201010240car,sfo,BrooAh21,tackles_solo,3,,,,,
player,201010240car,sfo,BrooAh21,tackles_assists,1,,,,,
player,201010240car,sfo,BrooAh21,tackles_loss,0,,,,,
player,201010240car,sfo,BrooAh21,qb_hits,1,,,,,
player,201010240car,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201010240car,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201010240car,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201010240car,sfo,HaraPa20,def_int,0,,,,,
player,201010240car,sfo,HaraPa20,def_int_yds,0,,,,,
player,201010240car,sfo,HaraPa20,def_int_td,0,,,,,
player,201010240car,sfo,HaraPa20,def_int_long,0,,,,,
player,201010240car,sfo,HaraPa20,pass_defended,0,,,,,
player,201010240car,sfo,HaraPa20,sacks,0.0,,,,,
player,201010240car,sfo,HaraPa20,tackles_combined,4,,,,,
player,201010240car,sfo,HaraPa20,tackles_solo,1,,,,,
player,201010240car,sfo,HaraPa20,tackles_assists,3,,,,,
player,201010240car,sfo,HaraPa20,tackles_loss,0,,,,,
player,201010240car,sfo,HaraPa20,qb_hits,1,,,,,
player,201010240car,sfo,HaraPa20,fumbles_rec,1,,,,,
player,201010240car,sfo,HaraPa20,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,HaraPa20,fumbles_rec_td,0,,,,,
player,201010240car,sfo,HaraPa20,fumbles_forced,0,,,,,
player,201010240car,sfo,BowmNa99,def_int,0,,,,,
player,201010240car,sfo,BowmNa99,def_int_yds,0,,,,,
player,201010240car,sfo,BowmNa99,def_int_td,0,,,,,
player,201010240car,sfo,BowmNa99,def_int_long,0,,,,,
player,201010240car,sfo,BowmNa99,pass_defended,0,,,,,
player,201010240car,sfo,BowmNa99,sacks,0.0,,,,,
player,201010240car,sfo,BowmNa99,tackles_combined,3,,,,,
player,201010240car,sfo,BowmNa99,tackles_solo,2,,,,,
player,201010240car,sfo,BowmNa99,tackles_assists,1,,,,,
player,201010240car,sfo,BowmNa99,tackles_loss,0,,,,,
player,201010240car,sfo,BowmNa99,qb_hits,0,,,,,
player,201010240car,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201010240car,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201010240car,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201010240car,sfo,DixoAn00,def_int,0,,,,,
player,201010240car,sfo,DixoAn00,def_int_yds,0,,,,,
player,201010240car,sfo,DixoAn00,def_int_td,0,,,,,
player,201010240car,sfo,DixoAn00,def_int_long,0,,,,,
player,201010240car,sfo,DixoAn00,pass_defended,0,,,,,
player,201010240car,sfo,DixoAn00,sacks,0.0,,,,,
player,201010240car,sfo,DixoAn00,tackles_combined,3,,,,,
player,201010240car,sfo,DixoAn00,tackles_solo,2,,,,,
player,201010240car,sfo,DixoAn00,tackles_assists,1,,,,,
player,201010240car,sfo,DixoAn00,tackles_loss,0,,,,,
player,201010240car,sfo,DixoAn00,qb_hits,0,,,,,
player,201010240car,sfo,DixoAn00,fumbles_rec,0,,,,,
player,201010240car,sfo,DixoAn00,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,DixoAn00,fumbles_rec_td,0,,,,,
player,201010240car,sfo,DixoAn00,fumbles_forced,0,,,,,
player,201010240car,sfo,FranAu20,def_int,0,,,,,
player,201010240car,sfo,FranAu20,def_int_yds,0,,,,,
player,201010240car,sfo,FranAu20,def_int_td,0,,,,,
player,201010240car,sfo,FranAu20,def_int_long,0,,,,,
player,201010240car,sfo,FranAu20,pass_defended,0,,,,,
player,201010240car,sfo,FranAu20,sacks,0.0,,,,,
player,201010240car,sfo,FranAu20,tackles_combined,3,,,,,
player,201010240car,sfo,FranAu20,tackles_solo,3,,,,,
player,201010240car,sfo,FranAu20,tackles_assists,0,,,,,
player,201010240car,sfo,FranAu20,tackles_loss,0,,,,,
player,201010240car,sfo,FranAu20,qb_hits,0,,,,,
player,201010240car,sfo,FranAu20,fumbles_rec,0,,,,,
player,201010240car,sfo,FranAu20,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,FranAu20,fumbles_rec_td,0,,,,,
player,201010240car,sfo,FranAu20,fumbles_forced,0,,,,,
player,201010240car,sfo,EvanDe20,def_int,0,,,,,
player,201010240car,sfo,EvanDe20,def_int_yds,0,,,,,
player,201010240car,sfo,EvanDe20,def_int_td,0,,,,,
player,201010240car,sfo,EvanDe20,def_int_long,0,,,,,
player,201010240car,sfo,EvanDe20,pass_defended,0,,,,,
player,201010240car,sfo,EvanDe20,sacks,0.0,,,,,
player,201010240car,sfo,EvanDe20,tackles_combined,2,,,,,
player,201010240car,sfo,EvanDe20,tackles_solo,1,,,,,
player,201010240car,sfo,EvanDe20,tackles_assists,1,,,,,
player,201010240car,sfo,EvanDe20,tackles_loss,0,,,,,
player,201010240car,sfo,EvanDe20,qb_hits,1,,,,,
player,201010240car,sfo,EvanDe20,fumbles_rec,0,,,,,
player,201010240car,sfo,EvanDe20,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,EvanDe20,fumbles_rec_td,0,,,,,
player,201010240car,sfo,EvanDe20,fumbles_forced,0,,,,,
player,201010240car,sfo,LaBoTr20,def_int,0,,,,,
player,201010240car,sfo,LaBoTr20,def_int_yds,0,,,,,
player,201010240car,sfo,LaBoTr20,def_int_td,0,,,,,
player,201010240car,sfo,LaBoTr20,def_int_long,0,,,,,
player,201010240car,sfo,LaBoTr20,pass_defended,1,,,,,
player,201010240car,sfo,LaBoTr20,sacks,0.0,,,,,
player,201010240car,sfo,LaBoTr20,tackles_combined,2,,,,,
player,201010240car,sfo,LaBoTr20,tackles_solo,1,,,,,
player,201010240car,sfo,LaBoTr20,tackles_assists,1,,,,,
player,201010240car,sfo,LaBoTr20,tackles_loss,0,,,,,
player,201010240car,sfo,LaBoTr20,qb_hits,1,,,,,
player,201010240car,sfo,LaBoTr20,fumbles_rec,0,,,,,
player,201010240car,sfo,LaBoTr20,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,LaBoTr20,fumbles_rec_td,0,,,,,
player,201010240car,sfo,LaBoTr20,fumbles_forced,0,,,,,
player,201010240car,sfo,LawsMa20,def_int,0,,,,,
player,201010240car,sfo,LawsMa20,def_int_yds,0,,,,,
player,201010240car,sfo,LawsMa20,def_int_td,0,,,,,
player,201010240car,sfo,LawsMa20,def_int_long,0,,,,,
player,201010240car,sfo,LawsMa20,pass_defended,0,,,,,
player,201010240car,sfo,LawsMa20,sacks,0.0,,,,,
player,201010240car,sfo,LawsMa20,tackles_combined,2,,,,,
player,201010240car,sfo,LawsMa20,tackles_solo,1,,,,,
player,201010240car,sfo,LawsMa20,tackles_assists,1,,,,,
player,201010240car,sfo,LawsMa20,tackles_loss,0,,,,,
player,201010240car,sfo,LawsMa20,qb_hits,0,,,,,
player,201010240car,sfo,LawsMa20,fumbles_rec,0,,,,,
player,201010240car,sfo,LawsMa20,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,LawsMa20,fumbles_rec_td,0,,,,,
player,201010240car,sfo,LawsMa20,fumbles_forced,0,,,,,
player,201010240car,sfo,PeteWi20,def_int,0,,,,,
player,201010240car,sfo,PeteWi20,def_int_yds,0,,,,,
player,201010240car,sfo,PeteWi20,def_int_td,0,,,,,
player,201010240car,sfo,PeteWi20,def_int_long,0,,,,,
player,201010240car,sfo,PeteWi20,pass_defended,0,,,,,
player,201010240car,sfo,PeteWi20,sacks,0.0,,,,,
player,201010240car,sfo,PeteWi20,tackles_combined,2,,,,,
player,201010240car,sfo,PeteWi20,tackles_solo,2,,,,,
player,201010240car,sfo,PeteWi20,tackles_assists,0,,,,,
player,201010240car,sfo,PeteWi20,tackles_loss,,,,,,
player,201010240car,sfo,PeteWi20,qb_hits,,,,,,
player,201010240car,sfo,PeteWi20,fumbles_rec,0,,,,,
player,201010240car,sfo,PeteWi20,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,PeteWi20,fumbles_rec_td,0,,,,,
player,201010240car,sfo,PeteWi20,fumbles_forced,0,,,,,
player,201010240car,sfo,SmitRe99,def_int,0,,,,,
player,201010240car,sfo,SmitRe99,def_int_yds,0,,,,,
player,201010240car,sfo,SmitRe99,def_int_td,0,,,,,
player,201010240car,sfo,SmitRe99,def_int_long,0,,,,,
player,201010240car,sfo,SmitRe99,pass_defended,0,,,,,
player,201010240car,sfo,SmitRe99,sacks,0.0,,,,,
player,201010240car,sfo,SmitRe99,tackles_combined,2,,,,,
player,201010240car,sfo,SmitRe99,tackles_solo,2,,,,,
player,201010240car,sfo,SmitRe99,tackles_assists,0,,,,,
player,201010240car,sfo,SmitRe99,tackles_loss,0,,,,,
player,201010240car,sfo,SmitRe99,qb_hits,0,,,,,
player,201010240car,sfo,SmitRe99,fumbles_rec,0,,,,,
player,201010240car,sfo,SmitRe99,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,SmitRe99,fumbles_rec_td,0,,,,,
player,201010240car,sfo,SmitRe99,fumbles_forced,0,,,,,
player,201010240car,sfo,SpenSh20,def_int,0,,,,,
player,201010240car,sfo,SpenSh20,def_int_yds,0,,,,,
player,201010240car,sfo,SpenSh20,def_int_td,0,,,,,
player,201010240car,sfo,SpenSh20,def_int_long,0,,,,,
player,201010240car,sfo,SpenSh20,pass_defended,0,,,,,
player,201010240car,sfo,SpenSh20,sacks,0.0,,,,,
player,201010240car,sfo,SpenSh20,tackles_combined,2,,,,,
player,201010240car,sfo,SpenSh20,tackles_solo,2,,,,,
player,201010240car,sfo,SpenSh20,tackles_assists,0,,,,,
player,201010240car,sfo,SpenSh20,tackles_loss,0,,,,,
player,201010240car,sfo,SpenSh20,qb_hits,0,,,,,
player,201010240car,sfo,SpenSh20,fumbles_rec,1,,,,,
player,201010240car,sfo,SpenSh20,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,SpenSh20,fumbles_rec_td,0,,,,,
player,201010240car,sfo,SpenSh20,fumbles_forced,1,,,,,
player,201010240car,sfo,JeanRi99,def_int,0,,,,,
player,201010240car,sfo,JeanRi99,def_int_yds,0,,,,,
player,201010240car,sfo,JeanRi99,def_int_td,0,,,,,
player,201010240car,sfo,JeanRi99,def_int_long,0,,,,,
player,201010240car,sfo,JeanRi99,pass_defended,0,,,,,
player,201010240car,sfo,JeanRi99,sacks,0.0,,,,,
player,201010240car,sfo,JeanRi99,tackles_combined,1,,,,,
player,201010240car,sfo,JeanRi99,tackles_solo,1,,,,,
player,201010240car,sfo,JeanRi99,tackles_assists,0,,,,,
player,201010240car,sfo,JeanRi99,tackles_loss,0,,,,,
player,201010240car,sfo,JeanRi99,qb_hits,0,,,,,
player,201010240car,sfo,JeanRi99,fumbles_rec,0,,,,,
player,201010240car,sfo,JeanRi99,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,JeanRi99,fumbles_rec_td,0,,,,,
player,201010240car,sfo,JeanRi99,fumbles_forced,0,,,,,
player,201010240car,sfo,SopoIs20,def_int,0,,,,,
player,201010240car,sfo,SopoIs20,def_int_yds,0,,,,,
player,201010240car,sfo,SopoIs20,def_int_td,0,,,,,
player,201010240car,sfo,SopoIs20,def_int_long,0,,,,,
player,201010240car,sfo,SopoIs20,pass_defended,0,,,,,
player,201010240car,sfo,SopoIs20,sacks,0.0,,,,,
player,201010240car,sfo,SopoIs20,tackles_combined,1,,,,,
player,201010240car,sfo,SopoIs20,tackles_solo,1,,,,,
player,201010240car,sfo,SopoIs20,tackles_assists,0,,,,,
player,201010240car,sfo,SopoIs20,tackles_loss,0,,,,,
player,201010240car,sfo,SopoIs20,qb_hits,0,,,,,
player,201010240car,sfo,SopoIs20,fumbles_rec,0,,,,,
player,201010240car,sfo,SopoIs20,fumbles_rec_yds,0,,,,,
player,201010240car,sfo,SopoIs20,fumbles_rec_td,0,,,,,
player,201010240car,sfo,SopoIs20,fumbles_forced,0,,,,,
player,201010240car,car,MarsRi20,def_int,1,,,,,
player,201010240car,car,MarsRi20,def_int_yds,0,,,,,
player,201010240car,car,MarsRi20,def_int_td,0,,,,,
player,201010240car,car,MarsRi20,def_int_long,0,,,,,
player,201010240car,car,MarsRi20,pass_defended,1,,,,,
player,201010240car,car,MarsRi20,sacks,0.0,,,,,
player,201010240car,car,MarsRi20,tackles_combined,6,,,,,
player,201010240car,car,MarsRi20,tackles_solo,5,,,,,
player,201010240car,car,MarsRi20,tackles_assists,1,,,,,
player,201010240car,car,MarsRi20,tackles_loss,0,,,,,
player,201010240car,car,MarsRi20,qb_hits,0,,,,,
player,201010240car,car,MarsRi20,fumbles_rec,0,,,,,
player,201010240car,car,MarsRi20,fumbles_rec_yds,0,,,,,
player,201010240car,car,MarsRi20,fumbles_rec_td,0,,,,,
player,201010240car,car,MarsRi20,fumbles_forced,0,,,,,
player,201010240car,car,JohnCh98,def_int,0,,,,,
player,201010240car,car,JohnCh98,def_int_yds,0,,,,,
player,201010240car,car,JohnCh98,def_int_td,0,,,,,
player,201010240car,car,JohnCh98,def_int_long,0,,,,,
player,201010240car,car,JohnCh98,pass_defended,0,,,,,
player,201010240car,car,JohnCh98,sacks,1.0,,,,,
player,201010240car,car,JohnCh98,tackles_combined,4,,,,,
player,201010240car,car,JohnCh98,tackles_solo,4,,,,,
player,201010240car,car,JohnCh98,tackles_assists,0,,,,,
player,201010240car,car,JohnCh98,tackles_loss,1,,,,,
player,201010240car,car,JohnCh98,qb_hits,3,,,,,
player,201010240car,car,JohnCh98,fumbles_rec,0,,,,,
player,201010240car,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201010240car,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201010240car,car,JohnCh98,fumbles_forced,0,,,,,
player,201010240car,car,LandDe99,def_int,0,,,,,
player,201010240car,car,LandDe99,def_int_yds,0,,,,,
player,201010240car,car,LandDe99,def_int_td,0,,,,,
player,201010240car,car,LandDe99,def_int_long,0,,,,,
player,201010240car,car,LandDe99,pass_defended,0,,,,,
player,201010240car,car,LandDe99,sacks,1.0,,,,,
player,201010240car,car,LandDe99,tackles_combined,1,,,,,
player,201010240car,car,LandDe99,tackles_solo,1,,,,,
player,201010240car,car,LandDe99,tackles_assists,0,,,,,
player,201010240car,car,LandDe99,tackles_loss,1,,,,,
player,201010240car,car,LandDe99,qb_hits,2,,,,,
player,201010240car,car,LandDe99,fumbles_rec,0,,,,,
player,201010240car,car,LandDe99,fumbles_rec_yds,0,,,,,
player,201010240car,car,LandDe99,fumbles_rec_td,0,,,,,
player,201010240car,car,LandDe99,fumbles_forced,0,,,,,
player,201010240car,car,AndeJa21,def_int,0,,,,,
player,201010240car,car,AndeJa21,def_int_yds,0,,,,,
player,201010240car,car,AndeJa21,def_int_td,0,,,,,
player,201010240car,car,AndeJa21,def_int_long,0,,,,,
player,201010240car,car,AndeJa21,pass_defended,2,,,,,
player,201010240car,car,AndeJa21,sacks,0.0,,,,,
player,201010240car,car,AndeJa21,tackles_combined,7,,,,,
player,201010240car,car,AndeJa21,tackles_solo,6,,,,,
player,201010240car,car,AndeJa21,tackles_assists,1,,,,,
player,201010240car,car,AndeJa21,tackles_loss,2,,,,,
player,201010240car,car,AndeJa21,qb_hits,0,,,,,
player,201010240car,car,AndeJa21,fumbles_rec,0,,,,,
player,201010240car,car,AndeJa21,fumbles_rec_yds,0,,,,,
player,201010240car,car,AndeJa21,fumbles_rec_td,0,,,,,
player,201010240car,car,AndeJa21,fumbles_forced,0,,,,,
player,201010240car,car,GodfCh99,def_int,0,,,,,
player,201010240car,car,GodfCh99,def_int_yds,0,,,,,
player,201010240car,car,GodfCh99,def_int_td,0,,,,,
player,201010240car,car,GodfCh99,def_int_long,0,,,,,
player,201010240car,car,GodfCh99,pass_defended,0,,,,,
player,201010240car,car,GodfCh99,sacks,0.0,,,,,
player,201010240car,car,GodfCh99,tackles_combined,5,,,,,
player,201010240car,car,GodfCh99,tackles_solo,5,,,,,
player,201010240car,car,GodfCh99,tackles_assists,0,,,,,
player,201010240car,car,GodfCh99,tackles_loss,0,,,,,
player,201010240car,car,GodfCh99,qb_hits,0,,,,,
player,201010240car,car,GodfCh99,fumbles_rec,0,,,,,
player,201010240car,car,GodfCh99,fumbles_rec_yds,0,,,,,
player,201010240car,car,GodfCh99,fumbles_rec_td,0,,,,,
player,201010240car,car,GodfCh99,fumbles_forced,0,,,,,
player,201010240car,car,BeasJo99,def_int,0,,,,,
player,201010240car,car,BeasJo99,def_int_yds,0,,,,,
player,201010240car,car,BeasJo99,def_int_td,0,,,,,
player,201010240car,car,BeasJo99,def_int_long,0,,,,,
player,201010240car,car,BeasJo99,pass_defended,0,,,,,
player,201010240car,car,BeasJo99,sacks,0.0,,,,,
player,201010240car,car,BeasJo99,tackles_combined,4,,,,,
player,201010240car,car,BeasJo99,tackles_solo,4,,,,,
player,201010240car,car,BeasJo99,tackles_assists,0,,,,,
player,201010240car,car,BeasJo99,tackles_loss,0,,,,,
player,201010240car,car,BeasJo99,qb_hits,0,,,,,
player,201010240car,car,BeasJo99,fumbles_rec,0,,,,,
player,201010240car,car,BeasJo99,fumbles_rec_yds,0,,,,,
player,201010240car,car,BeasJo99,fumbles_rec_td,0,,,,,
player,201010240car,car,BeasJo99,fumbles_forced,0,,,,,
player,201010240car,car,GambCh20,def_int,0,,,,,
player,201010240car,car,GambCh20,def_int_yds,0,,,,,
player,201010240car,car,GambCh20,def_int_td,0,,,,,
player,201010240car,car,GambCh20,def_int_long,0,,,,,
player,201010240car,car,GambCh20,pass_defended,2,,,,,
player,201010240car,car,GambCh20,sacks,0.0,,,,,
player,201010240car,car,GambCh20,tackles_combined,3,,,,,
player,201010240car,car,GambCh20,tackles_solo,3,,,,,
player,201010240car,car,GambCh20,tackles_assists,0,,,,,
player,201010240car,car,GambCh20,tackles_loss,1,,,,,
player,201010240car,car,GambCh20,qb_hits,0,,,,,
player,201010240car,car,GambCh20,fumbles_rec,0,,,,,
player,201010240car,car,GambCh20,fumbles_rec_yds,0,,,,,
player,201010240car,car,GambCh20,fumbles_rec_td,0,,,,,
player,201010240car,car,GambCh20,fumbles_forced,0,,,,,
player,201010240car,car,MartSh99,def_int,0,,,,,
player,201010240car,car,MartSh99,def_int_yds,0,,,,,
player,201010240car,car,MartSh99,def_int_td,0,,,,,
player,201010240car,car,MartSh99,def_int_long,0,,,,,
player,201010240car,car,MartSh99,pass_defended,0,,,,,
player,201010240car,car,MartSh99,sacks,0.0,,,,,
player,201010240car,car,MartSh99,tackles_combined,3,,,,,
player,201010240car,car,MartSh99,tackles_solo,2,,,,,
player,201010240car,car,MartSh99,tackles_assists,1,,,,,
player,201010240car,car,MartSh99,tackles_loss,0,,,,,
player,201010240car,car,MartSh99,qb_hits,0,,,,,
player,201010240car,car,MartSh99,fumbles_rec,0,,,,,
player,201010240car,car,MartSh99,fumbles_rec_yds,0,,,,,
player,201010240car,car,MartSh99,fumbles_rec_td,0,,,,,
player,201010240car,car,MartSh99,fumbles_forced,0,,,,,
player,201010240car,car,BrayTy20,def_int,0,,,,,
player,201010240car,car,BrayTy20,def_int_yds,0,,,,,
player,201010240car,car,BrayTy20,def_int_td,0,,,,,
player,201010240car,car,BrayTy20,def_int_long,0,,,,,
player,201010240car,car,BrayTy20,pass_defended,0,,,,,
player,201010240car,car,BrayTy20,sacks,0.0,,,,,
player,201010240car,car,BrayTy20,tackles_combined,2,,,,,
player,201010240car,car,BrayTy20,tackles_solo,2,,,,,
player,201010240car,car,BrayTy20,tackles_assists,0,,,,,
player,201010240car,car,BrayTy20,tackles_loss,1,,,,,
player,201010240car,car,BrayTy20,qb_hits,0,,,,,
player,201010240car,car,BrayTy20,fumbles_rec,0,,,,,
player,201010240car,car,BrayTy20,fumbles_rec_yds,0,,,,,
player,201010240car,car,BrayTy20,fumbles_rec_td,0,,,,,
player,201010240car,car,BrayTy20,fumbles_forced,0,,,,,
player,201010240car,car,HaydNi99,def_int,0,,,,,
player,201010240car,car,HaydNi99,def_int_yds,0,,,,,
player,201010240car,car,HaydNi99,def_int_td,0,,,,,
player,201010240car,car,HaydNi99,def_int_long,0,,,,,
player,201010240car,car,HaydNi99,pass_defended,0,,,,,
player,201010240car,car,HaydNi99,sacks,0.0,,,,,
player,201010240car,car,HaydNi99,tackles_combined,2,,,,,
player,201010240car,car,HaydNi99,tackles_solo,1,,,,,
player,201010240car,car,HaydNi99,tackles_assists,1,,,,,
player,201010240car,car,HaydNi99,tackles_loss,0,,,,,
player,201010240car,car,HaydNi99,qb_hits,1,,,,,
player,201010240car,car,HaydNi99,fumbles_rec,0,,,,,
player,201010240car,car,HaydNi99,fumbles_rec_yds,0,,,,,
player,201010240car,car,HaydNi99,fumbles_rec_td,0,,,,,
player,201010240car,car,HaydNi99,fumbles_forced,0,,,,,
player,201010240car,car,HudsMa20,def_int,0,,,,,
player,201010240car,car,HudsMa20,def_int_yds,0,,,,,
player,201010240car,car,HudsMa20,def_int_td,0,,,,,
player,201010240car,car,HudsMa20,def_int_long,0,,,,,
player,201010240car,car,HudsMa20,pass_defended,0,,,,,
player,201010240car,car,HudsMa20,sacks,0.0,,,,,
player,201010240car,car,HudsMa20,tackles_combined,2,,,,,
player,201010240car,car,HudsMa20,tackles_solo,2,,,,,
player,201010240car,car,HudsMa20,tackles_assists,0,,,,,
player,201010240car,car,HudsMa20,tackles_loss,0,,,,,
player,201010240car,car,HudsMa20,qb_hits,0,,,,,
player,201010240car,car,HudsMa20,fumbles_rec,0,,,,,
player,201010240car,car,HudsMa20,fumbles_rec_yds,0,,,,,
player,201010240car,car,HudsMa20,fumbles_rec_td,0,,,,,
player,201010240car,car,HudsMa20,fumbles_forced,0,,,,,
player,201010240car,car,BakeJa20,def_int,0,,,,,
player,201010240car,car,BakeJa20,def_int_yds,0,,,,,
player,201010240car,car,BakeJa20,def_int_td,0,,,,,
player,201010240car,car,BakeJa20,def_int_long,0,,,,,
player,201010240car,car,BakeJa20,pass_defended,0,,,,,
player,201010240car,car,BakeJa20,sacks,0.0,,,,,
player,201010240car,car,BakeJa20,tackles_combined,1,,,,,
player,201010240car,car,BakeJa20,tackles_solo,1,,,,,
player,201010240car,car,BakeJa20,tackles_assists,0,,,,,
player,201010240car,car,BakeJa20,tackles_loss,0,,,,,
player,201010240car,car,BakeJa20,qb_hits,0,,,,,
player,201010240car,car,BakeJa20,fumbles_rec,0,,,,,
player,201010240car,car,BakeJa20,fumbles_rec_yds,0,,,,,
