game,2010,7,20101024,201010240sdg,nwe,"New England Patriots",23,sdg,"San Diego Chargers",20
player,201010240sdg,sdg,McMiRa01,rush_yds,0,,,,,
player,201010240sdg,sdg,McMiRa01,rush_td,0,,,,,
player,201010240sdg,sdg,McMiRa01,rush_long,0,,,,,
player,201010240sdg,sdg,McMiRa01,targets,2,,,,,
player,201010240sdg,sdg,McMiRa01,rec,1,,,,,
player,201010240sdg,sdg,McMiRa01,rec_yds,1,,,,,
player,201010240sdg,sdg,McMiRa01,rec_td,0,,,,,
player,201010240sdg,sdg,McMiRa01,rec_long,1,,,,,
player,201010240sdg,sdg,McMiRa01,fumbles,0,,,,,
player,201010240sdg,sdg,McMiRa01,fumbles_lost,,,,,,
player,201010240sdg,sdg,WilsKi00,pass_cmp,,,,,,
player,201010240sdg,sdg,WilsKi00,pass_att,,,,,,
player,201010240sdg,sdg,WilsKi00,pass_yds,,,,,,
player,201010240sdg,sdg,WilsKi00,pass_td,,,,,,
player,201010240sdg,sdg,WilsKi00,pass_int,,,,,,
player,201010240sdg,sdg,WilsKi00,pass_sacked,,,,,,
player,201010240sdg,sdg,WilsKi00,pass_sacked_yds,,,,,,
player,201010240sdg,sdg,WilsKi00,pass_long,,,,,,
player,201010240sdg,sdg,WilsKi00,pass_rating,,,,,,
player,201010240sdg,sdg,WilsKi00,rush_att,,,,,,
player,201010240sdg,sdg,WilsKi00,rush_yds,,,,,,
player,201010240sdg,sdg,WilsKi00,rush_td,,,,,,
player,201010240sdg,sdg,WilsKi00,rush_long,,,,,,
player,201010240sdg,sdg,WilsKi00,targets,1,,,,,
player,201010240sdg,sdg,WilsKi00,rec,0,,,,,
player,201010240sdg,sdg,WilsKi00,rec_yds,0,,,,,
player,201010240sdg,sdg,WilsKi00,rec_td,0,,,,,
player,201010240sdg,sdg,WilsKi00,rec_long,,,,,,
player,201010240sdg,sdg,WilsKi00,fumbles,,,,,,
player,201010240sdg,sdg,WilsKi00,fumbles_lost,1,,,,,
player,201010240sdg,nwe,McCoDe99,def_int,1,,,,,
player,201010240sdg,nwe,McCoDe99,def_int_yds,0,,,,,
player,201010240sdg,nwe,McCoDe99,def_int_td,0,,,,,
player,201010240sdg,nwe,McCoDe99,def_int_long,0,,,,,
player,201010240sdg,nwe,McCoDe99,pass_defended,1,,,,,
player,201010240sdg,nwe,McCoDe99,sacks,0.0,,,,,
player,201010240sdg,nwe,McCoDe99,tackles_combined,3,,,,,
player,201010240sdg,nwe,McCoDe99,tackles_solo,2,,,,,
player,201010240sdg,nwe,McCoDe99,tackles_assists,1,,,,,
player,201010240sdg,nwe,McCoDe99,tackles_loss,0,,,,,
player,201010240sdg,nwe,McCoDe99,qb_hits,0,,,,,
player,201010240sdg,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201010240sdg,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201010240sdg,nwe,DeadBr99,def_int,0,,,,,
player,201010240sdg,nwe,DeadBr99,def_int_yds,0,,,,,
player,201010240sdg,nwe,DeadBr99,def_int_td,0,,,,,
player,201010240sdg,nwe,DeadBr99,def_int_long,0,,,,,
player,201010240sdg,nwe,DeadBr99,pass_defended,0,,,,,
player,201010240sdg,nwe,DeadBr99,sacks,1.0,,,,,
player,201010240sdg,nwe,DeadBr99,tackles_combined,2,,,,,
player,201010240sdg,nwe,DeadBr99,tackles_solo,2,,,,,
player,201010240sdg,nwe,DeadBr99,tackles_assists,0,,,,,
player,201010240sdg,nwe,DeadBr99,tackles_loss,1,,,,,
player,201010240sdg,nwe,DeadBr99,qb_hits,1,,,,,
player,201010240sdg,nwe,DeadBr99,fumbles_rec,0,,,,,
player,201010240sdg,nwe,DeadBr99,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,DeadBr99,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,DeadBr99,fumbles_forced,0,,,,,
player,201010240sdg,nwe,WrigMi20,def_int,0,,,,,
player,201010240sdg,nwe,WrigMi20,def_int_yds,0,,,,,
player,201010240sdg,nwe,WrigMi20,def_int_td,0,,,,,
player,201010240sdg,nwe,WrigMi20,def_int_long,0,,,,,
player,201010240sdg,nwe,WrigMi20,pass_defended,0,,,,,
player,201010240sdg,nwe,WrigMi20,sacks,1.0,,,,,
player,201010240sdg,nwe,WrigMi20,tackles_combined,2,,,,,
player,201010240sdg,nwe,WrigMi20,tackles_solo,1,,,,,
player,201010240sdg,nwe,WrigMi20,tackles_assists,1,,,,,
player,201010240sdg,nwe,WrigMi20,tackles_loss,1,,,,,
player,201010240sdg,nwe,WrigMi20,qb_hits,1,,,,,
player,201010240sdg,nwe,WrigMi20,fumbles_rec,0,,,,,
player,201010240sdg,nwe,WrigMi20,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,WrigMi20,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,WrigMi20,fumbles_forced,0,,,,,
player,201010240sdg,nwe,MayoJe99,def_int,0,,,,,
player,201010240sdg,nwe,MayoJe99,def_int_yds,0,,,,,
player,201010240sdg,nwe,MayoJe99,def_int_td,0,,,,,
player,201010240sdg,nwe,MayoJe99,def_int_long,0,,,,,
player,201010240sdg,nwe,MayoJe99,pass_defended,0,,,,,
player,201010240sdg,nwe,MayoJe99,sacks,0.0,,,,,
player,201010240sdg,nwe,MayoJe99,tackles_combined,11,,,,,
player,201010240sdg,nwe,MayoJe99,tackles_solo,10,,,,,
player,201010240sdg,nwe,MayoJe99,tackles_assists,1,,,,,
player,201010240sdg,nwe,MayoJe99,tackles_loss,0,,,,,
player,201010240sdg,nwe,MayoJe99,qb_hits,0,,,,,
player,201010240sdg,nwe,MayoJe99,fumbles_rec,1,,,,,
player,201010240sdg,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201010240sdg,nwe,GuytGa99,def_int,0,,,,,
player,201010240sdg,nwe,GuytGa99,def_int_yds,0,,,,,
player,201010240sdg,nwe,GuytGa99,def_int_td,0,,,,,
player,201010240sdg,nwe,GuytGa99,def_int_long,0,,,,,
player,201010240sdg,nwe,GuytGa99,pass_defended,0,,,,,
player,201010240sdg,nwe,GuytGa99,sacks,0.0,,,,,
player,201010240sdg,nwe,GuytGa99,tackles_combined,7,,,,,
player,201010240sdg,nwe,GuytGa99,tackles_solo,7,,,,,
player,201010240sdg,nwe,GuytGa99,tackles_assists,0,,,,,
player,201010240sdg,nwe,GuytGa99,tackles_loss,1,,,,,
player,201010240sdg,nwe,GuytGa99,qb_hits,0,,,,,
player,201010240sdg,nwe,GuytGa99,fumbles_rec,0,,,,,
player,201010240sdg,nwe,GuytGa99,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,GuytGa99,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,GuytGa99,fumbles_forced,0,,,,,
player,201010240sdg,nwe,ArriKy00,def_int,0,,,,,
player,201010240sdg,nwe,ArriKy00,def_int_yds,0,,,,,
player,201010240sdg,nwe,ArriKy00,def_int_td,0,,,,,
player,201010240sdg,nwe,ArriKy00,def_int_long,0,,,,,
player,201010240sdg,nwe,ArriKy00,pass_defended,1,,,,,
player,201010240sdg,nwe,ArriKy00,sacks,0.0,,,,,
player,201010240sdg,nwe,ArriKy00,tackles_combined,6,,,,,
player,201010240sdg,nwe,ArriKy00,tackles_solo,6,,,,,
player,201010240sdg,nwe,ArriKy00,tackles_assists,0,,,,,
player,201010240sdg,nwe,ArriKy00,tackles_loss,0,,,,,
player,201010240sdg,nwe,ArriKy00,qb_hits,0,,,,,
player,201010240sdg,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201010240sdg,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201010240sdg,nwe,BrowSe00,def_int,0,,,,,
player,201010240sdg,nwe,BrowSe00,def_int_yds,0,,,,,
player,201010240sdg,nwe,BrowSe00,def_int_td,0,,,,,
player,201010240sdg,nwe,BrowSe00,def_int_long,0,,,,,
player,201010240sdg,nwe,BrowSe00,pass_defended,0,,,,,
player,201010240sdg,nwe,BrowSe00,sacks,0.0,,,,,
player,201010240sdg,nwe,BrowSe00,tackles_combined,5,,,,,
player,201010240sdg,nwe,BrowSe00,tackles_solo,4,,,,,
player,201010240sdg,nwe,BrowSe00,tackles_assists,1,,,,,
player,201010240sdg,nwe,BrowSe00,tackles_loss,0,,,,,
player,201010240sdg,nwe,BrowSe00,qb_hits,0,,,,,
player,201010240sdg,nwe,BrowSe00,fumbles_rec,0,,,,,
player,201010240sdg,nwe,BrowSe00,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,BrowSe00,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,BrowSe00,fumbles_forced,0,,,,,
player,201010240sdg,nwe,MeriBr99,def_int,0,,,,,
player,201010240sdg,nwe,MeriBr99,def_int_yds,0,,,,,
player,201010240sdg,nwe,MeriBr99,def_int_td,0,,,,,
player,201010240sdg,nwe,MeriBr99,def_int_long,0,,,,,
player,201010240sdg,nwe,MeriBr99,pass_defended,0,,,,,
player,201010240sdg,nwe,MeriBr99,sacks,0.0,,,,,
player,201010240sdg,nwe,MeriBr99,tackles_combined,5,,,,,
player,201010240sdg,nwe,MeriBr99,tackles_solo,5,,,,,
player,201010240sdg,nwe,MeriBr99,tackles_assists,0,,,,,
player,201010240sdg,nwe,MeriBr99,tackles_loss,0,,,,,
player,201010240sdg,nwe,MeriBr99,qb_hits,0,,,,,
player,201010240sdg,nwe,MeriBr99,fumbles_rec,0,,,,,
player,201010240sdg,nwe,MeriBr99,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,MeriBr99,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,MeriBr99,fumbles_forced,0,,,,,
player,201010240sdg,nwe,FletDa00,def_int,0,,,,,
player,201010240sdg,nwe,FletDa00,def_int_yds,0,,,,,
player,201010240sdg,nwe,FletDa00,def_int_td,0,,,,,
player,201010240sdg,nwe,FletDa00,def_int_long,0,,,,,
player,201010240sdg,nwe,FletDa00,pass_defended,0,,,,,
player,201010240sdg,nwe,FletDa00,sacks,0.0,,,,,
player,201010240sdg,nwe,FletDa00,tackles_combined,4,,,,,
player,201010240sdg,nwe,FletDa00,tackles_solo,3,,,,,
player,201010240sdg,nwe,FletDa00,tackles_assists,1,,,,,
player,201010240sdg,nwe,FletDa00,tackles_loss,0,,,,,
player,201010240sdg,nwe,FletDa00,qb_hits,0,,,,,
player,201010240sdg,nwe,FletDa00,fumbles_rec,0,,,,,
player,201010240sdg,nwe,FletDa00,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,FletDa00,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,FletDa00,fumbles_forced,1,,,,,
player,201010240sdg,nwe,CunnJe99,def_int,0,,,,,
player,201010240sdg,nwe,CunnJe99,def_int_yds,0,,,,,
player,201010240sdg,nwe,CunnJe99,def_int_td,0,,,,,
player,201010240sdg,nwe,CunnJe99,def_int_long,0,,,,,
player,201010240sdg,nwe,CunnJe99,pass_defended,0,,,,,
player,201010240sdg,nwe,CunnJe99,sacks,0.0,,,,,
player,201010240sdg,nwe,CunnJe99,tackles_combined,3,,,,,
player,201010240sdg,nwe,CunnJe99,tackles_solo,3,,,,,
player,201010240sdg,nwe,CunnJe99,tackles_assists,0,,,,,
player,201010240sdg,nwe,CunnJe99,tackles_loss,0,,,,,
player,201010240sdg,nwe,CunnJe99,qb_hits,0,,,,,
player,201010240sdg,nwe,CunnJe99,fumbles_rec,0,,,,,
player,201010240sdg,nwe,CunnJe99,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,CunnJe99,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,CunnJe99,fumbles_forced,0,,,,,
player,201010240sdg,nwe,PryoMy99,def_int,0,,,,,
player,201010240sdg,nwe,PryoMy99,def_int_yds,0,,,,,
player,201010240sdg,nwe,PryoMy99,def_int_td,0,,,,,
player,201010240sdg,nwe,PryoMy99,def_int_long,0,,,,,
player,201010240sdg,nwe,PryoMy99,pass_defended,0,,,,,
player,201010240sdg,nwe,PryoMy99,sacks,0.0,,,,,
player,201010240sdg,nwe,PryoMy99,tackles_combined,3,,,,,
player,201010240sdg,nwe,PryoMy99,tackles_solo,3,,,,,
player,201010240sdg,nwe,PryoMy99,tackles_assists,0,,,,,
player,201010240sdg,nwe,PryoMy99,tackles_loss,0,,,,,
player,201010240sdg,nwe,PryoMy99,qb_hits,0,,,,,
player,201010240sdg,nwe,PryoMy99,fumbles_rec,0,,,,,
player,201010240sdg,nwe,PryoMy99,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,PryoMy99,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,PryoMy99,fumbles_forced,0,,,,,
player,201010240sdg,nwe,NinkRo20,def_int,0,,,,,
player,201010240sdg,nwe,NinkRo20,def_int_yds,0,,,,,
player,201010240sdg,nwe,NinkRo20,def_int_td,0,,,,,
player,201010240sdg,nwe,NinkRo20,def_int_long,0,,,,,
player,201010240sdg,nwe,NinkRo20,pass_defended,0,,,,,
player,201010240sdg,nwe,NinkRo20,sacks,0.0,,,,,
player,201010240sdg,nwe,NinkRo20,tackles_combined,2,,,,,
player,201010240sdg,nwe,NinkRo20,tackles_solo,1,,,,,
player,201010240sdg,nwe,NinkRo20,tackles_assists,1,,,,,
player,201010240sdg,nwe,NinkRo20,tackles_loss,0,,,,,
player,201010240sdg,nwe,NinkRo20,qb_hits,0,,,,,
player,201010240sdg,nwe,NinkRo20,fumbles_rec,1,,,,,
player,201010240sdg,nwe,NinkRo20,fumbles_rec_yds,63,,,,,
player,201010240sdg,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201010240sdg,nwe,SandJa21,def_int,0,,,,,
player,201010240sdg,nwe,SandJa21,def_int_yds,0,,,,,
player,201010240sdg,nwe,SandJa21,def_int_td,0,,,,,
player,201010240sdg,nwe,SandJa21,def_int_long,0,,,,,
player,201010240sdg,nwe,SandJa21,pass_defended,1,,,,,
player,201010240sdg,nwe,SandJa21,sacks,0.0,,,,,
player,201010240sdg,nwe,SandJa21,tackles_combined,2,,,,,
player,201010240sdg,nwe,SandJa21,tackles_solo,2,,,,,
player,201010240sdg,nwe,SandJa21,tackles_assists,0,,,,,
player,201010240sdg,nwe,SandJa21,tackles_loss,0,,,,,
player,201010240sdg,nwe,SandJa21,qb_hits,0,,,,,
player,201010240sdg,nwe,SandJa21,fumbles_rec,1,,,,,
player,201010240sdg,nwe,SandJa21,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,SandJa21,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,SandJa21,fumbles_forced,0,,,,,
player,201010240sdg,nwe,WilhJo99,def_int,0,,,,,
player,201010240sdg,nwe,WilhJo99,def_int_yds,0,,,,,
player,201010240sdg,nwe,WilhJo99,def_int_td,0,,,,,
player,201010240sdg,nwe,WilhJo99,def_int_long,0,,,,,
player,201010240sdg,nwe,WilhJo99,pass_defended,0,,,,,
player,201010240sdg,nwe,WilhJo99,sacks,0.0,,,,,
player,201010240sdg,nwe,WilhJo99,tackles_combined,2,,,,,
player,201010240sdg,nwe,WilhJo99,tackles_solo,2,,,,,
player,201010240sdg,nwe,WilhJo99,tackles_assists,0,,,,,
player,201010240sdg,nwe,WilhJo99,tackles_loss,0,,,,,
player,201010240sdg,nwe,WilhJo99,qb_hits,0,,,,,
player,201010240sdg,nwe,WilhJo99,fumbles_rec,0,,,,,
player,201010240sdg,nwe,WilhJo99,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,WilhJo99,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,WilhJo99,fumbles_forced,0,,,,,
player,201010240sdg,nwe,ButlDa99,def_int,0,,,,,
player,201010240sdg,nwe,ButlDa99,def_int_yds,0,,,,,
player,201010240sdg,nwe,ButlDa99,def_int_td,0,,,,,
player,201010240sdg,nwe,ButlDa99,def_int_long,0,,,,,
player,201010240sdg,nwe,ButlDa99,pass_defended,0,,,,,
player,201010240sdg,nwe,ButlDa99,sacks,0.0,,,,,
player,201010240sdg,nwe,ButlDa99,tackles_combined,1,,,,,
player,201010240sdg,nwe,ButlDa99,tackles_solo,1,,,,,
player,201010240sdg,nwe,ButlDa99,tackles_assists,0,,,,,
player,201010240sdg,nwe,ButlDa99,tackles_loss,0,,,,,
player,201010240sdg,nwe,ButlDa99,qb_hits,0,,,,,
player,201010240sdg,nwe,ButlDa99,fumbles_rec,0,,,,,
player,201010240sdg,nwe,ButlDa99,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,ButlDa99,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,ButlDa99,fumbles_forced,0,,,,,
player,201010240sdg,nwe,ChunPa99,def_int,0,,,,,
player,201010240sdg,nwe,ChunPa99,def_int_yds,0,,,,,
player,201010240sdg,nwe,ChunPa99,def_int_td,0,,,,,
player,201010240sdg,nwe,ChunPa99,def_int_long,0,,,,,
player,201010240sdg,nwe,ChunPa99,pass_defended,0,,,,,
player,201010240sdg,nwe,ChunPa99,sacks,0.0,,,,,
player,201010240sdg,nwe,ChunPa99,tackles_combined,1,,,,,
player,201010240sdg,nwe,ChunPa99,tackles_solo,1,,,,,
player,201010240sdg,nwe,ChunPa99,tackles_assists,0,,,,,
player,201010240sdg,nwe,ChunPa99,tackles_loss,1,,,,,
player,201010240sdg,nwe,ChunPa99,qb_hits,0,,,,,
player,201010240sdg,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201010240sdg,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201010240sdg,nwe,SpikBr99,def_int,0,,,,,
player,201010240sdg,nwe,SpikBr99,def_int_yds,0,,,,,
player,201010240sdg,nwe,SpikBr99,def_int_td,0,,,,,
player,201010240sdg,nwe,SpikBr99,def_int_long,0,,,,,
player,201010240sdg,nwe,SpikBr99,pass_defended,0,,,,,
player,201010240sdg,nwe,SpikBr99,sacks,0.0,,,,,
player,201010240sdg,nwe,SpikBr99,tackles_combined,1,,,,,
player,201010240sdg,nwe,SpikBr99,tackles_solo,1,,,,,
player,201010240sdg,nwe,SpikBr99,tackles_assists,0,,,,,
player,201010240sdg,nwe,SpikBr99,tackles_loss,0,,,,,
player,201010240sdg,nwe,SpikBr99,qb_hits,0,,,,,
player,201010240sdg,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201010240sdg,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201010240sdg,nwe,WarrGe20,def_int,0,,,,,
player,201010240sdg,nwe,WarrGe20,def_int_yds,0,,,,,
player,201010240sdg,nwe,WarrGe20,def_int_td,0,,,,,
player,201010240sdg,nwe,WarrGe20,def_int_long,0,,,,,
player,201010240sdg,nwe,WarrGe20,pass_defended,0,,,,,
player,201010240sdg,nwe,WarrGe20,sacks,0.0,,,,,
player,201010240sdg,nwe,WarrGe20,tackles_combined,1,,,,,
player,201010240sdg,nwe,WarrGe20,tackles_solo,0,,,,,
player,201010240sdg,nwe,WarrGe20,tackles_assists,1,,,,,
player,201010240sdg,nwe,WarrGe20,tackles_loss,0,,,,,
player,201010240sdg,nwe,WarrGe20,qb_hits,0,,,,,
player,201010240sdg,nwe,WarrGe20,fumbles_rec,0,,,,,
player,201010240sdg,nwe,WarrGe20,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,WarrGe20,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,WarrGe20,fumbles_forced,0,,,,,
player,201010240sdg,nwe,WilfVi20,def_int,0,,,,,
player,201010240sdg,nwe,WilfVi20,def_int_yds,0,,,,,
player,201010240sdg,nwe,WilfVi20,def_int_td,0,,,,,
player,201010240sdg,nwe,WilfVi20,def_int_long,0,,,,,
player,201010240sdg,nwe,WilfVi20,pass_defended,0,,,,,
player,201010240sdg,nwe,WilfVi20,sacks,0.0,,,,,
player,201010240sdg,nwe,WilfVi20,tackles_combined,1,,,,,
player,201010240sdg,nwe,WilfVi20,tackles_solo,1,,,,,
player,201010240sdg,nwe,WilfVi20,tackles_assists,0,,,,,
player,201010240sdg,nwe,WilfVi20,tackles_loss,0,,,,,
player,201010240sdg,nwe,WilfVi20,qb_hits,0,,,,,
player,201010240sdg,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201010240sdg,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201010240sdg,nwe,WoodDa02,def_int,0,,,,,
player,201010240sdg,nwe,WoodDa02,def_int_yds,0,,,,,
player,201010240sdg,nwe,WoodDa02,def_int_td,0,,,,,
player,201010240sdg,nwe,WoodDa02,def_int_long,0,,,,,
player,201010240sdg,nwe,WoodDa02,pass_defended,0,,,,,
player,201010240sdg,nwe,WoodDa02,sacks,0.0,,,,,
player,201010240sdg,nwe,WoodDa02,tackles_combined,1,,,,,
player,201010240sdg,nwe,WoodDa02,tackles_solo,1,,,,,
player,201010240sdg,nwe,WoodDa02,tackles_assists,0,,,,,
player,201010240sdg,nwe,WoodDa02,tackles_loss,0,,,,,
player,201010240sdg,nwe,WoodDa02,qb_hits,0,,,,,
player,201010240sdg,nwe,WoodDa02,fumbles_rec,0,,,,,
player,201010240sdg,nwe,WoodDa02,fumbles_rec_yds,0,,,,,
player,201010240sdg,nwe,WoodDa02,fumbles_rec_td,0,,,,,
player,201010240sdg,nwe,WoodDa02,fumbles_forced,0,,,,,
player,201010240sdg,sdg,BarnAn99,def_int,0,,,,,
player,201010240sdg,sdg,BarnAn99,def_int_yds,0,,,,,
player,201010240sdg,sdg,BarnAn99,def_int_td,0,,,,,
player,201010240sdg,sdg,BarnAn99,def_int_long,0,,,,,
player,201010240sdg,sdg,BarnAn99,pass_defended,0,,,,,
player,201010240sdg,sdg,BarnAn99,sacks,2.0,,,,,
player,201010240sdg,sdg,BarnAn99,tackles_combined,3,,,,,
player,201010240sdg,sdg,BarnAn99,tackles_solo,3,,,,,
player,201010240sdg,sdg,BarnAn99,tackles_assists,0,,,,,
player,201010240sdg,sdg,BarnAn99,tackles_loss,2,,,,,
player,201010240sdg,sdg,BarnAn99,qb_hits,2,,,,,
player,201010240sdg,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201010240sdg,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201010240sdg,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201010240sdg,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201010240sdg,sdg,PhilSh20,def_int,0,,,,,
player,201010240sdg,sdg,PhilSh20,def_int_yds,0,,,,,
player,201010240sdg,sdg,PhilSh20,def_int_td,0,,,,,
player,201010240sdg,sdg,PhilSh20,def_int_long,0,,,,,
player,201010240sdg,sdg,PhilSh20,pass_defended,0,,,,,
player,201010240sdg,sdg,PhilSh20,sacks,1.0,,,,,
player,201010240sdg,sdg,PhilSh20,tackles_combined,5,,,,,
player,201010240sdg,sdg,PhilSh20,tackles_solo,5,,,,,
player,201010240sdg,sdg,PhilSh20,tackles_assists,0,,,,,
player,201010240sdg,sdg,PhilSh20,tackles_loss,1,,,,,
player,201010240sdg,sdg,PhilSh20,qb_hits,1,,,,,
player,201010240sdg,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201010240sdg,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
player,201010240sdg,sdg,PhilSh20,fumbles_rec_td,0,,,,,
player,201010240sdg,sdg,PhilSh20,fumbles_forced,0,,,,,
player,201010240sdg,sdg,GaraAn20,def_int,0,,,,,
player,201010240sdg,sdg,GaraAn20,def_int_yds,0,,,,,
player,201010240sdg,sdg,GaraAn20,def_int_td,0,,,,,
player,201010240sdg,sdg,GaraAn20,def_int_long,0,,,,,
player,201010240sdg,sdg,GaraAn20,pass_defended,0,,,,,
player,201010240sdg,sdg,GaraAn20,sacks,1.0,,,,,
player,201010240sdg,sdg,GaraAn20,tackles_combined,4,,,,,
player,201010240sdg,sdg,GaraAn20,tackles_solo,3,,,,,
player,201010240sdg,sdg,GaraAn20,tackles_assists,1,,,,,
player,201010240sdg,sdg,GaraAn20,tackles_loss,1,,,,,
player,201010240sdg,sdg,GaraAn20,qb_hits,1,,,,,
player,201010240sdg,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201010240sdg,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201010240sdg,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201010240sdg,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201010240sdg,sdg,CoopSt20,def_int,0,,,,,
player,201010240sdg,sdg,CoopSt20,def_int_yds,0,,,,,
player,201010240sdg,sdg,CoopSt20,def_int_td,0,,,,,
player,201010240sdg,sdg,CoopSt20,def_int_long,0,,,,,
player,201010240sdg,sdg,CoopSt20,pass_defended,0,,,,,
player,201010240sdg,sdg,CoopSt20,sacks,0.0,,,,,
player,201010240sdg,sdg,CoopSt20,tackles_combined,9,,,,,
player,201010240sdg,sdg,CoopSt20,tackles_solo,9,,,,,
player,201010240sdg,sdg,CoopSt20,tackles_assists,0,,,,,
player,201010240sdg,sdg,CoopSt20,tackles_loss,0,,,,,
player,201010240sdg,sdg,CoopSt20,qb_hits,0,,,,,
player,201010240sdg,sdg,CoopSt20,fumbles_rec,0,,,,,
player,201010240sdg,sdg,CoopSt20,fumbles_rec_yds,0,,,,,
player,201010240sdg,sdg,CoopSt20,fumbles_rec_td,0,,,,,
player,201010240sdg,sdg,CoopSt20,fumbles_forced,0,,,,,
player,201010240sdg,sdg,BurnKe20,def_int,0,,,,,
player,201010240sdg,sdg,BurnKe20,def_int_yds,0,,,,,
player,201010240sdg,sdg,BurnKe20,def_int_td,0,,,,,
player,201010240sdg,sdg,BurnKe20,def_int_long,0,,,,,
player,201010240sdg,sdg,BurnKe20,pass_defended,0,,,,,
player,201010240sdg,sdg,BurnKe20,sacks,0.0,,,,,
player,201010240sdg,sdg,BurnKe20,tackles_combined,6,,,,,
player,201010240sdg,sdg,BurnKe20,tackles_solo,4,,,,,
player,201010240sdg,sdg,BurnKe20,tackles_assists,2,,,,,
player,201010240sdg,sdg,BurnKe20,tackles_loss,1,,,,,
player,201010240sdg,sdg,BurnKe20,qb_hits,0,,,,,
player,201010240sdg,sdg,BurnKe20,fumbles_rec,0,,,,,
player,201010240sdg,sdg,BurnKe20,fumbles_rec_yds,0,,,,,
player,201010240sdg,sdg,BurnKe20,fumbles_rec_td,0,,,,,
player,201010240sdg,sdg,BurnKe20,fumbles_forced,0,,,,,
player,201010240sdg,sdg,ApplAn99,def_int,0,,,,,
player,201010240sdg,sdg,ApplAn99,def_int_yds,0,,,,,
player,201010240sdg,sdg,ApplAn99,def_int_td,0,,,,,
player,201010240sdg,sdg,ApplAn99,def_int_long,0,,,,,
player,201010240sdg,sdg,ApplAn99,pass_defended,0,,,,,
player,201010240sdg,sdg,ApplAn99,sacks,0.0,,,,,
player,201010240sdg,sdg,ApplAn99,tackles_combined,5,,,,,
