game,2010,10,20101114,201011140clt,cin,"Cincinnati Bengals",17,clt,"Indianapolis Colts",23
player,201011140clt,cin,MurrRi00,fumbles_rec_td,0,,,,,
player,201011140clt,cin,MurrRi00,fumbles_forced,0,,,,,
player,201011140clt,cin,JoseJo20,def_int,0,,,,,
player,201011140clt,cin,JoseJo20,def_int_yds,0,,,,,
player,201011140clt,cin,JoseJo20,def_int_td,0,,,,,
player,201011140clt,cin,JoseJo20,def_int_long,0,,,,,
player,201011140clt,cin,JoseJo20,pass_defended,0,,,,,
player,201011140clt,cin,JoseJo20,sacks,0.0,,,,,
player,201011140clt,cin,JoseJo20,tackles_combined,4,,,,,
player,201011140clt,cin,JoseJo20,tackles_solo,4,,,,,
player,201011140clt,cin,JoseJo20,tackles_assists,0,,,,,
player,201011140clt,cin,JoseJo20,tackles_loss,0,,,,,
player,201011140clt,cin,JoseJo20,qb_hits,0,,,,,
player,201011140clt,cin,JoseJo20,fumbles_rec,0,,,,,
player,201011140clt,cin,JoseJo20,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,JoseJo20,fumbles_rec_td,0,,,,,
player,201011140clt,cin,JoseJo20,fumbles_forced,0,,,,,
player,201011140clt,cin,NelsRe99,def_int,0,,,,,
player,201011140clt,cin,NelsRe99,def_int_yds,0,,,,,
player,201011140clt,cin,NelsRe99,def_int_td,0,,,,,
player,201011140clt,cin,NelsRe99,def_int_long,0,,,,,
player,201011140clt,cin,NelsRe99,pass_defended,0,,,,,
player,201011140clt,cin,NelsRe99,sacks,0.0,,,,,
player,201011140clt,cin,NelsRe99,tackles_combined,4,,,,,
player,201011140clt,cin,NelsRe99,tackles_solo,0,,,,,
player,201011140clt,cin,NelsRe99,tackles_assists,4,,,,,
player,201011140clt,cin,NelsRe99,tackles_loss,0,,,,,
player,201011140clt,cin,NelsRe99,qb_hits,0,,,,,
player,201011140clt,cin,NelsRe99,fumbles_rec,0,,,,,
player,201011140clt,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201011140clt,cin,NelsRe99,fumbles_forced,0,,,,,
player,201011140clt,cin,JohnMi98,def_int,0,,,,,
player,201011140clt,cin,JohnMi98,def_int_yds,0,,,,,
player,201011140clt,cin,JohnMi98,def_int_td,0,,,,,
player,201011140clt,cin,JohnMi98,def_int_long,0,,,,,
player,201011140clt,cin,JohnMi98,pass_defended,0,,,,,
player,201011140clt,cin,JohnMi98,sacks,0.0,,,,,
player,201011140clt,cin,JohnMi98,tackles_combined,3,,,,,
player,201011140clt,cin,JohnMi98,tackles_solo,2,,,,,
player,201011140clt,cin,JohnMi98,tackles_assists,1,,,,,
player,201011140clt,cin,JohnMi98,tackles_loss,0,,,,,
player,201011140clt,cin,JohnMi98,qb_hits,0,,,,,
player,201011140clt,cin,JohnMi98,fumbles_rec,0,,,,,
player,201011140clt,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201011140clt,cin,JohnMi98,fumbles_forced,0,,,,,
player,201011140clt,cin,NdukCh99,def_int,0,,,,,
player,201011140clt,cin,NdukCh99,def_int_yds,0,,,,,
player,201011140clt,cin,NdukCh99,def_int_td,0,,,,,
player,201011140clt,cin,NdukCh99,def_int_long,0,,,,,
player,201011140clt,cin,NdukCh99,pass_defended,0,,,,,
player,201011140clt,cin,NdukCh99,sacks,0.0,,,,,
player,201011140clt,cin,NdukCh99,tackles_combined,3,,,,,
player,201011140clt,cin,NdukCh99,tackles_solo,2,,,,,
player,201011140clt,cin,NdukCh99,tackles_assists,1,,,,,
player,201011140clt,cin,NdukCh99,tackles_loss,0,,,,,
player,201011140clt,cin,NdukCh99,qb_hits,0,,,,,
player,201011140clt,cin,NdukCh99,fumbles_rec,0,,,,,
player,201011140clt,cin,NdukCh99,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,NdukCh99,fumbles_rec_td,0,,,,,
player,201011140clt,cin,NdukCh99,fumbles_forced,0,,,,,
player,201011140clt,cin,GeatRo21,def_int,0,,,,,
player,201011140clt,cin,GeatRo21,def_int_yds,0,,,,,
player,201011140clt,cin,GeatRo21,def_int_td,0,,,,,
player,201011140clt,cin,GeatRo21,def_int_long,0,,,,,
player,201011140clt,cin,GeatRo21,pass_defended,0,,,,,
player,201011140clt,cin,GeatRo21,sacks,0.0,,,,,
player,201011140clt,cin,GeatRo21,tackles_combined,2,,,,,
player,201011140clt,cin,GeatRo21,tackles_solo,0,,,,,
player,201011140clt,cin,GeatRo21,tackles_assists,2,,,,,
player,201011140clt,cin,GeatRo21,tackles_loss,0,,,,,
player,201011140clt,cin,GeatRo21,qb_hits,0,,,,,
player,201011140clt,cin,GeatRo21,fumbles_rec,0,,,,,
player,201011140clt,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201011140clt,cin,GeatRo21,fumbles_forced,0,,,,,
player,201011140clt,cin,GheeBr99,def_int,0,,,,,
player,201011140clt,cin,GheeBr99,def_int_yds,0,,,,,
player,201011140clt,cin,GheeBr99,def_int_td,0,,,,,
player,201011140clt,cin,GheeBr99,def_int_long,0,,,,,
player,201011140clt,cin,GheeBr99,pass_defended,0,,,,,
player,201011140clt,cin,GheeBr99,sacks,0.0,,,,,
player,201011140clt,cin,GheeBr99,tackles_combined,2,,,,,
player,201011140clt,cin,GheeBr99,tackles_solo,2,,,,,
player,201011140clt,cin,GheeBr99,tackles_assists,0,,,,,
player,201011140clt,cin,GheeBr99,tackles_loss,0,,,,,
player,201011140clt,cin,GheeBr99,qb_hits,0,,,,,
player,201011140clt,cin,GheeBr99,fumbles_rec,0,,,,,
player,201011140clt,cin,GheeBr99,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,GheeBr99,fumbles_rec_td,0,,,,,
player,201011140clt,cin,GheeBr99,fumbles_forced,0,,,,,
player,201011140clt,cin,MauaRe99,def_int,0,,,,,
player,201011140clt,cin,MauaRe99,def_int_yds,0,,,,,
player,201011140clt,cin,MauaRe99,def_int_td,0,,,,,
player,201011140clt,cin,MauaRe99,def_int_long,0,,,,,
player,201011140clt,cin,MauaRe99,pass_defended,0,,,,,
player,201011140clt,cin,MauaRe99,sacks,0.0,,,,,
player,201011140clt,cin,MauaRe99,tackles_combined,2,,,,,
player,201011140clt,cin,MauaRe99,tackles_solo,2,,,,,
player,201011140clt,cin,MauaRe99,tackles_assists,0,,,,,
player,201011140clt,cin,MauaRe99,tackles_loss,0,,,,,
player,201011140clt,cin,MauaRe99,qb_hits,0,,,,,
player,201011140clt,cin,MauaRe99,fumbles_rec,0,,,,,
player,201011140clt,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201011140clt,cin,MauaRe99,fumbles_forced,0,,,,,
player,201011140clt,cin,PekoDo20,def_int,0,,,,,
player,201011140clt,cin,PekoDo20,def_int_yds,0,,,,,
player,201011140clt,cin,PekoDo20,def_int_td,0,,,,,
player,201011140clt,cin,PekoDo20,def_int_long,0,,,,,
player,201011140clt,cin,PekoDo20,pass_defended,0,,,,,
player,201011140clt,cin,PekoDo20,sacks,0.0,,,,,
player,201011140clt,cin,PekoDo20,tackles_combined,2,,,,,
player,201011140clt,cin,PekoDo20,tackles_solo,0,,,,,
player,201011140clt,cin,PekoDo20,tackles_assists,2,,,,,
player,201011140clt,cin,PekoDo20,tackles_loss,0,,,,,
player,201011140clt,cin,PekoDo20,qb_hits,0,,,,,
player,201011140clt,cin,PekoDo20,fumbles_rec,0,,,,,
player,201011140clt,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201011140clt,cin,PekoDo20,fumbles_forced,0,,,,,
player,201011140clt,cin,SkutDa00,def_int,0,,,,,
player,201011140clt,cin,SkutDa00,def_int_yds,0,,,,,
player,201011140clt,cin,SkutDa00,def_int_td,0,,,,,
player,201011140clt,cin,SkutDa00,def_int_long,0,,,,,
player,201011140clt,cin,SkutDa00,pass_defended,0,,,,,
player,201011140clt,cin,SkutDa00,sacks,0.0,,,,,
player,201011140clt,cin,SkutDa00,tackles_combined,2,,,,,
player,201011140clt,cin,SkutDa00,tackles_solo,1,,,,,
player,201011140clt,cin,SkutDa00,tackles_assists,1,,,,,
player,201011140clt,cin,SkutDa00,tackles_loss,0,,,,,
player,201011140clt,cin,SkutDa00,qb_hits,0,,,,,
player,201011140clt,cin,SkutDa00,fumbles_rec,0,,,,,
player,201011140clt,cin,SkutDa00,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201011140clt,cin,SkutDa00,fumbles_forced,0,,,,,
player,201011140clt,cin,WillRo03,def_int,0,,,,,
player,201011140clt,cin,WillRo03,def_int_yds,0,,,,,
player,201011140clt,cin,WillRo03,def_int_td,0,,,,,
player,201011140clt,cin,WillRo03,def_int_long,0,,,,,
player,201011140clt,cin,WillRo03,pass_defended,0,,,,,
player,201011140clt,cin,WillRo03,sacks,0.0,,,,,
player,201011140clt,cin,WillRo03,tackles_combined,2,,,,,
player,201011140clt,cin,WillRo03,tackles_solo,2,,,,,
player,201011140clt,cin,WillRo03,tackles_assists,0,,,,,
player,201011140clt,cin,WillRo03,tackles_loss,0,,,,,
player,201011140clt,cin,WillRo03,qb_hits,0,,,,,
player,201011140clt,cin,WillRo03,fumbles_rec,0,,,,,
player,201011140clt,cin,WillRo03,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,WillRo03,fumbles_rec_td,0,,,,,
player,201011140clt,cin,WillRo03,fumbles_forced,0,,,,,
player,201011140clt,cin,HallLe98,def_int,0,,,,,
player,201011140clt,cin,HallLe98,def_int_yds,0,,,,,
player,201011140clt,cin,HallLe98,def_int_td,0,,,,,
player,201011140clt,cin,HallLe98,def_int_long,0,,,,,
player,201011140clt,cin,HallLe98,pass_defended,0,,,,,
player,201011140clt,cin,HallLe98,sacks,0.0,,,,,
player,201011140clt,cin,HallLe98,tackles_combined,1,,,,,
player,201011140clt,cin,HallLe98,tackles_solo,1,,,,,
player,201011140clt,cin,HallLe98,tackles_assists,0,,,,,
player,201011140clt,cin,HallLe98,tackles_loss,0,,,,,
player,201011140clt,cin,HallLe98,qb_hits,0,,,,,
player,201011140clt,cin,HallLe98,fumbles_rec,0,,,,,
player,201011140clt,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201011140clt,cin,HallLe98,fumbles_forced,0,,,,,
player,201011140clt,cin,McDoCl99,def_int,0,,,,,
player,201011140clt,cin,McDoCl99,def_int_yds,0,,,,,
player,201011140clt,cin,McDoCl99,def_int_td,0,,,,,
player,201011140clt,cin,McDoCl99,def_int_long,0,,,,,
player,201011140clt,cin,McDoCl99,pass_defended,0,,,,,
player,201011140clt,cin,McDoCl99,sacks,0.0,,,,,
player,201011140clt,cin,McDoCl99,tackles_combined,1,,,,,
player,201011140clt,cin,McDoCl99,tackles_solo,1,,,,,
player,201011140clt,cin,McDoCl99,tackles_assists,0,,,,,
player,201011140clt,cin,McDoCl99,tackles_loss,0,,,,,
player,201011140clt,cin,McDoCl99,qb_hits,0,,,,,
player,201011140clt,cin,McDoCl99,fumbles_rec,0,,,,,
player,201011140clt,cin,McDoCl99,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,McDoCl99,fumbles_rec_td,0,,,,,
player,201011140clt,cin,McDoCl99,fumbles_forced,0,,,,,
player,201011140clt,cin,RuckFr99,def_int,0,,,,,
player,201011140clt,cin,RuckFr99,def_int_yds,0,,,,,
player,201011140clt,cin,RuckFr99,def_int_td,0,,,,,
player,201011140clt,cin,RuckFr99,def_int_long,0,,,,,
player,201011140clt,cin,RuckFr99,pass_defended,0,,,,,
player,201011140clt,cin,RuckFr99,sacks,0.0,,,,,
player,201011140clt,cin,RuckFr99,tackles_combined,1,,,,,
player,201011140clt,cin,RuckFr99,tackles_solo,1,,,,,
player,201011140clt,cin,RuckFr99,tackles_assists,0,,,,,
player,201011140clt,cin,RuckFr99,tackles_loss,0,,,,,
player,201011140clt,cin,RuckFr99,qb_hits,0,,,,,
player,201011140clt,cin,RuckFr99,fumbles_rec,0,,,,,
player,201011140clt,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201011140clt,cin,RuckFr99,fumbles_forced,0,,,,,
player,201011140clt,cin,SimsPa99,def_int,0,,,,,
player,201011140clt,cin,SimsPa99,def_int_yds,0,,,,,
player,201011140clt,cin,SimsPa99,def_int_td,0,,,,,
player,201011140clt,cin,SimsPa99,def_int_long,0,,,,,
player,201011140clt,cin,SimsPa99,pass_defended,0,,,,,
player,201011140clt,cin,SimsPa99,sacks,0.0,,,,,
player,201011140clt,cin,SimsPa99,tackles_combined,1,,,,,
player,201011140clt,cin,SimsPa99,tackles_solo,1,,,,,
player,201011140clt,cin,SimsPa99,tackles_assists,0,,,,,
player,201011140clt,cin,SimsPa99,tackles_loss,0,,,,,
player,201011140clt,cin,SimsPa99,qb_hits,1,,,,,
player,201011140clt,cin,SimsPa99,fumbles_rec,0,,,,,
player,201011140clt,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201011140clt,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201011140clt,cin,SimsPa99,fumbles_forced,0,,,,,
player,201011140clt,clt,HaydKe20,def_int,1,,,,,
player,201011140clt,clt,HaydKe20,def_int_yds,31,,,,,
player,201011140clt,clt,HaydKe20,def_int_td,1,,,,,
player,201011140clt,clt,HaydKe20,def_int_long,31,,,,,
player,201011140clt,clt,HaydKe20,pass_defended,1,,,,,
player,201011140clt,clt,HaydKe20,sacks,0.0,,,,,
player,201011140clt,clt,HaydKe20,tackles_combined,9,,,,,
player,201011140clt,clt,HaydKe20,tackles_solo,5,,,,,
player,201011140clt,clt,HaydKe20,tackles_assists,4,,,,,
player,201011140clt,clt,HaydKe20,tackles_loss,1,,,,,
player,201011140clt,clt,HaydKe20,qb_hits,0,,,,,
player,201011140clt,clt,HaydKe20,fumbles_rec,0,,,,,
player,201011140clt,clt,HaydKe20,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,HaydKe20,fumbles_rec_td,0,,,,,
player,201011140clt,clt,HaydKe20,fumbles_forced,0,,,,,
player,201011140clt,clt,HaglTy20,def_int,1,,,,,
player,201011140clt,clt,HaglTy20,def_int_yds,35,,,,,
player,201011140clt,clt,HaglTy20,def_int_td,0,,,,,
player,201011140clt,clt,HaglTy20,def_int_long,35,,,,,
player,201011140clt,clt,HaglTy20,pass_defended,1,,,,,
player,201011140clt,clt,HaglTy20,sacks,0.0,,,,,
player,201011140clt,clt,HaglTy20,tackles_combined,6,,,,,
player,201011140clt,clt,HaglTy20,tackles_solo,5,,,,,
player,201011140clt,clt,HaglTy20,tackles_assists,1,,,,,
player,201011140clt,clt,HaglTy20,tackles_loss,0,,,,,
player,201011140clt,clt,HaglTy20,qb_hits,0,,,,,
player,201011140clt,clt,HaglTy20,fumbles_rec,0,,,,,
player,201011140clt,clt,HaglTy20,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,HaglTy20,fumbles_rec_td,0,,,,,
player,201011140clt,clt,HaglTy20,fumbles_forced,0,,,,,
player,201011140clt,clt,FranAa20,def_int,1,,,,,
player,201011140clt,clt,FranAa20,def_int_yds,11,,,,,
player,201011140clt,clt,FranAa20,def_int_td,0,,,,,
player,201011140clt,clt,FranAa20,def_int_long,11,,,,,
player,201011140clt,clt,FranAa20,pass_defended,1,,,,,
player,201011140clt,clt,FranAa20,sacks,0.0,,,,,
player,201011140clt,clt,FranAa20,tackles_combined,3,,,,,
player,201011140clt,clt,FranAa20,tackles_solo,3,,,,,
player,201011140clt,clt,FranAa20,tackles_assists,0,,,,,
player,201011140clt,clt,FranAa20,tackles_loss,1,,,,,
player,201011140clt,clt,FranAa20,qb_hits,0,,,,,
player,201011140clt,clt,FranAa20,fumbles_rec,0,,,,,
player,201011140clt,clt,FranAa20,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,FranAa20,fumbles_rec_td,0,,,,,
player,201011140clt,clt,FranAa20,fumbles_forced,0,,,,,
player,201011140clt,clt,MathRo20,def_int,0,,,,,
player,201011140clt,clt,MathRo20,def_int_yds,0,,,,,
player,201011140clt,clt,MathRo20,def_int_td,0,,,,,
player,201011140clt,clt,MathRo20,def_int_long,0,,,,,
player,201011140clt,clt,MathRo20,pass_defended,0,,,,,
player,201011140clt,clt,MathRo20,sacks,1.0,,,,,
player,201011140clt,clt,MathRo20,tackles_combined,5,,,,,
player,201011140clt,clt,MathRo20,tackles_solo,4,,,,,
player,201011140clt,clt,MathRo20,tackles_assists,1,,,,,
player,201011140clt,clt,MathRo20,tackles_loss,2,,,,,
player,201011140clt,clt,MathRo20,qb_hits,1,,,,,
player,201011140clt,clt,MathRo20,fumbles_rec,0,,,,,
player,201011140clt,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201011140clt,clt,MathRo20,fumbles_forced,0,,,,,
player,201011140clt,clt,FostEr20,def_int,0,,,,,
player,201011140clt,clt,FostEr20,def_int_yds,0,,,,,
player,201011140clt,clt,FostEr20,def_int_td,0,,,,,
player,201011140clt,clt,FostEr20,def_int_long,0,,,,,
player,201011140clt,clt,FostEr20,pass_defended,0,,,,,
player,201011140clt,clt,FostEr20,sacks,1.0,,,,,
player,201011140clt,clt,FostEr20,tackles_combined,3,,,,,
player,201011140clt,clt,FostEr20,tackles_solo,2,,,,,
player,201011140clt,clt,FostEr20,tackles_assists,1,,,,,
player,201011140clt,clt,FostEr20,tackles_loss,1,,,,,
player,201011140clt,clt,FostEr20,qb_hits,1,,,,,
player,201011140clt,clt,FostEr20,fumbles_rec,0,,,,,
player,201011140clt,clt,FostEr20,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,FostEr20,fumbles_rec_td,0,,,,,
player,201011140clt,clt,FostEr20,fumbles_forced,0,,,,,
player,201011140clt,clt,FreeDw00,def_int,0,,,,,
player,201011140clt,clt,FreeDw00,def_int_yds,0,,,,,
player,201011140clt,clt,FreeDw00,def_int_td,0,,,,,
player,201011140clt,clt,FreeDw00,def_int_long,0,,,,,
player,201011140clt,clt,FreeDw00,pass_defended,0,,,,,
player,201011140clt,clt,FreeDw00,sacks,1.0,,,,,
player,201011140clt,clt,FreeDw00,tackles_combined,3,,,,,
player,201011140clt,clt,FreeDw00,tackles_solo,3,,,,,
player,201011140clt,clt,FreeDw00,tackles_assists,0,,,,,
player,201011140clt,clt,FreeDw00,tackles_loss,1,,,,,
player,201011140clt,clt,FreeDw00,qb_hits,1,,,,,
player,201011140clt,clt,FreeDw00,fumbles_rec,0,,,,,
player,201011140clt,clt,FreeDw00,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,FreeDw00,fumbles_rec_td,0,,,,,
player,201011140clt,clt,FreeDw00,fumbles_forced,1,,,,,
player,201011140clt,clt,LaceJa99,def_int,0,,,,,
player,201011140clt,clt,LaceJa99,def_int_yds,0,,,,,
player,201011140clt,clt,LaceJa99,def_int_td,0,,,,,
player,201011140clt,clt,LaceJa99,def_int_long,0,,,,,
player,201011140clt,clt,LaceJa99,pass_defended,0,,,,,
player,201011140clt,clt,LaceJa99,sacks,0.0,,,,,
player,201011140clt,clt,LaceJa99,tackles_combined,9,,,,,
player,201011140clt,clt,LaceJa99,tackles_solo,4,,,,,
player,201011140clt,clt,LaceJa99,tackles_assists,5,,,,,
player,201011140clt,clt,LaceJa99,tackles_loss,0,,,,,
player,201011140clt,clt,LaceJa99,qb_hits,0,,,,,
player,201011140clt,clt,LaceJa99,fumbles_rec,0,,,,,
player,201011140clt,clt,LaceJa99,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,LaceJa99,fumbles_rec_td,0,,,,,
player,201011140clt,clt,LaceJa99,fumbles_forced,0,,,,,
player,201011140clt,clt,PoweJe99,def_int,0,,,,,
player,201011140clt,clt,PoweJe99,def_int_yds,0,,,,,
player,201011140clt,clt,PoweJe99,def_int_td,0,,,,,
player,201011140clt,clt,PoweJe99,def_int_long,0,,,,,
player,201011140clt,clt,PoweJe99,pass_defended,0,,,,,
player,201011140clt,clt,PoweJe99,sacks,0.0,,,,,
player,201011140clt,clt,PoweJe99,tackles_combined,8,,,,,
player,201011140clt,clt,PoweJe99,tackles_solo,4,,,,,
player,201011140clt,clt,PoweJe99,tackles_assists,4,,,,,
player,201011140clt,clt,PoweJe99,tackles_loss,0,,,,,
player,201011140clt,clt,PoweJe99,qb_hits,0,,,,,
player,201011140clt,clt,PoweJe99,fumbles_rec,0,,,,,
player,201011140clt,clt,PoweJe99,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,PoweJe99,fumbles_rec_td,0,,,,,
player,201011140clt,clt,PoweJe99,fumbles_forced,0,,,,,
player,201011140clt,clt,AngePa99,def_int,0,,,,,
player,201011140clt,clt,AngePa99,def_int_yds,0,,,,,
player,201011140clt,clt,AngePa99,def_int_td,0,,,,,
player,201011140clt,clt,AngePa99,def_int_long,0,,,,,
player,201011140clt,clt,AngePa99,pass_defended,0,,,,,
player,201011140clt,clt,AngePa99,sacks,0.0,,,,,
player,201011140clt,clt,AngePa99,tackles_combined,7,,,,,
player,201011140clt,clt,AngePa99,tackles_solo,4,,,,,
player,201011140clt,clt,AngePa99,tackles_assists,3,,,,,
player,201011140clt,clt,AngePa99,tackles_loss,0,,,,,
player,201011140clt,clt,AngePa99,qb_hits,0,,,,,
player,201011140clt,clt,AngePa99,fumbles_rec,0,,,,,
player,201011140clt,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201011140clt,clt,AngePa99,fumbles_forced,0,,,,,
player,201011140clt,clt,ConnKa99,def_int,0,,,,,
player,201011140clt,clt,ConnKa99,def_int_yds,0,,,,,
player,201011140clt,clt,ConnKa99,def_int_td,0,,,,,
player,201011140clt,clt,ConnKa99,def_int_long,0,,,,,
player,201011140clt,clt,ConnKa99,pass_defended,0,,,,,
player,201011140clt,clt,ConnKa99,sacks,0.0,,,,,
player,201011140clt,clt,ConnKa99,tackles_combined,7,,,,,
player,201011140clt,clt,ConnKa99,tackles_solo,5,,,,,
player,201011140clt,clt,ConnKa99,tackles_assists,2,,,,,
player,201011140clt,clt,ConnKa99,tackles_loss,1,,,,,
player,201011140clt,clt,ConnKa99,qb_hits,0,,,,,
player,201011140clt,clt,ConnKa99,fumbles_rec,0,,,,,
player,201011140clt,clt,ConnKa99,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,ConnKa99,fumbles_rec_td,0,,,,,
player,201011140clt,clt,ConnKa99,fumbles_forced,1,,,,,
player,201011140clt,clt,MuirDa20,def_int,0,,,,,
player,201011140clt,clt,MuirDa20,def_int_yds,0,,,,,
player,201011140clt,clt,MuirDa20,def_int_td,0,,,,,
player,201011140clt,clt,MuirDa20,def_int_long,0,,,,,
player,201011140clt,clt,MuirDa20,pass_defended,0,,,,,
player,201011140clt,clt,MuirDa20,sacks,0.0,,,,,
player,201011140clt,clt,MuirDa20,tackles_combined,4,,,,,
player,201011140clt,clt,MuirDa20,tackles_solo,2,,,,,
player,201011140clt,clt,MuirDa20,tackles_assists,2,,,,,
player,201011140clt,clt,MuirDa20,tackles_loss,0,,,,,
player,201011140clt,clt,MuirDa20,qb_hits,0,,,,,
player,201011140clt,clt,MuirDa20,fumbles_rec,0,,,,,
player,201011140clt,clt,MuirDa20,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,MuirDa20,fumbles_rec_td,0,,,,,
player,201011140clt,clt,MuirDa20,fumbles_forced,0,,,,,
player,201011140clt,clt,BethAn20,def_int,0,,,,,
player,201011140clt,clt,BethAn20,def_int_yds,0,,,,,
player,201011140clt,clt,BethAn20,def_int_td,0,,,,,
player,201011140clt,clt,BethAn20,def_int_long,0,,,,,
player,201011140clt,clt,BethAn20,pass_defended,0,,,,,
player,201011140clt,clt,BethAn20,sacks,0.0,,,,,
player,201011140clt,clt,BethAn20,tackles_combined,3,,,,,
player,201011140clt,clt,BethAn20,tackles_solo,2,,,,,
player,201011140clt,clt,BethAn20,tackles_assists,1,,,,,
player,201011140clt,clt,BethAn20,tackles_loss,0,,,,,
player,201011140clt,clt,BethAn20,qb_hits,0,,,,,
player,201011140clt,clt,BethAn20,fumbles_rec,0,,,,,
player,201011140clt,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201011140clt,clt,BethAn20,fumbles_forced,0,,,,,
player,201011140clt,clt,WheePh99,def_int,0,,,,,
player,201011140clt,clt,WheePh99,def_int_yds,0,,,,,
player,201011140clt,clt,WheePh99,def_int_td,0,,,,,
player,201011140clt,clt,WheePh99,def_int_long,0,,,,,
player,201011140clt,clt,WheePh99,pass_defended,0,,,,,
player,201011140clt,clt,WheePh99,sacks,0.0,,,,,
player,201011140clt,clt,WheePh99,tackles_combined,3,,,,,
player,201011140clt,clt,WheePh99,tackles_solo,2,,,,,
player,201011140clt,clt,WheePh99,tackles_assists,1,,,,,
player,201011140clt,clt,WheePh99,tackles_loss,0,,,,,
player,201011140clt,clt,WheePh99,qb_hits,0,,,,,
player,201011140clt,clt,WheePh99,fumbles_rec,0,,,,,
player,201011140clt,clt,WheePh99,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,WheePh99,fumbles_rec_td,0,,,,,
player,201011140clt,clt,WheePh99,fumbles_forced,0,,,,,
player,201011140clt,clt,GlenCo99,def_int,0,,,,,
player,201011140clt,clt,GlenCo99,def_int_yds,0,,,,,
player,201011140clt,clt,GlenCo99,def_int_td,0,,,,,
player,201011140clt,clt,GlenCo99,def_int_long,0,,,,,
player,201011140clt,clt,GlenCo99,pass_defended,0,,,,,
player,201011140clt,clt,GlenCo99,sacks,0.0,,,,,
player,201011140clt,clt,GlenCo99,tackles_combined,2,,,,,
player,201011140clt,clt,GlenCo99,tackles_solo,2,,,,,
player,201011140clt,clt,GlenCo99,tackles_assists,0,,,,,
player,201011140clt,clt,GlenCo99,tackles_loss,0,,,,,
player,201011140clt,clt,GlenCo99,qb_hits,0,,,,,
player,201011140clt,clt,GlenCo99,fumbles_rec,0,,,,,
player,201011140clt,clt,GlenCo99,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,GlenCo99,fumbles_rec_td,0,,,,,
player,201011140clt,clt,GlenCo99,fumbles_forced,0,,,,,
player,201011140clt,clt,HughJe99,def_int,0,,,,,
player,201011140clt,clt,HughJe99,def_int_yds,0,,,,,
player,201011140clt,clt,HughJe99,def_int_td,0,,,,,
player,201011140clt,clt,HughJe99,def_int_long,0,,,,,
player,201011140clt,clt,HughJe99,pass_defended,0,,,,,
player,201011140clt,clt,HughJe99,sacks,0.0,,,,,
player,201011140clt,clt,HughJe99,tackles_combined,2,,,,,
player,201011140clt,clt,HughJe99,tackles_solo,2,,,,,
player,201011140clt,clt,HughJe99,tackles_assists,0,,,,,
player,201011140clt,clt,HughJe99,tackles_loss,0,,,,,
player,201011140clt,clt,HughJe99,qb_hits,0,,,,,
player,201011140clt,clt,HughJe99,fumbles_rec,0,,,,,
player,201011140clt,clt,HughJe99,fumbles_rec_yds,0,,,,,
player,201011140clt,clt,HughJe99,fumbles_rec_td,0,,,,,
player,201011140clt,clt,HughJe99,fumbles_forced,0,,,,,
player,201011140clt,clt,JohnAn03,def_int,0,,,,,
player,201011140clt,clt,JohnAn03,def_int_yds,0,,,,,
