game,2010,2,20100919,201009190det,phi,"Philadelphia Eagles",35,det,"Detroit Lions",32
team,201009190det,phi,First Downs,24,,,,,,
team,201009190det,det,First Downs,22,,,,,,
team,201009190det,phi,Rush-Yds-TDs,29-162-3,,,,,,
team,201009190det,det,Rush-Yds-TDs,26-115-2,,,,,,
team,201009190det,phi,Cmp-Att-Yd-TD-INT,21-34-284-2-0,,,,,,
team,201009190det,det,Cmp-Att-Yd-TD-INT,25-45-335-2-2,,,,,,
team,201009190det,phi,Sacked-Yards,5-36,,,,,,
team,201009190det,det,Sacked-Yards,2-6,,,,,,
team,201009190det,phi,Net Pass Yards,248,,,,,,
team,201009190det,det,Net Pass Yards,329,,,,,,
team,201009190det,phi,Total Yards,410,,,,,,
team,201009190det,det,Total Yards,444,,,,,,
team,201009190det,phi,Fumbles-Lost,2-0,,,,,,
team,201009190det,det,Fumbles-Lost,1-0,,,,,,
team,201009190det,phi,Turnovers,0,,,,,,
team,201009190det,det,Turnovers,2,,,,,,
team,201009190det,phi,Penalties-Yards,9-75,,,,,,
team,201009190det,det,Penalties-Yards,9-51,,,,,,
team,201009190det,phi,Third Down Conv.,6-14,,,,,,
team,201009190det,det,Third Down Conv.,6-15,,,,,,
team,201009190det,phi,Fourth Down Conv.,0-0,,,,,,
team,201009190det,det,Fourth Down Conv.,0-2,,,,,,
team,201009190det,phi,Time of Possession,30:52,,,,,,
team,201009190det,det,Time of Possession,29:08,,,,,,
player,201009190det,phi,VickMi00,pass_cmp,21,,,,,
player,201009190det,phi,VickMi00,pass_att,34,,,,,
player,201009190det,phi,VickMi00,pass_yds,284,,,,,
player,201009190det,phi,VickMi00,pass_td,2,,,,,
player,201009190det,phi,VickMi00,pass_int,0,,,,,
player,201009190det,phi,VickMi00,pass_sacked,5,,,,,
player,201009190det,phi,VickMi00,pass_sacked_yds,36,,,,,
player,201009190det,phi,VickMi00,pass_long,53,,,,,
player,201009190det,phi,VickMi00,pass_rating,108.0,,,,,
player,201009190det,phi,VickMi00,rush_att,8,,,,,
player,201009190det,phi,VickMi00,rush_yds,37,,,,,
player,201009190det,phi,VickMi00,rush_td,0,,,,,
player,201009190det,phi,VickMi00,rush_long,12,,,,,
player,201009190det,phi,VickMi00,targets,0,,,,,
player,201009190det,phi,VickMi00,rec,0,,,,,
player,201009190det,phi,VickMi00,rec_yds,0,,,,,
player,201009190det,phi,VickMi00,rec_td,0,,,,,
player,201009190det,phi,VickMi00,rec_long,0,,,,,
player,201009190det,phi,VickMi00,fumbles,2,,,,,
player,201009190det,phi,VickMi00,fumbles_lost,0,,,,,
player,201009190det,phi,McCoLe01,pass_cmp,0,,,,,
player,201009190det,phi,McCoLe01,pass_att,0,,,,,
player,201009190det,phi,McCoLe01,pass_yds,0,,,,,
player,201009190det,phi,McCoLe01,pass_td,0,,,,,
player,201009190det,phi,McCoLe01,pass_int,0,,,,,
player,201009190det,phi,McCoLe01,pass_sacked,,,,,,
player,201009190det,phi,McCoLe01,pass_sacked_yds,,,,,,
player,201009190det,phi,McCoLe01,pass_long,0,,,,,
player,201009190det,phi,McCoLe01,pass_rating,,,,,,
player,201009190det,phi,McCoLe01,rush_att,16,,,,,
player,201009190det,phi,McCoLe01,rush_yds,120,,,,,
player,201009190det,phi,McCoLe01,rush_td,3,,,,,
player,201009190det,phi,McCoLe01,rush_long,46,,,,,
player,201009190det,phi,McCoLe01,targets,4,,,,,
player,201009190det,phi,McCoLe01,rec,4,,,,,
player,201009190det,phi,McCoLe01,rec_yds,8,,,,,
player,201009190det,phi,McCoLe01,rec_td,0,,,,,
player,201009190det,phi,McCoLe01,rec_long,8,,,,,
player,201009190det,phi,McCoLe01,fumbles,0,,,,,
player,201009190det,phi,McCoLe01,fumbles_lost,,,,,,
player,201009190det,phi,JackDe00,pass_cmp,0,,,,,
player,201009190det,phi,JackDe00,pass_att,0,,,,,
player,201009190det,phi,JackDe00,pass_yds,0,,,,,
player,201009190det,phi,JackDe00,pass_td,0,,,,,
player,201009190det,phi,JackDe00,pass_int,0,,,,,
player,201009190det,phi,JackDe00,pass_sacked,,,,,,
player,201009190det,phi,JackDe00,pass_sacked_yds,,,,,,
player,201009190det,phi,JackDe00,pass_long,0,,,,,
player,201009190det,phi,JackDe00,pass_rating,,,,,,
player,201009190det,phi,JackDe00,rush_att,1,,,,,
player,201009190det,phi,JackDe00,rush_yds,5,,,,,
player,201009190det,phi,JackDe00,rush_td,0,,,,,
player,201009190det,phi,JackDe00,rush_long,5,,,,,
player,201009190det,phi,JackDe00,targets,7,,,,,
player,201009190det,phi,JackDe00,rec,4,,,,,
player,201009190det,phi,JackDe00,rec_yds,135,,,,,
player,201009190det,phi,JackDe00,rec_td,1,,,,,
player,201009190det,phi,JackDe00,rec_long,53,,,,,
player,201009190det,phi,JackDe00,fumbles,0,,,,,
player,201009190det,phi,JackDe00,fumbles_lost,,,,,,
player,201009190det,phi,AvanJa00,pass_cmp,0,,,,,
player,201009190det,phi,AvanJa00,pass_att,0,,,,,
player,201009190det,phi,AvanJa00,pass_yds,0,,,,,
player,201009190det,phi,AvanJa00,pass_td,0,,,,,
player,201009190det,phi,AvanJa00,pass_int,0,,,,,
player,201009190det,phi,AvanJa00,pass_sacked,,,,,,
player,201009190det,phi,AvanJa00,pass_sacked_yds,,,,,,
player,201009190det,phi,AvanJa00,pass_long,0,,,,,
player,201009190det,phi,AvanJa00,pass_rating,,,,,,
player,201009190det,phi,AvanJa00,rush_att,0,,,,,
player,201009190det,phi,AvanJa00,rush_yds,0,,,,,
player,201009190det,phi,AvanJa00,rush_td,0,,,,,
player,201009190det,phi,AvanJa00,rush_long,0,,,,,
player,201009190det,phi,AvanJa00,targets,5,,,,,
player,201009190det,phi,AvanJa00,rec,3,,,,,
player,201009190det,phi,AvanJa00,rec_yds,33,,,,,
