game,2010,8,20101031,201010310det,was,"Washington Redskins",25,det,"Detroit Lions",37
player,201010310det,was,GrosRe00,fumbles_lost,1,,,,,
player,201010310det,was,WillKe03,pass_cmp,0,,,,,
player,201010310det,was,WillKe03,pass_att,0,,,,,
player,201010310det,was,WillKe03,pass_yds,0,,,,,
player,201010310det,was,WillKe03,pass_td,0,,,,,
player,201010310det,was,WillKe03,pass_int,0,,,,,
player,201010310det,was,WillKe03,pass_sacked,,,,,,
player,201010310det,was,WillKe03,pass_sacked_yds,,,,,,
player,201010310det,was,WillKe03,pass_long,0,,,,,
player,201010310det,was,WillKe03,pass_rating,,,,,,
player,201010310det,was,WillKe03,rush_att,6,,,,,
player,201010310det,was,WillKe03,rush_yds,25,,,,,
player,201010310det,was,WillKe03,rush_td,1,,,,,
player,201010310det,was,WillKe03,rush_long,8,,,,,
player,201010310det,was,WillKe03,targets,3,,,,,
player,201010310det,was,WillKe03,rec,3,,,,,
player,201010310det,was,WillKe03,rec_yds,28,,,,,
player,201010310det,was,WillKe03,rec_td,0,,,,,
player,201010310det,was,WillKe03,rec_long,15,,,,,
player,201010310det,was,WillKe03,fumbles,0,,,,,
player,201010310det,was,WillKe03,fumbles_lost,,,,,,
player,201010310det,was,ToraRy00,pass_cmp,0,,,,,
player,201010310det,was,ToraRy00,pass_att,0,,,,,
player,201010310det,was,ToraRy00,pass_yds,0,,,,,
player,201010310det,was,ToraRy00,pass_td,0,,,,,
player,201010310det,was,ToraRy00,pass_int,0,,,,,
player,201010310det,was,ToraRy00,pass_sacked,,,,,,
player,201010310det,was,ToraRy00,pass_sacked_yds,,,,,,
player,201010310det,was,ToraRy00,pass_long,0,,,,,
player,201010310det,was,ToraRy00,pass_rating,,,,,,
player,201010310det,was,ToraRy00,rush_att,9,,,,,
player,201010310det,was,ToraRy00,rush_yds,10,,,,,
player,201010310det,was,ToraRy00,rush_td,0,,,,,
player,201010310det,was,ToraRy00,rush_long,5,,,,,
player,201010310det,was,ToraRy00,targets,4,,,,,
player,201010310det,was,ToraRy00,rec,3,,,,,
player,201010310det,was,ToraRy00,rec_yds,19,,,,,
player,201010310det,was,ToraRy00,rec_td,1,,,,,
player,201010310det,was,ToraRy00,rec_long,13,,,,,
player,201010310det,was,ToraRy00,fumbles,0,,,,,
player,201010310det,was,ToraRy00,fumbles_lost,,,,,,
player,201010310det,was,ArmsAn00,pass_cmp,0,,,,,
player,201010310det,was,ArmsAn00,pass_att,0,,,,,
player,201010310det,was,ArmsAn00,pass_yds,0,,,,,
player,201010310det,was,ArmsAn00,pass_td,0,,,,,
player,201010310det,was,ArmsAn00,pass_int,0,,,,,
player,201010310det,was,ArmsAn00,pass_sacked,,,,,,
player,201010310det,was,ArmsAn00,pass_sacked_yds,,,,,,
player,201010310det,was,ArmsAn00,pass_long,0,,,,,
player,201010310det,was,ArmsAn00,pass_rating,,,,,,
player,201010310det,was,ArmsAn00,rush_att,0,,,,,
player,201010310det,was,ArmsAn00,rush_yds,0,,,,,
player,201010310det,was,ArmsAn00,rush_td,0,,,,,
player,201010310det,was,ArmsAn00,rush_long,0,,,,,
player,201010310det,was,ArmsAn00,targets,6,,,,,
player,201010310det,was,ArmsAn00,rec,3,,,,,
player,201010310det,was,ArmsAn00,rec_yds,92,,,,,
player,201010310det,was,ArmsAn00,rec_td,0,,,,,
player,201010310det,was,ArmsAn00,rec_long,50,,,,,
player,201010310det,was,ArmsAn00,fumbles,0,,,,,
player,201010310det,was,ArmsAn00,fumbles_lost,,,,,,
player,201010310det,was,MossSa00,pass_cmp,0,,,,,
player,201010310det,was,MossSa00,pass_att,0,,,,,
player,201010310det,was,MossSa00,pass_yds,0,,,,,
player,201010310det,was,MossSa00,pass_td,0,,,,,
player,201010310det,was,MossSa00,pass_int,0,,,,,
player,201010310det,was,MossSa00,pass_sacked,,,,,,
player,201010310det,was,MossSa00,pass_sacked_yds,,,,,,
player,201010310det,was,MossSa00,pass_long,0,,,,,
player,201010310det,was,MossSa00,pass_rating,,,,,,
player,201010310det,was,MossSa00,rush_att,0,,,,,
player,201010310det,was,MossSa00,rush_yds,0,,,,,
player,201010310det,was,MossSa00,rush_td,0,,,,,
player,201010310det,was,MossSa00,rush_long,0,,,,,
player,201010310det,was,MossSa00,targets,10,,,,,
player,201010310det,was,MossSa00,rec,6,,,,,
player,201010310det,was,MossSa00,rec_yds,56,,,,,
player,201010310det,was,MossSa00,rec_td,0,,,,,
player,201010310det,was,MossSa00,rec_long,18,,,,,
player,201010310det,was,MossSa00,fumbles,0,,,,,
player,201010310det,was,MossSa00,fumbles_lost,,,,,,
player,201010310det,was,CoolCh00,pass_cmp,0,,,,,
player,201010310det,was,CoolCh00,pass_att,0,,,,,
player,201010310det,was,CoolCh00,pass_yds,0,,,,,
player,201010310det,was,CoolCh00,pass_td,0,,,,,
player,201010310det,was,CoolCh00,pass_int,0,,,,,
player,201010310det,was,CoolCh00,pass_sacked,,,,,,
player,201010310det,was,CoolCh00,pass_sacked_yds,,,,,,
player,201010310det,was,CoolCh00,pass_long,0,,,,,
player,201010310det,was,CoolCh00,pass_rating,,,,,,
player,201010310det,was,CoolCh00,rush_att,0,,,,,
player,201010310det,was,CoolCh00,rush_yds,0,,,,,
player,201010310det,was,CoolCh00,rush_td,0,,,,,
player,201010310det,was,CoolCh00,rush_long,0,,,,,
player,201010310det,was,CoolCh00,targets,7,,,,,
player,201010310det,was,CoolCh00,rec,4,,,,,
player,201010310det,was,CoolCh00,rec_yds,48,,,,,
player,201010310det,was,CoolCh00,rec_td,0,,,,,
player,201010310det,was,CoolCh00,rec_long,19,,,,,
player,201010310det,was,CoolCh00,fumbles,0,,,,,
player,201010310det,was,CoolCh00,fumbles_lost,,,,,,
player,201010310det,was,DaviFr01,pass_cmp,0,,,,,
player,201010310det,was,DaviFr01,pass_att,0,,,,,
player,201010310det,was,DaviFr01,pass_yds,0,,,,,
player,201010310det,was,DaviFr01,pass_td,0,,,,,
player,201010310det,was,DaviFr01,pass_int,0,,,,,
player,201010310det,was,DaviFr01,pass_sacked,,,,,,
player,201010310det,was,DaviFr01,pass_sacked_yds,,,,,,
player,201010310det,was,DaviFr01,pass_long,0,,,,,
player,201010310det,was,DaviFr01,pass_rating,,,,,,
player,201010310det,was,DaviFr01,rush_att,0,,,,,
player,201010310det,was,DaviFr01,rush_yds,0,,,,,
player,201010310det,was,DaviFr01,rush_td,0,,,,,
player,201010310det,was,DaviFr01,rush_long,0,,,,,
player,201010310det,was,DaviFr01,targets,1,,,,,
player,201010310det,was,DaviFr01,rec,1,,,,,
player,201010310det,was,DaviFr01,rec_yds,9,,,,,
player,201010310det,was,DaviFr01,rec_td,0,,,,,
player,201010310det,was,DaviFr01,rec_long,9,,,,,
player,201010310det,was,DaviFr01,fumbles,0,,,,,
player,201010310det,was,DaviFr01,fumbles_lost,,,,,,
player,201010310det,was,GallJo00,pass_cmp,0,,,,,
player,201010310det,was,GallJo00,pass_att,0,,,,,
player,201010310det,was,GallJo00,pass_yds,0,,,,,
player,201010310det,was,GallJo00,pass_td,0,,,,,
player,201010310det,was,GallJo00,pass_int,0,,,,,
player,201010310det,was,GallJo00,pass_sacked,,,,,,
player,201010310det,was,GallJo00,pass_sacked_yds,,,,,,
player,201010310det,was,GallJo00,pass_long,0,,,,,
player,201010310det,was,GallJo00,pass_rating,,,,,,
player,201010310det,was,GallJo00,rush_att,0,,,,,
player,201010310det,was,GallJo00,rush_yds,0,,,,,
player,201010310det,was,GallJo00,rush_td,0,,,,,
player,201010310det,was,GallJo00,rush_long,0,,,,,
player,201010310det,was,GallJo00,targets,4,,,,,
player,201010310det,was,GallJo00,rec,1,,,,,
player,201010310det,was,GallJo00,rec_yds,2,,,,,
player,201010310det,was,GallJo00,rec_td,0,,,,,
player,201010310det,was,GallJo00,rec_long,2,,,,,
player,201010310det,was,GallJo00,fumbles,0,,,,,
player,201010310det,was,GallJo00,fumbles_lost,,,,,,
player,201010310det,was,SellMi00,pass_cmp,0,,,,,
player,201010310det,was,SellMi00,pass_att,0,,,,,
player,201010310det,was,SellMi00,pass_yds,0,,,,,
player,201010310det,was,SellMi00,pass_td,0,,,,,
player,201010310det,was,SellMi00,pass_int,0,,,,,
player,201010310det,was,SellMi00,pass_sacked,,,,,,
player,201010310det,was,SellMi00,pass_sacked_yds,,,,,,
player,201010310det,was,SellMi00,pass_long,0,,,,,
player,201010310det,was,SellMi00,pass_rating,,,,,,
player,201010310det,was,SellMi00,rush_att,0,,,,,
player,201010310det,was,SellMi00,rush_yds,0,,,,,
player,201010310det,was,SellMi00,rush_td,0,,,,,
player,201010310det,was,SellMi00,rush_long,0,,,,,
player,201010310det,was,SellMi00,targets,1,,,,,
player,201010310det,was,SellMi00,rec,0,,,,,
player,201010310det,was,SellMi00,rec_yds,0,,,,,
player,201010310det,was,SellMi00,rec_td,0,,,,,
player,201010310det,was,SellMi00,rec_long,0,,,,,
player,201010310det,was,SellMi00,fumbles,0,,,,,
player,201010310det,was,SellMi00,fumbles_lost,,,,,,
player,201010310det,det,StafMa00,pass_cmp,26,,,,,
player,201010310det,det,StafMa00,pass_att,45,,,,,
player,201010310det,det,StafMa00,pass_yds,212,,,,,
player,201010310det,det,StafMa00,pass_td,4,,,,,
player,201010310det,det,StafMa00,pass_int,1,,,,,
player,201010310det,det,StafMa00,pass_sacked,1,,,,,
player,201010310det,det,StafMa00,pass_sacked_yds,10,,,,,
player,201010310det,det,StafMa00,pass_long,25,,,,,
player,201010310det,det,StafMa00,pass_rating,90.2,,,,,
player,201010310det,det,StafMa00,rush_att,0,,,,,
player,201010310det,det,StafMa00,rush_yds,0,,,,,
player,201010310det,det,StafMa00,rush_td,0,,,,,
player,201010310det,det,StafMa00,rush_long,0,,,,,
player,201010310det,det,StafMa00,targets,0,,,,,
player,201010310det,det,StafMa00,rec,0,,,,,
player,201010310det,det,StafMa00,rec_yds,0,,,,,
player,201010310det,det,StafMa00,rec_td,0,,,,,
player,201010310det,det,StafMa00,rec_long,0,,,,,
player,201010310det,det,StafMa00,fumbles,0,,,,,
player,201010310det,det,StafMa00,fumbles_lost,,,,,,
player,201010310det,det,SmitKe02,pass_cmp,0,,,,,
player,201010310det,det,SmitKe02,pass_att,0,,,,,
player,201010310det,det,SmitKe02,pass_yds,0,,,,,
player,201010310det,det,SmitKe02,pass_td,0,,,,,
player,201010310det,det,SmitKe02,pass_int,0,,,,,
player,201010310det,det,SmitKe02,pass_sacked,,,,,,
player,201010310det,det,SmitKe02,pass_sacked_yds,,,,,,
player,201010310det,det,SmitKe02,pass_long,0,,,,,
player,201010310det,det,SmitKe02,pass_rating,,,,,,
player,201010310det,det,SmitKe02,rush_att,12,,,,,
player,201010310det,det,SmitKe02,rush_yds,51,,,,,
player,201010310det,det,SmitKe02,rush_td,0,,,,,
player,201010310det,det,SmitKe02,rush_long,13,,,,,
player,201010310det,det,SmitKe02,targets,3,,,,,
player,201010310det,det,SmitKe02,rec,2,,,,,
player,201010310det,det,SmitKe02,rec_yds,16,,,,,
player,201010310det,det,SmitKe02,rec_td,0,,,,,
player,201010310det,det,SmitKe02,rec_long,13,,,,,
player,201010310det,det,SmitKe02,fumbles,0,,,,,
player,201010310det,det,SmitKe02,fumbles_lost,,,,,,
player,201010310det,det,BestJa00,pass_cmp,0,,,,,
player,201010310det,det,BestJa00,pass_att,0,,,,,
player,201010310det,det,BestJa00,pass_yds,0,,,,,
player,201010310det,det,BestJa00,pass_td,0,,,,,
player,201010310det,det,BestJa00,pass_int,0,,,,,
player,201010310det,det,BestJa00,pass_sacked,0,,,,,
player,201010310det,det,BestJa00,pass_sacked_yds,,,,,,
player,201010310det,det,BestJa00,pass_long,0,,,,,
player,201010310det,det,BestJa00,pass_rating,,,,,,
player,201010310det,det,BestJa00,rush_att,12,,,,,
player,201010310det,det,BestJa00,rush_yds,48,,,,,
player,201010310det,det,BestJa00,rush_td,0,,,,,
player,201010310det,det,BestJa00,rush_long,20,,,,,
player,201010310det,det,BestJa00,targets,8,,,,,
player,201010310det,det,BestJa00,rec,5,,,,,
player,201010310det,det,BestJa00,rec_yds,31,,,,,
player,201010310det,det,BestJa00,rec_td,0,,,,,
player,201010310det,det,BestJa00,rec_long,11,,,,,
player,201010310det,det,BestJa00,fumbles,0,,,,,
player,201010310det,det,BestJa00,fumbles_lost,,,,,,
player,201010310det,det,FeltJe00,pass_cmp,0,,,,,
player,201010310det,det,FeltJe00,pass_att,0,,,,,
player,201010310det,det,FeltJe00,pass_yds,0,,,,,
player,201010310det,det,FeltJe00,pass_td,0,,,,,
player,201010310det,det,FeltJe00,pass_int,0,,,,,
player,201010310det,det,FeltJe00,pass_sacked,,,,,,
player,201010310det,det,FeltJe00,pass_sacked_yds,,,,,,
player,201010310det,det,FeltJe00,pass_long,0,,,,,
player,201010310det,det,FeltJe00,pass_rating,,,,,,
player,201010310det,det,FeltJe00,rush_att,1,,,,,
player,201010310det,det,FeltJe00,rush_yds,3,,,,,
player,201010310det,det,FeltJe00,rush_td,0,,,,,
player,201010310det,det,FeltJe00,rush_long,3,,,,,
player,201010310det,det,FeltJe00,targets,0,,,,,
player,201010310det,det,FeltJe00,rec,0,,,,,
player,201010310det,det,FeltJe00,rec_yds,0,,,,,
player,201010310det,det,FeltJe00,rec_td,0,,,,,
player,201010310det,det,FeltJe00,rec_long,0,,,,,
player,201010310det,det,FeltJe00,fumbles,0,,,,,
player,201010310det,det,FeltJe00,fumbles_lost,,,,,,
player,201010310det,det,JohnCa00,pass_cmp,0,,,,,
player,201010310det,det,JohnCa00,pass_att,0,,,,,
player,201010310det,det,JohnCa00,pass_yds,0,,,,,
player,201010310det,det,JohnCa00,pass_td,0,,,,,
player,201010310det,det,JohnCa00,pass_int,0,,,,,
player,201010310det,det,JohnCa00,pass_sacked,,,,,,
player,201010310det,det,JohnCa00,pass_sacked_yds,,,,,,
player,201010310det,det,JohnCa00,pass_long,0,,,,,
player,201010310det,det,JohnCa00,pass_rating,,,,,,
player,201010310det,det,JohnCa00,rush_att,0,,,,,
player,201010310det,det,JohnCa00,rush_yds,0,,,,,
player,201010310det,det,JohnCa00,rush_td,0,,,,,
player,201010310det,det,JohnCa00,rush_long,0,,,,,
player,201010310det,det,JohnCa00,targets,15,,,,,
player,201010310det,det,JohnCa00,rec,9,,,,,
player,201010310det,det,JohnCa00,rec_yds,101,,,,,
player,201010310det,det,JohnCa00,rec_td,3,,,,,
player,201010310det,det,JohnCa00,rec_long,15,,,,,
player,201010310det,det,JohnCa00,fumbles,0,,,,,
player,201010310det,det,JohnCa00,fumbles_lost,,,,,,
player,201010310det,det,BurlNa00,pass_cmp,0,,,,,
player,201010310det,det,BurlNa00,pass_att,0,,,,,
player,201010310det,det,BurlNa00,pass_yds,0,,,,,
player,201010310det,det,BurlNa00,pass_td,0,,,,,
player,201010310det,det,BurlNa00,pass_int,0,,,,,
player,201010310det,det,BurlNa00,pass_sacked,,,,,,
player,201010310det,det,BurlNa00,pass_sacked_yds,,,,,,
player,201010310det,det,BurlNa00,pass_long,0,,,,,
player,201010310det,det,BurlNa00,pass_rating,,,,,,
player,201010310det,det,BurlNa00,rush_att,0,,,,,
player,201010310det,det,BurlNa00,rush_yds,0,,,,,
player,201010310det,det,BurlNa00,rush_td,0,,,,,
player,201010310det,det,BurlNa00,rush_long,0,,,,,
player,201010310det,det,BurlNa00,targets,9,,,,,
player,201010310det,det,BurlNa00,rec,7,,,,,
player,201010310det,det,BurlNa00,rec_yds,47,,,,,
player,201010310det,det,BurlNa00,rec_td,0,,,,,
player,201010310det,det,BurlNa00,rec_long,25,,,,,
player,201010310det,det,BurlNa00,fumbles,1,,,,,
player,201010310det,det,BurlNa00,fumbles_lost,1,,,,,
player,201010310det,det,JohnBr02,pass_cmp,0,,,,,
player,201010310det,det,JohnBr02,pass_att,0,,,,,
player,201010310det,det,JohnBr02,pass_yds,0,,,,,
player,201010310det,det,JohnBr02,pass_td,0,,,,,
player,201010310det,det,JohnBr02,pass_int,0,,,,,
player,201010310det,det,JohnBr02,pass_sacked,,,,,,
player,201010310det,det,JohnBr02,pass_sacked_yds,,,,,,
player,201010310det,det,JohnBr02,pass_long,0,,,,,
player,201010310det,det,JohnBr02,pass_rating,,,,,,
player,201010310det,det,JohnBr02,rush_att,0,,,,,
player,201010310det,det,JohnBr02,rush_yds,0,,,,,
player,201010310det,det,JohnBr02,rush_td,0,,,,,
player,201010310det,det,JohnBr02,rush_long,0,,,,,
player,201010310det,det,JohnBr02,targets,4,,,,,
player,201010310det,det,JohnBr02,rec,1,,,,,
player,201010310det,det,JohnBr02,rec_yds,9,,,,,
player,201010310det,det,JohnBr02,rec_td,0,,,,,
player,201010310det,det,JohnBr02,rec_long,9,,,,,
player,201010310det,det,JohnBr02,fumbles,0,,,,,
player,201010310det,det,JohnBr02,fumbles_lost,,,,,,
player,201010310det,det,PettBr00,pass_cmp,0,,,,,
player,201010310det,det,PettBr00,pass_att,0,,,,,
player,201010310det,det,PettBr00,pass_yds,0,,,,,
player,201010310det,det,PettBr00,pass_td,0,,,,,
player,201010310det,det,PettBr00,pass_int,0,,,,,
player,201010310det,det,PettBr00,pass_sacked,,,,,,
player,201010310det,det,PettBr00,pass_sacked_yds,,,,,,
player,201010310det,det,PettBr00,pass_long,0,,,,,
player,201010310det,det,PettBr00,pass_rating,,,,,,
player,201010310det,det,PettBr00,rush_att,0,,,,,
player,201010310det,det,PettBr00,rush_yds,0,,,,,
player,201010310det,det,PettBr00,rush_td,0,,,,,
player,201010310det,det,PettBr00,rush_long,0,,,,,
player,201010310det,det,PettBr00,targets,5,,,,,
player,201010310det,det,PettBr00,rec,2,,,,,
player,201010310det,det,PettBr00,rec_yds,8,,,,,
player,201010310det,det,PettBr00,rec_td,1,,,,,
player,201010310det,det,PettBr00,rec_long,6,,,,,
player,201010310det,det,PettBr00,fumbles,0,,,,,
player,201010310det,det,PettBr00,fumbles_lost,,,,,,
player,201010310det,det,ScheTo00,pass_cmp,,,,,,
player,201010310det,det,ScheTo00,pass_att,,,,,,
player,201010310det,det,ScheTo00,pass_yds,,,,,,
player,201010310det,det,ScheTo00,pass_td,,,,,,
player,201010310det,det,ScheTo00,pass_int,,,,,,
player,201010310det,det,ScheTo00,pass_sacked,,,,,,
player,201010310det,det,ScheTo00,pass_sacked_yds,,,,,,
player,201010310det,det,ScheTo00,pass_long,,,,,,
player,201010310det,det,ScheTo00,pass_rating,,,,,,
player,201010310det,det,ScheTo00,rush_att,,,,,,
player,201010310det,det,ScheTo00,rush_yds,,,,,,
player,201010310det,det,ScheTo00,rush_td,,,,,,
player,201010310det,det,ScheTo00,rush_long,,,,,,
player,201010310det,det,ScheTo00,targets,1,,,,,
player,201010310det,det,ScheTo00,rec,0,,,,,
player,201010310det,det,ScheTo00,rec_yds,0,,,,,
player,201010310det,det,ScheTo00,rec_td,0,,,,,
player,201010310det,det,ScheTo00,rec_long,,,,,,
player,201010310det,det,ScheTo00,fumbles,,,,,,
player,201010310det,det,ScheTo00,fumbles_lost,,,,,,
player,201010310det,was,HallDe99,def_int,1,,,,,
player,201010310det,was,HallDe99,def_int_yds,0,,,,,
player,201010310det,was,HallDe99,def_int_td,0,,,,,
player,201010310det,was,HallDe99,def_int_long,0,,,,,
player,201010310det,was,HallDe99,pass_defended,2,,,,,
player,201010310det,was,HallDe99,sacks,0.0,,,,,
player,201010310det,was,HallDe99,tackles_combined,6,,,,,
player,201010310det,was,HallDe99,tackles_solo,4,,,,,
player,201010310det,was,HallDe99,tackles_assists,2,,,,,
player,201010310det,was,HallDe99,tackles_loss,0,,,,,
player,201010310det,was,HallDe99,qb_hits,0,,,,,
player,201010310det,was,HallDe99,fumbles_rec,0,,,,,
player,201010310det,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201010310det,was,HallDe99,fumbles_rec_td,0,,,,,
player,201010310det,was,HallDe99,fumbles_forced,0,,,,,
player,201010310det,was,HaynAl20,def_int,0,,,,,
player,201010310det,was,HaynAl20,def_int_yds,0,,,,,
player,201010310det,was,HaynAl20,def_int_td,0,,,,,
player,201010310det,was,HaynAl20,def_int_long,0,,,,,
player,201010310det,was,HaynAl20,pass_defended,0,,,,,
player,201010310det,was,HaynAl20,sacks,1.0,,,,,
player,201010310det,was,HaynAl20,tackles_combined,4,,,,,
player,201010310det,was,HaynAl20,tackles_solo,4,,,,,
player,201010310det,was,HaynAl20,tackles_assists,0,,,,,
player,201010310det,was,HaynAl20,tackles_loss,2,,,,,
player,201010310det,was,HaynAl20,qb_hits,1,,,,,
player,201010310det,was,HaynAl20,fumbles_rec,0,,,,,
player,201010310det,was,HaynAl20,fumbles_rec_yds,0,,,,,
player,201010310det,was,HaynAl20,fumbles_rec_td,0,,,,,
player,201010310det,was,HaynAl20,fumbles_forced,0,,,,,
player,201010310det,was,McInRo20,def_int,0,,,,,
player,201010310det,was,McInRo20,def_int_yds,0,,,,,
player,201010310det,was,McInRo20,def_int_td,0,,,,,
player,201010310det,was,McInRo20,def_int_long,0,,,,,
player,201010310det,was,McInRo20,pass_defended,0,,,,,
player,201010310det,was,McInRo20,sacks,0.0,,,,,
player,201010310det,was,McInRo20,tackles_combined,9,,,,,
player,201010310det,was,McInRo20,tackles_solo,7,,,,,
player,201010310det,was,McInRo20,tackles_assists,2,,,,,
player,201010310det,was,McInRo20,tackles_loss,0,,,,,
player,201010310det,was,McInRo20,qb_hits,0,,,,,
player,201010310det,was,McInRo20,fumbles_rec,0,,,,,
player,201010310det,was,McInRo20,fumbles_rec_yds,0,,,,,
player,201010310det,was,McInRo20,fumbles_rec_td,0,,,,,
player,201010310det,was,McInRo20,fumbles_forced,0,,,,,
player,201010310det,was,LandLa99,def_int,0,,,,,
player,201010310det,was,LandLa99,def_int_yds,0,,,,,
player,201010310det,was,LandLa99,def_int_td,0,,,,,
player,201010310det,was,LandLa99,def_int_long,0,,,,,
player,201010310det,was,LandLa99,pass_defended,2,,,,,
player,201010310det,was,LandLa99,sacks,0.0,,,,,
player,201010310det,was,LandLa99,tackles_combined,8,,,,,
player,201010310det,was,LandLa99,tackles_solo,7,,,,,
player,201010310det,was,LandLa99,tackles_assists,1,,,,,
player,201010310det,was,LandLa99,tackles_loss,2,,,,,
player,201010310det,was,LandLa99,qb_hits,0,,,,,
player,201010310det,was,LandLa99,fumbles_rec,0,,,,,
player,201010310det,was,LandLa99,fumbles_rec_yds,0,,,,,
player,201010310det,was,LandLa99,fumbles_rec_td,0,,,,,
player,201010310det,was,LandLa99,fumbles_forced,0,,,,,
player,201010310det,was,MoorKa99,def_int,0,,,,,
player,201010310det,was,MoorKa99,def_int_yds,0,,,,,
player,201010310det,was,MoorKa99,def_int_td,0,,,,,
player,201010310det,was,MoorKa99,def_int_long,0,,,,,
player,201010310det,was,MoorKa99,pass_defended,1,,,,,
player,201010310det,was,MoorKa99,sacks,0.0,,,,,
player,201010310det,was,MoorKa99,tackles_combined,8,,,,,
player,201010310det,was,MoorKa99,tackles_solo,7,,,,,
player,201010310det,was,MoorKa99,tackles_assists,1,,,,,
player,201010310det,was,MoorKa99,tackles_loss,0,,,,,
player,201010310det,was,MoorKa99,qb_hits,0,,,,,
player,201010310det,was,MoorKa99,fumbles_rec,0,,,,,
player,201010310det,was,MoorKa99,fumbles_rec_yds,0,,,,,
player,201010310det,was,MoorKa99,fumbles_rec_td,0,,,,,
player,201010310det,was,MoorKa99,fumbles_forced,0,,,,,
player,201010310det,was,AlexLo99,def_int,0,,,,,
player,201010310det,was,AlexLo99,def_int_yds,0,,,,,
player,201010310det,was,AlexLo99,def_int_td,0,,,,,
player,201010310det,was,AlexLo99,def_int_long,0,,,,,
player,201010310det,was,AlexLo99,pass_defended,0,,,,,
player,201010310det,was,AlexLo99,sacks,0.0,,,,,
player,201010310det,was,AlexLo99,tackles_combined,4,,,,,
player,201010310det,was,AlexLo99,tackles_solo,2,,,,,
player,201010310det,was,AlexLo99,tackles_assists,2,,,,,
player,201010310det,was,AlexLo99,tackles_loss,0,,,,,
player,201010310det,was,AlexLo99,qb_hits,0,,,,,
