game,2010,8,20101031,201010310nor,pit,"Pittsburgh Steelers",10,nor,"New Orleans Saints",20
player,201010310nor,pit,SpaeMa00,pass_att,0,,,,,
player,201010310nor,pit,SpaeMa00,pass_yds,0,,,,,
player,201010310nor,pit,SpaeMa00,pass_td,0,,,,,
player,201010310nor,pit,SpaeMa00,pass_int,0,,,,,
player,201010310nor,pit,SpaeMa00,pass_sacked,,,,,,
player,201010310nor,pit,SpaeMa00,pass_sacked_yds,,,,,,
player,201010310nor,pit,SpaeMa00,pass_long,0,,,,,
player,201010310nor,pit,SpaeMa00,pass_rating,,,,,,
player,201010310nor,pit,SpaeMa00,rush_att,0,,,,,
player,201010310nor,pit,SpaeMa00,rush_yds,0,,,,,
player,201010310nor,pit,SpaeMa00,rush_td,0,,,,,
player,201010310nor,pit,SpaeMa00,rush_long,0,,,,,
player,201010310nor,pit,SpaeMa00,targets,2,,,,,
player,201010310nor,pit,SpaeMa00,rec,2,,,,,
player,201010310nor,pit,SpaeMa00,rec_yds,21,,,,,
player,201010310nor,pit,SpaeMa00,rec_td,0,,,,,
player,201010310nor,pit,SpaeMa00,rec_long,12,,,,,
player,201010310nor,pit,SpaeMa00,fumbles,0,,,,,
player,201010310nor,pit,SpaeMa00,fumbles_lost,,,,,,
player,201010310nor,pit,SandEm00,pass_cmp,0,,,,,
player,201010310nor,pit,SandEm00,pass_att,0,,,,,
player,201010310nor,pit,SandEm00,pass_yds,0,,,,,
player,201010310nor,pit,SandEm00,pass_td,0,,,,,
player,201010310nor,pit,SandEm00,pass_int,0,,,,,
player,201010310nor,pit,SandEm00,pass_sacked,,,,,,
player,201010310nor,pit,SandEm00,pass_sacked_yds,,,,,,
player,201010310nor,pit,SandEm00,pass_long,0,,,,,
player,201010310nor,pit,SandEm00,pass_rating,,,,,,
player,201010310nor,pit,SandEm00,rush_att,0,,,,,
player,201010310nor,pit,SandEm00,rush_yds,0,,,,,
player,201010310nor,pit,SandEm00,rush_td,0,,,,,
player,201010310nor,pit,SandEm00,rush_long,0,,,,,
player,201010310nor,pit,SandEm00,targets,2,,,,,
player,201010310nor,pit,SandEm00,rec,1,,,,,
player,201010310nor,pit,SandEm00,rec_yds,21,,,,,
player,201010310nor,pit,SandEm00,rec_td,0,,,,,
player,201010310nor,pit,SandEm00,rec_long,21,,,,,
player,201010310nor,pit,SandEm00,fumbles,1,,,,,
player,201010310nor,pit,SandEm00,fumbles_lost,0,,,,,
player,201010310nor,pit,WardHi00,pass_cmp,0,,,,,
player,201010310nor,pit,WardHi00,pass_att,0,,,,,
player,201010310nor,pit,WardHi00,pass_yds,0,,,,,
player,201010310nor,pit,WardHi00,pass_td,0,,,,,
player,201010310nor,pit,WardHi00,pass_int,0,,,,,
player,201010310nor,pit,WardHi00,pass_sacked,,,,,,
player,201010310nor,pit,WardHi00,pass_sacked_yds,,,,,,
player,201010310nor,pit,WardHi00,pass_long,0,,,,,
player,201010310nor,pit,WardHi00,pass_rating,,,,,,
player,201010310nor,pit,WardHi00,rush_att,0,,,,,
player,201010310nor,pit,WardHi00,rush_yds,0,,,,,
player,201010310nor,pit,WardHi00,rush_td,0,,,,,
player,201010310nor,pit,WardHi00,rush_long,0,,,,,
player,201010310nor,pit,WardHi00,targets,6,,,,,
player,201010310nor,pit,WardHi00,rec,3,,,,,
player,201010310nor,pit,WardHi00,rec_yds,15,,,,,
player,201010310nor,pit,WardHi00,rec_td,0,,,,,
player,201010310nor,pit,WardHi00,rec_long,12,,,,,
player,201010310nor,pit,WardHi00,fumbles,0,,,,,
player,201010310nor,pit,WardHi00,fumbles_lost,,,,,,
player,201010310nor,pit,JohnDa05,pass_cmp,0,,,,,
player,201010310nor,pit,JohnDa05,pass_att,0,,,,,
player,201010310nor,pit,JohnDa05,pass_yds,0,,,,,
player,201010310nor,pit,JohnDa05,pass_td,0,,,,,
player,201010310nor,pit,JohnDa05,pass_int,0,,,,,
player,201010310nor,pit,JohnDa05,pass_sacked,,,,,,
player,201010310nor,pit,JohnDa05,pass_sacked_yds,,,,,,
player,201010310nor,pit,JohnDa05,pass_long,0,,,,,
player,201010310nor,pit,JohnDa05,pass_rating,,,,,,
player,201010310nor,pit,JohnDa05,rush_att,0,,,,,
player,201010310nor,pit,JohnDa05,rush_yds,0,,,,,
player,201010310nor,pit,JohnDa05,rush_td,0,,,,,
player,201010310nor,pit,JohnDa05,rush_long,0,,,,,
player,201010310nor,pit,JohnDa05,targets,1,,,,,
player,201010310nor,pit,JohnDa05,rec,1,,,,,
player,201010310nor,pit,JohnDa05,rec_yds,9,,,,,
player,201010310nor,pit,JohnDa05,rec_td,0,,,,,
player,201010310nor,pit,JohnDa05,rec_long,9,,,,,
player,201010310nor,pit,JohnDa05,fumbles,0,,,,,
player,201010310nor,pit,JohnDa05,fumbles_lost,,,,,,
player,201010310nor,nor,BreeDr00,pass_cmp,34,,,,,
player,201010310nor,nor,BreeDr00,pass_att,44,,,,,
player,201010310nor,nor,BreeDr00,pass_yds,305,,,,,
player,201010310nor,nor,BreeDr00,pass_td,2,,,,,
player,201010310nor,nor,BreeDr00,pass_int,1,,,,,
player,201010310nor,nor,BreeDr00,pass_sacked,2,,,,,
player,201010310nor,nor,BreeDr00,pass_sacked_yds,17,,,,,
player,201010310nor,nor,BreeDr00,pass_long,50,,,,,
player,201010310nor,nor,BreeDr00,pass_rating,101.0,,,,,
player,201010310nor,nor,BreeDr00,rush_att,3,,,,,
player,201010310nor,nor,BreeDr00,rush_yds,-2,,,,,
player,201010310nor,nor,BreeDr00,rush_td,0,,,,,
player,201010310nor,nor,BreeDr00,rush_long,0,,,,,
player,201010310nor,nor,BreeDr00,targets,0,,,,,
player,201010310nor,nor,BreeDr00,rec,0,,,,,
player,201010310nor,nor,BreeDr00,rec_yds,0,,,,,
player,201010310nor,nor,BreeDr00,rec_td,0,,,,,
player,201010310nor,nor,BreeDr00,rec_long,0,,,,,
player,201010310nor,nor,BreeDr00,fumbles,1,,,,,
player,201010310nor,nor,BreeDr00,fumbles_lost,1,,,,,
player,201010310nor,nor,JoneJu01,pass_cmp,0,,,,,
player,201010310nor,nor,JoneJu01,pass_att,0,,,,,
player,201010310nor,nor,JoneJu01,pass_yds,0,,,,,
player,201010310nor,nor,JoneJu01,pass_td,0,,,,,
player,201010310nor,nor,JoneJu01,pass_int,0,,,,,
player,201010310nor,nor,JoneJu01,pass_sacked,,,,,,
player,201010310nor,nor,JoneJu01,pass_sacked_yds,,,,,,
player,201010310nor,nor,JoneJu01,pass_long,0,,,,,
player,201010310nor,nor,JoneJu01,pass_rating,,,,,,
player,201010310nor,nor,JoneJu01,rush_att,7,,,,,
player,201010310nor,nor,JoneJu01,rush_yds,16,,,,,
player,201010310nor,nor,JoneJu01,rush_td,0,,,,,
player,201010310nor,nor,JoneJu01,rush_long,11,,,,,
player,201010310nor,nor,JoneJu01,targets,4,,,,,
player,201010310nor,nor,JoneJu01,rec,3,,,,,
player,201010310nor,nor,JoneJu01,rec_yds,20,,,,,
player,201010310nor,nor,JoneJu01,rec_td,0,,,,,
player,201010310nor,nor,JoneJu01,rec_long,13,,,,,
player,201010310nor,nor,JoneJu01,fumbles,0,,,,,
player,201010310nor,nor,JoneJu01,fumbles_lost,,,,,,
player,201010310nor,nor,BettLa00,pass_cmp,0,,,,,
player,201010310nor,nor,BettLa00,pass_att,0,,,,,
player,201010310nor,nor,BettLa00,pass_yds,0,,,,,
player,201010310nor,nor,BettLa00,pass_td,0,,,,,
player,201010310nor,nor,BettLa00,pass_int,0,,,,,
player,201010310nor,nor,BettLa00,pass_sacked,,,,,,
player,201010310nor,nor,BettLa00,pass_sacked_yds,,,,,,
player,201010310nor,nor,BettLa00,pass_long,0,,,,,
player,201010310nor,nor,BettLa00,pass_rating,,,,,,
player,201010310nor,nor,BettLa00,rush_att,3,,,,,
player,201010310nor,nor,BettLa00,rush_yds,8,,,,,
player,201010310nor,nor,BettLa00,rush_td,0,,,,,
player,201010310nor,nor,BettLa00,rush_long,7,,,,,
player,201010310nor,nor,BettLa00,targets,2,,,,,
player,201010310nor,nor,BettLa00,rec,1,,,,,
player,201010310nor,nor,BettLa00,rec_yds,0,,,,,
player,201010310nor,nor,BettLa00,rec_td,0,,,,,
player,201010310nor,nor,BettLa00,rec_long,0,,,,,
player,201010310nor,nor,BettLa00,fumbles,0,,,,,
player,201010310nor,nor,BettLa00,fumbles_lost,,,,,,
player,201010310nor,nor,IvorCh00,pass_cmp,0,,,,,
player,201010310nor,nor,IvorCh00,pass_att,0,,,,,
player,201010310nor,nor,IvorCh00,pass_yds,0,,,,,
player,201010310nor,nor,IvorCh00,pass_td,0,,,,,
player,201010310nor,nor,IvorCh00,pass_int,0,,,,,
player,201010310nor,nor,IvorCh00,pass_sacked,,,,,,
player,201010310nor,nor,IvorCh00,pass_sacked_yds,,,,,,
player,201010310nor,nor,IvorCh00,pass_long,0,,,,,
player,201010310nor,nor,IvorCh00,pass_rating,,,,,,
player,201010310nor,nor,IvorCh00,rush_att,7,,,,,
player,201010310nor,nor,IvorCh00,rush_yds,7,,,,,
player,201010310nor,nor,IvorCh00,rush_td,0,,,,,
player,201010310nor,nor,IvorCh00,rush_long,6,,,,,
player,201010310nor,nor,IvorCh00,targets,0,,,,,
player,201010310nor,nor,IvorCh00,rec,0,,,,,
player,201010310nor,nor,IvorCh00,rec_yds,0,,,,,
player,201010310nor,nor,IvorCh00,rec_td,0,,,,,
player,201010310nor,nor,IvorCh00,rec_long,0,,,,,
player,201010310nor,nor,IvorCh00,fumbles,0,,,,,
player,201010310nor,nor,IvorCh00,fumbles_lost,,,,,,
player,201010310nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201010310nor,nor,ColsMa00,pass_att,0,,,,,
player,201010310nor,nor,ColsMa00,pass_yds,0,,,,,
player,201010310nor,nor,ColsMa00,pass_td,0,,,,,
player,201010310nor,nor,ColsMa00,pass_int,0,,,,,
player,201010310nor,nor,ColsMa00,pass_sacked,,,,,,
player,201010310nor,nor,ColsMa00,pass_sacked_yds,,,,,,
player,201010310nor,nor,ColsMa00,pass_long,0,,,,,
player,201010310nor,nor,ColsMa00,pass_rating,,,,,,
player,201010310nor,nor,ColsMa00,rush_att,1,,,,,
player,201010310nor,nor,ColsMa00,rush_yds,1,,,,,
player,201010310nor,nor,ColsMa00,rush_td,0,,,,,
player,201010310nor,nor,ColsMa00,rush_long,1,,,,,
player,201010310nor,nor,ColsMa00,targets,9,,,,,
player,201010310nor,nor,ColsMa00,rec,6,,,,,
player,201010310nor,nor,ColsMa00,rec_yds,75,,,,,
player,201010310nor,nor,ColsMa00,rec_td,1,,,,,
player,201010310nor,nor,ColsMa00,rec_long,27,,,,,
player,201010310nor,nor,ColsMa00,fumbles,0,,,,,
player,201010310nor,nor,ColsMa00,fumbles_lost,,,,,,
player,201010310nor,nor,MeacRo00,pass_cmp,0,,,,,
player,201010310nor,nor,MeacRo00,pass_att,0,,,,,
player,201010310nor,nor,MeacRo00,pass_yds,0,,,,,
player,201010310nor,nor,MeacRo00,pass_td,0,,,,,
player,201010310nor,nor,MeacRo00,pass_int,0,,,,,
player,201010310nor,nor,MeacRo00,pass_sacked,,,,,,
player,201010310nor,nor,MeacRo00,pass_sacked_yds,,,,,,
player,201010310nor,nor,MeacRo00,pass_long,0,,,,,
player,201010310nor,nor,MeacRo00,pass_rating,,,,,,
player,201010310nor,nor,MeacRo00,rush_att,0,,,,,
player,201010310nor,nor,MeacRo00,rush_yds,0,,,,,
player,201010310nor,nor,MeacRo00,rush_td,0,,,,,
player,201010310nor,nor,MeacRo00,rush_long,0,,,,,
player,201010310nor,nor,MeacRo00,targets,6,,,,,
player,201010310nor,nor,MeacRo00,rec,6,,,,,
player,201010310nor,nor,MeacRo00,rec_yds,76,,,,,
player,201010310nor,nor,MeacRo00,rec_td,0,,,,,
player,201010310nor,nor,MeacRo00,rec_long,50,,,,,
player,201010310nor,nor,MeacRo00,fumbles,0,,,,,
player,201010310nor,nor,MeacRo00,fumbles_lost,,,,,,
player,201010310nor,nor,MoorLa00,pass_cmp,0,,,,,
player,201010310nor,nor,MoorLa00,pass_att,0,,,,,
player,201010310nor,nor,MoorLa00,pass_yds,0,,,,,
player,201010310nor,nor,MoorLa00,pass_td,0,,,,,
player,201010310nor,nor,MoorLa00,pass_int,0,,,,,
player,201010310nor,nor,MoorLa00,pass_sacked,,,,,,
player,201010310nor,nor,MoorLa00,pass_sacked_yds,,,,,,
player,201010310nor,nor,MoorLa00,pass_long,0,,,,,
player,201010310nor,nor,MoorLa00,pass_rating,,,,,,
player,201010310nor,nor,MoorLa00,rush_att,0,,,,,
player,201010310nor,nor,MoorLa00,rush_yds,0,,,,,
player,201010310nor,nor,MoorLa00,rush_td,0,,,,,
player,201010310nor,nor,MoorLa00,rush_long,0,,,,,
player,201010310nor,nor,MoorLa00,targets,8,,,,,
player,201010310nor,nor,MoorLa00,rec,7,,,,,
player,201010310nor,nor,MoorLa00,rec_yds,54,,,,,
player,201010310nor,nor,MoorLa00,rec_td,1,,,,,
player,201010310nor,nor,MoorLa00,rec_long,18,,,,,
player,201010310nor,nor,MoorLa00,fumbles,0,,,,,
player,201010310nor,nor,MoorLa00,fumbles_lost,,,,,,
player,201010310nor,nor,HendDe00,pass_cmp,0,,,,,
player,201010310nor,nor,HendDe00,pass_att,0,,,,,
player,201010310nor,nor,HendDe00,pass_yds,0,,,,,
player,201010310nor,nor,HendDe00,pass_td,0,,,,,
player,201010310nor,nor,HendDe00,pass_int,0,,,,,
player,201010310nor,nor,HendDe00,pass_sacked,,,,,,
player,201010310nor,nor,HendDe00,pass_sacked_yds,,,,,,
player,201010310nor,nor,HendDe00,pass_long,0,,,,,
player,201010310nor,nor,HendDe00,pass_rating,,,,,,
player,201010310nor,nor,HendDe00,rush_att,0,,,,,
player,201010310nor,nor,HendDe00,rush_yds,0,,,,,
player,201010310nor,nor,HendDe00,rush_td,0,,,,,
player,201010310nor,nor,HendDe00,rush_long,0,,,,,
player,201010310nor,nor,HendDe00,targets,4,,,,,
player,201010310nor,nor,HendDe00,rec,3,,,,,
player,201010310nor,nor,HendDe00,rec_yds,33,,,,,
player,201010310nor,nor,HendDe00,rec_td,0,,,,,
player,201010310nor,nor,HendDe00,rec_long,13,,,,,
player,201010310nor,nor,HendDe00,fumbles,0,,,,,
player,201010310nor,nor,HendDe00,fumbles_lost,,,,,,
player,201010310nor,nor,ShocJe00,pass_cmp,0,,,,,
player,201010310nor,nor,ShocJe00,pass_att,0,,,,,
player,201010310nor,nor,ShocJe00,pass_yds,0,,,,,
player,201010310nor,nor,ShocJe00,pass_td,0,,,,,
player,201010310nor,nor,ShocJe00,pass_int,0,,,,,
player,201010310nor,nor,ShocJe00,pass_sacked,,,,,,
player,201010310nor,nor,ShocJe00,pass_sacked_yds,,,,,,
player,201010310nor,nor,ShocJe00,pass_long,0,,,,,
player,201010310nor,nor,ShocJe00,pass_rating,,,,,,
player,201010310nor,nor,ShocJe00,rush_att,0,,,,,
player,201010310nor,nor,ShocJe00,rush_yds,0,,,,,
player,201010310nor,nor,ShocJe00,rush_td,0,,,,,
player,201010310nor,nor,ShocJe00,rush_long,0,,,,,
player,201010310nor,nor,ShocJe00,targets,4,,,,,
player,201010310nor,nor,ShocJe00,rec,3,,,,,
player,201010310nor,nor,ShocJe00,rec_yds,30,,,,,
player,201010310nor,nor,ShocJe00,rec_td,0,,,,,
player,201010310nor,nor,ShocJe00,rec_long,14,,,,,
player,201010310nor,nor,ShocJe00,fumbles,0,,,,,
player,201010310nor,nor,ShocJe00,fumbles_lost,,,,,,
player,201010310nor,nor,ThomDa02,pass_cmp,0,,,,,
player,201010310nor,nor,ThomDa02,pass_att,0,,,,,
player,201010310nor,nor,ThomDa02,pass_yds,0,,,,,
player,201010310nor,nor,ThomDa02,pass_td,0,,,,,
player,201010310nor,nor,ThomDa02,pass_int,0,,,,,
player,201010310nor,nor,ThomDa02,pass_sacked,,,,,,
player,201010310nor,nor,ThomDa02,pass_sacked_yds,,,,,,
player,201010310nor,nor,ThomDa02,pass_long,0,,,,,
player,201010310nor,nor,ThomDa02,pass_rating,,,,,,
player,201010310nor,nor,ThomDa02,rush_att,0,,,,,
player,201010310nor,nor,ThomDa02,rush_yds,0,,,,,
player,201010310nor,nor,ThomDa02,rush_td,0,,,,,
player,201010310nor,nor,ThomDa02,rush_long,0,,,,,
player,201010310nor,nor,ThomDa02,targets,4,,,,,
player,201010310nor,nor,ThomDa02,rec,4,,,,,
player,201010310nor,nor,ThomDa02,rec_yds,15,,,,,
player,201010310nor,nor,ThomDa02,rec_td,0,,,,,
player,201010310nor,nor,ThomDa02,rec_long,9,,,,,
player,201010310nor,nor,ThomDa02,fumbles,0,,,,,
player,201010310nor,nor,ThomDa02,fumbles_lost,,,,,,
player,201010310nor,nor,EvanHe00,pass_cmp,0,,,,,
player,201010310nor,nor,EvanHe00,pass_att,0,,,,,
player,201010310nor,nor,EvanHe00,pass_yds,0,,,,,
player,201010310nor,nor,EvanHe00,pass_td,0,,,,,
player,201010310nor,nor,EvanHe00,pass_int,0,,,,,
player,201010310nor,nor,EvanHe00,pass_sacked,,,,,,
player,201010310nor,nor,EvanHe00,pass_sacked_yds,,,,,,
player,201010310nor,nor,EvanHe00,pass_long,0,,,,,
player,201010310nor,nor,EvanHe00,pass_rating,,,,,,
player,201010310nor,nor,EvanHe00,rush_att,0,,,,,
player,201010310nor,nor,EvanHe00,rush_yds,0,,,,,
player,201010310nor,nor,EvanHe00,rush_td,0,,,,,
player,201010310nor,nor,EvanHe00,rush_long,0,,,,,
player,201010310nor,nor,EvanHe00,targets,2,,,,,
player,201010310nor,nor,EvanHe00,rec,1,,,,,
player,201010310nor,nor,EvanHe00,rec_yds,2,,,,,
player,201010310nor,nor,EvanHe00,rec_td,0,,,,,
