game,2010,11,20101121,201011210dal,det,"Detroit Lions",19,dal,"Dallas Cowboys",35
team,201011210dal,det,First Downs,17,,,,,,
team,201011210dal,dal,First Downs,19,,,,,,
team,201011210dal,det,Rush-Yds-TDs,20-75-0,,,,,,
team,201011210dal,dal,Rush-Yds-TDs,30-134-1,,,,,,
team,201011210dal,det,Cmp-Att-Yd-TD-INT,32-47-289-2-1,,,,,,
team,201011210dal,dal,Cmp-Att-Yd-TD-INT,18-24-147-3-0,,,,,,
team,201011210dal,det,Sacked-Yards,3-26,,,,,,
team,201011210dal,dal,Sacked-Yards,2-16,,,,,,
team,201011210dal,det,Net Pass Yards,263,,,,,,
team,201011210dal,dal,Net Pass Yards,131,,,,,,
team,201011210dal,det,Total Yards,338,,,,,,
team,201011210dal,dal,Total Yards,265,,,,,,
team,201011210dal,det,Fumbles-Lost,1-1,,,,,,
team,201011210dal,dal,Fumbles-Lost,2-1,,,,,,
team,201011210dal,det,Turnovers,2,,,,,,
team,201011210dal,dal,Turnovers,1,,,,,,
team,201011210dal,det,Penalties-Yards,10-76,,,,,,
team,201011210dal,dal,Penalties-Yards,6-39,,,,,,
team,201011210dal,det,Third Down Conv.,10-18,,,,,,
team,201011210dal,dal,Third Down Conv.,6-11,,,,,,
team,201011210dal,det,Fourth Down Conv.,0-0,,,,,,
team,201011210dal,dal,Fourth Down Conv.,1-1,,,,,,
team,201011210dal,det,Time of Possession,29:56,,,,,,
team,201011210dal,dal,Time of Possession,30:04,,,,,,
player,201011210dal,det,HillSh00,pass_cmp,32,,,,,
player,201011210dal,det,HillSh00,pass_att,47,,,,,
player,201011210dal,det,HillSh00,pass_yds,289,,,,,
player,201011210dal,det,HillSh00,pass_td,2,,,,,
player,201011210dal,det,HillSh00,pass_int,1,,,,,
player,201011210dal,det,HillSh00,pass_sacked,3,,,,,
player,201011210dal,det,HillSh00,pass_sacked_yds,26,,,,,
player,201011210dal,det,HillSh00,pass_long,58,,,,,
player,201011210dal,det,HillSh00,pass_rating,89.8,,,,,
player,201011210dal,det,HillSh00,rush_att,0,,,,,
player,201011210dal,det,HillSh00,rush_yds,0,,,,,
player,201011210dal,det,HillSh00,rush_td,0,,,,,
player,201011210dal,det,HillSh00,rush_long,0,,,,,
player,201011210dal,det,HillSh00,targets,0,,,,,
player,201011210dal,det,HillSh00,rec,0,,,,,
player,201011210dal,det,HillSh00,rec_yds,0,,,,,
player,201011210dal,det,HillSh00,rec_td,0,,,,,
player,201011210dal,det,HillSh00,rec_long,0,,,,,
player,201011210dal,det,HillSh00,fumbles,0,,,,,
player,201011210dal,det,HillSh00,fumbles_lost,,,,,,
player,201011210dal,det,MorrMa00,pass_cmp,0,,,,,
player,201011210dal,det,MorrMa00,pass_att,0,,,,,
player,201011210dal,det,MorrMa00,pass_yds,0,,,,,
player,201011210dal,det,MorrMa00,pass_td,0,,,,,
player,201011210dal,det,MorrMa00,pass_int,0,,,,,
player,201011210dal,det,MorrMa00,pass_sacked,,,,,,
player,201011210dal,det,MorrMa00,pass_sacked_yds,,,,,,
player,201011210dal,det,MorrMa00,pass_long,0,,,,,
player,201011210dal,det,MorrMa00,pass_rating,,,,,,
player,201011210dal,det,MorrMa00,rush_att,10,,,,,
player,201011210dal,det,MorrMa00,rush_yds,31,,,,,
player,201011210dal,det,MorrMa00,rush_td,0,,,,,
player,201011210dal,det,MorrMa00,rush_long,8,,,,,
player,201011210dal,det,MorrMa00,targets,6,,,,,
player,201011210dal,det,MorrMa00,rec,4,,,,,
player,201011210dal,det,MorrMa00,rec_yds,40,,,,,
player,201011210dal,det,MorrMa00,rec_td,0,,,,,
player,201011210dal,det,MorrMa00,rec_long,15,,,,,
player,201011210dal,det,MorrMa00,fumbles,0,,,,,
player,201011210dal,det,MorrMa00,fumbles_lost,,,,,,
player,201011210dal,det,BurlNa00,pass_cmp,0,,,,,
player,201011210dal,det,BurlNa00,pass_att,0,,,,,
player,201011210dal,det,BurlNa00,pass_yds,0,,,,,
player,201011210dal,det,BurlNa00,pass_td,0,,,,,
player,201011210dal,det,BurlNa00,pass_int,0,,,,,
player,201011210dal,det,BurlNa00,pass_sacked,,,,,,
player,201011210dal,det,BurlNa00,pass_sacked_yds,,,,,,
player,201011210dal,det,BurlNa00,pass_long,0,,,,,
player,201011210dal,det,BurlNa00,pass_rating,,,,,,
player,201011210dal,det,BurlNa00,rush_att,1,,,,,
player,201011210dal,det,BurlNa00,rush_yds,15,,,,,
player,201011210dal,det,BurlNa00,rush_td,0,,,,,
player,201011210dal,det,BurlNa00,rush_long,15,,,,,
player,201011210dal,det,BurlNa00,targets,10,,,,,
player,201011210dal,det,BurlNa00,rec,7,,,,,
player,201011210dal,det,BurlNa00,rec_yds,97,,,,,
player,201011210dal,det,BurlNa00,rec_td,1,,,,,
player,201011210dal,det,BurlNa00,rec_long,58,,,,,
player,201011210dal,det,BurlNa00,fumbles,0,,,,,
player,201011210dal,det,BurlNa00,fumbles_lost,,,,,,
player,201011210dal,det,FeltJe00,pass_cmp,0,,,,,
player,201011210dal,det,FeltJe00,pass_att,0,,,,,
player,201011210dal,det,FeltJe00,pass_yds,0,,,,,
player,201011210dal,det,FeltJe00,pass_td,0,,,,,
player,201011210dal,det,FeltJe00,pass_int,0,,,,,
player,201011210dal,det,FeltJe00,pass_sacked,,,,,,
player,201011210dal,det,FeltJe00,pass_sacked_yds,,,,,,
player,201011210dal,det,FeltJe00,pass_long,0,,,,,
player,201011210dal,det,FeltJe00,pass_rating,,,,,,
player,201011210dal,det,FeltJe00,rush_att,4,,,,,
player,201011210dal,det,FeltJe00,rush_yds,14,,,,,
player,201011210dal,det,FeltJe00,rush_td,0,,,,,
player,201011210dal,det,FeltJe00,rush_long,5,,,,,
player,201011210dal,det,FeltJe00,targets,0,,,,,
player,201011210dal,det,FeltJe00,rec,0,,,,,
player,201011210dal,det,FeltJe00,rec_yds,0,,,,,
player,201011210dal,det,FeltJe00,rec_td,0,,,,,
player,201011210dal,det,FeltJe00,rec_long,0,,,,,
player,201011210dal,det,FeltJe00,fumbles,1,,,,,
player,201011210dal,det,FeltJe00,fumbles_lost,1,,,,,
player,201011210dal,det,BrowAa00,pass_cmp,0,,,,,
player,201011210dal,det,BrowAa00,pass_att,0,,,,,
player,201011210dal,det,BrowAa00,pass_yds,0,,,,,
player,201011210dal,det,BrowAa00,pass_td,0,,,,,
player,201011210dal,det,BrowAa00,pass_int,0,,,,,
player,201011210dal,det,BrowAa00,pass_sacked,,,,,,
player,201011210dal,det,BrowAa00,pass_sacked_yds,,,,,,
player,201011210dal,det,BrowAa00,pass_long,0,,,,,
player,201011210dal,det,BrowAa00,pass_rating,,,,,,
player,201011210dal,det,BrowAa00,rush_att,1,,,,,
player,201011210dal,det,BrowAa00,rush_yds,9,,,,,
player,201011210dal,det,BrowAa00,rush_td,0,,,,,
player,201011210dal,det,BrowAa00,rush_long,9,,,,,
player,201011210dal,det,BrowAa00,targets,2,,,,,
player,201011210dal,det,BrowAa00,rec,2,,,,,
player,201011210dal,det,BrowAa00,rec_yds,6,,,,,
player,201011210dal,det,BrowAa00,rec_td,0,,,,,
player,201011210dal,det,BrowAa00,rec_long,4,,,,,
player,201011210dal,det,BrowAa00,fumbles,0,,,,,
player,201011210dal,det,BrowAa00,fumbles_lost,,,,,,
player,201011210dal,det,LogaSt00,pass_cmp,0,,,,,
player,201011210dal,det,LogaSt00,pass_att,0,,,,,
player,201011210dal,det,LogaSt00,pass_yds,0,,,,,
player,201011210dal,det,LogaSt00,pass_td,0,,,,,
player,201011210dal,det,LogaSt00,pass_int,0,,,,,
player,201011210dal,det,LogaSt00,pass_sacked,0,,,,,
player,201011210dal,det,LogaSt00,pass_sacked_yds,,,,,,
player,201011210dal,det,LogaSt00,pass_long,0,,,,,
