game,2010,10,20101114,201011140den,kan,"Kansas City Chiefs",29,den,"Denver Broncos",49
player,201011140den,kan,JoneTh00,pass_td,0,,,,,
player,201011140den,kan,JoneTh00,pass_int,0,,,,,
player,201011140den,kan,JoneTh00,pass_sacked,,,,,,
player,201011140den,kan,JoneTh00,pass_sacked_yds,,,,,,
player,201011140den,kan,JoneTh00,pass_long,0,,,,,
player,201011140den,kan,JoneTh00,pass_rating,,,,,,
player,201011140den,kan,JoneTh00,rush_att,4,,,,,
player,201011140den,kan,JoneTh00,rush_yds,3,,,,,
player,201011140den,kan,JoneTh00,rush_td,0,,,,,
player,201011140den,kan,JoneTh00,rush_long,2,,,,,
player,201011140den,kan,JoneTh00,targets,1,,,,,
player,201011140den,kan,JoneTh00,rec,1,,,,,
player,201011140den,kan,JoneTh00,rec_yds,19,,,,,
player,201011140den,kan,JoneTh00,rec_td,0,,,,,
player,201011140den,kan,JoneTh00,rec_long,19,,,,,
player,201011140den,kan,JoneTh00,fumbles,0,,,,,
player,201011140den,kan,JoneTh00,fumbles_lost,,,,,,
player,201011140den,kan,BoweDw00,pass_cmp,0,,,,,
player,201011140den,kan,BoweDw00,pass_att,0,,,,,
player,201011140den,kan,BoweDw00,pass_yds,0,,,,,
player,201011140den,kan,BoweDw00,pass_td,0,,,,,
player,201011140den,kan,BoweDw00,pass_int,0,,,,,
player,201011140den,kan,BoweDw00,pass_sacked,,,,,,
player,201011140den,kan,BoweDw00,pass_sacked_yds,,,,,,
player,201011140den,kan,BoweDw00,pass_long,0,,,,,
player,201011140den,kan,BoweDw00,pass_rating,,,,,,
player,201011140den,kan,BoweDw00,rush_att,0,,,,,
player,201011140den,kan,BoweDw00,rush_yds,0,,,,,
player,201011140den,kan,BoweDw00,rush_td,0,,,,,
player,201011140den,kan,BoweDw00,rush_long,0,,,,,
player,201011140den,kan,BoweDw00,targets,18,,,,,
player,201011140den,kan,BoweDw00,rec,13,,,,,
player,201011140den,kan,BoweDw00,rec_yds,186,,,,,
player,201011140den,kan,BoweDw00,rec_td,2,,,,,
player,201011140den,kan,BoweDw00,rec_long,24,,,,,
player,201011140den,kan,BoweDw00,fumbles,1,,,,,
player,201011140den,kan,BoweDw00,fumbles_lost,0,,,,,
player,201011140den,kan,CoppTe00,pass_cmp,0,,,,,
player,201011140den,kan,CoppTe00,pass_att,0,,,,,
player,201011140den,kan,CoppTe00,pass_yds,0,,,,,
player,201011140den,kan,CoppTe00,pass_td,0,,,,,
player,201011140den,kan,CoppTe00,pass_int,0,,,,,
player,201011140den,kan,CoppTe00,pass_sacked,,,,,,
player,201011140den,kan,CoppTe00,pass_sacked_yds,,,,,,
player,201011140den,kan,CoppTe00,pass_long,0,,,,,
player,201011140den,kan,CoppTe00,pass_rating,,,,,,
player,201011140den,kan,CoppTe00,rush_att,0,,,,,
player,201011140den,kan,CoppTe00,rush_yds,0,,,,,
player,201011140den,kan,CoppTe00,rush_td,0,,,,,
player,201011140den,kan,CoppTe00,rush_long,0,,,,,
player,201011140den,kan,CoppTe00,targets,8,,,,,
player,201011140den,kan,CoppTe00,rec,5,,,,,
player,201011140den,kan,CoppTe00,rec_yds,55,,,,,
player,201011140den,kan,CoppTe00,rec_td,0,,,,,
player,201011140den,kan,CoppTe00,rec_long,20,,,,,
player,201011140den,kan,CoppTe00,fumbles,0,,,,,
player,201011140den,kan,CoppTe00,fumbles_lost,,,,,,
player,201011140den,kan,TuckVe00,pass_cmp,0,,,,,
player,201011140den,kan,TuckVe00,pass_att,0,,,,,
player,201011140den,kan,TuckVe00,pass_yds,0,,,,,
player,201011140den,kan,TuckVe00,pass_td,0,,,,,
player,201011140den,kan,TuckVe00,pass_int,0,,,,,
player,201011140den,kan,TuckVe00,pass_sacked,,,,,,
player,201011140den,kan,TuckVe00,pass_sacked_yds,,,,,,
player,201011140den,kan,TuckVe00,pass_long,0,,,,,
player,201011140den,kan,TuckVe00,pass_rating,,,,,,
player,201011140den,kan,TuckVe00,rush_att,0,,,,,
player,201011140den,kan,TuckVe00,rush_yds,0,,,,,
player,201011140den,kan,TuckVe00,rush_td,0,,,,,
player,201011140den,kan,TuckVe00,rush_long,0,,,,,
player,201011140den,kan,TuckVe00,targets,3,,,,,
player,201011140den,kan,TuckVe00,rec,1,,,,,
player,201011140den,kan,TuckVe00,rec_yds,38,,,,,
player,201011140den,kan,TuckVe00,rec_td,0,,,,,
player,201011140den,kan,TuckVe00,rec_long,38,,,,,
player,201011140den,kan,TuckVe00,fumbles,0,,,,,
player,201011140den,kan,TuckVe00,fumbles_lost,,,,,,
player,201011140den,kan,ChamCh00,pass_cmp,0,,,,,
player,201011140den,kan,ChamCh00,pass_att,0,,,,,
player,201011140den,kan,ChamCh00,pass_yds,0,,,,,
player,201011140den,kan,ChamCh00,pass_td,0,,,,,
player,201011140den,kan,ChamCh00,pass_int,0,,,,,
player,201011140den,kan,ChamCh00,pass_sacked,,,,,,
player,201011140den,kan,ChamCh00,pass_sacked_yds,,,,,,
player,201011140den,kan,ChamCh00,pass_long,0,,,,,
player,201011140den,kan,ChamCh00,pass_rating,,,,,,
player,201011140den,kan,ChamCh00,rush_att,0,,,,,
player,201011140den,kan,ChamCh00,rush_yds,0,,,,,
player,201011140den,kan,ChamCh00,rush_td,0,,,,,
player,201011140den,kan,ChamCh00,rush_long,0,,,,,
player,201011140den,kan,ChamCh00,targets,8,,,,,
player,201011140den,kan,ChamCh00,rec,4,,,,,
player,201011140den,kan,ChamCh00,rec_yds,36,,,,,
player,201011140den,kan,ChamCh00,rec_td,1,,,,,
player,201011140den,kan,ChamCh00,rec_long,11,,,,,
player,201011140den,kan,ChamCh00,fumbles,0,,,,,
player,201011140den,kan,ChamCh00,fumbles_lost,,,,,,
player,201011140den,kan,MoeaTo00,pass_cmp,0,,,,,
player,201011140den,kan,MoeaTo00,pass_att,0,,,,,
player,201011140den,kan,MoeaTo00,pass_yds,0,,,,,
player,201011140den,kan,MoeaTo00,pass_td,0,,,,,
player,201011140den,kan,MoeaTo00,pass_int,0,,,,,
player,201011140den,kan,MoeaTo00,pass_sacked,,,,,,
player,201011140den,kan,MoeaTo00,pass_sacked_yds,,,,,,
player,201011140den,kan,MoeaTo00,pass_long,0,,,,,
player,201011140den,kan,MoeaTo00,pass_rating,,,,,,
player,201011140den,kan,MoeaTo00,rush_att,0,,,,,
player,201011140den,kan,MoeaTo00,rush_yds,0,,,,,
player,201011140den,kan,MoeaTo00,rush_td,0,,,,,
player,201011140den,kan,MoeaTo00,rush_long,0,,,,,
player,201011140den,kan,MoeaTo00,targets,3,,,,,
player,201011140den,kan,MoeaTo00,rec,1,,,,,
player,201011140den,kan,MoeaTo00,rec_yds,34,,,,,
player,201011140den,kan,MoeaTo00,rec_td,0,,,,,
player,201011140den,kan,MoeaTo00,rec_long,34,,,,,
player,201011140den,kan,MoeaTo00,fumbles,0,,,,,
player,201011140den,kan,MoeaTo00,fumbles_lost,,,,,,
player,201011140den,kan,PopeLe00,pass_cmp,0,,,,,
player,201011140den,kan,PopeLe00,pass_att,0,,,,,
player,201011140den,kan,PopeLe00,pass_yds,0,,,,,
player,201011140den,kan,PopeLe00,pass_td,0,,,,,
player,201011140den,kan,PopeLe00,pass_int,0,,,,,
player,201011140den,kan,PopeLe00,pass_sacked,,,,,,
player,201011140den,kan,PopeLe00,pass_sacked_yds,,,,,,
player,201011140den,kan,PopeLe00,pass_long,0,,,,,
player,201011140den,kan,PopeLe00,pass_rating,,,,,,
player,201011140den,kan,PopeLe00,rush_att,0,,,,,
player,201011140den,kan,PopeLe00,rush_yds,0,,,,,
player,201011140den,kan,PopeLe00,rush_td,0,,,,,
player,201011140den,kan,PopeLe00,rush_long,0,,,,,
player,201011140den,kan,PopeLe00,targets,2,,,,,
player,201011140den,kan,PopeLe00,rec,2,,,,,
player,201011140den,kan,PopeLe00,rec_yds,21,,,,,
player,201011140den,kan,PopeLe00,rec_td,0,,,,,
player,201011140den,kan,PopeLe00,rec_long,13,,,,,
player,201011140den,kan,PopeLe00,fumbles,0,,,,,
player,201011140den,kan,PopeLe00,fumbles_lost,,,,,,
player,201011140den,kan,Cox_Mi20,pass_cmp,0,,,,,
player,201011140den,kan,Cox_Mi20,pass_att,0,,,,,
player,201011140den,kan,Cox_Mi20,pass_yds,0,,,,,
player,201011140den,kan,Cox_Mi20,pass_td,0,,,,,
player,201011140den,kan,Cox_Mi20,pass_int,0,,,,,
player,201011140den,kan,Cox_Mi20,pass_sacked,,,,,,
player,201011140den,kan,Cox_Mi20,pass_sacked_yds,,,,,,
player,201011140den,kan,Cox_Mi20,pass_long,0,,,,,
player,201011140den,kan,Cox_Mi20,pass_rating,,,,,,
player,201011140den,kan,Cox_Mi20,rush_att,0,,,,,
player,201011140den,kan,Cox_Mi20,rush_yds,0,,,,,
player,201011140den,kan,Cox_Mi20,rush_td,0,,,,,
player,201011140den,kan,Cox_Mi20,rush_long,0,,,,,
player,201011140den,kan,Cox_Mi20,targets,1,,,,,
player,201011140den,kan,Cox_Mi20,rec,1,,,,,
player,201011140den,kan,Cox_Mi20,rec_yds,0,,,,,
player,201011140den,kan,Cox_Mi20,rec_td,0,,,,,
player,201011140den,kan,Cox_Mi20,rec_long,0,,,,,
player,201011140den,kan,Cox_Mi20,fumbles,0,,,,,
player,201011140den,kan,Cox_Mi20,fumbles_lost,,,,,,
player,201011140den,den,OrtoKy00,pass_cmp,22,,,,,
player,201011140den,den,OrtoKy00,pass_att,34,,,,,
player,201011140den,den,OrtoKy00,pass_yds,296,,,,,
player,201011140den,den,OrtoKy00,pass_td,4,,,,,
player,201011140den,den,OrtoKy00,pass_int,0,,,,,
player,201011140den,den,OrtoKy00,pass_sacked,0,,,,,
player,201011140den,den,OrtoKy00,pass_sacked_yds,0,,,,,
player,201011140den,den,OrtoKy00,pass_long,40,,,,,
player,201011140den,den,OrtoKy00,pass_rating,131.5,,,,,
player,201011140den,den,OrtoKy00,rush_att,1,,,,,
player,201011140den,den,OrtoKy00,rush_yds,-1,,,,,
player,201011140den,den,OrtoKy00,rush_td,0,,,,,
player,201011140den,den,OrtoKy00,rush_long,-1,,,,,
player,201011140den,den,OrtoKy00,targets,0,,,,,
player,201011140den,den,OrtoKy00,rec,0,,,,,
player,201011140den,den,OrtoKy00,rec_yds,0,,,,,
player,201011140den,den,OrtoKy00,rec_td,0,,,,,
player,201011140den,den,OrtoKy00,rec_long,0,,,,,
player,201011140den,den,OrtoKy00,fumbles,0,,,,,
player,201011140den,den,OrtoKy00,fumbles_lost,,,,,,
player,201011140den,den,TeboTi00,pass_cmp,1,,,,,
player,201011140den,den,TeboTi00,pass_att,1,,,,,
player,201011140den,den,TeboTi00,pass_yds,3,,,,,
player,201011140den,den,TeboTi00,pass_td,1,,,,,
player,201011140den,den,TeboTi00,pass_int,0,,,,,
player,201011140den,den,TeboTi00,pass_sacked,0,,,,,
player,201011140den,den,TeboTi00,pass_sacked_yds,0,,,,,
player,201011140den,den,TeboTi00,pass_long,3,,,,,
player,201011140den,den,TeboTi00,pass_rating,118.7,,,,,
player,201011140den,den,TeboTi00,rush_att,2,,,,,
player,201011140den,den,TeboTi00,rush_yds,2,,,,,
player,201011140den,den,TeboTi00,rush_td,1,,,,,
player,201011140den,den,TeboTi00,rush_long,1,,,,,
player,201011140den,den,TeboTi00,targets,0,,,,,
player,201011140den,den,TeboTi00,rec,0,,,,,
player,201011140den,den,TeboTi00,rec_yds,0,,,,,
player,201011140den,den,TeboTi00,rec_td,0,,,,,
player,201011140den,den,TeboTi00,rec_long,0,,,,,
player,201011140den,den,TeboTi00,fumbles,0,,,,,
player,201011140den,den,TeboTi00,fumbles_lost,,,,,,
player,201011140den,den,MoreKn00,pass_cmp,0,,,,,
player,201011140den,den,MoreKn00,pass_att,0,,,,,
player,201011140den,den,MoreKn00,pass_yds,0,,,,,
player,201011140den,den,MoreKn00,pass_td,0,,,,,
player,201011140den,den,MoreKn00,pass_int,0,,,,,
player,201011140den,den,MoreKn00,pass_sacked,,,,,,
player,201011140den,den,MoreKn00,pass_sacked_yds,,,,,,
player,201011140den,den,MoreKn00,pass_long,0,,,,,
player,201011140den,den,MoreKn00,pass_rating,,,,,,
player,201011140den,den,MoreKn00,rush_att,22,,,,,
player,201011140den,den,MoreKn00,rush_yds,106,,,,,
player,201011140den,den,MoreKn00,rush_td,0,,,,,
player,201011140den,den,MoreKn00,rush_long,14,,,,,
player,201011140den,den,MoreKn00,targets,3,,,,,
player,201011140den,den,MoreKn00,rec,3,,,,,
player,201011140den,den,MoreKn00,rec_yds,50,,,,,
player,201011140den,den,MoreKn00,rec_td,1,,,,,
player,201011140den,den,MoreKn00,rec_long,23,,,,,
player,201011140den,den,MoreKn00,fumbles,0,,,,,
player,201011140den,den,MoreKn00,fumbles_lost,,,,,,
player,201011140den,den,RoyaEd00,pass_cmp,0,,,,,
player,201011140den,den,RoyaEd00,pass_att,0,,,,,
player,201011140den,den,RoyaEd00,pass_yds,0,,,,,
player,201011140den,den,RoyaEd00,pass_td,0,,,,,
player,201011140den,den,RoyaEd00,pass_int,0,,,,,
player,201011140den,den,RoyaEd00,pass_sacked,,,,,,
player,201011140den,den,RoyaEd00,pass_sacked_yds,,,,,,
player,201011140den,den,RoyaEd00,pass_long,0,,,,,
player,201011140den,den,RoyaEd00,pass_rating,,,,,,
player,201011140den,den,RoyaEd00,rush_att,2,,,,,
player,201011140den,den,RoyaEd00,rush_yds,20,,,,,
player,201011140den,den,RoyaEd00,rush_td,0,,,,,
player,201011140den,den,RoyaEd00,rush_long,19,,,,,
player,201011140den,den,RoyaEd00,targets,5,,,,,
player,201011140den,den,RoyaEd00,rec,5,,,,,
player,201011140den,den,RoyaEd00,rec_yds,39,,,,,
player,201011140den,den,RoyaEd00,rec_td,0,,,,,
player,201011140den,den,RoyaEd00,rec_long,12,,,,,
player,201011140den,den,RoyaEd00,fumbles,0,,,,,
player,201011140den,den,RoyaEd00,fumbles_lost,,,,,,
player,201011140den,den,LarsSp99,pass_cmp,0,,,,,
player,201011140den,den,LarsSp99,pass_att,0,,,,,
player,201011140den,den,LarsSp99,pass_yds,0,,,,,
player,201011140den,den,LarsSp99,pass_td,0,,,,,
player,201011140den,den,LarsSp99,pass_int,0,,,,,
player,201011140den,den,LarsSp99,pass_sacked,,,,,,
player,201011140den,den,LarsSp99,pass_sacked_yds,,,,,,
player,201011140den,den,LarsSp99,pass_long,0,,,,,
player,201011140den,den,LarsSp99,pass_rating,,,,,,
player,201011140den,den,LarsSp99,rush_att,2,,,,,
player,201011140den,den,LarsSp99,rush_yds,17,,,,,
player,201011140den,den,LarsSp99,rush_td,0,,,,,
player,201011140den,den,LarsSp99,rush_long,14,,,,,
player,201011140den,den,LarsSp99,targets,1,,,,,
player,201011140den,den,LarsSp99,rec,1,,,,,
player,201011140den,den,LarsSp99,rec_yds,3,,,,,
player,201011140den,den,LarsSp99,rec_td,1,,,,,
player,201011140den,den,LarsSp99,rec_long,3,,,,,
player,201011140den,den,LarsSp99,fumbles,0,,,,,
player,201011140den,den,LarsSp99,fumbles_lost,,,,,,
player,201011140den,den,BallLa00,pass_cmp,0,,,,,
player,201011140den,den,BallLa00,pass_att,0,,,,,
player,201011140den,den,BallLa00,pass_yds,0,,,,,
player,201011140den,den,BallLa00,pass_td,0,,,,,
player,201011140den,den,BallLa00,pass_int,0,,,,,
player,201011140den,den,BallLa00,pass_sacked,,,,,,
player,201011140den,den,BallLa00,pass_sacked_yds,,,,,,
player,201011140den,den,BallLa00,pass_long,0,,,,,
player,201011140den,den,BallLa00,pass_rating,,,,,,
player,201011140den,den,BallLa00,rush_att,2,,,,,
player,201011140den,den,BallLa00,rush_yds,9,,,,,
player,201011140den,den,BallLa00,rush_td,0,,,,,
player,201011140den,den,BallLa00,rush_long,5,,,,,
player,201011140den,den,BallLa00,targets,0,,,,,
player,201011140den,den,BallLa00,rec,0,,,,,
player,201011140den,den,BallLa00,rec_yds,0,,,,,
player,201011140den,den,BallLa00,rec_td,0,,,,,
player,201011140den,den,BallLa00,rec_long,0,,,,,
player,201011140den,den,BallLa00,fumbles,0,,,,,
player,201011140den,den,BallLa00,fumbles_lost,,,,,,
player,201011140den,den,LloyBr00,pass_cmp,0,,,,,
player,201011140den,den,LloyBr00,pass_att,0,,,,,
player,201011140den,den,LloyBr00,pass_yds,0,,,,,
player,201011140den,den,LloyBr00,pass_td,0,,,,,
player,201011140den,den,LloyBr00,pass_int,0,,,,,
player,201011140den,den,LloyBr00,pass_sacked,,,,,,
player,201011140den,den,LloyBr00,pass_sacked_yds,,,,,,
player,201011140den,den,LloyBr00,pass_long,0,,,,,
player,201011140den,den,LloyBr00,pass_rating,,,,,,
player,201011140den,den,LloyBr00,rush_att,0,,,,,
player,201011140den,den,LloyBr00,rush_yds,0,,,,,
player,201011140den,den,LloyBr00,rush_td,0,,,,,
player,201011140den,den,LloyBr00,rush_long,0,,,,,
player,201011140den,den,LloyBr00,targets,10,,,,,
player,201011140den,den,LloyBr00,rec,6,,,,,
player,201011140den,den,LloyBr00,rec_yds,90,,,,,
player,201011140den,den,LloyBr00,rec_td,2,,,,,
player,201011140den,den,LloyBr00,rec_long,37,,,,,
player,201011140den,den,LloyBr00,fumbles,0,,,,,
player,201011140den,den,LloyBr00,fumbles_lost,,,,,,
player,201011140den,den,GaffJa00,pass_cmp,0,,,,,
player,201011140den,den,GaffJa00,pass_att,0,,,,,
player,201011140den,den,GaffJa00,pass_yds,0,,,,,
player,201011140den,den,GaffJa00,pass_td,0,,,,,
player,201011140den,den,GaffJa00,pass_int,0,,,,,
player,201011140den,den,GaffJa00,pass_sacked,,,,,,
player,201011140den,den,GaffJa00,pass_sacked_yds,,,,,,
player,201011140den,den,GaffJa00,pass_long,0,,,,,
player,201011140den,den,GaffJa00,pass_rating,,,,,,
player,201011140den,den,GaffJa00,rush_att,0,,,,,
player,201011140den,den,GaffJa00,rush_yds,0,,,,,
player,201011140den,den,GaffJa00,rush_td,0,,,,,
player,201011140den,den,GaffJa00,rush_long,0,,,,,
player,201011140den,den,GaffJa00,targets,5,,,,,
player,201011140den,den,GaffJa00,rec,3,,,,,
player,201011140den,den,GaffJa00,rec_yds,57,,,,,
player,201011140den,den,GaffJa00,rec_td,1,,,,,
player,201011140den,den,GaffJa00,rec_long,40,,,,,
player,201011140den,den,GaffJa00,fumbles,0,,,,,
player,201011140den,den,GaffJa00,fumbles_lost,,,,,,
player,201011140den,den,ThomDe03,pass_cmp,0,,,,,
player,201011140den,den,ThomDe03,pass_att,0,,,,,
player,201011140den,den,ThomDe03,pass_yds,0,,,,,
player,201011140den,den,ThomDe03,pass_td,0,,,,,
player,201011140den,den,ThomDe03,pass_int,0,,,,,
player,201011140den,den,ThomDe03,pass_sacked,,,,,,
player,201011140den,den,ThomDe03,pass_sacked_yds,,,,,,
player,201011140den,den,ThomDe03,pass_long,0,,,,,
player,201011140den,den,ThomDe03,pass_rating,,,,,,
player,201011140den,den,ThomDe03,rush_att,0,,,,,
player,201011140den,den,ThomDe03,rush_yds,0,,,,,
player,201011140den,den,ThomDe03,rush_td,0,,,,,
player,201011140den,den,ThomDe03,rush_long,0,,,,,
player,201011140den,den,ThomDe03,targets,5,,,,,
player,201011140den,den,ThomDe03,rec,3,,,,,
player,201011140den,den,ThomDe03,rec_yds,51,,,,,
player,201011140den,den,ThomDe03,rec_td,0,,,,,
player,201011140den,den,ThomDe03,rec_long,22,,,,,
player,201011140den,den,ThomDe03,fumbles,0,,,,,
player,201011140den,den,ThomDe03,fumbles_lost,,,,,,
player,201011140den,den,BuckCo00,pass_cmp,0,,,,,
player,201011140den,den,BuckCo00,pass_att,0,,,,,
player,201011140den,den,BuckCo00,pass_yds,0,,,,,
player,201011140den,den,BuckCo00,pass_td,0,,,,,
player,201011140den,den,BuckCo00,pass_int,0,,,,,
player,201011140den,den,BuckCo00,pass_sacked,,,,,,
player,201011140den,den,BuckCo00,pass_sacked_yds,,,,,,
player,201011140den,den,BuckCo00,pass_long,0,,,,,
player,201011140den,den,BuckCo00,pass_rating,,,,,,
player,201011140den,den,BuckCo00,rush_att,0,,,,,
player,201011140den,den,BuckCo00,rush_yds,0,,,,,
player,201011140den,den,BuckCo00,rush_td,0,,,,,
player,201011140den,den,BuckCo00,rush_long,0,,,,,
player,201011140den,den,BuckCo00,targets,2,,,,,
player,201011140den,den,BuckCo00,rec,2,,,,,
player,201011140den,den,BuckCo00,rec_yds,9,,,,,
player,201011140den,den,BuckCo00,rec_td,0,,,,,
player,201011140den,den,BuckCo00,rec_long,7,,,,,
player,201011140den,den,BuckCo00,fumbles,0,,,,,
player,201011140den,den,BuckCo00,fumbles_lost,,,,,,
player,201011140den,den,GrahDa00,pass_cmp,,,,,,
player,201011140den,den,GrahDa00,pass_att,,,,,,
player,201011140den,den,GrahDa00,pass_yds,,,,,,
player,201011140den,den,GrahDa00,pass_td,,,,,,
player,201011140den,den,GrahDa00,pass_int,,,,,,
player,201011140den,den,GrahDa00,pass_sacked,,,,,,
player,201011140den,den,GrahDa00,pass_sacked_yds,,,,,,
player,201011140den,den,GrahDa00,pass_long,,,,,,
player,201011140den,den,GrahDa00,pass_rating,,,,,,
player,201011140den,den,GrahDa00,rush_att,,,,,,
player,201011140den,den,GrahDa00,rush_yds,,,,,,
player,201011140den,den,GrahDa00,rush_td,,,,,,
player,201011140den,den,GrahDa00,rush_long,,,,,,
player,201011140den,den,GrahDa00,targets,2,,,,,
player,201011140den,den,GrahDa00,rec,0,,,,,
player,201011140den,den,GrahDa00,rec_yds,0,,,,,
player,201011140den,den,GrahDa00,rec_td,0,,,,,
player,201011140den,den,GrahDa00,rec_long,,,,,,
player,201011140den,den,GrahDa00,fumbles,,,,,,
player,201011140den,den,GrahDa00,fumbles_lost,,,,,,
player,201011140den,den,GronDa00,pass_cmp,,,,,,
player,201011140den,den,GronDa00,pass_att,,,,,,
player,201011140den,den,GronDa00,pass_yds,,,,,,
player,201011140den,den,GronDa00,pass_td,,,,,,
player,201011140den,den,GronDa00,pass_int,,,,,,
player,201011140den,den,GronDa00,pass_sacked,,,,,,
player,201011140den,den,GronDa00,pass_sacked_yds,,,,,,
player,201011140den,den,GronDa00,pass_long,,,,,,
player,201011140den,den,GronDa00,pass_rating,,,,,,
player,201011140den,den,GronDa00,rush_att,,,,,,
player,201011140den,den,GronDa00,rush_yds,,,,,,
player,201011140den,den,GronDa00,rush_td,,,,,,
player,201011140den,den,GronDa00,rush_long,,,,,,
player,201011140den,den,GronDa00,targets,1,,,,,
player,201011140den,den,GronDa00,rec,0,,,,,
player,201011140den,den,GronDa00,rec_yds,0,,,,,
player,201011140den,den,GronDa00,rec_td,0,,,,,
