game,2010,4,20101003,201010030oti,den,"Denver Broncos",26,oti,"Tennessee Titans",20
team,201010030oti,den,First Downs,22,,,,,,
team,201010030oti,oti,First Downs,13,,,,,,
team,201010030oti,den,Rush-Yds-TDs,20-19-0,,,,,,
team,201010030oti,oti,Rush-Yds-TDs,22-121-0,,,,,,
team,201010030oti,den,Cmp-Att-Yd-TD-INT,35-50-341-2-1,,,,,,
team,201010030oti,oti,Cmp-Att-Yd-TD-INT,17-28-173-1-0,,,,,,
team,201010030oti,den,Sacked-Yards,6-33,,,,,,
team,201010030oti,oti,Sacked-Yards,2-6,,,,,,
team,201010030oti,den,Net Pass Yards,308,,,,,,
team,201010030oti,oti,Net Pass Yards,167,,,,,,
team,201010030oti,den,Total Yards,327,,,,,,
team,201010030oti,oti,Total Yards,288,,,,,,
team,201010030oti,den,Fumbles-Lost,1-0,,,,,,
team,201010030oti,oti,Fumbles-Lost,2-2,,,,,,
team,201010030oti,den,Turnovers,1,,,,,,
team,201010030oti,oti,Turnovers,2,,,,,,
team,201010030oti,den,Penalties-Yards,6-74,,,,,,
team,201010030oti,oti,Penalties-Yards,10-111,,,,,,
team,201010030oti,den,Third Down Conv.,3-15,,,,,,
team,201010030oti,oti,Third Down Conv.,3-12,,,,,,
team,201010030oti,den,Fourth Down Conv.,1-2,,,,,,
team,201010030oti,oti,Fourth Down Conv.,0-0,,,,,,
team,201010030oti,den,Time of Possession,35:18,,,,,,
team,201010030oti,oti,Time of Possession,24:42,,,,,,
player,201010030oti,den,OrtoKy00,pass_cmp,35,,,,,
player,201010030oti,den,OrtoKy00,pass_att,50,,,,,
player,201010030oti,den,OrtoKy00,pass_yds,341,,,,,
player,201010030oti,den,OrtoKy00,pass_td,2,,,,,
player,201010030oti,den,OrtoKy00,pass_int,1,,,,,
player,201010030oti,den,OrtoKy00,pass_sacked,6,,,,,
player,201010030oti,den,OrtoKy00,pass_sacked_yds,33,,,,,
player,201010030oti,den,OrtoKy00,pass_long,41,,,,,
player,201010030oti,den,OrtoKy00,pass_rating,93.8,,,,,
player,201010030oti,den,OrtoKy00,rush_att,3,,,,,
player,201010030oti,den,OrtoKy00,rush_yds,11,,,,,
player,201010030oti,den,OrtoKy00,rush_td,0,,,,,
player,201010030oti,den,OrtoKy00,rush_long,8,,,,,
player,201010030oti,den,OrtoKy00,targets,0,,,,,
player,201010030oti,den,OrtoKy00,rec,0,,,,,
player,201010030oti,den,OrtoKy00,rec_yds,0,,,,,
player,201010030oti,den,OrtoKy00,rec_td,0,,,,,
player,201010030oti,den,OrtoKy00,rec_long,0,,,,,
player,201010030oti,den,OrtoKy00,fumbles,0,,,,,
player,201010030oti,den,OrtoKy00,fumbles_lost,,,,,,
player,201010030oti,den,MaroLa00,pass_cmp,0,,,,,
player,201010030oti,den,MaroLa00,pass_att,0,,,,,
player,201010030oti,den,MaroLa00,pass_yds,0,,,,,
player,201010030oti,den,MaroLa00,pass_td,0,,,,,
player,201010030oti,den,MaroLa00,pass_int,0,,,,,
player,201010030oti,den,MaroLa00,pass_sacked,,,,,,
player,201010030oti,den,MaroLa00,pass_sacked_yds,,,,,,
player,201010030oti,den,MaroLa00,pass_long,0,,,,,
player,201010030oti,den,MaroLa00,pass_rating,,,,,,
player,201010030oti,den,MaroLa00,rush_att,11,,,,,
player,201010030oti,den,MaroLa00,rush_yds,5,,,,,
player,201010030oti,den,MaroLa00,rush_td,0,,,,,
player,201010030oti,den,MaroLa00,rush_long,8,,,,,
player,201010030oti,den,MaroLa00,targets,4,,,,,
player,201010030oti,den,MaroLa00,rec,2,,,,,
player,201010030oti,den,MaroLa00,rec_yds,10,,,,,
player,201010030oti,den,MaroLa00,rec_td,0,,,,,
player,201010030oti,den,MaroLa00,rec_long,9,,,,,
player,201010030oti,den,MaroLa00,fumbles,1,,,,,
player,201010030oti,den,MaroLa00,fumbles_lost,0,,,,,
player,201010030oti,den,BuckCo00,pass_cmp,0,,,,,
player,201010030oti,den,BuckCo00,pass_att,0,,,,,
player,201010030oti,den,BuckCo00,pass_yds,0,,,,,
player,201010030oti,den,BuckCo00,pass_td,0,,,,,
player,201010030oti,den,BuckCo00,pass_int,0,,,,,
player,201010030oti,den,BuckCo00,pass_sacked,,,,,,
player,201010030oti,den,BuckCo00,pass_sacked_yds,,,,,,
player,201010030oti,den,BuckCo00,pass_long,0,,,,,
player,201010030oti,den,BuckCo00,pass_rating,,,,,,
player,201010030oti,den,BuckCo00,rush_att,6,,,,,
player,201010030oti,den,BuckCo00,rush_yds,3,,,,,
player,201010030oti,den,BuckCo00,rush_td,0,,,,,
player,201010030oti,den,BuckCo00,rush_long,5,,,,,
player,201010030oti,den,BuckCo00,targets,5,,,,,
player,201010030oti,den,BuckCo00,rec,5,,,,,
player,201010030oti,den,BuckCo00,rec_yds,38,,,,,
player,201010030oti,den,BuckCo00,rec_td,1,,,,,
player,201010030oti,den,BuckCo00,rec_long,12,,,,,
player,201010030oti,den,BuckCo00,fumbles,0,,,,,
player,201010030oti,den,BuckCo00,fumbles_lost,,,,,,
player,201010030oti,den,LloyBr00,pass_cmp,0,,,,,
player,201010030oti,den,LloyBr00,pass_att,0,,,,,
player,201010030oti,den,LloyBr00,pass_yds,0,,,,,
player,201010030oti,den,LloyBr00,pass_td,0,,,,,
player,201010030oti,den,LloyBr00,pass_int,0,,,,,
player,201010030oti,den,LloyBr00,pass_sacked,,,,,,
player,201010030oti,den,LloyBr00,pass_sacked_yds,,,,,,
player,201010030oti,den,LloyBr00,pass_long,0,,,,,
player,201010030oti,den,LloyBr00,pass_rating,,,,,,
player,201010030oti,den,LloyBr00,rush_att,0,,,,,
player,201010030oti,den,LloyBr00,rush_yds,0,,,,,
player,201010030oti,den,LloyBr00,rush_td,0,,,,,
player,201010030oti,den,LloyBr00,rush_long,0,,,,,
player,201010030oti,den,LloyBr00,targets,18,,,,,
player,201010030oti,den,LloyBr00,rec,11,,,,,
player,201010030oti,den,LloyBr00,rec_yds,115,,,,,
player,201010030oti,den,LloyBr00,rec_td,0,,,,,
player,201010030oti,den,LloyBr00,rec_long,23,,,,,
player,201010030oti,den,LloyBr00,fumbles,0,,,,,
player,201010030oti,den,LloyBr00,fumbles_lost,,,,,,
player,201010030oti,den,RoyaEd00,pass_cmp,0,,,,,
player,201010030oti,den,RoyaEd00,pass_att,0,,,,,
player,201010030oti,den,RoyaEd00,pass_yds,0,,,,,
player,201010030oti,den,RoyaEd00,pass_td,0,,,,,
player,201010030oti,den,RoyaEd00,pass_int,0,,,,,
player,201010030oti,den,RoyaEd00,pass_sacked,,,,,,
player,201010030oti,den,RoyaEd00,pass_sacked_yds,,,,,,
player,201010030oti,den,RoyaEd00,pass_long,0,,,,,
player,201010030oti,den,RoyaEd00,pass_rating,,,,,,
player,201010030oti,den,RoyaEd00,rush_att,0,,,,,
player,201010030oti,den,RoyaEd00,rush_yds,0,,,,,
player,201010030oti,den,RoyaEd00,rush_td,0,,,,,
player,201010030oti,den,RoyaEd00,rush_long,0,,,,,
player,201010030oti,den,RoyaEd00,targets,8,,,,,
player,201010030oti,den,RoyaEd00,rec,8,,,,,
player,201010030oti,den,RoyaEd00,rec_yds,113,,,,,
player,201010030oti,den,RoyaEd00,rec_td,1,,,,,
player,201010030oti,den,RoyaEd00,rec_long,41,,,,,
player,201010030oti,den,RoyaEd00,fumbles,0,,,,,
player,201010030oti,den,RoyaEd00,fumbles_lost,,,,,,
player,201010030oti,den,GaffJa00,pass_cmp,0,,,,,
player,201010030oti,den,GaffJa00,pass_att,0,,,,,
player,201010030oti,den,GaffJa00,pass_yds,0,,,,,
player,201010030oti,den,GaffJa00,pass_td,0,,,,,
player,201010030oti,den,GaffJa00,pass_int,0,,,,,
player,201010030oti,den,GaffJa00,pass_sacked,,,,,,
player,201010030oti,den,GaffJa00,pass_sacked_yds,,,,,,
player,201010030oti,den,GaffJa00,pass_long,0,,,,,
player,201010030oti,den,GaffJa00,pass_rating,,,,,,
player,201010030oti,den,GaffJa00,rush_att,0,,,,,
player,201010030oti,den,GaffJa00,rush_yds,0,,,,,
player,201010030oti,den,GaffJa00,rush_td,0,,,,,
player,201010030oti,den,GaffJa00,rush_long,0,,,,,
player,201010030oti,den,GaffJa00,targets,8,,,,,
player,201010030oti,den,GaffJa00,rec,5,,,,,
player,201010030oti,den,GaffJa00,rec_yds,51,,,,,
player,201010030oti,den,GaffJa00,rec_td,0,,,,,
player,201010030oti,den,GaffJa00,rec_long,28,,,,,
player,201010030oti,den,GaffJa00,fumbles,0,,,,,
player,201010030oti,den,GaffJa00,fumbles_lost,,,,,,
player,201010030oti,den,ThomDe03,pass_cmp,0,,,,,
player,201010030oti,den,ThomDe03,pass_att,0,,,,,
player,201010030oti,den,ThomDe03,pass_yds,0,,,,,
player,201010030oti,den,ThomDe03,pass_td,0,,,,,
player,201010030oti,den,ThomDe03,pass_int,0,,,,,
player,201010030oti,den,ThomDe03,pass_sacked,,,,,,
player,201010030oti,den,ThomDe03,pass_sacked_yds,,,,,,
player,201010030oti,den,ThomDe03,pass_long,0,,,,,
player,201010030oti,den,ThomDe03,pass_rating,,,,,,
player,201010030oti,den,ThomDe03,rush_att,0,,,,,
player,201010030oti,den,ThomDe03,rush_yds,0,,,,,
player,201010030oti,den,ThomDe03,rush_td,0,,,,,
player,201010030oti,den,ThomDe03,rush_long,0,,,,,
player,201010030oti,den,ThomDe03,targets,4,,,,,
player,201010030oti,den,ThomDe03,rec,1,,,,,
player,201010030oti,den,ThomDe03,rec_yds,9,,,,,
player,201010030oti,den,ThomDe03,rec_td,0,,,,,
player,201010030oti,den,ThomDe03,rec_long,9,,,,,
player,201010030oti,den,ThomDe03,fumbles,0,,,,,
player,201010030oti,den,ThomDe03,fumbles_lost,,,,,,
player,201010030oti,den,GrahDa00,pass_cmp,0,,,,,
player,201010030oti,den,GrahDa00,pass_att,0,,,,,
player,201010030oti,den,GrahDa00,pass_yds,0,,,,,
player,201010030oti,den,GrahDa00,pass_td,0,,,,,
player,201010030oti,den,GrahDa00,pass_int,0,,,,,
player,201010030oti,den,GrahDa00,pass_sacked,,,,,,
player,201010030oti,den,GrahDa00,pass_sacked_yds,,,,,,
player,201010030oti,den,GrahDa00,pass_long,0,,,,,
player,201010030oti,den,GrahDa00,pass_rating,,,,,,
player,201010030oti,den,GrahDa00,rush_att,0,,,,,
player,201010030oti,den,GrahDa00,rush_yds,0,,,,,
player,201010030oti,den,GrahDa00,rush_td,0,,,,,
player,201010030oti,den,GrahDa00,rush_long,0,,,,,
player,201010030oti,den,GrahDa00,targets,3,,,,,
player,201010030oti,den,GrahDa00,rec,3,,,,,
player,201010030oti,den,GrahDa00,rec_yds,5,,,,,
player,201010030oti,den,GrahDa00,rec_td,0,,,,,
player,201010030oti,den,GrahDa00,rec_long,5,,,,,
player,201010030oti,den,GrahDa00,fumbles,0,,,,,
player,201010030oti,den,GrahDa00,fumbles_lost,,,,,,
player,201010030oti,oti,YounVi00,pass_cmp,17,,,,,
player,201010030oti,oti,YounVi00,pass_att,28,,,,,
player,201010030oti,oti,YounVi00,pass_yds,173,,,,,
player,201010030oti,oti,YounVi00,pass_td,1,,,,,
player,201010030oti,oti,YounVi00,pass_int,0,,,,,
player,201010030oti,oti,YounVi00,pass_sacked,2,,,,,
player,201010030oti,oti,YounVi00,pass_sacked_yds,6,,,,,
player,201010030oti,oti,YounVi00,pass_long,25,,,,,
player,201010030oti,oti,YounVi00,pass_rating,90.3,,,,,
player,201010030oti,oti,YounVi00,rush_att,1,,,,,
player,201010030oti,oti,YounVi00,rush_yds,18,,,,,
player,201010030oti,oti,YounVi00,rush_td,0,,,,,
player,201010030oti,oti,YounVi00,rush_long,18,,,,,
player,201010030oti,oti,YounVi00,targets,0,,,,,
player,201010030oti,oti,YounVi00,rec,0,,,,,
player,201010030oti,oti,YounVi00,rec_yds,0,,,,,
player,201010030oti,oti,YounVi00,rec_td,0,,,,,
player,201010030oti,oti,YounVi00,rec_long,0,,,,,
player,201010030oti,oti,YounVi00,fumbles,0,,,,,
player,201010030oti,oti,YounVi00,fumbles_lost,,,,,,
player,201010030oti,oti,JohnCh04,pass_cmp,0,,,,,
player,201010030oti,oti,JohnCh04,pass_att,0,,,,,
player,201010030oti,oti,JohnCh04,pass_yds,0,,,,,
player,201010030oti,oti,JohnCh04,pass_td,0,,,,,
player,201010030oti,oti,JohnCh04,pass_int,0,,,,,
player,201010030oti,oti,JohnCh04,pass_sacked,,,,,,
player,201010030oti,oti,JohnCh04,pass_sacked_yds,,,,,,
player,201010030oti,oti,JohnCh04,pass_long,0,,,,,
