game,2010,4,20101003,201010030oti,den,"Denver Broncos",26,oti,"Tennessee Titans",20
player,201010030oti,oti,JohnCh04,pass_rating,,,,,,
player,201010030oti,oti,JohnCh04,rush_att,19,,,,,
player,201010030oti,oti,JohnCh04,rush_yds,53,,,,,
player,201010030oti,oti,JohnCh04,rush_td,0,,,,,
player,201010030oti,oti,JohnCh04,rush_long,8,,,,,
player,201010030oti,oti,JohnCh04,targets,4,,,,,
player,201010030oti,oti,JohnCh04,rec,3,,,,,
player,201010030oti,oti,JohnCh04,rec_yds,11,,,,,
player,201010030oti,oti,JohnCh04,rec_td,0,,,,,
player,201010030oti,oti,JohnCh04,rec_long,6,,,,,
player,201010030oti,oti,JohnCh04,fumbles,1,,,,,
player,201010030oti,oti,JohnCh04,fumbles_lost,1,,,,,
player,201010030oti,oti,RingJa00,pass_cmp,0,,,,,
player,201010030oti,oti,RingJa00,pass_att,0,,,,,
player,201010030oti,oti,RingJa00,pass_yds,0,,,,,
player,201010030oti,oti,RingJa00,pass_td,0,,,,,
player,201010030oti,oti,RingJa00,pass_int,0,,,,,
player,201010030oti,oti,RingJa00,pass_sacked,,,,,,
player,201010030oti,oti,RingJa00,pass_sacked_yds,,,,,,
player,201010030oti,oti,RingJa00,pass_long,0,,,,,
player,201010030oti,oti,RingJa00,pass_rating,,,,,,
player,201010030oti,oti,RingJa00,rush_att,2,,,,,
player,201010030oti,oti,RingJa00,rush_yds,50,,,,,
player,201010030oti,oti,RingJa00,rush_td,0,,,,,
player,201010030oti,oti,RingJa00,rush_long,54,,,,,
player,201010030oti,oti,RingJa00,targets,0,,,,,
player,201010030oti,oti,RingJa00,rec,0,,,,,
player,201010030oti,oti,RingJa00,rec_yds,0,,,,,
player,201010030oti,oti,RingJa00,rec_td,0,,,,,
player,201010030oti,oti,RingJa00,rec_long,0,,,,,
player,201010030oti,oti,RingJa00,fumbles,0,,,,,
player,201010030oti,oti,RingJa00,fumbles_lost,,,,,,
player,201010030oti,oti,WashNa00,pass_cmp,0,,,,,
player,201010030oti,oti,WashNa00,pass_att,0,,,,,
player,201010030oti,oti,WashNa00,pass_yds,0,,,,,
player,201010030oti,oti,WashNa00,pass_td,0,,,,,
player,201010030oti,oti,WashNa00,pass_int,0,,,,,
player,201010030oti,oti,WashNa00,pass_sacked,,,,,,
player,201010030oti,oti,WashNa00,pass_sacked_yds,,,,,,
player,201010030oti,oti,WashNa00,pass_long,0,,,,,
player,201010030oti,oti,WashNa00,pass_rating,,,,,,
player,201010030oti,oti,WashNa00,rush_att,0,,,,,
player,201010030oti,oti,WashNa00,rush_yds,0,,,,,
player,201010030oti,oti,WashNa00,rush_td,0,,,,,
player,201010030oti,oti,WashNa00,rush_long,0,,,,,
player,201010030oti,oti,WashNa00,targets,5,,,,,
player,201010030oti,oti,WashNa00,rec,4,,,,,
player,201010030oti,oti,WashNa00,rec_yds,42,,,,,
player,201010030oti,oti,WashNa00,rec_td,0,,,,,
player,201010030oti,oti,WashNa00,rec_long,19,,,,,
player,201010030oti,oti,WashNa00,fumbles,0,,,,,
player,201010030oti,oti,WashNa00,fumbles_lost,,,,,,
player,201010030oti,oti,GageJu00,pass_cmp,0,,,,,
player,201010030oti,oti,GageJu00,pass_att,0,,,,,
player,201010030oti,oti,GageJu00,pass_yds,0,,,,,
player,201010030oti,oti,GageJu00,pass_td,0,,,,,
player,201010030oti,oti,GageJu00,pass_int,0,,,,,
player,201010030oti,oti,GageJu00,pass_sacked,,,,,,
player,201010030oti,oti,GageJu00,pass_sacked_yds,,,,,,
player,201010030oti,oti,GageJu00,pass_long,0,,,,,
player,201010030oti,oti,GageJu00,pass_rating,,,,,,
player,201010030oti,oti,GageJu00,rush_att,0,,,,,
player,201010030oti,oti,GageJu00,rush_yds,0,,,,,
player,201010030oti,oti,GageJu00,rush_td,0,,,,,
player,201010030oti,oti,GageJu00,rush_long,0,,,,,
player,201010030oti,oti,GageJu00,targets,3,,,,,
player,201010030oti,oti,GageJu00,rec,2,,,,,
player,201010030oti,oti,GageJu00,rec_yds,30,,,,,
player,201010030oti,oti,GageJu00,rec_td,0,,,,,
player,201010030oti,oti,GageJu00,rec_long,16,,,,,
player,201010030oti,oti,GageJu00,fumbles,0,,,,,
player,201010030oti,oti,GageJu00,fumbles_lost,,,,,,
player,201010030oti,oti,ScaiBo00,pass_cmp,0,,,,,
player,201010030oti,oti,ScaiBo00,pass_att,0,,,,,
player,201010030oti,oti,ScaiBo00,pass_yds,0,,,,,
player,201010030oti,oti,ScaiBo00,pass_td,0,,,,,
player,201010030oti,oti,ScaiBo00,pass_int,0,,,,,
player,201010030oti,oti,ScaiBo00,pass_sacked,,,,,,
player,201010030oti,oti,ScaiBo00,pass_sacked_yds,,,,,,
player,201010030oti,oti,ScaiBo00,pass_long,0,,,,,
player,201010030oti,oti,ScaiBo00,pass_rating,,,,,,
player,201010030oti,oti,ScaiBo00,rush_att,0,,,,,
player,201010030oti,oti,ScaiBo00,rush_yds,0,,,,,
player,201010030oti,oti,ScaiBo00,rush_td,0,,,,,
player,201010030oti,oti,ScaiBo00,rush_long,0,,,,,
player,201010030oti,oti,ScaiBo00,targets,2,,,,,
player,201010030oti,oti,ScaiBo00,rec,2,,,,,
player,201010030oti,oti,ScaiBo00,rec_yds,27,,,,,
player,201010030oti,oti,ScaiBo00,rec_td,0,,,,,
player,201010030oti,oti,ScaiBo00,rec_long,25,,,,,
player,201010030oti,oti,ScaiBo00,fumbles,0,,,,,
player,201010030oti,oti,ScaiBo00,fumbles_lost,,,,,,
player,201010030oti,oti,BritKe00,pass_cmp,0,,,,,
player,201010030oti,oti,BritKe00,pass_att,0,,,,,
player,201010030oti,oti,BritKe00,pass_yds,0,,,,,
player,201010030oti,oti,BritKe00,pass_td,0,,,,,
player,201010030oti,oti,BritKe00,pass_int,0,,,,,
player,201010030oti,oti,BritKe00,pass_sacked,,,,,,
player,201010030oti,oti,BritKe00,pass_sacked_yds,,,,,,
player,201010030oti,oti,BritKe00,pass_long,0,,,,,
player,201010030oti,oti,BritKe00,pass_rating,,,,,,
player,201010030oti,oti,BritKe00,rush_att,0,,,,,
player,201010030oti,oti,BritKe00,rush_yds,0,,,,,
player,201010030oti,oti,BritKe00,rush_td,0,,,,,
player,201010030oti,oti,BritKe00,rush_long,0,,,,,
player,201010030oti,oti,BritKe00,targets,7,,,,,
player,201010030oti,oti,BritKe00,rec,3,,,,,
player,201010030oti,oti,BritKe00,rec_yds,23,,,,,
player,201010030oti,oti,BritKe00,rec_td,1,,,,,
player,201010030oti,oti,BritKe00,rec_long,8,,,,,
player,201010030oti,oti,BritKe00,fumbles,0,,,,,
player,201010030oti,oti,BritKe00,fumbles_lost,,,,,,
player,201010030oti,oti,CookJa02,pass_cmp,0,,,,,
player,201010030oti,oti,CookJa02,pass_att,0,,,,,
player,201010030oti,oti,CookJa02,pass_yds,0,,,,,
player,201010030oti,oti,CookJa02,pass_td,0,,,,,
player,201010030oti,oti,CookJa02,pass_int,0,,,,,
player,201010030oti,oti,CookJa02,pass_sacked,,,,,,
player,201010030oti,oti,CookJa02,pass_sacked_yds,,,,,,
player,201010030oti,oti,CookJa02,pass_long,0,,,,,
player,201010030oti,oti,CookJa02,pass_rating,,,,,,
player,201010030oti,oti,CookJa02,rush_att,0,,,,,
player,201010030oti,oti,CookJa02,rush_yds,0,,,,,
player,201010030oti,oti,CookJa02,rush_td,0,,,,,
player,201010030oti,oti,CookJa02,rush_long,0,,,,,
player,201010030oti,oti,CookJa02,targets,2,,,,,
player,201010030oti,oti,CookJa02,rec,1,,,,,
player,201010030oti,oti,CookJa02,rec_yds,17,,,,,
player,201010030oti,oti,CookJa02,rec_td,0,,,,,
player,201010030oti,oti,CookJa02,rec_long,17,,,,,
player,201010030oti,oti,CookJa02,fumbles,0,,,,,
player,201010030oti,oti,CookJa02,fumbles_lost,,,,,,
player,201010030oti,oti,StevCr00,pass_cmp,0,,,,,
player,201010030oti,oti,StevCr00,pass_att,0,,,,,
player,201010030oti,oti,StevCr00,pass_yds,0,,,,,
player,201010030oti,oti,StevCr00,pass_td,0,,,,,
player,201010030oti,oti,StevCr00,pass_int,0,,,,,
player,201010030oti,oti,StevCr00,pass_sacked,,,,,,
player,201010030oti,oti,StevCr00,pass_sacked_yds,,,,,,
player,201010030oti,oti,StevCr00,pass_long,0,,,,,
player,201010030oti,oti,StevCr00,pass_rating,,,,,,
player,201010030oti,oti,StevCr00,rush_att,0,,,,,
player,201010030oti,oti,StevCr00,rush_yds,0,,,,,
player,201010030oti,oti,StevCr00,rush_td,0,,,,,
player,201010030oti,oti,StevCr00,rush_long,0,,,,,
player,201010030oti,oti,StevCr00,targets,1,,,,,
player,201010030oti,oti,StevCr00,rec,1,,,,,
player,201010030oti,oti,StevCr00,rec_yds,16,,,,,
player,201010030oti,oti,StevCr00,rec_td,0,,,,,
player,201010030oti,oti,StevCr00,rec_long,16,,,,,
player,201010030oti,oti,StevCr00,fumbles,0,,,,,
player,201010030oti,oti,StevCr00,fumbles_lost,,,,,,
player,201010030oti,oti,HallAh00,pass_cmp,0,,,,,
player,201010030oti,oti,HallAh00,pass_att,0,,,,,
player,201010030oti,oti,HallAh00,pass_yds,0,,,,,
player,201010030oti,oti,HallAh00,pass_td,0,,,,,
player,201010030oti,oti,HallAh00,pass_int,0,,,,,
player,201010030oti,oti,HallAh00,pass_sacked,,,,,,
player,201010030oti,oti,HallAh00,pass_sacked_yds,,,,,,
player,201010030oti,oti,HallAh00,pass_long,0,,,,,
player,201010030oti,oti,HallAh00,pass_rating,,,,,,
player,201010030oti,oti,HallAh00,rush_att,0,,,,,
player,201010030oti,oti,HallAh00,rush_yds,0,,,,,
player,201010030oti,oti,HallAh00,rush_td,0,,,,,
player,201010030oti,oti,HallAh00,rush_long,0,,,,,
player,201010030oti,oti,HallAh00,targets,3,,,,,
player,201010030oti,oti,HallAh00,rec,1,,,,,
player,201010030oti,oti,HallAh00,rec_yds,7,,,,,
player,201010030oti,oti,HallAh00,rec_td,0,,,,,
player,201010030oti,oti,HallAh00,rec_long,7,,,,,
player,201010030oti,oti,HallAh00,fumbles,0,,,,,
player,201010030oti,oti,HallAh00,fumbles_lost,,,,,,
player,201010030oti,oti,WillDa04,pass_cmp,0,,,,,
player,201010030oti,oti,WillDa04,pass_att,0,,,,,
player,201010030oti,oti,WillDa04,pass_yds,0,,,,,
player,201010030oti,oti,WillDa04,pass_td,0,,,,,
player,201010030oti,oti,WillDa04,pass_int,0,,,,,
player,201010030oti,oti,WillDa04,pass_sacked,,,,,,
player,201010030oti,oti,WillDa04,pass_sacked_yds,,,,,,
player,201010030oti,oti,WillDa04,pass_long,0,,,,,
player,201010030oti,oti,WillDa04,pass_rating,,,,,,
player,201010030oti,oti,WillDa04,rush_att,0,,,,,
player,201010030oti,oti,WillDa04,rush_yds,0,,,,,
player,201010030oti,oti,WillDa04,rush_td,0,,,,,
player,201010030oti,oti,WillDa04,rush_long,0,,,,,
player,201010030oti,oti,WillDa04,targets,1,,,,,
player,201010030oti,oti,WillDa04,rec,0,,,,,
player,201010030oti,oti,WillDa04,rec_yds,0,,,,,
player,201010030oti,oti,WillDa04,rec_td,0,,,,,
player,201010030oti,oti,WillDa04,rec_long,0,,,,,
player,201010030oti,oti,WillDa04,fumbles,0,,,,,
player,201010030oti,oti,WillDa04,fumbles_lost,,,,,,
player,201010030oti,den,WillD.20,def_int,0,,,,,
player,201010030oti,den,WillD.20,def_int_yds,0,,,,,
player,201010030oti,den,WillD.20,def_int_td,0,,,,,
player,201010030oti,den,WillD.20,def_int_long,0,,,,,
player,201010030oti,den,WillD.20,pass_defended,0,,,,,
player,201010030oti,den,WillD.20,sacks,1.0,,,,,
player,201010030oti,den,WillD.20,tackles_combined,10,,,,,
player,201010030oti,den,WillD.20,tackles_solo,8,,,,,
player,201010030oti,den,WillD.20,tackles_assists,2,,,,,
player,201010030oti,den,WillD.20,tackles_loss,1,,,,,
player,201010030oti,den,WillD.20,qb_hits,1,,,,,
player,201010030oti,den,WillD.20,fumbles_rec,0,,,,,
player,201010030oti,den,WillD.20,fumbles_rec_yds,0,,,,,
player,201010030oti,den,WillD.20,fumbles_rec_td,0,,,,,
player,201010030oti,den,WillD.20,fumbles_forced,0,,,,,
player,201010030oti,den,DawkBr00,def_int,0,,,,,
player,201010030oti,den,DawkBr00,def_int_yds,0,,,,,
player,201010030oti,den,DawkBr00,def_int_td,0,,,,,
player,201010030oti,den,DawkBr00,def_int_long,0,,,,,
player,201010030oti,den,DawkBr00,pass_defended,0,,,,,
player,201010030oti,den,DawkBr00,sacks,1.0,,,,,
player,201010030oti,den,DawkBr00,tackles_combined,4,,,,,
player,201010030oti,den,DawkBr00,tackles_solo,4,,,,,
player,201010030oti,den,DawkBr00,tackles_assists,0,,,,,
player,201010030oti,den,DawkBr00,tackles_loss,1,,,,,
player,201010030oti,den,DawkBr00,qb_hits,1,,,,,
player,201010030oti,den,DawkBr00,fumbles_rec,0,,,,,
player,201010030oti,den,DawkBr00,fumbles_rec_yds,0,,,,,
player,201010030oti,den,DawkBr00,fumbles_rec_td,0,,,,,
player,201010030oti,den,DawkBr00,fumbles_forced,0,,,,,
player,201010030oti,den,VickKe99,def_int,0,,,,,
player,201010030oti,den,VickKe99,def_int_yds,0,,,,,
player,201010030oti,den,VickKe99,def_int_td,0,,,,,
player,201010030oti,den,VickKe99,def_int_long,0,,,,,
player,201010030oti,den,VickKe99,pass_defended,0,,,,,
player,201010030oti,den,VickKe99,sacks,0.0,,,,,
player,201010030oti,den,VickKe99,tackles_combined,6,,,,,
player,201010030oti,den,VickKe99,tackles_solo,3,,,,,
player,201010030oti,den,VickKe99,tackles_assists,3,,,,,
player,201010030oti,den,VickKe99,tackles_loss,0,,,,,
player,201010030oti,den,VickKe99,qb_hits,0,,,,,
player,201010030oti,den,VickKe99,fumbles_rec,0,,,,,
player,201010030oti,den,VickKe99,fumbles_rec_yds,0,,,,,
player,201010030oti,den,VickKe99,fumbles_rec_td,0,,,,,
player,201010030oti,den,VickKe99,fumbles_forced,0,,,,,
player,201010030oti,den,AyerRo99,def_int,0,,,,,
player,201010030oti,den,AyerRo99,def_int_yds,0,,,,,
player,201010030oti,den,AyerRo99,def_int_td,0,,,,,
player,201010030oti,den,AyerRo99,def_int_long,0,,,,,
player,201010030oti,den,AyerRo99,pass_defended,0,,,,,
player,201010030oti,den,AyerRo99,sacks,0.0,,,,,
player,201010030oti,den,AyerRo99,tackles_combined,5,,,,,
player,201010030oti,den,AyerRo99,tackles_solo,4,,,,,
player,201010030oti,den,AyerRo99,tackles_assists,1,,,,,
player,201010030oti,den,AyerRo99,tackles_loss,2,,,,,
player,201010030oti,den,AyerRo99,qb_hits,1,,,,,
player,201010030oti,den,AyerRo99,fumbles_rec,0,,,,,
player,201010030oti,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201010030oti,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201010030oti,den,AyerRo99,fumbles_forced,0,,,,,
player,201010030oti,den,CoxxPe99,def_int,0,,,,,
player,201010030oti,den,CoxxPe99,def_int_yds,0,,,,,
