game,2010,3,20100926,201009260nyg,oti,"Tennessee Titans",29,nyg,"New York Giants",10
player,201009260nyg,oti,BallDa20,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,BallDa20,fumbles_forced,0,,,,,
player,201009260nyg,oti,TullSt20,def_int,0,,,,,
player,201009260nyg,oti,TullSt20,def_int_yds,0,,,,,
player,201009260nyg,oti,TullSt20,def_int_td,0,,,,,
player,201009260nyg,oti,TullSt20,def_int_long,0,,,,,
player,201009260nyg,oti,TullSt20,pass_defended,1,,,,,
player,201009260nyg,oti,TullSt20,sacks,0.0,,,,,
player,201009260nyg,oti,TullSt20,tackles_combined,13,,,,,
player,201009260nyg,oti,TullSt20,tackles_solo,9,,,,,
player,201009260nyg,oti,TullSt20,tackles_assists,4,,,,,
player,201009260nyg,oti,TullSt20,tackles_loss,0,,,,,
player,201009260nyg,oti,TullSt20,qb_hits,0,,,,,
player,201009260nyg,oti,TullSt20,fumbles_rec,0,,,,,
player,201009260nyg,oti,TullSt20,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,TullSt20,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,TullSt20,fumbles_forced,0,,,,,
player,201009260nyg,oti,GrifMi99,def_int,0,,,,,
player,201009260nyg,oti,GrifMi99,def_int_yds,0,,,,,
player,201009260nyg,oti,GrifMi99,def_int_td,0,,,,,
player,201009260nyg,oti,GrifMi99,def_int_long,0,,,,,
player,201009260nyg,oti,GrifMi99,pass_defended,0,,,,,
player,201009260nyg,oti,GrifMi99,sacks,0.0,,,,,
player,201009260nyg,oti,GrifMi99,tackles_combined,12,,,,,
player,201009260nyg,oti,GrifMi99,tackles_solo,11,,,,,
player,201009260nyg,oti,GrifMi99,tackles_assists,1,,,,,
player,201009260nyg,oti,GrifMi99,tackles_loss,0,,,,,
player,201009260nyg,oti,GrifMi99,qb_hits,0,,,,,
player,201009260nyg,oti,GrifMi99,fumbles_rec,0,,,,,
player,201009260nyg,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,GrifMi99,fumbles_forced,1,,,,,
player,201009260nyg,oti,FullVi20,def_int,0,,,,,
player,201009260nyg,oti,FullVi20,def_int_yds,0,,,,,
player,201009260nyg,oti,FullVi20,def_int_td,0,,,,,
player,201009260nyg,oti,FullVi20,def_int_long,0,,,,,
player,201009260nyg,oti,FullVi20,pass_defended,0,,,,,
player,201009260nyg,oti,FullVi20,sacks,0.0,,,,,
player,201009260nyg,oti,FullVi20,tackles_combined,10,,,,,
player,201009260nyg,oti,FullVi20,tackles_solo,9,,,,,
player,201009260nyg,oti,FullVi20,tackles_assists,1,,,,,
player,201009260nyg,oti,FullVi20,tackles_loss,0,,,,,
player,201009260nyg,oti,FullVi20,qb_hits,0,,,,,
player,201009260nyg,oti,FullVi20,fumbles_rec,0,,,,,
player,201009260nyg,oti,FullVi20,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,FullVi20,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,FullVi20,fumbles_forced,0,,,,,
player,201009260nyg,oti,HopeCh21,def_int,0,,,,,
player,201009260nyg,oti,HopeCh21,def_int_yds,0,,,,,
player,201009260nyg,oti,HopeCh21,def_int_td,0,,,,,
player,201009260nyg,oti,HopeCh21,def_int_long,0,,,,,
player,201009260nyg,oti,HopeCh21,pass_defended,1,,,,,
player,201009260nyg,oti,HopeCh21,sacks,0.0,,,,,
player,201009260nyg,oti,HopeCh21,tackles_combined,8,,,,,
player,201009260nyg,oti,HopeCh21,tackles_solo,6,,,,,
player,201009260nyg,oti,HopeCh21,tackles_assists,2,,,,,
player,201009260nyg,oti,HopeCh21,tackles_loss,0,,,,,
player,201009260nyg,oti,HopeCh21,qb_hits,0,,,,,
player,201009260nyg,oti,HopeCh21,fumbles_rec,0,,,,,
player,201009260nyg,oti,HopeCh21,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,HopeCh21,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,HopeCh21,fumbles_forced,0,,,,,
player,201009260nyg,oti,FinnCo20,def_int,0,,,,,
player,201009260nyg,oti,FinnCo20,def_int_yds,0,,,,,
player,201009260nyg,oti,FinnCo20,def_int_td,0,,,,,
player,201009260nyg,oti,FinnCo20,def_int_long,0,,,,,
player,201009260nyg,oti,FinnCo20,pass_defended,1,,,,,
player,201009260nyg,oti,FinnCo20,sacks,0.0,,,,,
player,201009260nyg,oti,FinnCo20,tackles_combined,6,,,,,
player,201009260nyg,oti,FinnCo20,tackles_solo,6,,,,,
player,201009260nyg,oti,FinnCo20,tackles_assists,0,,,,,
player,201009260nyg,oti,FinnCo20,tackles_loss,0,,,,,
player,201009260nyg,oti,FinnCo20,qb_hits,0,,,,,
player,201009260nyg,oti,FinnCo20,fumbles_rec,0,,,,,
player,201009260nyg,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,FinnCo20,fumbles_forced,0,,,,,
player,201009260nyg,oti,VernAl99,def_int,0,,,,,
player,201009260nyg,oti,VernAl99,def_int_yds,0,,,,,
player,201009260nyg,oti,VernAl99,def_int_td,0,,,,,
player,201009260nyg,oti,VernAl99,def_int_long,0,,,,,
player,201009260nyg,oti,VernAl99,pass_defended,1,,,,,
player,201009260nyg,oti,VernAl99,sacks,0.0,,,,,
player,201009260nyg,oti,VernAl99,tackles_combined,6,,,,,
player,201009260nyg,oti,VernAl99,tackles_solo,5,,,,,
player,201009260nyg,oti,VernAl99,tackles_assists,1,,,,,
player,201009260nyg,oti,VernAl99,tackles_loss,0,,,,,
player,201009260nyg,oti,VernAl99,qb_hits,0,,,,,
player,201009260nyg,oti,VernAl99,fumbles_rec,1,,,,,
player,201009260nyg,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,VernAl99,fumbles_forced,0,,,,,
player,201009260nyg,oti,BabiJa20,def_int,0,,,,,
player,201009260nyg,oti,BabiJa20,def_int_yds,0,,,,,
player,201009260nyg,oti,BabiJa20,def_int_td,0,,,,,
player,201009260nyg,oti,BabiJa20,def_int_long,0,,,,,
player,201009260nyg,oti,BabiJa20,pass_defended,0,,,,,
player,201009260nyg,oti,BabiJa20,sacks,0.0,,,,,
player,201009260nyg,oti,BabiJa20,tackles_combined,3,,,,,
player,201009260nyg,oti,BabiJa20,tackles_solo,1,,,,,
player,201009260nyg,oti,BabiJa20,tackles_assists,2,,,,,
player,201009260nyg,oti,BabiJa20,tackles_loss,1,,,,,
player,201009260nyg,oti,BabiJa20,qb_hits,1,,,,,
player,201009260nyg,oti,BabiJa20,fumbles_rec,0,,,,,
player,201009260nyg,oti,BabiJa20,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,BabiJa20,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,BabiJa20,fumbles_forced,0,,,,,
player,201009260nyg,oti,AllrCo99,def_int,0,,,,,
player,201009260nyg,oti,AllrCo99,def_int_yds,0,,,,,
player,201009260nyg,oti,AllrCo99,def_int_td,0,,,,,
player,201009260nyg,oti,AllrCo99,def_int_long,0,,,,,
player,201009260nyg,oti,AllrCo99,pass_defended,0,,,,,
player,201009260nyg,oti,AllrCo99,sacks,0.0,,,,,
player,201009260nyg,oti,AllrCo99,tackles_combined,2,,,,,
player,201009260nyg,oti,AllrCo99,tackles_solo,2,,,,,
player,201009260nyg,oti,AllrCo99,tackles_assists,0,,,,,
player,201009260nyg,oti,AllrCo99,tackles_loss,0,,,,,
player,201009260nyg,oti,AllrCo99,qb_hits,0,,,,,
player,201009260nyg,oti,AllrCo99,fumbles_rec,0,,,,,
player,201009260nyg,oti,AllrCo99,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,AllrCo99,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,AllrCo99,fumbles_forced,0,,,,,
player,201009260nyg,oti,BrowTo25,def_int,0,,,,,
player,201009260nyg,oti,BrowTo25,def_int_yds,0,,,,,
player,201009260nyg,oti,BrowTo25,def_int_td,0,,,,,
player,201009260nyg,oti,BrowTo25,def_int_long,0,,,,,
player,201009260nyg,oti,BrowTo25,pass_defended,0,,,,,
player,201009260nyg,oti,BrowTo25,sacks,0.0,,,,,
player,201009260nyg,oti,BrowTo25,tackles_combined,2,,,,,
player,201009260nyg,oti,BrowTo25,tackles_solo,0,,,,,
player,201009260nyg,oti,BrowTo25,tackles_assists,2,,,,,
player,201009260nyg,oti,BrowTo25,tackles_loss,0,,,,,
player,201009260nyg,oti,BrowTo25,qb_hits,1,,,,,
player,201009260nyg,oti,BrowTo25,fumbles_rec,0,,,,,
player,201009260nyg,oti,BrowTo25,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,BrowTo25,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,BrowTo25,fumbles_forced,0,,,,,
player,201009260nyg,oti,JoneJa99,def_int,0,,,,,
player,201009260nyg,oti,JoneJa99,def_int_yds,0,,,,,
player,201009260nyg,oti,JoneJa99,def_int_td,0,,,,,
player,201009260nyg,oti,JoneJa99,def_int_long,0,,,,,
player,201009260nyg,oti,JoneJa99,pass_defended,0,,,,,
player,201009260nyg,oti,JoneJa99,sacks,0.0,,,,,
player,201009260nyg,oti,JoneJa99,tackles_combined,2,,,,,
player,201009260nyg,oti,JoneJa99,tackles_solo,1,,,,,
player,201009260nyg,oti,JoneJa99,tackles_assists,1,,,,,
player,201009260nyg,oti,JoneJa99,tackles_loss,1,,,,,
player,201009260nyg,oti,JoneJa99,qb_hits,0,,,,,
player,201009260nyg,oti,JoneJa99,fumbles_rec,0,,,,,
player,201009260nyg,oti,JoneJa99,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,JoneJa99,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,JoneJa99,fumbles_forced,0,,,,,
player,201009260nyg,oti,ShawTi99,def_int,0,,,,,
player,201009260nyg,oti,ShawTi99,def_int_yds,0,,,,,
player,201009260nyg,oti,ShawTi99,def_int_td,0,,,,,
player,201009260nyg,oti,ShawTi99,def_int_long,0,,,,,
player,201009260nyg,oti,ShawTi99,pass_defended,0,,,,,
player,201009260nyg,oti,ShawTi99,sacks,0.0,,,,,
player,201009260nyg,oti,ShawTi99,tackles_combined,2,,,,,
player,201009260nyg,oti,ShawTi99,tackles_solo,1,,,,,
player,201009260nyg,oti,ShawTi99,tackles_assists,1,,,,,
player,201009260nyg,oti,ShawTi99,tackles_loss,0,,,,,
player,201009260nyg,oti,ShawTi99,qb_hits,0,,,,,
player,201009260nyg,oti,ShawTi99,fumbles_rec,0,,,,,
player,201009260nyg,oti,ShawTi99,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,ShawTi99,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,ShawTi99,fumbles_forced,0,,,,,
player,201009260nyg,oti,AmatKe20,def_int,0,,,,,
player,201009260nyg,oti,AmatKe20,def_int_yds,0,,,,,
player,201009260nyg,oti,AmatKe20,def_int_td,0,,,,,
player,201009260nyg,oti,AmatKe20,def_int_long,0,,,,,
player,201009260nyg,oti,AmatKe20,pass_defended,0,,,,,
player,201009260nyg,oti,AmatKe20,sacks,0.0,,,,,
player,201009260nyg,oti,AmatKe20,tackles_combined,1,,,,,
player,201009260nyg,oti,AmatKe20,tackles_solo,0,,,,,
player,201009260nyg,oti,AmatKe20,tackles_assists,1,,,,,
player,201009260nyg,oti,AmatKe20,tackles_loss,0,,,,,
player,201009260nyg,oti,AmatKe20,qb_hits,0,,,,,
player,201009260nyg,oti,AmatKe20,fumbles_rec,0,,,,,
player,201009260nyg,oti,AmatKe20,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,AmatKe20,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,AmatKe20,fumbles_forced,0,,,,,
player,201009260nyg,oti,HayeJo20,def_int,0,,,,,
player,201009260nyg,oti,HayeJo20,def_int_yds,0,,,,,
player,201009260nyg,oti,HayeJo20,def_int_td,0,,,,,
player,201009260nyg,oti,HayeJo20,def_int_long,0,,,,,
player,201009260nyg,oti,HayeJo20,pass_defended,0,,,,,
player,201009260nyg,oti,HayeJo20,sacks,0.0,,,,,
player,201009260nyg,oti,HayeJo20,tackles_combined,1,,,,,
player,201009260nyg,oti,HayeJo20,tackles_solo,0,,,,,
player,201009260nyg,oti,HayeJo20,tackles_assists,1,,,,,
player,201009260nyg,oti,HayeJo20,tackles_loss,0,,,,,
player,201009260nyg,oti,HayeJo20,qb_hits,0,,,,,
player,201009260nyg,oti,HayeJo20,fumbles_rec,0,,,,,
player,201009260nyg,oti,HayeJo20,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,HayeJo20,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,HayeJo20,fumbles_forced,0,,,,,
player,201009260nyg,oti,MorgDe99,def_int,0,,,,,
player,201009260nyg,oti,MorgDe99,def_int_yds,0,,,,,
player,201009260nyg,oti,MorgDe99,def_int_td,0,,,,,
player,201009260nyg,oti,MorgDe99,def_int_long,0,,,,,
player,201009260nyg,oti,MorgDe99,pass_defended,0,,,,,
player,201009260nyg,oti,MorgDe99,sacks,0.0,,,,,
player,201009260nyg,oti,MorgDe99,tackles_combined,1,,,,,
player,201009260nyg,oti,MorgDe99,tackles_solo,1,,,,,
player,201009260nyg,oti,MorgDe99,tackles_assists,0,,,,,
player,201009260nyg,oti,MorgDe99,tackles_loss,0,,,,,
player,201009260nyg,oti,MorgDe99,qb_hits,0,,,,,
player,201009260nyg,oti,MorgDe99,fumbles_rec,0,,,,,
player,201009260nyg,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,MorgDe99,fumbles_forced,0,,,,,
player,201009260nyg,oti,MoutRy99,def_int,0,,,,,
player,201009260nyg,oti,MoutRy99,def_int_yds,0,,,,,
player,201009260nyg,oti,MoutRy99,def_int_td,0,,,,,
player,201009260nyg,oti,MoutRy99,def_int_long,0,,,,,
player,201009260nyg,oti,MoutRy99,pass_defended,0,,,,,
player,201009260nyg,oti,MoutRy99,sacks,0.0,,,,,
player,201009260nyg,oti,MoutRy99,tackles_combined,1,,,,,
player,201009260nyg,oti,MoutRy99,tackles_solo,1,,,,,
player,201009260nyg,oti,MoutRy99,tackles_assists,0,,,,,
player,201009260nyg,oti,MoutRy99,tackles_loss,0,,,,,
player,201009260nyg,oti,MoutRy99,qb_hits,0,,,,,
player,201009260nyg,oti,MoutRy99,fumbles_rec,0,,,,,
player,201009260nyg,oti,MoutRy99,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,MoutRy99,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,MoutRy99,fumbles_forced,0,,,,,
player,201009260nyg,oti,WinbJa20,def_int,0,,,,,
player,201009260nyg,oti,WinbJa20,def_int_yds,0,,,,,
player,201009260nyg,oti,WinbJa20,def_int_td,0,,,,,
player,201009260nyg,oti,WinbJa20,def_int_long,0,,,,,
player,201009260nyg,oti,WinbJa20,pass_defended,0,,,,,
player,201009260nyg,oti,WinbJa20,sacks,0.0,,,,,
player,201009260nyg,oti,WinbJa20,tackles_combined,1,,,,,
player,201009260nyg,oti,WinbJa20,tackles_solo,1,,,,,
player,201009260nyg,oti,WinbJa20,tackles_assists,0,,,,,
player,201009260nyg,oti,WinbJa20,tackles_loss,0,,,,,
player,201009260nyg,oti,WinbJa20,qb_hits,0,,,,,
player,201009260nyg,oti,WinbJa20,fumbles_rec,0,,,,,
player,201009260nyg,oti,WinbJa20,fumbles_rec_yds,0,,,,,
player,201009260nyg,oti,WinbJa20,fumbles_rec_td,0,,,,,
player,201009260nyg,oti,WinbJa20,fumbles_forced,0,,,,,
player,201009260nyg,nyg,KiwaMa20,def_int,0,,,,,
player,201009260nyg,nyg,KiwaMa20,def_int_yds,0,,,,,
player,201009260nyg,nyg,KiwaMa20,def_int_td,0,,,,,
player,201009260nyg,nyg,KiwaMa20,def_int_long,0,,,,,
player,201009260nyg,nyg,KiwaMa20,pass_defended,0,,,,,
player,201009260nyg,nyg,KiwaMa20,sacks,1.0,,,,,
player,201009260nyg,nyg,KiwaMa20,tackles_combined,4,,,,,
player,201009260nyg,nyg,KiwaMa20,tackles_solo,3,,,,,
player,201009260nyg,nyg,KiwaMa20,tackles_assists,1,,,,,
player,201009260nyg,nyg,KiwaMa20,tackles_loss,2,,,,,
player,201009260nyg,nyg,KiwaMa20,qb_hits,1,,,,,
player,201009260nyg,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201009260nyg,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201009260nyg,nyg,PhilKe99,def_int,0,,,,,
player,201009260nyg,nyg,PhilKe99,def_int_yds,0,,,,,
player,201009260nyg,nyg,PhilKe99,def_int_td,0,,,,,
player,201009260nyg,nyg,PhilKe99,def_int_long,0,,,,,
player,201009260nyg,nyg,PhilKe99,pass_defended,0,,,,,
player,201009260nyg,nyg,PhilKe99,sacks,0.0,,,,,
player,201009260nyg,nyg,PhilKe99,tackles_combined,9,,,,,
player,201009260nyg,nyg,PhilKe99,tackles_solo,6,,,,,
player,201009260nyg,nyg,PhilKe99,tackles_assists,3,,,,,
player,201009260nyg,nyg,PhilKe99,tackles_loss,0,,,,,
player,201009260nyg,nyg,PhilKe99,qb_hits,0,,,,,
player,201009260nyg,nyg,PhilKe99,fumbles_rec,0,,,,,
player,201009260nyg,nyg,PhilKe99,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,PhilKe99,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,PhilKe99,fumbles_forced,0,,,,,
player,201009260nyg,nyg,TuckJu20,def_int,0,,,,,
player,201009260nyg,nyg,TuckJu20,def_int_yds,0,,,,,
player,201009260nyg,nyg,TuckJu20,def_int_td,0,,,,,
player,201009260nyg,nyg,TuckJu20,def_int_long,0,,,,,
player,201009260nyg,nyg,TuckJu20,pass_defended,0,,,,,
player,201009260nyg,nyg,TuckJu20,sacks,0.0,,,,,
player,201009260nyg,nyg,TuckJu20,tackles_combined,8,,,,,
player,201009260nyg,nyg,TuckJu20,tackles_solo,3,,,,,
player,201009260nyg,nyg,TuckJu20,tackles_assists,5,,,,,
player,201009260nyg,nyg,TuckJu20,tackles_loss,2,,,,,
player,201009260nyg,nyg,TuckJu20,qb_hits,0,,,,,
player,201009260nyg,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201009260nyg,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201009260nyg,nyg,RollAn20,def_int,0,,,,,
player,201009260nyg,nyg,RollAn20,def_int_yds,0,,,,,
player,201009260nyg,nyg,RollAn20,def_int_td,0,,,,,
player,201009260nyg,nyg,RollAn20,def_int_long,0,,,,,
player,201009260nyg,nyg,RollAn20,pass_defended,0,,,,,
player,201009260nyg,nyg,RollAn20,sacks,0.0,,,,,
player,201009260nyg,nyg,RollAn20,tackles_combined,7,,,,,
player,201009260nyg,nyg,RollAn20,tackles_solo,6,,,,,
player,201009260nyg,nyg,RollAn20,tackles_assists,1,,,,,
player,201009260nyg,nyg,RollAn20,tackles_loss,1,,,,,
player,201009260nyg,nyg,RollAn20,qb_hits,0,,,,,
player,201009260nyg,nyg,RollAn20,fumbles_rec,0,,,,,
player,201009260nyg,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,RollAn20,fumbles_forced,0,,,,,
player,201009260nyg,nyg,BullKe00,def_int,0,,,,,
player,201009260nyg,nyg,BullKe00,def_int_yds,0,,,,,
player,201009260nyg,nyg,BullKe00,def_int_td,0,,,,,
player,201009260nyg,nyg,BullKe00,def_int_long,0,,,,,
player,201009260nyg,nyg,BullKe00,pass_defended,0,,,,,
player,201009260nyg,nyg,BullKe00,sacks,0.0,,,,,
player,201009260nyg,nyg,BullKe00,tackles_combined,6,,,,,
player,201009260nyg,nyg,BullKe00,tackles_solo,4,,,,,
player,201009260nyg,nyg,BullKe00,tackles_assists,2,,,,,
player,201009260nyg,nyg,BullKe00,tackles_loss,0,,,,,
player,201009260nyg,nyg,BullKe00,qb_hits,0,,,,,
player,201009260nyg,nyg,BullKe00,fumbles_rec,0,,,,,
player,201009260nyg,nyg,BullKe00,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,BullKe00,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,BullKe00,fumbles_forced,0,,,,,
player,201009260nyg,nyg,CofiBa20,def_int,0,,,,,
player,201009260nyg,nyg,CofiBa20,def_int_yds,0,,,,,
player,201009260nyg,nyg,CofiBa20,def_int_td,0,,,,,
player,201009260nyg,nyg,CofiBa20,def_int_long,0,,,,,
player,201009260nyg,nyg,CofiBa20,pass_defended,0,,,,,
player,201009260nyg,nyg,CofiBa20,sacks,0.0,,,,,
player,201009260nyg,nyg,CofiBa20,tackles_combined,6,,,,,
player,201009260nyg,nyg,CofiBa20,tackles_solo,4,,,,,
player,201009260nyg,nyg,CofiBa20,tackles_assists,2,,,,,
player,201009260nyg,nyg,CofiBa20,tackles_loss,0,,,,,
player,201009260nyg,nyg,CofiBa20,qb_hits,0,,,,,
player,201009260nyg,nyg,CofiBa20,fumbles_rec,0,,,,,
player,201009260nyg,nyg,CofiBa20,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,CofiBa20,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,CofiBa20,fumbles_forced,0,,,,,
player,201009260nyg,nyg,ThomTe99,def_int,0,,,,,
player,201009260nyg,nyg,ThomTe99,def_int_yds,0,,,,,
player,201009260nyg,nyg,ThomTe99,def_int_td,0,,,,,
player,201009260nyg,nyg,ThomTe99,def_int_long,0,,,,,
player,201009260nyg,nyg,ThomTe99,pass_defended,0,,,,,
player,201009260nyg,nyg,ThomTe99,sacks,0.0,,,,,
player,201009260nyg,nyg,ThomTe99,tackles_combined,5,,,,,
player,201009260nyg,nyg,ThomTe99,tackles_solo,5,,,,,
player,201009260nyg,nyg,ThomTe99,tackles_assists,0,,,,,
player,201009260nyg,nyg,ThomTe99,tackles_loss,0,,,,,
player,201009260nyg,nyg,ThomTe99,qb_hits,0,,,,,
player,201009260nyg,nyg,ThomTe99,fumbles_rec,0,,,,,
player,201009260nyg,nyg,ThomTe99,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,ThomTe99,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,ThomTe99,fumbles_forced,0,,,,,
player,201009260nyg,nyg,CantCh21,def_int,0,,,,,
player,201009260nyg,nyg,CantCh21,def_int_yds,0,,,,,
player,201009260nyg,nyg,CantCh21,def_int_td,0,,,,,
player,201009260nyg,nyg,CantCh21,def_int_long,0,,,,,
player,201009260nyg,nyg,CantCh21,pass_defended,0,,,,,
player,201009260nyg,nyg,CantCh21,sacks,0.0,,,,,
player,201009260nyg,nyg,CantCh21,tackles_combined,4,,,,,
player,201009260nyg,nyg,CantCh21,tackles_solo,4,,,,,
player,201009260nyg,nyg,CantCh21,tackles_assists,0,,,,,
player,201009260nyg,nyg,CantCh21,tackles_loss,0,,,,,
player,201009260nyg,nyg,CantCh21,qb_hits,0,,,,,
player,201009260nyg,nyg,CantCh21,fumbles_rec,0,,,,,
player,201009260nyg,nyg,CantCh21,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,CantCh21,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,CantCh21,fumbles_forced,0,,,,,
player,201009260nyg,nyg,GoffJo99,def_int,0,,,,,
player,201009260nyg,nyg,GoffJo99,def_int_yds,0,,,,,
player,201009260nyg,nyg,GoffJo99,def_int_td,0,,,,,
player,201009260nyg,nyg,GoffJo99,def_int_long,0,,,,,
player,201009260nyg,nyg,GoffJo99,pass_defended,1,,,,,
player,201009260nyg,nyg,GoffJo99,sacks,0.0,,,,,
player,201009260nyg,nyg,GoffJo99,tackles_combined,4,,,,,
player,201009260nyg,nyg,GoffJo99,tackles_solo,2,,,,,
player,201009260nyg,nyg,GoffJo99,tackles_assists,2,,,,,
player,201009260nyg,nyg,GoffJo99,tackles_loss,0,,,,,
player,201009260nyg,nyg,GoffJo99,qb_hits,0,,,,,
player,201009260nyg,nyg,GoffJo99,fumbles_rec,0,,,,,
player,201009260nyg,nyg,GoffJo99,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,GoffJo99,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,GoffJo99,fumbles_forced,0,,,,,
player,201009260nyg,nyg,GranDe21,def_int,0,,,,,
player,201009260nyg,nyg,GranDe21,def_int_yds,0,,,,,
player,201009260nyg,nyg,GranDe21,def_int_td,0,,,,,
player,201009260nyg,nyg,GranDe21,def_int_long,0,,,,,
player,201009260nyg,nyg,GranDe21,pass_defended,0,,,,,
player,201009260nyg,nyg,GranDe21,sacks,0.0,,,,,
player,201009260nyg,nyg,GranDe21,tackles_combined,4,,,,,
player,201009260nyg,nyg,GranDe21,tackles_solo,3,,,,,
player,201009260nyg,nyg,GranDe21,tackles_assists,1,,,,,
player,201009260nyg,nyg,GranDe21,tackles_loss,0,,,,,
player,201009260nyg,nyg,GranDe21,qb_hits,0,,,,,
player,201009260nyg,nyg,GranDe21,fumbles_rec,0,,,,,
player,201009260nyg,nyg,GranDe21,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,GranDe21,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,GranDe21,fumbles_forced,0,,,,,
player,201009260nyg,nyg,RossAa99,def_int,0,,,,,
player,201009260nyg,nyg,RossAa99,def_int_yds,0,,,,,
player,201009260nyg,nyg,RossAa99,def_int_td,0,,,,,
player,201009260nyg,nyg,RossAa99,def_int_long,0,,,,,
player,201009260nyg,nyg,RossAa99,pass_defended,0,,,,,
player,201009260nyg,nyg,RossAa99,sacks,0.0,,,,,
player,201009260nyg,nyg,RossAa99,tackles_combined,3,,,,,
player,201009260nyg,nyg,RossAa99,tackles_solo,3,,,,,
player,201009260nyg,nyg,RossAa99,tackles_assists,0,,,,,
player,201009260nyg,nyg,RossAa99,tackles_loss,0,,,,,
player,201009260nyg,nyg,RossAa99,qb_hits,0,,,,,
player,201009260nyg,nyg,RossAa99,fumbles_rec,0,,,,,
player,201009260nyg,nyg,RossAa99,fumbles_rec_yds,0,,,,,
player,201009260nyg,nyg,RossAa99,fumbles_rec_td,0,,,,,
player,201009260nyg,nyg,RossAa99,fumbles_forced,0,,,,,
player,201009260nyg,nyg,WebsCo20,def_int,0,,,,,
player,201009260nyg,nyg,WebsCo20,def_int_yds,0,,,,,
player,201009260nyg,nyg,WebsCo20,def_int_td,0,,,,,
player,201009260nyg,nyg,WebsCo20,def_int_long,0,,,,,
player,201009260nyg,nyg,WebsCo20,pass_defended,0,,,,,
player,201009260nyg,nyg,WebsCo20,sacks,0.0,,,,,
player,201009260nyg,nyg,WebsCo20,tackles_combined,3,,,,,
player,201009260nyg,nyg,WebsCo20,tackles_solo,3,,,,,
player,201009260nyg,nyg,WebsCo20,tackles_assists,0,,,,,
player,201009260nyg,nyg,WebsCo20,tackles_loss,0,,,,,
player,201009260nyg,nyg,WebsCo20,qb_hits,0,,,,,
player,201009260nyg,nyg,WebsCo20,fumbles_rec,0,,,,,
