game,2010,3,20100926,201009260den,clt,"Indianapolis Colts",27,den,"Denver Broncos",13
player,201009260den,clt,MannPe00,rec_yds,0,,,,,
player,201009260den,clt,MannPe00,rec_td,0,,,,,
player,201009260den,clt,MannPe00,rec_long,0,,,,,
player,201009260den,clt,MannPe00,fumbles,1,,,,,
player,201009260den,clt,MannPe00,fumbles_lost,0,,,,,
player,201009260den,clt,AddaJo00,pass_cmp,0,,,,,
player,201009260den,clt,AddaJo00,pass_att,0,,,,,
player,201009260den,clt,AddaJo00,pass_yds,0,,,,,
player,201009260den,clt,AddaJo00,pass_td,0,,,,,
player,201009260den,clt,AddaJo00,pass_int,0,,,,,
player,201009260den,clt,AddaJo00,pass_sacked,,,,,,
player,201009260den,clt,AddaJo00,pass_sacked_yds,,,,,,
player,201009260den,clt,AddaJo00,pass_long,0,,,,,
player,201009260den,clt,AddaJo00,pass_rating,,,,,,
player,201009260den,clt,AddaJo00,rush_att,13,,,,,
player,201009260den,clt,AddaJo00,rush_yds,29,,,,,
player,201009260den,clt,AddaJo00,rush_td,0,,,,,
player,201009260den,clt,AddaJo00,rush_long,10,,,,,
player,201009260den,clt,AddaJo00,targets,4,,,,,
player,201009260den,clt,AddaJo00,rec,2,,,,,
player,201009260den,clt,AddaJo00,rec_yds,10,,,,,
player,201009260den,clt,AddaJo00,rec_td,0,,,,,
player,201009260den,clt,AddaJo00,rec_long,6,,,,,
player,201009260den,clt,AddaJo00,fumbles,0,,,,,
player,201009260den,clt,AddaJo00,fumbles_lost,,,,,,
player,201009260den,clt,BrowDo00,pass_cmp,0,,,,,
player,201009260den,clt,BrowDo00,pass_att,0,,,,,
player,201009260den,clt,BrowDo00,pass_yds,0,,,,,
player,201009260den,clt,BrowDo00,pass_td,0,,,,,
player,201009260den,clt,BrowDo00,pass_int,0,,,,,
player,201009260den,clt,BrowDo00,pass_sacked,,,,,,
player,201009260den,clt,BrowDo00,pass_sacked_yds,,,,,,
player,201009260den,clt,BrowDo00,pass_long,0,,,,,
player,201009260den,clt,BrowDo00,pass_rating,,,,,,
player,201009260den,clt,BrowDo00,rush_att,7,,,,,
player,201009260den,clt,BrowDo00,rush_yds,12,,,,,
player,201009260den,clt,BrowDo00,rush_td,0,,,,,
player,201009260den,clt,BrowDo00,rush_long,6,,,,,
player,201009260den,clt,BrowDo00,targets,1,,,,,
player,201009260den,clt,BrowDo00,rec,0,,,,,
player,201009260den,clt,BrowDo00,rec_yds,0,,,,,
player,201009260den,clt,BrowDo00,rec_td,0,,,,,
player,201009260den,clt,BrowDo00,rec_long,0,,,,,
player,201009260den,clt,BrowDo00,fumbles,0,,,,,
player,201009260den,clt,BrowDo00,fumbles_lost,,,,,,
player,201009260den,clt,CollAu00,pass_cmp,0,,,,,
player,201009260den,clt,CollAu00,pass_att,0,,,,,
player,201009260den,clt,CollAu00,pass_yds,0,,,,,
player,201009260den,clt,CollAu00,pass_td,0,,,,,
player,201009260den,clt,CollAu00,pass_int,0,,,,,
player,201009260den,clt,CollAu00,pass_sacked,,,,,,
player,201009260den,clt,CollAu00,pass_sacked_yds,,,,,,
player,201009260den,clt,CollAu00,pass_long,0,,,,,
player,201009260den,clt,CollAu00,pass_rating,,,,,,
player,201009260den,clt,CollAu00,rush_att,0,,,,,
player,201009260den,clt,CollAu00,rush_yds,0,,,,,
player,201009260den,clt,CollAu00,rush_td,0,,,,,
player,201009260den,clt,CollAu00,rush_long,0,,,,,
player,201009260den,clt,CollAu00,targets,16,,,,,
player,201009260den,clt,CollAu00,rec,12,,,,,
player,201009260den,clt,CollAu00,rec_yds,171,,,,,
player,201009260den,clt,CollAu00,rec_td,2,,,,,
player,201009260den,clt,CollAu00,rec_long,48,,,,,
player,201009260den,clt,CollAu00,fumbles,0,,,,,
player,201009260den,clt,CollAu00,fumbles_lost,,,,,,
player,201009260den,clt,WaynRe00,pass_cmp,0,,,,,
player,201009260den,clt,WaynRe00,pass_att,0,,,,,
player,201009260den,clt,WaynRe00,pass_yds,0,,,,,
player,201009260den,clt,WaynRe00,pass_td,0,,,,,
player,201009260den,clt,WaynRe00,pass_int,0,,,,,
player,201009260den,clt,WaynRe00,pass_sacked,,,,,,
player,201009260den,clt,WaynRe00,pass_sacked_yds,,,,,,
player,201009260den,clt,WaynRe00,pass_long,0,,,,,
player,201009260den,clt,WaynRe00,pass_rating,,,,,,
player,201009260den,clt,WaynRe00,rush_att,0,,,,,
player,201009260den,clt,WaynRe00,rush_yds,0,,,,,
player,201009260den,clt,WaynRe00,rush_td,0,,,,,
player,201009260den,clt,WaynRe00,rush_long,0,,,,,
player,201009260den,clt,WaynRe00,targets,7,,,,,
player,201009260den,clt,WaynRe00,rec,4,,,,,
player,201009260den,clt,WaynRe00,rec_yds,65,,,,,
player,201009260den,clt,WaynRe00,rec_td,0,,,,,
player,201009260den,clt,WaynRe00,rec_long,31,,,,,
player,201009260den,clt,WaynRe00,fumbles,0,,,,,
player,201009260den,clt,WaynRe00,fumbles_lost,,,,,,
player,201009260den,clt,ClarDa00,pass_cmp,0,,,,,
player,201009260den,clt,ClarDa00,pass_att,0,,,,,
player,201009260den,clt,ClarDa00,pass_yds,0,,,,,
player,201009260den,clt,ClarDa00,pass_td,0,,,,,
player,201009260den,clt,ClarDa00,pass_int,0,,,,,
player,201009260den,clt,ClarDa00,pass_sacked,,,,,,
player,201009260den,clt,ClarDa00,pass_sacked_yds,,,,,,
player,201009260den,clt,ClarDa00,pass_long,0,,,,,
player,201009260den,clt,ClarDa00,pass_rating,,,,,,
player,201009260den,clt,ClarDa00,rush_att,0,,,,,
player,201009260den,clt,ClarDa00,rush_yds,0,,,,,
player,201009260den,clt,ClarDa00,rush_td,0,,,,,
player,201009260den,clt,ClarDa00,rush_long,0,,,,,
player,201009260den,clt,ClarDa00,targets,7,,,,,
player,201009260den,clt,ClarDa00,rec,5,,,,,
player,201009260den,clt,ClarDa00,rec_yds,44,,,,,
player,201009260den,clt,ClarDa00,rec_td,0,,,,,
player,201009260den,clt,ClarDa00,rec_long,19,,,,,
player,201009260den,clt,ClarDa00,fumbles,0,,,,,
player,201009260den,clt,ClarDa00,fumbles_lost,,,,,,
player,201009260den,clt,WhitBl00,pass_cmp,0,,,,,
player,201009260den,clt,WhitBl00,pass_att,0,,,,,
player,201009260den,clt,WhitBl00,pass_yds,0,,,,,
player,201009260den,clt,WhitBl00,pass_td,0,,,,,
player,201009260den,clt,WhitBl00,pass_int,0,,,,,
player,201009260den,clt,WhitBl00,pass_sacked,,,,,,
player,201009260den,clt,WhitBl00,pass_sacked_yds,,,,,,
player,201009260den,clt,WhitBl00,pass_long,0,,,,,
player,201009260den,clt,WhitBl00,pass_rating,,,,,,
player,201009260den,clt,WhitBl00,rush_att,0,,,,,
player,201009260den,clt,WhitBl00,rush_yds,0,,,,,
player,201009260den,clt,WhitBl00,rush_td,0,,,,,
player,201009260den,clt,WhitBl00,rush_long,0,,,,,
player,201009260den,clt,WhitBl00,targets,6,,,,,
player,201009260den,clt,WhitBl00,rec,3,,,,,
player,201009260den,clt,WhitBl00,rec_yds,27,,,,,
player,201009260den,clt,WhitBl00,rec_td,1,,,,,
player,201009260den,clt,WhitBl00,rec_long,10,,,,,
player,201009260den,clt,WhitBl00,fumbles,0,,,,,
player,201009260den,clt,WhitBl00,fumbles_lost,,,,,,
player,201009260den,clt,EldrBr00,pass_cmp,0,,,,,
player,201009260den,clt,EldrBr00,pass_att,0,,,,,
player,201009260den,clt,EldrBr00,pass_yds,0,,,,,
player,201009260den,clt,EldrBr00,pass_td,0,,,,,
player,201009260den,clt,EldrBr00,pass_int,0,,,,,
player,201009260den,clt,EldrBr00,pass_sacked,,,,,,
player,201009260den,clt,EldrBr00,pass_sacked_yds,,,,,,
player,201009260den,clt,EldrBr00,pass_long,0,,,,,
player,201009260den,clt,EldrBr00,pass_rating,,,,,,
player,201009260den,clt,EldrBr00,rush_att,0,,,,,
player,201009260den,clt,EldrBr00,rush_yds,0,,,,,
player,201009260den,clt,EldrBr00,rush_td,0,,,,,
player,201009260den,clt,EldrBr00,rush_long,0,,,,,
player,201009260den,clt,EldrBr00,targets,2,,,,,
player,201009260den,clt,EldrBr00,rec,1,,,,,
player,201009260den,clt,EldrBr00,rec_yds,8,,,,,
player,201009260den,clt,EldrBr00,rec_td,0,,,,,
player,201009260den,clt,EldrBr00,rec_long,8,,,,,
player,201009260den,clt,EldrBr00,fumbles,0,,,,,
player,201009260den,clt,EldrBr00,fumbles_lost,,,,,,
player,201009260den,den,OrtoKy00,pass_cmp,37,,,,,
player,201009260den,den,OrtoKy00,pass_att,57,,,,,
player,201009260den,den,OrtoKy00,pass_yds,476,,,,,
player,201009260den,den,OrtoKy00,pass_td,1,,,,,
player,201009260den,den,OrtoKy00,pass_int,1,,,,,
player,201009260den,den,OrtoKy00,pass_sacked,1,,,,,
player,201009260den,den,OrtoKy00,pass_sacked_yds,4,,,,,
player,201009260den,den,OrtoKy00,pass_long,61,,,,,
player,201009260den,den,OrtoKy00,pass_rating,89.5,,,,,
player,201009260den,den,OrtoKy00,rush_att,2,,,,,
player,201009260den,den,OrtoKy00,rush_yds,11,,,,,
player,201009260den,den,OrtoKy00,rush_td,0,,,,,
player,201009260den,den,OrtoKy00,rush_long,9,,,,,
player,201009260den,den,OrtoKy00,targets,0,,,,,
player,201009260den,den,OrtoKy00,rec,0,,,,,
player,201009260den,den,OrtoKy00,rec_yds,0,,,,,
player,201009260den,den,OrtoKy00,rec_td,0,,,,,
player,201009260den,den,OrtoKy00,rec_long,0,,,,,
player,201009260den,den,OrtoKy00,fumbles,0,,,,,
player,201009260den,den,OrtoKy00,fumbles_lost,,,,,,
player,201009260den,den,MaroLa00,pass_cmp,0,,,,,
player,201009260den,den,MaroLa00,pass_att,0,,,,,
player,201009260den,den,MaroLa00,pass_yds,0,,,,,
player,201009260den,den,MaroLa00,pass_td,0,,,,,
player,201009260den,den,MaroLa00,pass_int,0,,,,,
player,201009260den,den,MaroLa00,pass_sacked,,,,,,
player,201009260den,den,MaroLa00,pass_sacked_yds,,,,,,
player,201009260den,den,MaroLa00,pass_long,0,,,,,
player,201009260den,den,MaroLa00,pass_rating,,,,,,
player,201009260den,den,MaroLa00,rush_att,12,,,,,
player,201009260den,den,MaroLa00,rush_yds,24,,,,,
player,201009260den,den,MaroLa00,rush_td,0,,,,,
player,201009260den,den,MaroLa00,rush_long,6,,,,,
player,201009260den,den,MaroLa00,targets,3,,,,,
player,201009260den,den,MaroLa00,rec,2,,,,,
player,201009260den,den,MaroLa00,rec_yds,40,,,,,
player,201009260den,den,MaroLa00,rec_td,0,,,,,
player,201009260den,den,MaroLa00,rec_long,28,,,,,
player,201009260den,den,MaroLa00,fumbles,0,,,,,
player,201009260den,den,MaroLa00,fumbles_lost,,,,,,
player,201009260den,den,BuckCo00,pass_cmp,0,,,,,
player,201009260den,den,BuckCo00,pass_att,0,,,,,
player,201009260den,den,BuckCo00,pass_yds,0,,,,,
player,201009260den,den,BuckCo00,pass_td,0,,,,,
player,201009260den,den,BuckCo00,pass_int,0,,,,,
player,201009260den,den,BuckCo00,pass_sacked,,,,,,
player,201009260den,den,BuckCo00,pass_sacked_yds,,,,,,
player,201009260den,den,BuckCo00,pass_long,0,,,,,
player,201009260den,den,BuckCo00,pass_rating,,,,,,
player,201009260den,den,BuckCo00,rush_att,4,,,,,
player,201009260den,den,BuckCo00,rush_yds,12,,,,,
player,201009260den,den,BuckCo00,rush_td,0,,,,,
player,201009260den,den,BuckCo00,rush_long,7,,,,,
player,201009260den,den,BuckCo00,targets,7,,,,,
player,201009260den,den,BuckCo00,rec,6,,,,,
player,201009260den,den,BuckCo00,rec_yds,33,,,,,
player,201009260den,den,BuckCo00,rec_td,0,,,,,
player,201009260den,den,BuckCo00,rec_long,9,,,,,
player,201009260den,den,BuckCo00,fumbles,0,,,,,
player,201009260den,den,BuckCo00,fumbles_lost,,,,,,
player,201009260den,den,LloyBr00,pass_cmp,0,,,,,
player,201009260den,den,LloyBr00,pass_att,0,,,,,
player,201009260den,den,LloyBr00,pass_yds,0,,,,,
player,201009260den,den,LloyBr00,pass_td,0,,,,,
player,201009260den,den,LloyBr00,pass_int,0,,,,,
player,201009260den,den,LloyBr00,pass_sacked,,,,,,
player,201009260den,den,LloyBr00,pass_sacked_yds,,,,,,
player,201009260den,den,LloyBr00,pass_long,0,,,,,
player,201009260den,den,LloyBr00,pass_rating,,,,,,
player,201009260den,den,LloyBr00,rush_att,0,,,,,
player,201009260den,den,LloyBr00,rush_yds,0,,,,,
player,201009260den,den,LloyBr00,rush_td,0,,,,,
player,201009260den,den,LloyBr00,rush_long,0,,,,,
player,201009260den,den,LloyBr00,targets,10,,,,,
player,201009260den,den,LloyBr00,rec,6,,,,,
player,201009260den,den,LloyBr00,rec_yds,169,,,,,
player,201009260den,den,LloyBr00,rec_td,1,,,,,
player,201009260den,den,LloyBr00,rec_long,61,,,,,
player,201009260den,den,LloyBr00,fumbles,0,,,,,
player,201009260den,den,LloyBr00,fumbles_lost,,,,,,
player,201009260den,den,GaffJa00,pass_cmp,0,,,,,
player,201009260den,den,GaffJa00,pass_att,0,,,,,
player,201009260den,den,GaffJa00,pass_yds,0,,,,,
player,201009260den,den,GaffJa00,pass_td,0,,,,,
player,201009260den,den,GaffJa00,pass_int,0,,,,,
player,201009260den,den,GaffJa00,pass_sacked,,,,,,
player,201009260den,den,GaffJa00,pass_sacked_yds,,,,,,
player,201009260den,den,GaffJa00,pass_long,0,,,,,
player,201009260den,den,GaffJa00,pass_rating,,,,,,
player,201009260den,den,GaffJa00,rush_att,0,,,,,
player,201009260den,den,GaffJa00,rush_yds,0,,,,,
player,201009260den,den,GaffJa00,rush_td,0,,,,,
player,201009260den,den,GaffJa00,rush_long,0,,,,,
player,201009260den,den,GaffJa00,targets,14,,,,,
player,201009260den,den,GaffJa00,rec,12,,,,,
player,201009260den,den,GaffJa00,rec_yds,140,,,,,
player,201009260den,den,GaffJa00,rec_td,0,,,,,
player,201009260den,den,GaffJa00,rec_long,26,,,,,
player,201009260den,den,GaffJa00,fumbles,0,,,,,
player,201009260den,den,GaffJa00,fumbles_lost,,,,,,
player,201009260den,den,ThomDe03,pass_cmp,0,,,,,
player,201009260den,den,ThomDe03,pass_att,0,,,,,
player,201009260den,den,ThomDe03,pass_yds,0,,,,,
player,201009260den,den,ThomDe03,pass_td,0,,,,,
player,201009260den,den,ThomDe03,pass_int,0,,,,,
player,201009260den,den,ThomDe03,pass_sacked,,,,,,
player,201009260den,den,ThomDe03,pass_sacked_yds,,,,,,
player,201009260den,den,ThomDe03,pass_long,0,,,,,
player,201009260den,den,ThomDe03,pass_rating,,,,,,
player,201009260den,den,ThomDe03,rush_att,0,,,,,
player,201009260den,den,ThomDe03,rush_yds,0,,,,,
player,201009260den,den,ThomDe03,rush_td,0,,,,,
player,201009260den,den,ThomDe03,rush_long,0,,,,,
player,201009260den,den,ThomDe03,targets,6,,,,,
player,201009260den,den,ThomDe03,rec,2,,,,,
player,201009260den,den,ThomDe03,rec_yds,43,,,,,
player,201009260den,den,ThomDe03,rec_td,0,,,,,
player,201009260den,den,ThomDe03,rec_long,27,,,,,
player,201009260den,den,ThomDe03,fumbles,1,,,,,
player,201009260den,den,ThomDe03,fumbles_lost,0,,,,,
player,201009260den,den,RoyaEd00,pass_cmp,0,,,,,
player,201009260den,den,RoyaEd00,pass_att,0,,,,,
player,201009260den,den,RoyaEd00,pass_yds,0,,,,,
player,201009260den,den,RoyaEd00,pass_td,0,,,,,
player,201009260den,den,RoyaEd00,pass_int,0,,,,,
player,201009260den,den,RoyaEd00,pass_sacked,,,,,,
player,201009260den,den,RoyaEd00,pass_sacked_yds,,,,,,
player,201009260den,den,RoyaEd00,pass_long,0,,,,,
player,201009260den,den,RoyaEd00,pass_rating,,,,,,
player,201009260den,den,RoyaEd00,rush_att,0,,,,,
player,201009260den,den,RoyaEd00,rush_yds,0,,,,,
player,201009260den,den,RoyaEd00,rush_td,0,,,,,
player,201009260den,den,RoyaEd00,rush_long,0,,,,,
player,201009260den,den,RoyaEd00,targets,9,,,,,
player,201009260den,den,RoyaEd00,rec,4,,,,,
player,201009260den,den,RoyaEd00,rec_yds,23,,,,,
player,201009260den,den,RoyaEd00,rec_td,0,,,,,
player,201009260den,den,RoyaEd00,rec_long,18,,,,,
player,201009260den,den,RoyaEd00,fumbles,0,,,,,
player,201009260den,den,RoyaEd00,fumbles_lost,,,,,,
player,201009260den,den,WillMa00,pass_cmp,0,,,,,
player,201009260den,den,WillMa00,pass_att,0,,,,,
player,201009260den,den,WillMa00,pass_yds,0,,,,,
player,201009260den,den,WillMa00,pass_td,0,,,,,
player,201009260den,den,WillMa00,pass_int,0,,,,,
player,201009260den,den,WillMa00,pass_sacked,,,,,,
player,201009260den,den,WillMa00,pass_sacked_yds,,,,,,
player,201009260den,den,WillMa00,pass_long,0,,,,,
player,201009260den,den,WillMa00,pass_rating,,,,,,
player,201009260den,den,WillMa00,rush_att,0,,,,,
player,201009260den,den,WillMa00,rush_yds,0,,,,,
player,201009260den,den,WillMa00,rush_td,0,,,,,
player,201009260den,den,WillMa00,rush_long,0,,,,,
player,201009260den,den,WillMa00,targets,2,,,,,
player,201009260den,den,WillMa00,rec,1,,,,,
player,201009260den,den,WillMa00,rec_yds,17,,,,,
player,201009260den,den,WillMa00,rec_td,0,,,,,
player,201009260den,den,WillMa00,rec_long,17,,,,,
player,201009260den,den,WillMa00,fumbles,0,,,,,
player,201009260den,den,WillMa00,fumbles_lost,,,,,,
player,201009260den,den,GrahDa00,pass_cmp,0,,,,,
player,201009260den,den,GrahDa00,pass_att,0,,,,,
player,201009260den,den,GrahDa00,pass_yds,0,,,,,
player,201009260den,den,GrahDa00,pass_td,0,,,,,
player,201009260den,den,GrahDa00,pass_int,0,,,,,
player,201009260den,den,GrahDa00,pass_sacked,,,,,,
player,201009260den,den,GrahDa00,pass_sacked_yds,,,,,,
player,201009260den,den,GrahDa00,pass_long,0,,,,,
player,201009260den,den,GrahDa00,pass_rating,,,,,,
player,201009260den,den,GrahDa00,rush_att,0,,,,,
player,201009260den,den,GrahDa00,rush_yds,0,,,,,
player,201009260den,den,GrahDa00,rush_td,0,,,,,
player,201009260den,den,GrahDa00,rush_long,0,,,,,
player,201009260den,den,GrahDa00,targets,4,,,,,
player,201009260den,den,GrahDa00,rec,3,,,,,
player,201009260den,den,GrahDa00,rec_yds,9,,,,,
player,201009260den,den,GrahDa00,rec_td,0,,,,,
player,201009260den,den,GrahDa00,rec_long,7,,,,,
player,201009260den,den,GrahDa00,fumbles,1,,,,,
player,201009260den,den,GrahDa00,fumbles_lost,0,,,,,
player,201009260den,den,GronDa00,pass_cmp,0,,,,,
player,201009260den,den,GronDa00,pass_att,0,,,,,
player,201009260den,den,GronDa00,pass_yds,0,,,,,
player,201009260den,den,GronDa00,pass_td,0,,,,,
player,201009260den,den,GronDa00,pass_int,0,,,,,
player,201009260den,den,GronDa00,pass_sacked,,,,,,
player,201009260den,den,GronDa00,pass_sacked_yds,,,,,,
player,201009260den,den,GronDa00,pass_long,0,,,,,
player,201009260den,den,GronDa00,pass_rating,,,,,,
player,201009260den,den,GronDa00,rush_att,0,,,,,
player,201009260den,den,GronDa00,rush_yds,0,,,,,
player,201009260den,den,GronDa00,rush_td,0,,,,,
player,201009260den,den,GronDa00,rush_long,0,,,,,
player,201009260den,den,GronDa00,targets,2,,,,,
player,201009260den,den,GronDa00,rec,1,,,,,
player,201009260den,den,GronDa00,rec_yds,2,,,,,
player,201009260den,den,GronDa00,rec_td,0,,,,,
player,201009260den,den,GronDa00,rec_long,2,,,,,
player,201009260den,den,GronDa00,fumbles,0,,,,,
player,201009260den,den,GronDa00,fumbles_lost,,,,,,
player,201009260den,clt,LaceJa99,def_int,1,,,,,
player,201009260den,clt,LaceJa99,def_int_yds,44,,,,,
player,201009260den,clt,LaceJa99,def_int_td,0,,,,,
player,201009260den,clt,LaceJa99,def_int_long,44,,,,,
player,201009260den,clt,LaceJa99,pass_defended,2,,,,,
player,201009260den,clt,LaceJa99,sacks,0.0,,,,,
player,201009260den,clt,LaceJa99,tackles_combined,7,,,,,
player,201009260den,clt,LaceJa99,tackles_solo,7,,,,,
player,201009260den,clt,LaceJa99,tackles_assists,0,,,,,
player,201009260den,clt,LaceJa99,tackles_loss,1,,,,,
player,201009260den,clt,LaceJa99,qb_hits,0,,,,,
player,201009260den,clt,LaceJa99,fumbles_rec,0,,,,,
player,201009260den,clt,LaceJa99,fumbles_rec_yds,0,,,,,
player,201009260den,clt,LaceJa99,fumbles_rec_td,0,,,,,
player,201009260den,clt,LaceJa99,fumbles_forced,0,,,,,
player,201009260den,clt,MathRo20,def_int,0,,,,,
player,201009260den,clt,MathRo20,def_int_yds,0,,,,,
player,201009260den,clt,MathRo20,def_int_td,0,,,,,
player,201009260den,clt,MathRo20,def_int_long,0,,,,,
player,201009260den,clt,MathRo20,pass_defended,0,,,,,
player,201009260den,clt,MathRo20,sacks,1.0,,,,,
player,201009260den,clt,MathRo20,tackles_combined,2,,,,,
player,201009260den,clt,MathRo20,tackles_solo,1,,,,,
player,201009260den,clt,MathRo20,tackles_assists,1,,,,,
player,201009260den,clt,MathRo20,tackles_loss,1,,,,,
player,201009260den,clt,MathRo20,qb_hits,1,,,,,
player,201009260den,clt,MathRo20,fumbles_rec,0,,,,,
player,201009260den,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201009260den,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201009260den,clt,MathRo20,fumbles_forced,0,,,,,
player,201009260den,clt,HaydKe20,def_int,0,,,,,
player,201009260den,clt,HaydKe20,def_int_yds,0,,,,,
player,201009260den,clt,HaydKe20,def_int_td,0,,,,,
player,201009260den,clt,HaydKe20,def_int_long,0,,,,,
player,201009260den,clt,HaydKe20,pass_defended,1,,,,,
player,201009260den,clt,HaydKe20,sacks,0.0,,,,,
player,201009260den,clt,HaydKe20,tackles_combined,10,,,,,
player,201009260den,clt,HaydKe20,tackles_solo,10,,,,,
player,201009260den,clt,HaydKe20,tackles_assists,0,,,,,
player,201009260den,clt,HaydKe20,tackles_loss,0,,,,,
player,201009260den,clt,HaydKe20,qb_hits,0,,,,,
player,201009260den,clt,HaydKe20,fumbles_rec,0,,,,,
player,201009260den,clt,HaydKe20,fumbles_rec_yds,0,,,,,
player,201009260den,clt,HaydKe20,fumbles_rec_td,0,,,,,
player,201009260den,clt,HaydKe20,fumbles_forced,1,,,,,
player,201009260den,clt,BracGa20,def_int,0,,,,,
player,201009260den,clt,BracGa20,def_int_yds,0,,,,,
player,201009260den,clt,BracGa20,def_int_td,0,,,,,
player,201009260den,clt,BracGa20,def_int_long,0,,,,,
player,201009260den,clt,BracGa20,pass_defended,1,,,,,
player,201009260den,clt,BracGa20,sacks,0.0,,,,,
player,201009260den,clt,BracGa20,tackles_combined,9,,,,,
player,201009260den,clt,BracGa20,tackles_solo,5,,,,,
player,201009260den,clt,BracGa20,tackles_assists,4,,,,,
player,201009260den,clt,BracGa20,tackles_loss,0,,,,,
player,201009260den,clt,BracGa20,qb_hits,0,,,,,
player,201009260den,clt,BracGa20,fumbles_rec,0,,,,,
player,201009260den,clt,BracGa20,fumbles_rec_yds,0,,,,,
player,201009260den,clt,BracGa20,fumbles_rec_td,0,,,,,
player,201009260den,clt,BracGa20,fumbles_forced,0,,,,,
player,201009260den,clt,BethAn20,def_int,0,,,,,
player,201009260den,clt,BethAn20,def_int_yds,0,,,,,
player,201009260den,clt,BethAn20,def_int_td,0,,,,,
player,201009260den,clt,BethAn20,def_int_long,0,,,,,
player,201009260den,clt,BethAn20,pass_defended,1,,,,,
player,201009260den,clt,BethAn20,sacks,0.0,,,,,
player,201009260den,clt,BethAn20,tackles_combined,7,,,,,
player,201009260den,clt,BethAn20,tackles_solo,7,,,,,
player,201009260den,clt,BethAn20,tackles_assists,0,,,,,
player,201009260den,clt,BethAn20,tackles_loss,0,,,,,
player,201009260den,clt,BethAn20,qb_hits,0,,,,,
player,201009260den,clt,BethAn20,fumbles_rec,0,,,,,
player,201009260den,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201009260den,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201009260den,clt,BethAn20,fumbles_forced,0,,,,,
player,201009260den,clt,WheePh99,def_int,0,,,,,
player,201009260den,clt,WheePh99,def_int_yds,0,,,,,
player,201009260den,clt,WheePh99,def_int_td,0,,,,,
player,201009260den,clt,WheePh99,def_int_long,0,,,,,
player,201009260den,clt,WheePh99,pass_defended,0,,,,,
player,201009260den,clt,WheePh99,sacks,0.0,,,,,
player,201009260den,clt,WheePh99,tackles_combined,6,,,,,
player,201009260den,clt,WheePh99,tackles_solo,5,,,,,
player,201009260den,clt,WheePh99,tackles_assists,1,,,,,
player,201009260den,clt,WheePh99,tackles_loss,1,,,,,
player,201009260den,clt,WheePh99,qb_hits,0,,,,,
player,201009260den,clt,WheePh99,fumbles_rec,0,,,,,
player,201009260den,clt,WheePh99,fumbles_rec_yds,0,,,,,
player,201009260den,clt,WheePh99,fumbles_rec_td,0,,,,,
player,201009260den,clt,WheePh99,fumbles_forced,0,,,,,
player,201009260den,clt,FostEr20,def_int,0,,,,,
player,201009260den,clt,FostEr20,def_int_yds,0,,,,,
player,201009260den,clt,FostEr20,def_int_td,0,,,,,
player,201009260den,clt,FostEr20,def_int_long,0,,,,,
