game,2010,1,20100912,201009120phi,gnb,"Green Bay Packers",27,phi,"Philadelphia Eagles",20
player,201009120phi,gnb,JackBr00,targets,2,,,,,
player,201009120phi,gnb,JackBr00,rec,2,,,,,
player,201009120phi,gnb,JackBr00,rec_yds,12,,,,,
player,201009120phi,gnb,JackBr00,rec_td,0,,,,,
player,201009120phi,gnb,JackBr00,rec_long,13,,,,,
player,201009120phi,gnb,JackBr00,fumbles,0,,,,,
player,201009120phi,gnb,JackBr00,fumbles_lost,,,,,,
player,201009120phi,gnb,GranRy00,pass_cmp,0,,,,,
player,201009120phi,gnb,GranRy00,pass_att,0,,,,,
player,201009120phi,gnb,GranRy00,pass_yds,0,,,,,
player,201009120phi,gnb,GranRy00,pass_td,0,,,,,
player,201009120phi,gnb,GranRy00,pass_int,0,,,,,
player,201009120phi,gnb,GranRy00,pass_sacked,,,,,,
player,201009120phi,gnb,GranRy00,pass_sacked_yds,,,,,,
player,201009120phi,gnb,GranRy00,pass_long,0,,,,,
player,201009120phi,gnb,GranRy00,pass_rating,,,,,,
player,201009120phi,gnb,GranRy00,rush_att,8,,,,,
player,201009120phi,gnb,GranRy00,rush_yds,45,,,,,
player,201009120phi,gnb,GranRy00,rush_td,0,,,,,
player,201009120phi,gnb,GranRy00,rush_long,18,,,,,
player,201009120phi,gnb,GranRy00,targets,0,,,,,
player,201009120phi,gnb,GranRy00,rec,0,,,,,
player,201009120phi,gnb,GranRy00,rec_yds,0,,,,,
player,201009120phi,gnb,GranRy00,rec_td,0,,,,,
player,201009120phi,gnb,GranRy00,rec_long,0,,,,,
player,201009120phi,gnb,GranRy00,fumbles,0,,,,,
player,201009120phi,gnb,GranRy00,fumbles_lost,,,,,,
player,201009120phi,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201009120phi,gnb,KuhnJo00,pass_att,0,,,,,
player,201009120phi,gnb,KuhnJo00,pass_yds,0,,,,,
player,201009120phi,gnb,KuhnJo00,pass_td,0,,,,,
player,201009120phi,gnb,KuhnJo00,pass_int,0,,,,,
player,201009120phi,gnb,KuhnJo00,pass_sacked,,,,,,
player,201009120phi,gnb,KuhnJo00,pass_sacked_yds,,,,,,
player,201009120phi,gnb,KuhnJo00,pass_long,0,,,,,
player,201009120phi,gnb,KuhnJo00,pass_rating,,,,,,
player,201009120phi,gnb,KuhnJo00,rush_att,2,,,,,
player,201009120phi,gnb,KuhnJo00,rush_yds,15,,,,,
player,201009120phi,gnb,KuhnJo00,rush_td,1,,,,,
player,201009120phi,gnb,KuhnJo00,rush_long,12,,,,,
player,201009120phi,gnb,KuhnJo00,targets,0,,,,,
player,201009120phi,gnb,KuhnJo00,rec,0,,,,,
player,201009120phi,gnb,KuhnJo00,rec_yds,0,,,,,
player,201009120phi,gnb,KuhnJo00,rec_td,0,,,,,
player,201009120phi,gnb,KuhnJo00,rec_long,0,,,,,
player,201009120phi,gnb,KuhnJo00,fumbles,0,,,,,
player,201009120phi,gnb,KuhnJo00,fumbles_lost,,,,,,
player,201009120phi,gnb,JennGr00,pass_cmp,0,,,,,
player,201009120phi,gnb,JennGr00,pass_att,0,,,,,
player,201009120phi,gnb,JennGr00,pass_yds,0,,,,,
player,201009120phi,gnb,JennGr00,pass_td,0,,,,,
player,201009120phi,gnb,JennGr00,pass_int,0,,,,,
player,201009120phi,gnb,JennGr00,pass_sacked,,,,,,
player,201009120phi,gnb,JennGr00,pass_sacked_yds,,,,,,
player,201009120phi,gnb,JennGr00,pass_long,0,,,,,
player,201009120phi,gnb,JennGr00,pass_rating,,,,,,
player,201009120phi,gnb,JennGr00,rush_att,0,,,,,
player,201009120phi,gnb,JennGr00,rush_yds,0,,,,,
player,201009120phi,gnb,JennGr00,rush_td,0,,,,,
player,201009120phi,gnb,JennGr00,rush_long,0,,,,,
player,201009120phi,gnb,JennGr00,targets,10,,,,,
player,201009120phi,gnb,JennGr00,rec,5,,,,,
player,201009120phi,gnb,JennGr00,rec_yds,82,,,,,
player,201009120phi,gnb,JennGr00,rec_td,1,,,,,
player,201009120phi,gnb,JennGr00,rec_long,32,,,,,
player,201009120phi,gnb,JennGr00,fumbles,0,,,,,
player,201009120phi,gnb,JennGr00,fumbles_lost,,,,,,
player,201009120phi,gnb,FinlJe00,pass_cmp,0,,,,,
player,201009120phi,gnb,FinlJe00,pass_att,0,,,,,
player,201009120phi,gnb,FinlJe00,pass_yds,0,,,,,
player,201009120phi,gnb,FinlJe00,pass_td,0,,,,,
player,201009120phi,gnb,FinlJe00,pass_int,0,,,,,
player,201009120phi,gnb,FinlJe00,pass_sacked,,,,,,
player,201009120phi,gnb,FinlJe00,pass_sacked_yds,,,,,,
player,201009120phi,gnb,FinlJe00,pass_long,0,,,,,
player,201009120phi,gnb,FinlJe00,pass_rating,,,,,,
player,201009120phi,gnb,FinlJe00,rush_att,0,,,,,
player,201009120phi,gnb,FinlJe00,rush_yds,0,,,,,
player,201009120phi,gnb,FinlJe00,rush_td,0,,,,,
player,201009120phi,gnb,FinlJe00,rush_long,0,,,,,
player,201009120phi,gnb,FinlJe00,targets,6,,,,,
player,201009120phi,gnb,FinlJe00,rec,4,,,,,
player,201009120phi,gnb,FinlJe00,rec_yds,47,,,,,
player,201009120phi,gnb,FinlJe00,rec_td,0,,,,,
player,201009120phi,gnb,FinlJe00,rec_long,20,,,,,
player,201009120phi,gnb,FinlJe00,fumbles,0,,,,,
player,201009120phi,gnb,FinlJe00,fumbles_lost,,,,,,
player,201009120phi,gnb,DrivDo00,pass_cmp,0,,,,,
player,201009120phi,gnb,DrivDo00,pass_att,0,,,,,
player,201009120phi,gnb,DrivDo00,pass_yds,0,,,,,
player,201009120phi,gnb,DrivDo00,pass_td,0,,,,,
player,201009120phi,gnb,DrivDo00,pass_int,0,,,,,
player,201009120phi,gnb,DrivDo00,pass_sacked,,,,,,
player,201009120phi,gnb,DrivDo00,pass_sacked_yds,,,,,,
player,201009120phi,gnb,DrivDo00,pass_long,0,,,,,
player,201009120phi,gnb,DrivDo00,pass_rating,,,,,,
player,201009120phi,gnb,DrivDo00,rush_att,0,,,,,
player,201009120phi,gnb,DrivDo00,rush_yds,0,,,,,
player,201009120phi,gnb,DrivDo00,rush_td,0,,,,,
player,201009120phi,gnb,DrivDo00,rush_long,0,,,,,
player,201009120phi,gnb,DrivDo00,targets,7,,,,,
player,201009120phi,gnb,DrivDo00,rec,5,,,,,
player,201009120phi,gnb,DrivDo00,rec_yds,30,,,,,
player,201009120phi,gnb,DrivDo00,rec_td,1,,,,,
player,201009120phi,gnb,DrivDo00,rec_long,7,,,,,
player,201009120phi,gnb,DrivDo00,fumbles,0,,,,,
player,201009120phi,gnb,DrivDo00,fumbles_lost,,,,,,
player,201009120phi,gnb,JoneJa04,pass_cmp,0,,,,,
player,201009120phi,gnb,JoneJa04,pass_att,0,,,,,
player,201009120phi,gnb,JoneJa04,pass_yds,0,,,,,
player,201009120phi,gnb,JoneJa04,pass_td,0,,,,,
player,201009120phi,gnb,JoneJa04,pass_int,0,,,,,
player,201009120phi,gnb,JoneJa04,pass_sacked,,,,,,
player,201009120phi,gnb,JoneJa04,pass_sacked_yds,,,,,,
player,201009120phi,gnb,JoneJa04,pass_long,0,,,,,
player,201009120phi,gnb,JoneJa04,pass_rating,,,,,,
player,201009120phi,gnb,JoneJa04,rush_att,0,,,,,
player,201009120phi,gnb,JoneJa04,rush_yds,0,,,,,
player,201009120phi,gnb,JoneJa04,rush_td,0,,,,,
player,201009120phi,gnb,JoneJa04,rush_long,0,,,,,
player,201009120phi,gnb,JoneJa04,targets,3,,,,,
player,201009120phi,gnb,JoneJa04,rec,2,,,,,
player,201009120phi,gnb,JoneJa04,rec_yds,10,,,,,
player,201009120phi,gnb,JoneJa04,rec_td,0,,,,,
player,201009120phi,gnb,JoneJa04,rec_long,7,,,,,
player,201009120phi,gnb,JoneJa04,fumbles,0,,,,,
player,201009120phi,gnb,JoneJa04,fumbles_lost,,,,,,
player,201009120phi,gnb,NelsJo00,pass_cmp,0,,,,,
player,201009120phi,gnb,NelsJo00,pass_att,0,,,,,
player,201009120phi,gnb,NelsJo00,pass_yds,0,,,,,
player,201009120phi,gnb,NelsJo00,pass_td,0,,,,,
player,201009120phi,gnb,NelsJo00,pass_int,0,,,,,
player,201009120phi,gnb,NelsJo00,pass_sacked,,,,,,
player,201009120phi,gnb,NelsJo00,pass_sacked_yds,,,,,,
player,201009120phi,gnb,NelsJo00,pass_long,0,,,,,
player,201009120phi,gnb,NelsJo00,pass_rating,,,,,,
player,201009120phi,gnb,NelsJo00,rush_att,0,,,,,
player,201009120phi,gnb,NelsJo00,rush_yds,0,,,,,
player,201009120phi,gnb,NelsJo00,rush_td,0,,,,,
player,201009120phi,gnb,NelsJo00,rush_long,0,,,,,
player,201009120phi,gnb,NelsJo00,targets,2,,,,,
player,201009120phi,gnb,NelsJo00,rec,1,,,,,
player,201009120phi,gnb,NelsJo00,rec_yds,7,,,,,
player,201009120phi,gnb,NelsJo00,rec_td,0,,,,,
player,201009120phi,gnb,NelsJo00,rec_long,7,,,,,
player,201009120phi,gnb,NelsJo00,fumbles,0,,,,,
player,201009120phi,gnb,NelsJo00,fumbles_lost,,,,,,
player,201009120phi,phi,VickMi00,pass_cmp,16,,,,,
player,201009120phi,phi,VickMi00,pass_att,24,,,,,
player,201009120phi,phi,VickMi00,pass_yds,175,,,,,
player,201009120phi,phi,VickMi00,pass_td,1,,,,,
player,201009120phi,phi,VickMi00,pass_int,0,,,,,
player,201009120phi,phi,VickMi00,pass_sacked,3,,,,,
player,201009120phi,phi,VickMi00,pass_sacked_yds,11,,,,,
player,201009120phi,phi,VickMi00,pass_long,27,,,,,
player,201009120phi,phi,VickMi00,pass_rating,101.9,,,,,
player,201009120phi,phi,VickMi00,rush_att,11,,,,,
player,201009120phi,phi,VickMi00,rush_yds,103,,,,,
player,201009120phi,phi,VickMi00,rush_td,0,,,,,
player,201009120phi,phi,VickMi00,rush_long,31,,,,,
player,201009120phi,phi,VickMi00,targets,0,,,,,
player,201009120phi,phi,VickMi00,rec,0,,,,,
player,201009120phi,phi,VickMi00,rec_yds,0,,,,,
player,201009120phi,phi,VickMi00,rec_td,0,,,,,
player,201009120phi,phi,VickMi00,rec_long,0,,,,,
player,201009120phi,phi,VickMi00,fumbles,0,,,,,
player,201009120phi,phi,VickMi00,fumbles_lost,,,,,,
player,201009120phi,phi,KolbKe00,pass_cmp,5,,,,,
player,201009120phi,phi,KolbKe00,pass_att,10,,,,,
player,201009120phi,phi,KolbKe00,pass_yds,24,,,,,
player,201009120phi,phi,KolbKe00,pass_td,0,,,,,
player,201009120phi,phi,KolbKe00,pass_int,0,,,,,
player,201009120phi,phi,KolbKe00,pass_sacked,3,,,,,
player,201009120phi,phi,KolbKe00,pass_sacked_yds,17,,,,,
player,201009120phi,phi,KolbKe00,pass_long,6,,,,,
player,201009120phi,phi,KolbKe00,pass_rating,56.2,,,,,
player,201009120phi,phi,KolbKe00,rush_att,0,,,,,
player,201009120phi,phi,KolbKe00,rush_yds,0,,,,,
player,201009120phi,phi,KolbKe00,rush_td,0,,,,,
player,201009120phi,phi,KolbKe00,rush_long,0,,,,,
player,201009120phi,phi,KolbKe00,targets,0,,,,,
player,201009120phi,phi,KolbKe00,rec,0,,,,,
player,201009120phi,phi,KolbKe00,rec_yds,0,,,,,
player,201009120phi,phi,KolbKe00,rec_td,0,,,,,
player,201009120phi,phi,KolbKe00,rec_long,0,,,,,
player,201009120phi,phi,KolbKe00,fumbles,1,,,,,
player,201009120phi,phi,KolbKe00,fumbles_lost,0,,,,,
player,201009120phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201009120phi,phi,McCoLe01,pass_att,0,,,,,
player,201009120phi,phi,McCoLe01,pass_yds,0,,,,,
player,201009120phi,phi,McCoLe01,pass_td,0,,,,,
player,201009120phi,phi,McCoLe01,pass_int,0,,,,,
player,201009120phi,phi,McCoLe01,pass_sacked,,,,,,
player,201009120phi,phi,McCoLe01,pass_sacked_yds,,,,,,
player,201009120phi,phi,McCoLe01,pass_long,0,,,,,
player,201009120phi,phi,McCoLe01,pass_rating,,,,,,
player,201009120phi,phi,McCoLe01,rush_att,7,,,,,
player,201009120phi,phi,McCoLe01,rush_yds,35,,,,,
player,201009120phi,phi,McCoLe01,rush_td,1,,,,,
player,201009120phi,phi,McCoLe01,rush_long,12,,,,,
player,201009120phi,phi,McCoLe01,targets,5,,,,,
player,201009120phi,phi,McCoLe01,rec,5,,,,,
player,201009120phi,phi,McCoLe01,rec_yds,47,,,,,
player,201009120phi,phi,McCoLe01,rec_td,0,,,,,
player,201009120phi,phi,McCoLe01,rec_long,27,,,,,
player,201009120phi,phi,McCoLe01,fumbles,0,,,,,
player,201009120phi,phi,McCoLe01,fumbles_lost,,,,,,
player,201009120phi,phi,MaclJe00,pass_cmp,0,,,,,
player,201009120phi,phi,MaclJe00,pass_att,0,,,,,
player,201009120phi,phi,MaclJe00,pass_yds,0,,,,,
player,201009120phi,phi,MaclJe00,pass_td,0,,,,,
player,201009120phi,phi,MaclJe00,pass_int,0,,,,,
player,201009120phi,phi,MaclJe00,pass_sacked,,,,,,
player,201009120phi,phi,MaclJe00,pass_sacked_yds,,,,,,
player,201009120phi,phi,MaclJe00,pass_long,0,,,,,
player,201009120phi,phi,MaclJe00,pass_rating,,,,,,
player,201009120phi,phi,MaclJe00,rush_att,1,,,,,
player,201009120phi,phi,MaclJe00,rush_yds,11,,,,,
player,201009120phi,phi,MaclJe00,rush_td,0,,,,,
player,201009120phi,phi,MaclJe00,rush_long,11,,,,,
player,201009120phi,phi,MaclJe00,targets,5,,,,,
player,201009120phi,phi,MaclJe00,rec,4,,,,,
player,201009120phi,phi,MaclJe00,rec_yds,38,,,,,
player,201009120phi,phi,MaclJe00,rec_td,1,,,,,
player,201009120phi,phi,MaclJe00,rec_long,17,,,,,
player,201009120phi,phi,MaclJe00,fumbles,0,,,,,
player,201009120phi,phi,MaclJe00,fumbles_lost,,,,,,
player,201009120phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201009120phi,phi,AvanJa00,pass_att,0,,,,,
player,201009120phi,phi,AvanJa00,pass_yds,0,,,,,
player,201009120phi,phi,AvanJa00,pass_td,0,,,,,
player,201009120phi,phi,AvanJa00,pass_int,0,,,,,
player,201009120phi,phi,AvanJa00,pass_sacked,,,,,,
player,201009120phi,phi,AvanJa00,pass_sacked_yds,,,,,,
player,201009120phi,phi,AvanJa00,pass_long,0,,,,,
player,201009120phi,phi,AvanJa00,pass_rating,,,,,,
player,201009120phi,phi,AvanJa00,rush_att,0,,,,,
player,201009120phi,phi,AvanJa00,rush_yds,0,,,,,
player,201009120phi,phi,AvanJa00,rush_td,0,,,,,
player,201009120phi,phi,AvanJa00,rush_long,0,,,,,
player,201009120phi,phi,AvanJa00,targets,7,,,,,
player,201009120phi,phi,AvanJa00,rec,4,,,,,
player,201009120phi,phi,AvanJa00,rec_yds,41,,,,,
player,201009120phi,phi,AvanJa00,rec_td,0,,,,,
player,201009120phi,phi,AvanJa00,rec_long,15,,,,,
player,201009120phi,phi,AvanJa00,fumbles,0,,,,,
player,201009120phi,phi,AvanJa00,fumbles_lost,,,,,,
player,201009120phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201009120phi,phi,CeleBr00,pass_att,0,,,,,
player,201009120phi,phi,CeleBr00,pass_yds,0,,,,,
player,201009120phi,phi,CeleBr00,pass_td,0,,,,,
player,201009120phi,phi,CeleBr00,pass_int,0,,,,,
player,201009120phi,phi,CeleBr00,pass_sacked,,,,,,
player,201009120phi,phi,CeleBr00,pass_sacked_yds,,,,,,
player,201009120phi,phi,CeleBr00,pass_long,0,,,,,
player,201009120phi,phi,CeleBr00,pass_rating,,,,,,
player,201009120phi,phi,CeleBr00,rush_att,0,,,,,
player,201009120phi,phi,CeleBr00,rush_yds,0,,,,,
player,201009120phi,phi,CeleBr00,rush_td,0,,,,,
player,201009120phi,phi,CeleBr00,rush_long,0,,,,,
player,201009120phi,phi,CeleBr00,targets,4,,,,,
player,201009120phi,phi,CeleBr00,rec,2,,,,,
player,201009120phi,phi,CeleBr00,rec_yds,32,,,,,
player,201009120phi,phi,CeleBr00,rec_td,0,,,,,
player,201009120phi,phi,CeleBr00,rec_long,27,,,,,
player,201009120phi,phi,CeleBr00,fumbles,0,,,,,
player,201009120phi,phi,CeleBr00,fumbles_lost,,,,,,
player,201009120phi,phi,JackDe00,pass_cmp,0,,,,,
player,201009120phi,phi,JackDe00,pass_att,0,,,,,
player,201009120phi,phi,JackDe00,pass_yds,0,,,,,
player,201009120phi,phi,JackDe00,pass_td,0,,,,,
player,201009120phi,phi,JackDe00,pass_int,0,,,,,
player,201009120phi,phi,JackDe00,pass_sacked,,,,,,
player,201009120phi,phi,JackDe00,pass_sacked_yds,,,,,,
player,201009120phi,phi,JackDe00,pass_long,0,,,,,
player,201009120phi,phi,JackDe00,pass_rating,,,,,,
player,201009120phi,phi,JackDe00,rush_att,0,,,,,
player,201009120phi,phi,JackDe00,rush_yds,0,,,,,
player,201009120phi,phi,JackDe00,rush_td,0,,,,,
player,201009120phi,phi,JackDe00,rush_long,0,,,,,
player,201009120phi,phi,JackDe00,targets,11,,,,,
player,201009120phi,phi,JackDe00,rec,4,,,,,
player,201009120phi,phi,JackDe00,rec_yds,30,,,,,
player,201009120phi,phi,JackDe00,rec_td,0,,,,,
player,201009120phi,phi,JackDe00,rec_long,12,,,,,
player,201009120phi,phi,JackDe00,fumbles,1,,,,,
player,201009120phi,phi,JackDe00,fumbles_lost,0,,,,,
player,201009120phi,phi,BuckEl00,pass_cmp,0,,,,,
player,201009120phi,phi,BuckEl00,pass_att,0,,,,,
player,201009120phi,phi,BuckEl00,pass_yds,0,,,,,
player,201009120phi,phi,BuckEl00,pass_td,0,,,,,
player,201009120phi,phi,BuckEl00,pass_int,0,,,,,
player,201009120phi,phi,BuckEl00,pass_sacked,,,,,,
player,201009120phi,phi,BuckEl00,pass_sacked_yds,,,,,,
player,201009120phi,phi,BuckEl00,pass_long,0,,,,,
player,201009120phi,phi,BuckEl00,pass_rating,,,,,,
player,201009120phi,phi,BuckEl00,rush_att,0,,,,,
player,201009120phi,phi,BuckEl00,rush_yds,0,,,,,
player,201009120phi,phi,BuckEl00,rush_td,0,,,,,
player,201009120phi,phi,BuckEl00,rush_long,0,,,,,
player,201009120phi,phi,BuckEl00,targets,1,,,,,
player,201009120phi,phi,BuckEl00,rec,1,,,,,
player,201009120phi,phi,BuckEl00,rec_yds,10,,,,,
player,201009120phi,phi,BuckEl00,rec_td,0,,,,,
player,201009120phi,phi,BuckEl00,rec_long,10,,,,,
player,201009120phi,phi,BuckEl00,fumbles,1,,,,,
player,201009120phi,phi,BuckEl00,fumbles_lost,1,,,,,
player,201009120phi,phi,McGlMi20,pass_cmp,0,,,,,
player,201009120phi,phi,McGlMi20,pass_att,0,,,,,
player,201009120phi,phi,McGlMi20,pass_yds,0,,,,,
player,201009120phi,phi,McGlMi20,pass_td,0,,,,,
player,201009120phi,phi,McGlMi20,pass_int,0,,,,,
player,201009120phi,phi,McGlMi20,pass_sacked,,,,,,
player,201009120phi,phi,McGlMi20,pass_sacked_yds,,,,,,
player,201009120phi,phi,McGlMi20,pass_long,0,,,,,
player,201009120phi,phi,McGlMi20,pass_rating,,,,,,
player,201009120phi,phi,McGlMi20,rush_att,0,,,,,
player,201009120phi,phi,McGlMi20,rush_yds,0,,,,,
player,201009120phi,phi,McGlMi20,rush_td,0,,,,,
player,201009120phi,phi,McGlMi20,rush_long,0,,,,,
player,201009120phi,phi,McGlMi20,targets,1,,,,,
player,201009120phi,phi,McGlMi20,rec,1,,,,,
player,201009120phi,phi,McGlMi20,rec_yds,1,,,,,
player,201009120phi,phi,McGlMi20,rec_td,0,,,,,
player,201009120phi,phi,McGlMi20,rec_long,1,,,,,
player,201009120phi,phi,McGlMi20,fumbles,0,,,,,
player,201009120phi,phi,McGlMi20,fumbles_lost,,,,,,
player,201009120phi,phi,WeavLe00,pass_cmp,0,,,,,
player,201009120phi,phi,WeavLe00,pass_att,0,,,,,
player,201009120phi,phi,WeavLe00,pass_yds,0,,,,,
player,201009120phi,phi,WeavLe00,pass_td,0,,,,,
player,201009120phi,phi,WeavLe00,pass_int,0,,,,,
player,201009120phi,phi,WeavLe00,pass_sacked,,,,,,
player,201009120phi,phi,WeavLe00,pass_sacked_yds,,,,,,
player,201009120phi,phi,WeavLe00,pass_long,0,,,,,
player,201009120phi,phi,WeavLe00,pass_rating,,,,,,
player,201009120phi,phi,WeavLe00,rush_att,1,,,,,
player,201009120phi,phi,WeavLe00,rush_yds,0,,,,,
player,201009120phi,phi,WeavLe00,rush_td,0,,,,,
player,201009120phi,phi,WeavLe00,rush_long,0,,,,,
player,201009120phi,phi,WeavLe00,targets,0,,,,,
player,201009120phi,phi,WeavLe00,rec,0,,,,,
player,201009120phi,phi,WeavLe00,rec_yds,0,,,,,
player,201009120phi,phi,WeavLe00,rec_td,0,,,,,
player,201009120phi,phi,WeavLe00,rec_long,0,,,,,
player,201009120phi,phi,WeavLe00,fumbles,0,,,,,
player,201009120phi,phi,WeavLe00,fumbles_lost,,,,,,
player,201009120phi,gnb,MattCl99,def_int,0,,,,,
player,201009120phi,gnb,MattCl99,def_int_yds,0,,,,,
player,201009120phi,gnb,MattCl99,def_int_td,0,,,,,
player,201009120phi,gnb,MattCl99,def_int_long,0,,,,,
player,201009120phi,gnb,MattCl99,pass_defended,1,,,,,
player,201009120phi,gnb,MattCl99,sacks,3.0,,,,,
player,201009120phi,gnb,MattCl99,tackles_combined,7,,,,,
player,201009120phi,gnb,MattCl99,tackles_solo,7,,,,,
player,201009120phi,gnb,MattCl99,tackles_assists,0,,,,,
player,201009120phi,gnb,MattCl99,tackles_loss,2,,,,,
player,201009120phi,gnb,MattCl99,qb_hits,3,,,,,
player,201009120phi,gnb,MattCl99,fumbles_rec,0,,,,,
player,201009120phi,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201009120phi,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201009120phi,gnb,MattCl99,fumbles_forced,1,,,,,
player,201009120phi,gnb,RajiBJ99,def_int,0,,,,,
player,201009120phi,gnb,RajiBJ99,def_int_yds,0,,,,,
player,201009120phi,gnb,RajiBJ99,def_int_td,0,,,,,
player,201009120phi,gnb,RajiBJ99,def_int_long,0,,,,,
player,201009120phi,gnb,RajiBJ99,pass_defended,0,,,,,
player,201009120phi,gnb,RajiBJ99,sacks,1.0,,,,,
player,201009120phi,gnb,RajiBJ99,tackles_combined,2,,,,,
player,201009120phi,gnb,RajiBJ99,tackles_solo,2,,,,,
player,201009120phi,gnb,RajiBJ99,tackles_assists,0,,,,,
player,201009120phi,gnb,RajiBJ99,tackles_loss,1,,,,,
player,201009120phi,gnb,RajiBJ99,qb_hits,1,,,,,
player,201009120phi,gnb,RajiBJ99,fumbles_rec,0,,,,,
player,201009120phi,gnb,RajiBJ99,fumbles_rec_yds,0,,,,,
player,201009120phi,gnb,RajiBJ99,fumbles_rec_td,0,,,,,
player,201009120phi,gnb,RajiBJ99,fumbles_forced,0,,,,,
player,201009120phi,gnb,JenkCu20,def_int,0,,,,,
player,201009120phi,gnb,JenkCu20,def_int_yds,0,,,,,
player,201009120phi,gnb,JenkCu20,def_int_td,0,,,,,
player,201009120phi,gnb,JenkCu20,def_int_long,0,,,,,
player,201009120phi,gnb,JenkCu20,pass_defended,0,,,,,
player,201009120phi,gnb,JenkCu20,sacks,1.0,,,,,
player,201009120phi,gnb,JenkCu20,tackles_combined,1,,,,,
player,201009120phi,gnb,JenkCu20,tackles_solo,1,,,,,
player,201009120phi,gnb,JenkCu20,tackles_assists,0,,,,,
player,201009120phi,gnb,JenkCu20,tackles_loss,0,,,,,
player,201009120phi,gnb,JenkCu20,qb_hits,2,,,,,
player,201009120phi,gnb,JenkCu20,fumbles_rec,0,,,,,
player,201009120phi,gnb,JenkCu20,fumbles_rec_yds,0,,,,,
player,201009120phi,gnb,JenkCu20,fumbles_rec_td,0,,,,,
player,201009120phi,gnb,JenkCu20,fumbles_forced,0,,,,,
