game,2010,9,20101108,201011080cin,pit,"Pittsburgh Steelers",27,cin,"Cincinnati Bengals",21
player,201011080cin,cin,PalmCa00,pass_sacked_yds,30,,,,,
player,201011080cin,cin,PalmCa00,pass_long,27,,,,,
player,201011080cin,cin,PalmCa00,pass_rating,88.7,,,,,
player,201011080cin,cin,PalmCa00,rush_att,0,,,,,
player,201011080cin,cin,PalmCa00,rush_yds,0,,,,,
player,201011080cin,cin,PalmCa00,rush_td,0,,,,,
player,201011080cin,cin,PalmCa00,rush_long,0,,,,,
player,201011080cin,cin,PalmCa00,targets,0,,,,,
player,201011080cin,cin,PalmCa00,rec,0,,,,,
player,201011080cin,cin,PalmCa00,rec_yds,0,,,,,
player,201011080cin,cin,PalmCa00,rec_td,0,,,,,
player,201011080cin,cin,PalmCa00,rec_long,0,,,,,
player,201011080cin,cin,PalmCa00,fumbles,1,,,,,
player,201011080cin,cin,PalmCa00,fumbles_lost,0,,,,,
player,201011080cin,cin,BensCe00,pass_cmp,0,,,,,
player,201011080cin,cin,BensCe00,pass_att,0,,,,,
player,201011080cin,cin,BensCe00,pass_yds,0,,,,,
player,201011080cin,cin,BensCe00,pass_td,0,,,,,
player,201011080cin,cin,BensCe00,pass_int,0,,,,,
player,201011080cin,cin,BensCe00,pass_sacked,,,,,,
player,201011080cin,cin,BensCe00,pass_sacked_yds,,,,,,
player,201011080cin,cin,BensCe00,pass_long,0,,,,,
player,201011080cin,cin,BensCe00,pass_rating,,,,,,
player,201011080cin,cin,BensCe00,rush_att,18,,,,,
player,201011080cin,cin,BensCe00,rush_yds,54,,,,,
player,201011080cin,cin,BensCe00,rush_td,1,,,,,
player,201011080cin,cin,BensCe00,rush_long,8,,,,,
player,201011080cin,cin,BensCe00,targets,2,,,,,
player,201011080cin,cin,BensCe00,rec,2,,,,,
player,201011080cin,cin,BensCe00,rec_yds,20,,,,,
player,201011080cin,cin,BensCe00,rec_td,0,,,,,
player,201011080cin,cin,BensCe00,rec_long,16,,,,,
player,201011080cin,cin,BensCe00,fumbles,0,,,,,
player,201011080cin,cin,BensCe00,fumbles_lost,,,,,,
player,201011080cin,cin,OwenTe00,pass_cmp,0,,,,,
player,201011080cin,cin,OwenTe00,pass_att,0,,,,,
player,201011080cin,cin,OwenTe00,pass_yds,0,,,,,
player,201011080cin,cin,OwenTe00,pass_td,0,,,,,
player,201011080cin,cin,OwenTe00,pass_int,0,,,,,
player,201011080cin,cin,OwenTe00,pass_sacked,,,,,,
player,201011080cin,cin,OwenTe00,pass_sacked_yds,,,,,,
player,201011080cin,cin,OwenTe00,pass_long,0,,,,,
player,201011080cin,cin,OwenTe00,pass_rating,,,,,,
player,201011080cin,cin,OwenTe00,rush_att,0,,,,,
player,201011080cin,cin,OwenTe00,rush_yds,0,,,,,
player,201011080cin,cin,OwenTe00,rush_td,0,,,,,
player,201011080cin,cin,OwenTe00,rush_long,0,,,,,
player,201011080cin,cin,OwenTe00,targets,14,,,,,
player,201011080cin,cin,OwenTe00,rec,10,,,,,
player,201011080cin,cin,OwenTe00,rec_yds,141,,,,,
player,201011080cin,cin,OwenTe00,rec_td,2,,,,,
player,201011080cin,cin,OwenTe00,rec_long,27,,,,,
player,201011080cin,cin,OwenTe00,fumbles,0,,,,,
player,201011080cin,cin,OwenTe00,fumbles_lost,,,,,,
player,201011080cin,cin,ShipJo00,pass_cmp,0,,,,,
player,201011080cin,cin,ShipJo00,pass_att,0,,,,,
player,201011080cin,cin,ShipJo00,pass_yds,0,,,,,
player,201011080cin,cin,ShipJo00,pass_td,0,,,,,
player,201011080cin,cin,ShipJo00,pass_int,0,,,,,
player,201011080cin,cin,ShipJo00,pass_sacked,,,,,,
player,201011080cin,cin,ShipJo00,pass_sacked_yds,,,,,,
player,201011080cin,cin,ShipJo00,pass_long,0,,,,,
player,201011080cin,cin,ShipJo00,pass_rating,,,,,,
player,201011080cin,cin,ShipJo00,rush_att,0,,,,,
player,201011080cin,cin,ShipJo00,rush_yds,0,,,,,
player,201011080cin,cin,ShipJo00,rush_td,0,,,,,
player,201011080cin,cin,ShipJo00,rush_long,0,,,,,
player,201011080cin,cin,ShipJo00,targets,7,,,,,
player,201011080cin,cin,ShipJo00,rec,4,,,,,
player,201011080cin,cin,ShipJo00,rec_yds,47,,,,,
player,201011080cin,cin,ShipJo00,rec_td,0,,,,,
player,201011080cin,cin,ShipJo00,rec_long,26,,,,,
player,201011080cin,cin,ShipJo00,fumbles,0,,,,,
player,201011080cin,cin,ShipJo00,fumbles_lost,,,,,,
player,201011080cin,cin,JohnCh01,pass_cmp,0,,,,,
player,201011080cin,cin,JohnCh01,pass_att,0,,,,,
player,201011080cin,cin,JohnCh01,pass_yds,0,,,,,
player,201011080cin,cin,JohnCh01,pass_td,0,,,,,
player,201011080cin,cin,JohnCh01,pass_int,0,,,,,
player,201011080cin,cin,JohnCh01,pass_sacked,0,,,,,
player,201011080cin,cin,JohnCh01,pass_sacked_yds,0,,,,,
player,201011080cin,cin,JohnCh01,pass_long,0,,,,,
player,201011080cin,cin,JohnCh01,pass_rating,,,,,,
player,201011080cin,cin,JohnCh01,rush_att,0,,,,,
player,201011080cin,cin,JohnCh01,rush_yds,0,,,,,
player,201011080cin,cin,JohnCh01,rush_td,0,,,,,
player,201011080cin,cin,JohnCh01,rush_long,0,,,,,
player,201011080cin,cin,JohnCh01,targets,7,,,,,
player,201011080cin,cin,JohnCh01,rec,1,,,,,
player,201011080cin,cin,JohnCh01,rec_yds,15,,,,,
player,201011080cin,cin,JohnCh01,rec_td,0,,,,,
player,201011080cin,cin,JohnCh01,rec_long,15,,,,,
player,201011080cin,cin,JohnCh01,fumbles,0,,,,,
player,201011080cin,cin,JohnCh01,fumbles_lost,,,,,,
player,201011080cin,cin,LeonBr00,pass_cmp,0,,,,,
player,201011080cin,cin,LeonBr00,pass_att,0,,,,,
player,201011080cin,cin,LeonBr00,pass_yds,0,,,,,
player,201011080cin,cin,LeonBr00,pass_td,0,,,,,
player,201011080cin,cin,LeonBr00,pass_int,0,,,,,
player,201011080cin,cin,LeonBr00,pass_sacked,,,,,,
player,201011080cin,cin,LeonBr00,pass_sacked_yds,,,,,,
player,201011080cin,cin,LeonBr00,pass_long,0,,,,,
player,201011080cin,cin,LeonBr00,pass_rating,,,,,,
player,201011080cin,cin,LeonBr00,rush_att,0,,,,,
player,201011080cin,cin,LeonBr00,rush_yds,0,,,,,
player,201011080cin,cin,LeonBr00,rush_td,0,,,,,
player,201011080cin,cin,LeonBr00,rush_long,0,,,,,
player,201011080cin,cin,LeonBr00,targets,3,,,,,
player,201011080cin,cin,LeonBr00,rec,3,,,,,
player,201011080cin,cin,LeonBr00,rec_yds,14,,,,,
player,201011080cin,cin,LeonBr00,rec_td,0,,,,,
player,201011080cin,cin,LeonBr00,rec_long,9,,,,,
player,201011080cin,cin,LeonBr00,fumbles,0,,,,,
player,201011080cin,cin,LeonBr00,fumbles_lost,,,,,,
player,201011080cin,cin,GresJe00,pass_cmp,0,,,,,
player,201011080cin,cin,GresJe00,pass_att,0,,,,,
player,201011080cin,cin,GresJe00,pass_yds,0,,,,,
player,201011080cin,cin,GresJe00,pass_td,0,,,,,
player,201011080cin,cin,GresJe00,pass_int,0,,,,,
player,201011080cin,cin,GresJe00,pass_sacked,,,,,,
player,201011080cin,cin,GresJe00,pass_sacked_yds,,,,,,
player,201011080cin,cin,GresJe00,pass_long,0,,,,,
player,201011080cin,cin,GresJe00,pass_rating,,,,,,
player,201011080cin,cin,GresJe00,rush_att,0,,,,,
player,201011080cin,cin,GresJe00,rush_yds,0,,,,,
player,201011080cin,cin,GresJe00,rush_td,0,,,,,
player,201011080cin,cin,GresJe00,rush_long,0,,,,,
player,201011080cin,cin,GresJe00,targets,3,,,,,
player,201011080cin,cin,GresJe00,rec,2,,,,,
player,201011080cin,cin,GresJe00,rec_yds,11,,,,,
player,201011080cin,cin,GresJe00,rec_td,0,,,,,
player,201011080cin,cin,GresJe00,rec_long,9,,,,,
player,201011080cin,cin,GresJe00,fumbles,0,,,,,
player,201011080cin,cin,GresJe00,fumbles_lost,,,,,,
player,201011080cin,pit,TimmLa99,def_int,1,,,,,
player,201011080cin,pit,TimmLa99,def_int_yds,0,,,,,
player,201011080cin,pit,TimmLa99,def_int_td,0,,,,,
player,201011080cin,pit,TimmLa99,def_int_long,0,,,,,
player,201011080cin,pit,TimmLa99,pass_defended,2,,,,,
player,201011080cin,pit,TimmLa99,sacks,0.0,,,,,
player,201011080cin,pit,TimmLa99,tackles_combined,4,,,,,
player,201011080cin,pit,TimmLa99,tackles_solo,3,,,,,
player,201011080cin,pit,TimmLa99,tackles_assists,1,,,,,
player,201011080cin,pit,TimmLa99,tackles_loss,0,,,,,
player,201011080cin,pit,TimmLa99,qb_hits,0,,,,,
player,201011080cin,pit,TimmLa99,fumbles_rec,0,,,,,
player,201011080cin,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201011080cin,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201011080cin,pit,TimmLa99,fumbles_forced,0,,,,,
player,201011080cin,pit,WoodLa99,def_int,0,,,,,
player,201011080cin,pit,WoodLa99,def_int_yds,0,,,,,
player,201011080cin,pit,WoodLa99,def_int_td,0,,,,,
player,201011080cin,pit,WoodLa99,def_int_long,0,,,,,
player,201011080cin,pit,WoodLa99,pass_defended,0,,,,,
player,201011080cin,pit,WoodLa99,sacks,2.0,,,,,
player,201011080cin,pit,WoodLa99,tackles_combined,3,,,,,
player,201011080cin,pit,WoodLa99,tackles_solo,2,,,,,
player,201011080cin,pit,WoodLa99,tackles_assists,1,,,,,
player,201011080cin,pit,WoodLa99,tackles_loss,1,,,,,
player,201011080cin,pit,WoodLa99,qb_hits,1,,,,,
player,201011080cin,pit,WoodLa99,fumbles_rec,0,,,,,
player,201011080cin,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201011080cin,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201011080cin,pit,WoodLa99,fumbles_forced,1,,,,,
player,201011080cin,pit,FarrJa99,def_int,0,,,,,
player,201011080cin,pit,FarrJa99,def_int_yds,0,,,,,
player,201011080cin,pit,FarrJa99,def_int_td,0,,,,,
player,201011080cin,pit,FarrJa99,def_int_long,0,,,,,
player,201011080cin,pit,FarrJa99,pass_defended,0,,,,,
player,201011080cin,pit,FarrJa99,sacks,1.0,,,,,
player,201011080cin,pit,FarrJa99,tackles_combined,10,,,,,
player,201011080cin,pit,FarrJa99,tackles_solo,9,,,,,
player,201011080cin,pit,FarrJa99,tackles_assists,1,,,,,
player,201011080cin,pit,FarrJa99,tackles_loss,1,,,,,
player,201011080cin,pit,FarrJa99,qb_hits,1,,,,,
player,201011080cin,pit,FarrJa99,fumbles_rec,0,,,,,
player,201011080cin,pit,FarrJa99,fumbles_rec_yds,0,,,,,
player,201011080cin,pit,FarrJa99,fumbles_rec_td,0,,,,,
player,201011080cin,pit,FarrJa99,fumbles_forced,0,,,,,
player,201011080cin,pit,HarrJa23,def_int,0,,,,,
player,201011080cin,pit,HarrJa23,def_int_yds,0,,,,,
player,201011080cin,pit,HarrJa23,def_int_td,0,,,,,
player,201011080cin,pit,HarrJa23,def_int_long,0,,,,,
player,201011080cin,pit,HarrJa23,pass_defended,1,,,,,
player,201011080cin,pit,HarrJa23,sacks,1.0,,,,,
player,201011080cin,pit,HarrJa23,tackles_combined,6,,,,,
player,201011080cin,pit,HarrJa23,tackles_solo,4,,,,,
player,201011080cin,pit,HarrJa23,tackles_assists,2,,,,,
player,201011080cin,pit,HarrJa23,tackles_loss,3,,,,,
player,201011080cin,pit,HarrJa23,qb_hits,1,,,,,
player,201011080cin,pit,HarrJa23,fumbles_rec,0,,,,,
player,201011080cin,pit,HarrJa23,fumbles_rec_yds,0,,,,,
player,201011080cin,pit,HarrJa23,fumbles_rec_td,0,,,,,
player,201011080cin,pit,HarrJa23,fumbles_forced,0,,,,,
player,201011080cin,pit,PolaTr99,def_int,0,,,,,
player,201011080cin,pit,PolaTr99,def_int_yds,0,,,,,
player,201011080cin,pit,PolaTr99,def_int_td,0,,,,,
player,201011080cin,pit,PolaTr99,def_int_long,0,,,,,
player,201011080cin,pit,PolaTr99,pass_defended,0,,,,,
player,201011080cin,pit,PolaTr99,sacks,0.0,,,,,
player,201011080cin,pit,PolaTr99,tackles_combined,6,,,,,
player,201011080cin,pit,PolaTr99,tackles_solo,5,,,,,
player,201011080cin,pit,PolaTr99,tackles_assists,1,,,,,
player,201011080cin,pit,PolaTr99,tackles_loss,0,,,,,
player,201011080cin,pit,PolaTr99,qb_hits,0,,,,,
player,201011080cin,pit,PolaTr99,fumbles_rec,0,,,,,
player,201011080cin,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201011080cin,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201011080cin,pit,PolaTr99,fumbles_forced,0,,,,,
player,201011080cin,pit,ClarRy20,def_int,0,,,,,
player,201011080cin,pit,ClarRy20,def_int_yds,0,,,,,
player,201011080cin,pit,ClarRy20,def_int_td,0,,,,,
player,201011080cin,pit,ClarRy20,def_int_long,0,,,,,
player,201011080cin,pit,ClarRy20,pass_defended,0,,,,,
player,201011080cin,pit,ClarRy20,sacks,0.0,,,,,
player,201011080cin,pit,ClarRy20,tackles_combined,5,,,,,
player,201011080cin,pit,ClarRy20,tackles_solo,2,,,,,
player,201011080cin,pit,ClarRy20,tackles_assists,3,,,,,
player,201011080cin,pit,ClarRy20,tackles_loss,0,,,,,
player,201011080cin,pit,ClarRy20,qb_hits,0,,,,,
player,201011080cin,pit,ClarRy20,fumbles_rec,0,,,,,
player,201011080cin,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201011080cin,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201011080cin,pit,ClarRy20,fumbles_forced,0,,,,,
player,201011080cin,pit,GayxWi99,def_int,0,,,,,
player,201011080cin,pit,GayxWi99,def_int_yds,0,,,,,
player,201011080cin,pit,GayxWi99,def_int_td,0,,,,,
player,201011080cin,pit,GayxWi99,def_int_long,0,,,,,
player,201011080cin,pit,GayxWi99,pass_defended,1,,,,,
player,201011080cin,pit,GayxWi99,sacks,0.0,,,,,
player,201011080cin,pit,GayxWi99,tackles_combined,5,,,,,
player,201011080cin,pit,GayxWi99,tackles_solo,3,,,,,
player,201011080cin,pit,GayxWi99,tackles_assists,2,,,,,
player,201011080cin,pit,GayxWi99,tackles_loss,0,,,,,
player,201011080cin,pit,GayxWi99,qb_hits,2,,,,,
player,201011080cin,pit,GayxWi99,fumbles_rec,0,,,,,
player,201011080cin,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201011080cin,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201011080cin,pit,GayxWi99,fumbles_forced,0,,,,,
player,201011080cin,pit,McFaBr20,def_int,0,,,,,
player,201011080cin,pit,McFaBr20,def_int_yds,0,,,,,
player,201011080cin,pit,McFaBr20,def_int_td,0,,,,,
player,201011080cin,pit,McFaBr20,def_int_long,0,,,,,
player,201011080cin,pit,McFaBr20,pass_defended,1,,,,,
