game,2010,6,20101017,201010170gnb,mia,"Miami Dolphins",23,gnb,"Green Bay Packers",20
team,201010170gnb,mia,First Downs,26,,,,,,
team,201010170gnb,gnb,First Downs,16,,,,,,
team,201010170gnb,mia,Rush-Yds-TDs,39-150-0,,,,,,
team,201010170gnb,gnb,Rush-Yds-TDs,21-76-1,,,,,,
team,201010170gnb,mia,Cmp-Att-Yd-TD-INT,23-39-231-2-1,,,,,,
team,201010170gnb,gnb,Cmp-Att-Yd-TD-INT,18-33-313-1-1,,,,,,
team,201010170gnb,mia,Sacked-Yards,0-0,,,,,,
team,201010170gnb,gnb,Sacked-Yards,5-30,,,,,,
team,201010170gnb,mia,Net Pass Yards,231,,,,,,
team,201010170gnb,gnb,Net Pass Yards,283,,,,,,
team,201010170gnb,mia,Total Yards,381,,,,,,
team,201010170gnb,gnb,Total Yards,359,,,,,,
team,201010170gnb,mia,Fumbles-Lost,0-0,,,,,,
team,201010170gnb,gnb,Fumbles-Lost,1-0,,,,,,
team,201010170gnb,mia,Turnovers,1,,,,,,
team,201010170gnb,gnb,Turnovers,1,,,,,,
team,201010170gnb,mia,Penalties-Yards,4-30,,,,,,
team,201010170gnb,gnb,Penalties-Yards,7-45,,,,,,
team,201010170gnb,mia,Third Down Conv.,6-14,,,,,,
team,201010170gnb,gnb,Third Down Conv.,3-13,,,,,,
team,201010170gnb,mia,Fourth Down Conv.,0-1,,,,,,
team,201010170gnb,gnb,Fourth Down Conv.,2-2,,,,,,
team,201010170gnb,mia,Time of Possession,37:56,,,,,,
team,201010170gnb,gnb,Time of Possession,28:03,,,,,,
player,201010170gnb,mia,HennCh01,pass_cmp,23,,,,,
player,201010170gnb,mia,HennCh01,pass_att,39,,,,,
player,201010170gnb,mia,HennCh01,pass_yds,231,,,,,
player,201010170gnb,mia,HennCh01,pass_td,2,,,,,
player,201010170gnb,mia,HennCh01,pass_int,1,,,,,
player,201010170gnb,mia,HennCh01,pass_sacked,0,,,,,
player,201010170gnb,mia,HennCh01,pass_sacked_yds,0,,,,,
player,201010170gnb,mia,HennCh01,pass_long,23,,,,,
player,201010170gnb,mia,HennCh01,pass_rating,82.3,,,,,
player,201010170gnb,mia,HennCh01,rush_att,2,,,,,
player,201010170gnb,mia,HennCh01,rush_yds,9,,,,,
player,201010170gnb,mia,HennCh01,rush_td,0,,,,,
