game,2010,10,20101114,201011140crd,sea,"Seattle Seahawks",36,crd,"Arizona Cardinals",18
team,201011140crd,sea,First Downs,24,,,,,,
team,201011140crd,crd,First Downs,19,,,,,,
team,201011140crd,sea,Rush-Yds-TDs,31-110-2,,,,,,
team,201011140crd,crd,Rush-Yds-TDs,14-41-1,,,,,,
team,201011140crd,sea,Cmp-Att-Yd-TD-INT,26-40-386-1-1,,,,,,
team,201011140crd,crd,Cmp-Att-Yd-TD-INT,23-45-322-1-1,,,,,,
team,201011140crd,sea,Sacked-Yards,2-6,,,,,,
team,201011140crd,crd,Sacked-Yards,5-36,,,,,,
team,201011140crd,sea,Net Pass Yards,380,,,,,,
team,201011140crd,crd,Net Pass Yards,286,,,,,,
team,201011140crd,sea,Total Yards,490,,,,,,
team,201011140crd,crd,Total Yards,327,,,,,,
team,201011140crd,sea,Fumbles-Lost,0-0,,,,,,
team,201011140crd,crd,Fumbles-Lost,1-1,,,,,,
team,201011140crd,sea,Turnovers,1,,,,,,
team,201011140crd,crd,Turnovers,2,,,,,,
team,201011140crd,sea,Penalties-Yards,6-51,,,,,,
team,201011140crd,crd,Penalties-Yards,10-50,,,,,,
team,201011140crd,sea,Third Down Conv.,6-15,,,,,,
team,201011140crd,crd,Third Down Conv.,2-11,,,,,,
team,201011140crd,sea,Fourth Down Conv.,0-1,,,,,,
team,201011140crd,crd,Fourth Down Conv.,0-2,,,,,,
team,201011140crd,sea,Time of Possession,35:05,,,,,,
team,201011140crd,crd,Time of Possession,24:55,,,,,,
player,201011140crd,sea,HassMa00,pass_cmp,22,,,,,
player,201011140crd,sea,HassMa00,pass_att,34,,,,,
player,201011140crd,sea,HassMa00,pass_yds,333,,,,,
player,201011140crd,sea,HassMa00,pass_td,1,,,,,
player,201011140crd,sea,HassMa00,pass_int,0,,,,,
player,201011140crd,sea,HassMa00,pass_sacked,1,,,,,
player,201011140crd,sea,HassMa00,pass_sacked_yds,6,,,,,
player,201011140crd,sea,HassMa00,pass_long,63,,,,,
player,201011140crd,sea,HassMa00,pass_rating,106.6,,,,,
player,201011140crd,sea,HassMa00,rush_att,1,,,,,
player,201011140crd,sea,HassMa00,rush_yds,0,,,,,
player,201011140crd,sea,HassMa00,rush_td,0,,,,,
player,201011140crd,sea,HassMa00,rush_long,0,,,,,
player,201011140crd,sea,HassMa00,targets,0,,,,,
player,201011140crd,sea,HassMa00,rec,0,,,,,
player,201011140crd,sea,HassMa00,rec_yds,0,,,,,
player,201011140crd,sea,HassMa00,rec_td,0,,,,,
player,201011140crd,sea,HassMa00,rec_long,0,,,,,
player,201011140crd,sea,HassMa00,fumbles,0,,,,,
player,201011140crd,sea,HassMa00,fumbles_lost,,,,,,
player,201011140crd,sea,WhitCh02,pass_cmp,4,,,,,
player,201011140crd,sea,WhitCh02,pass_att,6,,,,,
player,201011140crd,sea,WhitCh02,pass_yds,53,,,,,
player,201011140crd,sea,WhitCh02,pass_td,0,,,,,
player,201011140crd,sea,WhitCh02,pass_int,1,,,,,
player,201011140crd,sea,WhitCh02,pass_sacked,1,,,,,
player,201011140crd,sea,WhitCh02,pass_sacked_yds,0,,,,,
player,201011140crd,sea,WhitCh02,pass_long,22,,,,,
player,201011140crd,sea,WhitCh02,pass_rating,54.9,,,,,
player,201011140crd,sea,WhitCh02,rush_att,4,,,,,
player,201011140crd,sea,WhitCh02,rush_yds,-4,,,,,
player,201011140crd,sea,WhitCh02,rush_td,0,,,,,
player,201011140crd,sea,WhitCh02,rush_long,-1,,,,,
player,201011140crd,sea,WhitCh02,targets,0,,,,,
player,201011140crd,sea,WhitCh02,rec,0,,,,,
player,201011140crd,sea,WhitCh02,rec_yds,0,,,,,
player,201011140crd,sea,WhitCh02,rec_td,0,,,,,
player,201011140crd,sea,WhitCh02,rec_long,0,,,,,
player,201011140crd,sea,WhitCh02,fumbles,0,,,,,
player,201011140crd,sea,WhitCh02,fumbles_lost,,,,,,
player,201011140crd,sea,ForsJu00,pass_cmp,0,,,,,
player,201011140crd,sea,ForsJu00,pass_att,0,,,,,
player,201011140crd,sea,ForsJu00,pass_yds,0,,,,,
player,201011140crd,sea,ForsJu00,pass_td,0,,,,,
player,201011140crd,sea,ForsJu00,pass_int,0,,,,,
player,201011140crd,sea,ForsJu00,pass_sacked,,,,,,
player,201011140crd,sea,ForsJu00,pass_sacked_yds,,,,,,
player,201011140crd,sea,ForsJu00,pass_long,0,,,,,
player,201011140crd,sea,ForsJu00,pass_rating,,,,,,
player,201011140crd,sea,ForsJu00,rush_att,9,,,,,
player,201011140crd,sea,ForsJu00,rush_yds,64,,,,,
player,201011140crd,sea,ForsJu00,rush_td,1,,,,,
player,201011140crd,sea,ForsJu00,rush_long,29,,,,,
