game,2010,6,20101017,201010170sfo,rai,"Oakland Raiders",9,sfo,"San Francisco 49ers",17
player,201010170sfo,rai,HeywDa00,pass_sacked_yds,,,,,,
player,201010170sfo,rai,HeywDa00,pass_long,0,,,,,
player,201010170sfo,rai,HeywDa00,pass_rating,,,,,,
player,201010170sfo,rai,HeywDa00,rush_att,0,,,,,
player,201010170sfo,rai,HeywDa00,rush_yds,0,,,,,
player,201010170sfo,rai,HeywDa00,rush_td,0,,,,,
player,201010170sfo,rai,HeywDa00,rush_long,0,,,,,
player,201010170sfo,rai,HeywDa00,targets,4,,,,,
player,201010170sfo,rai,HeywDa00,rec,3,,,,,
player,201010170sfo,rai,HeywDa00,rec_yds,19,,,,,
player,201010170sfo,rai,HeywDa00,rec_td,0,,,,,
player,201010170sfo,rai,HeywDa00,rec_long,8,,,,,
player,201010170sfo,rai,HeywDa00,fumbles,0,,,,,
player,201010170sfo,rai,HeywDa00,fumbles_lost,,,,,,
player,201010170sfo,rai,FordJa01,pass_cmp,0,,,,,
player,201010170sfo,rai,FordJa01,pass_att,0,,,,,
player,201010170sfo,rai,FordJa01,pass_yds,0,,,,,
player,201010170sfo,rai,FordJa01,pass_td,0,,,,,
player,201010170sfo,rai,FordJa01,pass_int,0,,,,,
player,201010170sfo,rai,FordJa01,pass_sacked,,,,,,
player,201010170sfo,rai,FordJa01,pass_sacked_yds,,,,,,
player,201010170sfo,rai,FordJa01,pass_long,0,,,,,
player,201010170sfo,rai,FordJa01,pass_rating,,,,,,
player,201010170sfo,rai,FordJa01,rush_att,0,,,,,
player,201010170sfo,rai,FordJa01,rush_yds,0,,,,,
player,201010170sfo,rai,FordJa01,rush_td,0,,,,,
player,201010170sfo,rai,FordJa01,rush_long,0,,,,,
player,201010170sfo,rai,FordJa01,targets,2,,,,,
player,201010170sfo,rai,FordJa01,rec,0,,,,,
player,201010170sfo,rai,FordJa01,rec_yds,0,,,,,
player,201010170sfo,rai,FordJa01,rec_td,0,,,,,
player,201010170sfo,rai,FordJa01,rec_long,0,,,,,
player,201010170sfo,rai,FordJa01,fumbles,0,,,,,
player,201010170sfo,rai,FordJa01,fumbles_lost,,,,,,
player,201010170sfo,rai,CartRo01,pass_cmp,0,,,,,
player,201010170sfo,rai,CartRo01,pass_att,0,,,,,
player,201010170sfo,rai,CartRo01,pass_yds,0,,,,,
player,201010170sfo,rai,CartRo01,pass_td,0,,,,,
player,201010170sfo,rai,CartRo01,pass_int,0,,,,,
player,201010170sfo,rai,CartRo01,pass_sacked,,,,,,
player,201010170sfo,rai,CartRo01,pass_sacked_yds,,,,,,
player,201010170sfo,rai,CartRo01,pass_long,0,,,,,
player,201010170sfo,rai,CartRo01,pass_rating,,,,,,
player,201010170sfo,rai,CartRo01,rush_att,1,,,,,
player,201010170sfo,rai,CartRo01,rush_yds,-3,,,,,
player,201010170sfo,rai,CartRo01,rush_td,0,,,,,
player,201010170sfo,rai,CartRo01,rush_long,-3,,,,,
player,201010170sfo,rai,CartRo01,targets,0,,,,,
player,201010170sfo,rai,CartRo01,rec,0,,,,,
player,201010170sfo,rai,CartRo01,rec_yds,0,,,,,
player,201010170sfo,rai,CartRo01,rec_td,0,,,,,
player,201010170sfo,rai,CartRo01,rec_long,0,,,,,
player,201010170sfo,rai,CartRo01,fumbles,0,,,,,
player,201010170sfo,rai,CartRo01,fumbles_lost,,,,,,
player,201010170sfo,rai,HiggJo00,pass_cmp,,,,,,
player,201010170sfo,rai,HiggJo00,pass_att,,,,,,
player,201010170sfo,rai,HiggJo00,pass_yds,,,,,,
player,201010170sfo,rai,HiggJo00,pass_td,,,,,,
player,201010170sfo,rai,HiggJo00,pass_int,,,,,,
player,201010170sfo,rai,HiggJo00,pass_sacked,,,,,,
player,201010170sfo,rai,HiggJo00,pass_sacked_yds,,,,,,
player,201010170sfo,rai,HiggJo00,pass_long,,,,,,
player,201010170sfo,rai,HiggJo00,pass_rating,,,,,,
player,201010170sfo,rai,HiggJo00,rush_att,,,,,,
player,201010170sfo,rai,HiggJo00,rush_yds,,,,,,
player,201010170sfo,rai,HiggJo00,rush_td,,,,,,
player,201010170sfo,rai,HiggJo00,rush_long,,,,,,
player,201010170sfo,rai,HiggJo00,targets,2,,,,,
player,201010170sfo,rai,HiggJo00,rec,0,,,,,
player,201010170sfo,rai,HiggJo00,rec_yds,0,,,,,
player,201010170sfo,rai,HiggJo00,rec_td,0,,,,,
player,201010170sfo,rai,HiggJo00,rec_long,,,,,,
player,201010170sfo,rai,HiggJo00,fumbles,,,,,,
player,201010170sfo,rai,HiggJo00,fumbles_lost,,,,,,
player,201010170sfo,sfo,SmitAl03,pass_cmp,16,,,,,
player,201010170sfo,sfo,SmitAl03,pass_att,33,,,,,
player,201010170sfo,sfo,SmitAl03,pass_yds,196,,,,,
player,201010170sfo,sfo,SmitAl03,pass_td,2,,,,,
player,201010170sfo,sfo,SmitAl03,pass_int,0,,,,,
player,201010170sfo,sfo,SmitAl03,pass_sacked,2,,,,,
player,201010170sfo,sfo,SmitAl03,pass_sacked_yds,5,,,,,
player,201010170sfo,sfo,SmitAl03,pass_long,35,,,,,
player,201010170sfo,sfo,SmitAl03,pass_rating,87.4,,,,,
player,201010170sfo,sfo,SmitAl03,rush_att,4,,,,,
player,201010170sfo,sfo,SmitAl03,rush_yds,-2,,,,,
player,201010170sfo,sfo,SmitAl03,rush_td,0,,,,,
player,201010170sfo,sfo,SmitAl03,rush_long,1,,,,,
player,201010170sfo,sfo,SmitAl03,targets,0,,,,,
player,201010170sfo,sfo,SmitAl03,rec,0,,,,,
player,201010170sfo,sfo,SmitAl03,rec_yds,0,,,,,
player,201010170sfo,sfo,SmitAl03,rec_td,0,,,,,
player,201010170sfo,sfo,SmitAl03,rec_long,0,,,,,
player,201010170sfo,sfo,SmitAl03,fumbles,0,,,,,
player,201010170sfo,sfo,SmitAl03,fumbles_lost,,,,,,
player,201010170sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201010170sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201010170sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201010170sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201010170sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201010170sfo,sfo,GoreFr00,pass_sacked,,,,,,
player,201010170sfo,sfo,GoreFr00,pass_sacked_yds,,,,,,
player,201010170sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201010170sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201010170sfo,sfo,GoreFr00,rush_att,25,,,,,
player,201010170sfo,sfo,GoreFr00,rush_yds,149,,,,,
player,201010170sfo,sfo,GoreFr00,rush_td,0,,,,,
player,201010170sfo,sfo,GoreFr00,rush_long,64,,,,,
player,201010170sfo,sfo,GoreFr00,targets,5,,,,,
player,201010170sfo,sfo,GoreFr00,rec,0,,,,,
player,201010170sfo,sfo,GoreFr00,rec_yds,0,,,,,
player,201010170sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201010170sfo,sfo,GoreFr00,rec_long,0,,,,,
player,201010170sfo,sfo,GoreFr00,fumbles,0,,,,,
player,201010170sfo,sfo,GoreFr00,fumbles_lost,,,,,,
player,201010170sfo,sfo,DixoAn00,pass_cmp,0,,,,,
player,201010170sfo,sfo,DixoAn00,pass_att,0,,,,,
player,201010170sfo,sfo,DixoAn00,pass_yds,0,,,,,
player,201010170sfo,sfo,DixoAn00,pass_td,0,,,,,
player,201010170sfo,sfo,DixoAn00,pass_int,0,,,,,
player,201010170sfo,sfo,DixoAn00,pass_sacked,,,,,,
player,201010170sfo,sfo,DixoAn00,pass_sacked_yds,,,,,,
player,201010170sfo,sfo,DixoAn00,pass_long,0,,,,,
player,201010170sfo,sfo,DixoAn00,pass_rating,,,,,,
player,201010170sfo,sfo,DixoAn00,rush_att,1,,,,,
player,201010170sfo,sfo,DixoAn00,rush_yds,9,,,,,
player,201010170sfo,sfo,DixoAn00,rush_td,0,,,,,
player,201010170sfo,sfo,DixoAn00,rush_long,9,,,,,
player,201010170sfo,sfo,DixoAn00,targets,0,,,,,
player,201010170sfo,sfo,DixoAn00,rec,0,,,,,
player,201010170sfo,sfo,DixoAn00,rec_yds,0,,,,,
player,201010170sfo,sfo,DixoAn00,rec_td,0,,,,,
player,201010170sfo,sfo,DixoAn00,rec_long,0,,,,,
player,201010170sfo,sfo,DixoAn00,fumbles,0,,,,,
player,201010170sfo,sfo,DixoAn00,fumbles_lost,,,,,,
player,201010170sfo,sfo,GinnTe00,pass_cmp,0,,,,,
player,201010170sfo,sfo,GinnTe00,pass_att,0,,,,,
player,201010170sfo,sfo,GinnTe00,pass_yds,0,,,,,
player,201010170sfo,sfo,GinnTe00,pass_td,0,,,,,
player,201010170sfo,sfo,GinnTe00,pass_int,0,,,,,
player,201010170sfo,sfo,GinnTe00,pass_sacked,,,,,,
player,201010170sfo,sfo,GinnTe00,pass_sacked_yds,,,,,,
player,201010170sfo,sfo,GinnTe00,pass_long,0,,,,,
player,201010170sfo,sfo,GinnTe00,pass_rating,,,,,,
player,201010170sfo,sfo,GinnTe00,rush_att,1,,,,,
player,201010170sfo,sfo,GinnTe00,rush_yds,2,,,,,
player,201010170sfo,sfo,GinnTe00,rush_td,0,,,,,
player,201010170sfo,sfo,GinnTe00,rush_long,2,,,,,
player,201010170sfo,sfo,GinnTe00,targets,3,,,,,
player,201010170sfo,sfo,GinnTe00,rec,2,,,,,
player,201010170sfo,sfo,GinnTe00,rec_yds,23,,,,,
player,201010170sfo,sfo,GinnTe00,rec_td,0,,,,,
player,201010170sfo,sfo,GinnTe00,rec_long,19,,,,,
player,201010170sfo,sfo,GinnTe00,fumbles,0,,,,,
player,201010170sfo,sfo,GinnTe00,fumbles_lost,,,,,,
player,201010170sfo,sfo,CrabMi00,pass_cmp,0,,,,,
player,201010170sfo,sfo,CrabMi00,pass_att,0,,,,,
player,201010170sfo,sfo,CrabMi00,pass_yds,0,,,,,
player,201010170sfo,sfo,CrabMi00,pass_td,0,,,,,
player,201010170sfo,sfo,CrabMi00,pass_int,0,,,,,
player,201010170sfo,sfo,CrabMi00,pass_sacked,,,,,,
player,201010170sfo,sfo,CrabMi00,pass_sacked_yds,,,,,,
player,201010170sfo,sfo,CrabMi00,pass_long,0,,,,,
player,201010170sfo,sfo,CrabMi00,pass_rating,,,,,,
player,201010170sfo,sfo,CrabMi00,rush_att,0,,,,,
player,201010170sfo,sfo,CrabMi00,rush_yds,0,,,,,
player,201010170sfo,sfo,CrabMi00,rush_td,0,,,,,
player,201010170sfo,sfo,CrabMi00,rush_long,0,,,,,
player,201010170sfo,sfo,CrabMi00,targets,6,,,,,
player,201010170sfo,sfo,CrabMi00,rec,4,,,,,
player,201010170sfo,sfo,CrabMi00,rec_yds,57,,,,,
player,201010170sfo,sfo,CrabMi00,rec_td,1,,,,,
player,201010170sfo,sfo,CrabMi00,rec_long,32,,,,,
player,201010170sfo,sfo,CrabMi00,fumbles,0,,,,,
player,201010170sfo,sfo,CrabMi00,fumbles_lost,,,,,,
player,201010170sfo,sfo,MorgJo00,pass_cmp,0,,,,,
player,201010170sfo,sfo,MorgJo00,pass_att,0,,,,,
player,201010170sfo,sfo,MorgJo00,pass_yds,0,,,,,
player,201010170sfo,sfo,MorgJo00,pass_td,0,,,,,
player,201010170sfo,sfo,MorgJo00,pass_int,0,,,,,
player,201010170sfo,sfo,MorgJo00,pass_sacked,,,,,,
player,201010170sfo,sfo,MorgJo00,pass_sacked_yds,,,,,,
player,201010170sfo,sfo,MorgJo00,pass_long,0,,,,,
player,201010170sfo,sfo,MorgJo00,pass_rating,,,,,,
player,201010170sfo,sfo,MorgJo00,rush_att,0,,,,,
player,201010170sfo,sfo,MorgJo00,rush_yds,0,,,,,
player,201010170sfo,sfo,MorgJo00,rush_td,0,,,,,
player,201010170sfo,sfo,MorgJo00,rush_long,0,,,,,
player,201010170sfo,sfo,MorgJo00,targets,6,,,,,
player,201010170sfo,sfo,MorgJo00,rec,3,,,,,
player,201010170sfo,sfo,MorgJo00,rec_yds,49,,,,,
player,201010170sfo,sfo,MorgJo00,rec_td,0,,,,,
player,201010170sfo,sfo,MorgJo00,rec_long,35,,,,,
player,201010170sfo,sfo,MorgJo00,fumbles,0,,,,,
player,201010170sfo,sfo,MorgJo00,fumbles_lost,,,,,,
player,201010170sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201010170sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201010170sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201010170sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201010170sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201010170sfo,sfo,DaviVe00,pass_sacked,,,,,,
player,201010170sfo,sfo,DaviVe00,pass_sacked_yds,,,,,,
player,201010170sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201010170sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201010170sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201010170sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201010170sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201010170sfo,sfo,DaviVe00,rush_long,0,,,,,
player,201010170sfo,sfo,DaviVe00,targets,7,,,,,
player,201010170sfo,sfo,DaviVe00,rec,4,,,,,
player,201010170sfo,sfo,DaviVe00,rec_yds,35,,,,,
player,201010170sfo,sfo,DaviVe00,rec_td,1,,,,,
player,201010170sfo,sfo,DaviVe00,rec_long,17,,,,,
player,201010170sfo,sfo,DaviVe00,fumbles,0,,,,,
player,201010170sfo,sfo,DaviVe00,fumbles_lost,,,,,,
player,201010170sfo,sfo,WestBr00,pass_cmp,0,,,,,
player,201010170sfo,sfo,WestBr00,pass_att,0,,,,,
player,201010170sfo,sfo,WestBr00,pass_yds,0,,,,,
player,201010170sfo,sfo,WestBr00,pass_td,0,,,,,
player,201010170sfo,sfo,WestBr00,pass_int,0,,,,,
player,201010170sfo,sfo,WestBr00,pass_sacked,,,,,,
player,201010170sfo,sfo,WestBr00,pass_sacked_yds,,,,,,
player,201010170sfo,sfo,WestBr00,pass_long,0,,,,,
player,201010170sfo,sfo,WestBr00,pass_rating,,,,,,
player,201010170sfo,sfo,WestBr00,rush_att,0,,,,,
player,201010170sfo,sfo,WestBr00,rush_yds,0,,,,,
player,201010170sfo,sfo,WestBr00,rush_td,0,,,,,
player,201010170sfo,sfo,WestBr00,rush_long,0,,,,,
player,201010170sfo,sfo,WestBr00,targets,1,,,,,
player,201010170sfo,sfo,WestBr00,rec,1,,,,,
player,201010170sfo,sfo,WestBr00,rec_yds,19,,,,,
player,201010170sfo,sfo,WestBr00,rec_td,0,,,,,
player,201010170sfo,sfo,WestBr00,rec_long,19,,,,,
player,201010170sfo,sfo,WestBr00,fumbles,0,,,,,
player,201010170sfo,sfo,WestBr00,fumbles_lost,,,,,,
player,201010170sfo,sfo,ByhaNa00,pass_cmp,0,,,,,
player,201010170sfo,sfo,ByhaNa00,pass_att,0,,,,,
player,201010170sfo,sfo,ByhaNa00,pass_yds,0,,,,,
player,201010170sfo,sfo,ByhaNa00,pass_td,0,,,,,
player,201010170sfo,sfo,ByhaNa00,pass_int,0,,,,,
player,201010170sfo,sfo,ByhaNa00,pass_sacked,,,,,,
player,201010170sfo,sfo,ByhaNa00,pass_sacked_yds,,,,,,
player,201010170sfo,sfo,ByhaNa00,pass_long,0,,,,,
player,201010170sfo,sfo,ByhaNa00,pass_rating,,,,,,
player,201010170sfo,sfo,ByhaNa00,rush_att,0,,,,,
player,201010170sfo,sfo,ByhaNa00,rush_yds,0,,,,,
player,201010170sfo,sfo,ByhaNa00,rush_td,0,,,,,
player,201010170sfo,sfo,ByhaNa00,rush_long,0,,,,,
player,201010170sfo,sfo,ByhaNa00,targets,2,,,,,
player,201010170sfo,sfo,ByhaNa00,rec,1,,,,,
player,201010170sfo,sfo,ByhaNa00,rec_yds,7,,,,,
player,201010170sfo,sfo,ByhaNa00,rec_td,0,,,,,
player,201010170sfo,sfo,ByhaNa00,rec_long,7,,,,,
player,201010170sfo,sfo,ByhaNa00,fumbles,0,,,,,
player,201010170sfo,sfo,ByhaNa00,fumbles_lost,,,,,,
player,201010170sfo,sfo,ZiegDo00,pass_cmp,0,,,,,
player,201010170sfo,sfo,ZiegDo00,pass_att,0,,,,,
player,201010170sfo,sfo,ZiegDo00,pass_yds,0,,,,,
player,201010170sfo,sfo,ZiegDo00,pass_td,0,,,,,
player,201010170sfo,sfo,ZiegDo00,pass_int,0,,,,,
player,201010170sfo,sfo,ZiegDo00,pass_sacked,,,,,,
player,201010170sfo,sfo,ZiegDo00,pass_sacked_yds,,,,,,
player,201010170sfo,sfo,ZiegDo00,pass_long,0,,,,,
player,201010170sfo,sfo,ZiegDo00,pass_rating,,,,,,
player,201010170sfo,sfo,ZiegDo00,rush_att,0,,,,,
player,201010170sfo,sfo,ZiegDo00,rush_yds,0,,,,,
player,201010170sfo,sfo,ZiegDo00,rush_td,0,,,,,
player,201010170sfo,sfo,ZiegDo00,rush_long,0,,,,,
player,201010170sfo,sfo,ZiegDo00,targets,1,,,,,
player,201010170sfo,sfo,ZiegDo00,rec,1,,,,,
player,201010170sfo,sfo,ZiegDo00,rec_yds,6,,,,,
player,201010170sfo,sfo,ZiegDo00,rec_td,0,,,,,
player,201010170sfo,sfo,ZiegDo00,rec_long,6,,,,,
player,201010170sfo,sfo,ZiegDo00,fumbles,0,,,,,
player,201010170sfo,sfo,ZiegDo00,fumbles_lost,,,,,,
player,201010170sfo,rai,KellTo21,def_int,0,,,,,
player,201010170sfo,rai,KellTo21,def_int_yds,0,,,,,
player,201010170sfo,rai,KellTo21,def_int_td,0,,,,,
player,201010170sfo,rai,KellTo21,def_int_long,0,,,,,
player,201010170sfo,rai,KellTo21,pass_defended,0,,,,,
player,201010170sfo,rai,KellTo21,sacks,1.0,,,,,
player,201010170sfo,rai,KellTo21,tackles_combined,6,,,,,
player,201010170sfo,rai,KellTo21,tackles_solo,5,,,,,
player,201010170sfo,rai,KellTo21,tackles_assists,1,,,,,
player,201010170sfo,rai,KellTo21,tackles_loss,1,,,,,
player,201010170sfo,rai,KellTo21,qb_hits,2,,,,,
player,201010170sfo,rai,KellTo21,fumbles_rec,0,,,,,
player,201010170sfo,rai,KellTo21,fumbles_rec_yds,0,,,,,
player,201010170sfo,rai,KellTo21,fumbles_rec_td,0,,,,,
player,201010170sfo,rai,KellTo21,fumbles_forced,0,,,,,
player,201010170sfo,rai,ShauMa99,def_int,0,,,,,
player,201010170sfo,rai,ShauMa99,def_int_yds,0,,,,,
player,201010170sfo,rai,ShauMa99,def_int_td,0,,,,,
player,201010170sfo,rai,ShauMa99,def_int_long,0,,,,,
player,201010170sfo,rai,ShauMa99,pass_defended,0,,,,,
player,201010170sfo,rai,ShauMa99,sacks,1.0,,,,,
player,201010170sfo,rai,ShauMa99,tackles_combined,4,,,,,
player,201010170sfo,rai,ShauMa99,tackles_solo,4,,,,,
player,201010170sfo,rai,ShauMa99,tackles_assists,0,,,,,
player,201010170sfo,rai,ShauMa99,tackles_loss,1,,,,,
player,201010170sfo,rai,ShauMa99,qb_hits,1,,,,,
player,201010170sfo,rai,ShauMa99,fumbles_rec,0,,,,,
player,201010170sfo,rai,ShauMa99,fumbles_rec_yds,0,,,,,
player,201010170sfo,rai,ShauMa99,fumbles_rec_td,0,,,,,
player,201010170sfo,rai,ShauMa99,fumbles_forced,0,,,,,
player,201010170sfo,rai,BranTy99,def_int,0,,,,,
player,201010170sfo,rai,BranTy99,def_int_yds,0,,,,,
player,201010170sfo,rai,BranTy99,def_int_td,0,,,,,
