game,2010,7,20101025,201010250dal,nyg,"New York Giants",41,dal,"Dallas Cowboys",35
team,201010250dal,nyg,First Downs,25,,,,,,
team,201010250dal,dal,First Downs,14,,,,,,
team,201010250dal,nyg,Rush-Yds-TDs,37-200-1,,,,,,
team,201010250dal,dal,Rush-Yds-TDs,13-41-0,,,,,,
team,201010250dal,nyg,Cmp-Att-Yd-TD-INT,25-35-306-4-3,,,,,,
team,201010250dal,dal,Cmp-Att-Yd-TD-INT,21-40-226-3-0,,,,,,
team,201010250dal,nyg,Sacked-Yards,1-9,,,,,,
team,201010250dal,dal,Sacked-Yards,3-13,,,,,,
team,201010250dal,nyg,Net Pass Yards,297,,,,,,
team,201010250dal,dal,Net Pass Yards,213,,,,,,
team,201010250dal,nyg,Total Yards,497,,,,,,
team,201010250dal,dal,Total Yards,254,,,,,,
team,201010250dal,nyg,Fumbles-Lost,3-2,,,,,,
team,201010250dal,dal,Fumbles-Lost,2-2,,,,,,
team,201010250dal,nyg,Turnovers,5,,,,,,
team,201010250dal,dal,Turnovers,2,,,,,,
team,201010250dal,nyg,Penalties-Yards,6-46,,,,,,
team,201010250dal,dal,Penalties-Yards,5-42,,,,,,
team,201010250dal,nyg,Third Down Conv.,5-13,,,,,,
team,201010250dal,dal,Third Down Conv.,0-10,,,,,,
team,201010250dal,nyg,Fourth Down Conv.,0-0,,,,,,
team,201010250dal,dal,Fourth Down Conv.,1-2,,,,,,
team,201010250dal,nyg,Time of Possession,37:31,,,,,,
team,201010250dal,dal,Time of Possession,22:29,,,,,,
player,201010250dal,nyg,MannEl00,pass_cmp,25,,,,,
player,201010250dal,nyg,MannEl00,pass_att,35,,,,,
player,201010250dal,nyg,MannEl00,pass_yds,306,,,,,
player,201010250dal,nyg,MannEl00,pass_td,4,,,,,
player,201010250dal,nyg,MannEl00,pass_int,3,,,,,
player,201010250dal,nyg,MannEl00,pass_sacked,1,,,,,
player,201010250dal,nyg,MannEl00,pass_sacked_yds,9,,,,,
player,201010250dal,nyg,MannEl00,pass_long,32,,,,,
player,201010250dal,nyg,MannEl00,pass_rating,100.4,,,,,
player,201010250dal,nyg,MannEl00,rush_att,1,,,,,
player,201010250dal,nyg,MannEl00,rush_yds,-1,,,,,
player,201010250dal,nyg,MannEl00,rush_td,0,,,,,
player,201010250dal,nyg,MannEl00,rush_long,-1,,,,,
player,201010250dal,nyg,MannEl00,targets,0,,,,,
player,201010250dal,nyg,MannEl00,rec,0,,,,,
player,201010250dal,nyg,MannEl00,rec_yds,0,,,,,
player,201010250dal,nyg,MannEl00,rec_td,0,,,,,
player,201010250dal,nyg,MannEl00,rec_long,0,,,,,
player,201010250dal,nyg,MannEl00,fumbles,1,,,,,
player,201010250dal,nyg,MannEl00,fumbles_lost,0,,,,,
player,201010250dal,nyg,BradAh00,pass_cmp,0,,,,,
player,201010250dal,nyg,BradAh00,pass_att,0,,,,,
player,201010250dal,nyg,BradAh00,pass_yds,0,,,,,
player,201010250dal,nyg,BradAh00,pass_td,0,,,,,
player,201010250dal,nyg,BradAh00,pass_int,0,,,,,
player,201010250dal,nyg,BradAh00,pass_sacked,,,,,,
player,201010250dal,nyg,BradAh00,pass_sacked_yds,,,,,,
player,201010250dal,nyg,BradAh00,pass_long,0,,,,,
player,201010250dal,nyg,BradAh00,pass_rating,,,,,,
player,201010250dal,nyg,BradAh00,rush_att,24,,,,,
player,201010250dal,nyg,BradAh00,rush_yds,126,,,,,
player,201010250dal,nyg,BradAh00,rush_td,0,,,,,
player,201010250dal,nyg,BradAh00,rush_long,22,,,,,
player,201010250dal,nyg,BradAh00,targets,2,,,,,
player,201010250dal,nyg,BradAh00,rec,2,,,,,
player,201010250dal,nyg,BradAh00,rec_yds,12,,,,,
player,201010250dal,nyg,BradAh00,rec_td,0,,,,,
player,201010250dal,nyg,BradAh00,rec_long,10,,,,,
player,201010250dal,nyg,BradAh00,fumbles,1,,,,,
player,201010250dal,nyg,BradAh00,fumbles_lost,1,,,,,
player,201010250dal,nyg,JacoBr00,pass_cmp,0,,,,,
player,201010250dal,nyg,JacoBr00,pass_att,0,,,,,
player,201010250dal,nyg,JacoBr00,pass_yds,0,,,,,
player,201010250dal,nyg,JacoBr00,pass_td,0,,,,,
player,201010250dal,nyg,JacoBr00,pass_int,0,,,,,
