game,2010,8,20101031,201010310nwe,min,"Minnesota Vikings",18,nwe,"New England Patriots",28
player,201010310nwe,min,HendEr99,tackles_assists,1,,,,,
player,201010310nwe,min,HendEr99,tackles_loss,,,,,,
player,201010310nwe,min,HendEr99,qb_hits,,,,,,
player,201010310nwe,min,HendEr99,fumbles_rec,0,,,,,
player,201010310nwe,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,HendEr99,fumbles_rec_td,0,,,,,
player,201010310nwe,min,HendEr99,fumbles_forced,0,,,,,
player,201010310nwe,min,AbduHu99,def_int,0,,,,,
player,201010310nwe,min,AbduHu99,def_int_yds,0,,,,,
player,201010310nwe,min,AbduHu99,def_int_td,0,,,,,
player,201010310nwe,min,AbduHu99,def_int_long,0,,,,,
player,201010310nwe,min,AbduHu99,pass_defended,0,,,,,
player,201010310nwe,min,AbduHu99,sacks,0.0,,,,,
player,201010310nwe,min,AbduHu99,tackles_combined,5,,,,,
player,201010310nwe,min,AbduHu99,tackles_solo,3,,,,,
player,201010310nwe,min,AbduHu99,tackles_assists,2,,,,,
player,201010310nwe,min,AbduHu99,tackles_loss,0,,,,,
player,201010310nwe,min,AbduHu99,qb_hits,0,,,,,
player,201010310nwe,min,AbduHu99,fumbles_rec,0,,,,,
player,201010310nwe,min,AbduHu99,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,AbduHu99,fumbles_rec_td,0,,,,,
player,201010310nwe,min,AbduHu99,fumbles_forced,0,,,,,
player,201010310nwe,min,AlleJa22,def_int,0,,,,,
player,201010310nwe,min,AlleJa22,def_int_yds,0,,,,,
player,201010310nwe,min,AlleJa22,def_int_td,0,,,,,
player,201010310nwe,min,AlleJa22,def_int_long,0,,,,,
player,201010310nwe,min,AlleJa22,pass_defended,0,,,,,
player,201010310nwe,min,AlleJa22,sacks,0.0,,,,,
player,201010310nwe,min,AlleJa22,tackles_combined,4,,,,,
player,201010310nwe,min,AlleJa22,tackles_solo,3,,,,,
player,201010310nwe,min,AlleJa22,tackles_assists,1,,,,,
player,201010310nwe,min,AlleJa22,tackles_loss,1,,,,,
player,201010310nwe,min,AlleJa22,qb_hits,0,,,,,
player,201010310nwe,min,AlleJa22,fumbles_rec,0,,,,,
player,201010310nwe,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201010310nwe,min,AlleJa22,fumbles_forced,0,,,,,
player,201010310nwe,min,CookCh99,def_int,0,,,,,
player,201010310nwe,min,CookCh99,def_int_yds,0,,,,,
player,201010310nwe,min,CookCh99,def_int_td,0,,,,,
player,201010310nwe,min,CookCh99,def_int_long,0,,,,,
player,201010310nwe,min,CookCh99,pass_defended,0,,,,,
player,201010310nwe,min,CookCh99,sacks,0.0,,,,,
player,201010310nwe,min,CookCh99,tackles_combined,4,,,,,
player,201010310nwe,min,CookCh99,tackles_solo,3,,,,,
player,201010310nwe,min,CookCh99,tackles_assists,1,,,,,
player,201010310nwe,min,CookCh99,tackles_loss,0,,,,,
player,201010310nwe,min,CookCh99,qb_hits,0,,,,,
player,201010310nwe,min,CookCh99,fumbles_rec,0,,,,,
player,201010310nwe,min,CookCh99,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,CookCh99,fumbles_rec_td,0,,,,,
player,201010310nwe,min,CookCh99,fumbles_forced,0,,,,,
player,201010310nwe,min,WillMa20,def_int,0,,,,,
player,201010310nwe,min,WillMa20,def_int_yds,0,,,,,
player,201010310nwe,min,WillMa20,def_int_td,0,,,,,
player,201010310nwe,min,WillMa20,def_int_long,0,,,,,
player,201010310nwe,min,WillMa20,pass_defended,0,,,,,
player,201010310nwe,min,WillMa20,sacks,0.0,,,,,
player,201010310nwe,min,WillMa20,tackles_combined,4,,,,,
player,201010310nwe,min,WillMa20,tackles_solo,4,,,,,
player,201010310nwe,min,WillMa20,tackles_assists,0,,,,,
player,201010310nwe,min,WillMa20,tackles_loss,0,,,,,
player,201010310nwe,min,WillMa20,qb_hits,0,,,,,
player,201010310nwe,min,WillMa20,fumbles_rec,0,,,,,
player,201010310nwe,min,WillMa20,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,WillMa20,fumbles_rec_td,0,,,,,
player,201010310nwe,min,WillMa20,fumbles_forced,0,,,,,
player,201010310nwe,min,WinfAn20,def_int,0,,,,,
player,201010310nwe,min,WinfAn20,def_int_yds,0,,,,,
player,201010310nwe,min,WinfAn20,def_int_td,0,,,,,
player,201010310nwe,min,WinfAn20,def_int_long,0,,,,,
player,201010310nwe,min,WinfAn20,pass_defended,0,,,,,
player,201010310nwe,min,WinfAn20,sacks,0.0,,,,,
player,201010310nwe,min,WinfAn20,tackles_combined,4,,,,,
player,201010310nwe,min,WinfAn20,tackles_solo,2,,,,,
player,201010310nwe,min,WinfAn20,tackles_assists,2,,,,,
player,201010310nwe,min,WinfAn20,tackles_loss,0,,,,,
player,201010310nwe,min,WinfAn20,qb_hits,0,,,,,
player,201010310nwe,min,WinfAn20,fumbles_rec,0,,,,,
player,201010310nwe,min,WinfAn20,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,WinfAn20,fumbles_rec_td,0,,,,,
player,201010310nwe,min,WinfAn20,fumbles_forced,0,,,,,
player,201010310nwe,min,FarwHe20,def_int,0,,,,,
player,201010310nwe,min,FarwHe20,def_int_yds,0,,,,,
player,201010310nwe,min,FarwHe20,def_int_td,0,,,,,
player,201010310nwe,min,FarwHe20,def_int_long,0,,,,,
player,201010310nwe,min,FarwHe20,pass_defended,0,,,,,
player,201010310nwe,min,FarwHe20,sacks,0.0,,,,,
player,201010310nwe,min,FarwHe20,tackles_combined,2,,,,,
player,201010310nwe,min,FarwHe20,tackles_solo,2,,,,,
player,201010310nwe,min,FarwHe20,tackles_assists,0,,,,,
player,201010310nwe,min,FarwHe20,tackles_loss,0,,,,,
player,201010310nwe,min,FarwHe20,qb_hits,0,,,,,
player,201010310nwe,min,FarwHe20,fumbles_rec,0,,,,,
player,201010310nwe,min,FarwHe20,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,FarwHe20,fumbles_rec_td,0,,,,,
player,201010310nwe,min,FarwHe20,fumbles_forced,0,,,,,
player,201010310nwe,min,FramEr99,def_int,0,,,,,
player,201010310nwe,min,FramEr99,def_int_yds,0,,,,,
player,201010310nwe,min,FramEr99,def_int_td,0,,,,,
player,201010310nwe,min,FramEr99,def_int_long,0,,,,,
player,201010310nwe,min,FramEr99,pass_defended,0,,,,,
player,201010310nwe,min,FramEr99,sacks,0.0,,,,,
player,201010310nwe,min,FramEr99,tackles_combined,2,,,,,
player,201010310nwe,min,FramEr99,tackles_solo,1,,,,,
player,201010310nwe,min,FramEr99,tackles_assists,1,,,,,
player,201010310nwe,min,FramEr99,tackles_loss,0,,,,,
player,201010310nwe,min,FramEr99,qb_hits,0,,,,,
player,201010310nwe,min,FramEr99,fumbles_rec,0,,,,,
player,201010310nwe,min,FramEr99,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,FramEr99,fumbles_rec_td,0,,,,,
player,201010310nwe,min,FramEr99,fumbles_forced,0,,,,,
player,201010310nwe,min,LebeBe20,def_int,0,,,,,
player,201010310nwe,min,LebeBe20,def_int_yds,0,,,,,
player,201010310nwe,min,LebeBe20,def_int_td,0,,,,,
player,201010310nwe,min,LebeBe20,def_int_long,0,,,,,
player,201010310nwe,min,LebeBe20,pass_defended,0,,,,,
player,201010310nwe,min,LebeBe20,sacks,0.0,,,,,
player,201010310nwe,min,LebeBe20,tackles_combined,2,,,,,
player,201010310nwe,min,LebeBe20,tackles_solo,1,,,,,
player,201010310nwe,min,LebeBe20,tackles_assists,1,,,,,
player,201010310nwe,min,LebeBe20,tackles_loss,1,,,,,
player,201010310nwe,min,LebeBe20,qb_hits,1,,,,,
player,201010310nwe,min,LebeBe20,fumbles_rec,0,,,,,
player,201010310nwe,min,LebeBe20,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,LebeBe20,fumbles_rec_td,0,,,,,
player,201010310nwe,min,LebeBe20,fumbles_forced,0,,,,,
player,201010310nwe,min,SanfJa99,def_int,0,,,,,
player,201010310nwe,min,SanfJa99,def_int_yds,0,,,,,
player,201010310nwe,min,SanfJa99,def_int_td,0,,,,,
player,201010310nwe,min,SanfJa99,def_int_long,0,,,,,
player,201010310nwe,min,SanfJa99,pass_defended,0,,,,,
player,201010310nwe,min,SanfJa99,sacks,0.0,,,,,
player,201010310nwe,min,SanfJa99,tackles_combined,2,,,,,
player,201010310nwe,min,SanfJa99,tackles_solo,2,,,,,
player,201010310nwe,min,SanfJa99,tackles_assists,0,,,,,
player,201010310nwe,min,SanfJa99,tackles_loss,0,,,,,
player,201010310nwe,min,SanfJa99,qb_hits,0,,,,,
player,201010310nwe,min,SanfJa99,fumbles_rec,0,,,,,
player,201010310nwe,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201010310nwe,min,SanfJa99,fumbles_forced,0,,,,,
player,201010310nwe,min,WillKe98,def_int,0,,,,,
player,201010310nwe,min,WillKe98,def_int_yds,0,,,,,
player,201010310nwe,min,WillKe98,def_int_td,0,,,,,
player,201010310nwe,min,WillKe98,def_int_long,0,,,,,
player,201010310nwe,min,WillKe98,pass_defended,0,,,,,
player,201010310nwe,min,WillKe98,sacks,0.0,,,,,
player,201010310nwe,min,WillKe98,tackles_combined,2,,,,,
player,201010310nwe,min,WillKe98,tackles_solo,1,,,,,
player,201010310nwe,min,WillKe98,tackles_assists,1,,,,,
player,201010310nwe,min,WillKe98,tackles_loss,0,,,,,
player,201010310nwe,min,WillKe98,qb_hits,1,,,,,
player,201010310nwe,min,WillKe98,fumbles_rec,0,,,,,
player,201010310nwe,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,WillKe98,fumbles_rec_td,0,,,,,
player,201010310nwe,min,WillKe98,fumbles_forced,0,,,,,
player,201010310nwe,min,WillPa20,def_int,0,,,,,
player,201010310nwe,min,WillPa20,def_int_yds,0,,,,,
player,201010310nwe,min,WillPa20,def_int_td,0,,,,,
player,201010310nwe,min,WillPa20,def_int_long,0,,,,,
player,201010310nwe,min,WillPa20,pass_defended,0,,,,,
player,201010310nwe,min,WillPa20,sacks,0.0,,,,,
player,201010310nwe,min,WillPa20,tackles_combined,2,,,,,
player,201010310nwe,min,WillPa20,tackles_solo,2,,,,,
player,201010310nwe,min,WillPa20,tackles_assists,0,,,,,
player,201010310nwe,min,WillPa20,tackles_loss,1,,,,,
player,201010310nwe,min,WillPa20,qb_hits,0,,,,,
player,201010310nwe,min,WillPa20,fumbles_rec,0,,,,,
player,201010310nwe,min,WillPa20,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,WillPa20,fumbles_rec_td,0,,,,,
player,201010310nwe,min,WillPa20,fumbles_forced,0,,,,,
player,201010310nwe,min,AlleAs99,def_int,0,,,,,
player,201010310nwe,min,AlleAs99,def_int_yds,0,,,,,
player,201010310nwe,min,AlleAs99,def_int_td,0,,,,,
player,201010310nwe,min,AlleAs99,def_int_long,0,,,,,
player,201010310nwe,min,AlleAs99,pass_defended,0,,,,,
player,201010310nwe,min,AlleAs99,sacks,0.0,,,,,
player,201010310nwe,min,AlleAs99,tackles_combined,1,,,,,
player,201010310nwe,min,AlleAs99,tackles_solo,1,,,,,
player,201010310nwe,min,AlleAs99,tackles_assists,0,,,,,
player,201010310nwe,min,AlleAs99,tackles_loss,0,,,,,
player,201010310nwe,min,AlleAs99,qb_hits,0,,,,,
player,201010310nwe,min,AlleAs99,fumbles_rec,0,,,,,
player,201010310nwe,min,AlleAs99,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,AlleAs99,fumbles_rec_td,0,,,,,
player,201010310nwe,min,AlleAs99,fumbles_forced,0,,,,,
player,201010310nwe,min,EdwaRa21,def_int,0,,,,,
player,201010310nwe,min,EdwaRa21,def_int_yds,0,,,,,
player,201010310nwe,min,EdwaRa21,def_int_td,0,,,,,
player,201010310nwe,min,EdwaRa21,def_int_long,0,,,,,
player,201010310nwe,min,EdwaRa21,pass_defended,0,,,,,
player,201010310nwe,min,EdwaRa21,sacks,0.0,,,,,
player,201010310nwe,min,EdwaRa21,tackles_combined,1,,,,,
player,201010310nwe,min,EdwaRa21,tackles_solo,1,,,,,
player,201010310nwe,min,EdwaRa21,tackles_assists,0,,,,,
player,201010310nwe,min,EdwaRa21,tackles_loss,0,,,,,
player,201010310nwe,min,EdwaRa21,qb_hits,1,,,,,
player,201010310nwe,min,EdwaRa21,fumbles_rec,0,,,,,
player,201010310nwe,min,EdwaRa21,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,EdwaRa21,fumbles_rec_td,0,,,,,
player,201010310nwe,min,EdwaRa21,fumbles_forced,0,,,,,
player,201010310nwe,min,EvanFr21,def_int,0,,,,,
player,201010310nwe,min,EvanFr21,def_int_yds,0,,,,,
player,201010310nwe,min,EvanFr21,def_int_td,0,,,,,
player,201010310nwe,min,EvanFr21,def_int_long,0,,,,,
player,201010310nwe,min,EvanFr21,pass_defended,0,,,,,
player,201010310nwe,min,EvanFr21,sacks,0.0,,,,,
player,201010310nwe,min,EvanFr21,tackles_combined,1,,,,,
player,201010310nwe,min,EvanFr21,tackles_solo,1,,,,,
player,201010310nwe,min,EvanFr21,tackles_assists,0,,,,,
player,201010310nwe,min,EvanFr21,tackles_loss,0,,,,,
player,201010310nwe,min,EvanFr21,qb_hits,0,,,,,
player,201010310nwe,min,EvanFr21,fumbles_rec,0,,,,,
player,201010310nwe,min,EvanFr21,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,EvanFr21,fumbles_rec_td,0,,,,,
player,201010310nwe,min,EvanFr21,fumbles_forced,0,,,,,
player,201010310nwe,min,OnatKe00,def_int,0,,,,,
player,201010310nwe,min,OnatKe00,def_int_yds,0,,,,,
player,201010310nwe,min,OnatKe00,def_int_td,0,,,,,
player,201010310nwe,min,OnatKe00,def_int_long,0,,,,,
player,201010310nwe,min,OnatKe00,pass_defended,0,,,,,
player,201010310nwe,min,OnatKe00,sacks,0.0,,,,,
player,201010310nwe,min,OnatKe00,tackles_combined,1,,,,,
player,201010310nwe,min,OnatKe00,tackles_solo,0,,,,,
player,201010310nwe,min,OnatKe00,tackles_assists,1,,,,,
player,201010310nwe,min,OnatKe00,tackles_loss,0,,,,,
player,201010310nwe,min,OnatKe00,qb_hits,0,,,,,
player,201010310nwe,min,OnatKe00,fumbles_rec,0,,,,,
player,201010310nwe,min,OnatKe00,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,OnatKe00,fumbles_rec_td,0,,,,,
player,201010310nwe,min,OnatKe00,fumbles_forced,0,,,,,
player,201010310nwe,min,RobiBr98,def_int,0,,,,,
player,201010310nwe,min,RobiBr98,def_int_yds,0,,,,,
player,201010310nwe,min,RobiBr98,def_int_td,0,,,,,
player,201010310nwe,min,RobiBr98,def_int_long,0,,,,,
player,201010310nwe,min,RobiBr98,pass_defended,0,,,,,
player,201010310nwe,min,RobiBr98,sacks,0.0,,,,,
player,201010310nwe,min,RobiBr98,tackles_combined,1,,,,,
player,201010310nwe,min,RobiBr98,tackles_solo,1,,,,,
player,201010310nwe,min,RobiBr98,tackles_assists,0,,,,,
player,201010310nwe,min,RobiBr98,tackles_loss,0,,,,,
player,201010310nwe,min,RobiBr98,qb_hits,0,,,,,
player,201010310nwe,min,RobiBr98,fumbles_rec,0,,,,,
player,201010310nwe,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201010310nwe,min,RobiBr98,fumbles_forced,0,,,,,
player,201010310nwe,min,GuioLe99,def_int,0,,,,,
player,201010310nwe,min,GuioLe99,def_int_yds,0,,,,,
player,201010310nwe,min,GuioLe99,def_int_td,0,,,,,
player,201010310nwe,min,GuioLe99,def_int_long,0,,,,,
player,201010310nwe,min,GuioLe99,pass_defended,0,,,,,
player,201010310nwe,min,GuioLe99,sacks,0.0,,,,,
player,201010310nwe,min,GuioLe99,tackles_combined,0,,,,,
player,201010310nwe,min,GuioLe99,tackles_solo,0,,,,,
player,201010310nwe,min,GuioLe99,tackles_assists,0,,,,,
player,201010310nwe,min,GuioLe99,tackles_loss,0,,,,,
player,201010310nwe,min,GuioLe99,qb_hits,1,,,,,
player,201010310nwe,min,GuioLe99,fumbles_rec,0,,,,,
player,201010310nwe,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201010310nwe,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201010310nwe,min,GuioLe99,fumbles_forced,0,,,,,
player,201010310nwe,min,HendE.20,def_int,,,,,,
player,201010310nwe,min,HendE.20,def_int_yds,,,,,,
player,201010310nwe,min,HendE.20,def_int_td,,,,,,
player,201010310nwe,min,HendE.20,def_int_long,,,,,,
player,201010310nwe,min,HendE.20,pass_defended,0,,,,,
player,201010310nwe,min,HendE.20,sacks,0.0,,,,,
player,201010310nwe,min,HendE.20,tackles_combined,6,,,,,
player,201010310nwe,min,HendE.20,tackles_solo,5,,,,,
player,201010310nwe,min,HendE.20,tackles_assists,1,,,,,
player,201010310nwe,min,HendE.20,tackles_loss,0,,,,,
player,201010310nwe,min,HendE.20,qb_hits,0,,,,,
player,201010310nwe,min,HendE.20,fumbles_rec,0,,,,,
player,201010310nwe,min,HendE.20,fumbles_rec_yds,,,,,,
player,201010310nwe,min,HendE.20,fumbles_rec_td,,,,,,
player,201010310nwe,min,HendE.20,fumbles_forced,0,,,,,
player,201010310nwe,nwe,McCoDe99,def_int,1,,,,,
player,201010310nwe,nwe,McCoDe99,def_int_yds,37,,,,,
player,201010310nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201010310nwe,nwe,McCoDe99,def_int_long,37,,,,,
player,201010310nwe,nwe,McCoDe99,pass_defended,3,,,,,
player,201010310nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201010310nwe,nwe,McCoDe99,tackles_combined,5,,,,,
player,201010310nwe,nwe,McCoDe99,tackles_solo,4,,,,,
player,201010310nwe,nwe,McCoDe99,tackles_assists,1,,,,,
player,201010310nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201010310nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201010310nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201010310nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201010310nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201010310nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201010310nwe,nwe,WrigMi20,def_int,0,,,,,
player,201010310nwe,nwe,WrigMi20,def_int_yds,0,,,,,
player,201010310nwe,nwe,WrigMi20,def_int_td,0,,,,,
player,201010310nwe,nwe,WrigMi20,def_int_long,0,,,,,
player,201010310nwe,nwe,WrigMi20,pass_defended,0,,,,,
player,201010310nwe,nwe,WrigMi20,sacks,1.0,,,,,
player,201010310nwe,nwe,WrigMi20,tackles_combined,2,,,,,
player,201010310nwe,nwe,WrigMi20,tackles_solo,2,,,,,
player,201010310nwe,nwe,WrigMi20,tackles_assists,0,,,,,
player,201010310nwe,nwe,WrigMi20,tackles_loss,1,,,,,
player,201010310nwe,nwe,WrigMi20,qb_hits,2,,,,,
player,201010310nwe,nwe,WrigMi20,fumbles_rec,0,,,,,
player,201010310nwe,nwe,WrigMi20,fumbles_rec_yds,0,,,,,
player,201010310nwe,nwe,WrigMi20,fumbles_rec_td,0,,,,,
player,201010310nwe,nwe,WrigMi20,fumbles_forced,0,,,,,
player,201010310nwe,nwe,MayoJe99,def_int,0,,,,,
player,201010310nwe,nwe,MayoJe99,def_int_yds,0,,,,,
player,201010310nwe,nwe,MayoJe99,def_int_td,0,,,,,
player,201010310nwe,nwe,MayoJe99,def_int_long,0,,,,,
player,201010310nwe,nwe,MayoJe99,pass_defended,0,,,,,
player,201010310nwe,nwe,MayoJe99,sacks,0.0,,,,,
player,201010310nwe,nwe,MayoJe99,tackles_combined,14,,,,,
player,201010310nwe,nwe,MayoJe99,tackles_solo,7,,,,,
player,201010310nwe,nwe,MayoJe99,tackles_assists,7,,,,,
player,201010310nwe,nwe,MayoJe99,tackles_loss,0,,,,,
player,201010310nwe,nwe,MayoJe99,qb_hits,1,,,,,
player,201010310nwe,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201010310nwe,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201010310nwe,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201010310nwe,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201010310nwe,nwe,ArriKy00,def_int,0,,,,,
player,201010310nwe,nwe,ArriKy00,def_int_yds,0,,,,,
player,201010310nwe,nwe,ArriKy00,def_int_td,0,,,,,
player,201010310nwe,nwe,ArriKy00,def_int_long,0,,,,,
player,201010310nwe,nwe,ArriKy00,pass_defended,0,,,,,
player,201010310nwe,nwe,ArriKy00,sacks,0.0,,,,,
player,201010310nwe,nwe,ArriKy00,tackles_combined,7,,,,,
player,201010310nwe,nwe,ArriKy00,tackles_solo,5,,,,,
player,201010310nwe,nwe,ArriKy00,tackles_assists,2,,,,,
player,201010310nwe,nwe,ArriKy00,tackles_loss,0,,,,,
player,201010310nwe,nwe,ArriKy00,qb_hits,0,,,,,
player,201010310nwe,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201010310nwe,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201010310nwe,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201010310nwe,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201010310nwe,nwe,MeriBr99,def_int,0,,,,,
player,201010310nwe,nwe,MeriBr99,def_int_yds,0,,,,,
player,201010310nwe,nwe,MeriBr99,def_int_td,0,,,,,
player,201010310nwe,nwe,MeriBr99,def_int_long,0,,,,,
player,201010310nwe,nwe,MeriBr99,pass_defended,0,,,,,
player,201010310nwe,nwe,MeriBr99,sacks,0.0,,,,,
player,201010310nwe,nwe,MeriBr99,tackles_combined,7,,,,,
player,201010310nwe,nwe,MeriBr99,tackles_solo,5,,,,,
player,201010310nwe,nwe,MeriBr99,tackles_assists,2,,,,,
player,201010310nwe,nwe,MeriBr99,tackles_loss,0,,,,,
player,201010310nwe,nwe,MeriBr99,qb_hits,0,,,,,
player,201010310nwe,nwe,MeriBr99,fumbles_rec,0,,,,,
player,201010310nwe,nwe,MeriBr99,fumbles_rec_yds,0,,,,,
player,201010310nwe,nwe,MeriBr99,fumbles_rec_td,0,,,,,
player,201010310nwe,nwe,MeriBr99,fumbles_forced,0,,,,,
player,201010310nwe,nwe,SpikBr99,def_int,0,,,,,
player,201010310nwe,nwe,SpikBr99,def_int_yds,0,,,,,
player,201010310nwe,nwe,SpikBr99,def_int_td,0,,,,,
player,201010310nwe,nwe,SpikBr99,def_int_long,0,,,,,
player,201010310nwe,nwe,SpikBr99,pass_defended,0,,,,,
player,201010310nwe,nwe,SpikBr99,sacks,0.0,,,,,
player,201010310nwe,nwe,SpikBr99,tackles_combined,7,,,,,
player,201010310nwe,nwe,SpikBr99,tackles_solo,5,,,,,
player,201010310nwe,nwe,SpikBr99,tackles_assists,2,,,,,
player,201010310nwe,nwe,SpikBr99,tackles_loss,1,,,,,
player,201010310nwe,nwe,SpikBr99,qb_hits,0,,,,,
player,201010310nwe,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201010310nwe,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201010310nwe,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201010310nwe,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201010310nwe,nwe,BantTu20,def_int,0,,,,,
player,201010310nwe,nwe,BantTu20,def_int_yds,0,,,,,
player,201010310nwe,nwe,BantTu20,def_int_td,0,,,,,
player,201010310nwe,nwe,BantTu20,def_int_long,0,,,,,
player,201010310nwe,nwe,BantTu20,pass_defended,0,,,,,
player,201010310nwe,nwe,BantTu20,sacks,0.0,,,,,
player,201010310nwe,nwe,BantTu20,tackles_combined,6,,,,,
player,201010310nwe,nwe,BantTu20,tackles_solo,5,,,,,
player,201010310nwe,nwe,BantTu20,tackles_assists,1,,,,,
player,201010310nwe,nwe,BantTu20,tackles_loss,1,,,,,
player,201010310nwe,nwe,BantTu20,qb_hits,1,,,,,
player,201010310nwe,nwe,BantTu20,fumbles_rec,0,,,,,
player,201010310nwe,nwe,BantTu20,fumbles_rec_yds,0,,,,,
player,201010310nwe,nwe,BantTu20,fumbles_rec_td,0,,,,,
player,201010310nwe,nwe,BantTu20,fumbles_forced,0,,,,,
player,201010310nwe,nwe,SandJa21,def_int,0,,,,,
player,201010310nwe,nwe,SandJa21,def_int_yds,0,,,,,
player,201010310nwe,nwe,SandJa21,def_int_td,0,,,,,
player,201010310nwe,nwe,SandJa21,def_int_long,0,,,,,
player,201010310nwe,nwe,SandJa21,pass_defended,0,,,,,
player,201010310nwe,nwe,SandJa21,sacks,0.0,,,,,
player,201010310nwe,nwe,SandJa21,tackles_combined,5,,,,,
player,201010310nwe,nwe,SandJa21,tackles_solo,5,,,,,
player,201010310nwe,nwe,SandJa21,tackles_assists,0,,,,,
player,201010310nwe,nwe,SandJa21,tackles_loss,0,,,,,
player,201010310nwe,nwe,SandJa21,qb_hits,0,,,,,
player,201010310nwe,nwe,SandJa21,fumbles_rec,0,,,,,
player,201010310nwe,nwe,SandJa21,fumbles_rec_yds,0,,,,,
player,201010310nwe,nwe,SandJa21,fumbles_rec_td,0,,,,,
player,201010310nwe,nwe,SandJa21,fumbles_forced,0,,,,,
player,201010310nwe,nwe,WilfVi20,def_int,0,,,,,
player,201010310nwe,nwe,WilfVi20,def_int_yds,0,,,,,
player,201010310nwe,nwe,WilfVi20,def_int_td,0,,,,,
player,201010310nwe,nwe,WilfVi20,def_int_long,0,,,,,
player,201010310nwe,nwe,WilfVi20,pass_defended,0,,,,,
player,201010310nwe,nwe,WilfVi20,sacks,0.0,,,,,
player,201010310nwe,nwe,WilfVi20,tackles_combined,5,,,,,
player,201010310nwe,nwe,WilfVi20,tackles_solo,4,,,,,
player,201010310nwe,nwe,WilfVi20,tackles_assists,1,,,,,
player,201010310nwe,nwe,WilfVi20,tackles_loss,1,,,,,
player,201010310nwe,nwe,WilfVi20,qb_hits,0,,,,,
player,201010310nwe,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201010310nwe,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201010310nwe,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201010310nwe,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201010310nwe,nwe,BracRo99,def_int,0,,,,,
player,201010310nwe,nwe,BracRo99,def_int_yds,0,,,,,
player,201010310nwe,nwe,BracRo99,def_int_td,0,,,,,
player,201010310nwe,nwe,BracRo99,def_int_long,0,,,,,
player,201010310nwe,nwe,BracRo99,pass_defended,0,,,,,
player,201010310nwe,nwe,BracRo99,sacks,0.0,,,,,
player,201010310nwe,nwe,BracRo99,tackles_combined,4,,,,,
player,201010310nwe,nwe,BracRo99,tackles_solo,2,,,,,
player,201010310nwe,nwe,BracRo99,tackles_assists,2,,,,,
player,201010310nwe,nwe,BracRo99,tackles_loss,0,,,,,
player,201010310nwe,nwe,BracRo99,qb_hits,0,,,,,
player,201010310nwe,nwe,BracRo99,fumbles_rec,0,,,,,
player,201010310nwe,nwe,BracRo99,fumbles_rec_yds,0,,,,,
player,201010310nwe,nwe,BracRo99,fumbles_rec_td,0,,,,,
player,201010310nwe,nwe,BracRo99,fumbles_forced,0,,,,,
player,201010310nwe,nwe,CunnJe99,def_int,0,,,,,
player,201010310nwe,nwe,CunnJe99,def_int_yds,0,,,,,
