game,2010,16,20101226,201012260rai,clt,"Indianapolis Colts",31,rai,"Oakland Raiders",26
player,201012260rai,rai,CampJa00,pass_cmp,29,,,,,
player,201012260rai,rai,CampJa00,pass_att,42,,,,,
player,201012260rai,rai,CampJa00,pass_yds,231,,,,,
player,201012260rai,rai,CampJa00,pass_td,1,,,,,
player,201012260rai,rai,CampJa00,pass_int,0,,,,,
player,201012260rai,rai,CampJa00,pass_sacked,3,,,,,
player,201012260rai,rai,CampJa00,pass_sacked_yds,21,,,,,
player,201012260rai,rai,CampJa00,pass_long,26,,,,,
player,201012260rai,rai,CampJa00,pass_rating,90.5,,,,,
player,201012260rai,rai,CampJa00,rush_att,3,,,,,
player,201012260rai,rai,CampJa00,rush_yds,10,,,,,
player,201012260rai,rai,CampJa00,rush_td,0,,,,,
player,201012260rai,rai,CampJa00,rush_long,5,,,,,
player,201012260rai,rai,CampJa00,targets,0,,,,,
player,201012260rai,rai,CampJa00,rec,0,,,,,
player,201012260rai,rai,CampJa00,rec_yds,0,,,,,
player,201012260rai,rai,CampJa00,rec_td,0,,,,,
player,201012260rai,rai,CampJa00,rec_long,0,,,,,
player,201012260rai,rai,CampJa00,fumbles,0,,,,,
player,201012260rai,rai,CampJa00,fumbles_lost,,,,,,
player,201012260rai,rai,McFaDa00,pass_cmp,0,,,,,
player,201012260rai,rai,McFaDa00,pass_att,0,,,,,
player,201012260rai,rai,McFaDa00,pass_yds,0,,,,,
player,201012260rai,rai,McFaDa00,pass_td,0,,,,,
player,201012260rai,rai,McFaDa00,pass_int,0,,,,,
player,201012260rai,rai,McFaDa00,pass_sacked,,,,,,
player,201012260rai,rai,McFaDa00,pass_sacked_yds,,,,,,
player,201012260rai,rai,McFaDa00,pass_long,0,,,,,
player,201012260rai,rai,McFaDa00,pass_rating,,,,,,
player,201012260rai,rai,McFaDa00,rush_att,11,,,,,
player,201012260rai,rai,McFaDa00,rush_yds,45,,,,,
player,201012260rai,rai,McFaDa00,rush_td,0,,,,,
player,201012260rai,rai,McFaDa00,rush_long,26,,,,,
player,201012260rai,rai,McFaDa00,targets,6,,,,,
player,201012260rai,rai,McFaDa00,rec,4,,,,,
player,201012260rai,rai,McFaDa00,rec_yds,31,,,,,
player,201012260rai,rai,McFaDa00,rec_td,0,,,,,
player,201012260rai,rai,McFaDa00,rec_long,12,,,,,
player,201012260rai,rai,McFaDa00,fumbles,0,,,,,
player,201012260rai,rai,McFaDa00,fumbles_lost,,,,,,
player,201012260rai,rai,BushMi00,pass_cmp,0,,,,,
player,201012260rai,rai,BushMi00,pass_att,0,,,,,
player,201012260rai,rai,BushMi00,pass_yds,0,,,,,
player,201012260rai,rai,BushMi00,pass_td,0,,,,,
player,201012260rai,rai,BushMi00,pass_int,0,,,,,
player,201012260rai,rai,BushMi00,pass_sacked,,,,,,
player,201012260rai,rai,BushMi00,pass_sacked_yds,,,,,,
player,201012260rai,rai,BushMi00,pass_long,0,,,,,
player,201012260rai,rai,BushMi00,pass_rating,,,,,,
player,201012260rai,rai,BushMi00,rush_att,3,,,,,
player,201012260rai,rai,BushMi00,rush_yds,19,,,,,
player,201012260rai,rai,BushMi00,rush_td,0,,,,,
player,201012260rai,rai,BushMi00,rush_long,15,,,,,
player,201012260rai,rai,BushMi00,targets,5,,,,,
player,201012260rai,rai,BushMi00,rec,3,,,,,
player,201012260rai,rai,BushMi00,rec_yds,15,,,,,
player,201012260rai,rai,BushMi00,rec_td,0,,,,,
player,201012260rai,rai,BushMi00,rec_long,6,,,,,
player,201012260rai,rai,BushMi00,fumbles,0,,,,,
player,201012260rai,rai,BushMi00,fumbles_lost,,,,,,
player,201012260rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201012260rai,rai,ReecMa00,pass_att,0,,,,,
player,201012260rai,rai,ReecMa00,pass_yds,0,,,,,
player,201012260rai,rai,ReecMa00,pass_td,0,,,,,
player,201012260rai,rai,ReecMa00,pass_int,0,,,,,
player,201012260rai,rai,ReecMa00,pass_sacked,,,,,,
player,201012260rai,rai,ReecMa00,pass_sacked_yds,,,,,,
player,201012260rai,rai,ReecMa00,pass_long,0,,,,,
player,201012260rai,rai,ReecMa00,pass_rating,,,,,,
player,201012260rai,rai,ReecMa00,rush_att,3,,,,,
player,201012260rai,rai,ReecMa00,rush_yds,6,,,,,
player,201012260rai,rai,ReecMa00,rush_td,0,,,,,
player,201012260rai,rai,ReecMa00,rush_long,4,,,,,
player,201012260rai,rai,ReecMa00,targets,3,,,,,
player,201012260rai,rai,ReecMa00,rec,2,,,,,
player,201012260rai,rai,ReecMa00,rec_yds,2,,,,,
player,201012260rai,rai,ReecMa00,rec_td,0,,,,,
player,201012260rai,rai,ReecMa00,rec_long,2,,,,,
player,201012260rai,rai,ReecMa00,fumbles,0,,,,,
player,201012260rai,rai,ReecMa00,fumbles_lost,,,,,,
player,201012260rai,rai,MillZa01,pass_cmp,0,,,,,
player,201012260rai,rai,MillZa01,pass_att,0,,,,,
player,201012260rai,rai,MillZa01,pass_yds,0,,,,,
player,201012260rai,rai,MillZa01,pass_td,0,,,,,
player,201012260rai,rai,MillZa01,pass_int,0,,,,,
player,201012260rai,rai,MillZa01,pass_sacked,,,,,,
player,201012260rai,rai,MillZa01,pass_sacked_yds,,,,,,
player,201012260rai,rai,MillZa01,pass_long,0,,,,,
player,201012260rai,rai,MillZa01,pass_rating,,,,,,
player,201012260rai,rai,MillZa01,rush_att,0,,,,,
player,201012260rai,rai,MillZa01,rush_yds,0,,,,,
player,201012260rai,rai,MillZa01,rush_td,0,,,,,
player,201012260rai,rai,MillZa01,rush_long,0,,,,,
player,201012260rai,rai,MillZa01,targets,12,,,,,
player,201012260rai,rai,MillZa01,rec,9,,,,,
player,201012260rai,rai,MillZa01,rec_yds,66,,,,,
player,201012260rai,rai,MillZa01,rec_td,1,,,,,
player,201012260rai,rai,MillZa01,rec_long,14,,,,,
player,201012260rai,rai,MillZa01,fumbles,0,,,,,
player,201012260rai,rai,MillZa01,fumbles_lost,,,,,,
player,201012260rai,rai,HeywDa00,pass_cmp,0,,,,,
player,201012260rai,rai,HeywDa00,pass_att,0,,,,,
player,201012260rai,rai,HeywDa00,pass_yds,0,,,,,
player,201012260rai,rai,HeywDa00,pass_td,0,,,,,
player,201012260rai,rai,HeywDa00,pass_int,0,,,,,
player,201012260rai,rai,HeywDa00,pass_sacked,,,,,,
player,201012260rai,rai,HeywDa00,pass_sacked_yds,,,,,,
player,201012260rai,rai,HeywDa00,pass_long,0,,,,,
player,201012260rai,rai,HeywDa00,pass_rating,,,,,,
player,201012260rai,rai,HeywDa00,rush_att,0,,,,,
player,201012260rai,rai,HeywDa00,rush_yds,0,,,,,
player,201012260rai,rai,HeywDa00,rush_td,0,,,,,
player,201012260rai,rai,HeywDa00,rush_long,0,,,,,
player,201012260rai,rai,HeywDa00,targets,6,,,,,
player,201012260rai,rai,HeywDa00,rec,4,,,,,
player,201012260rai,rai,HeywDa00,rec_yds,40,,,,,
player,201012260rai,rai,HeywDa00,rec_td,0,,,,,
player,201012260rai,rai,HeywDa00,rec_long,11,,,,,
player,201012260rai,rai,HeywDa00,fumbles,0,,,,,
player,201012260rai,rai,HeywDa00,fumbles_lost,,,,,,
player,201012260rai,rai,MurpLo00,pass_cmp,0,,,,,
player,201012260rai,rai,MurpLo00,pass_att,0,,,,,
player,201012260rai,rai,MurpLo00,pass_yds,0,,,,,
player,201012260rai,rai,MurpLo00,pass_td,0,,,,,
player,201012260rai,rai,MurpLo00,pass_int,0,,,,,
player,201012260rai,rai,MurpLo00,pass_sacked,,,,,,
player,201012260rai,rai,MurpLo00,pass_sacked_yds,,,,,,
player,201012260rai,rai,MurpLo00,pass_long,0,,,,,
player,201012260rai,rai,MurpLo00,pass_rating,,,,,,
player,201012260rai,rai,MurpLo00,rush_att,0,,,,,
player,201012260rai,rai,MurpLo00,rush_yds,0,,,,,
player,201012260rai,rai,MurpLo00,rush_td,0,,,,,
player,201012260rai,rai,MurpLo00,rush_long,0,,,,,
player,201012260rai,rai,MurpLo00,targets,2,,,,,
player,201012260rai,rai,MurpLo00,rec,2,,,,,
player,201012260rai,rai,MurpLo00,rec_yds,36,,,,,
player,201012260rai,rai,MurpLo00,rec_td,0,,,,,
player,201012260rai,rai,MurpLo00,rec_long,26,,,,,
player,201012260rai,rai,MurpLo00,fumbles,0,,,,,
player,201012260rai,rai,MurpLo00,fumbles_lost,,,,,,
player,201012260rai,rai,FordJa01,pass_cmp,0,,,,,
player,201012260rai,rai,FordJa01,pass_att,0,,,,,
player,201012260rai,rai,FordJa01,pass_yds,0,,,,,
player,201012260rai,rai,FordJa01,pass_td,0,,,,,
player,201012260rai,rai,FordJa01,pass_int,0,,,,,
player,201012260rai,rai,FordJa01,pass_sacked,,,,,,
player,201012260rai,rai,FordJa01,pass_sacked_yds,,,,,,
player,201012260rai,rai,FordJa01,pass_long,0,,,,,
player,201012260rai,rai,FordJa01,pass_rating,,,,,,
player,201012260rai,rai,FordJa01,rush_att,0,,,,,
player,201012260rai,rai,FordJa01,rush_yds,0,,,,,
player,201012260rai,rai,FordJa01,rush_td,0,,,,,
player,201012260rai,rai,FordJa01,rush_long,0,,,,,
player,201012260rai,rai,FordJa01,targets,4,,,,,
player,201012260rai,rai,FordJa01,rec,2,,,,,
player,201012260rai,rai,FordJa01,rec_yds,21,,,,,
player,201012260rai,rai,FordJa01,rec_td,0,,,,,
player,201012260rai,rai,FordJa01,rec_long,17,,,,,
player,201012260rai,rai,FordJa01,fumbles,0,,,,,
player,201012260rai,rai,FordJa01,fumbles_lost,,,,,,
player,201012260rai,rai,SchiCh00,pass_cmp,0,,,,,
player,201012260rai,rai,SchiCh00,pass_att,0,,,,,
player,201012260rai,rai,SchiCh00,pass_yds,0,,,,,
player,201012260rai,rai,SchiCh00,pass_td,0,,,,,
player,201012260rai,rai,SchiCh00,pass_int,0,,,,,
player,201012260rai,rai,SchiCh00,pass_sacked,,,,,,
player,201012260rai,rai,SchiCh00,pass_sacked_yds,,,,,,
player,201012260rai,rai,SchiCh00,pass_long,0,,,,,
player,201012260rai,rai,SchiCh00,pass_rating,,,,,,
player,201012260rai,rai,SchiCh00,rush_att,0,,,,,
player,201012260rai,rai,SchiCh00,rush_yds,0,,,,,
player,201012260rai,rai,SchiCh00,rush_td,0,,,,,
player,201012260rai,rai,SchiCh00,rush_long,0,,,,,
player,201012260rai,rai,SchiCh00,targets,2,,,,,
player,201012260rai,rai,SchiCh00,rec,2,,,,,
player,201012260rai,rai,SchiCh00,rec_yds,16,,,,,
player,201012260rai,rai,SchiCh00,rec_td,0,,,,,
player,201012260rai,rai,SchiCh00,rec_long,9,,,,,
player,201012260rai,rai,SchiCh00,fumbles,0,,,,,
player,201012260rai,rai,SchiCh00,fumbles_lost,,,,,,
player,201012260rai,rai,MyerBr00,pass_cmp,0,,,,,
player,201012260rai,rai,MyerBr00,pass_att,0,,,,,
player,201012260rai,rai,MyerBr00,pass_yds,0,,,,,
player,201012260rai,rai,MyerBr00,pass_td,0,,,,,
player,201012260rai,rai,MyerBr00,pass_int,0,,,,,
player,201012260rai,rai,MyerBr00,pass_sacked,,,,,,
player,201012260rai,rai,MyerBr00,pass_sacked_yds,,,,,,
player,201012260rai,rai,MyerBr00,pass_long,0,,,,,
player,201012260rai,rai,MyerBr00,pass_rating,,,,,,
player,201012260rai,rai,MyerBr00,rush_att,0,,,,,
player,201012260rai,rai,MyerBr00,rush_yds,0,,,,,
player,201012260rai,rai,MyerBr00,rush_td,0,,,,,
player,201012260rai,rai,MyerBr00,rush_long,0,,,,,
player,201012260rai,rai,MyerBr00,targets,1,,,,,
player,201012260rai,rai,MyerBr00,rec,1,,,,,
player,201012260rai,rai,MyerBr00,rec_yds,4,,,,,
player,201012260rai,rai,MyerBr00,rec_td,0,,,,,
player,201012260rai,rai,MyerBr00,rec_long,4,,,,,
player,201012260rai,rai,MyerBr00,fumbles,0,,,,,
player,201012260rai,rai,MyerBr00,fumbles_lost,,,,,,
player,201012260rai,clt,MathRo20,def_int,0,,,,,
player,201012260rai,clt,MathRo20,def_int_yds,0,,,,,
player,201012260rai,clt,MathRo20,def_int_td,0,,,,,
player,201012260rai,clt,MathRo20,def_int_long,0,,,,,
player,201012260rai,clt,MathRo20,pass_defended,0,,,,,
player,201012260rai,clt,MathRo20,sacks,1.5,,,,,
player,201012260rai,clt,MathRo20,tackles_combined,6,,,,,
player,201012260rai,clt,MathRo20,tackles_solo,5,,,,,
player,201012260rai,clt,MathRo20,tackles_assists,1,,,,,
player,201012260rai,clt,MathRo20,tackles_loss,1,,,,,
player,201012260rai,clt,MathRo20,qb_hits,4,,,,,
player,201012260rai,clt,MathRo20,fumbles_rec,0,,,,,
player,201012260rai,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201012260rai,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201012260rai,clt,MathRo20,fumbles_forced,0,,,,,
player,201012260rai,clt,FreeDw00,def_int,0,,,,,
player,201012260rai,clt,FreeDw00,def_int_yds,0,,,,,
player,201012260rai,clt,FreeDw00,def_int_td,0,,,,,
player,201012260rai,clt,FreeDw00,def_int_long,0,,,,,
player,201012260rai,clt,FreeDw00,pass_defended,0,,,,,
player,201012260rai,clt,FreeDw00,sacks,1.0,,,,,
player,201012260rai,clt,FreeDw00,tackles_combined,1,,,,,
player,201012260rai,clt,FreeDw00,tackles_solo,1,,,,,
player,201012260rai,clt,FreeDw00,tackles_assists,0,,,,,
player,201012260rai,clt,FreeDw00,tackles_loss,1,,,,,
player,201012260rai,clt,FreeDw00,qb_hits,1,,,,,
player,201012260rai,clt,FreeDw00,fumbles_rec,0,,,,,
player,201012260rai,clt,FreeDw00,fumbles_rec_yds,0,,,,,
player,201012260rai,clt,FreeDw00,fumbles_rec_td,0,,,,,
player,201012260rai,clt,FreeDw00,fumbles_forced,0,,,,,
player,201012260rai,clt,BracGa20,def_int,0,,,,,
player,201012260rai,clt,BracGa20,def_int_yds,0,,,,,
player,201012260rai,clt,BracGa20,def_int_td,0,,,,,
player,201012260rai,clt,BracGa20,def_int_long,0,,,,,
player,201012260rai,clt,BracGa20,pass_defended,0,,,,,
player,201012260rai,clt,BracGa20,sacks,0.5,,,,,
player,201012260rai,clt,BracGa20,tackles_combined,7,,,,,
player,201012260rai,clt,BracGa20,tackles_solo,6,,,,,
player,201012260rai,clt,BracGa20,tackles_assists,1,,,,,
player,201012260rai,clt,BracGa20,tackles_loss,1,,,,,
player,201012260rai,clt,BracGa20,qb_hits,1,,,,,
player,201012260rai,clt,BracGa20,fumbles_rec,0,,,,,
player,201012260rai,clt,BracGa20,fumbles_rec_yds,0,,,,,
player,201012260rai,clt,BracGa20,fumbles_rec_td,0,,,,,
player,201012260rai,clt,BracGa20,fumbles_forced,0,,,,,
player,201012260rai,clt,HaglTy20,def_int,0,,,,,
player,201012260rai,clt,HaglTy20,def_int_yds,0,,,,,
player,201012260rai,clt,HaglTy20,def_int_td,0,,,,,
player,201012260rai,clt,HaglTy20,def_int_long,0,,,,,
player,201012260rai,clt,HaglTy20,pass_defended,1,,,,,
player,201012260rai,clt,HaglTy20,sacks,0.0,,,,,
player,201012260rai,clt,HaglTy20,tackles_combined,9,,,,,
player,201012260rai,clt,HaglTy20,tackles_solo,8,,,,,
player,201012260rai,clt,HaglTy20,tackles_assists,1,,,,,
player,201012260rai,clt,HaglTy20,tackles_loss,0,,,,,
player,201012260rai,clt,HaglTy20,qb_hits,0,,,,,
player,201012260rai,clt,HaglTy20,fumbles_rec,0,,,,,
player,201012260rai,clt,HaglTy20,fumbles_rec_yds,0,,,,,
player,201012260rai,clt,HaglTy20,fumbles_rec_td,0,,,,,
player,201012260rai,clt,HaglTy20,fumbles_forced,0,,,,,
player,201012260rai,clt,BethAn20,def_int,0,,,,,
player,201012260rai,clt,BethAn20,def_int_yds,0,,,,,
player,201012260rai,clt,BethAn20,def_int_td,0,,,,,
player,201012260rai,clt,BethAn20,def_int_long,0,,,,,
player,201012260rai,clt,BethAn20,pass_defended,0,,,,,
player,201012260rai,clt,BethAn20,sacks,0.0,,,,,
player,201012260rai,clt,BethAn20,tackles_combined,8,,,,,
player,201012260rai,clt,BethAn20,tackles_solo,7,,,,,
player,201012260rai,clt,BethAn20,tackles_assists,1,,,,,
player,201012260rai,clt,BethAn20,tackles_loss,0,,,,,
player,201012260rai,clt,BethAn20,qb_hits,0,,,,,
player,201012260rai,clt,BethAn20,fumbles_rec,0,,,,,
player,201012260rai,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201012260rai,clt,BethAn20,fumbles_rec_td,0,,,,,
