game,2010,11,20101121,201011210nyj,htx,"Houston Texans",27,nyj,"New York Jets",30
player,201011210nyj,nyj,ColeDr20,tackles_assists,1,,,,,
player,201011210nyj,nyj,ColeDr20,tackles_loss,0,,,,,
player,201011210nyj,nyj,ColeDr20,qb_hits,0,,,,,
player,201011210nyj,nyj,ColeDr20,fumbles_rec,0,,,,,
player,201011210nyj,nyj,ColeDr20,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,ColeDr20,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,ColeDr20,fumbles_forced,0,,,,,
player,201011210nyj,nyj,DeViMi99,def_int,0,,,,,
player,201011210nyj,nyj,DeViMi99,def_int_yds,0,,,,,
player,201011210nyj,nyj,DeViMi99,def_int_td,0,,,,,
player,201011210nyj,nyj,DeViMi99,def_int_long,0,,,,,
player,201011210nyj,nyj,DeViMi99,pass_defended,0,,,,,
player,201011210nyj,nyj,DeViMi99,sacks,0.0,,,,,
player,201011210nyj,nyj,DeViMi99,tackles_combined,3,,,,,
player,201011210nyj,nyj,DeViMi99,tackles_solo,1,,,,,
player,201011210nyj,nyj,DeViMi99,tackles_assists,2,,,,,
player,201011210nyj,nyj,DeViMi99,tackles_loss,0,,,,,
player,201011210nyj,nyj,DeViMi99,qb_hits,0,,,,,
player,201011210nyj,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201011210nyj,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,DeViMi99,fumbles_forced,1,,,,,
player,201011210nyj,nyj,McKnJo00,def_int,0,,,,,
player,201011210nyj,nyj,McKnJo00,def_int_yds,0,,,,,
player,201011210nyj,nyj,McKnJo00,def_int_td,0,,,,,
player,201011210nyj,nyj,McKnJo00,def_int_long,0,,,,,
player,201011210nyj,nyj,McKnJo00,pass_defended,0,,,,,
player,201011210nyj,nyj,McKnJo00,sacks,0.0,,,,,
player,201011210nyj,nyj,McKnJo00,tackles_combined,3,,,,,
player,201011210nyj,nyj,McKnJo00,tackles_solo,1,,,,,
player,201011210nyj,nyj,McKnJo00,tackles_assists,2,,,,,
player,201011210nyj,nyj,McKnJo00,tackles_loss,0,,,,,
player,201011210nyj,nyj,McKnJo00,qb_hits,0,,,,,
player,201011210nyj,nyj,McKnJo00,fumbles_rec,0,,,,,
player,201011210nyj,nyj,McKnJo00,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,McKnJo00,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,McKnJo00,fumbles_forced,0,,,,,
player,201011210nyj,nyj,PaceCa20,def_int,0,,,,,
player,201011210nyj,nyj,PaceCa20,def_int_yds,0,,,,,
player,201011210nyj,nyj,PaceCa20,def_int_td,0,,,,,
player,201011210nyj,nyj,PaceCa20,def_int_long,0,,,,,
player,201011210nyj,nyj,PaceCa20,pass_defended,0,,,,,
player,201011210nyj,nyj,PaceCa20,sacks,0.0,,,,,
player,201011210nyj,nyj,PaceCa20,tackles_combined,3,,,,,
player,201011210nyj,nyj,PaceCa20,tackles_solo,3,,,,,
player,201011210nyj,nyj,PaceCa20,tackles_assists,0,,,,,
player,201011210nyj,nyj,PaceCa20,tackles_loss,0,,,,,
player,201011210nyj,nyj,PaceCa20,qb_hits,0,,,,,
player,201011210nyj,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201011210nyj,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201011210nyj,nyj,ReviDa99,def_int,0,,,,,
player,201011210nyj,nyj,ReviDa99,def_int_yds,0,,,,,
player,201011210nyj,nyj,ReviDa99,def_int_td,0,,,,,
player,201011210nyj,nyj,ReviDa99,def_int_long,0,,,,,
player,201011210nyj,nyj,ReviDa99,pass_defended,2,,,,,
player,201011210nyj,nyj,ReviDa99,sacks,0.0,,,,,
player,201011210nyj,nyj,ReviDa99,tackles_combined,3,,,,,
player,201011210nyj,nyj,ReviDa99,tackles_solo,3,,,,,
player,201011210nyj,nyj,ReviDa99,tackles_assists,0,,,,,
player,201011210nyj,nyj,ReviDa99,tackles_loss,0,,,,,
player,201011210nyj,nyj,ReviDa99,qb_hits,0,,,,,
player,201011210nyj,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201011210nyj,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201011210nyj,nyj,SmitEr22,def_int,0,,,,,
player,201011210nyj,nyj,SmitEr22,def_int_yds,0,,,,,
player,201011210nyj,nyj,SmitEr22,def_int_td,0,,,,,
player,201011210nyj,nyj,SmitEr22,def_int_long,0,,,,,
player,201011210nyj,nyj,SmitEr22,pass_defended,0,,,,,
player,201011210nyj,nyj,SmitEr22,sacks,0.0,,,,,
player,201011210nyj,nyj,SmitEr22,tackles_combined,3,,,,,
player,201011210nyj,nyj,SmitEr22,tackles_solo,3,,,,,
player,201011210nyj,nyj,SmitEr22,tackles_assists,0,,,,,
player,201011210nyj,nyj,SmitEr22,tackles_loss,0,,,,,
player,201011210nyj,nyj,SmitEr22,qb_hits,0,,,,,
player,201011210nyj,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201011210nyj,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201011210nyj,nyj,TaylJa03,def_int,0,,,,,
player,201011210nyj,nyj,TaylJa03,def_int_yds,0,,,,,
player,201011210nyj,nyj,TaylJa03,def_int_td,0,,,,,
player,201011210nyj,nyj,TaylJa03,def_int_long,0,,,,,
player,201011210nyj,nyj,TaylJa03,pass_defended,0,,,,,
player,201011210nyj,nyj,TaylJa03,sacks,0.0,,,,,
player,201011210nyj,nyj,TaylJa03,tackles_combined,3,,,,,
player,201011210nyj,nyj,TaylJa03,tackles_solo,1,,,,,
player,201011210nyj,nyj,TaylJa03,tackles_assists,2,,,,,
player,201011210nyj,nyj,TaylJa03,tackles_loss,1,,,,,
player,201011210nyj,nyj,TaylJa03,qb_hits,0,,,,,
player,201011210nyj,nyj,TaylJa03,fumbles_rec,0,,,,,
player,201011210nyj,nyj,TaylJa03,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,TaylJa03,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,TaylJa03,fumbles_forced,0,,,,,
player,201011210nyj,nyj,PouhSi20,def_int,0,,,,,
player,201011210nyj,nyj,PouhSi20,def_int_yds,0,,,,,
player,201011210nyj,nyj,PouhSi20,def_int_td,0,,,,,
player,201011210nyj,nyj,PouhSi20,def_int_long,0,,,,,
player,201011210nyj,nyj,PouhSi20,pass_defended,0,,,,,
player,201011210nyj,nyj,PouhSi20,sacks,0.0,,,,,
player,201011210nyj,nyj,PouhSi20,tackles_combined,2,,,,,
player,201011210nyj,nyj,PouhSi20,tackles_solo,1,,,,,
player,201011210nyj,nyj,PouhSi20,tackles_assists,1,,,,,
player,201011210nyj,nyj,PouhSi20,tackles_loss,0,,,,,
player,201011210nyj,nyj,PouhSi20,qb_hits,0,,,,,
player,201011210nyj,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201011210nyj,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201011210nyj,nyj,SmitBr01,def_int,0,,,,,
player,201011210nyj,nyj,SmitBr01,def_int_yds,0,,,,,
player,201011210nyj,nyj,SmitBr01,def_int_td,0,,,,,
player,201011210nyj,nyj,SmitBr01,def_int_long,0,,,,,
player,201011210nyj,nyj,SmitBr01,pass_defended,0,,,,,
player,201011210nyj,nyj,SmitBr01,sacks,0.0,,,,,
player,201011210nyj,nyj,SmitBr01,tackles_combined,2,,,,,
player,201011210nyj,nyj,SmitBr01,tackles_solo,0,,,,,
player,201011210nyj,nyj,SmitBr01,tackles_assists,2,,,,,
player,201011210nyj,nyj,SmitBr01,tackles_loss,0,,,,,
player,201011210nyj,nyj,SmitBr01,qb_hits,0,,,,,
player,201011210nyj,nyj,SmitBr01,fumbles_rec,0,,,,,
player,201011210nyj,nyj,SmitBr01,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,SmitBr01,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,SmitBr01,fumbles_forced,0,,,,,
player,201011210nyj,nyj,WilsKy99,def_int,0,,,,,
player,201011210nyj,nyj,WilsKy99,def_int_yds,0,,,,,
player,201011210nyj,nyj,WilsKy99,def_int_td,0,,,,,
player,201011210nyj,nyj,WilsKy99,def_int_long,0,,,,,
player,201011210nyj,nyj,WilsKy99,pass_defended,0,,,,,
player,201011210nyj,nyj,WilsKy99,sacks,0.0,,,,,
player,201011210nyj,nyj,WilsKy99,tackles_combined,2,,,,,
player,201011210nyj,nyj,WilsKy99,tackles_solo,1,,,,,
player,201011210nyj,nyj,WilsKy99,tackles_assists,1,,,,,
player,201011210nyj,nyj,WilsKy99,tackles_loss,0,,,,,
player,201011210nyj,nyj,WilsKy99,qb_hits,0,,,,,
player,201011210nyj,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201011210nyj,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201011210nyj,nyj,ConnJo00,def_int,0,,,,,
player,201011210nyj,nyj,ConnJo00,def_int_yds,0,,,,,
player,201011210nyj,nyj,ConnJo00,def_int_td,0,,,,,
player,201011210nyj,nyj,ConnJo00,def_int_long,0,,,,,
player,201011210nyj,nyj,ConnJo00,pass_defended,0,,,,,
player,201011210nyj,nyj,ConnJo00,sacks,0.0,,,,,
player,201011210nyj,nyj,ConnJo00,tackles_combined,1,,,,,
player,201011210nyj,nyj,ConnJo00,tackles_solo,1,,,,,
player,201011210nyj,nyj,ConnJo00,tackles_assists,0,,,,,
player,201011210nyj,nyj,ConnJo00,tackles_loss,0,,,,,
player,201011210nyj,nyj,ConnJo00,qb_hits,0,,,,,
player,201011210nyj,nyj,ConnJo00,fumbles_rec,0,,,,,
player,201011210nyj,nyj,ConnJo00,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,ConnJo00,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,ConnJo00,fumbles_forced,0,,,,,
player,201011210nyj,nyj,CromAn20,def_int,0,,,,,
player,201011210nyj,nyj,CromAn20,def_int_yds,0,,,,,
player,201011210nyj,nyj,CromAn20,def_int_td,0,,,,,
player,201011210nyj,nyj,CromAn20,def_int_long,0,,,,,
player,201011210nyj,nyj,CromAn20,pass_defended,2,,,,,
player,201011210nyj,nyj,CromAn20,sacks,0.0,,,,,
player,201011210nyj,nyj,CromAn20,tackles_combined,1,,,,,
player,201011210nyj,nyj,CromAn20,tackles_solo,1,,,,,
player,201011210nyj,nyj,CromAn20,tackles_assists,0,,,,,
player,201011210nyj,nyj,CromAn20,tackles_loss,0,,,,,
player,201011210nyj,nyj,CromAn20,qb_hits,0,,,,,
player,201011210nyj,nyj,CromAn20,fumbles_rec,0,,,,,
player,201011210nyj,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,CromAn20,fumbles_forced,0,,,,,
player,201011210nyj,nyj,GholVe99,def_int,0,,,,,
player,201011210nyj,nyj,GholVe99,def_int_yds,0,,,,,
player,201011210nyj,nyj,GholVe99,def_int_td,0,,,,,
player,201011210nyj,nyj,GholVe99,def_int_long,0,,,,,
player,201011210nyj,nyj,GholVe99,pass_defended,0,,,,,
player,201011210nyj,nyj,GholVe99,sacks,0.0,,,,,
player,201011210nyj,nyj,GholVe99,tackles_combined,1,,,,,
player,201011210nyj,nyj,GholVe99,tackles_solo,0,,,,,
player,201011210nyj,nyj,GholVe99,tackles_assists,1,,,,,
player,201011210nyj,nyj,GholVe99,tackles_loss,0,,,,,
player,201011210nyj,nyj,GholVe99,qb_hits,1,,,,,
player,201011210nyj,nyj,GholVe99,fumbles_rec,0,,,,,
player,201011210nyj,nyj,GholVe99,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,GholVe99,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,GholVe99,fumbles_forced,0,,,,,
player,201011210nyj,nyj,HuntWa20,def_int,0,,,,,
player,201011210nyj,nyj,HuntWa20,def_int_yds,0,,,,,
player,201011210nyj,nyj,HuntWa20,def_int_td,0,,,,,
player,201011210nyj,nyj,HuntWa20,def_int_long,0,,,,,
player,201011210nyj,nyj,HuntWa20,pass_defended,0,,,,,
player,201011210nyj,nyj,HuntWa20,sacks,0.0,,,,,
player,201011210nyj,nyj,HuntWa20,tackles_combined,1,,,,,
player,201011210nyj,nyj,HuntWa20,tackles_solo,0,,,,,
player,201011210nyj,nyj,HuntWa20,tackles_assists,1,,,,,
player,201011210nyj,nyj,HuntWa20,tackles_loss,0,,,,,
player,201011210nyj,nyj,HuntWa20,qb_hits,0,,,,,
player,201011210nyj,nyj,HuntWa20,fumbles_rec,0,,,,,
player,201011210nyj,nyj,HuntWa20,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,HuntWa20,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,HuntWa20,fumbles_forced,0,,,,,
player,201011210nyj,nyj,EdwaBr00,def_int,0,,,,,
player,201011210nyj,nyj,EdwaBr00,def_int_yds,0,,,,,
player,201011210nyj,nyj,EdwaBr00,def_int_td,0,,,,,
player,201011210nyj,nyj,EdwaBr00,def_int_long,0,,,,,
player,201011210nyj,nyj,EdwaBr00,pass_defended,1,,,,,
player,201011210nyj,nyj,EdwaBr00,sacks,0.0,,,,,
player,201011210nyj,nyj,EdwaBr00,tackles_combined,0,,,,,
player,201011210nyj,nyj,EdwaBr00,tackles_solo,0,,,,,
player,201011210nyj,nyj,EdwaBr00,tackles_assists,0,,,,,
player,201011210nyj,nyj,EdwaBr00,tackles_loss,0,,,,,
player,201011210nyj,nyj,EdwaBr00,qb_hits,0,,,,,
player,201011210nyj,nyj,EdwaBr00,fumbles_rec,0,,,,,
player,201011210nyj,nyj,EdwaBr00,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,EdwaBr00,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,EdwaBr00,fumbles_forced,0,,,,,
player,201011210nyj,htx,JoneJa03,kick_ret,6,,,,,
player,201011210nyj,htx,JoneJa03,kick_ret_yds,84,,,,,
player,201011210nyj,htx,JoneJa03,kick_ret_yds_per_ret,14.0,,,,,
player,201011210nyj,htx,JoneJa03,kick_ret_td,0,,,,,
player,201011210nyj,htx,JoneJa03,kick_ret_long,23,,,,,
player,201011210nyj,htx,JoneJa03,punt_ret,1,,,,,
player,201011210nyj,htx,JoneJa03,punt_ret_yds,9,,,,,
player,201011210nyj,htx,JoneJa03,punt_ret_yds_per_ret,9.0,,,,,
player,201011210nyj,htx,JoneJa03,punt_ret_td,0,,,,,
player,201011210nyj,htx,JoneJa03,punt_ret_long,9,,,,,
player,201011210nyj,htx,LeacVo00,kick_ret,1,,,,,
player,201011210nyj,htx,LeacVo00,kick_ret_yds,5,,,,,
player,201011210nyj,htx,LeacVo00,kick_ret_yds_per_ret,5.0,,,,,
player,201011210nyj,htx,LeacVo00,kick_ret_td,0,,,,,
player,201011210nyj,htx,LeacVo00,kick_ret_long,5,,,,,
player,201011210nyj,htx,LeacVo00,punt_ret,0,,,,,
player,201011210nyj,htx,LeacVo00,punt_ret_yds,0,,,,,
player,201011210nyj,htx,LeacVo00,punt_ret_yds_per_ret,,,,,,
player,201011210nyj,htx,LeacVo00,punt_ret_td,0,,,,,
player,201011210nyj,htx,LeacVo00,punt_ret_long,0,,,,,
player,201011210nyj,nyj,LeonJi23,kick_ret,0,,,,,
player,201011210nyj,nyj,LeonJi23,kick_ret_yds,0,,,,,
player,201011210nyj,nyj,LeonJi23,kick_ret_yds_per_ret,,,,,,
player,201011210nyj,nyj,LeonJi23,kick_ret_td,0,,,,,
player,201011210nyj,nyj,LeonJi23,kick_ret_long,0,,,,,
player,201011210nyj,nyj,LeonJi23,punt_ret,2,,,,,
player,201011210nyj,nyj,LeonJi23,punt_ret_yds,39,,,,,
player,201011210nyj,nyj,LeonJi23,punt_ret_yds_per_ret,19.5,,,,,
player,201011210nyj,nyj,LeonJi23,punt_ret_td,0,,,,,
player,201011210nyj,nyj,LeonJi23,punt_ret_long,30,,,,,
player,201011210nyj,nyj,WilsKy99,kick_ret,0,,,,,
player,201011210nyj,nyj,WilsKy99,kick_ret_yds,0,,,,,
player,201011210nyj,nyj,WilsKy99,kick_ret_yds_per_ret,,,,,,
player,201011210nyj,nyj,WilsKy99,kick_ret_td,0,,,,,
player,201011210nyj,nyj,WilsKy99,kick_ret_long,0,,,,,
player,201011210nyj,nyj,WilsKy99,punt_ret,1,,,,,
player,201011210nyj,nyj,WilsKy99,punt_ret_yds,1,,,,,
player,201011210nyj,nyj,WilsKy99,punt_ret_yds_per_ret,1.0,,,,,
player,201011210nyj,nyj,WilsKy99,punt_ret_td,0,,,,,
player,201011210nyj,nyj,WilsKy99,punt_ret_long,1,,,,,
player,201011210nyj,nyj,SmitBr01,kick_ret,6,,,,,
player,201011210nyj,nyj,SmitBr01,kick_ret_yds,126,,,,,
player,201011210nyj,nyj,SmitBr01,kick_ret_yds_per_ret,21.0,,,,,
player,201011210nyj,nyj,SmitBr01,kick_ret_td,0,,,,,
player,201011210nyj,nyj,SmitBr01,kick_ret_long,39,,,,,
player,201011210nyj,nyj,SmitBr01,punt_ret,0,,,,,
player,201011210nyj,nyj,SmitBr01,punt_ret_yds,0,,,,,
player,201011210nyj,nyj,SmitBr01,punt_ret_yds_per_ret,,,,,,
player,201011210nyj,nyj,SmitBr01,punt_ret_td,0,,,,,
player,201011210nyj,nyj,SmitBr01,punt_ret_long,0,,,,,
player,201011210nyj,htx,rackenei01,xpm,3,,,,,
player,201011210nyj,htx,rackenei01,xpa,3,,,,,
player,201011210nyj,htx,rackenei01,fgm,2,,,,,
player,201011210nyj,htx,rackenei01,fga,2,,,,,
player,201011210nyj,htx,rackenei01,punt,0,,,,,
player,201011210nyj,htx,rackenei01,punt_yds,0,,,,,
player,201011210nyj,htx,rackenei01,punt_yds_per_punt,,,,,,
player,201011210nyj,htx,rackenei01,punt_long,0,,,,,
player,201011210nyj,htx,TurkMa20,xpm,,,,,,
player,201011210nyj,htx,TurkMa20,xpa,,,,,,
player,201011210nyj,htx,TurkMa20,fgm,,,,,,
player,201011210nyj,htx,TurkMa20,fga,,,,,,
player,201011210nyj,htx,TurkMa20,punt,6,,,,,
player,201011210nyj,htx,TurkMa20,punt_yds,244,,,,,
player,201011210nyj,htx,TurkMa20,punt_yds_per_punt,40.7,,,,,
player,201011210nyj,htx,TurkMa20,punt_long,47,,,,,
player,201011210nyj,nyj,FolkNi20,xpm,3,,,,,
player,201011210nyj,nyj,FolkNi20,xpa,3,,,,,
player,201011210nyj,nyj,FolkNi20,fgm,3,,,,,
player,201011210nyj,nyj,FolkNi20,fga,4,,,,,
player,201011210nyj,nyj,FolkNi20,punt,0,,,,,
player,201011210nyj,nyj,FolkNi20,punt_yds,0,,,,,
player,201011210nyj,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201011210nyj,nyj,FolkNi20,punt_long,0,,,,,
player,201011210nyj,nyj,WeatSt20,xpm,,,,,,
player,201011210nyj,nyj,WeatSt20,xpa,,,,,,
player,201011210nyj,nyj,WeatSt20,fgm,,,,,,
player,201011210nyj,nyj,WeatSt20,fga,,,,,,
player,201011210nyj,nyj,WeatSt20,punt,4,,,,,
player,201011210nyj,nyj,WeatSt20,punt_yds,190,,,,,
player,201011210nyj,nyj,WeatSt20,punt_yds_per_punt,47.5,,,,,
player,201011210nyj,nyj,WeatSt20,punt_long,57,,,,,
