game,2010,3,20100926,201009260jax,phi,"Philadelphia Eagles",28,jax,"Jacksonville Jaguars",3
player,201009260jax,phi,JackDe00,pass_att,0,,,,,
player,201009260jax,phi,JackDe00,pass_yds,0,,,,,
player,201009260jax,phi,JackDe00,pass_td,0,,,,,
player,201009260jax,phi,JackDe00,pass_int,0,,,,,
player,201009260jax,phi,JackDe00,pass_sacked,,,,,,
player,201009260jax,phi,JackDe00,pass_sacked_yds,,,,,,
player,201009260jax,phi,JackDe00,pass_long,0,,,,,
player,201009260jax,phi,JackDe00,pass_rating,,,,,,
player,201009260jax,phi,JackDe00,rush_att,1,,,,,
player,201009260jax,phi,JackDe00,rush_yds,8,,,,,
player,201009260jax,phi,JackDe00,rush_td,0,,,,,
player,201009260jax,phi,JackDe00,rush_long,8,,,,,
player,201009260jax,phi,JackDe00,targets,8,,,,,
player,201009260jax,phi,JackDe00,rec,5,,,,,
player,201009260jax,phi,JackDe00,rec_yds,153,,,,,
player,201009260jax,phi,JackDe00,rec_td,1,,,,,
player,201009260jax,phi,JackDe00,rec_long,61,,,,,
player,201009260jax,phi,JackDe00,fumbles,0,,,,,
player,201009260jax,phi,JackDe00,fumbles_lost,,,,,,
player,201009260jax,phi,MaclJe00,pass_cmp,0,,,,,
player,201009260jax,phi,MaclJe00,pass_att,0,,,,,
player,201009260jax,phi,MaclJe00,pass_yds,0,,,,,
player,201009260jax,phi,MaclJe00,pass_td,0,,,,,
player,201009260jax,phi,MaclJe00,pass_int,0,,,,,
player,201009260jax,phi,MaclJe00,pass_sacked,,,,,,
player,201009260jax,phi,MaclJe00,pass_sacked_yds,,,,,,
player,201009260jax,phi,MaclJe00,pass_long,0,,,,,
player,201009260jax,phi,MaclJe00,pass_rating,,,,,,
player,201009260jax,phi,MaclJe00,rush_att,0,,,,,
player,201009260jax,phi,MaclJe00,rush_yds,0,,,,,
player,201009260jax,phi,MaclJe00,rush_td,0,,,,,
player,201009260jax,phi,MaclJe00,rush_long,0,,,,,
player,201009260jax,phi,MaclJe00,targets,7,,,,,
player,201009260jax,phi,MaclJe00,rec,4,,,,,
player,201009260jax,phi,MaclJe00,rec_yds,83,,,,,
player,201009260jax,phi,MaclJe00,rec_td,2,,,,,
player,201009260jax,phi,MaclJe00,rec_long,45,,,,,
player,201009260jax,phi,MaclJe00,fumbles,0,,,,,
player,201009260jax,phi,MaclJe00,fumbles_lost,,,,,,
player,201009260jax,phi,CeleBr00,pass_cmp,0,,,,,
player,201009260jax,phi,CeleBr00,pass_att,0,,,,,
player,201009260jax,phi,CeleBr00,pass_yds,0,,,,,
player,201009260jax,phi,CeleBr00,pass_td,0,,,,,
player,201009260jax,phi,CeleBr00,pass_int,0,,,,,
player,201009260jax,phi,CeleBr00,pass_sacked,,,,,,
player,201009260jax,phi,CeleBr00,pass_sacked_yds,,,,,,
player,201009260jax,phi,CeleBr00,pass_long,0,,,,,
player,201009260jax,phi,CeleBr00,pass_rating,,,,,,
player,201009260jax,phi,CeleBr00,rush_att,0,,,,,
player,201009260jax,phi,CeleBr00,rush_yds,0,,,,,
player,201009260jax,phi,CeleBr00,rush_td,0,,,,,
player,201009260jax,phi,CeleBr00,rush_long,0,,,,,
player,201009260jax,phi,CeleBr00,targets,6,,,,,
player,201009260jax,phi,CeleBr00,rec,4,,,,,
player,201009260jax,phi,CeleBr00,rec_yds,42,,,,,
player,201009260jax,phi,CeleBr00,rec_td,0,,,,,
player,201009260jax,phi,CeleBr00,rec_long,21,,,,,
player,201009260jax,phi,CeleBr00,fumbles,0,,,,,
player,201009260jax,phi,CeleBr00,fumbles_lost,,,,,,
player,201009260jax,phi,SchmOw00,pass_cmp,0,,,,,
player,201009260jax,phi,SchmOw00,pass_att,0,,,,,
player,201009260jax,phi,SchmOw00,pass_yds,0,,,,,
player,201009260jax,phi,SchmOw00,pass_td,0,,,,,
player,201009260jax,phi,SchmOw00,pass_int,0,,,,,
player,201009260jax,phi,SchmOw00,pass_sacked,,,,,,
player,201009260jax,phi,SchmOw00,pass_sacked_yds,,,,,,
player,201009260jax,phi,SchmOw00,pass_long,0,,,,,
player,201009260jax,phi,SchmOw00,pass_rating,,,,,,
player,201009260jax,phi,SchmOw00,rush_att,0,,,,,
player,201009260jax,phi,SchmOw00,rush_yds,0,,,,,
player,201009260jax,phi,SchmOw00,rush_td,0,,,,,
player,201009260jax,phi,SchmOw00,rush_long,0,,,,,
player,201009260jax,phi,SchmOw00,targets,2,,,,,
player,201009260jax,phi,SchmOw00,rec,2,,,,,
player,201009260jax,phi,SchmOw00,rec_yds,6,,,,,
player,201009260jax,phi,SchmOw00,rec_td,0,,,,,
player,201009260jax,phi,SchmOw00,rec_long,4,,,,,
player,201009260jax,phi,SchmOw00,fumbles,0,,,,,
player,201009260jax,phi,SchmOw00,fumbles_lost,,,,,,
player,201009260jax,phi,CoopRi00,pass_cmp,0,,,,,
player,201009260jax,phi,CoopRi00,pass_att,0,,,,,
player,201009260jax,phi,CoopRi00,pass_yds,0,,,,,
player,201009260jax,phi,CoopRi00,pass_td,0,,,,,
player,201009260jax,phi,CoopRi00,pass_int,0,,,,,
player,201009260jax,phi,CoopRi00,pass_sacked,,,,,,
player,201009260jax,phi,CoopRi00,pass_sacked_yds,,,,,,
player,201009260jax,phi,CoopRi00,pass_long,0,,,,,
player,201009260jax,phi,CoopRi00,pass_rating,,,,,,
player,201009260jax,phi,CoopRi00,rush_att,0,,,,,
player,201009260jax,phi,CoopRi00,rush_yds,0,,,,,
player,201009260jax,phi,CoopRi00,rush_td,0,,,,,
player,201009260jax,phi,CoopRi00,rush_long,0,,,,,
player,201009260jax,phi,CoopRi00,targets,1,,,,,
player,201009260jax,phi,CoopRi00,rec,0,,,,,
player,201009260jax,phi,CoopRi00,rec_yds,0,,,,,
player,201009260jax,phi,CoopRi00,rec_td,0,,,,,
player,201009260jax,phi,CoopRi00,rec_long,0,,,,,
player,201009260jax,phi,CoopRi00,fumbles,0,,,,,
player,201009260jax,phi,CoopRi00,fumbles_lost,,,,,,
player,201009260jax,phi,MillGa01,pass_cmp,,,,,,
player,201009260jax,phi,MillGa01,pass_att,,,,,,
player,201009260jax,phi,MillGa01,pass_yds,,,,,,
player,201009260jax,phi,MillGa01,pass_td,,,,,,
player,201009260jax,phi,MillGa01,pass_int,,,,,,
player,201009260jax,phi,MillGa01,pass_sacked,,,,,,
player,201009260jax,phi,MillGa01,pass_sacked_yds,,,,,,
player,201009260jax,phi,MillGa01,pass_long,,,,,,
player,201009260jax,phi,MillGa01,pass_rating,,,,,,
player,201009260jax,phi,MillGa01,rush_att,,,,,,
player,201009260jax,phi,MillGa01,rush_yds,,,,,,
player,201009260jax,phi,MillGa01,rush_td,,,,,,
player,201009260jax,phi,MillGa01,rush_long,,,,,,
player,201009260jax,phi,MillGa01,targets,1,,,,,
player,201009260jax,phi,MillGa01,rec,0,,,,,
player,201009260jax,phi,MillGa01,rec_yds,0,,,,,
player,201009260jax,phi,MillGa01,rec_td,0,,,,,
player,201009260jax,phi,MillGa01,rec_long,,,,,,
player,201009260jax,phi,MillGa01,fumbles,,,,,,
player,201009260jax,phi,MillGa01,fumbles_lost,,,,,,
player,201009260jax,phi,AvanJa00,pass_cmp,,,,,,
player,201009260jax,phi,AvanJa00,pass_att,,,,,,
player,201009260jax,phi,AvanJa00,pass_yds,,,,,,
player,201009260jax,phi,AvanJa00,pass_td,,,,,,
player,201009260jax,phi,AvanJa00,pass_int,,,,,,
player,201009260jax,phi,AvanJa00,pass_sacked,,,,,,
player,201009260jax,phi,AvanJa00,pass_sacked_yds,,,,,,
player,201009260jax,phi,AvanJa00,pass_long,,,,,,
player,201009260jax,phi,AvanJa00,pass_rating,,,,,,
player,201009260jax,phi,AvanJa00,rush_att,,,,,,
player,201009260jax,phi,AvanJa00,rush_yds,,,,,,
player,201009260jax,phi,AvanJa00,rush_td,,,,,,
player,201009260jax,phi,AvanJa00,rush_long,,,,,,
player,201009260jax,phi,AvanJa00,targets,1,,,,,
player,201009260jax,phi,AvanJa00,rec,0,,,,,
player,201009260jax,phi,AvanJa00,rec_yds,0,,,,,
player,201009260jax,phi,AvanJa00,rec_td,0,,,,,
player,201009260jax,phi,AvanJa00,rec_long,,,,,,
player,201009260jax,phi,AvanJa00,fumbles,,,,,,
player,201009260jax,phi,AvanJa00,fumbles_lost,,,,,,
player,201009260jax,jax,GarrDa00,pass_cmp,13,,,,,
player,201009260jax,jax,GarrDa00,pass_att,30,,,,,
player,201009260jax,jax,GarrDa00,pass_yds,105,,,,,
player,201009260jax,jax,GarrDa00,pass_td,0,,,,,
player,201009260jax,jax,GarrDa00,pass_int,1,,,,,
player,201009260jax,jax,GarrDa00,pass_sacked,7,,,,,
player,201009260jax,jax,GarrDa00,pass_sacked_yds,53,,,,,
player,201009260jax,jax,GarrDa00,pass_long,23,,,,,
player,201009260jax,jax,GarrDa00,pass_rating,38.9,,,,,
player,201009260jax,jax,GarrDa00,rush_att,7,,,,,
player,201009260jax,jax,GarrDa00,rush_yds,32,,,,,
player,201009260jax,jax,GarrDa00,rush_td,0,,,,,
player,201009260jax,jax,GarrDa00,rush_long,11,,,,,
player,201009260jax,jax,GarrDa00,targets,0,,,,,
player,201009260jax,jax,GarrDa00,rec,0,,,,,
player,201009260jax,jax,GarrDa00,rec_yds,0,,,,,
player,201009260jax,jax,GarrDa00,rec_td,0,,,,,
player,201009260jax,jax,GarrDa00,rec_long,0,,,,,
player,201009260jax,jax,GarrDa00,fumbles,1,,,,,
player,201009260jax,jax,GarrDa00,fumbles_lost,0,,,,,
player,201009260jax,jax,DrewMa00,pass_cmp,0,,,,,
player,201009260jax,jax,DrewMa00,pass_att,0,,,,,
player,201009260jax,jax,DrewMa00,pass_yds,0,,,,,
player,201009260jax,jax,DrewMa00,pass_td,0,,,,,
player,201009260jax,jax,DrewMa00,pass_int,0,,,,,
player,201009260jax,jax,DrewMa00,pass_sacked,0,,,,,
player,201009260jax,jax,DrewMa00,pass_sacked_yds,,,,,,
player,201009260jax,jax,DrewMa00,pass_long,0,,,,,
player,201009260jax,jax,DrewMa00,pass_rating,,,,,,
player,201009260jax,jax,DrewMa00,rush_att,22,,,,,
player,201009260jax,jax,DrewMa00,rush_yds,88,,,,,
player,201009260jax,jax,DrewMa00,rush_td,0,,,,,
player,201009260jax,jax,DrewMa00,rush_long,17,,,,,
player,201009260jax,jax,DrewMa00,targets,3,,,,,
player,201009260jax,jax,DrewMa00,rec,2,,,,,
player,201009260jax,jax,DrewMa00,rec_yds,1,,,,,
player,201009260jax,jax,DrewMa00,rec_td,0,,,,,
player,201009260jax,jax,DrewMa00,rec_long,3,,,,,
player,201009260jax,jax,DrewMa00,fumbles,0,,,,,
player,201009260jax,jax,DrewMa00,fumbles_lost,,,,,,
player,201009260jax,jax,JennRa00,pass_cmp,0,,,,,
player,201009260jax,jax,JennRa00,pass_att,0,,,,,
player,201009260jax,jax,JennRa00,pass_yds,0,,,,,
player,201009260jax,jax,JennRa00,pass_td,0,,,,,
player,201009260jax,jax,JennRa00,pass_int,0,,,,,
player,201009260jax,jax,JennRa00,pass_sacked,,,,,,
player,201009260jax,jax,JennRa00,pass_sacked_yds,,,,,,
player,201009260jax,jax,JennRa00,pass_long,0,,,,,
player,201009260jax,jax,JennRa00,pass_rating,,,,,,
player,201009260jax,jax,JennRa00,rush_att,3,,,,,
player,201009260jax,jax,JennRa00,rush_yds,19,,,,,
player,201009260jax,jax,JennRa00,rush_td,0,,,,,
player,201009260jax,jax,JennRa00,rush_long,13,,,,,
player,201009260jax,jax,JennRa00,targets,2,,,,,
player,201009260jax,jax,JennRa00,rec,1,,,,,
player,201009260jax,jax,JennRa00,rec_yds,14,,,,,
player,201009260jax,jax,JennRa00,rec_td,0,,,,,
player,201009260jax,jax,JennRa00,rec_long,14,,,,,
player,201009260jax,jax,JennRa00,fumbles,0,,,,,
player,201009260jax,jax,JennRa00,fumbles_lost,,,,,,
player,201009260jax,jax,WalkMi01,pass_cmp,0,,,,,
player,201009260jax,jax,WalkMi01,pass_att,0,,,,,
player,201009260jax,jax,WalkMi01,pass_yds,0,,,,,
player,201009260jax,jax,WalkMi01,pass_td,0,,,,,
player,201009260jax,jax,WalkMi01,pass_int,0,,,,,
player,201009260jax,jax,WalkMi01,pass_sacked,,,,,,
player,201009260jax,jax,WalkMi01,pass_sacked_yds,,,,,,
player,201009260jax,jax,WalkMi01,pass_long,0,,,,,
player,201009260jax,jax,WalkMi01,pass_rating,,,,,,
player,201009260jax,jax,WalkMi01,rush_att,0,,,,,
player,201009260jax,jax,WalkMi01,rush_yds,0,,,,,
player,201009260jax,jax,WalkMi01,rush_td,0,,,,,
player,201009260jax,jax,WalkMi01,rush_long,0,,,,,
player,201009260jax,jax,WalkMi01,targets,8,,,,,
player,201009260jax,jax,WalkMi01,rec,2,,,,,
player,201009260jax,jax,WalkMi01,rec_yds,34,,,,,
player,201009260jax,jax,WalkMi01,rec_td,0,,,,,
player,201009260jax,jax,WalkMi01,rec_long,23,,,,,
player,201009260jax,jax,WalkMi01,fumbles,0,,,,,
player,201009260jax,jax,WalkMi01,fumbles_lost,,,,,,
player,201009260jax,jax,UndeTi00,pass_cmp,0,,,,,
player,201009260jax,jax,UndeTi00,pass_att,0,,,,,
player,201009260jax,jax,UndeTi00,pass_yds,0,,,,,
player,201009260jax,jax,UndeTi00,pass_td,0,,,,,
player,201009260jax,jax,UndeTi00,pass_int,0,,,,,
player,201009260jax,jax,UndeTi00,pass_sacked,,,,,,
player,201009260jax,jax,UndeTi00,pass_sacked_yds,,,,,,
player,201009260jax,jax,UndeTi00,pass_long,0,,,,,
player,201009260jax,jax,UndeTi00,pass_rating,,,,,,
player,201009260jax,jax,UndeTi00,rush_att,0,,,,,
player,201009260jax,jax,UndeTi00,rush_yds,0,,,,,
player,201009260jax,jax,UndeTi00,rush_td,0,,,,,
player,201009260jax,jax,UndeTi00,rush_long,0,,,,,
player,201009260jax,jax,UndeTi00,targets,2,,,,,
player,201009260jax,jax,UndeTi00,rec,1,,,,,
player,201009260jax,jax,UndeTi00,rec_yds,22,,,,,
player,201009260jax,jax,UndeTi00,rec_td,0,,,,,
player,201009260jax,jax,UndeTi00,rec_long,22,,,,,
player,201009260jax,jax,UndeTi00,fumbles,0,,,,,
player,201009260jax,jax,UndeTi00,fumbles_lost,,,,,,
player,201009260jax,jax,LewiMa00,pass_cmp,0,,,,,
player,201009260jax,jax,LewiMa00,pass_att,0,,,,,
player,201009260jax,jax,LewiMa00,pass_yds,0,,,,,
player,201009260jax,jax,LewiMa00,pass_td,0,,,,,
player,201009260jax,jax,LewiMa00,pass_int,0,,,,,
player,201009260jax,jax,LewiMa00,pass_sacked,,,,,,
player,201009260jax,jax,LewiMa00,pass_sacked_yds,,,,,,
player,201009260jax,jax,LewiMa00,pass_long,0,,,,,
player,201009260jax,jax,LewiMa00,pass_rating,,,,,,
player,201009260jax,jax,LewiMa00,rush_att,0,,,,,
player,201009260jax,jax,LewiMa00,rush_yds,0,,,,,
player,201009260jax,jax,LewiMa00,rush_td,0,,,,,
player,201009260jax,jax,LewiMa00,rush_long,0,,,,,
player,201009260jax,jax,LewiMa00,targets,5,,,,,
player,201009260jax,jax,LewiMa00,rec,3,,,,,
player,201009260jax,jax,LewiMa00,rec_yds,15,,,,,
player,201009260jax,jax,LewiMa00,rec_td,0,,,,,
player,201009260jax,jax,LewiMa00,rec_long,7,,,,,
player,201009260jax,jax,LewiMa00,fumbles,0,,,,,
player,201009260jax,jax,LewiMa00,fumbles_lost,,,,,,
player,201009260jax,jax,ThomMi01,pass_cmp,0,,,,,
player,201009260jax,jax,ThomMi01,pass_att,0,,,,,
player,201009260jax,jax,ThomMi01,pass_yds,0,,,,,
player,201009260jax,jax,ThomMi01,pass_td,0,,,,,
player,201009260jax,jax,ThomMi01,pass_int,0,,,,,
player,201009260jax,jax,ThomMi01,pass_sacked,,,,,,
player,201009260jax,jax,ThomMi01,pass_sacked_yds,,,,,,
player,201009260jax,jax,ThomMi01,pass_long,0,,,,,
player,201009260jax,jax,ThomMi01,pass_rating,,,,,,
player,201009260jax,jax,ThomMi01,rush_att,0,,,,,
player,201009260jax,jax,ThomMi01,rush_yds,0,,,,,
player,201009260jax,jax,ThomMi01,rush_td,0,,,,,
player,201009260jax,jax,ThomMi01,rush_long,0,,,,,
player,201009260jax,jax,ThomMi01,targets,6,,,,,
player,201009260jax,jax,ThomMi01,rec,2,,,,,
player,201009260jax,jax,ThomMi01,rec_yds,7,,,,,
player,201009260jax,jax,ThomMi01,rec_td,0,,,,,
player,201009260jax,jax,ThomMi01,rec_long,8,,,,,
player,201009260jax,jax,ThomMi01,fumbles,0,,,,,
player,201009260jax,jax,ThomMi01,fumbles_lost,,,,,,
player,201009260jax,jax,MillZa02,pass_cmp,0,,,,,
player,201009260jax,jax,MillZa02,pass_att,0,,,,,
player,201009260jax,jax,MillZa02,pass_yds,0,,,,,
player,201009260jax,jax,MillZa02,pass_td,0,,,,,
player,201009260jax,jax,MillZa02,pass_int,0,,,,,
player,201009260jax,jax,MillZa02,pass_sacked,,,,,,
player,201009260jax,jax,MillZa02,pass_sacked_yds,,,,,,
player,201009260jax,jax,MillZa02,pass_long,0,,,,,
player,201009260jax,jax,MillZa02,pass_rating,,,,,,
player,201009260jax,jax,MillZa02,rush_att,0,,,,,
player,201009260jax,jax,MillZa02,rush_yds,0,,,,,
player,201009260jax,jax,MillZa02,rush_td,0,,,,,
player,201009260jax,jax,MillZa02,rush_long,0,,,,,
player,201009260jax,jax,MillZa02,targets,2,,,,,
player,201009260jax,jax,MillZa02,rec,1,,,,,
player,201009260jax,jax,MillZa02,rec_yds,7,,,,,
player,201009260jax,jax,MillZa02,rec_td,0,,,,,
player,201009260jax,jax,MillZa02,rec_long,7,,,,,
player,201009260jax,jax,MillZa02,fumbles,0,,,,,
player,201009260jax,jax,MillZa02,fumbles_lost,,,,,,
player,201009260jax,jax,OsgoKa00,pass_cmp,0,,,,,
player,201009260jax,jax,OsgoKa00,pass_att,0,,,,,
player,201009260jax,jax,OsgoKa00,pass_yds,0,,,,,
player,201009260jax,jax,OsgoKa00,pass_td,0,,,,,
player,201009260jax,jax,OsgoKa00,pass_int,0,,,,,
player,201009260jax,jax,OsgoKa00,pass_sacked,,,,,,
player,201009260jax,jax,OsgoKa00,pass_sacked_yds,,,,,,
player,201009260jax,jax,OsgoKa00,pass_long,0,,,,,
player,201009260jax,jax,OsgoKa00,pass_rating,,,,,,
player,201009260jax,jax,OsgoKa00,rush_att,0,,,,,
player,201009260jax,jax,OsgoKa00,rush_yds,0,,,,,
player,201009260jax,jax,OsgoKa00,rush_td,0,,,,,
player,201009260jax,jax,OsgoKa00,rush_long,0,,,,,
player,201009260jax,jax,OsgoKa00,targets,1,,,,,
player,201009260jax,jax,OsgoKa00,rec,1,,,,,
player,201009260jax,jax,OsgoKa00,rec_yds,5,,,,,
player,201009260jax,jax,OsgoKa00,rec_td,0,,,,,
player,201009260jax,jax,OsgoKa00,rec_long,5,,,,,
player,201009260jax,jax,OsgoKa00,fumbles,0,,,,,
player,201009260jax,jax,OsgoKa00,fumbles_lost,,,,,,
player,201009260jax,jax,WilfEr00,pass_cmp,0,,,,,
player,201009260jax,jax,WilfEr00,pass_att,0,,,,,
player,201009260jax,jax,WilfEr00,pass_yds,0,,,,,
player,201009260jax,jax,WilfEr00,pass_td,0,,,,,
player,201009260jax,jax,WilfEr00,pass_int,0,,,,,
player,201009260jax,jax,WilfEr00,pass_sacked,,,,,,
player,201009260jax,jax,WilfEr00,pass_sacked_yds,,,,,,
player,201009260jax,jax,WilfEr00,pass_long,0,,,,,
player,201009260jax,jax,WilfEr00,pass_rating,,,,,,
player,201009260jax,jax,WilfEr00,rush_att,0,,,,,
player,201009260jax,jax,WilfEr00,rush_yds,0,,,,,
player,201009260jax,jax,WilfEr00,rush_td,0,,,,,
player,201009260jax,jax,WilfEr00,rush_long,0,,,,,
player,201009260jax,jax,WilfEr00,targets,1,,,,,
player,201009260jax,jax,WilfEr00,rec,0,,,,,
player,201009260jax,jax,WilfEr00,rec_yds,0,,,,,
player,201009260jax,jax,WilfEr00,rec_td,0,,,,,
player,201009260jax,jax,WilfEr00,rec_long,0,,,,,
player,201009260jax,jax,WilfEr00,fumbles,0,,,,,
player,201009260jax,jax,WilfEr00,fumbles_lost,0,,,,,
player,201009260jax,phi,SamuAs20,def_int,1,,,,,
player,201009260jax,phi,SamuAs20,def_int_yds,5,,,,,
player,201009260jax,phi,SamuAs20,def_int_td,0,,,,,
player,201009260jax,phi,SamuAs20,def_int_long,5,,,,,
player,201009260jax,phi,SamuAs20,pass_defended,2,,,,,
player,201009260jax,phi,SamuAs20,sacks,0.0,,,,,
player,201009260jax,phi,SamuAs20,tackles_combined,3,,,,,
player,201009260jax,phi,SamuAs20,tackles_solo,3,,,,,
player,201009260jax,phi,SamuAs20,tackles_assists,0,,,,,
player,201009260jax,phi,SamuAs20,tackles_loss,0,,,,,
player,201009260jax,phi,SamuAs20,qb_hits,0,,,,,
player,201009260jax,phi,SamuAs20,fumbles_rec,0,,,,,
player,201009260jax,phi,SamuAs20,fumbles_rec_yds,0,,,,,
player,201009260jax,phi,SamuAs20,fumbles_rec_td,0,,,,,
player,201009260jax,phi,SamuAs20,fumbles_forced,0,,,,,
player,201009260jax,phi,ColeTr20,def_int,0,,,,,
player,201009260jax,phi,ColeTr20,def_int_yds,0,,,,,
player,201009260jax,phi,ColeTr20,def_int_td,0,,,,,
player,201009260jax,phi,ColeTr20,def_int_long,0,,,,,
player,201009260jax,phi,ColeTr20,pass_defended,1,,,,,
player,201009260jax,phi,ColeTr20,sacks,2.0,,,,,
player,201009260jax,phi,ColeTr20,tackles_combined,8,,,,,
player,201009260jax,phi,ColeTr20,tackles_solo,8,,,,,
player,201009260jax,phi,ColeTr20,tackles_assists,0,,,,,
player,201009260jax,phi,ColeTr20,tackles_loss,2,,,,,
player,201009260jax,phi,ColeTr20,qb_hits,4,,,,,
player,201009260jax,phi,ColeTr20,fumbles_rec,0,,,,,
player,201009260jax,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201009260jax,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201009260jax,phi,ColeTr20,fumbles_forced,0,,,,,
player,201009260jax,phi,LawsTr99,def_int,0,,,,,
player,201009260jax,phi,LawsTr99,def_int_yds,0,,,,,
player,201009260jax,phi,LawsTr99,def_int_td,0,,,,,
player,201009260jax,phi,LawsTr99,def_int_long,0,,,,,
player,201009260jax,phi,LawsTr99,pass_defended,2,,,,,
