game,2010,9,20101107,201011070phi,clt,"Indianapolis Colts",24,phi,"Philadelphia Eagles",26
player,201011070phi,phi,LindTr99,tackles_assists,0,,,,,
player,201011070phi,phi,LindTr99,tackles_loss,0,,,,,
player,201011070phi,phi,LindTr99,qb_hits,0,,,,,
player,201011070phi,phi,LindTr99,fumbles_rec,0,,,,,
player,201011070phi,phi,LindTr99,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,LindTr99,fumbles_rec_td,0,,,,,
player,201011070phi,phi,LindTr99,fumbles_forced,0,,,,,
player,201011070phi,phi,PattMi20,def_int,0,,,,,
player,201011070phi,phi,PattMi20,def_int_yds,0,,,,,
player,201011070phi,phi,PattMi20,def_int_td,0,,,,,
player,201011070phi,phi,PattMi20,def_int_long,0,,,,,
player,201011070phi,phi,PattMi20,pass_defended,0,,,,,
player,201011070phi,phi,PattMi20,sacks,0.0,,,,,
player,201011070phi,phi,PattMi20,tackles_combined,1,,,,,
player,201011070phi,phi,PattMi20,tackles_solo,1,,,,,
player,201011070phi,phi,PattMi20,tackles_assists,0,,,,,
player,201011070phi,phi,PattMi20,tackles_loss,0,,,,,
player,201011070phi,phi,PattMi20,qb_hits,0,,,,,
player,201011070phi,phi,PattMi20,fumbles_rec,0,,,,,
player,201011070phi,phi,PattMi20,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,PattMi20,fumbles_rec_td,0,,,,,
player,201011070phi,phi,PattMi20,fumbles_forced,0,,,,,
player,201011070phi,phi,GrahBr99,def_int,,,,,,
player,201011070phi,phi,GrahBr99,def_int_yds,,,,,,
player,201011070phi,phi,GrahBr99,def_int_td,,,,,,
player,201011070phi,phi,GrahBr99,def_int_long,,,,,,
player,201011070phi,phi,GrahBr99,pass_defended,0,,,,,
player,201011070phi,phi,GrahBr99,sacks,0.0,,,,,
player,201011070phi,phi,GrahBr99,tackles_combined,0,,,,,
player,201011070phi,phi,GrahBr99,tackles_solo,0,,,,,
player,201011070phi,phi,GrahBr99,tackles_assists,0,,,,,
player,201011070phi,phi,GrahBr99,tackles_loss,0,,,,,
player,201011070phi,phi,GrahBr99,qb_hits,2,,,,,
player,201011070phi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201011070phi,phi,GrahBr99,fumbles_rec_yds,,,,,,
player,201011070phi,phi,GrahBr99,fumbles_rec_td,,,,,,
player,201011070phi,phi,GrahBr99,fumbles_forced,0,,,,,
player,201011070phi,clt,BrowCo00,kick_ret,3,,,,,
player,201011070phi,clt,BrowCo00,kick_ret_yds,58,,,,,
player,201011070phi,clt,BrowCo00,kick_ret_yds_per_ret,19.3,,,,,
player,201011070phi,clt,BrowCo00,kick_ret_td,0,,,,,
player,201011070phi,clt,BrowCo00,kick_ret_long,21,,,,,
player,201011070phi,clt,BrowCo00,punt_ret,0,,,,,
player,201011070phi,clt,BrowCo00,punt_ret_yds,0,,,,,
player,201011070phi,clt,BrowCo00,punt_ret_yds_per_ret,,,,,,
player,201011070phi,clt,BrowCo00,punt_ret_td,0,,,,,
player,201011070phi,clt,BrowCo00,punt_ret_long,0,,,,,
player,201011070phi,clt,JameJa00,kick_ret,1,,,,,
player,201011070phi,clt,JameJa00,kick_ret_yds,0,,,,,
player,201011070phi,clt,JameJa00,kick_ret_yds_per_ret,0.0,,,,,
player,201011070phi,clt,JameJa00,kick_ret_td,0,,,,,
player,201011070phi,clt,JameJa00,kick_ret_long,0,,,,,
player,201011070phi,clt,JameJa00,punt_ret,0,,,,,
player,201011070phi,clt,JameJa00,punt_ret_yds,0,,,,,
player,201011070phi,clt,JameJa00,punt_ret_yds_per_ret,,,,,,
player,201011070phi,clt,JameJa00,punt_ret_td,0,,,,,
player,201011070phi,clt,JameJa00,punt_ret_long,0,,,,,
player,201011070phi,phi,CalvJo99,kick_ret,2,,,,,
player,201011070phi,phi,CalvJo99,kick_ret_yds,61,,,,,
player,201011070phi,phi,CalvJo99,kick_ret_yds_per_ret,30.5,,,,,
player,201011070phi,phi,CalvJo99,kick_ret_td,0,,,,,
player,201011070phi,phi,CalvJo99,kick_ret_long,30,,,,,
player,201011070phi,phi,CalvJo99,punt_ret,1,,,,,
player,201011070phi,phi,CalvJo99,punt_ret_yds,-1,,,,,
player,201011070phi,phi,CalvJo99,punt_ret_yds_per_ret,-1.0,,,,,
player,201011070phi,phi,CalvJo99,punt_ret_td,0,,,,,
player,201011070phi,phi,CalvJo99,punt_ret_long,-1,,,,,
player,201011070phi,phi,JackDe00,kick_ret,0,,,,,
player,201011070phi,phi,JackDe00,kick_ret_yds,0,,,,,
player,201011070phi,phi,JackDe00,kick_ret_yds_per_ret,,,,,,
player,201011070phi,phi,JackDe00,kick_ret_td,0,,,,,
player,201011070phi,phi,JackDe00,kick_ret_long,0,,,,,
player,201011070phi,phi,JackDe00,punt_ret,1,,,,,
player,201011070phi,phi,JackDe00,punt_ret_yds,6,,,,,
player,201011070phi,phi,JackDe00,punt_ret_yds_per_ret,6.0,,,,,
player,201011070phi,phi,JackDe00,punt_ret_td,0,,,,,
player,201011070phi,phi,JackDe00,punt_ret_long,6,,,,,
player,201011070phi,phi,PattDi20,kick_ret,1,,,,,
player,201011070phi,phi,PattDi20,kick_ret_yds,14,,,,,
player,201011070phi,phi,PattDi20,kick_ret_yds_per_ret,14.0,,,,,
player,201011070phi,phi,PattDi20,kick_ret_td,0,,,,,
player,201011070phi,phi,PattDi20,kick_ret_long,14,,,,,
player,201011070phi,phi,PattDi20,punt_ret,0,,,,,
player,201011070phi,phi,PattDi20,punt_ret_yds,0,,,,,
player,201011070phi,phi,PattDi20,punt_ret_yds_per_ret,,,,,,
player,201011070phi,phi,PattDi20,punt_ret_td,0,,,,,
player,201011070phi,phi,PattDi20,punt_ret_long,0,,,,,
player,201011070phi,phi,SchmOw00,kick_ret,1,,,,,
player,201011070phi,phi,SchmOw00,kick_ret_yds,0,,,,,
player,201011070phi,phi,SchmOw00,kick_ret_yds_per_ret,0.0,,,,,
player,201011070phi,phi,SchmOw00,kick_ret_td,0,,,,,
player,201011070phi,phi,SchmOw00,kick_ret_long,0,,,,,
player,201011070phi,phi,SchmOw00,punt_ret,0,,,,,
player,201011070phi,phi,SchmOw00,punt_ret_yds,0,,,,,
player,201011070phi,phi,SchmOw00,punt_ret_yds_per_ret,,,,,,
player,201011070phi,phi,SchmOw00,punt_ret_td,0,,,,,
player,201011070phi,phi,SchmOw00,punt_ret_long,0,,,,,
player,201011070phi,clt,vinatada01,xpm,3,,,,,
player,201011070phi,clt,vinatada01,xpa,3,,,,,
player,201011070phi,clt,vinatada01,fgm,1,,,,,
player,201011070phi,clt,vinatada01,fga,1,,,,,
player,201011070phi,clt,vinatada01,punt,0,,,,,
player,201011070phi,clt,vinatada01,punt_yds,0,,,,,
player,201011070phi,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201011070phi,clt,vinatada01,punt_long,0,,,,,
player,201011070phi,clt,McAfPa44,xpm,,,,,,
player,201011070phi,clt,McAfPa44,xpa,,,,,,
player,201011070phi,clt,McAfPa44,fgm,,,,,,
player,201011070phi,clt,McAfPa44,fga,,,,,,
player,201011070phi,clt,McAfPa44,punt,5,,,,,
player,201011070phi,clt,McAfPa44,punt_yds,189,,,,,
player,201011070phi,clt,McAfPa44,punt_yds_per_punt,37.8,,,,,
player,201011070phi,clt,McAfPa44,punt_long,54,,,,,
player,201011070phi,phi,akersdav01,xpm,2,,,,,
player,201011070phi,phi,akersdav01,xpa,2,,,,,
player,201011070phi,phi,akersdav01,fgm,4,,,,,
player,201011070phi,phi,akersdav01,fga,4,,,,,
player,201011070phi,phi,akersdav01,punt,0,,,,,
player,201011070phi,phi,akersdav01,punt_yds,0,,,,,
player,201011070phi,phi,akersdav01,punt_yds_per_punt,,,,,,
player,201011070phi,phi,akersdav01,punt_long,0,,,,,
player,201011070phi,phi,RoccSa20,xpm,,,,,,
player,201011070phi,phi,RoccSa20,xpa,,,,,,
player,201011070phi,phi,RoccSa20,fgm,,,,,,
player,201011070phi,phi,RoccSa20,fga,,,,,,
player,201011070phi,phi,RoccSa20,punt,4,,,,,
player,201011070phi,phi,RoccSa20,punt_yds,148,,,,,
player,201011070phi,phi,RoccSa20,punt_yds_per_punt,37.0,,,,,
player,201011070phi,phi,RoccSa20,punt_long,55,,,,,
