game,2010,5,20101010,201010100car,chi,"Chicago Bears",23,car,"Carolina Panthers",6
team,201010100car,chi,First Downs,13,,,,,,
team,201010100car,car,First Downs,8,,,,,,
team,201010100car,chi,Rush-Yds-TDs,42-218-2,,,,,,
team,201010100car,car,Rush-Yds-TDs,25-85-0,,,,,,
team,201010100car,chi,Cmp-Att-Yd-TD-INT,8-19-51-0-4,,,,,,
team,201010100car,car,Cmp-Att-Yd-TD-INT,14-32-96-0-3,,,,,,
team,201010100car,chi,Sacked-Yards,3-22,,,,,,
team,201010100car,car,Sacked-Yards,5-34,,,,,,
team,201010100car,chi,Net Pass Yards,29,,,,,,
team,201010100car,car,Net Pass Yards,62,,,,,,
team,201010100car,chi,Total Yards,247,,,,,,
team,201010100car,car,Total Yards,147,,,,,,
team,201010100car,chi,Fumbles-Lost,0-0,,,,,,
team,201010100car,car,Fumbles-Lost,4-0,,,,,,
team,201010100car,chi,Turnovers,4,,,,,,
team,201010100car,car,Turnovers,3,,,,,,
team,201010100car,chi,Penalties-Yards,5-45,,,,,,
team,201010100car,car,Penalties-Yards,7-53,,,,,,
team,201010100car,chi,Third Down Conv.,3-15,,,,,,
team,201010100car,car,Third Down Conv.,3-18,,,,,,
team,201010100car,chi,Fourth Down Conv.,0-0,,,,,,
team,201010100car,car,Fourth Down Conv.,1-1,,,,,,
team,201010100car,chi,Time of Possession,30:19,,,,,,
team,201010100car,car,Time of Possession,29:41,,,,,,
player,201010100car,chi,CollTo00,pass_cmp,6,,,,,
player,201010100car,chi,CollTo00,pass_att,16,,,,,
player,201010100car,chi,CollTo00,pass_yds,32,,,,,
player,201010100car,chi,CollTo00,pass_td,0,,,,,
player,201010100car,chi,CollTo00,pass_int,4,,,,,
player,201010100car,chi,CollTo00,pass_sacked,2,,,,,
player,201010100car,chi,CollTo00,pass_sacked_yds,15,,,,,
player,201010100car,chi,CollTo00,pass_long,14,,,,,
player,201010100car,chi,CollTo00,pass_rating,6.2,,,,,
player,201010100car,chi,CollTo00,rush_att,0,,,,,
player,201010100car,chi,CollTo00,rush_yds,0,,,,,
player,201010100car,chi,CollTo00,rush_td,0,,,,,
player,201010100car,chi,CollTo00,rush_long,0,,,,,
player,201010100car,chi,CollTo00,targets,0,,,,,
player,201010100car,chi,CollTo00,rec,0,,,,,
player,201010100car,chi,CollTo00,rec_yds,0,,,,,
player,201010100car,chi,CollTo00,rec_td,0,,,,,
player,201010100car,chi,CollTo00,rec_long,0,,,,,
player,201010100car,chi,CollTo00,fumbles,0,,,,,
player,201010100car,chi,CollTo00,fumbles_lost,,,,,,
player,201010100car,chi,HaniCa00,pass_cmp,2,,,,,
player,201010100car,chi,HaniCa00,pass_att,3,,,,,
player,201010100car,chi,HaniCa00,pass_yds,19,,,,,
player,201010100car,chi,HaniCa00,pass_td,0,,,,,
player,201010100car,chi,HaniCa00,pass_int,0,,,,,
player,201010100car,chi,HaniCa00,pass_sacked,1,,,,,
player,201010100car,chi,HaniCa00,pass_sacked_yds,7,,,,,
player,201010100car,chi,HaniCa00,pass_long,14,,,,,
player,201010100car,chi,HaniCa00,pass_rating,84.0,,,,,
player,201010100car,chi,HaniCa00,rush_att,1,,,,,
player,201010100car,chi,HaniCa00,rush_yds,-1,,,,,
player,201010100car,chi,HaniCa00,rush_td,0,,,,,
player,201010100car,chi,HaniCa00,rush_long,-1,,,,,
player,201010100car,chi,HaniCa00,targets,0,,,,,
player,201010100car,chi,HaniCa00,rec,0,,,,,
player,201010100car,chi,HaniCa00,rec_yds,0,,,,,
player,201010100car,chi,HaniCa00,rec_td,0,,,,,
player,201010100car,chi,HaniCa00,rec_long,0,,,,,
player,201010100car,chi,HaniCa00,fumbles,0,,,,,
player,201010100car,chi,HaniCa00,fumbles_lost,,,,,,
player,201010100car,chi,FortMa00,pass_cmp,0,,,,,
player,201010100car,chi,FortMa00,pass_att,0,,,,,
player,201010100car,chi,FortMa00,pass_yds,0,,,,,
player,201010100car,chi,FortMa00,pass_td,0,,,,,
player,201010100car,chi,FortMa00,pass_int,0,,,,,
player,201010100car,chi,FortMa00,pass_sacked,,,,,,
player,201010100car,chi,FortMa00,pass_sacked_yds,,,,,,
player,201010100car,chi,FortMa00,pass_long,0,,,,,
player,201010100car,chi,FortMa00,pass_rating,,,,,,
player,201010100car,chi,FortMa00,rush_att,22,,,,,
player,201010100car,chi,FortMa00,rush_yds,166,,,,,
player,201010100car,chi,FortMa00,rush_td,2,,,,,
player,201010100car,chi,FortMa00,rush_long,68,,,,,
player,201010100car,chi,FortMa00,targets,2,,,,,
player,201010100car,chi,FortMa00,rec,2,,,,,
player,201010100car,chi,FortMa00,rec_yds,22,,,,,
player,201010100car,chi,FortMa00,rec_td,0,,,,,
player,201010100car,chi,FortMa00,rec_long,14,,,,,
player,201010100car,chi,FortMa00,fumbles,0,,,,,
player,201010100car,chi,FortMa00,fumbles_lost,,,,,,
player,201010100car,chi,TaylCh01,pass_cmp,0,,,,,
player,201010100car,chi,TaylCh01,pass_att,0,,,,,
player,201010100car,chi,TaylCh01,pass_yds,0,,,,,
player,201010100car,chi,TaylCh01,pass_td,0,,,,,
player,201010100car,chi,TaylCh01,pass_int,0,,,,,
player,201010100car,chi,TaylCh01,pass_sacked,,,,,,
player,201010100car,chi,TaylCh01,pass_sacked_yds,,,,,,
player,201010100car,chi,TaylCh01,pass_long,0,,,,,
player,201010100car,chi,TaylCh01,pass_rating,,,,,,
player,201010100car,chi,TaylCh01,rush_att,18,,,,,
player,201010100car,chi,TaylCh01,rush_yds,43,,,,,
player,201010100car,chi,TaylCh01,rush_td,0,,,,,
player,201010100car,chi,TaylCh01,rush_long,10,,,,,
player,201010100car,chi,TaylCh01,targets,3,,,,,
player,201010100car,chi,TaylCh01,rec,2,,,,,
player,201010100car,chi,TaylCh01,rec_yds,11,,,,,
player,201010100car,chi,TaylCh01,rec_td,0,,,,,
player,201010100car,chi,TaylCh01,rec_long,6,,,,,
player,201010100car,chi,TaylCh01,fumbles,0,,,,,
player,201010100car,chi,TaylCh01,fumbles_lost,,,,,,
player,201010100car,chi,HestDe99,pass_cmp,0,,,,,
player,201010100car,chi,HestDe99,pass_att,0,,,,,
player,201010100car,chi,HestDe99,pass_yds,0,,,,,
player,201010100car,chi,HestDe99,pass_td,0,,,,,
player,201010100car,chi,HestDe99,pass_int,0,,,,,
player,201010100car,chi,HestDe99,pass_sacked,,,,,,
player,201010100car,chi,HestDe99,pass_sacked_yds,,,,,,
player,201010100car,chi,HestDe99,pass_long,0,,,,,
player,201010100car,chi,HestDe99,pass_rating,,,,,,
player,201010100car,chi,HestDe99,rush_att,1,,,,,
player,201010100car,chi,HestDe99,rush_yds,10,,,,,
player,201010100car,chi,HestDe99,rush_td,0,,,,,
player,201010100car,chi,HestDe99,rush_long,10,,,,,
player,201010100car,chi,HestDe99,targets,5,,,,,
player,201010100car,chi,HestDe99,rec,2,,,,,
player,201010100car,chi,HestDe99,rec_yds,0,,,,,
player,201010100car,chi,HestDe99,rec_td,0,,,,,
player,201010100car,chi,HestDe99,rec_long,5,,,,,
player,201010100car,chi,HestDe99,fumbles,0,,,,,
player,201010100car,chi,HestDe99,fumbles_lost,,,,,,
player,201010100car,chi,KnoxJo00,pass_cmp,0,,,,,
player,201010100car,chi,KnoxJo00,pass_att,0,,,,,
player,201010100car,chi,KnoxJo00,pass_yds,0,,,,,
player,201010100car,chi,KnoxJo00,pass_td,0,,,,,
player,201010100car,chi,KnoxJo00,pass_int,0,,,,,
player,201010100car,chi,KnoxJo00,pass_sacked,,,,,,
player,201010100car,chi,KnoxJo00,pass_sacked_yds,,,,,,
player,201010100car,chi,KnoxJo00,pass_long,0,,,,,
player,201010100car,chi,KnoxJo00,pass_rating,,,,,,
player,201010100car,chi,KnoxJo00,rush_att,0,,,,,
player,201010100car,chi,KnoxJo00,rush_yds,0,,,,,
player,201010100car,chi,KnoxJo00,rush_td,0,,,,,
player,201010100car,chi,KnoxJo00,rush_long,0,,,,,
player,201010100car,chi,KnoxJo00,targets,4,,,,,
player,201010100car,chi,KnoxJo00,rec,1,,,,,
player,201010100car,chi,KnoxJo00,rec_yds,14,,,,,
player,201010100car,chi,KnoxJo00,rec_td,0,,,,,
player,201010100car,chi,KnoxJo00,rec_long,14,,,,,
player,201010100car,chi,KnoxJo00,fumbles,0,,,,,
player,201010100car,chi,KnoxJo00,fumbles_lost,,,,,,
player,201010100car,chi,BennEa00,pass_cmp,0,,,,,
player,201010100car,chi,BennEa00,pass_att,0,,,,,
player,201010100car,chi,BennEa00,pass_yds,0,,,,,
player,201010100car,chi,BennEa00,pass_td,0,,,,,
player,201010100car,chi,BennEa00,pass_int,0,,,,,
player,201010100car,chi,BennEa00,pass_sacked,,,,,,
player,201010100car,chi,BennEa00,pass_sacked_yds,,,,,,
player,201010100car,chi,BennEa00,pass_long,0,,,,,
player,201010100car,chi,BennEa00,pass_rating,,,,,,
player,201010100car,chi,BennEa00,rush_att,0,,,,,
player,201010100car,chi,BennEa00,rush_yds,0,,,,,
player,201010100car,chi,BennEa00,rush_td,0,,,,,
player,201010100car,chi,BennEa00,rush_long,0,,,,,
player,201010100car,chi,BennEa00,targets,1,,,,,
player,201010100car,chi,BennEa00,rec,1,,,,,
player,201010100car,chi,BennEa00,rec_yds,4,,,,,
player,201010100car,chi,BennEa00,rec_td,0,,,,,
player,201010100car,chi,BennEa00,rec_long,4,,,,,
player,201010100car,chi,BennEa00,fumbles,0,,,,,
player,201010100car,chi,BennEa00,fumbles_lost,,,,,,
player,201010100car,chi,OlseGr00,pass_cmp,,,,,,
player,201010100car,chi,OlseGr00,pass_att,,,,,,
player,201010100car,chi,OlseGr00,pass_yds,,,,,,
player,201010100car,chi,OlseGr00,pass_td,,,,,,
player,201010100car,chi,OlseGr00,pass_int,,,,,,
player,201010100car,chi,OlseGr00,pass_sacked,,,,,,
player,201010100car,chi,OlseGr00,pass_sacked_yds,,,,,,
player,201010100car,chi,OlseGr00,pass_long,,,,,,
player,201010100car,chi,OlseGr00,pass_rating,,,,,,
player,201010100car,chi,OlseGr00,rush_att,,,,,,
player,201010100car,chi,OlseGr00,rush_yds,,,,,,
player,201010100car,chi,OlseGr00,rush_td,,,,,,
player,201010100car,chi,OlseGr00,rush_long,,,,,,
player,201010100car,chi,OlseGr00,targets,2,,,,,
player,201010100car,chi,OlseGr00,rec,0,,,,,
player,201010100car,chi,OlseGr00,rec_yds,0,,,,,
player,201010100car,chi,OlseGr00,rec_td,0,,,,,
player,201010100car,chi,OlseGr00,rec_long,,,,,,
player,201010100car,chi,OlseGr00,fumbles,,,,,,
player,201010100car,chi,OlseGr00,fumbles_lost,,,,,,
player,201010100car,chi,AromDe00,pass_cmp,,,,,,
player,201010100car,chi,AromDe00,pass_att,,,,,,
player,201010100car,chi,AromDe00,pass_yds,,,,,,
player,201010100car,chi,AromDe00,pass_td,,,,,,
player,201010100car,chi,AromDe00,pass_int,,,,,,
player,201010100car,chi,AromDe00,pass_sacked,,,,,,
player,201010100car,chi,AromDe00,pass_sacked_yds,,,,,,
player,201010100car,chi,AromDe00,pass_long,,,,,,
player,201010100car,chi,AromDe00,pass_rating,,,,,,
player,201010100car,chi,AromDe00,rush_att,,,,,,
player,201010100car,chi,AromDe00,rush_yds,,,,,,
