game,2010,10,20101114,201011140pit,nwe,"New England Patriots",39,pit,"Pittsburgh Steelers",26
player,201011140pit,nwe,GuytGa99,tackles_combined,3,,,,,
player,201011140pit,nwe,GuytGa99,tackles_solo,3,,,,,
player,201011140pit,nwe,GuytGa99,tackles_assists,0,,,,,
player,201011140pit,nwe,GuytGa99,tackles_loss,1,,,,,
player,201011140pit,nwe,GuytGa99,qb_hits,1,,,,,
player,201011140pit,nwe,GuytGa99,fumbles_rec,0,,,,,
player,201011140pit,nwe,GuytGa99,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,GuytGa99,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,GuytGa99,fumbles_forced,0,,,,,
player,201011140pit,nwe,WarrGe20,def_int,0,,,,,
player,201011140pit,nwe,WarrGe20,def_int_yds,0,,,,,
player,201011140pit,nwe,WarrGe20,def_int_td,0,,,,,
player,201011140pit,nwe,WarrGe20,def_int_long,0,,,,,
player,201011140pit,nwe,WarrGe20,pass_defended,0,,,,,
player,201011140pit,nwe,WarrGe20,sacks,0.5,,,,,
player,201011140pit,nwe,WarrGe20,tackles_combined,3,,,,,
player,201011140pit,nwe,WarrGe20,tackles_solo,1,,,,,
player,201011140pit,nwe,WarrGe20,tackles_assists,2,,,,,
player,201011140pit,nwe,WarrGe20,tackles_loss,0,,,,,
player,201011140pit,nwe,WarrGe20,qb_hits,1,,,,,
player,201011140pit,nwe,WarrGe20,fumbles_rec,0,,,,,
player,201011140pit,nwe,WarrGe20,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,WarrGe20,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,WarrGe20,fumbles_forced,0,,,,,
player,201011140pit,nwe,CrabSh99,def_int,0,,,,,
player,201011140pit,nwe,CrabSh99,def_int_yds,0,,,,,
player,201011140pit,nwe,CrabSh99,def_int_td,0,,,,,
player,201011140pit,nwe,CrabSh99,def_int_long,0,,,,,
player,201011140pit,nwe,CrabSh99,pass_defended,0,,,,,
player,201011140pit,nwe,CrabSh99,sacks,0.5,,,,,
player,201011140pit,nwe,CrabSh99,tackles_combined,2,,,,,
player,201011140pit,nwe,CrabSh99,tackles_solo,1,,,,,
player,201011140pit,nwe,CrabSh99,tackles_assists,1,,,,,
player,201011140pit,nwe,CrabSh99,tackles_loss,0,,,,,
player,201011140pit,nwe,CrabSh99,qb_hits,1,,,,,
player,201011140pit,nwe,CrabSh99,fumbles_rec,0,,,,,
player,201011140pit,nwe,CrabSh99,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,CrabSh99,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,CrabSh99,fumbles_forced,0,,,,,
player,201011140pit,nwe,ChunPa99,def_int,0,,,,,
player,201011140pit,nwe,ChunPa99,def_int_yds,0,,,,,
player,201011140pit,nwe,ChunPa99,def_int_td,0,,,,,
player,201011140pit,nwe,ChunPa99,def_int_long,0,,,,,
player,201011140pit,nwe,ChunPa99,pass_defended,1,,,,,
player,201011140pit,nwe,ChunPa99,sacks,0.0,,,,,
player,201011140pit,nwe,ChunPa99,tackles_combined,11,,,,,
player,201011140pit,nwe,ChunPa99,tackles_solo,6,,,,,
player,201011140pit,nwe,ChunPa99,tackles_assists,5,,,,,
player,201011140pit,nwe,ChunPa99,tackles_loss,0,,,,,
player,201011140pit,nwe,ChunPa99,qb_hits,0,,,,,
player,201011140pit,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201011140pit,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201011140pit,nwe,McCoDe99,def_int,0,,,,,
player,201011140pit,nwe,McCoDe99,def_int_yds,0,,,,,
player,201011140pit,nwe,McCoDe99,def_int_td,0,,,,,
player,201011140pit,nwe,McCoDe99,def_int_long,0,,,,,
player,201011140pit,nwe,McCoDe99,pass_defended,1,,,,,
player,201011140pit,nwe,McCoDe99,sacks,0.0,,,,,
player,201011140pit,nwe,McCoDe99,tackles_combined,11,,,,,
player,201011140pit,nwe,McCoDe99,tackles_solo,9,,,,,
player,201011140pit,nwe,McCoDe99,tackles_assists,2,,,,,
player,201011140pit,nwe,McCoDe99,tackles_loss,0,,,,,
player,201011140pit,nwe,McCoDe99,qb_hits,0,,,,,
player,201011140pit,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201011140pit,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201011140pit,nwe,MayoJe99,def_int,0,,,,,
player,201011140pit,nwe,MayoJe99,def_int_yds,0,,,,,
player,201011140pit,nwe,MayoJe99,def_int_td,0,,,,,
player,201011140pit,nwe,MayoJe99,def_int_long,0,,,,,
player,201011140pit,nwe,MayoJe99,pass_defended,0,,,,,
player,201011140pit,nwe,MayoJe99,sacks,0.0,,,,,
player,201011140pit,nwe,MayoJe99,tackles_combined,9,,,,,
player,201011140pit,nwe,MayoJe99,tackles_solo,4,,,,,
player,201011140pit,nwe,MayoJe99,tackles_assists,5,,,,,
player,201011140pit,nwe,MayoJe99,tackles_loss,1,,,,,
player,201011140pit,nwe,MayoJe99,qb_hits,0,,,,,
player,201011140pit,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201011140pit,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201011140pit,nwe,BrowSe00,def_int,0,,,,,
player,201011140pit,nwe,BrowSe00,def_int_yds,0,,,,,
player,201011140pit,nwe,BrowSe00,def_int_td,0,,,,,
player,201011140pit,nwe,BrowSe00,def_int_long,0,,,,,
player,201011140pit,nwe,BrowSe00,pass_defended,0,,,,,
player,201011140pit,nwe,BrowSe00,sacks,0.0,,,,,
player,201011140pit,nwe,BrowSe00,tackles_combined,4,,,,,
player,201011140pit,nwe,BrowSe00,tackles_solo,3,,,,,
player,201011140pit,nwe,BrowSe00,tackles_assists,1,,,,,
player,201011140pit,nwe,BrowSe00,tackles_loss,0,,,,,
player,201011140pit,nwe,BrowSe00,qb_hits,0,,,,,
player,201011140pit,nwe,BrowSe00,fumbles_rec,0,,,,,
player,201011140pit,nwe,BrowSe00,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,BrowSe00,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,BrowSe00,fumbles_forced,0,,,,,
player,201011140pit,nwe,MeriBr99,def_int,0,,,,,
player,201011140pit,nwe,MeriBr99,def_int_yds,0,,,,,
player,201011140pit,nwe,MeriBr99,def_int_td,0,,,,,
player,201011140pit,nwe,MeriBr99,def_int_long,0,,,,,
player,201011140pit,nwe,MeriBr99,pass_defended,0,,,,,
player,201011140pit,nwe,MeriBr99,sacks,0.0,,,,,
player,201011140pit,nwe,MeriBr99,tackles_combined,4,,,,,
player,201011140pit,nwe,MeriBr99,tackles_solo,4,,,,,
player,201011140pit,nwe,MeriBr99,tackles_assists,0,,,,,
player,201011140pit,nwe,MeriBr99,tackles_loss,0,,,,,
player,201011140pit,nwe,MeriBr99,qb_hits,0,,,,,
player,201011140pit,nwe,MeriBr99,fumbles_rec,0,,,,,
player,201011140pit,nwe,MeriBr99,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,MeriBr99,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,MeriBr99,fumbles_forced,0,,,,,
player,201011140pit,nwe,ArriKy00,def_int,0,,,,,
player,201011140pit,nwe,ArriKy00,def_int_yds,0,,,,,
player,201011140pit,nwe,ArriKy00,def_int_td,0,,,,,
player,201011140pit,nwe,ArriKy00,def_int_long,0,,,,,
player,201011140pit,nwe,ArriKy00,pass_defended,1,,,,,
player,201011140pit,nwe,ArriKy00,sacks,0.0,,,,,
player,201011140pit,nwe,ArriKy00,tackles_combined,3,,,,,
player,201011140pit,nwe,ArriKy00,tackles_solo,3,,,,,
player,201011140pit,nwe,ArriKy00,tackles_assists,0,,,,,
player,201011140pit,nwe,ArriKy00,tackles_loss,0,,,,,
player,201011140pit,nwe,ArriKy00,qb_hits,0,,,,,
player,201011140pit,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201011140pit,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201011140pit,nwe,NinkRo20,def_int,0,,,,,
player,201011140pit,nwe,NinkRo20,def_int_yds,0,,,,,
player,201011140pit,nwe,NinkRo20,def_int_td,0,,,,,
player,201011140pit,nwe,NinkRo20,def_int_long,0,,,,,
player,201011140pit,nwe,NinkRo20,pass_defended,0,,,,,
player,201011140pit,nwe,NinkRo20,sacks,0.0,,,,,
player,201011140pit,nwe,NinkRo20,tackles_combined,3,,,,,
player,201011140pit,nwe,NinkRo20,tackles_solo,2,,,,,
player,201011140pit,nwe,NinkRo20,tackles_assists,1,,,,,
player,201011140pit,nwe,NinkRo20,tackles_loss,0,,,,,
player,201011140pit,nwe,NinkRo20,qb_hits,0,,,,,
player,201011140pit,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201011140pit,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201011140pit,nwe,MorrSa00,def_int,0,,,,,
player,201011140pit,nwe,MorrSa00,def_int_yds,0,,,,,
player,201011140pit,nwe,MorrSa00,def_int_td,0,,,,,
player,201011140pit,nwe,MorrSa00,def_int_long,0,,,,,
player,201011140pit,nwe,MorrSa00,pass_defended,0,,,,,
player,201011140pit,nwe,MorrSa00,sacks,0.0,,,,,
player,201011140pit,nwe,MorrSa00,tackles_combined,2,,,,,
player,201011140pit,nwe,MorrSa00,tackles_solo,1,,,,,
player,201011140pit,nwe,MorrSa00,tackles_assists,1,,,,,
player,201011140pit,nwe,MorrSa00,tackles_loss,0,,,,,
player,201011140pit,nwe,MorrSa00,qb_hits,0,,,,,
player,201011140pit,nwe,MorrSa00,fumbles_rec,0,,,,,
player,201011140pit,nwe,MorrSa00,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,MorrSa00,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,MorrSa00,fumbles_forced,0,,,,,
player,201011140pit,nwe,SpikBr99,def_int,0,,,,,
player,201011140pit,nwe,SpikBr99,def_int_yds,0,,,,,
player,201011140pit,nwe,SpikBr99,def_int_td,0,,,,,
player,201011140pit,nwe,SpikBr99,def_int_long,0,,,,,
player,201011140pit,nwe,SpikBr99,pass_defended,0,,,,,
player,201011140pit,nwe,SpikBr99,sacks,0.0,,,,,
player,201011140pit,nwe,SpikBr99,tackles_combined,2,,,,,
player,201011140pit,nwe,SpikBr99,tackles_solo,1,,,,,
player,201011140pit,nwe,SpikBr99,tackles_assists,1,,,,,
player,201011140pit,nwe,SpikBr99,tackles_loss,0,,,,,
player,201011140pit,nwe,SpikBr99,qb_hits,0,,,,,
player,201011140pit,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201011140pit,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201011140pit,nwe,WilfVi20,def_int,0,,,,,
player,201011140pit,nwe,WilfVi20,def_int_yds,0,,,,,
player,201011140pit,nwe,WilfVi20,def_int_td,0,,,,,
player,201011140pit,nwe,WilfVi20,def_int_long,0,,,,,
player,201011140pit,nwe,WilfVi20,pass_defended,0,,,,,
player,201011140pit,nwe,WilfVi20,sacks,0.0,,,,,
player,201011140pit,nwe,WilfVi20,tackles_combined,2,,,,,
player,201011140pit,nwe,WilfVi20,tackles_solo,1,,,,,
player,201011140pit,nwe,WilfVi20,tackles_assists,1,,,,,
player,201011140pit,nwe,WilfVi20,tackles_loss,0,,,,,
player,201011140pit,nwe,WilfVi20,qb_hits,0,,,,,
player,201011140pit,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201011140pit,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201011140pit,nwe,WoodDa02,def_int,0,,,,,
player,201011140pit,nwe,WoodDa02,def_int_yds,0,,,,,
player,201011140pit,nwe,WoodDa02,def_int_td,0,,,,,
player,201011140pit,nwe,WoodDa02,def_int_long,0,,,,,
player,201011140pit,nwe,WoodDa02,pass_defended,0,,,,,
player,201011140pit,nwe,WoodDa02,sacks,0.0,,,,,
player,201011140pit,nwe,WoodDa02,tackles_combined,2,,,,,
player,201011140pit,nwe,WoodDa02,tackles_solo,2,,,,,
player,201011140pit,nwe,WoodDa02,tackles_assists,0,,,,,
player,201011140pit,nwe,WoodDa02,tackles_loss,0,,,,,
player,201011140pit,nwe,WoodDa02,qb_hits,0,,,,,
player,201011140pit,nwe,WoodDa02,fumbles_rec,0,,,,,
player,201011140pit,nwe,WoodDa02,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,WoodDa02,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,WoodDa02,fumbles_forced,0,,,,,
player,201011140pit,nwe,BracRo99,def_int,0,,,,,
player,201011140pit,nwe,BracRo99,def_int_yds,0,,,,,
player,201011140pit,nwe,BracRo99,def_int_td,0,,,,,
player,201011140pit,nwe,BracRo99,def_int_long,0,,,,,
player,201011140pit,nwe,BracRo99,pass_defended,0,,,,,
player,201011140pit,nwe,BracRo99,sacks,0.0,,,,,
player,201011140pit,nwe,BracRo99,tackles_combined,1,,,,,
player,201011140pit,nwe,BracRo99,tackles_solo,0,,,,,
player,201011140pit,nwe,BracRo99,tackles_assists,1,,,,,
player,201011140pit,nwe,BracRo99,tackles_loss,0,,,,,
player,201011140pit,nwe,BracRo99,qb_hits,0,,,,,
player,201011140pit,nwe,BracRo99,fumbles_rec,0,,,,,
player,201011140pit,nwe,BracRo99,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,BracRo99,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,BracRo99,fumbles_forced,0,,,,,
player,201011140pit,nwe,FletDa00,def_int,0,,,,,
player,201011140pit,nwe,FletDa00,def_int_yds,0,,,,,
player,201011140pit,nwe,FletDa00,def_int_td,0,,,,,
player,201011140pit,nwe,FletDa00,def_int_long,0,,,,,
player,201011140pit,nwe,FletDa00,pass_defended,0,,,,,
player,201011140pit,nwe,FletDa00,sacks,0.0,,,,,
player,201011140pit,nwe,FletDa00,tackles_combined,1,,,,,
player,201011140pit,nwe,FletDa00,tackles_solo,0,,,,,
player,201011140pit,nwe,FletDa00,tackles_assists,1,,,,,
player,201011140pit,nwe,FletDa00,tackles_loss,0,,,,,
player,201011140pit,nwe,FletDa00,qb_hits,0,,,,,
player,201011140pit,nwe,FletDa00,fumbles_rec,0,,,,,
player,201011140pit,nwe,FletDa00,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,FletDa00,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,FletDa00,fumbles_forced,0,,,,,
player,201011140pit,nwe,SlatMa00,def_int,0,,,,,
player,201011140pit,nwe,SlatMa00,def_int_yds,0,,,,,
player,201011140pit,nwe,SlatMa00,def_int_td,0,,,,,
player,201011140pit,nwe,SlatMa00,def_int_long,0,,,,,
player,201011140pit,nwe,SlatMa00,pass_defended,0,,,,,
player,201011140pit,nwe,SlatMa00,sacks,0.0,,,,,
player,201011140pit,nwe,SlatMa00,tackles_combined,1,,,,,
player,201011140pit,nwe,SlatMa00,tackles_solo,1,,,,,
player,201011140pit,nwe,SlatMa00,tackles_assists,0,,,,,
player,201011140pit,nwe,SlatMa00,tackles_loss,0,,,,,
player,201011140pit,nwe,SlatMa00,qb_hits,0,,,,,
player,201011140pit,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201011140pit,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201011140pit,nwe,WhitTr20,def_int,0,,,,,
player,201011140pit,nwe,WhitTr20,def_int_yds,0,,,,,
player,201011140pit,nwe,WhitTr20,def_int_td,0,,,,,
player,201011140pit,nwe,WhitTr20,def_int_long,0,,,,,
player,201011140pit,nwe,WhitTr20,pass_defended,0,,,,,
player,201011140pit,nwe,WhitTr20,sacks,0.0,,,,,
player,201011140pit,nwe,WhitTr20,tackles_combined,1,,,,,
player,201011140pit,nwe,WhitTr20,tackles_solo,0,,,,,
player,201011140pit,nwe,WhitTr20,tackles_assists,1,,,,,
player,201011140pit,nwe,WhitTr20,tackles_loss,0,,,,,
player,201011140pit,nwe,WhitTr20,qb_hits,0,,,,,
player,201011140pit,nwe,WhitTr20,fumbles_rec,0,,,,,
player,201011140pit,nwe,WhitTr20,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,WhitTr20,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,WhitTr20,fumbles_forced,0,,,,,
player,201011140pit,nwe,HernAa00,def_int,0,,,,,
player,201011140pit,nwe,HernAa00,def_int_yds,0,,,,,
player,201011140pit,nwe,HernAa00,def_int_td,0,,,,,
player,201011140pit,nwe,HernAa00,def_int_long,0,,,,,
player,201011140pit,nwe,HernAa00,pass_defended,1,,,,,
player,201011140pit,nwe,HernAa00,sacks,0.0,,,,,
player,201011140pit,nwe,HernAa00,tackles_combined,0,,,,,
player,201011140pit,nwe,HernAa00,tackles_solo,0,,,,,
player,201011140pit,nwe,HernAa00,tackles_assists,0,,,,,
player,201011140pit,nwe,HernAa00,tackles_loss,0,,,,,
player,201011140pit,nwe,HernAa00,qb_hits,0,,,,,
player,201011140pit,nwe,HernAa00,fumbles_rec,0,,,,,
player,201011140pit,nwe,HernAa00,fumbles_rec_yds,0,,,,,
player,201011140pit,nwe,HernAa00,fumbles_rec_td,0,,,,,
player,201011140pit,nwe,HernAa00,fumbles_forced,0,,,,,
player,201011140pit,pit,FarrJa99,def_int,0,,,,,
player,201011140pit,pit,FarrJa99,def_int_yds,0,,,,,
player,201011140pit,pit,FarrJa99,def_int_td,0,,,,,
player,201011140pit,pit,FarrJa99,def_int_long,0,,,,,
player,201011140pit,pit,FarrJa99,pass_defended,0,,,,,
player,201011140pit,pit,FarrJa99,sacks,0.0,,,,,
player,201011140pit,pit,FarrJa99,tackles_combined,10,,,,,
player,201011140pit,pit,FarrJa99,tackles_solo,5,,,,,
player,201011140pit,pit,FarrJa99,tackles_assists,5,,,,,
player,201011140pit,pit,FarrJa99,tackles_loss,0,,,,,
player,201011140pit,pit,FarrJa99,qb_hits,0,,,,,
player,201011140pit,pit,FarrJa99,fumbles_rec,0,,,,,
player,201011140pit,pit,FarrJa99,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,FarrJa99,fumbles_rec_td,0,,,,,
player,201011140pit,pit,FarrJa99,fumbles_forced,0,,,,,
player,201011140pit,pit,ClarRy20,def_int,0,,,,,
player,201011140pit,pit,ClarRy20,def_int_yds,0,,,,,
player,201011140pit,pit,ClarRy20,def_int_td,0,,,,,
player,201011140pit,pit,ClarRy20,def_int_long,0,,,,,
player,201011140pit,pit,ClarRy20,pass_defended,0,,,,,
player,201011140pit,pit,ClarRy20,sacks,0.0,,,,,
player,201011140pit,pit,ClarRy20,tackles_combined,9,,,,,
player,201011140pit,pit,ClarRy20,tackles_solo,5,,,,,
player,201011140pit,pit,ClarRy20,tackles_assists,4,,,,,
player,201011140pit,pit,ClarRy20,tackles_loss,0,,,,,
player,201011140pit,pit,ClarRy20,qb_hits,0,,,,,
player,201011140pit,pit,ClarRy20,fumbles_rec,0,,,,,
player,201011140pit,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201011140pit,pit,ClarRy20,fumbles_forced,0,,,,,
player,201011140pit,pit,HarrJa23,def_int,0,,,,,
player,201011140pit,pit,HarrJa23,def_int_yds,0,,,,,
player,201011140pit,pit,HarrJa23,def_int_td,0,,,,,
player,201011140pit,pit,HarrJa23,def_int_long,0,,,,,
player,201011140pit,pit,HarrJa23,pass_defended,0,,,,,
player,201011140pit,pit,HarrJa23,sacks,0.0,,,,,
player,201011140pit,pit,HarrJa23,tackles_combined,9,,,,,
player,201011140pit,pit,HarrJa23,tackles_solo,6,,,,,
player,201011140pit,pit,HarrJa23,tackles_assists,3,,,,,
player,201011140pit,pit,HarrJa23,tackles_loss,0,,,,,
player,201011140pit,pit,HarrJa23,qb_hits,1,,,,,
player,201011140pit,pit,HarrJa23,fumbles_rec,0,,,,,
player,201011140pit,pit,HarrJa23,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,HarrJa23,fumbles_rec_td,0,,,,,
player,201011140pit,pit,HarrJa23,fumbles_forced,0,,,,,
player,201011140pit,pit,McFaBr20,def_int,0,,,,,
player,201011140pit,pit,McFaBr20,def_int_yds,0,,,,,
player,201011140pit,pit,McFaBr20,def_int_td,0,,,,,
player,201011140pit,pit,McFaBr20,def_int_long,0,,,,,
player,201011140pit,pit,McFaBr20,pass_defended,1,,,,,
player,201011140pit,pit,McFaBr20,sacks,0.0,,,,,
player,201011140pit,pit,McFaBr20,tackles_combined,9,,,,,
player,201011140pit,pit,McFaBr20,tackles_solo,9,,,,,
player,201011140pit,pit,McFaBr20,tackles_assists,0,,,,,
player,201011140pit,pit,McFaBr20,tackles_loss,0,,,,,
player,201011140pit,pit,McFaBr20,qb_hits,0,,,,,
player,201011140pit,pit,McFaBr20,fumbles_rec,0,,,,,
player,201011140pit,pit,McFaBr20,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,McFaBr20,fumbles_rec_td,0,,,,,
player,201011140pit,pit,McFaBr20,fumbles_forced,0,,,,,
player,201011140pit,pit,TaylIk20,def_int,0,,,,,
player,201011140pit,pit,TaylIk20,def_int_yds,0,,,,,
player,201011140pit,pit,TaylIk20,def_int_td,0,,,,,
player,201011140pit,pit,TaylIk20,def_int_long,0,,,,,
player,201011140pit,pit,TaylIk20,pass_defended,0,,,,,
player,201011140pit,pit,TaylIk20,sacks,0.0,,,,,
player,201011140pit,pit,TaylIk20,tackles_combined,7,,,,,
player,201011140pit,pit,TaylIk20,tackles_solo,5,,,,,
player,201011140pit,pit,TaylIk20,tackles_assists,2,,,,,
player,201011140pit,pit,TaylIk20,tackles_loss,0,,,,,
player,201011140pit,pit,TaylIk20,qb_hits,0,,,,,
player,201011140pit,pit,TaylIk20,fumbles_rec,0,,,,,
player,201011140pit,pit,TaylIk20,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,TaylIk20,fumbles_rec_td,0,,,,,
player,201011140pit,pit,TaylIk20,fumbles_forced,0,,,,,
player,201011140pit,pit,TimmLa99,def_int,0,,,,,
player,201011140pit,pit,TimmLa99,def_int_yds,0,,,,,
player,201011140pit,pit,TimmLa99,def_int_td,0,,,,,
player,201011140pit,pit,TimmLa99,def_int_long,0,,,,,
player,201011140pit,pit,TimmLa99,pass_defended,1,,,,,
player,201011140pit,pit,TimmLa99,sacks,0.0,,,,,
player,201011140pit,pit,TimmLa99,tackles_combined,7,,,,,
player,201011140pit,pit,TimmLa99,tackles_solo,4,,,,,
player,201011140pit,pit,TimmLa99,tackles_assists,3,,,,,
player,201011140pit,pit,TimmLa99,tackles_loss,0,,,,,
player,201011140pit,pit,TimmLa99,qb_hits,0,,,,,
player,201011140pit,pit,TimmLa99,fumbles_rec,0,,,,,
player,201011140pit,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201011140pit,pit,TimmLa99,fumbles_forced,0,,,,,
player,201011140pit,pit,EasoNi20,def_int,0,,,,,
player,201011140pit,pit,EasoNi20,def_int_yds,0,,,,,
player,201011140pit,pit,EasoNi20,def_int_td,0,,,,,
player,201011140pit,pit,EasoNi20,def_int_long,0,,,,,
player,201011140pit,pit,EasoNi20,pass_defended,0,,,,,
player,201011140pit,pit,EasoNi20,sacks,0.0,,,,,
player,201011140pit,pit,EasoNi20,tackles_combined,3,,,,,
player,201011140pit,pit,EasoNi20,tackles_solo,1,,,,,
player,201011140pit,pit,EasoNi20,tackles_assists,2,,,,,
player,201011140pit,pit,EasoNi20,tackles_loss,0,,,,,
player,201011140pit,pit,EasoNi20,qb_hits,0,,,,,
player,201011140pit,pit,EasoNi20,fumbles_rec,0,,,,,
player,201011140pit,pit,EasoNi20,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,EasoNi20,fumbles_rec_td,0,,,,,
player,201011140pit,pit,EasoNi20,fumbles_forced,0,,,,,
player,201011140pit,pit,GayxWi99,def_int,0,,,,,
player,201011140pit,pit,GayxWi99,def_int_yds,0,,,,,
player,201011140pit,pit,GayxWi99,def_int_td,0,,,,,
player,201011140pit,pit,GayxWi99,def_int_long,0,,,,,
player,201011140pit,pit,GayxWi99,pass_defended,0,,,,,
player,201011140pit,pit,GayxWi99,sacks,0.0,,,,,
player,201011140pit,pit,GayxWi99,tackles_combined,3,,,,,
player,201011140pit,pit,GayxWi99,tackles_solo,2,,,,,
player,201011140pit,pit,GayxWi99,tackles_assists,1,,,,,
player,201011140pit,pit,GayxWi99,tackles_loss,1,,,,,
player,201011140pit,pit,GayxWi99,qb_hits,0,,,,,
player,201011140pit,pit,GayxWi99,fumbles_rec,0,,,,,
player,201011140pit,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201011140pit,pit,GayxWi99,fumbles_forced,0,,,,,
player,201011140pit,pit,WoodLa99,def_int,0,,,,,
player,201011140pit,pit,WoodLa99,def_int_yds,0,,,,,
player,201011140pit,pit,WoodLa99,def_int_td,0,,,,,
player,201011140pit,pit,WoodLa99,def_int_long,0,,,,,
player,201011140pit,pit,WoodLa99,pass_defended,0,,,,,
player,201011140pit,pit,WoodLa99,sacks,0.0,,,,,
player,201011140pit,pit,WoodLa99,tackles_combined,3,,,,,
player,201011140pit,pit,WoodLa99,tackles_solo,1,,,,,
player,201011140pit,pit,WoodLa99,tackles_assists,2,,,,,
player,201011140pit,pit,WoodLa99,tackles_loss,0,,,,,
player,201011140pit,pit,WoodLa99,qb_hits,2,,,,,
player,201011140pit,pit,WoodLa99,fumbles_rec,0,,,,,
player,201011140pit,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201011140pit,pit,WoodLa99,fumbles_forced,0,,,,,
player,201011140pit,pit,FootLa20,def_int,0,,,,,
player,201011140pit,pit,FootLa20,def_int_yds,0,,,,,
player,201011140pit,pit,FootLa20,def_int_td,0,,,,,
player,201011140pit,pit,FootLa20,def_int_long,0,,,,,
player,201011140pit,pit,FootLa20,pass_defended,0,,,,,
player,201011140pit,pit,FootLa20,sacks,0.0,,,,,
player,201011140pit,pit,FootLa20,tackles_combined,2,,,,,
player,201011140pit,pit,FootLa20,tackles_solo,1,,,,,
player,201011140pit,pit,FootLa20,tackles_assists,1,,,,,
player,201011140pit,pit,FootLa20,tackles_loss,0,,,,,
player,201011140pit,pit,FootLa20,qb_hits,0,,,,,
player,201011140pit,pit,FootLa20,fumbles_rec,0,,,,,
player,201011140pit,pit,FootLa20,fumbles_rec_yds,0,,,,,
player,201011140pit,pit,FootLa20,fumbles_rec_td,0,,,,,
