game,2010,15,20101219,201012190sea,atl,"Atlanta Falcons",34,sea,"Seattle Seahawks",18
team,201012190sea,atl,First Downs,21,,,,,,
team,201012190sea,sea,First Downs,15,,,,,,
team,201012190sea,atl,Rush-Yds-TDs,37-98-0,,,,,,
team,201012190sea,sea,Rush-Yds-TDs,21-91-2,,,,,,
team,201012190sea,atl,Cmp-Att-Yd-TD-INT,20-35-174-3-1,,,,,,
team,201012190sea,sea,Cmp-Att-Yd-TD-INT,18-33-154-0-2,,,,,,
team,201012190sea,atl,Sacked-Yards,1-6,,,,,,
team,201012190sea,sea,Sacked-Yards,2-11,,,,,,
team,201012190sea,atl,Net Pass Yards,168,,,,,,
team,201012190sea,sea,Net Pass Yards,143,,,,,,
team,201012190sea,atl,Total Yards,266,,,,,,
team,201012190sea,sea,Total Yards,234,,,,,,
team,201012190sea,atl,Fumbles-Lost,2-0,,,,,,
team,201012190sea,sea,Fumbles-Lost,2-1,,,,,,
team,201012190sea,atl,Turnovers,1,,,,,,
team,201012190sea,sea,Turnovers,3,,,,,,
team,201012190sea,atl,Penalties-Yards,4-35,,,,,,
team,201012190sea,sea,Penalties-Yards,10-76,,,,,,
team,201012190sea,atl,Third Down Conv.,9-19,,,,,,
team,201012190sea,sea,Third Down Conv.,4-12,,,,,,
team,201012190sea,atl,Fourth Down Conv.,2-2,,,,,,
team,201012190sea,sea,Fourth Down Conv.,1-2,,,,,,
team,201012190sea,atl,Time of Possession,35:25,,,,,,
team,201012190sea,sea,Time of Possession,24:35,,,,,,
player,201012190sea,atl,RyanMa00,pass_cmp,20,,,,,
player,201012190sea,atl,RyanMa00,pass_att,35,,,,,
player,201012190sea,atl,RyanMa00,pass_yds,174,,,,,
player,201012190sea,atl,RyanMa00,pass_td,3,,,,,
player,201012190sea,atl,RyanMa00,pass_int,1,,,,,
player,201012190sea,atl,RyanMa00,pass_sacked,1,,,,,
player,201012190sea,atl,RyanMa00,pass_sacked_yds,6,,,,,
player,201012190sea,atl,RyanMa00,pass_long,24,,,,,
player,201012190sea,atl,RyanMa00,pass_rating,87.1,,,,,
player,201012190sea,atl,RyanMa00,rush_att,6,,,,,
player,201012190sea,atl,RyanMa00,rush_yds,6,,,,,
player,201012190sea,atl,RyanMa00,rush_td,0,,,,,
player,201012190sea,atl,RyanMa00,rush_long,4,,,,,
player,201012190sea,atl,RyanMa00,targets,0,,,,,
player,201012190sea,atl,RyanMa00,rec,0,,,,,
player,201012190sea,atl,RyanMa00,rec_yds,0,,,,,
player,201012190sea,atl,RyanMa00,rec_td,0,,,,,
player,201012190sea,atl,RyanMa00,rec_long,0,,,,,
player,201012190sea,atl,RyanMa00,fumbles,0,,,,,
player,201012190sea,atl,RyanMa00,fumbles_lost,,,,,,
player,201012190sea,atl,TurnMi00,pass_cmp,0,,,,,
player,201012190sea,atl,TurnMi00,pass_att,0,,,,,
player,201012190sea,atl,TurnMi00,pass_yds,0,,,,,
player,201012190sea,atl,TurnMi00,pass_td,0,,,,,
player,201012190sea,atl,TurnMi00,pass_int,0,,,,,
player,201012190sea,atl,TurnMi00,pass_sacked,,,,,,
player,201012190sea,atl,TurnMi00,pass_sacked_yds,,,,,,
player,201012190sea,atl,TurnMi00,pass_long,0,,,,,
player,201012190sea,atl,TurnMi00,pass_rating,,,,,,
player,201012190sea,atl,TurnMi00,rush_att,25,,,,,
player,201012190sea,atl,TurnMi00,rush_yds,82,,,,,
player,201012190sea,atl,TurnMi00,rush_td,0,,,,,
player,201012190sea,atl,TurnMi00,rush_long,15,,,,,
player,201012190sea,atl,TurnMi00,targets,0,,,,,
player,201012190sea,atl,TurnMi00,rec,0,,,,,
player,201012190sea,atl,TurnMi00,rec_yds,0,,,,,
player,201012190sea,atl,TurnMi00,rec_td,0,,,,,
player,201012190sea,atl,TurnMi00,rec_long,0,,,,,
player,201012190sea,atl,TurnMi00,fumbles,0,,,,,
player,201012190sea,atl,TurnMi00,fumbles_lost,,,,,,
player,201012190sea,atl,SnelJa00,pass_cmp,0,,,,,
player,201012190sea,atl,SnelJa00,pass_att,0,,,,,
player,201012190sea,atl,SnelJa00,pass_yds,0,,,,,
player,201012190sea,atl,SnelJa00,pass_td,0,,,,,
player,201012190sea,atl,SnelJa00,pass_int,0,,,,,
player,201012190sea,atl,SnelJa00,pass_sacked,,,,,,
player,201012190sea,atl,SnelJa00,pass_sacked_yds,,,,,,
player,201012190sea,atl,SnelJa00,pass_long,0,,,,,
player,201012190sea,atl,SnelJa00,pass_rating,,,,,,
player,201012190sea,atl,SnelJa00,rush_att,4,,,,,
player,201012190sea,atl,SnelJa00,rush_yds,6,,,,,
player,201012190sea,atl,SnelJa00,rush_td,0,,,,,
