game,2010,12,20101128,201011280buf,pit,"Pittsburgh Steelers",19,buf,"Buffalo Bills",16
player,201011280buf,pit,RoetBe00,pass_rating,83.6,,,,,
player,201011280buf,pit,RoetBe00,rush_att,1,,,,,
player,201011280buf,pit,RoetBe00,rush_yds,18,,,,,
player,201011280buf,pit,RoetBe00,rush_td,0,,,,,
player,201011280buf,pit,RoetBe00,rush_long,18,,,,,
player,201011280buf,pit,RoetBe00,targets,0,,,,,
player,201011280buf,pit,RoetBe00,rec,0,,,,,
player,201011280buf,pit,RoetBe00,rec_yds,0,,,,,
player,201011280buf,pit,RoetBe00,rec_td,0,,,,,
player,201011280buf,pit,RoetBe00,rec_long,0,,,,,
player,201011280buf,pit,RoetBe00,fumbles,0,,,,,
player,201011280buf,pit,RoetBe00,fumbles_lost,,,,,,
player,201011280buf,pit,MendRa00,pass_cmp,0,,,,,
player,201011280buf,pit,MendRa00,pass_att,0,,,,,
player,201011280buf,pit,MendRa00,pass_yds,0,,,,,
player,201011280buf,pit,MendRa00,pass_td,0,,,,,
player,201011280buf,pit,MendRa00,pass_int,0,,,,,
player,201011280buf,pit,MendRa00,pass_sacked,,,,,,
player,201011280buf,pit,MendRa00,pass_sacked_yds,,,,,,
player,201011280buf,pit,MendRa00,pass_long,0,,,,,
player,201011280buf,pit,MendRa00,pass_rating,,,,,,
player,201011280buf,pit,MendRa00,rush_att,36,,,,,
player,201011280buf,pit,MendRa00,rush_yds,151,,,,,
player,201011280buf,pit,MendRa00,rush_td,1,,,,,
player,201011280buf,pit,MendRa00,rush_long,22,,,,,
player,201011280buf,pit,MendRa00,targets,1,,,,,
player,201011280buf,pit,MendRa00,rec,0,,,,,
player,201011280buf,pit,MendRa00,rec_yds,0,,,,,
player,201011280buf,pit,MendRa00,rec_td,0,,,,,
player,201011280buf,pit,MendRa00,rec_long,0,,,,,
player,201011280buf,pit,MendRa00,fumbles,1,,,,,
player,201011280buf,pit,MendRa00,fumbles_lost,1,,,,,
player,201011280buf,pit,RedmIs20,pass_cmp,0,,,,,
player,201011280buf,pit,RedmIs20,pass_att,0,,,,,
player,201011280buf,pit,RedmIs20,pass_yds,0,,,,,
player,201011280buf,pit,RedmIs20,pass_td,0,,,,,
player,201011280buf,pit,RedmIs20,pass_int,0,,,,,
player,201011280buf,pit,RedmIs20,pass_sacked,,,,,,
player,201011280buf,pit,RedmIs20,pass_sacked_yds,,,,,,
player,201011280buf,pit,RedmIs20,pass_long,0,,,,,
player,201011280buf,pit,RedmIs20,pass_rating,,,,,,
player,201011280buf,pit,RedmIs20,rush_att,5,,,,,
player,201011280buf,pit,RedmIs20,rush_yds,25,,,,,
player,201011280buf,pit,RedmIs20,rush_td,0,,,,,
player,201011280buf,pit,RedmIs20,rush_long,9,,,,,
player,201011280buf,pit,RedmIs20,targets,0,,,,,
player,201011280buf,pit,RedmIs20,rec,0,,,,,
player,201011280buf,pit,RedmIs20,rec_yds,0,,,,,
player,201011280buf,pit,RedmIs20,rec_td,0,,,,,
player,201011280buf,pit,RedmIs20,rec_long,0,,,,,
player,201011280buf,pit,RedmIs20,fumbles,0,,,,,
player,201011280buf,pit,RedmIs20,fumbles_lost,,,,,,
player,201011280buf,pit,MoorMe00,pass_cmp,0,,,,,
player,201011280buf,pit,MoorMe00,pass_att,0,,,,,
player,201011280buf,pit,MoorMe00,pass_yds,0,,,,,
player,201011280buf,pit,MoorMe00,pass_td,0,,,,,
player,201011280buf,pit,MoorMe00,pass_int,0,,,,,
player,201011280buf,pit,MoorMe00,pass_sacked,,,,,,
player,201011280buf,pit,MoorMe00,pass_sacked_yds,,,,,,
player,201011280buf,pit,MoorMe00,pass_long,0,,,,,
player,201011280buf,pit,MoorMe00,pass_rating,,,,,,
player,201011280buf,pit,MoorMe00,rush_att,3,,,,,
player,201011280buf,pit,MoorMe00,rush_yds,12,,,,,
player,201011280buf,pit,MoorMe00,rush_td,0,,,,,
player,201011280buf,pit,MoorMe00,rush_long,11,,,,,
player,201011280buf,pit,MoorMe00,targets,5,,,,,
player,201011280buf,pit,MoorMe00,rec,4,,,,,
player,201011280buf,pit,MoorMe00,rec_yds,33,,,,,
player,201011280buf,pit,MoorMe00,rec_td,0,,,,,
player,201011280buf,pit,MoorMe00,rec_long,11,,,,,
player,201011280buf,pit,MoorMe00,fumbles,0,,,,,
player,201011280buf,pit,MoorMe00,fumbles_lost,,,,,,
player,201011280buf,pit,WardHi00,pass_cmp,0,,,,,
player,201011280buf,pit,WardHi00,pass_att,0,,,,,
player,201011280buf,pit,WardHi00,pass_yds,0,,,,,
player,201011280buf,pit,WardHi00,pass_td,0,,,,,
player,201011280buf,pit,WardHi00,pass_int,0,,,,,
player,201011280buf,pit,WardHi00,pass_sacked,,,,,,
player,201011280buf,pit,WardHi00,pass_sacked_yds,,,,,,
player,201011280buf,pit,WardHi00,pass_long,0,,,,,
player,201011280buf,pit,WardHi00,pass_rating,,,,,,
player,201011280buf,pit,WardHi00,rush_att,0,,,,,
player,201011280buf,pit,WardHi00,rush_yds,0,,,,,
player,201011280buf,pit,WardHi00,rush_td,0,,,,,
player,201011280buf,pit,WardHi00,rush_long,0,,,,,
player,201011280buf,pit,WardHi00,targets,8,,,,,
player,201011280buf,pit,WardHi00,rec,7,,,,,
player,201011280buf,pit,WardHi00,rec_yds,107,,,,,
player,201011280buf,pit,WardHi00,rec_td,0,,,,,
player,201011280buf,pit,WardHi00,rec_long,24,,,,,
player,201011280buf,pit,WardHi00,fumbles,0,,,,,
player,201011280buf,pit,WardHi00,fumbles_lost,,,,,,
player,201011280buf,pit,MillHe00,pass_cmp,0,,,,,
player,201011280buf,pit,MillHe00,pass_att,0,,,,,
player,201011280buf,pit,MillHe00,pass_yds,0,,,,,
player,201011280buf,pit,MillHe00,pass_td,0,,,,,
player,201011280buf,pit,MillHe00,pass_int,0,,,,,
player,201011280buf,pit,MillHe00,pass_sacked,,,,,,
player,201011280buf,pit,MillHe00,pass_sacked_yds,,,,,,
player,201011280buf,pit,MillHe00,pass_long,0,,,,,
player,201011280buf,pit,MillHe00,pass_rating,,,,,,
player,201011280buf,pit,MillHe00,rush_att,0,,,,,
player,201011280buf,pit,MillHe00,rush_yds,0,,,,,
player,201011280buf,pit,MillHe00,rush_td,0,,,,,
player,201011280buf,pit,MillHe00,rush_long,0,,,,,
player,201011280buf,pit,MillHe00,targets,7,,,,,
player,201011280buf,pit,MillHe00,rec,4,,,,,
player,201011280buf,pit,MillHe00,rec_yds,46,,,,,
player,201011280buf,pit,MillHe00,rec_td,0,,,,,
player,201011280buf,pit,MillHe00,rec_long,26,,,,,
player,201011280buf,pit,MillHe00,fumbles,0,,,,,
player,201011280buf,pit,MillHe00,fumbles_lost,,,,,,
player,201011280buf,pit,WallMi00,pass_cmp,0,,,,,
player,201011280buf,pit,WallMi00,pass_att,0,,,,,
player,201011280buf,pit,WallMi00,pass_yds,0,,,,,
player,201011280buf,pit,WallMi00,pass_td,0,,,,,
player,201011280buf,pit,WallMi00,pass_int,0,,,,,
player,201011280buf,pit,WallMi00,pass_sacked,,,,,,
player,201011280buf,pit,WallMi00,pass_sacked_yds,,,,,,
player,201011280buf,pit,WallMi00,pass_long,0,,,,,
player,201011280buf,pit,WallMi00,pass_rating,,,,,,
player,201011280buf,pit,WallMi00,rush_att,0,,,,,
player,201011280buf,pit,WallMi00,rush_yds,0,,,,,
player,201011280buf,pit,WallMi00,rush_td,0,,,,,
player,201011280buf,pit,WallMi00,rush_long,0,,,,,
player,201011280buf,pit,WallMi00,targets,5,,,,,
player,201011280buf,pit,WallMi00,rec,3,,,,,
player,201011280buf,pit,WallMi00,rec_yds,33,,,,,
player,201011280buf,pit,WallMi00,rec_td,0,,,,,
player,201011280buf,pit,WallMi00,rec_long,17,,,,,
player,201011280buf,pit,WallMi00,fumbles,0,,,,,
player,201011280buf,pit,WallMi00,fumbles_lost,,,,,,
player,201011280buf,pit,SandEm00,pass_cmp,0,,,,,
player,201011280buf,pit,SandEm00,pass_att,0,,,,,
player,201011280buf,pit,SandEm00,pass_yds,0,,,,,
player,201011280buf,pit,SandEm00,pass_td,0,,,,,
player,201011280buf,pit,SandEm00,pass_int,0,,,,,
player,201011280buf,pit,SandEm00,pass_sacked,,,,,,
player,201011280buf,pit,SandEm00,pass_sacked_yds,,,,,,
player,201011280buf,pit,SandEm00,pass_long,0,,,,,
player,201011280buf,pit,SandEm00,pass_rating,,,,,,
player,201011280buf,pit,SandEm00,rush_att,0,,,,,
player,201011280buf,pit,SandEm00,rush_yds,0,,,,,
player,201011280buf,pit,SandEm00,rush_td,0,,,,,
player,201011280buf,pit,SandEm00,rush_long,0,,,,,
player,201011280buf,pit,SandEm00,targets,5,,,,,
player,201011280buf,pit,SandEm00,rec,2,,,,,
player,201011280buf,pit,SandEm00,rec_yds,27,,,,,
player,201011280buf,pit,SandEm00,rec_td,0,,,,,
player,201011280buf,pit,SandEm00,rec_long,16,,,,,
player,201011280buf,pit,SandEm00,fumbles,0,,,,,
player,201011280buf,pit,SandEm00,fumbles_lost,,,,,,
player,201011280buf,buf,FitzRy00,pass_cmp,23,,,,,
player,201011280buf,buf,FitzRy00,pass_att,45,,,,,
player,201011280buf,buf,FitzRy00,pass_yds,265,,,,,
player,201011280buf,buf,FitzRy00,pass_td,1,,,,,
player,201011280buf,buf,FitzRy00,pass_int,1,,,,,
player,201011280buf,buf,FitzRy00,pass_sacked,2,,,,,
player,201011280buf,buf,FitzRy00,pass_sacked_yds,10,,,,,
player,201011280buf,buf,FitzRy00,pass_long,65,,,,,
player,201011280buf,buf,FitzRy00,pass_rating,67.4,,,,,
player,201011280buf,buf,FitzRy00,rush_att,2,,,,,
player,201011280buf,buf,FitzRy00,rush_yds,4,,,,,
player,201011280buf,buf,FitzRy00,rush_td,0,,,,,
player,201011280buf,buf,FitzRy00,rush_long,4,,,,,
player,201011280buf,buf,FitzRy00,targets,0,,,,,
player,201011280buf,buf,FitzRy00,rec,0,,,,,
player,201011280buf,buf,FitzRy00,rec_yds,0,,,,,
player,201011280buf,buf,FitzRy00,rec_td,0,,,,,
player,201011280buf,buf,FitzRy00,rec_long,0,,,,,
player,201011280buf,buf,FitzRy00,fumbles,0,,,,,
player,201011280buf,buf,FitzRy00,fumbles_lost,,,,,,
player,201011280buf,buf,JackFr02,pass_cmp,0,,,,,
player,201011280buf,buf,JackFr02,pass_att,0,,,,,
player,201011280buf,buf,JackFr02,pass_yds,0,,,,,
player,201011280buf,buf,JackFr02,pass_td,0,,,,,
player,201011280buf,buf,JackFr02,pass_int,0,,,,,
player,201011280buf,buf,JackFr02,pass_sacked,,,,,,
player,201011280buf,buf,JackFr02,pass_sacked_yds,,,,,,
player,201011280buf,buf,JackFr02,pass_long,0,,,,,
player,201011280buf,buf,JackFr02,pass_rating,,,,,,
player,201011280buf,buf,JackFr02,rush_att,12,,,,,
player,201011280buf,buf,JackFr02,rush_yds,59,,,,,
player,201011280buf,buf,JackFr02,rush_td,0,,,,,
player,201011280buf,buf,JackFr02,rush_long,13,,,,,
player,201011280buf,buf,JackFr02,targets,5,,,,,
player,201011280buf,buf,JackFr02,rec,5,,,,,
player,201011280buf,buf,JackFr02,rec_yds,104,,,,,
player,201011280buf,buf,JackFr02,rec_td,1,,,,,
player,201011280buf,buf,JackFr02,rec_long,65,,,,,
player,201011280buf,buf,JackFr02,fumbles,1,,,,,
player,201011280buf,buf,JackFr02,fumbles_lost,0,,,,,
player,201011280buf,buf,GantQu00,pass_cmp,0,,,,,
player,201011280buf,buf,GantQu00,pass_att,0,,,,,
player,201011280buf,buf,GantQu00,pass_yds,0,,,,,
player,201011280buf,buf,GantQu00,pass_td,0,,,,,
player,201011280buf,buf,GantQu00,pass_int,0,,,,,
player,201011280buf,buf,GantQu00,pass_sacked,,,,,,
player,201011280buf,buf,GantQu00,pass_sacked_yds,,,,,,
player,201011280buf,buf,GantQu00,pass_long,0,,,,,
player,201011280buf,buf,GantQu00,pass_rating,,,,,,
player,201011280buf,buf,GantQu00,rush_att,3,,,,,
player,201011280buf,buf,GantQu00,rush_yds,11,,,,,
player,201011280buf,buf,GantQu00,rush_td,0,,,,,
player,201011280buf,buf,GantQu00,rush_long,6,,,,,
player,201011280buf,buf,GantQu00,targets,2,,,,,
player,201011280buf,buf,GantQu00,rec,2,,,,,
player,201011280buf,buf,GantQu00,rec_yds,9,,,,,
player,201011280buf,buf,GantQu00,rec_td,0,,,,,
player,201011280buf,buf,GantQu00,rec_long,8,,,,,
player,201011280buf,buf,GantQu00,fumbles,0,,,,,
player,201011280buf,buf,GantQu00,fumbles_lost,,,,,,
player,201011280buf,buf,JohnSt00,pass_cmp,0,,,,,
player,201011280buf,buf,JohnSt00,pass_att,0,,,,,
player,201011280buf,buf,JohnSt00,pass_yds,0,,,,,
player,201011280buf,buf,JohnSt00,pass_td,0,,,,,
player,201011280buf,buf,JohnSt00,pass_int,0,,,,,
player,201011280buf,buf,JohnSt00,pass_sacked,,,,,,
player,201011280buf,buf,JohnSt00,pass_sacked_yds,,,,,,
player,201011280buf,buf,JohnSt00,pass_long,0,,,,,
player,201011280buf,buf,JohnSt00,pass_rating,,,,,,
player,201011280buf,buf,JohnSt00,rush_att,0,,,,,
player,201011280buf,buf,JohnSt00,rush_yds,0,,,,,
player,201011280buf,buf,JohnSt00,rush_td,0,,,,,
player,201011280buf,buf,JohnSt00,rush_long,0,,,,,
player,201011280buf,buf,JohnSt00,targets,15,,,,,
player,201011280buf,buf,JohnSt00,rec,7,,,,,
player,201011280buf,buf,JohnSt00,rec_yds,68,,,,,
player,201011280buf,buf,JohnSt00,rec_td,0,,,,,
player,201011280buf,buf,JohnSt00,rec_long,18,,,,,
player,201011280buf,buf,JohnSt00,fumbles,0,,,,,
player,201011280buf,buf,JohnSt00,fumbles_lost,,,,,,
player,201011280buf,buf,NelsDa01,pass_cmp,0,,,,,
player,201011280buf,buf,NelsDa01,pass_att,0,,,,,
player,201011280buf,buf,NelsDa01,pass_yds,0,,,,,
player,201011280buf,buf,NelsDa01,pass_td,0,,,,,
player,201011280buf,buf,NelsDa01,pass_int,0,,,,,
player,201011280buf,buf,NelsDa01,pass_sacked,,,,,,
player,201011280buf,buf,NelsDa01,pass_sacked_yds,,,,,,
player,201011280buf,buf,NelsDa01,pass_long,0,,,,,
player,201011280buf,buf,NelsDa01,pass_rating,,,,,,
player,201011280buf,buf,NelsDa01,rush_att,0,,,,,
player,201011280buf,buf,NelsDa01,rush_yds,0,,,,,
player,201011280buf,buf,NelsDa01,rush_td,0,,,,,
player,201011280buf,buf,NelsDa01,rush_long,0,,,,,
player,201011280buf,buf,NelsDa01,targets,7,,,,,
player,201011280buf,buf,NelsDa01,rec,6,,,,,
player,201011280buf,buf,NelsDa01,rec_yds,58,,,,,
player,201011280buf,buf,NelsDa01,rec_td,0,,,,,
player,201011280buf,buf,NelsDa01,rec_long,17,,,,,
player,201011280buf,buf,NelsDa01,fumbles,0,,,,,
player,201011280buf,buf,NelsDa01,fumbles_lost,,,,,,
player,201011280buf,buf,JoneDo00,pass_cmp,0,,,,,
player,201011280buf,buf,JoneDo00,pass_att,0,,,,,
player,201011280buf,buf,JoneDo00,pass_yds,0,,,,,
player,201011280buf,buf,JoneDo00,pass_td,0,,,,,
player,201011280buf,buf,JoneDo00,pass_int,0,,,,,
player,201011280buf,buf,JoneDo00,pass_sacked,,,,,,
player,201011280buf,buf,JoneDo00,pass_sacked_yds,,,,,,
player,201011280buf,buf,JoneDo00,pass_long,0,,,,,
player,201011280buf,buf,JoneDo00,pass_rating,,,,,,
player,201011280buf,buf,JoneDo00,rush_att,0,,,,,
player,201011280buf,buf,JoneDo00,rush_yds,0,,,,,
player,201011280buf,buf,JoneDo00,rush_td,0,,,,,
player,201011280buf,buf,JoneDo00,rush_long,0,,,,,
player,201011280buf,buf,JoneDo00,targets,8,,,,,
player,201011280buf,buf,JoneDo00,rec,2,,,,,
player,201011280buf,buf,JoneDo00,rec_yds,17,,,,,
player,201011280buf,buf,JoneDo00,rec_td,0,,,,,
player,201011280buf,buf,JoneDo00,rec_long,12,,,,,
player,201011280buf,buf,JoneDo00,fumbles,0,,,,,
player,201011280buf,buf,JoneDo00,fumbles_lost,,,,,,
player,201011280buf,buf,EvanLe00,pass_cmp,0,,,,,
player,201011280buf,buf,EvanLe00,pass_att,0,,,,,
player,201011280buf,buf,EvanLe00,pass_yds,0,,,,,
player,201011280buf,buf,EvanLe00,pass_td,0,,,,,
player,201011280buf,buf,EvanLe00,pass_int,0,,,,,
player,201011280buf,buf,EvanLe00,pass_sacked,,,,,,
player,201011280buf,buf,EvanLe00,pass_sacked_yds,,,,,,
player,201011280buf,buf,EvanLe00,pass_long,0,,,,,
player,201011280buf,buf,EvanLe00,pass_rating,,,,,,
player,201011280buf,buf,EvanLe00,rush_att,0,,,,,
player,201011280buf,buf,EvanLe00,rush_yds,0,,,,,
player,201011280buf,buf,EvanLe00,rush_td,0,,,,,
player,201011280buf,buf,EvanLe00,rush_long,0,,,,,
player,201011280buf,buf,EvanLe00,targets,7,,,,,
player,201011280buf,buf,EvanLe00,rec,1,,,,,
player,201011280buf,buf,EvanLe00,rec_yds,9,,,,,
player,201011280buf,buf,EvanLe00,rec_td,0,,,,,
player,201011280buf,buf,EvanLe00,rec_long,9,,,,,
player,201011280buf,buf,EvanLe00,fumbles,1,,,,,
player,201011280buf,buf,EvanLe00,fumbles_lost,1,,,,,
player,201011280buf,pit,PolaTr99,def_int,1,,,,,
player,201011280buf,pit,PolaTr99,def_int_yds,5,,,,,
player,201011280buf,pit,PolaTr99,def_int_td,0,,,,,
player,201011280buf,pit,PolaTr99,def_int_long,5,,,,,
player,201011280buf,pit,PolaTr99,pass_defended,3,,,,,
player,201011280buf,pit,PolaTr99,sacks,0.0,,,,,
player,201011280buf,pit,PolaTr99,tackles_combined,4,,,,,
player,201011280buf,pit,PolaTr99,tackles_solo,4,,,,,
player,201011280buf,pit,PolaTr99,tackles_assists,0,,,,,
player,201011280buf,pit,PolaTr99,tackles_loss,0,,,,,
player,201011280buf,pit,PolaTr99,qb_hits,0,,,,,
player,201011280buf,pit,PolaTr99,fumbles_rec,1,,,,,
player,201011280buf,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201011280buf,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201011280buf,pit,PolaTr99,fumbles_forced,0,,,,,
player,201011280buf,pit,FarrJa99,def_int,0,,,,,
player,201011280buf,pit,FarrJa99,def_int_yds,0,,,,,
player,201011280buf,pit,FarrJa99,def_int_td,0,,,,,
player,201011280buf,pit,FarrJa99,def_int_long,0,,,,,
player,201011280buf,pit,FarrJa99,pass_defended,2,,,,,
player,201011280buf,pit,FarrJa99,sacks,1.0,,,,,
player,201011280buf,pit,FarrJa99,tackles_combined,6,,,,,
player,201011280buf,pit,FarrJa99,tackles_solo,4,,,,,
player,201011280buf,pit,FarrJa99,tackles_assists,2,,,,,
player,201011280buf,pit,FarrJa99,tackles_loss,1,,,,,
player,201011280buf,pit,FarrJa99,qb_hits,2,,,,,
player,201011280buf,pit,FarrJa99,fumbles_rec,0,,,,,
player,201011280buf,pit,FarrJa99,fumbles_rec_yds,0,,,,,
player,201011280buf,pit,FarrJa99,fumbles_rec_td,0,,,,,
player,201011280buf,pit,FarrJa99,fumbles_forced,0,,,,,
player,201011280buf,pit,HarrJa23,def_int,0,,,,,
player,201011280buf,pit,HarrJa23,def_int_yds,0,,,,,
player,201011280buf,pit,HarrJa23,def_int_td,0,,,,,
player,201011280buf,pit,HarrJa23,def_int_long,0,,,,,
player,201011280buf,pit,HarrJa23,pass_defended,0,,,,,
player,201011280buf,pit,HarrJa23,sacks,1.0,,,,,
player,201011280buf,pit,HarrJa23,tackles_combined,6,,,,,
player,201011280buf,pit,HarrJa23,tackles_solo,5,,,,,
player,201011280buf,pit,HarrJa23,tackles_assists,1,,,,,
player,201011280buf,pit,HarrJa23,tackles_loss,1,,,,,
player,201011280buf,pit,HarrJa23,qb_hits,1,,,,,
player,201011280buf,pit,HarrJa23,fumbles_rec,0,,,,,
player,201011280buf,pit,HarrJa23,fumbles_rec_yds,0,,,,,
player,201011280buf,pit,HarrJa23,fumbles_rec_td,0,,,,,
player,201011280buf,pit,HarrJa23,fumbles_forced,1,,,,,
player,201011280buf,pit,TimmLa99,def_int,0,,,,,
player,201011280buf,pit,TimmLa99,def_int_yds,0,,,,,
player,201011280buf,pit,TimmLa99,def_int_td,0,,,,,
player,201011280buf,pit,TimmLa99,def_int_long,0,,,,,
player,201011280buf,pit,TimmLa99,pass_defended,0,,,,,
player,201011280buf,pit,TimmLa99,sacks,0.0,,,,,
player,201011280buf,pit,TimmLa99,tackles_combined,8,,,,,
player,201011280buf,pit,TimmLa99,tackles_solo,5,,,,,
player,201011280buf,pit,TimmLa99,tackles_assists,3,,,,,
player,201011280buf,pit,TimmLa99,tackles_loss,0,,,,,
player,201011280buf,pit,TimmLa99,qb_hits,0,,,,,
player,201011280buf,pit,TimmLa99,fumbles_rec,0,,,,,
player,201011280buf,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201011280buf,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201011280buf,pit,TimmLa99,fumbles_forced,0,,,,,
player,201011280buf,pit,ClarRy20,def_int,0,,,,,
player,201011280buf,pit,ClarRy20,def_int_yds,0,,,,,
player,201011280buf,pit,ClarRy20,def_int_td,0,,,,,
player,201011280buf,pit,ClarRy20,def_int_long,0,,,,,
player,201011280buf,pit,ClarRy20,pass_defended,1,,,,,
player,201011280buf,pit,ClarRy20,sacks,0.0,,,,,
player,201011280buf,pit,ClarRy20,tackles_combined,6,,,,,
player,201011280buf,pit,ClarRy20,tackles_solo,4,,,,,
player,201011280buf,pit,ClarRy20,tackles_assists,2,,,,,
player,201011280buf,pit,ClarRy20,tackles_loss,0,,,,,
player,201011280buf,pit,ClarRy20,qb_hits,0,,,,,
player,201011280buf,pit,ClarRy20,fumbles_rec,0,,,,,
player,201011280buf,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201011280buf,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201011280buf,pit,ClarRy20,fumbles_forced,0,,,,,
player,201011280buf,pit,MadiAn20,def_int,0,,,,,
player,201011280buf,pit,MadiAn20,def_int_yds,0,,,,,
player,201011280buf,pit,MadiAn20,def_int_td,0,,,,,
player,201011280buf,pit,MadiAn20,def_int_long,0,,,,,
player,201011280buf,pit,MadiAn20,pass_defended,0,,,,,
player,201011280buf,pit,MadiAn20,sacks,0.0,,,,,
player,201011280buf,pit,MadiAn20,tackles_combined,6,,,,,
player,201011280buf,pit,MadiAn20,tackles_solo,3,,,,,
player,201011280buf,pit,MadiAn20,tackles_assists,3,,,,,
player,201011280buf,pit,MadiAn20,tackles_loss,0,,,,,
player,201011280buf,pit,MadiAn20,qb_hits,0,,,,,
player,201011280buf,pit,MadiAn20,fumbles_rec,0,,,,,
player,201011280buf,pit,MadiAn20,fumbles_rec_yds,0,,,,,
player,201011280buf,pit,MadiAn20,fumbles_rec_td,0,,,,,
player,201011280buf,pit,MadiAn20,fumbles_forced,0,,,,,
player,201011280buf,pit,EasoNi20,def_int,0,,,,,
player,201011280buf,pit,EasoNi20,def_int_yds,0,,,,,
player,201011280buf,pit,EasoNi20,def_int_td,0,,,,,
player,201011280buf,pit,EasoNi20,def_int_long,0,,,,,
player,201011280buf,pit,EasoNi20,pass_defended,1,,,,,
player,201011280buf,pit,EasoNi20,sacks,0.0,,,,,
player,201011280buf,pit,EasoNi20,tackles_combined,5,,,,,
player,201011280buf,pit,EasoNi20,tackles_solo,2,,,,,
player,201011280buf,pit,EasoNi20,tackles_assists,3,,,,,
player,201011280buf,pit,EasoNi20,tackles_loss,0,,,,,
player,201011280buf,pit,EasoNi20,qb_hits,0,,,,,
player,201011280buf,pit,EasoNi20,fumbles_rec,0,,,,,
player,201011280buf,pit,EasoNi20,fumbles_rec_yds,0,,,,,
player,201011280buf,pit,EasoNi20,fumbles_rec_td,0,,,,,
player,201011280buf,pit,EasoNi20,fumbles_forced,0,,,,,
player,201011280buf,pit,WoodLa99,def_int,0,,,,,
player,201011280buf,pit,WoodLa99,def_int_yds,0,,,,,
player,201011280buf,pit,WoodLa99,def_int_td,0,,,,,
player,201011280buf,pit,WoodLa99,def_int_long,0,,,,,
player,201011280buf,pit,WoodLa99,pass_defended,0,,,,,
player,201011280buf,pit,WoodLa99,sacks,0.0,,,,,
player,201011280buf,pit,WoodLa99,tackles_combined,5,,,,,
player,201011280buf,pit,WoodLa99,tackles_solo,3,,,,,
player,201011280buf,pit,WoodLa99,tackles_assists,2,,,,,
player,201011280buf,pit,WoodLa99,tackles_loss,0,,,,,
player,201011280buf,pit,WoodLa99,qb_hits,0,,,,,
player,201011280buf,pit,WoodLa99,fumbles_rec,0,,,,,
player,201011280buf,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201011280buf,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201011280buf,pit,WoodLa99,fumbles_forced,0,,,,,
player,201011280buf,pit,GayxWi99,def_int,0,,,,,
player,201011280buf,pit,GayxWi99,def_int_yds,0,,,,,
player,201011280buf,pit,GayxWi99,def_int_td,0,,,,,
player,201011280buf,pit,GayxWi99,def_int_long,0,,,,,
player,201011280buf,pit,GayxWi99,pass_defended,4,,,,,
player,201011280buf,pit,GayxWi99,sacks,0.0,,,,,
player,201011280buf,pit,GayxWi99,tackles_combined,4,,,,,
player,201011280buf,pit,GayxWi99,tackles_solo,4,,,,,
player,201011280buf,pit,GayxWi99,tackles_assists,0,,,,,
player,201011280buf,pit,GayxWi99,tackles_loss,1,,,,,
