game,2010,10,20101114,201011140tam,car,"Carolina Panthers",16,tam,"Tampa Bay Buccaneers",31
team,201011140tam,car,First Downs,18,,,,,,
team,201011140tam,tam,First Downs,21,,,,,,
team,201011140tam,car,Rush-Yds-TDs,31-118-1,,,,,,
team,201011140tam,tam,Rush-Yds-TDs,30-186-2,,,,,,
team,201011140tam,car,Cmp-Att-Yd-TD-INT,16-29-191-0-0,,,,,,
team,201011140tam,tam,Cmp-Att-Yd-TD-INT,18-24-241-2-0,,,,,,
team,201011140tam,car,Sacked-Yards,2-9,,,,,,
team,201011140tam,tam,Sacked-Yards,1-6,,,,,,
team,201011140tam,car,Net Pass Yards,182,,,,,,
team,201011140tam,tam,Net Pass Yards,235,,,,,,
team,201011140tam,car,Total Yards,300,,,,,,
team,201011140tam,tam,Total Yards,421,,,,,,
team,201011140tam,car,Fumbles-Lost,1-1,,,,,,
team,201011140tam,tam,Fumbles-Lost,2-2,,,,,,
team,201011140tam,car,Turnovers,1,,,,,,
team,201011140tam,tam,Turnovers,2,,,,,,
team,201011140tam,car,Penalties-Yards,7-71,,,,,,
team,201011140tam,tam,Penalties-Yards,10-80,,,,,,
team,201011140tam,car,Third Down Conv.,6-15,,,,,,
team,201011140tam,tam,Third Down Conv.,5-10,,,,,,
team,201011140tam,car,Fourth Down Conv.,0-1,,,,,,
team,201011140tam,tam,Fourth Down Conv.,0-0,,,,,,
team,201011140tam,car,Time of Possession,28:40,,,,,,
team,201011140tam,tam,Time of Possession,31:20,,,,,,
player,201011140tam,car,ClauJi00,pass_cmp,16,,,,,
player,201011140tam,car,ClauJi00,pass_att,29,,,,,
player,201011140tam,car,ClauJi00,pass_yds,191,,,,,
player,201011140tam,car,ClauJi00,pass_td,0,,,,,
player,201011140tam,car,ClauJi00,pass_int,0,,,,,
player,201011140tam,car,ClauJi00,pass_sacked,2,,,,,
player,201011140tam,car,ClauJi00,pass_sacked_yds,9,,,,,
player,201011140tam,car,ClauJi00,pass_long,34,,,,,
player,201011140tam,car,ClauJi00,pass_rating,75.5,,,,,
player,201011140tam,car,ClauJi00,rush_att,5,,,,,
player,201011140tam,car,ClauJi00,rush_yds,11,,,,,
player,201011140tam,car,ClauJi00,rush_td,0,,,,,
player,201011140tam,car,ClauJi00,rush_long,6,,,,,
player,201011140tam,car,ClauJi00,targets,0,,,,,
player,201011140tam,car,ClauJi00,rec,0,,,,,
player,201011140tam,car,ClauJi00,rec_yds,0,,,,,
player,201011140tam,car,ClauJi00,rec_td,0,,,,,
player,201011140tam,car,ClauJi00,rec_long,0,,,,,
player,201011140tam,car,ClauJi00,fumbles,0,,,,,
player,201011140tam,car,ClauJi00,fumbles_lost,,,,,,
player,201011140tam,car,GoodMi00,pass_cmp,0,,,,,
player,201011140tam,car,GoodMi00,pass_att,0,,,,,
player,201011140tam,car,GoodMi00,pass_yds,0,,,,,
player,201011140tam,car,GoodMi00,pass_td,0,,,,,
player,201011140tam,car,GoodMi00,pass_int,0,,,,,
player,201011140tam,car,GoodMi00,pass_sacked,,,,,,
player,201011140tam,car,GoodMi00,pass_sacked_yds,,,,,,
player,201011140tam,car,GoodMi00,pass_long,0,,,,,
player,201011140tam,car,GoodMi00,pass_rating,,,,,,
player,201011140tam,car,GoodMi00,rush_att,23,,,,,
player,201011140tam,car,GoodMi00,rush_yds,100,,,,,
player,201011140tam,car,GoodMi00,rush_td,0,,,,,
player,201011140tam,car,GoodMi00,rush_long,18,,,,,
player,201011140tam,car,GoodMi00,targets,4,,,,,
player,201011140tam,car,GoodMi00,rec,3,,,,,
player,201011140tam,car,GoodMi00,rec_yds,13,,,,,
player,201011140tam,car,GoodMi00,rec_td,0,,,,,
player,201011140tam,car,GoodMi00,rec_long,7,,,,,
player,201011140tam,car,GoodMi00,fumbles,1,,,,,
player,201011140tam,car,GoodMi00,fumbles_lost,1,,,,,
player,201011140tam,car,VaugJo01,pass_cmp,0,,,,,
player,201011140tam,car,VaugJo01,pass_att,0,,,,,
player,201011140tam,car,VaugJo01,pass_yds,0,,,,,
player,201011140tam,car,VaugJo01,pass_td,0,,,,,
player,201011140tam,car,VaugJo01,pass_int,0,,,,,
player,201011140tam,car,VaugJo01,pass_sacked,,,,,,
player,201011140tam,car,VaugJo01,pass_sacked_yds,,,,,,
player,201011140tam,car,VaugJo01,pass_long,0,,,,,
player,201011140tam,car,VaugJo01,pass_rating,,,,,,
player,201011140tam,car,VaugJo01,rush_att,3,,,,,
player,201011140tam,car,VaugJo01,rush_yds,7,,,,,
