game,2010,16,20101226,201012260chi,nyj,"New York Jets",34,chi,"Chicago Bears",38
player,201012260chi,chi,RoacNi99,def_int_yds,0,,,,,
player,201012260chi,chi,RoacNi99,def_int_td,0,,,,,
player,201012260chi,chi,RoacNi99,def_int_long,0,,,,,
player,201012260chi,chi,RoacNi99,pass_defended,0,,,,,
player,201012260chi,chi,RoacNi99,sacks,0.0,,,,,
player,201012260chi,chi,RoacNi99,tackles_combined,2,,,,,
player,201012260chi,chi,RoacNi99,tackles_solo,2,,,,,
player,201012260chi,chi,RoacNi99,tackles_assists,0,,,,,
player,201012260chi,chi,RoacNi99,tackles_loss,0,,,,,
player,201012260chi,chi,RoacNi99,qb_hits,0,,,,,
player,201012260chi,chi,RoacNi99,fumbles_rec,0,,,,,
player,201012260chi,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201012260chi,chi,RoacNi99,fumbles_forced,0,,,,,
player,201012260chi,chi,DaviRa00,def_int,0,,,,,
player,201012260chi,chi,DaviRa00,def_int_yds,0,,,,,
player,201012260chi,chi,DaviRa00,def_int_td,0,,,,,
player,201012260chi,chi,DaviRa00,def_int_long,0,,,,,
player,201012260chi,chi,DaviRa00,pass_defended,1,,,,,
player,201012260chi,chi,DaviRa00,sacks,0.0,,,,,
player,201012260chi,chi,DaviRa00,tackles_combined,1,,,,,
player,201012260chi,chi,DaviRa00,tackles_solo,0,,,,,
player,201012260chi,chi,DaviRa00,tackles_assists,1,,,,,
player,201012260chi,chi,DaviRa00,tackles_loss,0,,,,,
player,201012260chi,chi,DaviRa00,qb_hits,0,,,,,
player,201012260chi,chi,DaviRa00,fumbles_rec,0,,,,,
player,201012260chi,chi,DaviRa00,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,DaviRa00,fumbles_rec_td,0,,,,,
player,201012260chi,chi,DaviRa00,fumbles_forced,0,,,,,
player,201012260chi,chi,PeppJu99,def_int,0,,,,,
player,201012260chi,chi,PeppJu99,def_int_yds,0,,,,,
player,201012260chi,chi,PeppJu99,def_int_td,0,,,,,
player,201012260chi,chi,PeppJu99,def_int_long,0,,,,,
player,201012260chi,chi,PeppJu99,pass_defended,0,,,,,
player,201012260chi,chi,PeppJu99,sacks,0.0,,,,,
player,201012260chi,chi,PeppJu99,tackles_combined,1,,,,,
player,201012260chi,chi,PeppJu99,tackles_solo,1,,,,,
player,201012260chi,chi,PeppJu99,tackles_assists,0,,,,,
player,201012260chi,chi,PeppJu99,tackles_loss,1,,,,,
player,201012260chi,chi,PeppJu99,qb_hits,0,,,,,
player,201012260chi,chi,PeppJu99,fumbles_rec,0,,,,,
player,201012260chi,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201012260chi,chi,PeppJu99,fumbles_forced,0,,,,,
player,201012260chi,chi,TinoPi20,def_int,0,,,,,
player,201012260chi,chi,TinoPi20,def_int_yds,0,,,,,
player,201012260chi,chi,TinoPi20,def_int_td,0,,,,,
player,201012260chi,chi,TinoPi20,def_int_long,0,,,,,
player,201012260chi,chi,TinoPi20,pass_defended,0,,,,,
player,201012260chi,chi,TinoPi20,sacks,0.0,,,,,
player,201012260chi,chi,TinoPi20,tackles_combined,1,,,,,
player,201012260chi,chi,TinoPi20,tackles_solo,1,,,,,
player,201012260chi,chi,TinoPi20,tackles_assists,0,,,,,
player,201012260chi,chi,TinoPi20,tackles_loss,0,,,,,
player,201012260chi,chi,TinoPi20,qb_hits,0,,,,,
player,201012260chi,chi,TinoPi20,fumbles_rec,0,,,,,
player,201012260chi,chi,TinoPi20,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,TinoPi20,fumbles_rec_td,0,,,,,
player,201012260chi,chi,TinoPi20,fumbles_forced,0,,,,,
player,201012260chi,nyj,CotcJe00,kick_ret,0,,,,,
player,201012260chi,nyj,CotcJe00,kick_ret_yds,0,,,,,
player,201012260chi,nyj,CotcJe00,kick_ret_yds_per_ret,,,,,,
player,201012260chi,nyj,CotcJe00,kick_ret_td,0,,,,,
player,201012260chi,nyj,CotcJe00,kick_ret_long,0,,,,,
player,201012260chi,nyj,CotcJe00,punt_ret,2,,,,,
player,201012260chi,nyj,CotcJe00,punt_ret_yds,13,,,,,
player,201012260chi,nyj,CotcJe00,punt_ret_yds_per_ret,6.5,,,,,
player,201012260chi,nyj,CotcJe00,punt_ret_td,0,,,,,
player,201012260chi,nyj,CotcJe00,punt_ret_long,14,,,,,
player,201012260chi,nyj,ColeMa01,kick_ret,0,,,,,
player,201012260chi,nyj,ColeMa01,kick_ret_yds,0,,,,,
player,201012260chi,nyj,ColeMa01,kick_ret_yds_per_ret,,,,,,
player,201012260chi,nyj,ColeMa01,kick_ret_td,0,,,,,
player,201012260chi,nyj,ColeMa01,kick_ret_long,0,,,,,
player,201012260chi,nyj,ColeMa01,punt_ret,1,,,,,
player,201012260chi,nyj,ColeMa01,punt_ret_yds,-5,,,,,
player,201012260chi,nyj,ColeMa01,punt_ret_yds_per_ret,-5.0,,,,,
player,201012260chi,nyj,ColeMa01,punt_ret_td,0,,,,,
player,201012260chi,nyj,ColeMa01,punt_ret_long,-5,,,,,
player,201012260chi,nyj,McKnJo00,kick_ret,3,,,,,
player,201012260chi,nyj,McKnJo00,kick_ret_yds,60,,,,,
player,201012260chi,nyj,McKnJo00,kick_ret_yds_per_ret,20.0,,,,,
player,201012260chi,nyj,McKnJo00,kick_ret_td,0,,,,,
player,201012260chi,nyj,McKnJo00,kick_ret_long,28,,,,,
player,201012260chi,nyj,McKnJo00,punt_ret,0,,,,,
player,201012260chi,nyj,McKnJo00,punt_ret_yds,0,,,,,
player,201012260chi,nyj,McKnJo00,punt_ret_yds_per_ret,,,,,,
player,201012260chi,nyj,McKnJo00,punt_ret_td,0,,,,,
player,201012260chi,nyj,McKnJo00,punt_ret_long,0,,,,,
player,201012260chi,nyj,SmitBr01,kick_ret,3,,,,,
player,201012260chi,nyj,SmitBr01,kick_ret_yds,66,,,,,
player,201012260chi,nyj,SmitBr01,kick_ret_yds_per_ret,22.0,,,,,
player,201012260chi,nyj,SmitBr01,kick_ret_td,0,,,,,
player,201012260chi,nyj,SmitBr01,kick_ret_long,28,,,,,
player,201012260chi,nyj,SmitBr01,punt_ret,0,,,,,
player,201012260chi,nyj,SmitBr01,punt_ret_yds,0,,,,,
player,201012260chi,nyj,SmitBr01,punt_ret_yds_per_ret,,,,,,
player,201012260chi,nyj,SmitBr01,punt_ret_td,0,,,,,
player,201012260chi,nyj,SmitBr01,punt_ret_long,0,,,,,
player,201012260chi,chi,HestDe99,kick_ret,1,,,,,
player,201012260chi,chi,HestDe99,kick_ret_yds,40,,,,,
player,201012260chi,chi,HestDe99,kick_ret_yds_per_ret,40.0,,,,,
player,201012260chi,chi,HestDe99,kick_ret_td,0,,,,,
player,201012260chi,chi,HestDe99,kick_ret_long,40,,,,,
player,201012260chi,chi,HestDe99,punt_ret,1,,,,,
player,201012260chi,chi,HestDe99,punt_ret_yds,38,,,,,
player,201012260chi,chi,HestDe99,punt_ret_yds_per_ret,38.0,,,,,
player,201012260chi,chi,HestDe99,punt_ret_td,0,,,,,
player,201012260chi,chi,HestDe99,punt_ret_long,38,,,,,
player,201012260chi,chi,DaviRa00,kick_ret,2,,,,,
player,201012260chi,chi,DaviRa00,kick_ret_yds,30,,,,,
player,201012260chi,chi,DaviRa00,kick_ret_yds_per_ret,15.0,,,,,
player,201012260chi,chi,DaviRa00,kick_ret_td,0,,,,,
player,201012260chi,chi,DaviRa00,kick_ret_long,16,,,,,
player,201012260chi,chi,DaviRa00,punt_ret,0,,,,,
player,201012260chi,chi,DaviRa00,punt_ret_yds,0,,,,,
player,201012260chi,chi,DaviRa00,punt_ret_yds_per_ret,,,,,,
player,201012260chi,chi,DaviRa00,punt_ret_td,0,,,,,
player,201012260chi,chi,DaviRa00,punt_ret_long,0,,,,,
player,201012260chi,chi,MannDa21,kick_ret,2,,,,,
player,201012260chi,chi,MannDa21,kick_ret_yds,31,,,,,
player,201012260chi,chi,MannDa21,kick_ret_yds_per_ret,15.5,,,,,
player,201012260chi,chi,MannDa21,kick_ret_td,0,,,,,
player,201012260chi,chi,MannDa21,kick_ret_long,26,,,,,
player,201012260chi,chi,MannDa21,punt_ret,0,,,,,
player,201012260chi,chi,MannDa21,punt_ret_yds,0,,,,,
player,201012260chi,chi,MannDa21,punt_ret_yds_per_ret,,,,,,
player,201012260chi,chi,MannDa21,punt_ret_td,0,,,,,
player,201012260chi,chi,MannDa21,punt_ret_long,0,,,,,
player,201012260chi,chi,DaviKe01,kick_ret,1,,,,,
player,201012260chi,chi,DaviKe01,kick_ret_yds,2,,,,,
player,201012260chi,chi,DaviKe01,kick_ret_yds_per_ret,2.0,,,,,
player,201012260chi,chi,DaviKe01,kick_ret_td,0,,,,,
player,201012260chi,chi,DaviKe01,kick_ret_long,2,,,,,
player,201012260chi,chi,DaviKe01,punt_ret,0,,,,,
player,201012260chi,chi,DaviKe01,punt_ret_yds,0,,,,,
player,201012260chi,chi,DaviKe01,punt_ret_yds_per_ret,,,,,,
player,201012260chi,chi,DaviKe01,punt_ret_td,0,,,,,
player,201012260chi,chi,DaviKe01,punt_ret_long,0,,,,,
player,201012260chi,chi,KnoxJo00,kick_ret,1,,,,,
player,201012260chi,chi,KnoxJo00,kick_ret_yds,11,,,,,
player,201012260chi,chi,KnoxJo00,kick_ret_yds_per_ret,11.0,,,,,
player,201012260chi,chi,KnoxJo00,kick_ret_td,0,,,,,
player,201012260chi,chi,KnoxJo00,kick_ret_long,11,,,,,
player,201012260chi,chi,KnoxJo00,punt_ret,0,,,,,
player,201012260chi,chi,KnoxJo00,punt_ret_yds,0,,,,,
player,201012260chi,chi,KnoxJo00,punt_ret_yds_per_ret,,,,,,
player,201012260chi,chi,KnoxJo00,punt_ret_td,0,,,,,
player,201012260chi,chi,KnoxJo00,punt_ret_long,0,,,,,
player,201012260chi,nyj,FolkNi20,xpm,4,,,,,
player,201012260chi,nyj,FolkNi20,xpa,4,,,,,
player,201012260chi,nyj,FolkNi20,fgm,2,,,,,
player,201012260chi,nyj,FolkNi20,fga,2,,,,,
player,201012260chi,nyj,FolkNi20,punt,0,,,,,
player,201012260chi,nyj,FolkNi20,punt_yds,0,,,,,
player,201012260chi,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201012260chi,nyj,FolkNi20,punt_long,0,,,,,
player,201012260chi,nyj,WeatSt20,xpm,,,,,,
player,201012260chi,nyj,WeatSt20,xpa,,,,,,
player,201012260chi,nyj,WeatSt20,fgm,,,,,,
player,201012260chi,nyj,WeatSt20,fga,,,,,,
player,201012260chi,nyj,WeatSt20,punt,4,,,,,
player,201012260chi,nyj,WeatSt20,punt_yds,161,,,,,
player,201012260chi,nyj,WeatSt20,punt_yds_per_punt,40.3,,,,,
player,201012260chi,nyj,WeatSt20,punt_long,50,,,,,
player,201012260chi,chi,gouldrob01,xpm,5,,,,,
player,201012260chi,chi,gouldrob01,xpa,5,,,,,
player,201012260chi,chi,gouldrob01,fgm,1,,,,,
player,201012260chi,chi,gouldrob01,fga,2,,,,,
player,201012260chi,chi,gouldrob01,punt,0,,,,,
player,201012260chi,chi,gouldrob01,punt_yds,0,,,,,
player,201012260chi,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201012260chi,chi,gouldrob01,punt_long,0,,,,,
player,201012260chi,chi,MaynBr20,xpm,,,,,,
player,201012260chi,chi,MaynBr20,xpa,,,,,,
player,201012260chi,chi,MaynBr20,fgm,,,,,,
player,201012260chi,chi,MaynBr20,fga,,,,,,
player,201012260chi,chi,MaynBr20,punt,4,,,,,
player,201012260chi,chi,MaynBr20,punt_yds,176,,,,,
player,201012260chi,chi,MaynBr20,punt_yds_per_punt,44.0,,,,,
player,201012260chi,chi,MaynBr20,punt_long,49,,,,,
