game,2010,9,20101107,201011070atl,tam,"Tampa Bay Buccaneers",21,atl,"Atlanta Falcons",27
team,201011070atl,tam,First Downs,14,,,,,,
team,201011070atl,atl,First Downs,26,,,,,,
team,201011070atl,tam,Rush-Yds-TDs,27-96-0,,,,,,
team,201011070atl,atl,Rush-Yds-TDs,33-130-2,,,,,,
team,201011070atl,tam,Cmp-Att-Yd-TD-INT,11-22-189-2-2,,,,,,
team,201011070atl,atl,Cmp-Att-Yd-TD-INT,24-36-235-1-0,,,,,,
team,201011070atl,tam,Sacked-Yards,1-7,,,,,,
team,201011070atl,atl,Sacked-Yards,0-0,,,,,,
team,201011070atl,tam,Net Pass Yards,182,,,,,,
team,201011070atl,atl,Net Pass Yards,235,,,,,,
team,201011070atl,tam,Total Yards,278,,,,,,
team,201011070atl,atl,Total Yards,365,,,,,,
team,201011070atl,tam,Fumbles-Lost,0-0,,,,,,
team,201011070atl,atl,Fumbles-Lost,0-0,,,,,,
team,201011070atl,tam,Turnovers,2,,,,,,
team,201011070atl,atl,Turnovers,0,,,,,,
team,201011070atl,tam,Penalties-Yards,5-30,,,,,,
team,201011070atl,atl,Penalties-Yards,4-53,,,,,,
team,201011070atl,tam,Third Down Conv.,8-13,,,,,,
team,201011070atl,atl,Third Down Conv.,8-14,,,,,,
team,201011070atl,tam,Fourth Down Conv.,0-1,,,,,,
team,201011070atl,atl,Fourth Down Conv.,1-1,,,,,,
team,201011070atl,tam,Time of Possession,25:54,,,,,,
team,201011070atl,atl,Time of Possession,34:06,,,,,,
player,201011070atl,tam,FreeJo00,pass_cmp,11,,,,,
player,201011070atl,tam,FreeJo00,pass_att,22,,,,,
player,201011070atl,tam,FreeJo00,pass_yds,189,,,,,
player,201011070atl,tam,FreeJo00,pass_td,2,,,,,
player,201011070atl,tam,FreeJo00,pass_int,2,,,,,
player,201011070atl,tam,FreeJo00,pass_sacked,1,,,,,
player,201011070atl,tam,FreeJo00,pass_sacked_yds,7,,,,,
player,201011070atl,tam,FreeJo00,pass_long,58,,,,,
player,201011070atl,tam,FreeJo00,pass_rating,72.0,,,,,
player,201011070atl,tam,FreeJo00,rush_att,4,,,,,
player,201011070atl,tam,FreeJo00,rush_yds,26,,,,,
player,201011070atl,tam,FreeJo00,rush_td,0,,,,,
player,201011070atl,tam,FreeJo00,rush_long,19,,,,,
player,201011070atl,tam,FreeJo00,targets,0,,,,,
player,201011070atl,tam,FreeJo00,rec,0,,,,,
player,201011070atl,tam,FreeJo00,rec_yds,0,,,,,
player,201011070atl,tam,FreeJo00,rec_td,0,,,,,
player,201011070atl,tam,FreeJo00,rec_long,0,,,,,
player,201011070atl,tam,FreeJo00,fumbles,0,,,,,
player,201011070atl,tam,FreeJo00,fumbles_lost,,,,,,
player,201011070atl,tam,BlouLe00,pass_cmp,0,,,,,
player,201011070atl,tam,BlouLe00,pass_att,0,,,,,
player,201011070atl,tam,BlouLe00,pass_yds,0,,,,,
player,201011070atl,tam,BlouLe00,pass_td,0,,,,,
player,201011070atl,tam,BlouLe00,pass_int,0,,,,,
player,201011070atl,tam,BlouLe00,pass_sacked,,,,,,
player,201011070atl,tam,BlouLe00,pass_sacked_yds,,,,,,
player,201011070atl,tam,BlouLe00,pass_long,0,,,,,
player,201011070atl,tam,BlouLe00,pass_rating,,,,,,
player,201011070atl,tam,BlouLe00,rush_att,13,,,,,
player,201011070atl,tam,BlouLe00,rush_yds,46,,,,,
player,201011070atl,tam,BlouLe00,rush_td,0,,,,,
player,201011070atl,tam,BlouLe00,rush_long,21,,,,,
player,201011070atl,tam,BlouLe00,targets,0,,,,,
player,201011070atl,tam,BlouLe00,rec,0,,,,,
player,201011070atl,tam,BlouLe00,rec_yds,0,,,,,
player,201011070atl,tam,BlouLe00,rec_td,0,,,,,
player,201011070atl,tam,BlouLe00,rec_long,0,,,,,
player,201011070atl,tam,BlouLe00,fumbles,0,,,,,
player,201011070atl,tam,BlouLe00,fumbles_lost,,,,,,
player,201011070atl,tam,WillCa02,pass_cmp,0,,,,,
player,201011070atl,tam,WillCa02,pass_att,0,,,,,
player,201011070atl,tam,WillCa02,pass_yds,0,,,,,
player,201011070atl,tam,WillCa02,pass_td,0,,,,,
player,201011070atl,tam,WillCa02,pass_int,0,,,,,
player,201011070atl,tam,WillCa02,pass_sacked,,,,,,
player,201011070atl,tam,WillCa02,pass_sacked_yds,,,,,,
player,201011070atl,tam,WillCa02,pass_long,0,,,,,
player,201011070atl,tam,WillCa02,pass_rating,,,,,,
player,201011070atl,tam,WillCa02,rush_att,8,,,,,
player,201011070atl,tam,WillCa02,rush_yds,13,,,,,
player,201011070atl,tam,WillCa02,rush_td,0,,,,,
player,201011070atl,tam,WillCa02,rush_long,7,,,,,
player,201011070atl,tam,WillCa02,targets,2,,,,,
player,201011070atl,tam,WillCa02,rec,1,,,,,
player,201011070atl,tam,WillCa02,rec_yds,9,,,,,
player,201011070atl,tam,WillCa02,rec_td,0,,,,,
player,201011070atl,tam,WillCa02,rec_long,9,,,,,
player,201011070atl,tam,WillCa02,fumbles,0,,,,,
player,201011070atl,tam,WillCa02,fumbles_lost,,,,,,
player,201011070atl,tam,ParkPr00,pass_cmp,0,,,,,
player,201011070atl,tam,ParkPr00,pass_att,0,,,,,
player,201011070atl,tam,ParkPr00,pass_yds,0,,,,,
player,201011070atl,tam,ParkPr00,pass_td,0,,,,,
player,201011070atl,tam,ParkPr00,pass_int,0,,,,,
player,201011070atl,tam,ParkPr00,pass_sacked,,,,,,
player,201011070atl,tam,ParkPr00,pass_sacked_yds,,,,,,
player,201011070atl,tam,ParkPr00,pass_long,0,,,,,
player,201011070atl,tam,ParkPr00,pass_rating,,,,,,
player,201011070atl,tam,ParkPr00,rush_att,1,,,,,
player,201011070atl,tam,ParkPr00,rush_yds,7,,,,,
player,201011070atl,tam,ParkPr00,rush_td,0,,,,,
player,201011070atl,tam,ParkPr00,rush_long,7,,,,,
player,201011070atl,tam,ParkPr00,targets,2,,,,,
player,201011070atl,tam,ParkPr00,rec,0,,,,,
player,201011070atl,tam,ParkPr00,rec_yds,0,,,,,
player,201011070atl,tam,ParkPr00,rec_td,0,,,,,
player,201011070atl,tam,ParkPr00,rec_long,0,,,,,
player,201011070atl,tam,ParkPr00,fumbles,0,,,,,
player,201011070atl,tam,ParkPr00,fumbles_lost,,,,,,
player,201011070atl,tam,BennAr00,pass_cmp,0,,,,,
player,201011070atl,tam,BennAr00,pass_att,0,,,,,
player,201011070atl,tam,BennAr00,pass_yds,0,,,,,
player,201011070atl,tam,BennAr00,pass_td,0,,,,,
player,201011070atl,tam,BennAr00,pass_int,0,,,,,
player,201011070atl,tam,BennAr00,pass_sacked,,,,,,
player,201011070atl,tam,BennAr00,pass_sacked_yds,,,,,,
player,201011070atl,tam,BennAr00,pass_long,0,,,,,
player,201011070atl,tam,BennAr00,pass_rating,,,,,,
player,201011070atl,tam,BennAr00,rush_att,1,,,,,
player,201011070atl,tam,BennAr00,rush_yds,4,,,,,
player,201011070atl,tam,BennAr00,rush_td,0,,,,,
player,201011070atl,tam,BennAr00,rush_long,4,,,,,
player,201011070atl,tam,BennAr00,targets,1,,,,,
player,201011070atl,tam,BennAr00,rec,1,,,,,
player,201011070atl,tam,BennAr00,rec_yds,14,,,,,
player,201011070atl,tam,BennAr00,rec_td,1,,,,,
