game,2010,12,20101128,201011280clt,sdg,"San Diego Chargers",36,clt,"Indianapolis Colts",14
player,201011280clt,sdg,PhilSh20,tackles_combined,5,,,,,
player,201011280clt,sdg,PhilSh20,tackles_solo,4,,,,,
player,201011280clt,sdg,PhilSh20,tackles_assists,1,,,,,
player,201011280clt,sdg,PhilSh20,tackles_loss,3,,,,,
player,201011280clt,sdg,PhilSh20,qb_hits,1,,,,,
player,201011280clt,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201011280clt,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,PhilSh20,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,PhilSh20,fumbles_forced,0,,,,,
player,201011280clt,sdg,HughDa99,def_int,0,,,,,
player,201011280clt,sdg,HughDa99,def_int_yds,0,,,,,
player,201011280clt,sdg,HughDa99,def_int_td,0,,,,,
player,201011280clt,sdg,HughDa99,def_int_long,0,,,,,
player,201011280clt,sdg,HughDa99,pass_defended,0,,,,,
player,201011280clt,sdg,HughDa99,sacks,0.0,,,,,
player,201011280clt,sdg,HughDa99,tackles_combined,9,,,,,
player,201011280clt,sdg,HughDa99,tackles_solo,8,,,,,
player,201011280clt,sdg,HughDa99,tackles_assists,1,,,,,
player,201011280clt,sdg,HughDa99,tackles_loss,0,,,,,
player,201011280clt,sdg,HughDa99,qb_hits,1,,,,,
player,201011280clt,sdg,HughDa99,fumbles_rec,0,,,,,
player,201011280clt,sdg,HughDa99,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,HughDa99,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,HughDa99,fumbles_forced,0,,,,,
player,201011280clt,sdg,OlivPa20,def_int,0,,,,,
player,201011280clt,sdg,OlivPa20,def_int_yds,0,,,,,
player,201011280clt,sdg,OlivPa20,def_int_td,0,,,,,
player,201011280clt,sdg,OlivPa20,def_int_long,0,,,,,
player,201011280clt,sdg,OlivPa20,pass_defended,0,,,,,
player,201011280clt,sdg,OlivPa20,sacks,0.0,,,,,
player,201011280clt,sdg,OlivPa20,tackles_combined,5,,,,,
player,201011280clt,sdg,OlivPa20,tackles_solo,5,,,,,
player,201011280clt,sdg,OlivPa20,tackles_assists,0,,,,,
player,201011280clt,sdg,OlivPa20,tackles_loss,0,,,,,
player,201011280clt,sdg,OlivPa20,qb_hits,0,,,,,
player,201011280clt,sdg,OlivPa20,fumbles_rec,1,,,,,
player,201011280clt,sdg,OlivPa20,fumbles_rec_yds,8,,,,,
player,201011280clt,sdg,OlivPa20,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,OlivPa20,fumbles_forced,0,,,,,
player,201011280clt,sdg,ApplAn99,def_int,0,,,,,
player,201011280clt,sdg,ApplAn99,def_int_yds,0,,,,,
player,201011280clt,sdg,ApplAn99,def_int_td,0,,,,,
player,201011280clt,sdg,ApplAn99,def_int_long,0,,,,,
player,201011280clt,sdg,ApplAn99,pass_defended,0,,,,,
player,201011280clt,sdg,ApplAn99,sacks,0.0,,,,,
player,201011280clt,sdg,ApplAn99,tackles_combined,3,,,,,
player,201011280clt,sdg,ApplAn99,tackles_solo,2,,,,,
player,201011280clt,sdg,ApplAn99,tackles_assists,1,,,,,
player,201011280clt,sdg,ApplAn99,tackles_loss,0,,,,,
player,201011280clt,sdg,ApplAn99,qb_hits,1,,,,,
player,201011280clt,sdg,ApplAn99,fumbles_rec,0,,,,,
player,201011280clt,sdg,ApplAn99,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,ApplAn99,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,ApplAn99,fumbles_forced,0,,,,,
player,201011280clt,sdg,CartTy20,def_int,0,,,,,
player,201011280clt,sdg,CartTy20,def_int_yds,0,,,,,
player,201011280clt,sdg,CartTy20,def_int_td,0,,,,,
player,201011280clt,sdg,CartTy20,def_int_long,0,,,,,
player,201011280clt,sdg,CartTy20,pass_defended,0,,,,,
player,201011280clt,sdg,CartTy20,sacks,0.0,,,,,
player,201011280clt,sdg,CartTy20,tackles_combined,3,,,,,
player,201011280clt,sdg,CartTy20,tackles_solo,2,,,,,
player,201011280clt,sdg,CartTy20,tackles_assists,1,,,,,
player,201011280clt,sdg,CartTy20,tackles_loss,0,,,,,
player,201011280clt,sdg,CartTy20,qb_hits,0,,,,,
player,201011280clt,sdg,CartTy20,fumbles_rec,0,,,,,
player,201011280clt,sdg,CartTy20,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,CartTy20,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,CartTy20,fumbles_forced,0,,,,,
player,201011280clt,sdg,WatkPa20,def_int,0,,,,,
player,201011280clt,sdg,WatkPa20,def_int_yds,0,,,,,
player,201011280clt,sdg,WatkPa20,def_int_td,0,,,,,
player,201011280clt,sdg,WatkPa20,def_int_long,0,,,,,
player,201011280clt,sdg,WatkPa20,pass_defended,0,,,,,
player,201011280clt,sdg,WatkPa20,sacks,0.0,,,,,
player,201011280clt,sdg,WatkPa20,tackles_combined,3,,,,,
player,201011280clt,sdg,WatkPa20,tackles_solo,3,,,,,
player,201011280clt,sdg,WatkPa20,tackles_assists,0,,,,,
player,201011280clt,sdg,WatkPa20,tackles_loss,0,,,,,
player,201011280clt,sdg,WatkPa20,qb_hits,0,,,,,
player,201011280clt,sdg,WatkPa20,fumbles_rec,0,,,,,
player,201011280clt,sdg,WatkPa20,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,WatkPa20,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,WatkPa20,fumbles_forced,0,,,,,
player,201011280clt,sdg,BarnAn99,def_int,0,,,,,
player,201011280clt,sdg,BarnAn99,def_int_yds,0,,,,,
player,201011280clt,sdg,BarnAn99,def_int_td,0,,,,,
player,201011280clt,sdg,BarnAn99,def_int_long,0,,,,,
player,201011280clt,sdg,BarnAn99,pass_defended,0,,,,,
player,201011280clt,sdg,BarnAn99,sacks,0.0,,,,,
player,201011280clt,sdg,BarnAn99,tackles_combined,2,,,,,
player,201011280clt,sdg,BarnAn99,tackles_solo,0,,,,,
player,201011280clt,sdg,BarnAn99,tackles_assists,2,,,,,
player,201011280clt,sdg,BarnAn99,tackles_loss,0,,,,,
player,201011280clt,sdg,BarnAn99,qb_hits,0,,,,,
player,201011280clt,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201011280clt,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201011280clt,sdg,CastLu20,def_int,0,,,,,
player,201011280clt,sdg,CastLu20,def_int_yds,0,,,,,
player,201011280clt,sdg,CastLu20,def_int_td,0,,,,,
player,201011280clt,sdg,CastLu20,def_int_long,0,,,,,
player,201011280clt,sdg,CastLu20,pass_defended,0,,,,,
player,201011280clt,sdg,CastLu20,sacks,0.0,,,,,
player,201011280clt,sdg,CastLu20,tackles_combined,2,,,,,
player,201011280clt,sdg,CastLu20,tackles_solo,2,,,,,
player,201011280clt,sdg,CastLu20,tackles_assists,0,,,,,
player,201011280clt,sdg,CastLu20,tackles_loss,1,,,,,
player,201011280clt,sdg,CastLu20,qb_hits,0,,,,,
player,201011280clt,sdg,CastLu20,fumbles_rec,0,,,,,
player,201011280clt,sdg,CastLu20,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,CastLu20,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,CastLu20,fumbles_forced,0,,,,,
player,201011280clt,sdg,GaraAn20,def_int,0,,,,,
player,201011280clt,sdg,GaraAn20,def_int_yds,0,,,,,
player,201011280clt,sdg,GaraAn20,def_int_td,0,,,,,
player,201011280clt,sdg,GaraAn20,def_int_long,0,,,,,
player,201011280clt,sdg,GaraAn20,pass_defended,0,,,,,
player,201011280clt,sdg,GaraAn20,sacks,0.0,,,,,
player,201011280clt,sdg,GaraAn20,tackles_combined,2,,,,,
player,201011280clt,sdg,GaraAn20,tackles_solo,2,,,,,
player,201011280clt,sdg,GaraAn20,tackles_assists,0,,,,,
player,201011280clt,sdg,GaraAn20,tackles_loss,0,,,,,
player,201011280clt,sdg,GaraAn20,qb_hits,0,,,,,
player,201011280clt,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201011280clt,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201011280clt,sdg,JammQu20,def_int,0,,,,,
player,201011280clt,sdg,JammQu20,def_int_yds,0,,,,,
player,201011280clt,sdg,JammQu20,def_int_td,0,,,,,
player,201011280clt,sdg,JammQu20,def_int_long,0,,,,,
player,201011280clt,sdg,JammQu20,pass_defended,0,,,,,
player,201011280clt,sdg,JammQu20,sacks,0.0,,,,,
player,201011280clt,sdg,JammQu20,tackles_combined,2,,,,,
player,201011280clt,sdg,JammQu20,tackles_solo,2,,,,,
player,201011280clt,sdg,JammQu20,tackles_assists,0,,,,,
player,201011280clt,sdg,JammQu20,tackles_loss,0,,,,,
player,201011280clt,sdg,JammQu20,qb_hits,0,,,,,
player,201011280clt,sdg,JammQu20,fumbles_rec,0,,,,,
player,201011280clt,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,JammQu20,fumbles_forced,0,,,,,
player,201011280clt,sdg,NwagOg00,def_int,0,,,,,
player,201011280clt,sdg,NwagOg00,def_int_yds,0,,,,,
player,201011280clt,sdg,NwagOg00,def_int_td,0,,,,,
player,201011280clt,sdg,NwagOg00,def_int_long,0,,,,,
player,201011280clt,sdg,NwagOg00,pass_defended,0,,,,,
player,201011280clt,sdg,NwagOg00,sacks,0.0,,,,,
player,201011280clt,sdg,NwagOg00,tackles_combined,2,,,,,
player,201011280clt,sdg,NwagOg00,tackles_solo,1,,,,,
player,201011280clt,sdg,NwagOg00,tackles_assists,1,,,,,
player,201011280clt,sdg,NwagOg00,tackles_loss,0,,,,,
player,201011280clt,sdg,NwagOg00,qb_hits,0,,,,,
player,201011280clt,sdg,NwagOg00,fumbles_rec,0,,,,,
player,201011280clt,sdg,NwagOg00,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,NwagOg00,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,NwagOg00,fumbles_forced,0,,,,,
player,201011280clt,sdg,SileBr99,def_int,0,,,,,
player,201011280clt,sdg,SileBr99,def_int_yds,0,,,,,
player,201011280clt,sdg,SileBr99,def_int_td,0,,,,,
player,201011280clt,sdg,SileBr99,def_int_long,0,,,,,
player,201011280clt,sdg,SileBr99,pass_defended,0,,,,,
player,201011280clt,sdg,SileBr99,sacks,0.0,,,,,
player,201011280clt,sdg,SileBr99,tackles_combined,2,,,,,
player,201011280clt,sdg,SileBr99,tackles_solo,1,,,,,
player,201011280clt,sdg,SileBr99,tackles_assists,1,,,,,
player,201011280clt,sdg,SileBr99,tackles_loss,0,,,,,
player,201011280clt,sdg,SileBr99,qb_hits,0,,,,,
player,201011280clt,sdg,SileBr99,fumbles_rec,0,,,,,
player,201011280clt,sdg,SileBr99,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,SileBr99,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,SileBr99,fumbles_forced,0,,,,,
player,201011280clt,sdg,TealQu99,def_int,0,,,,,
player,201011280clt,sdg,TealQu99,def_int_yds,0,,,,,
player,201011280clt,sdg,TealQu99,def_int_td,0,,,,,
player,201011280clt,sdg,TealQu99,def_int_long,0,,,,,
player,201011280clt,sdg,TealQu99,pass_defended,0,,,,,
player,201011280clt,sdg,TealQu99,sacks,0.0,,,,,
player,201011280clt,sdg,TealQu99,tackles_combined,2,,,,,
player,201011280clt,sdg,TealQu99,tackles_solo,2,,,,,
player,201011280clt,sdg,TealQu99,tackles_assists,0,,,,,
player,201011280clt,sdg,TealQu99,tackles_loss,0,,,,,
player,201011280clt,sdg,TealQu99,qb_hits,0,,,,,
player,201011280clt,sdg,TealQu99,fumbles_rec,0,,,,,
player,201011280clt,sdg,TealQu99,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,TealQu99,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,TealQu99,fumbles_forced,0,,,,,
player,201011280clt,sdg,AjirSe00,def_int,0,,,,,
player,201011280clt,sdg,AjirSe00,def_int_yds,0,,,,,
player,201011280clt,sdg,AjirSe00,def_int_td,0,,,,,
player,201011280clt,sdg,AjirSe00,def_int_long,0,,,,,
player,201011280clt,sdg,AjirSe00,pass_defended,0,,,,,
player,201011280clt,sdg,AjirSe00,sacks,0.0,,,,,
player,201011280clt,sdg,AjirSe00,tackles_combined,1,,,,,
player,201011280clt,sdg,AjirSe00,tackles_solo,0,,,,,
player,201011280clt,sdg,AjirSe00,tackles_assists,1,,,,,
player,201011280clt,sdg,AjirSe00,tackles_loss,0,,,,,
player,201011280clt,sdg,AjirSe00,qb_hits,0,,,,,
player,201011280clt,sdg,AjirSe00,fumbles_rec,0,,,,,
player,201011280clt,sdg,AjirSe00,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,AjirSe00,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,AjirSe00,fumbles_forced,0,,,,,
player,201011280clt,sdg,EnglLa99,def_int,0,,,,,
player,201011280clt,sdg,EnglLa99,def_int_yds,0,,,,,
player,201011280clt,sdg,EnglLa99,def_int_td,0,,,,,
player,201011280clt,sdg,EnglLa99,def_int_long,0,,,,,
player,201011280clt,sdg,EnglLa99,pass_defended,0,,,,,
player,201011280clt,sdg,EnglLa99,sacks,0.0,,,,,
player,201011280clt,sdg,EnglLa99,tackles_combined,1,,,,,
player,201011280clt,sdg,EnglLa99,tackles_solo,1,,,,,
player,201011280clt,sdg,EnglLa99,tackles_assists,0,,,,,
player,201011280clt,sdg,EnglLa99,tackles_loss,0,,,,,
player,201011280clt,sdg,EnglLa99,qb_hits,0,,,,,
player,201011280clt,sdg,EnglLa99,fumbles_rec,0,,,,,
player,201011280clt,sdg,EnglLa99,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,EnglLa99,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,EnglLa99,fumbles_forced,0,,,,,
player,201011280clt,sdg,MartVa99,def_int,0,,,,,
player,201011280clt,sdg,MartVa99,def_int_yds,0,,,,,
player,201011280clt,sdg,MartVa99,def_int_td,0,,,,,
player,201011280clt,sdg,MartVa99,def_int_long,0,,,,,
player,201011280clt,sdg,MartVa99,pass_defended,0,,,,,
player,201011280clt,sdg,MartVa99,sacks,0.0,,,,,
player,201011280clt,sdg,MartVa99,tackles_combined,1,,,,,
player,201011280clt,sdg,MartVa99,tackles_solo,0,,,,,
player,201011280clt,sdg,MartVa99,tackles_assists,1,,,,,
player,201011280clt,sdg,MartVa99,tackles_loss,0,,,,,
player,201011280clt,sdg,MartVa99,qb_hits,1,,,,,
player,201011280clt,sdg,MartVa99,fumbles_rec,0,,,,,
player,201011280clt,sdg,MartVa99,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,MartVa99,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,MartVa99,fumbles_forced,0,,,,,
player,201011280clt,sdg,WashKe00,def_int,0,,,,,
player,201011280clt,sdg,WashKe00,def_int_yds,0,,,,,
player,201011280clt,sdg,WashKe00,def_int_td,0,,,,,
player,201011280clt,sdg,WashKe00,def_int_long,0,,,,,
player,201011280clt,sdg,WashKe00,pass_defended,0,,,,,
player,201011280clt,sdg,WashKe00,sacks,0.0,,,,,
player,201011280clt,sdg,WashKe00,tackles_combined,1,,,,,
player,201011280clt,sdg,WashKe00,tackles_solo,1,,,,,
player,201011280clt,sdg,WashKe00,tackles_assists,0,,,,,
player,201011280clt,sdg,WashKe00,tackles_loss,0,,,,,
player,201011280clt,sdg,WashKe00,qb_hits,0,,,,,
player,201011280clt,sdg,WashKe00,fumbles_rec,0,,,,,
player,201011280clt,sdg,WashKe00,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,WashKe00,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,WashKe00,fumbles_forced,0,,,,,
player,201011280clt,sdg,WindMi00,def_int,0,,,,,
player,201011280clt,sdg,WindMi00,def_int_yds,0,,,,,
player,201011280clt,sdg,WindMi00,def_int_td,0,,,,,
player,201011280clt,sdg,WindMi00,def_int_long,0,,,,,
player,201011280clt,sdg,WindMi00,pass_defended,0,,,,,
player,201011280clt,sdg,WindMi00,sacks,0.0,,,,,
player,201011280clt,sdg,WindMi00,tackles_combined,1,,,,,
player,201011280clt,sdg,WindMi00,tackles_solo,1,,,,,
player,201011280clt,sdg,WindMi00,tackles_assists,0,,,,,
player,201011280clt,sdg,WindMi00,tackles_loss,0,,,,,
player,201011280clt,sdg,WindMi00,qb_hits,0,,,,,
player,201011280clt,sdg,WindMi00,fumbles_rec,0,,,,,
player,201011280clt,sdg,WindMi00,fumbles_rec_yds,0,,,,,
player,201011280clt,sdg,WindMi00,fumbles_rec_td,0,,,,,
player,201011280clt,sdg,WindMi00,fumbles_forced,0,,,,,
player,201011280clt,clt,FostEr20,def_int,0,,,,,
player,201011280clt,clt,FostEr20,def_int_yds,0,,,,,
player,201011280clt,clt,FostEr20,def_int_td,0,,,,,
player,201011280clt,clt,FostEr20,def_int_long,0,,,,,
player,201011280clt,clt,FostEr20,pass_defended,0,,,,,
player,201011280clt,clt,FostEr20,sacks,1.0,,,,,
player,201011280clt,clt,FostEr20,tackles_combined,2,,,,,
player,201011280clt,clt,FostEr20,tackles_solo,2,,,,,
player,201011280clt,clt,FostEr20,tackles_assists,0,,,,,
player,201011280clt,clt,FostEr20,tackles_loss,1,,,,,
player,201011280clt,clt,FostEr20,qb_hits,1,,,,,
player,201011280clt,clt,FostEr20,fumbles_rec,0,,,,,
player,201011280clt,clt,FostEr20,fumbles_rec_yds,0,,,,,
player,201011280clt,clt,FostEr20,fumbles_rec_td,0,,,,,
player,201011280clt,clt,FostEr20,fumbles_forced,0,,,,,
player,201011280clt,clt,BethAn20,def_int,0,,,,,
player,201011280clt,clt,BethAn20,def_int_yds,0,,,,,
player,201011280clt,clt,BethAn20,def_int_td,0,,,,,
player,201011280clt,clt,BethAn20,def_int_long,0,,,,,
player,201011280clt,clt,BethAn20,pass_defended,0,,,,,
player,201011280clt,clt,BethAn20,sacks,0.5,,,,,
player,201011280clt,clt,BethAn20,tackles_combined,6,,,,,
player,201011280clt,clt,BethAn20,tackles_solo,4,,,,,
player,201011280clt,clt,BethAn20,tackles_assists,2,,,,,
player,201011280clt,clt,BethAn20,tackles_loss,0,,,,,
player,201011280clt,clt,BethAn20,qb_hits,1,,,,,
player,201011280clt,clt,BethAn20,fumbles_rec,0,,,,,
player,201011280clt,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201011280clt,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201011280clt,clt,BethAn20,fumbles_forced,0,,,,,
player,201011280clt,clt,JohnAn03,def_int,0,,,,,
player,201011280clt,clt,JohnAn03,def_int_yds,0,,,,,
player,201011280clt,clt,JohnAn03,def_int_td,0,,,,,
player,201011280clt,clt,JohnAn03,def_int_long,0,,,,,
player,201011280clt,clt,JohnAn03,pass_defended,0,,,,,
player,201011280clt,clt,JohnAn03,sacks,0.5,,,,,
player,201011280clt,clt,JohnAn03,tackles_combined,2,,,,,
player,201011280clt,clt,JohnAn03,tackles_solo,1,,,,,
player,201011280clt,clt,JohnAn03,tackles_assists,1,,,,,
player,201011280clt,clt,JohnAn03,tackles_loss,0,,,,,
player,201011280clt,clt,JohnAn03,qb_hits,1,,,,,
player,201011280clt,clt,JohnAn03,fumbles_rec,0,,,,,
player,201011280clt,clt,JohnAn03,fumbles_rec_yds,0,,,,,
player,201011280clt,clt,JohnAn03,fumbles_rec_td,0,,,,,
player,201011280clt,clt,JohnAn03,fumbles_forced,0,,,,,
player,201011280clt,clt,AngePa99,def_int,0,,,,,
player,201011280clt,clt,AngePa99,def_int_yds,0,,,,,
player,201011280clt,clt,AngePa99,def_int_td,0,,,,,
player,201011280clt,clt,AngePa99,def_int_long,0,,,,,
player,201011280clt,clt,AngePa99,pass_defended,0,,,,,
player,201011280clt,clt,AngePa99,sacks,0.0,,,,,
player,201011280clt,clt,AngePa99,tackles_combined,12,,,,,
player,201011280clt,clt,AngePa99,tackles_solo,8,,,,,
player,201011280clt,clt,AngePa99,tackles_assists,4,,,,,
player,201011280clt,clt,AngePa99,tackles_loss,0,,,,,
player,201011280clt,clt,AngePa99,qb_hits,0,,,,,
player,201011280clt,clt,AngePa99,fumbles_rec,0,,,,,
player,201011280clt,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201011280clt,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201011280clt,clt,AngePa99,fumbles_forced,0,,,,,
player,201011280clt,clt,ConnKa99,def_int,0,,,,,
player,201011280clt,clt,ConnKa99,def_int_yds,0,,,,,
player,201011280clt,clt,ConnKa99,def_int_td,0,,,,,
player,201011280clt,clt,ConnKa99,def_int_long,0,,,,,
player,201011280clt,clt,ConnKa99,pass_defended,0,,,,,
player,201011280clt,clt,ConnKa99,sacks,0.0,,,,,
player,201011280clt,clt,ConnKa99,tackles_combined,10,,,,,
player,201011280clt,clt,ConnKa99,tackles_solo,7,,,,,
player,201011280clt,clt,ConnKa99,tackles_assists,3,,,,,
player,201011280clt,clt,ConnKa99,tackles_loss,0,,,,,
player,201011280clt,clt,ConnKa99,qb_hits,0,,,,,
player,201011280clt,clt,ConnKa99,fumbles_rec,0,,,,,
player,201011280clt,clt,ConnKa99,fumbles_rec_yds,0,,,,,
player,201011280clt,clt,ConnKa99,fumbles_rec_td,0,,,,,
player,201011280clt,clt,ConnKa99,fumbles_forced,0,,,,,
player,201011280clt,clt,WheePh99,def_int,0,,,,,
player,201011280clt,clt,WheePh99,def_int_yds,0,,,,,
player,201011280clt,clt,WheePh99,def_int_td,0,,,,,
player,201011280clt,clt,WheePh99,def_int_long,0,,,,,
player,201011280clt,clt,WheePh99,pass_defended,0,,,,,
player,201011280clt,clt,WheePh99,sacks,0.0,,,,,
player,201011280clt,clt,WheePh99,tackles_combined,10,,,,,
player,201011280clt,clt,WheePh99,tackles_solo,5,,,,,
player,201011280clt,clt,WheePh99,tackles_assists,5,,,,,
player,201011280clt,clt,WheePh99,tackles_loss,0,,,,,
player,201011280clt,clt,WheePh99,qb_hits,0,,,,,
player,201011280clt,clt,WheePh99,fumbles_rec,0,,,,,
player,201011280clt,clt,WheePh99,fumbles_rec_yds,0,,,,,
player,201011280clt,clt,WheePh99,fumbles_rec_td,0,,,,,
player,201011280clt,clt,WheePh99,fumbles_forced,0,,,,,
player,201011280clt,clt,FranAa20,def_int,0,,,,,
player,201011280clt,clt,FranAa20,def_int_yds,0,,,,,
player,201011280clt,clt,FranAa20,def_int_td,0,,,,,
player,201011280clt,clt,FranAa20,def_int_long,0,,,,,
player,201011280clt,clt,FranAa20,pass_defended,0,,,,,
player,201011280clt,clt,FranAa20,sacks,0.0,,,,,
player,201011280clt,clt,FranAa20,tackles_combined,6,,,,,
player,201011280clt,clt,FranAa20,tackles_solo,6,,,,,
player,201011280clt,clt,FranAa20,tackles_assists,0,,,,,
player,201011280clt,clt,FranAa20,tackles_loss,0,,,,,
player,201011280clt,clt,FranAa20,qb_hits,0,,,,,
player,201011280clt,clt,FranAa20,fumbles_rec,0,,,,,
player,201011280clt,clt,FranAa20,fumbles_rec_yds,0,,,,,
player,201011280clt,clt,FranAa20,fumbles_rec_td,0,,,,,
player,201011280clt,clt,FranAa20,fumbles_forced,0,,,,,
player,201011280clt,clt,HaydKe20,def_int,0,,,,,
player,201011280clt,clt,HaydKe20,def_int_yds,0,,,,,
player,201011280clt,clt,HaydKe20,def_int_td,0,,,,,
player,201011280clt,clt,HaydKe20,def_int_long,0,,,,,
player,201011280clt,clt,HaydKe20,pass_defended,0,,,,,
player,201011280clt,clt,HaydKe20,sacks,0.0,,,,,
player,201011280clt,clt,HaydKe20,tackles_combined,5,,,,,
player,201011280clt,clt,HaydKe20,tackles_solo,3,,,,,
player,201011280clt,clt,HaydKe20,tackles_assists,2,,,,,
player,201011280clt,clt,HaydKe20,tackles_loss,0,,,,,
player,201011280clt,clt,HaydKe20,qb_hits,0,,,,,
player,201011280clt,clt,HaydKe20,fumbles_rec,0,,,,,
player,201011280clt,clt,HaydKe20,fumbles_rec_yds,0,,,,,
player,201011280clt,clt,HaydKe20,fumbles_rec_td,0,,,,,
player,201011280clt,clt,HaydKe20,fumbles_forced,0,,,,,
player,201011280clt,clt,MathRo20,def_int,0,,,,,
player,201011280clt,clt,MathRo20,def_int_yds,0,,,,,
player,201011280clt,clt,MathRo20,def_int_td,0,,,,,
player,201011280clt,clt,MathRo20,def_int_long,0,,,,,
player,201011280clt,clt,MathRo20,pass_defended,0,,,,,
player,201011280clt,clt,MathRo20,sacks,0.0,,,,,
player,201011280clt,clt,MathRo20,tackles_combined,4,,,,,
player,201011280clt,clt,MathRo20,tackles_solo,3,,,,,
player,201011280clt,clt,MathRo20,tackles_assists,1,,,,,
player,201011280clt,clt,MathRo20,tackles_loss,0,,,,,
player,201011280clt,clt,MathRo20,qb_hits,0,,,,,
player,201011280clt,clt,MathRo20,fumbles_rec,0,,,,,
player,201011280clt,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201011280clt,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201011280clt,clt,MathRo20,fumbles_forced,0,,,,,
player,201011280clt,clt,DawsKe99,def_int,0,,,,,
player,201011280clt,clt,DawsKe99,def_int_yds,0,,,,,
player,201011280clt,clt,DawsKe99,def_int_td,0,,,,,
player,201011280clt,clt,DawsKe99,def_int_long,0,,,,,
player,201011280clt,clt,DawsKe99,pass_defended,0,,,,,
player,201011280clt,clt,DawsKe99,sacks,0.0,,,,,
player,201011280clt,clt,DawsKe99,tackles_combined,3,,,,,
player,201011280clt,clt,DawsKe99,tackles_solo,3,,,,,
player,201011280clt,clt,DawsKe99,tackles_assists,0,,,,,
player,201011280clt,clt,DawsKe99,tackles_loss,0,,,,,
player,201011280clt,clt,DawsKe99,qb_hits,0,,,,,
player,201011280clt,clt,DawsKe99,fumbles_rec,0,,,,,
player,201011280clt,clt,DawsKe99,fumbles_rec_yds,0,,,,,
player,201011280clt,clt,DawsKe99,fumbles_rec_td,0,,,,,
player,201011280clt,clt,DawsKe99,fumbles_forced,0,,,,,
player,201011280clt,clt,LaceJa99,def_int,0,,,,,
player,201011280clt,clt,LaceJa99,def_int_yds,0,,,,,
player,201011280clt,clt,LaceJa99,def_int_td,0,,,,,
player,201011280clt,clt,LaceJa99,def_int_long,0,,,,,
player,201011280clt,clt,LaceJa99,pass_defended,0,,,,,
player,201011280clt,clt,LaceJa99,sacks,0.0,,,,,
player,201011280clt,clt,LaceJa99,tackles_combined,3,,,,,
player,201011280clt,clt,LaceJa99,tackles_solo,3,,,,,
player,201011280clt,clt,LaceJa99,tackles_assists,0,,,,,
player,201011280clt,clt,LaceJa99,tackles_loss,0,,,,,
player,201011280clt,clt,LaceJa99,qb_hits,0,,,,,
player,201011280clt,clt,LaceJa99,fumbles_rec,0,,,,,
player,201011280clt,clt,LaceJa99,fumbles_rec_yds,0,,,,,
player,201011280clt,clt,LaceJa99,fumbles_rec_td,0,,,,,
player,201011280clt,clt,LaceJa99,fumbles_forced,0,,,,,
player,201011280clt,clt,PoweJe99,def_int,0,,,,,
player,201011280clt,clt,PoweJe99,def_int_yds,0,,,,,
player,201011280clt,clt,PoweJe99,def_int_td,0,,,,,
player,201011280clt,clt,PoweJe99,def_int_long,0,,,,,
