game,2010,6,20101017,201010170phi,atl,"Atlanta Falcons",17,phi,"Philadelphia Eagles",31
player,201010170phi,phi,MaclJe00,rush_td,0,,,,,
player,201010170phi,phi,MaclJe00,rush_long,0,,,,,
player,201010170phi,phi,MaclJe00,targets,7,,,,,
player,201010170phi,phi,MaclJe00,rec,7,,,,,
player,201010170phi,phi,MaclJe00,rec_yds,159,,,,,
player,201010170phi,phi,MaclJe00,rec_td,2,,,,,
player,201010170phi,phi,MaclJe00,rec_long,83,,,,,
player,201010170phi,phi,MaclJe00,fumbles,0,,,,,
player,201010170phi,phi,MaclJe00,fumbles_lost,,,,,,
player,201010170phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201010170phi,phi,AvanJa00,pass_att,0,,,,,
player,201010170phi,phi,AvanJa00,pass_yds,0,,,,,
player,201010170phi,phi,AvanJa00,pass_td,0,,,,,
player,201010170phi,phi,AvanJa00,pass_int,0,,,,,
player,201010170phi,phi,AvanJa00,pass_sacked,,,,,,
player,201010170phi,phi,AvanJa00,pass_sacked_yds,,,,,,
player,201010170phi,phi,AvanJa00,pass_long,0,,,,,
player,201010170phi,phi,AvanJa00,pass_rating,,,,,,
player,201010170phi,phi,AvanJa00,rush_att,0,,,,,
player,201010170phi,phi,AvanJa00,rush_yds,0,,,,,
player,201010170phi,phi,AvanJa00,rush_td,0,,,,,
player,201010170phi,phi,AvanJa00,rush_long,0,,,,,
player,201010170phi,phi,AvanJa00,targets,5,,,,,
player,201010170phi,phi,AvanJa00,rec,5,,,,,
player,201010170phi,phi,AvanJa00,rec_yds,62,,,,,
player,201010170phi,phi,AvanJa00,rec_td,0,,,,,
player,201010170phi,phi,AvanJa00,rec_long,21,,,,,
player,201010170phi,phi,AvanJa00,fumbles,0,,,,,
player,201010170phi,phi,AvanJa00,fumbles_lost,,,,,,
player,201010170phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201010170phi,phi,CeleBr00,pass_att,0,,,,,
player,201010170phi,phi,CeleBr00,pass_yds,0,,,,,
player,201010170phi,phi,CeleBr00,pass_td,0,,,,,
player,201010170phi,phi,CeleBr00,pass_int,0,,,,,
player,201010170phi,phi,CeleBr00,pass_sacked,,,,,,
player,201010170phi,phi,CeleBr00,pass_sacked_yds,,,,,,
player,201010170phi,phi,CeleBr00,pass_long,0,,,,,
player,201010170phi,phi,CeleBr00,pass_rating,,,,,,
player,201010170phi,phi,CeleBr00,rush_att,0,,,,,
player,201010170phi,phi,CeleBr00,rush_yds,0,,,,,
player,201010170phi,phi,CeleBr00,rush_td,0,,,,,
player,201010170phi,phi,CeleBr00,rush_long,0,,,,,
player,201010170phi,phi,CeleBr00,targets,7,,,,,
player,201010170phi,phi,CeleBr00,rec,4,,,,,
player,201010170phi,phi,CeleBr00,rec_yds,46,,,,,
player,201010170phi,phi,CeleBr00,rec_td,0,,,,,
player,201010170phi,phi,CeleBr00,rec_long,24,,,,,
player,201010170phi,phi,CeleBr00,fumbles,0,,,,,
player,201010170phi,phi,CeleBr00,fumbles_lost,,,,,,
player,201010170phi,phi,SchmOw00,pass_cmp,0,,,,,
player,201010170phi,phi,SchmOw00,pass_att,0,,,,,
player,201010170phi,phi,SchmOw00,pass_yds,0,,,,,
player,201010170phi,phi,SchmOw00,pass_td,0,,,,,
player,201010170phi,phi,SchmOw00,pass_int,0,,,,,
player,201010170phi,phi,SchmOw00,pass_sacked,,,,,,
player,201010170phi,phi,SchmOw00,pass_sacked_yds,,,,,,
player,201010170phi,phi,SchmOw00,pass_long,0,,,,,
player,201010170phi,phi,SchmOw00,pass_rating,,,,,,
player,201010170phi,phi,SchmOw00,rush_att,0,,,,,
player,201010170phi,phi,SchmOw00,rush_yds,0,,,,,
player,201010170phi,phi,SchmOw00,rush_td,0,,,,,
player,201010170phi,phi,SchmOw00,rush_long,0,,,,,
player,201010170phi,phi,SchmOw00,targets,1,,,,,
player,201010170phi,phi,SchmOw00,rec,1,,,,,
player,201010170phi,phi,SchmOw00,rec_yds,-1,,,,,
player,201010170phi,phi,SchmOw00,rec_td,0,,,,,
player,201010170phi,phi,SchmOw00,rec_long,-1,,,,,
player,201010170phi,phi,SchmOw00,fumbles,0,,,,,
player,201010170phi,phi,SchmOw00,fumbles_lost,,,,,,
player,201010170phi,atl,MoorWi99,def_int,1,,,,,
player,201010170phi,atl,MoorWi99,def_int_yds,34,,,,,
player,201010170phi,atl,MoorWi99,def_int_td,0,,,,,
player,201010170phi,atl,MoorWi99,def_int_long,34,,,,,
player,201010170phi,atl,MoorWi99,pass_defended,1,,,,,
player,201010170phi,atl,MoorWi99,sacks,0.0,,,,,
player,201010170phi,atl,MoorWi99,tackles_combined,4,,,,,
player,201010170phi,atl,MoorWi99,tackles_solo,4,,,,,
player,201010170phi,atl,MoorWi99,tackles_assists,0,,,,,
player,201010170phi,atl,MoorWi99,tackles_loss,1,,,,,
player,201010170phi,atl,MoorWi99,qb_hits,0,,,,,
player,201010170phi,atl,MoorWi99,fumbles_rec,0,,,,,
player,201010170phi,atl,MoorWi99,fumbles_rec_yds,0,,,,,
player,201010170phi,atl,MoorWi99,fumbles_rec_td,0,,,,,
player,201010170phi,atl,MoorWi99,fumbles_forced,0,,,,,
player,201010170phi,atl,JerrPe99,def_int,0,,,,,
player,201010170phi,atl,JerrPe99,def_int_yds,0,,,,,
player,201010170phi,atl,JerrPe99,def_int_td,0,,,,,
player,201010170phi,atl,JerrPe99,def_int_long,0,,,,,
player,201010170phi,atl,JerrPe99,pass_defended,0,,,,,
player,201010170phi,atl,JerrPe99,sacks,1.0,,,,,
player,201010170phi,atl,JerrPe99,tackles_combined,1,,,,,
player,201010170phi,atl,JerrPe99,tackles_solo,1,,,,,
player,201010170phi,atl,JerrPe99,tackles_assists,0,,,,,
player,201010170phi,atl,JerrPe99,tackles_loss,1,,,,,
player,201010170phi,atl,JerrPe99,qb_hits,1,,,,,
player,201010170phi,atl,JerrPe99,fumbles_rec,0,,,,,
player,201010170phi,atl,JerrPe99,fumbles_rec_yds,0,,,,,
player,201010170phi,atl,JerrPe99,fumbles_rec_td,0,,,,,
player,201010170phi,atl,JerrPe99,fumbles_forced,0,,,,,
player,201010170phi,atl,LoftCu99,def_int,0,,,,,
player,201010170phi,atl,LoftCu99,def_int_yds,0,,,,,
player,201010170phi,atl,LoftCu99,def_int_td,0,,,,,
player,201010170phi,atl,LoftCu99,def_int_long,0,,,,,
player,201010170phi,atl,LoftCu99,pass_defended,0,,,,,
player,201010170phi,atl,LoftCu99,sacks,0.0,,,,,
player,201010170phi,atl,LoftCu99,tackles_combined,14,,,,,
player,201010170phi,atl,LoftCu99,tackles_solo,11,,,,,
player,201010170phi,atl,LoftCu99,tackles_assists,3,,,,,
player,201010170phi,atl,LoftCu99,tackles_loss,0,,,,,
player,201010170phi,atl,LoftCu99,qb_hits,0,,,,,
player,201010170phi,atl,LoftCu99,fumbles_rec,0,,,,,
player,201010170phi,atl,LoftCu99,fumbles_rec_yds,0,,,,,
player,201010170phi,atl,LoftCu99,fumbles_rec_td,0,,,,,
player,201010170phi,atl,LoftCu99,fumbles_forced,0,,,,,
player,201010170phi,atl,GrimBr20,def_int,0,,,,,
player,201010170phi,atl,GrimBr20,def_int_yds,0,,,,,
player,201010170phi,atl,GrimBr20,def_int_td,0,,,,,
player,201010170phi,atl,GrimBr20,def_int_long,0,,,,,
player,201010170phi,atl,GrimBr20,pass_defended,1,,,,,
player,201010170phi,atl,GrimBr20,sacks,0.0,,,,,
player,201010170phi,atl,GrimBr20,tackles_combined,12,,,,,
player,201010170phi,atl,GrimBr20,tackles_solo,10,,,,,
player,201010170phi,atl,GrimBr20,tackles_assists,2,,,,,
player,201010170phi,atl,GrimBr20,tackles_loss,1,,,,,
player,201010170phi,atl,GrimBr20,qb_hits,0,,,,,
player,201010170phi,atl,GrimBr20,fumbles_rec,0,,,,,
player,201010170phi,atl,GrimBr20,fumbles_rec_yds,0,,,,,
player,201010170phi,atl,GrimBr20,fumbles_rec_td,0,,,,,
player,201010170phi,atl,GrimBr20,fumbles_forced,0,,,,,
player,201010170phi,atl,NichSt99,def_int,0,,,,,
player,201010170phi,atl,NichSt99,def_int_yds,0,,,,,
player,201010170phi,atl,NichSt99,def_int_td,0,,,,,
player,201010170phi,atl,NichSt99,def_int_long,0,,,,,
player,201010170phi,atl,NichSt99,pass_defended,0,,,,,
player,201010170phi,atl,NichSt99,sacks,0.0,,,,,
player,201010170phi,atl,NichSt99,tackles_combined,7,,,,,
player,201010170phi,atl,NichSt99,tackles_solo,7,,,,,
player,201010170phi,atl,NichSt99,tackles_assists,0,,,,,
player,201010170phi,atl,NichSt99,tackles_loss,1,,,,,
player,201010170phi,atl,NichSt99,qb_hits,0,,,,,
player,201010170phi,atl,NichSt99,fumbles_rec,0,,,,,
