game,2010,6,20101017,201010170phi,atl,"Atlanta Falcons",17,phi,"Philadelphia Eagles",31
team,201010170phi,atl,First Downs,20,,,,,,
team,201010170phi,phi,First Downs,23,,,,,,
team,201010170phi,atl,Rush-Yds-TDs,19-65-0,,,,,,
team,201010170phi,phi,Rush-Yds-TDs,38-154-1,,,,,,
team,201010170phi,atl,Cmp-Att-Yd-TD-INT,23-42-250-2-1,,,,,,
team,201010170phi,phi,Cmp-Att-Yd-TD-INT,23-29-326-3-1,,,,,,
team,201010170phi,atl,Sacked-Yards,3-22,,,,,,
team,201010170phi,phi,Sacked-Yards,1-6,,,,,,
team,201010170phi,atl,Net Pass Yards,228,,,,,,
team,201010170phi,phi,Net Pass Yards,320,,,,,,
team,201010170phi,atl,Total Yards,293,,,,,,
team,201010170phi,phi,Total Yards,474,,,,,,
team,201010170phi,atl,Fumbles-Lost,1-1,,,,,,
team,201010170phi,phi,Fumbles-Lost,0-0,,,,,,
team,201010170phi,atl,Turnovers,2,,,,,,
team,201010170phi,phi,Turnovers,1,,,,,,
team,201010170phi,atl,Penalties-Yards,2-30,,,,,,
team,201010170phi,phi,Penalties-Yards,9-78,,,,,,
team,201010170phi,atl,Third Down Conv.,4-14,,,,,,
team,201010170phi,phi,Third Down Conv.,7-14,,,,,,
team,201010170phi,atl,Fourth Down Conv.,1-1,,,,,,
team,201010170phi,phi,Fourth Down Conv.,1-1,,,,,,
team,201010170phi,atl,Time of Possession,25:57,,,,,,
team,201010170phi,phi,Time of Possession,34:03,,,,,,
player,201010170phi,atl,RyanMa00,pass_cmp,23,,,,,
player,201010170phi,atl,RyanMa00,pass_att,42,,,,,
player,201010170phi,atl,RyanMa00,pass_yds,250,,,,,
player,201010170phi,atl,RyanMa00,pass_td,2,,,,,
player,201010170phi,atl,RyanMa00,pass_int,1,,,,,
player,201010170phi,atl,RyanMa00,pass_sacked,3,,,,,
player,201010170phi,atl,RyanMa00,pass_sacked_yds,22,,,,,
player,201010170phi,atl,RyanMa00,pass_long,42,,,,,
player,201010170phi,atl,RyanMa00,pass_rating,78.5,,,,,
player,201010170phi,atl,RyanMa00,rush_att,1,,,,,
player,201010170phi,atl,RyanMa00,rush_yds,3,,,,,
player,201010170phi,atl,RyanMa00,rush_td,0,,,,,
player,201010170phi,atl,RyanMa00,rush_long,3,,,,,
player,201010170phi,atl,RyanMa00,targets,0,,,,,
player,201010170phi,atl,RyanMa00,rec,0,,,,,
player,201010170phi,atl,RyanMa00,rec_yds,0,,,,,
player,201010170phi,atl,RyanMa00,rec_td,0,,,,,
player,201010170phi,atl,RyanMa00,rec_long,0,,,,,
player,201010170phi,atl,RyanMa00,fumbles,1,,,,,
player,201010170phi,atl,RyanMa00,fumbles_lost,1,,,,,
player,201010170phi,atl,TurnMi00,pass_cmp,0,,,,,
player,201010170phi,atl,TurnMi00,pass_att,0,,,,,
player,201010170phi,atl,TurnMi00,pass_yds,0,,,,,
player,201010170phi,atl,TurnMi00,pass_td,0,,,,,
player,201010170phi,atl,TurnMi00,pass_int,0,,,,,
player,201010170phi,atl,TurnMi00,pass_sacked,,,,,,
player,201010170phi,atl,TurnMi00,pass_sacked_yds,,,,,,
player,201010170phi,atl,TurnMi00,pass_long,0,,,,,
player,201010170phi,atl,TurnMi00,pass_rating,,,,,,
player,201010170phi,atl,TurnMi00,rush_att,15,,,,,
player,201010170phi,atl,TurnMi00,rush_yds,45,,,,,
player,201010170phi,atl,TurnMi00,rush_td,0,,,,,
player,201010170phi,atl,TurnMi00,rush_long,9,,,,,
player,201010170phi,atl,TurnMi00,targets,2,,,,,
player,201010170phi,atl,TurnMi00,rec,1,,,,,
player,201010170phi,atl,TurnMi00,rec_yds,4,,,,,
player,201010170phi,atl,TurnMi00,rec_td,0,,,,,
player,201010170phi,atl,TurnMi00,rec_long,4,,,,,
player,201010170phi,atl,TurnMi00,fumbles,0,,,,,
player,201010170phi,atl,TurnMi00,fumbles_lost,,,,,,
player,201010170phi,atl,SnelJa00,pass_cmp,0,,,,,
player,201010170phi,atl,SnelJa00,pass_att,0,,,,,
player,201010170phi,atl,SnelJa00,pass_yds,0,,,,,
player,201010170phi,atl,SnelJa00,pass_td,0,,,,,
player,201010170phi,atl,SnelJa00,pass_int,0,,,,,
player,201010170phi,atl,SnelJa00,pass_sacked,,,,,,
player,201010170phi,atl,SnelJa00,pass_sacked_yds,,,,,,
player,201010170phi,atl,SnelJa00,pass_long,0,,,,,
player,201010170phi,atl,SnelJa00,pass_rating,,,,,,
player,201010170phi,atl,SnelJa00,rush_att,3,,,,,
player,201010170phi,atl,SnelJa00,rush_yds,17,,,,,
player,201010170phi,atl,SnelJa00,rush_td,0,,,,,
player,201010170phi,atl,SnelJa00,rush_long,9,,,,,
player,201010170phi,atl,SnelJa00,targets,3,,,,,
player,201010170phi,atl,SnelJa00,rec,2,,,,,
player,201010170phi,atl,SnelJa00,rec_yds,10,,,,,
player,201010170phi,atl,SnelJa00,rec_td,0,,,,,
player,201010170phi,atl,SnelJa00,rec_long,7,,,,,
player,201010170phi,atl,SnelJa00,fumbles,0,,,,,
player,201010170phi,atl,SnelJa00,fumbles_lost,,,,,,
player,201010170phi,atl,JenkMi00,pass_cmp,0,,,,,
player,201010170phi,atl,JenkMi00,pass_att,0,,,,,
player,201010170phi,atl,JenkMi00,pass_yds,0,,,,,
player,201010170phi,atl,JenkMi00,pass_td,0,,,,,
player,201010170phi,atl,JenkMi00,pass_int,0,,,,,
player,201010170phi,atl,JenkMi00,pass_sacked,,,,,,
player,201010170phi,atl,JenkMi00,pass_sacked_yds,,,,,,
player,201010170phi,atl,JenkMi00,pass_long,0,,,,,
player,201010170phi,atl,JenkMi00,pass_rating,,,,,,
player,201010170phi,atl,JenkMi00,rush_att,0,,,,,
player,201010170phi,atl,JenkMi00,rush_yds,0,,,,,
player,201010170phi,atl,JenkMi00,rush_td,0,,,,,
player,201010170phi,atl,JenkMi00,rush_long,0,,,,,
player,201010170phi,atl,JenkMi00,targets,11,,,,,
player,201010170phi,atl,JenkMi00,rec,5,,,,,
player,201010170phi,atl,JenkMi00,rec_yds,99,,,,,
player,201010170phi,atl,JenkMi00,rec_td,0,,,,,
player,201010170phi,atl,JenkMi00,rec_long,42,,,,,
player,201010170phi,atl,JenkMi00,fumbles,0,,,,,
player,201010170phi,atl,JenkMi00,fumbles_lost,,,,,,
player,201010170phi,atl,WhitRo00,pass_cmp,0,,,,,
player,201010170phi,atl,WhitRo00,pass_att,0,,,,,
player,201010170phi,atl,WhitRo00,pass_yds,0,,,,,
player,201010170phi,atl,WhitRo00,pass_td,0,,,,,
player,201010170phi,atl,WhitRo00,pass_int,0,,,,,
player,201010170phi,atl,WhitRo00,pass_sacked,,,,,,
player,201010170phi,atl,WhitRo00,pass_sacked_yds,,,,,,
player,201010170phi,atl,WhitRo00,pass_long,0,,,,,
player,201010170phi,atl,WhitRo00,pass_rating,,,,,,
player,201010170phi,atl,WhitRo00,rush_att,0,,,,,
player,201010170phi,atl,WhitRo00,rush_yds,0,,,,,
player,201010170phi,atl,WhitRo00,rush_td,0,,,,,
player,201010170phi,atl,WhitRo00,rush_long,0,,,,,
player,201010170phi,atl,WhitRo00,targets,11,,,,,
player,201010170phi,atl,WhitRo00,rec,6,,,,,
player,201010170phi,atl,WhitRo00,rec_yds,83,,,,,
player,201010170phi,atl,WhitRo00,rec_td,0,,,,,
player,201010170phi,atl,WhitRo00,rec_long,25,,,,,
player,201010170phi,atl,WhitRo00,fumbles,0,,,,,
player,201010170phi,atl,WhitRo00,fumbles_lost,,,,,,
player,201010170phi,atl,DougHa00,pass_cmp,0,,,,,
player,201010170phi,atl,DougHa00,pass_att,0,,,,,
player,201010170phi,atl,DougHa00,pass_yds,0,,,,,
player,201010170phi,atl,DougHa00,pass_td,0,,,,,
player,201010170phi,atl,DougHa00,pass_int,0,,,,,
player,201010170phi,atl,DougHa00,pass_sacked,,,,,,
player,201010170phi,atl,DougHa00,pass_sacked_yds,,,,,,
player,201010170phi,atl,DougHa00,pass_long,0,,,,,
player,201010170phi,atl,DougHa00,pass_rating,,,,,,
player,201010170phi,atl,DougHa00,rush_att,0,,,,,
player,201010170phi,atl,DougHa00,rush_yds,0,,,,,
player,201010170phi,atl,DougHa00,rush_td,0,,,,,
player,201010170phi,atl,DougHa00,rush_long,0,,,,,
player,201010170phi,atl,DougHa00,targets,6,,,,,
player,201010170phi,atl,DougHa00,rec,4,,,,,
player,201010170phi,atl,DougHa00,rec_yds,32,,,,,
player,201010170phi,atl,DougHa00,rec_td,0,,,,,
player,201010170phi,atl,DougHa00,rec_long,18,,,,,
player,201010170phi,atl,DougHa00,fumbles,0,,,,,
player,201010170phi,atl,DougHa00,fumbles_lost,,,,,,
player,201010170phi,atl,GonzTo00,pass_cmp,0,,,,,
player,201010170phi,atl,GonzTo00,pass_att,0,,,,,
player,201010170phi,atl,GonzTo00,pass_yds,0,,,,,
player,201010170phi,atl,GonzTo00,pass_td,0,,,,,
player,201010170phi,atl,GonzTo00,pass_int,0,,,,,
player,201010170phi,atl,GonzTo00,pass_sacked,,,,,,
player,201010170phi,atl,GonzTo00,pass_sacked_yds,,,,,,
player,201010170phi,atl,GonzTo00,pass_long,0,,,,,
player,201010170phi,atl,GonzTo00,pass_rating,,,,,,
player,201010170phi,atl,GonzTo00,rush_att,0,,,,,
player,201010170phi,atl,GonzTo00,rush_yds,0,,,,,
player,201010170phi,atl,GonzTo00,rush_td,0,,,,,
player,201010170phi,atl,GonzTo00,rush_long,0,,,,,
player,201010170phi,atl,GonzTo00,targets,7,,,,,
player,201010170phi,atl,GonzTo00,rec,3,,,,,
player,201010170phi,atl,GonzTo00,rec_yds,19,,,,,
player,201010170phi,atl,GonzTo00,rec_td,2,,,,,
player,201010170phi,atl,GonzTo00,rec_long,13,,,,,
player,201010170phi,atl,GonzTo00,fumbles,0,,,,,
player,201010170phi,atl,GonzTo00,fumbles_lost,,,,,,
player,201010170phi,atl,MughOv00,pass_cmp,0,,,,,
player,201010170phi,atl,MughOv00,pass_att,0,,,,,
player,201010170phi,atl,MughOv00,pass_yds,0,,,,,
player,201010170phi,atl,MughOv00,pass_td,0,,,,,
player,201010170phi,atl,MughOv00,pass_int,0,,,,,
player,201010170phi,atl,MughOv00,pass_sacked,,,,,,
player,201010170phi,atl,MughOv00,pass_sacked_yds,,,,,,
player,201010170phi,atl,MughOv00,pass_long,0,,,,,
player,201010170phi,atl,MughOv00,pass_rating,,,,,,
player,201010170phi,atl,MughOv00,rush_att,0,,,,,
player,201010170phi,atl,MughOv00,rush_yds,0,,,,,
player,201010170phi,atl,MughOv00,rush_td,0,,,,,
player,201010170phi,atl,MughOv00,rush_long,0,,,,,
player,201010170phi,atl,MughOv00,targets,1,,,,,
player,201010170phi,atl,MughOv00,rec,1,,,,,
player,201010170phi,atl,MughOv00,rec_yds,2,,,,,
player,201010170phi,atl,MughOv00,rec_td,0,,,,,
player,201010170phi,atl,MughOv00,rec_long,2,,,,,
player,201010170phi,atl,MughOv00,fumbles,0,,,,,
player,201010170phi,atl,MughOv00,fumbles_lost,,,,,,
player,201010170phi,atl,PalmMi00,pass_cmp,0,,,,,
player,201010170phi,atl,PalmMi00,pass_att,0,,,,,
player,201010170phi,atl,PalmMi00,pass_yds,0,,,,,
player,201010170phi,atl,PalmMi00,pass_td,0,,,,,
player,201010170phi,atl,PalmMi00,pass_int,0,,,,,
player,201010170phi,atl,PalmMi00,pass_sacked,,,,,,
player,201010170phi,atl,PalmMi00,pass_sacked_yds,,,,,,
player,201010170phi,atl,PalmMi00,pass_long,0,,,,,
player,201010170phi,atl,PalmMi00,pass_rating,,,,,,
player,201010170phi,atl,PalmMi00,rush_att,0,,,,,
player,201010170phi,atl,PalmMi00,rush_yds,0,,,,,
player,201010170phi,atl,PalmMi00,rush_td,0,,,,,
player,201010170phi,atl,PalmMi00,rush_long,0,,,,,
player,201010170phi,atl,PalmMi00,targets,1,,,,,
player,201010170phi,atl,PalmMi00,rec,1,,,,,
player,201010170phi,atl,PalmMi00,rec_yds,1,,,,,
player,201010170phi,atl,PalmMi00,rec_td,0,,,,,
player,201010170phi,atl,PalmMi00,rec_long,1,,,,,
player,201010170phi,atl,PalmMi00,fumbles,0,,,,,
player,201010170phi,atl,PalmMi00,fumbles_lost,,,,,,
player,201010170phi,phi,KolbKe00,pass_cmp,23,,,,,
player,201010170phi,phi,KolbKe00,pass_att,29,,,,,
player,201010170phi,phi,KolbKe00,pass_yds,326,,,,,
player,201010170phi,phi,KolbKe00,pass_td,3,,,,,
player,201010170phi,phi,KolbKe00,pass_int,1,,,,,
player,201010170phi,phi,KolbKe00,pass_sacked,1,,,,,
player,201010170phi,phi,KolbKe00,pass_sacked_yds,6,,,,,
player,201010170phi,phi,KolbKe00,pass_long,83,,,,,
player,201010170phi,phi,KolbKe00,pass_rating,133.6,,,,,
player,201010170phi,phi,KolbKe00,rush_att,2,,,,,
player,201010170phi,phi,KolbKe00,rush_yds,1,,,,,
player,201010170phi,phi,KolbKe00,rush_td,0,,,,,
player,201010170phi,phi,KolbKe00,rush_long,2,,,,,
player,201010170phi,phi,KolbKe00,targets,0,,,,,
player,201010170phi,phi,KolbKe00,rec,0,,,,,
player,201010170phi,phi,KolbKe00,rec_yds,0,,,,,
player,201010170phi,phi,KolbKe00,rec_td,0,,,,,
player,201010170phi,phi,KolbKe00,rec_long,0,,,,,
player,201010170phi,phi,KolbKe00,fumbles,0,,,,,
player,201010170phi,phi,KolbKe00,fumbles_lost,,,,,,
player,201010170phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201010170phi,phi,McCoLe01,pass_att,0,,,,,
player,201010170phi,phi,McCoLe01,pass_yds,0,,,,,
player,201010170phi,phi,McCoLe01,pass_td,0,,,,,
player,201010170phi,phi,McCoLe01,pass_int,0,,,,,
player,201010170phi,phi,McCoLe01,pass_sacked,,,,,,
player,201010170phi,phi,McCoLe01,pass_sacked_yds,,,,,,
player,201010170phi,phi,McCoLe01,pass_long,0,,,,,
player,201010170phi,phi,McCoLe01,pass_rating,,,,,,
player,201010170phi,phi,McCoLe01,rush_att,21,,,,,
player,201010170phi,phi,McCoLe01,rush_yds,64,,,,,
player,201010170phi,phi,McCoLe01,rush_td,0,,,,,
player,201010170phi,phi,McCoLe01,rush_long,9,,,,,
player,201010170phi,phi,McCoLe01,targets,4,,,,,
player,201010170phi,phi,McCoLe01,rec,4,,,,,
player,201010170phi,phi,McCoLe01,rec_yds,21,,,,,
player,201010170phi,phi,McCoLe01,rec_td,0,,,,,
player,201010170phi,phi,McCoLe01,rec_long,13,,,,,
player,201010170phi,phi,McCoLe01,fumbles,0,,,,,
player,201010170phi,phi,McCoLe01,fumbles_lost,,,,,,
player,201010170phi,phi,JackDe00,pass_cmp,0,,,,,
player,201010170phi,phi,JackDe00,pass_att,0,,,,,
player,201010170phi,phi,JackDe00,pass_yds,0,,,,,
player,201010170phi,phi,JackDe00,pass_td,0,,,,,
player,201010170phi,phi,JackDe00,pass_int,0,,,,,
player,201010170phi,phi,JackDe00,pass_sacked,,,,,,
player,201010170phi,phi,JackDe00,pass_sacked_yds,,,,,,
player,201010170phi,phi,JackDe00,pass_long,0,,,,,
player,201010170phi,phi,JackDe00,pass_rating,,,,,,
player,201010170phi,phi,JackDe00,rush_att,2,,,,,
player,201010170phi,phi,JackDe00,rush_yds,44,,,,,
player,201010170phi,phi,JackDe00,rush_td,1,,,,,
player,201010170phi,phi,JackDe00,rush_long,31,,,,,
player,201010170phi,phi,JackDe00,targets,1,,,,,
player,201010170phi,phi,JackDe00,rec,1,,,,,
player,201010170phi,phi,JackDe00,rec_yds,34,,,,,
player,201010170phi,phi,JackDe00,rec_td,1,,,,,
player,201010170phi,phi,JackDe00,rec_long,34,,,,,
player,201010170phi,phi,JackDe00,fumbles,0,,,,,
player,201010170phi,phi,JackDe00,fumbles_lost,,,,,,
player,201010170phi,phi,BuckEl00,pass_cmp,0,,,,,
player,201010170phi,phi,BuckEl00,pass_att,0,,,,,
player,201010170phi,phi,BuckEl00,pass_yds,0,,,,,
player,201010170phi,phi,BuckEl00,pass_td,0,,,,,
player,201010170phi,phi,BuckEl00,pass_int,0,,,,,
player,201010170phi,phi,BuckEl00,pass_sacked,,,,,,
player,201010170phi,phi,BuckEl00,pass_sacked_yds,,,,,,
player,201010170phi,phi,BuckEl00,pass_long,0,,,,,
player,201010170phi,phi,BuckEl00,pass_rating,,,,,,
player,201010170phi,phi,BuckEl00,rush_att,12,,,,,
player,201010170phi,phi,BuckEl00,rush_yds,40,,,,,
player,201010170phi,phi,BuckEl00,rush_td,0,,,,,
player,201010170phi,phi,BuckEl00,rush_long,13,,,,,
player,201010170phi,phi,BuckEl00,targets,0,,,,,
player,201010170phi,phi,BuckEl00,rec,0,,,,,
player,201010170phi,phi,BuckEl00,rec_yds,0,,,,,
player,201010170phi,phi,BuckEl00,rec_td,0,,,,,
player,201010170phi,phi,BuckEl00,rec_long,0,,,,,
player,201010170phi,phi,BuckEl00,fumbles,0,,,,,
player,201010170phi,phi,BuckEl00,fumbles_lost,,,,,,
player,201010170phi,phi,HallCh00,pass_cmp,0,,,,,
player,201010170phi,phi,HallCh00,pass_att,0,,,,,
player,201010170phi,phi,HallCh00,pass_yds,0,,,,,
player,201010170phi,phi,HallCh00,pass_td,0,,,,,
player,201010170phi,phi,HallCh00,pass_int,0,,,,,
player,201010170phi,phi,HallCh00,pass_sacked,,,,,,
player,201010170phi,phi,HallCh00,pass_sacked_yds,,,,,,
player,201010170phi,phi,HallCh00,pass_long,0,,,,,
player,201010170phi,phi,HallCh00,pass_rating,,,,,,
player,201010170phi,phi,HallCh00,rush_att,1,,,,,
player,201010170phi,phi,HallCh00,rush_yds,5,,,,,
player,201010170phi,phi,HallCh00,rush_td,0,,,,,
player,201010170phi,phi,HallCh00,rush_long,5,,,,,
player,201010170phi,phi,HallCh00,targets,4,,,,,
player,201010170phi,phi,HallCh00,rec,1,,,,,
player,201010170phi,phi,HallCh00,rec_yds,5,,,,,
player,201010170phi,phi,HallCh00,rec_td,0,,,,,
player,201010170phi,phi,HallCh00,rec_long,5,,,,,
player,201010170phi,phi,HallCh00,fumbles,0,,,,,
player,201010170phi,phi,HallCh00,fumbles_lost,,,,,,
player,201010170phi,phi,MaclJe00,pass_cmp,0,,,,,
player,201010170phi,phi,MaclJe00,pass_att,0,,,,,
player,201010170phi,phi,MaclJe00,pass_yds,0,,,,,
player,201010170phi,phi,MaclJe00,pass_td,0,,,,,
player,201010170phi,phi,MaclJe00,pass_int,0,,,,,
player,201010170phi,phi,MaclJe00,pass_sacked,,,,,,
player,201010170phi,phi,MaclJe00,pass_sacked_yds,,,,,,
player,201010170phi,phi,MaclJe00,pass_long,0,,,,,
player,201010170phi,phi,MaclJe00,pass_rating,,,,,,
player,201010170phi,phi,MaclJe00,rush_att,0,,,,,
player,201010170phi,phi,MaclJe00,rush_yds,0,,,,,
