game,2010,10,20101114,201011140nyg,dal,"Dallas Cowboys",33,nyg,"New York Giants",20
player,201011140nyg,dal,JoneFe00,pass_yds,0,,,,,
player,201011140nyg,dal,JoneFe00,pass_td,0,,,,,
player,201011140nyg,dal,JoneFe00,pass_int,0,,,,,
player,201011140nyg,dal,JoneFe00,pass_sacked,,,,,,
player,201011140nyg,dal,JoneFe00,pass_sacked_yds,,,,,,
player,201011140nyg,dal,JoneFe00,pass_long,0,,,,,
player,201011140nyg,dal,JoneFe00,pass_rating,,,,,,
player,201011140nyg,dal,JoneFe00,rush_att,14,,,,,
player,201011140nyg,dal,JoneFe00,rush_yds,51,,,,,
player,201011140nyg,dal,JoneFe00,rush_td,0,,,,,
player,201011140nyg,dal,JoneFe00,rush_long,12,,,,,
player,201011140nyg,dal,JoneFe00,targets,3,,,,,
player,201011140nyg,dal,JoneFe00,rec,3,,,,,
player,201011140nyg,dal,JoneFe00,rec_yds,85,,,,,
player,201011140nyg,dal,JoneFe00,rec_td,1,,,,,
player,201011140nyg,dal,JoneFe00,rec_long,71,,,,,
player,201011140nyg,dal,JoneFe00,fumbles,0,,,,,
player,201011140nyg,dal,JoneFe00,fumbles_lost,,,,,,
player,201011140nyg,dal,BarbMa01,pass_cmp,0,,,,,
player,201011140nyg,dal,BarbMa01,pass_att,0,,,,,
player,201011140nyg,dal,BarbMa01,pass_yds,0,,,,,
player,201011140nyg,dal,BarbMa01,pass_td,0,,,,,
player,201011140nyg,dal,BarbMa01,pass_int,0,,,,,
player,201011140nyg,dal,BarbMa01,pass_sacked,0,,,,,
player,201011140nyg,dal,BarbMa01,pass_sacked_yds,,,,,,
player,201011140nyg,dal,BarbMa01,pass_long,0,,,,,
player,201011140nyg,dal,BarbMa01,pass_rating,,,,,,
player,201011140nyg,dal,BarbMa01,rush_att,8,,,,,
player,201011140nyg,dal,BarbMa01,rush_yds,47,,,,,
player,201011140nyg,dal,BarbMa01,rush_td,0,,,,,
player,201011140nyg,dal,BarbMa01,rush_long,18,,,,,
player,201011140nyg,dal,BarbMa01,targets,2,,,,,
player,201011140nyg,dal,BarbMa01,rec,1,,,,,
player,201011140nyg,dal,BarbMa01,rec_yds,-2,,,,,
player,201011140nyg,dal,BarbMa01,rec_td,0,,,,,
player,201011140nyg,dal,BarbMa01,rec_long,-2,,,,,
player,201011140nyg,dal,BarbMa01,fumbles,0,,,,,
player,201011140nyg,dal,BarbMa01,fumbles_lost,,,,,,
player,201011140nyg,dal,BryaDe01,pass_cmp,0,,,,,
player,201011140nyg,dal,BryaDe01,pass_att,0,,,,,
player,201011140nyg,dal,BryaDe01,pass_yds,0,,,,,
player,201011140nyg,dal,BryaDe01,pass_td,0,,,,,
player,201011140nyg,dal,BryaDe01,pass_int,0,,,,,
player,201011140nyg,dal,BryaDe01,pass_sacked,,,,,,
player,201011140nyg,dal,BryaDe01,pass_sacked_yds,,,,,,
player,201011140nyg,dal,BryaDe01,pass_long,0,,,,,
player,201011140nyg,dal,BryaDe01,pass_rating,,,,,,
player,201011140nyg,dal,BryaDe01,rush_att,0,,,,,
player,201011140nyg,dal,BryaDe01,rush_yds,0,,,,,
player,201011140nyg,dal,BryaDe01,rush_td,0,,,,,
player,201011140nyg,dal,BryaDe01,rush_long,0,,,,,
player,201011140nyg,dal,BryaDe01,targets,5,,,,,
player,201011140nyg,dal,BryaDe01,rec,3,,,,,
player,201011140nyg,dal,BryaDe01,rec_yds,104,,,,,
player,201011140nyg,dal,BryaDe01,rec_td,1,,,,,
player,201011140nyg,dal,BryaDe01,rec_long,46,,,,,
player,201011140nyg,dal,BryaDe01,fumbles,0,,,,,
player,201011140nyg,dal,BryaDe01,fumbles_lost,,,,,,
player,201011140nyg,dal,AustMi00,pass_cmp,0,,,,,
player,201011140nyg,dal,AustMi00,pass_att,0,,,,,
player,201011140nyg,dal,AustMi00,pass_yds,0,,,,,
player,201011140nyg,dal,AustMi00,pass_td,0,,,,,
player,201011140nyg,dal,AustMi00,pass_int,0,,,,,
player,201011140nyg,dal,AustMi00,pass_sacked,,,,,,
player,201011140nyg,dal,AustMi00,pass_sacked_yds,,,,,,
player,201011140nyg,dal,AustMi00,pass_long,0,,,,,
player,201011140nyg,dal,AustMi00,pass_rating,,,,,,
player,201011140nyg,dal,AustMi00,rush_att,1,,,,,
player,201011140nyg,dal,AustMi00,rush_yds,0,,,,,
player,201011140nyg,dal,AustMi00,rush_td,0,,,,,
player,201011140nyg,dal,AustMi00,rush_long,0,,,,,
player,201011140nyg,dal,AustMi00,targets,3,,,,,
player,201011140nyg,dal,AustMi00,rec,2,,,,,
player,201011140nyg,dal,AustMi00,rec_yds,68,,,,,
player,201011140nyg,dal,AustMi00,rec_td,1,,,,,
player,201011140nyg,dal,AustMi00,rec_long,44,,,,,
player,201011140nyg,dal,AustMi00,fumbles,0,,,,,
player,201011140nyg,dal,AustMi00,fumbles_lost,,,,,,
player,201011140nyg,dal,WillRo04,pass_cmp,0,,,,,
player,201011140nyg,dal,WillRo04,pass_att,0,,,,,
player,201011140nyg,dal,WillRo04,pass_yds,0,,,,,
player,201011140nyg,dal,WillRo04,pass_td,0,,,,,
player,201011140nyg,dal,WillRo04,pass_int,0,,,,,
player,201011140nyg,dal,WillRo04,pass_sacked,,,,,,
player,201011140nyg,dal,WillRo04,pass_sacked_yds,,,,,,
player,201011140nyg,dal,WillRo04,pass_long,0,,,,,
player,201011140nyg,dal,WillRo04,pass_rating,,,,,,
player,201011140nyg,dal,WillRo04,rush_att,0,,,,,
player,201011140nyg,dal,WillRo04,rush_yds,0,,,,,
player,201011140nyg,dal,WillRo04,rush_td,0,,,,,
player,201011140nyg,dal,WillRo04,rush_long,0,,,,,
player,201011140nyg,dal,WillRo04,targets,2,,,,,
player,201011140nyg,dal,WillRo04,rec,2,,,,,
player,201011140nyg,dal,WillRo04,rec_yds,33,,,,,
player,201011140nyg,dal,WillRo04,rec_td,0,,,,,
player,201011140nyg,dal,WillRo04,rec_long,27,,,,,
player,201011140nyg,dal,WillRo04,fumbles,0,,,,,
player,201011140nyg,dal,WillRo04,fumbles_lost,,,,,,
player,201011140nyg,dal,BennMa00,pass_cmp,0,,,,,
player,201011140nyg,dal,BennMa00,pass_att,0,,,,,
player,201011140nyg,dal,BennMa00,pass_yds,0,,,,,
player,201011140nyg,dal,BennMa00,pass_td,0,,,,,
player,201011140nyg,dal,BennMa00,pass_int,0,,,,,
player,201011140nyg,dal,BennMa00,pass_sacked,,,,,,
player,201011140nyg,dal,BennMa00,pass_sacked_yds,,,,,,
player,201011140nyg,dal,BennMa00,pass_long,0,,,,,
player,201011140nyg,dal,BennMa00,pass_rating,,,,,,
player,201011140nyg,dal,BennMa00,rush_att,0,,,,,
player,201011140nyg,dal,BennMa00,rush_yds,0,,,,,
player,201011140nyg,dal,BennMa00,rush_td,0,,,,,
player,201011140nyg,dal,BennMa00,rush_long,0,,,,,
player,201011140nyg,dal,BennMa00,targets,2,,,,,
player,201011140nyg,dal,BennMa00,rec,1,,,,,
player,201011140nyg,dal,BennMa00,rec_yds,32,,,,,
player,201011140nyg,dal,BennMa00,rec_td,0,,,,,
player,201011140nyg,dal,BennMa00,rec_long,32,,,,,
player,201011140nyg,dal,BennMa00,fumbles,0,,,,,
player,201011140nyg,dal,BennMa00,fumbles_lost,,,,,,
player,201011140nyg,dal,WittJa00,pass_cmp,0,,,,,
player,201011140nyg,dal,WittJa00,pass_att,0,,,,,
player,201011140nyg,dal,WittJa00,pass_yds,0,,,,,
player,201011140nyg,dal,WittJa00,pass_td,0,,,,,
player,201011140nyg,dal,WittJa00,pass_int,0,,,,,
player,201011140nyg,dal,WittJa00,pass_sacked,,,,,,
player,201011140nyg,dal,WittJa00,pass_sacked_yds,,,,,,
player,201011140nyg,dal,WittJa00,pass_long,0,,,,,
player,201011140nyg,dal,WittJa00,pass_rating,,,,,,
player,201011140nyg,dal,WittJa00,rush_att,0,,,,,
player,201011140nyg,dal,WittJa00,rush_yds,0,,,,,
player,201011140nyg,dal,WittJa00,rush_td,0,,,,,
player,201011140nyg,dal,WittJa00,rush_long,0,,,,,
player,201011140nyg,dal,WittJa00,targets,2,,,,,
player,201011140nyg,dal,WittJa00,rec,1,,,,,
player,201011140nyg,dal,WittJa00,rec_yds,7,,,,,
player,201011140nyg,dal,WittJa00,rec_td,0,,,,,
player,201011140nyg,dal,WittJa00,rec_long,7,,,,,
player,201011140nyg,dal,WittJa00,fumbles,0,,,,,
player,201011140nyg,dal,WittJa00,fumbles_lost,,,,,,
player,201011140nyg,dal,GronCh00,pass_cmp,,,,,,
player,201011140nyg,dal,GronCh00,pass_att,,,,,,
player,201011140nyg,dal,GronCh00,pass_yds,,,,,,
player,201011140nyg,dal,GronCh00,pass_td,,,,,,
player,201011140nyg,dal,GronCh00,pass_int,,,,,,
player,201011140nyg,dal,GronCh00,pass_sacked,,,,,,
player,201011140nyg,dal,GronCh00,pass_sacked_yds,,,,,,
player,201011140nyg,dal,GronCh00,pass_long,,,,,,
player,201011140nyg,dal,GronCh00,pass_rating,,,,,,
player,201011140nyg,dal,GronCh00,rush_att,,,,,,
player,201011140nyg,dal,GronCh00,rush_yds,,,,,,
player,201011140nyg,dal,GronCh00,rush_td,,,,,,
player,201011140nyg,dal,GronCh00,rush_long,,,,,,
player,201011140nyg,dal,GronCh00,targets,2,,,,,
player,201011140nyg,dal,GronCh00,rec,0,,,,,
player,201011140nyg,dal,GronCh00,rec_yds,0,,,,,
player,201011140nyg,dal,GronCh00,rec_td,0,,,,,
player,201011140nyg,dal,GronCh00,rec_long,,,,,,
player,201011140nyg,dal,GronCh00,fumbles,,,,,,
player,201011140nyg,dal,GronCh00,fumbles_lost,,,,,,
player,201011140nyg,nyg,MannEl00,pass_cmp,33,,,,,
player,201011140nyg,nyg,MannEl00,pass_att,48,,,,,
player,201011140nyg,nyg,MannEl00,pass_yds,373,,,,,
player,201011140nyg,nyg,MannEl00,pass_td,2,,,,,
player,201011140nyg,nyg,MannEl00,pass_int,2,,,,,
player,201011140nyg,nyg,MannEl00,pass_sacked,0,,,,,
player,201011140nyg,nyg,MannEl00,pass_sacked_yds,0,,,,,
player,201011140nyg,nyg,MannEl00,pass_long,44,,,,,
player,201011140nyg,nyg,MannEl00,pass_rating,88.3,,,,,
player,201011140nyg,nyg,MannEl00,rush_att,3,,,,,
player,201011140nyg,nyg,MannEl00,rush_yds,17,,,,,
player,201011140nyg,nyg,MannEl00,rush_td,0,,,,,
player,201011140nyg,nyg,MannEl00,rush_long,9,,,,,
player,201011140nyg,nyg,MannEl00,targets,0,,,,,
player,201011140nyg,nyg,MannEl00,rec,0,,,,,
player,201011140nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201011140nyg,nyg,MannEl00,rec_td,0,,,,,
player,201011140nyg,nyg,MannEl00,rec_long,0,,,,,
player,201011140nyg,nyg,MannEl00,fumbles,0,,,,,
player,201011140nyg,nyg,MannEl00,fumbles_lost,1,,,,,
player,201011140nyg,nyg,BradAh00,pass_cmp,0,,,,,
player,201011140nyg,nyg,BradAh00,pass_att,0,,,,,
player,201011140nyg,nyg,BradAh00,pass_yds,0,,,,,
player,201011140nyg,nyg,BradAh00,pass_td,0,,,,,
player,201011140nyg,nyg,BradAh00,pass_int,0,,,,,
player,201011140nyg,nyg,BradAh00,pass_sacked,,,,,,
player,201011140nyg,nyg,BradAh00,pass_sacked_yds,,,,,,
player,201011140nyg,nyg,BradAh00,pass_long,0,,,,,
player,201011140nyg,nyg,BradAh00,pass_rating,,,,,,
player,201011140nyg,nyg,BradAh00,rush_att,20,,,,,
player,201011140nyg,nyg,BradAh00,rush_yds,73,,,,,
player,201011140nyg,nyg,BradAh00,rush_td,0,,,,,
player,201011140nyg,nyg,BradAh00,rush_long,9,,,,,
player,201011140nyg,nyg,BradAh00,targets,7,,,,,
player,201011140nyg,nyg,BradAh00,rec,6,,,,,
player,201011140nyg,nyg,BradAh00,rec_yds,62,,,,,
player,201011140nyg,nyg,BradAh00,rec_td,0,,,,,
player,201011140nyg,nyg,BradAh00,rec_long,18,,,,,
player,201011140nyg,nyg,BradAh00,fumbles,1,,,,,
player,201011140nyg,nyg,BradAh00,fumbles_lost,0,,,,,
player,201011140nyg,nyg,JacoBr00,pass_cmp,0,,,,,
player,201011140nyg,nyg,JacoBr00,pass_att,0,,,,,
player,201011140nyg,nyg,JacoBr00,pass_yds,0,,,,,
player,201011140nyg,nyg,JacoBr00,pass_td,0,,,,,
player,201011140nyg,nyg,JacoBr00,pass_int,0,,,,,
player,201011140nyg,nyg,JacoBr00,pass_sacked,,,,,,
player,201011140nyg,nyg,JacoBr00,pass_sacked_yds,,,,,,
player,201011140nyg,nyg,JacoBr00,pass_long,0,,,,,
player,201011140nyg,nyg,JacoBr00,pass_rating,,,,,,
player,201011140nyg,nyg,JacoBr00,rush_att,5,,,,,
player,201011140nyg,nyg,JacoBr00,rush_yds,17,,,,,
player,201011140nyg,nyg,JacoBr00,rush_td,0,,,,,
player,201011140nyg,nyg,JacoBr00,rush_long,6,,,,,
player,201011140nyg,nyg,JacoBr00,targets,3,,,,,
player,201011140nyg,nyg,JacoBr00,rec,2,,,,,
player,201011140nyg,nyg,JacoBr00,rec_yds,11,,,,,
player,201011140nyg,nyg,JacoBr00,rec_td,0,,,,,
player,201011140nyg,nyg,JacoBr00,rec_long,10,,,,,
player,201011140nyg,nyg,JacoBr00,fumbles,0,,,,,
player,201011140nyg,nyg,JacoBr00,fumbles_lost,,,,,,
player,201011140nyg,nyg,MannMa01,pass_cmp,0,,,,,
player,201011140nyg,nyg,MannMa01,pass_att,0,,,,,
player,201011140nyg,nyg,MannMa01,pass_yds,0,,,,,
player,201011140nyg,nyg,MannMa01,pass_td,0,,,,,
player,201011140nyg,nyg,MannMa01,pass_int,0,,,,,
player,201011140nyg,nyg,MannMa01,pass_sacked,,,,,,
player,201011140nyg,nyg,MannMa01,pass_sacked_yds,,,,,,
player,201011140nyg,nyg,MannMa01,pass_long,0,,,,,
player,201011140nyg,nyg,MannMa01,pass_rating,,,,,,
player,201011140nyg,nyg,MannMa01,rush_att,0,,,,,
player,201011140nyg,nyg,MannMa01,rush_yds,0,,,,,
player,201011140nyg,nyg,MannMa01,rush_td,0,,,,,
player,201011140nyg,nyg,MannMa01,rush_long,0,,,,,
player,201011140nyg,nyg,MannMa01,targets,16,,,,,
player,201011140nyg,nyg,MannMa01,rec,10,,,,,
player,201011140nyg,nyg,MannMa01,rec_yds,91,,,,,
player,201011140nyg,nyg,MannMa01,rec_td,1,,,,,
player,201011140nyg,nyg,MannMa01,rec_long,44,,,,,
player,201011140nyg,nyg,MannMa01,fumbles,0,,,,,
player,201011140nyg,nyg,MannMa01,fumbles_lost,,,,,,
player,201011140nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201011140nyg,nyg,NickHa01,pass_att,0,,,,,
player,201011140nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201011140nyg,nyg,NickHa01,pass_td,0,,,,,
player,201011140nyg,nyg,NickHa01,pass_int,0,,,,,
player,201011140nyg,nyg,NickHa01,pass_sacked,,,,,,
player,201011140nyg,nyg,NickHa01,pass_sacked_yds,,,,,,
player,201011140nyg,nyg,NickHa01,pass_long,0,,,,,
player,201011140nyg,nyg,NickHa01,pass_rating,,,,,,
player,201011140nyg,nyg,NickHa01,rush_att,0,,,,,
player,201011140nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201011140nyg,nyg,NickHa01,rush_td,0,,,,,
player,201011140nyg,nyg,NickHa01,rush_long,0,,,,,
player,201011140nyg,nyg,NickHa01,targets,8,,,,,
player,201011140nyg,nyg,NickHa01,rec,5,,,,,
player,201011140nyg,nyg,NickHa01,rec_yds,82,,,,,
player,201011140nyg,nyg,NickHa01,rec_td,0,,,,,
player,201011140nyg,nyg,NickHa01,rec_long,23,,,,,
player,201011140nyg,nyg,NickHa01,fumbles,0,,,,,
player,201011140nyg,nyg,NickHa01,fumbles_lost,,,,,,
player,201011140nyg,nyg,BossKe00,pass_cmp,0,,,,,
player,201011140nyg,nyg,BossKe00,pass_att,0,,,,,
player,201011140nyg,nyg,BossKe00,pass_yds,0,,,,,
player,201011140nyg,nyg,BossKe00,pass_td,0,,,,,
player,201011140nyg,nyg,BossKe00,pass_int,0,,,,,
player,201011140nyg,nyg,BossKe00,pass_sacked,,,,,,
player,201011140nyg,nyg,BossKe00,pass_sacked_yds,,,,,,
player,201011140nyg,nyg,BossKe00,pass_long,0,,,,,
player,201011140nyg,nyg,BossKe00,pass_rating,,,,,,
player,201011140nyg,nyg,BossKe00,rush_att,0,,,,,
player,201011140nyg,nyg,BossKe00,rush_yds,0,,,,,
player,201011140nyg,nyg,BossKe00,rush_td,0,,,,,
player,201011140nyg,nyg,BossKe00,rush_long,0,,,,,
player,201011140nyg,nyg,BossKe00,targets,7,,,,,
player,201011140nyg,nyg,BossKe00,rec,5,,,,,
player,201011140nyg,nyg,BossKe00,rec_yds,81,,,,,
player,201011140nyg,nyg,BossKe00,rec_td,1,,,,,
player,201011140nyg,nyg,BossKe00,rec_long,35,,,,,
player,201011140nyg,nyg,BossKe00,fumbles,0,,,,,
player,201011140nyg,nyg,BossKe00,fumbles_lost,,,,,,
player,201011140nyg,nyg,BardRa00,pass_cmp,0,,,,,
player,201011140nyg,nyg,BardRa00,pass_att,0,,,,,
player,201011140nyg,nyg,BardRa00,pass_yds,0,,,,,
player,201011140nyg,nyg,BardRa00,pass_td,0,,,,,
player,201011140nyg,nyg,BardRa00,pass_int,0,,,,,
player,201011140nyg,nyg,BardRa00,pass_sacked,,,,,,
player,201011140nyg,nyg,BardRa00,pass_sacked_yds,,,,,,
player,201011140nyg,nyg,BardRa00,pass_long,0,,,,,
player,201011140nyg,nyg,BardRa00,pass_rating,,,,,,
player,201011140nyg,nyg,BardRa00,rush_att,0,,,,,
player,201011140nyg,nyg,BardRa00,rush_yds,0,,,,,
player,201011140nyg,nyg,BardRa00,rush_td,0,,,,,
player,201011140nyg,nyg,BardRa00,rush_long,0,,,,,
player,201011140nyg,nyg,BardRa00,targets,4,,,,,
player,201011140nyg,nyg,BardRa00,rec,3,,,,,
player,201011140nyg,nyg,BardRa00,rec_yds,34,,,,,
player,201011140nyg,nyg,BardRa00,rec_td,0,,,,,
player,201011140nyg,nyg,BardRa00,rec_long,26,,,,,
player,201011140nyg,nyg,BardRa00,fumbles,0,,,,,
player,201011140nyg,nyg,BardRa00,fumbles_lost,,,,,,
player,201011140nyg,nyg,BeckTr00,pass_cmp,0,,,,,
player,201011140nyg,nyg,BeckTr00,pass_att,0,,,,,
player,201011140nyg,nyg,BeckTr00,pass_yds,0,,,,,
player,201011140nyg,nyg,BeckTr00,pass_td,0,,,,,
player,201011140nyg,nyg,BeckTr00,pass_int,0,,,,,
player,201011140nyg,nyg,BeckTr00,pass_sacked,,,,,,
player,201011140nyg,nyg,BeckTr00,pass_sacked_yds,,,,,,
player,201011140nyg,nyg,BeckTr00,pass_long,0,,,,,
player,201011140nyg,nyg,BeckTr00,pass_rating,,,,,,
player,201011140nyg,nyg,BeckTr00,rush_att,0,,,,,
player,201011140nyg,nyg,BeckTr00,rush_yds,0,,,,,
player,201011140nyg,nyg,BeckTr00,rush_td,0,,,,,
player,201011140nyg,nyg,BeckTr00,rush_long,0,,,,,
player,201011140nyg,nyg,BeckTr00,targets,2,,,,,
player,201011140nyg,nyg,BeckTr00,rec,2,,,,,
player,201011140nyg,nyg,BeckTr00,rec_yds,12,,,,,
player,201011140nyg,nyg,BeckTr00,rec_td,0,,,,,
player,201011140nyg,nyg,BeckTr00,rec_long,10,,,,,
player,201011140nyg,nyg,BeckTr00,fumbles,0,,,,,
player,201011140nyg,nyg,BeckTr00,fumbles_lost,,,,,,
player,201011140nyg,dal,BallAl99,def_int,1,,,,,
player,201011140nyg,dal,BallAl99,def_int_yds,27,,,,,
player,201011140nyg,dal,BallAl99,def_int_td,0,,,,,
player,201011140nyg,dal,BallAl99,def_int_long,27,,,,,
player,201011140nyg,dal,BallAl99,pass_defended,1,,,,,
player,201011140nyg,dal,BallAl99,sacks,0.0,,,,,
player,201011140nyg,dal,BallAl99,tackles_combined,5,,,,,
player,201011140nyg,dal,BallAl99,tackles_solo,4,,,,,
player,201011140nyg,dal,BallAl99,tackles_assists,1,,,,,
player,201011140nyg,dal,BallAl99,tackles_loss,0,,,,,
player,201011140nyg,dal,BallAl99,qb_hits,0,,,,,
player,201011140nyg,dal,BallAl99,fumbles_rec,0,,,,,
player,201011140nyg,dal,BallAl99,fumbles_rec_yds,0,,,,,
player,201011140nyg,dal,BallAl99,fumbles_rec_td,0,,,,,
player,201011140nyg,dal,BallAl99,fumbles_forced,0,,,,,
player,201011140nyg,dal,McCaBr01,def_int,1,,,,,
player,201011140nyg,dal,McCaBr01,def_int_yds,101,,,,,
player,201011140nyg,dal,McCaBr01,def_int_td,1,,,,,
player,201011140nyg,dal,McCaBr01,def_int_long,101,,,,,
player,201011140nyg,dal,McCaBr01,pass_defended,1,,,,,
player,201011140nyg,dal,McCaBr01,sacks,0.0,,,,,
player,201011140nyg,dal,McCaBr01,tackles_combined,5,,,,,
player,201011140nyg,dal,McCaBr01,tackles_solo,5,,,,,
player,201011140nyg,dal,McCaBr01,tackles_assists,0,,,,,
player,201011140nyg,dal,McCaBr01,tackles_loss,1,,,,,
player,201011140nyg,dal,McCaBr01,qb_hits,0,,,,,
player,201011140nyg,dal,McCaBr01,fumbles_rec,0,,,,,
player,201011140nyg,dal,McCaBr01,fumbles_rec_yds,0,,,,,
player,201011140nyg,dal,McCaBr01,fumbles_rec_td,0,,,,,
player,201011140nyg,dal,McCaBr01,fumbles_forced,0,,,,,
player,201011140nyg,dal,JameBr20,def_int,0,,,,,
player,201011140nyg,dal,JameBr20,def_int_yds,0,,,,,
player,201011140nyg,dal,JameBr20,def_int_td,0,,,,,
player,201011140nyg,dal,JameBr20,def_int_long,0,,,,,
player,201011140nyg,dal,JameBr20,pass_defended,0,,,,,
player,201011140nyg,dal,JameBr20,sacks,0.0,,,,,
player,201011140nyg,dal,JameBr20,tackles_combined,13,,,,,
player,201011140nyg,dal,JameBr20,tackles_solo,7,,,,,
player,201011140nyg,dal,JameBr20,tackles_assists,6,,,,,
player,201011140nyg,dal,JameBr20,tackles_loss,0,,,,,
player,201011140nyg,dal,JameBr20,qb_hits,0,,,,,
player,201011140nyg,dal,JameBr20,fumbles_rec,0,,,,,
player,201011140nyg,dal,JameBr20,fumbles_rec_yds,0,,,,,
player,201011140nyg,dal,JameBr20,fumbles_rec_td,0,,,,,
player,201011140nyg,dal,JameBr20,fumbles_forced,0,,,,,
player,201011140nyg,dal,BrooKe00,def_int,0,,,,,
player,201011140nyg,dal,BrooKe00,def_int_yds,0,,,,,
player,201011140nyg,dal,BrooKe00,def_int_td,0,,,,,
player,201011140nyg,dal,BrooKe00,def_int_long,0,,,,,
player,201011140nyg,dal,BrooKe00,pass_defended,0,,,,,
player,201011140nyg,dal,BrooKe00,sacks,0.0,,,,,
player,201011140nyg,dal,BrooKe00,tackles_combined,10,,,,,
player,201011140nyg,dal,BrooKe00,tackles_solo,8,,,,,
player,201011140nyg,dal,BrooKe00,tackles_assists,2,,,,,
player,201011140nyg,dal,BrooKe00,tackles_loss,0,,,,,
player,201011140nyg,dal,BrooKe00,qb_hits,0,,,,,
player,201011140nyg,dal,BrooKe00,fumbles_rec,0,,,,,
player,201011140nyg,dal,BrooKe00,fumbles_rec_yds,0,,,,,
player,201011140nyg,dal,BrooKe00,fumbles_rec_td,0,,,,,
player,201011140nyg,dal,BrooKe00,fumbles_forced,0,,,,,
player,201011140nyg,dal,WareDe99,def_int,0,,,,,
player,201011140nyg,dal,WareDe99,def_int_yds,0,,,,,
player,201011140nyg,dal,WareDe99,def_int_td,0,,,,,
player,201011140nyg,dal,WareDe99,def_int_long,0,,,,,
player,201011140nyg,dal,WareDe99,pass_defended,0,,,,,
player,201011140nyg,dal,WareDe99,sacks,0.0,,,,,
player,201011140nyg,dal,WareDe99,tackles_combined,8,,,,,
player,201011140nyg,dal,WareDe99,tackles_solo,7,,,,,
player,201011140nyg,dal,WareDe99,tackles_assists,1,,,,,
player,201011140nyg,dal,WareDe99,tackles_loss,0,,,,,
player,201011140nyg,dal,WareDe99,qb_hits,1,,,,,
player,201011140nyg,dal,WareDe99,fumbles_rec,0,,,,,
player,201011140nyg,dal,WareDe99,fumbles_rec_yds,0,,,,,
player,201011140nyg,dal,WareDe99,fumbles_rec_td,0,,,,,
player,201011140nyg,dal,WareDe99,fumbles_forced,0,,,,,
player,201011140nyg,dal,ScanOr99,def_int,0,,,,,
player,201011140nyg,dal,ScanOr99,def_int_yds,0,,,,,
