game,2010,13,20101205,201012050nyg,was,"Washington Redskins",7,nyg,"New York Giants",31
team,201012050nyg,was,First Downs,19,,,,,,
team,201012050nyg,nyg,First Downs,22,,,,,,
team,201012050nyg,was,Rush-Yds-TDs,16-74-0,,,,,,
team,201012050nyg,nyg,Rush-Yds-TDs,36-197-4,,,,,,
team,201012050nyg,was,Cmp-Att-Yd-TD-INT,26-44-296-1-2,,,,,,
team,201012050nyg,nyg,Cmp-Att-Yd-TD-INT,15-25-161-0-1,,,,,,
team,201012050nyg,was,Sacked-Yards,4-32,,,,,,
team,201012050nyg,nyg,Sacked-Yards,0-0,,,,,,
team,201012050nyg,was,Net Pass Yards,264,,,,,,
team,201012050nyg,nyg,Net Pass Yards,161,,,,,,
team,201012050nyg,was,Total Yards,338,,,,,,
team,201012050nyg,nyg,Total Yards,358,,,,,,
team,201012050nyg,was,Fumbles-Lost,6-4,,,,,,
team,201012050nyg,nyg,Fumbles-Lost,1-0,,,,,,
team,201012050nyg,was,Turnovers,6,,,,,,
team,201012050nyg,nyg,Turnovers,1,,,,,,
team,201012050nyg,was,Penalties-Yards,5-35,,,,,,
team,201012050nyg,nyg,Penalties-Yards,5-35,,,,,,
team,201012050nyg,was,Third Down Conv.,5-12,,,,,,
team,201012050nyg,nyg,Third Down Conv.,2-10,,,,,,
team,201012050nyg,was,Fourth Down Conv.,0-0,,,,,,
team,201012050nyg,nyg,Fourth Down Conv.,0-0,,,,,,
team,201012050nyg,was,Time of Possession,25:32,,,,,,
team,201012050nyg,nyg,Time of Possession,34:28,,,,,,
player,201012050nyg,was,McNaDo00,pass_cmp,26,,,,,
player,201012050nyg,was,McNaDo00,pass_att,44,,,,,
player,201012050nyg,was,McNaDo00,pass_yds,296,,,,,
player,201012050nyg,was,McNaDo00,pass_td,1,,,,,
player,201012050nyg,was,McNaDo00,pass_int,2,,,,,
player,201012050nyg,was,McNaDo00,pass_sacked,4,,,,,
player,201012050nyg,was,McNaDo00,pass_sacked_yds,32,,,,,
player,201012050nyg,was,McNaDo00,pass_long,33,,,,,
player,201012050nyg,was,McNaDo00,pass_rating,68.0,,,,,
player,201012050nyg,was,McNaDo00,rush_att,2,,,,,
player,201012050nyg,was,McNaDo00,rush_yds,5,,,,,
player,201012050nyg,was,McNaDo00,rush_td,0,,,,,
player,201012050nyg,was,McNaDo00,rush_long,3,,,,,
player,201012050nyg,was,McNaDo00,targets,0,,,,,
player,201012050nyg,was,McNaDo00,rec,0,,,,,
player,201012050nyg,was,McNaDo00,rec_yds,0,,,,,
player,201012050nyg,was,McNaDo00,rec_td,0,,,,,
player,201012050nyg,was,McNaDo00,rec_long,0,,,,,
player,201012050nyg,was,McNaDo00,fumbles,3,,,,,
player,201012050nyg,was,McNaDo00,fumbles_lost,1,,,,,
player,201012050nyg,was,DaviJa03,pass_cmp,0,,,,,
player,201012050nyg,was,DaviJa03,pass_att,0,,,,,
player,201012050nyg,was,DaviJa03,pass_yds,0,,,,,
player,201012050nyg,was,DaviJa03,pass_td,0,,,,,
player,201012050nyg,was,DaviJa03,pass_int,0,,,,,
player,201012050nyg,was,DaviJa03,pass_sacked,,,,,,
player,201012050nyg,was,DaviJa03,pass_sacked_yds,,,,,,
player,201012050nyg,was,DaviJa03,pass_long,0,,,,,
player,201012050nyg,was,DaviJa03,pass_rating,,,,,,
player,201012050nyg,was,DaviJa03,rush_att,9,,,,,
player,201012050nyg,was,DaviJa03,rush_yds,40,,,,,
player,201012050nyg,was,DaviJa03,rush_td,0,,,,,
player,201012050nyg,was,DaviJa03,rush_long,14,,,,,
player,201012050nyg,was,DaviJa03,targets,3,,,,,
player,201012050nyg,was,DaviJa03,rec,3,,,,,
player,201012050nyg,was,DaviJa03,rec_yds,41,,,,,
player,201012050nyg,was,DaviJa03,rec_td,0,,,,,
player,201012050nyg,was,DaviJa03,rec_long,28,,,,,
player,201012050nyg,was,DaviJa03,fumbles,0,,,,,
player,201012050nyg,was,DaviJa03,fumbles_lost,,,,,,
player,201012050nyg,was,WillKe03,pass_cmp,0,,,,,
player,201012050nyg,was,WillKe03,pass_att,0,,,,,
player,201012050nyg,was,WillKe03,pass_yds,0,,,,,
player,201012050nyg,was,WillKe03,pass_td,0,,,,,
player,201012050nyg,was,WillKe03,pass_int,0,,,,,
player,201012050nyg,was,WillKe03,pass_sacked,,,,,,
player,201012050nyg,was,WillKe03,pass_sacked_yds,,,,,,
player,201012050nyg,was,WillKe03,pass_long,0,,,,,
player,201012050nyg,was,WillKe03,pass_rating,,,,,,
player,201012050nyg,was,WillKe03,rush_att,5,,,,,
player,201012050nyg,was,WillKe03,rush_yds,29,,,,,
player,201012050nyg,was,WillKe03,rush_td,0,,,,,
player,201012050nyg,was,WillKe03,rush_long,20,,,,,
player,201012050nyg,was,WillKe03,targets,2,,,,,
player,201012050nyg,was,WillKe03,rec,2,,,,,
player,201012050nyg,was,WillKe03,rec_yds,2,,,,,
player,201012050nyg,was,WillKe03,rec_td,0,,,,,
player,201012050nyg,was,WillKe03,rec_long,1,,,,,
player,201012050nyg,was,WillKe03,fumbles,1,,,,,
player,201012050nyg,was,WillKe03,fumbles_lost,1,,,,,
player,201012050nyg,was,ArmsAn00,pass_cmp,0,,,,,
player,201012050nyg,was,ArmsAn00,pass_att,0,,,,,
player,201012050nyg,was,ArmsAn00,pass_yds,0,,,,,
player,201012050nyg,was,ArmsAn00,pass_td,0,,,,,
player,201012050nyg,was,ArmsAn00,pass_int,0,,,,,
player,201012050nyg,was,ArmsAn00,pass_sacked,,,,,,
player,201012050nyg,was,ArmsAn00,pass_sacked_yds,,,,,,
player,201012050nyg,was,ArmsAn00,pass_long,0,,,,,
player,201012050nyg,was,ArmsAn00,pass_rating,,,,,,
player,201012050nyg,was,ArmsAn00,rush_att,0,,,,,
player,201012050nyg,was,ArmsAn00,rush_yds,0,,,,,
player,201012050nyg,was,ArmsAn00,rush_td,0,,,,,
player,201012050nyg,was,ArmsAn00,rush_long,0,,,,,
player,201012050nyg,was,ArmsAn00,targets,10,,,,,
player,201012050nyg,was,ArmsAn00,rec,6,,,,,
player,201012050nyg,was,ArmsAn00,rec_yds,97,,,,,
player,201012050nyg,was,ArmsAn00,rec_td,1,,,,,
player,201012050nyg,was,ArmsAn00,rec_long,33,,,,,
player,201012050nyg,was,ArmsAn00,fumbles,1,,,,,
player,201012050nyg,was,ArmsAn00,fumbles_lost,1,,,,,
player,201012050nyg,was,CoolCh00,pass_cmp,0,,,,,
player,201012050nyg,was,CoolCh00,pass_att,0,,,,,
player,201012050nyg,was,CoolCh00,pass_yds,0,,,,,
player,201012050nyg,was,CoolCh00,pass_td,0,,,,,
player,201012050nyg,was,CoolCh00,pass_int,0,,,,,
player,201012050nyg,was,CoolCh00,pass_sacked,,,,,,
player,201012050nyg,was,CoolCh00,pass_sacked_yds,,,,,,
player,201012050nyg,was,CoolCh00,pass_long,0,,,,,
player,201012050nyg,was,CoolCh00,pass_rating,,,,,,
player,201012050nyg,was,CoolCh00,rush_att,0,,,,,
player,201012050nyg,was,CoolCh00,rush_yds,0,,,,,
player,201012050nyg,was,CoolCh00,rush_td,0,,,,,
player,201012050nyg,was,CoolCh00,rush_long,0,,,,,
player,201012050nyg,was,CoolCh00,targets,12,,,,,
player,201012050nyg,was,CoolCh00,rec,6,,,,,
player,201012050nyg,was,CoolCh00,rec_yds,61,,,,,
player,201012050nyg,was,CoolCh00,rec_td,0,,,,,
player,201012050nyg,was,CoolCh00,rec_long,21,,,,,
player,201012050nyg,was,CoolCh00,fumbles,1,,,,,
player,201012050nyg,was,CoolCh00,fumbles_lost,1,,,,,
player,201012050nyg,was,WillRo05,pass_cmp,0,,,,,
player,201012050nyg,was,WillRo05,pass_att,0,,,,,
player,201012050nyg,was,WillRo05,pass_yds,0,,,,,
player,201012050nyg,was,WillRo05,pass_td,0,,,,,
player,201012050nyg,was,WillRo05,pass_int,0,,,,,
player,201012050nyg,was,WillRo05,pass_sacked,,,,,,
player,201012050nyg,was,WillRo05,pass_sacked_yds,,,,,,
player,201012050nyg,was,WillRo05,pass_long,0,,,,,
player,201012050nyg,was,WillRo05,pass_rating,,,,,,
player,201012050nyg,was,WillRo05,rush_att,0,,,,,
player,201012050nyg,was,WillRo05,rush_yds,0,,,,,
player,201012050nyg,was,WillRo05,rush_td,0,,,,,
player,201012050nyg,was,WillRo05,rush_long,0,,,,,
player,201012050nyg,was,WillRo05,targets,4,,,,,
player,201012050nyg,was,WillRo05,rec,3,,,,,
player,201012050nyg,was,WillRo05,rec_yds,27,,,,,
player,201012050nyg,was,WillRo05,rec_td,0,,,,,
player,201012050nyg,was,WillRo05,rec_long,10,,,,,
player,201012050nyg,was,WillRo05,fumbles,0,,,,,
player,201012050nyg,was,WillRo05,fumbles_lost,,,,,,
player,201012050nyg,was,MossSa00,pass_cmp,0,,,,,
player,201012050nyg,was,MossSa00,pass_att,0,,,,,
player,201012050nyg,was,MossSa00,pass_yds,0,,,,,
player,201012050nyg,was,MossSa00,pass_td,0,,,,,
player,201012050nyg,was,MossSa00,pass_int,0,,,,,
player,201012050nyg,was,MossSa00,pass_sacked,,,,,,
player,201012050nyg,was,MossSa00,pass_sacked_yds,,,,,,
player,201012050nyg,was,MossSa00,pass_long,0,,,,,
player,201012050nyg,was,MossSa00,pass_rating,,,,,,
player,201012050nyg,was,MossSa00,rush_att,0,,,,,
player,201012050nyg,was,MossSa00,rush_yds,0,,,,,
player,201012050nyg,was,MossSa00,rush_td,0,,,,,
player,201012050nyg,was,MossSa00,rush_long,0,,,,,
player,201012050nyg,was,MossSa00,targets,7,,,,,
player,201012050nyg,was,MossSa00,rec,2,,,,,
player,201012050nyg,was,MossSa00,rec_yds,24,,,,,
player,201012050nyg,was,MossSa00,rec_td,0,,,,,
player,201012050nyg,was,MossSa00,rec_long,16,,,,,
player,201012050nyg,was,MossSa00,fumbles,0,,,,,
player,201012050nyg,was,MossSa00,fumbles_lost,,,,,,
player,201012050nyg,was,DaviFr01,pass_cmp,0,,,,,
player,201012050nyg,was,DaviFr01,pass_att,0,,,,,
player,201012050nyg,was,DaviFr01,pass_yds,0,,,,,
player,201012050nyg,was,DaviFr01,pass_td,0,,,,,
player,201012050nyg,was,DaviFr01,pass_int,0,,,,,
player,201012050nyg,was,DaviFr01,pass_sacked,,,,,,
player,201012050nyg,was,DaviFr01,pass_sacked_yds,,,,,,
player,201012050nyg,was,DaviFr01,pass_long,0,,,,,
player,201012050nyg,was,DaviFr01,pass_rating,,,,,,
player,201012050nyg,was,DaviFr01,rush_att,0,,,,,
player,201012050nyg,was,DaviFr01,rush_yds,0,,,,,
player,201012050nyg,was,DaviFr01,rush_td,0,,,,,
player,201012050nyg,was,DaviFr01,rush_long,0,,,,,
player,201012050nyg,was,DaviFr01,targets,1,,,,,
player,201012050nyg,was,DaviFr01,rec,1,,,,,
player,201012050nyg,was,DaviFr01,rec_yds,18,,,,,
player,201012050nyg,was,DaviFr01,rec_td,0,,,,,
player,201012050nyg,was,DaviFr01,rec_long,18,,,,,
player,201012050nyg,was,DaviFr01,fumbles,0,,,,,
player,201012050nyg,was,DaviFr01,fumbles_lost,,,,,,
player,201012050nyg,was,SellMi00,pass_cmp,0,,,,,
player,201012050nyg,was,SellMi00,pass_att,0,,,,,
player,201012050nyg,was,SellMi00,pass_yds,0,,,,,
player,201012050nyg,was,SellMi00,pass_td,0,,,,,
player,201012050nyg,was,SellMi00,pass_int,0,,,,,
player,201012050nyg,was,SellMi00,pass_sacked,,,,,,
player,201012050nyg,was,SellMi00,pass_sacked_yds,,,,,,
player,201012050nyg,was,SellMi00,pass_long,0,,,,,
player,201012050nyg,was,SellMi00,pass_rating,,,,,,
player,201012050nyg,was,SellMi00,rush_att,0,,,,,
player,201012050nyg,was,SellMi00,rush_yds,0,,,,,
player,201012050nyg,was,SellMi00,rush_td,0,,,,,
player,201012050nyg,was,SellMi00,rush_long,0,,,,,
player,201012050nyg,was,SellMi00,targets,3,,,,,
player,201012050nyg,was,SellMi00,rec,2,,,,,
player,201012050nyg,was,SellMi00,rec_yds,17,,,,,
player,201012050nyg,was,SellMi00,rec_td,0,,,,,
player,201012050nyg,was,SellMi00,rec_long,10,,,,,
player,201012050nyg,was,SellMi00,fumbles,0,,,,,
player,201012050nyg,was,SellMi00,fumbles_lost,,,,,,
player,201012050nyg,was,PaulLo00,pass_cmp,0,,,,,
player,201012050nyg,was,PaulLo00,pass_att,0,,,,,
player,201012050nyg,was,PaulLo00,pass_yds,0,,,,,
player,201012050nyg,was,PaulLo00,pass_td,0,,,,,
player,201012050nyg,was,PaulLo00,pass_int,0,,,,,
player,201012050nyg,was,PaulLo00,pass_sacked,,,,,,
player,201012050nyg,was,PaulLo00,pass_sacked_yds,,,,,,
player,201012050nyg,was,PaulLo00,pass_long,0,,,,,
player,201012050nyg,was,PaulLo00,pass_rating,,,,,,
player,201012050nyg,was,PaulLo00,rush_att,0,,,,,
player,201012050nyg,was,PaulLo00,rush_yds,0,,,,,
player,201012050nyg,was,PaulLo00,rush_td,0,,,,,
player,201012050nyg,was,PaulLo00,rush_long,0,,,,,
player,201012050nyg,was,PaulLo00,targets,1,,,,,
player,201012050nyg,was,PaulLo00,rec,1,,,,,
