game,2010,3,20100926,201009260sea,sdg,"San Diego Chargers",20,sea,"Seattle Seahawks",27
player,201009260sea,sdg,ApplAn99,def_int_yds,0,,,,,
player,201009260sea,sdg,ApplAn99,def_int_td,0,,,,,
player,201009260sea,sdg,ApplAn99,def_int_long,0,,,,,
player,201009260sea,sdg,ApplAn99,pass_defended,0,,,,,
player,201009260sea,sdg,ApplAn99,sacks,1.0,,,,,
player,201009260sea,sdg,ApplAn99,tackles_combined,1,,,,,
player,201009260sea,sdg,ApplAn99,tackles_solo,1,,,,,
player,201009260sea,sdg,ApplAn99,tackles_assists,0,,,,,
player,201009260sea,sdg,ApplAn99,tackles_loss,1,,,,,
player,201009260sea,sdg,ApplAn99,qb_hits,1,,,,,
player,201009260sea,sdg,ApplAn99,fumbles_rec,0,,,,,
player,201009260sea,sdg,ApplAn99,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,ApplAn99,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,ApplAn99,fumbles_forced,0,,,,,
player,201009260sea,sdg,WeddEr99,def_int,0,,,,,
player,201009260sea,sdg,WeddEr99,def_int_yds,0,,,,,
player,201009260sea,sdg,WeddEr99,def_int_td,0,,,,,
player,201009260sea,sdg,WeddEr99,def_int_long,0,,,,,
player,201009260sea,sdg,WeddEr99,pass_defended,0,,,,,
player,201009260sea,sdg,WeddEr99,sacks,0.0,,,,,
player,201009260sea,sdg,WeddEr99,tackles_combined,6,,,,,
player,201009260sea,sdg,WeddEr99,tackles_solo,6,,,,,
player,201009260sea,sdg,WeddEr99,tackles_assists,0,,,,,
player,201009260sea,sdg,WeddEr99,tackles_loss,1,,,,,
player,201009260sea,sdg,WeddEr99,qb_hits,0,,,,,
player,201009260sea,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201009260sea,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201009260sea,sdg,BurnKe20,def_int,0,,,,,
player,201009260sea,sdg,BurnKe20,def_int_yds,0,,,,,
player,201009260sea,sdg,BurnKe20,def_int_td,0,,,,,
player,201009260sea,sdg,BurnKe20,def_int_long,0,,,,,
player,201009260sea,sdg,BurnKe20,pass_defended,0,,,,,
player,201009260sea,sdg,BurnKe20,sacks,0.0,,,,,
player,201009260sea,sdg,BurnKe20,tackles_combined,5,,,,,
player,201009260sea,sdg,BurnKe20,tackles_solo,5,,,,,
player,201009260sea,sdg,BurnKe20,tackles_assists,0,,,,,
player,201009260sea,sdg,BurnKe20,tackles_loss,0,,,,,
player,201009260sea,sdg,BurnKe20,qb_hits,0,,,,,
player,201009260sea,sdg,BurnKe20,fumbles_rec,0,,,,,
player,201009260sea,sdg,BurnKe20,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,BurnKe20,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,BurnKe20,fumbles_forced,0,,,,,
player,201009260sea,sdg,CasoAn99,def_int,0,,,,,
player,201009260sea,sdg,CasoAn99,def_int_yds,0,,,,,
player,201009260sea,sdg,CasoAn99,def_int_td,0,,,,,
player,201009260sea,sdg,CasoAn99,def_int_long,0,,,,,
player,201009260sea,sdg,CasoAn99,pass_defended,0,,,,,
player,201009260sea,sdg,CasoAn99,sacks,0.0,,,,,
player,201009260sea,sdg,CasoAn99,tackles_combined,5,,,,,
player,201009260sea,sdg,CasoAn99,tackles_solo,5,,,,,
player,201009260sea,sdg,CasoAn99,tackles_assists,0,,,,,
player,201009260sea,sdg,CasoAn99,tackles_loss,0,,,,,
player,201009260sea,sdg,CasoAn99,qb_hits,0,,,,,
player,201009260sea,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201009260sea,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201009260sea,sdg,GregSt20,def_int,0,,,,,
player,201009260sea,sdg,GregSt20,def_int_yds,0,,,,,
player,201009260sea,sdg,GregSt20,def_int_td,0,,,,,
player,201009260sea,sdg,GregSt20,def_int_long,0,,,,,
player,201009260sea,sdg,GregSt20,pass_defended,0,,,,,
player,201009260sea,sdg,GregSt20,sacks,0.0,,,,,
player,201009260sea,sdg,GregSt20,tackles_combined,4,,,,,
player,201009260sea,sdg,GregSt20,tackles_solo,4,,,,,
player,201009260sea,sdg,GregSt20,tackles_assists,0,,,,,
player,201009260sea,sdg,GregSt20,tackles_loss,0,,,,,
player,201009260sea,sdg,GregSt20,qb_hits,0,,,,,
player,201009260sea,sdg,GregSt20,fumbles_rec,0,,,,,
player,201009260sea,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,GregSt20,fumbles_forced,0,,,,,
player,201009260sea,sdg,GaraAn20,def_int,0,,,,,
player,201009260sea,sdg,GaraAn20,def_int_yds,0,,,,,
player,201009260sea,sdg,GaraAn20,def_int_td,0,,,,,
player,201009260sea,sdg,GaraAn20,def_int_long,0,,,,,
player,201009260sea,sdg,GaraAn20,pass_defended,0,,,,,
player,201009260sea,sdg,GaraAn20,sacks,0.0,,,,,
player,201009260sea,sdg,GaraAn20,tackles_combined,3,,,,,
player,201009260sea,sdg,GaraAn20,tackles_solo,3,,,,,
player,201009260sea,sdg,GaraAn20,tackles_assists,0,,,,,
player,201009260sea,sdg,GaraAn20,tackles_loss,0,,,,,
player,201009260sea,sdg,GaraAn20,qb_hits,0,,,,,
player,201009260sea,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201009260sea,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201009260sea,sdg,StriDo20,def_int,0,,,,,
player,201009260sea,sdg,StriDo20,def_int_yds,0,,,,,
player,201009260sea,sdg,StriDo20,def_int_td,0,,,,,
player,201009260sea,sdg,StriDo20,def_int_long,0,,,,,
player,201009260sea,sdg,StriDo20,pass_defended,1,,,,,
player,201009260sea,sdg,StriDo20,sacks,0.0,,,,,
player,201009260sea,sdg,StriDo20,tackles_combined,3,,,,,
player,201009260sea,sdg,StriDo20,tackles_solo,3,,,,,
player,201009260sea,sdg,StriDo20,tackles_assists,0,,,,,
player,201009260sea,sdg,StriDo20,tackles_loss,0,,,,,
player,201009260sea,sdg,StriDo20,qb_hits,0,,,,,
player,201009260sea,sdg,StriDo20,fumbles_rec,0,,,,,
player,201009260sea,sdg,StriDo20,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,StriDo20,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,StriDo20,fumbles_forced,0,,,,,
player,201009260sea,sdg,CastLu20,def_int,0,,,,,
player,201009260sea,sdg,CastLu20,def_int_yds,0,,,,,
player,201009260sea,sdg,CastLu20,def_int_td,0,,,,,
player,201009260sea,sdg,CastLu20,def_int_long,0,,,,,
player,201009260sea,sdg,CastLu20,pass_defended,0,,,,,
player,201009260sea,sdg,CastLu20,sacks,0.0,,,,,
player,201009260sea,sdg,CastLu20,tackles_combined,2,,,,,
player,201009260sea,sdg,CastLu20,tackles_solo,1,,,,,
player,201009260sea,sdg,CastLu20,tackles_assists,1,,,,,
player,201009260sea,sdg,CastLu20,tackles_loss,0,,,,,
player,201009260sea,sdg,CastLu20,qb_hits,0,,,,,
player,201009260sea,sdg,CastLu20,fumbles_rec,0,,,,,
player,201009260sea,sdg,CastLu20,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,CastLu20,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,CastLu20,fumbles_forced,0,,,,,
player,201009260sea,sdg,OlivPa20,def_int,0,,,,,
player,201009260sea,sdg,OlivPa20,def_int_yds,0,,,,,
player,201009260sea,sdg,OlivPa20,def_int_td,0,,,,,
player,201009260sea,sdg,OlivPa20,def_int_long,0,,,,,
player,201009260sea,sdg,OlivPa20,pass_defended,0,,,,,
player,201009260sea,sdg,OlivPa20,sacks,0.0,,,,,
player,201009260sea,sdg,OlivPa20,tackles_combined,2,,,,,
player,201009260sea,sdg,OlivPa20,tackles_solo,2,,,,,
player,201009260sea,sdg,OlivPa20,tackles_assists,0,,,,,
player,201009260sea,sdg,OlivPa20,tackles_loss,0,,,,,
player,201009260sea,sdg,OlivPa20,qb_hits,0,,,,,
player,201009260sea,sdg,OlivPa20,fumbles_rec,0,,,,,
player,201009260sea,sdg,OlivPa20,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,OlivPa20,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,OlivPa20,fumbles_forced,1,,,,,
player,201009260sea,sdg,SpilCJ99,def_int,0,,,,,
player,201009260sea,sdg,SpilCJ99,def_int_yds,0,,,,,
player,201009260sea,sdg,SpilCJ99,def_int_td,0,,,,,
player,201009260sea,sdg,SpilCJ99,def_int_long,0,,,,,
player,201009260sea,sdg,SpilCJ99,pass_defended,0,,,,,
player,201009260sea,sdg,SpilCJ99,sacks,0.0,,,,,
player,201009260sea,sdg,SpilCJ99,tackles_combined,2,,,,,
player,201009260sea,sdg,SpilCJ99,tackles_solo,2,,,,,
player,201009260sea,sdg,SpilCJ99,tackles_assists,0,,,,,
player,201009260sea,sdg,SpilCJ99,tackles_loss,0,,,,,
player,201009260sea,sdg,SpilCJ99,qb_hits,0,,,,,
player,201009260sea,sdg,SpilCJ99,fumbles_rec,0,,,,,
player,201009260sea,sdg,SpilCJ99,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,SpilCJ99,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,SpilCJ99,fumbles_forced,0,,,,,
player,201009260sea,sdg,BennFr99,def_int,0,,,,,
player,201009260sea,sdg,BennFr99,def_int_yds,0,,,,,
player,201009260sea,sdg,BennFr99,def_int_td,0,,,,,
player,201009260sea,sdg,BennFr99,def_int_long,0,,,,,
player,201009260sea,sdg,BennFr99,pass_defended,0,,,,,
player,201009260sea,sdg,BennFr99,sacks,0.0,,,,,
player,201009260sea,sdg,BennFr99,tackles_combined,1,,,,,
player,201009260sea,sdg,BennFr99,tackles_solo,1,,,,,
player,201009260sea,sdg,BennFr99,tackles_assists,0,,,,,
player,201009260sea,sdg,BennFr99,tackles_loss,0,,,,,
player,201009260sea,sdg,BennFr99,qb_hits,0,,,,,
player,201009260sea,sdg,BennFr99,fumbles_rec,0,,,,,
player,201009260sea,sdg,BennFr99,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,BennFr99,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,BennFr99,fumbles_forced,0,,,,,
player,201009260sea,sdg,HoltJa00,def_int,0,,,,,
player,201009260sea,sdg,HoltJa00,def_int_yds,0,,,,,
player,201009260sea,sdg,HoltJa00,def_int_td,0,,,,,
player,201009260sea,sdg,HoltJa00,def_int_long,0,,,,,
player,201009260sea,sdg,HoltJa00,pass_defended,0,,,,,
player,201009260sea,sdg,HoltJa00,sacks,0.0,,,,,
player,201009260sea,sdg,HoltJa00,tackles_combined,1,,,,,
player,201009260sea,sdg,HoltJa00,tackles_solo,1,,,,,
player,201009260sea,sdg,HoltJa00,tackles_assists,0,,,,,
player,201009260sea,sdg,HoltJa00,tackles_loss,0,,,,,
player,201009260sea,sdg,HoltJa00,qb_hits,0,,,,,
player,201009260sea,sdg,HoltJa00,fumbles_rec,0,,,,,
player,201009260sea,sdg,HoltJa00,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,HoltJa00,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,HoltJa00,fumbles_forced,0,,,,,
player,201009260sea,sdg,MerrSh99,def_int,0,,,,,
player,201009260sea,sdg,MerrSh99,def_int_yds,0,,,,,
player,201009260sea,sdg,MerrSh99,def_int_td,0,,,,,
player,201009260sea,sdg,MerrSh99,def_int_long,0,,,,,
player,201009260sea,sdg,MerrSh99,pass_defended,0,,,,,
player,201009260sea,sdg,MerrSh99,sacks,0.0,,,,,
player,201009260sea,sdg,MerrSh99,tackles_combined,1,,,,,
player,201009260sea,sdg,MerrSh99,tackles_solo,1,,,,,
player,201009260sea,sdg,MerrSh99,tackles_assists,0,,,,,
player,201009260sea,sdg,MerrSh99,tackles_loss,0,,,,,
player,201009260sea,sdg,MerrSh99,qb_hits,0,,,,,
player,201009260sea,sdg,MerrSh99,fumbles_rec,0,,,,,
player,201009260sea,sdg,MerrSh99,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,MerrSh99,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,MerrSh99,fumbles_forced,0,,,,,
player,201009260sea,sdg,TolbMi00,def_int,0,,,,,
player,201009260sea,sdg,TolbMi00,def_int_yds,0,,,,,
player,201009260sea,sdg,TolbMi00,def_int_td,0,,,,,
player,201009260sea,sdg,TolbMi00,def_int_long,0,,,,,
player,201009260sea,sdg,TolbMi00,pass_defended,0,,,,,
player,201009260sea,sdg,TolbMi00,sacks,0.0,,,,,
player,201009260sea,sdg,TolbMi00,tackles_combined,1,,,,,
player,201009260sea,sdg,TolbMi00,tackles_solo,1,,,,,
player,201009260sea,sdg,TolbMi00,tackles_assists,0,,,,,
player,201009260sea,sdg,TolbMi00,tackles_loss,0,,,,,
player,201009260sea,sdg,TolbMi00,qb_hits,0,,,,,
player,201009260sea,sdg,TolbMi00,fumbles_rec,0,,,,,
player,201009260sea,sdg,TolbMi00,fumbles_rec_yds,0,,,,,
player,201009260sea,sdg,TolbMi00,fumbles_rec_td,0,,,,,
player,201009260sea,sdg,TolbMi00,fumbles_forced,0,,,,,
player,201009260sea,sea,ThomEa99,def_int,2,,,,,
player,201009260sea,sea,ThomEa99,def_int_yds,55,,,,,
player,201009260sea,sea,ThomEa99,def_int_td,0,,,,,
player,201009260sea,sea,ThomEa99,def_int_long,34,,,,,
player,201009260sea,sea,ThomEa99,pass_defended,2,,,,,
player,201009260sea,sea,ThomEa99,sacks,0.0,,,,,
player,201009260sea,sea,ThomEa99,tackles_combined,6,,,,,
player,201009260sea,sea,ThomEa99,tackles_solo,4,,,,,
player,201009260sea,sea,ThomEa99,tackles_assists,2,,,,,
player,201009260sea,sea,ThomEa99,tackles_loss,0,,,,,
player,201009260sea,sea,ThomEa99,qb_hits,1,,,,,
player,201009260sea,sea,ThomEa99,fumbles_rec,0,,,,,
player,201009260sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201009260sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201009260sea,sea,ClemCh23,def_int,0,,,,,
player,201009260sea,sea,ClemCh23,def_int_yds,0,,,,,
player,201009260sea,sea,ClemCh23,def_int_td,0,,,,,
player,201009260sea,sea,ClemCh23,def_int_long,0,,,,,
player,201009260sea,sea,ClemCh23,pass_defended,0,,,,,
player,201009260sea,sea,ClemCh23,sacks,2.0,,,,,
player,201009260sea,sea,ClemCh23,tackles_combined,5,,,,,
player,201009260sea,sea,ClemCh23,tackles_solo,3,,,,,
player,201009260sea,sea,ClemCh23,tackles_assists,2,,,,,
player,201009260sea,sea,ClemCh23,tackles_loss,3,,,,,
player,201009260sea,sea,ClemCh23,qb_hits,4,,,,,
player,201009260sea,sea,ClemCh23,fumbles_rec,0,,,,,
player,201009260sea,sea,ClemCh23,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,ClemCh23,fumbles_rec_td,0,,,,,
player,201009260sea,sea,ClemCh23,fumbles_forced,0,,,,,
player,201009260sea,sea,BrocRa20,def_int,0,,,,,
player,201009260sea,sea,BrocRa20,def_int_yds,0,,,,,
player,201009260sea,sea,BrocRa20,def_int_td,0,,,,,
player,201009260sea,sea,BrocRa20,def_int_long,0,,,,,
player,201009260sea,sea,BrocRa20,pass_defended,0,,,,,
player,201009260sea,sea,BrocRa20,sacks,1.0,,,,,
player,201009260sea,sea,BrocRa20,tackles_combined,1,,,,,
player,201009260sea,sea,BrocRa20,tackles_solo,1,,,,,
player,201009260sea,sea,BrocRa20,tackles_assists,0,,,,,
player,201009260sea,sea,BrocRa20,tackles_loss,1,,,,,
player,201009260sea,sea,BrocRa20,qb_hits,1,,,,,
player,201009260sea,sea,BrocRa20,fumbles_rec,0,,,,,
player,201009260sea,sea,BrocRa20,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,BrocRa20,fumbles_rec_td,0,,,,,
player,201009260sea,sea,BrocRa20,fumbles_forced,0,,,,,
player,201009260sea,sea,MebaBr99,def_int,0,,,,,
player,201009260sea,sea,MebaBr99,def_int_yds,0,,,,,
player,201009260sea,sea,MebaBr99,def_int_td,0,,,,,
player,201009260sea,sea,MebaBr99,def_int_long,0,,,,,
player,201009260sea,sea,MebaBr99,pass_defended,0,,,,,
player,201009260sea,sea,MebaBr99,sacks,1.0,,,,,
player,201009260sea,sea,MebaBr99,tackles_combined,1,,,,,
player,201009260sea,sea,MebaBr99,tackles_solo,1,,,,,
player,201009260sea,sea,MebaBr99,tackles_assists,0,,,,,
player,201009260sea,sea,MebaBr99,tackles_loss,1,,,,,
player,201009260sea,sea,MebaBr99,qb_hits,1,,,,,
player,201009260sea,sea,MebaBr99,fumbles_rec,0,,,,,
player,201009260sea,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201009260sea,sea,MebaBr99,fumbles_forced,0,,,,,
player,201009260sea,sea,MillLa00,def_int,0,,,,,
player,201009260sea,sea,MillLa00,def_int_yds,0,,,,,
player,201009260sea,sea,MillLa00,def_int_td,0,,,,,
player,201009260sea,sea,MillLa00,def_int_long,0,,,,,
player,201009260sea,sea,MillLa00,pass_defended,0,,,,,
player,201009260sea,sea,MillLa00,sacks,0.0,,,,,
player,201009260sea,sea,MillLa00,tackles_combined,11,,,,,
player,201009260sea,sea,MillLa00,tackles_solo,6,,,,,
player,201009260sea,sea,MillLa00,tackles_assists,5,,,,,
player,201009260sea,sea,MillLa00,tackles_loss,0,,,,,
player,201009260sea,sea,MillLa00,qb_hits,0,,,,,
player,201009260sea,sea,MillLa00,fumbles_rec,0,,,,,
player,201009260sea,sea,MillLa00,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,MillLa00,fumbles_rec_td,0,,,,,
player,201009260sea,sea,MillLa00,fumbles_forced,0,,,,,
player,201009260sea,sea,HawtDa20,def_int,0,,,,,
player,201009260sea,sea,HawtDa20,def_int_yds,0,,,,,
player,201009260sea,sea,HawtDa20,def_int_td,0,,,,,
player,201009260sea,sea,HawtDa20,def_int_long,0,,,,,
player,201009260sea,sea,HawtDa20,pass_defended,0,,,,,
player,201009260sea,sea,HawtDa20,sacks,0.0,,,,,
player,201009260sea,sea,HawtDa20,tackles_combined,9,,,,,
player,201009260sea,sea,HawtDa20,tackles_solo,6,,,,,
player,201009260sea,sea,HawtDa20,tackles_assists,3,,,,,
player,201009260sea,sea,HawtDa20,tackles_loss,0,,,,,
player,201009260sea,sea,HawtDa20,qb_hits,1,,,,,
player,201009260sea,sea,HawtDa20,fumbles_rec,0,,,,,
player,201009260sea,sea,HawtDa20,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,HawtDa20,fumbles_rec_td,0,,,,,
player,201009260sea,sea,HawtDa20,fumbles_forced,1,,,,,
player,201009260sea,sea,TatuLo99,def_int,0,,,,,
player,201009260sea,sea,TatuLo99,def_int_yds,0,,,,,
player,201009260sea,sea,TatuLo99,def_int_td,0,,,,,
player,201009260sea,sea,TatuLo99,def_int_long,0,,,,,
player,201009260sea,sea,TatuLo99,pass_defended,0,,,,,
player,201009260sea,sea,TatuLo99,sacks,0.0,,,,,
player,201009260sea,sea,TatuLo99,tackles_combined,8,,,,,
player,201009260sea,sea,TatuLo99,tackles_solo,5,,,,,
player,201009260sea,sea,TatuLo99,tackles_assists,3,,,,,
player,201009260sea,sea,TatuLo99,tackles_loss,0,,,,,
player,201009260sea,sea,TatuLo99,qb_hits,1,,,,,
player,201009260sea,sea,TatuLo99,fumbles_rec,0,,,,,
player,201009260sea,sea,TatuLo99,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,TatuLo99,fumbles_rec_td,0,,,,,
player,201009260sea,sea,TatuLo99,fumbles_forced,1,,,,,
player,201009260sea,sea,ThurWa99,def_int,0,,,,,
player,201009260sea,sea,ThurWa99,def_int_yds,0,,,,,
player,201009260sea,sea,ThurWa99,def_int_td,0,,,,,
player,201009260sea,sea,ThurWa99,def_int_long,0,,,,,
player,201009260sea,sea,ThurWa99,pass_defended,1,,,,,
player,201009260sea,sea,ThurWa99,sacks,0.0,,,,,
player,201009260sea,sea,ThurWa99,tackles_combined,8,,,,,
player,201009260sea,sea,ThurWa99,tackles_solo,8,,,,,
player,201009260sea,sea,ThurWa99,tackles_assists,0,,,,,
player,201009260sea,sea,ThurWa99,tackles_loss,0,,,,,
player,201009260sea,sea,ThurWa99,qb_hits,0,,,,,
player,201009260sea,sea,ThurWa99,fumbles_rec,0,,,,,
player,201009260sea,sea,ThurWa99,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,ThurWa99,fumbles_rec_td,0,,,,,
player,201009260sea,sea,ThurWa99,fumbles_forced,0,,,,,
player,201009260sea,sea,BabiJo21,def_int,0,,,,,
player,201009260sea,sea,BabiJo21,def_int_yds,0,,,,,
player,201009260sea,sea,BabiJo21,def_int_td,0,,,,,
player,201009260sea,sea,BabiJo21,def_int_long,0,,,,,
player,201009260sea,sea,BabiJo21,pass_defended,0,,,,,
player,201009260sea,sea,BabiJo21,sacks,0.0,,,,,
player,201009260sea,sea,BabiJo21,tackles_combined,4,,,,,
player,201009260sea,sea,BabiJo21,tackles_solo,3,,,,,
player,201009260sea,sea,BabiJo21,tackles_assists,1,,,,,
player,201009260sea,sea,BabiJo21,tackles_loss,0,,,,,
player,201009260sea,sea,BabiJo21,qb_hits,0,,,,,
player,201009260sea,sea,BabiJo21,fumbles_rec,0,,,,,
player,201009260sea,sea,BabiJo21,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,BabiJo21,fumbles_rec_td,0,,,,,
player,201009260sea,sea,BabiJo21,fumbles_forced,0,,,,,
player,201009260sea,sea,BryaRe99,def_int,0,,,,,
player,201009260sea,sea,BryaRe99,def_int_yds,0,,,,,
player,201009260sea,sea,BryaRe99,def_int_td,0,,,,,
player,201009260sea,sea,BryaRe99,def_int_long,0,,,,,
player,201009260sea,sea,BryaRe99,pass_defended,0,,,,,
player,201009260sea,sea,BryaRe99,sacks,0.0,,,,,
player,201009260sea,sea,BryaRe99,tackles_combined,4,,,,,
player,201009260sea,sea,BryaRe99,tackles_solo,4,,,,,
player,201009260sea,sea,BryaRe99,tackles_assists,0,,,,,
player,201009260sea,sea,BryaRe99,tackles_loss,1,,,,,
player,201009260sea,sea,BryaRe99,qb_hits,0,,,,,
player,201009260sea,sea,BryaRe99,fumbles_rec,2,,,,,
player,201009260sea,sea,BryaRe99,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,BryaRe99,fumbles_rec_td,0,,,,,
player,201009260sea,sea,BryaRe99,fumbles_forced,0,,,,,
player,201009260sea,sea,HerrWi99,def_int,0,,,,,
player,201009260sea,sea,HerrWi99,def_int_yds,0,,,,,
player,201009260sea,sea,HerrWi99,def_int_td,0,,,,,
player,201009260sea,sea,HerrWi99,def_int_long,0,,,,,
player,201009260sea,sea,HerrWi99,pass_defended,0,,,,,
player,201009260sea,sea,HerrWi99,sacks,0.0,,,,,
player,201009260sea,sea,HerrWi99,tackles_combined,4,,,,,
player,201009260sea,sea,HerrWi99,tackles_solo,4,,,,,
player,201009260sea,sea,HerrWi99,tackles_assists,0,,,,,
player,201009260sea,sea,HerrWi99,tackles_loss,0,,,,,
player,201009260sea,sea,HerrWi99,qb_hits,0,,,,,
player,201009260sea,sea,HerrWi99,fumbles_rec,0,,,,,
player,201009260sea,sea,HerrWi99,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,HerrWi99,fumbles_rec_td,0,,,,,
player,201009260sea,sea,HerrWi99,fumbles_forced,0,,,,,
player,201009260sea,sea,JennKe20,def_int,0,,,,,
player,201009260sea,sea,JennKe20,def_int_yds,0,,,,,
player,201009260sea,sea,JennKe20,def_int_td,0,,,,,
player,201009260sea,sea,JennKe20,def_int_long,0,,,,,
player,201009260sea,sea,JennKe20,pass_defended,2,,,,,
player,201009260sea,sea,JennKe20,sacks,0.0,,,,,
player,201009260sea,sea,JennKe20,tackles_combined,3,,,,,
player,201009260sea,sea,JennKe20,tackles_solo,2,,,,,
player,201009260sea,sea,JennKe20,tackles_assists,1,,,,,
player,201009260sea,sea,JennKe20,tackles_loss,0,,,,,
player,201009260sea,sea,JennKe20,qb_hits,0,,,,,
player,201009260sea,sea,JennKe20,fumbles_rec,0,,,,,
player,201009260sea,sea,JennKe20,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,JennKe20,fumbles_rec_td,0,,,,,
player,201009260sea,sea,JennKe20,fumbles_forced,0,,,,,
player,201009260sea,sea,TrufMa20,def_int,0,,,,,
player,201009260sea,sea,TrufMa20,def_int_yds,0,,,,,
player,201009260sea,sea,TrufMa20,def_int_td,0,,,,,
player,201009260sea,sea,TrufMa20,def_int_long,0,,,,,
player,201009260sea,sea,TrufMa20,pass_defended,0,,,,,
player,201009260sea,sea,TrufMa20,sacks,0.0,,,,,
player,201009260sea,sea,TrufMa20,tackles_combined,3,,,,,
player,201009260sea,sea,TrufMa20,tackles_solo,3,,,,,
player,201009260sea,sea,TrufMa20,tackles_assists,0,,,,,
player,201009260sea,sea,TrufMa20,tackles_loss,0,,,,,
player,201009260sea,sea,TrufMa20,qb_hits,0,,,,,
player,201009260sea,sea,TrufMa20,fumbles_rec,0,,,,,
player,201009260sea,sea,TrufMa20,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,TrufMa20,fumbles_rec_td,0,,,,,
player,201009260sea,sea,TrufMa20,fumbles_forced,0,,,,,
player,201009260sea,sea,ChanKa99,def_int,0,,,,,
player,201009260sea,sea,ChanKa99,def_int_yds,0,,,,,
player,201009260sea,sea,ChanKa99,def_int_td,0,,,,,
player,201009260sea,sea,ChanKa99,def_int_long,0,,,,,
player,201009260sea,sea,ChanKa99,pass_defended,0,,,,,
player,201009260sea,sea,ChanKa99,sacks,0.0,,,,,
player,201009260sea,sea,ChanKa99,tackles_combined,2,,,,,
player,201009260sea,sea,ChanKa99,tackles_solo,2,,,,,
player,201009260sea,sea,ChanKa99,tackles_assists,0,,,,,
player,201009260sea,sea,ChanKa99,tackles_loss,0,,,,,
player,201009260sea,sea,ChanKa99,qb_hits,0,,,,,
player,201009260sea,sea,ChanKa99,fumbles_rec,0,,,,,
player,201009260sea,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201009260sea,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201009260sea,sea,ChanKa99,fumbles_forced,1,,,,,
player,201009260sea,sea,ColeCo20,def_int,0,,,,,
player,201009260sea,sea,ColeCo20,def_int_yds,0,,,,,
player,201009260sea,sea,ColeCo20,def_int_td,0,,,,,
player,201009260sea,sea,ColeCo20,def_int_long,0,,,,,
player,201009260sea,sea,ColeCo20,pass_defended,1,,,,,
player,201009260sea,sea,ColeCo20,sacks,0.0,,,,,
player,201009260sea,sea,ColeCo20,tackles_combined,2,,,,,
player,201009260sea,sea,ColeCo20,tackles_solo,1,,,,,
player,201009260sea,sea,ColeCo20,tackles_assists,1,,,,,
player,201009260sea,sea,ColeCo20,tackles_loss,0,,,,,
player,201009260sea,sea,ColeCo20,qb_hits,0,,,,,
player,201009260sea,sea,ColeCo20,fumbles_rec,0,,,,,
