game,2010,15,20101219,201012190rai,den,"Denver Broncos",23,rai,"Oakland Raiders",39
team,201012190rai,den,First Downs,9,,,,,,
team,201012190rai,rai,First Downs,20,,,,,,
team,201012190rai,den,Rush-Yds-TDs,33-106-1,,,,,,
team,201012190rai,rai,Rush-Yds-TDs,41-264-3,,,,,,
team,201012190rai,den,Cmp-Att-Yd-TD-INT,8-16-138-1-0,,,,,,
team,201012190rai,rai,Cmp-Att-Yd-TD-INT,15-26-238-1-2,,,,,,
team,201012190rai,den,Sacked-Yards,2-9,,,,,,
team,201012190rai,rai,Sacked-Yards,0-0,,,,,,
team,201012190rai,den,Net Pass Yards,129,,,,,,
team,201012190rai,rai,Net Pass Yards,238,,,,,,
team,201012190rai,den,Total Yards,235,,,,,,
team,201012190rai,rai,Total Yards,502,,,,,,
team,201012190rai,den,Fumbles-Lost,2-1,,,,,,
team,201012190rai,rai,Fumbles-Lost,1-1,,,,,,
team,201012190rai,den,Turnovers,1,,,,,,
team,201012190rai,rai,Turnovers,3,,,,,,
team,201012190rai,den,Penalties-Yards,10-93,,,,,,
team,201012190rai,rai,Penalties-Yards,9-84,,,,,,
team,201012190rai,den,Third Down Conv.,2-12,,,,,,
team,201012190rai,rai,Third Down Conv.,2-11,,,,,,
team,201012190rai,den,Fourth Down Conv.,0-0,,,,,,
team,201012190rai,rai,Fourth Down Conv.,1-1,,,,,,
team,201012190rai,den,Time of Possession,26:03,,,,,,
team,201012190rai,rai,Time of Possession,33:57,,,,,,
player,201012190rai,den,TeboTi00,pass_cmp,8,,,,,
player,201012190rai,den,TeboTi00,pass_att,16,,,,,
player,201012190rai,den,TeboTi00,pass_yds,138,,,,,
player,201012190rai,den,TeboTi00,pass_td,1,,,,,
player,201012190rai,den,TeboTi00,pass_int,0,,,,,
player,201012190rai,den,TeboTi00,pass_sacked,2,,,,,
player,201012190rai,den,TeboTi00,pass_sacked_yds,9,,,,,
player,201012190rai,den,TeboTi00,pass_long,33,,,,,
player,201012190rai,den,TeboTi00,pass_rating,100.5,,,,,
player,201012190rai,den,TeboTi00,rush_att,8,,,,,
player,201012190rai,den,TeboTi00,rush_yds,78,,,,,
player,201012190rai,den,TeboTi00,rush_td,1,,,,,
player,201012190rai,den,TeboTi00,rush_long,40,,,,,
player,201012190rai,den,TeboTi00,targets,0,,,,,
player,201012190rai,den,TeboTi00,rec,0,,,,,
player,201012190rai,den,TeboTi00,rec_yds,0,,,,,
player,201012190rai,den,TeboTi00,rec_td,0,,,,,
player,201012190rai,den,TeboTi00,rec_long,0,,,,,
player,201012190rai,den,TeboTi00,fumbles,0,,,,,
player,201012190rai,den,TeboTi00,fumbles_lost,,,,,,
player,201012190rai,den,BallLa00,pass_cmp,0,,,,,
player,201012190rai,den,BallLa00,pass_att,0,,,,,
player,201012190rai,den,BallLa00,pass_yds,0,,,,,
player,201012190rai,den,BallLa00,pass_td,0,,,,,
player,201012190rai,den,BallLa00,pass_int,0,,,,,
player,201012190rai,den,BallLa00,pass_sacked,,,,,,
player,201012190rai,den,BallLa00,pass_sacked_yds,,,,,,
player,201012190rai,den,BallLa00,pass_long,0,,,,,
player,201012190rai,den,BallLa00,pass_rating,,,,,,
player,201012190rai,den,BallLa00,rush_att,15,,,,,
player,201012190rai,den,BallLa00,rush_yds,20,,,,,
player,201012190rai,den,BallLa00,rush_td,0,,,,,
player,201012190rai,den,BallLa00,rush_long,8,,,,,
player,201012190rai,den,BallLa00,targets,1,,,,,
player,201012190rai,den,BallLa00,rec,0,,,,,
player,201012190rai,den,BallLa00,rec_yds,0,,,,,
player,201012190rai,den,BallLa00,rec_td,0,,,,,
player,201012190rai,den,BallLa00,rec_long,0,,,,,
player,201012190rai,den,BallLa00,fumbles,0,,,,,
player,201012190rai,den,BallLa00,fumbles_lost,,,,,,
player,201012190rai,den,MoreKn00,pass_cmp,0,,,,,
player,201012190rai,den,MoreKn00,pass_att,0,,,,,
player,201012190rai,den,MoreKn00,pass_yds,0,,,,,
player,201012190rai,den,MoreKn00,pass_td,0,,,,,
player,201012190rai,den,MoreKn00,pass_int,0,,,,,
player,201012190rai,den,MoreKn00,pass_sacked,,,,,,
player,201012190rai,den,MoreKn00,pass_sacked_yds,,,,,,
player,201012190rai,den,MoreKn00,pass_long,0,,,,,
player,201012190rai,den,MoreKn00,pass_rating,,,,,,
player,201012190rai,den,MoreKn00,rush_att,4,,,,,
player,201012190rai,den,MoreKn00,rush_yds,5,,,,,
player,201012190rai,den,MoreKn00,rush_td,0,,,,,
player,201012190rai,den,MoreKn00,rush_long,6,,,,,
player,201012190rai,den,MoreKn00,targets,1,,,,,
player,201012190rai,den,MoreKn00,rec,1,,,,,
