game,2010,13,20101205,201012050rav,pit,"Pittsburgh Steelers",13,rav,"Baltimore Ravens",10
team,201012050rav,pit,First Downs,17,,,,,,
team,201012050rav,rav,First Downs,14,,,,,,
team,201012050rav,pit,Rush-Yds-TDs,24-54-0,,,,,,
team,201012050rav,rav,Rush-Yds-TDs,20-43-0,,,,,,
team,201012050rav,pit,Cmp-Att-Yd-TD-INT,22-38-253-1-1,,,,,,
team,201012050rav,rav,Cmp-Att-Yd-TD-INT,17-33-266-1-0,,,,,,
team,201012050rav,pit,Sacked-Yards,3-19,,,,,,
team,201012050rav,rav,Sacked-Yards,4-40,,,,,,
team,201012050rav,pit,Net Pass Yards,234,,,,,,
team,201012050rav,rav,Net Pass Yards,226,,,,,,
team,201012050rav,pit,Total Yards,288,,,,,,
team,201012050rav,rav,Total Yards,269,,,,,,
team,201012050rav,pit,Fumbles-Lost,1-0,,,,,,
team,201012050rav,rav,Fumbles-Lost,2-1,,,,,,
team,201012050rav,pit,Turnovers,1,,,,,,
team,201012050rav,rav,Turnovers,1,,,,,,
team,201012050rav,pit,Penalties-Yards,9-61,,,,,,
team,201012050rav,rav,Penalties-Yards,9-53,,,,,,
team,201012050rav,pit,Third Down Conv.,4-14,,,,,,
team,201012050rav,rav,Third Down Conv.,4-13,,,,,,
team,201012050rav,pit,Fourth Down Conv.,1-1,,,,,,
team,201012050rav,rav,Fourth Down Conv.,1-2,,,,,,
team,201012050rav,pit,Time of Possession,34:08,,,,,,
team,201012050rav,rav,Time of Possession,25:52,,,,,,
player,201012050rav,pit,RoetBe00,pass_cmp,22,,,,,
player,201012050rav,pit,RoetBe00,pass_att,38,,,,,
player,201012050rav,pit,RoetBe00,pass_yds,253,,,,,
player,201012050rav,pit,RoetBe00,pass_td,1,,,,,
player,201012050rav,pit,RoetBe00,pass_int,1,,,,,
player,201012050rav,pit,RoetBe00,pass_sacked,3,,,,,
player,201012050rav,pit,RoetBe00,pass_sacked_yds,19,,,,,
player,201012050rav,pit,RoetBe00,pass_long,28,,,,,
