game,2010,11,20101118,201011180mia,chi,"Chicago Bears",16,mia,"Miami Dolphins",0
player,201011180mia,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201011180mia,chi,BrigLa99,fumbles_forced,0,,,,,
player,201011180mia,chi,HarrCh20,def_int,0,,,,,
player,201011180mia,chi,HarrCh20,def_int_yds,0,,,,,
player,201011180mia,chi,HarrCh20,def_int_td,0,,,,,
player,201011180mia,chi,HarrCh20,def_int_long,0,,,,,
player,201011180mia,chi,HarrCh20,pass_defended,0,,,,,
player,201011180mia,chi,HarrCh20,sacks,0.0,,,,,
player,201011180mia,chi,HarrCh20,tackles_combined,3,,,,,
player,201011180mia,chi,HarrCh20,tackles_solo,2,,,,,
player,201011180mia,chi,HarrCh20,tackles_assists,1,,,,,
player,201011180mia,chi,HarrCh20,tackles_loss,0,,,,,
player,201011180mia,chi,HarrCh20,qb_hits,0,,,,,
player,201011180mia,chi,HarrCh20,fumbles_rec,0,,,,,
player,201011180mia,chi,HarrCh20,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,HarrCh20,fumbles_rec_td,0,,,,,
player,201011180mia,chi,HarrCh20,fumbles_forced,0,,,,,
player,201011180mia,chi,WolfGa00,def_int,0,,,,,
player,201011180mia,chi,WolfGa00,def_int_yds,0,,,,,
player,201011180mia,chi,WolfGa00,def_int_td,0,,,,,
player,201011180mia,chi,WolfGa00,def_int_long,0,,,,,
player,201011180mia,chi,WolfGa00,pass_defended,0,,,,,
player,201011180mia,chi,WolfGa00,sacks,0.0,,,,,
player,201011180mia,chi,WolfGa00,tackles_combined,2,,,,,
player,201011180mia,chi,WolfGa00,tackles_solo,1,,,,,
player,201011180mia,chi,WolfGa00,tackles_assists,1,,,,,
player,201011180mia,chi,WolfGa00,tackles_loss,0,,,,,
player,201011180mia,chi,WolfGa00,qb_hits,0,,,,,
player,201011180mia,chi,WolfGa00,fumbles_rec,0,,,,,
player,201011180mia,chi,WolfGa00,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,WolfGa00,fumbles_rec_td,0,,,,,
player,201011180mia,chi,WolfGa00,fumbles_forced,0,,,,,
player,201011180mia,chi,WrigMa99,def_int,0,,,,,
player,201011180mia,chi,WrigMa99,def_int_yds,0,,,,,
player,201011180mia,chi,WrigMa99,def_int_td,0,,,,,
player,201011180mia,chi,WrigMa99,def_int_long,0,,,,,
player,201011180mia,chi,WrigMa99,pass_defended,0,,,,,
player,201011180mia,chi,WrigMa99,sacks,0.0,,,,,
player,201011180mia,chi,WrigMa99,tackles_combined,2,,,,,
player,201011180mia,chi,WrigMa99,tackles_solo,1,,,,,
player,201011180mia,chi,WrigMa99,tackles_assists,1,,,,,
player,201011180mia,chi,WrigMa99,tackles_loss,0,,,,,
player,201011180mia,chi,WrigMa99,qb_hits,0,,,,,
player,201011180mia,chi,WrigMa99,fumbles_rec,0,,,,,
player,201011180mia,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201011180mia,chi,WrigMa99,fumbles_forced,0,,,,,
player,201011180mia,chi,AdamAn20,def_int,0,,,,,
player,201011180mia,chi,AdamAn20,def_int_yds,0,,,,,
player,201011180mia,chi,AdamAn20,def_int_td,0,,,,,
player,201011180mia,chi,AdamAn20,def_int_long,0,,,,,
player,201011180mia,chi,AdamAn20,pass_defended,0,,,,,
player,201011180mia,chi,AdamAn20,sacks,0.0,,,,,
player,201011180mia,chi,AdamAn20,tackles_combined,1,,,,,
player,201011180mia,chi,AdamAn20,tackles_solo,1,,,,,
player,201011180mia,chi,AdamAn20,tackles_assists,0,,,,,
player,201011180mia,chi,AdamAn20,tackles_loss,1,,,,,
player,201011180mia,chi,AdamAn20,qb_hits,0,,,,,
player,201011180mia,chi,AdamAn20,fumbles_rec,0,,,,,
player,201011180mia,chi,AdamAn20,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,AdamAn20,fumbles_rec_td,0,,,,,
player,201011180mia,chi,AdamAn20,fumbles_forced,0,,,,,
player,201011180mia,chi,BowmZa20,def_int,0,,,,,
player,201011180mia,chi,BowmZa20,def_int_yds,0,,,,,
player,201011180mia,chi,BowmZa20,def_int_td,0,,,,,
player,201011180mia,chi,BowmZa20,def_int_long,0,,,,,
player,201011180mia,chi,BowmZa20,pass_defended,0,,,,,
player,201011180mia,chi,BowmZa20,sacks,0.0,,,,,
player,201011180mia,chi,BowmZa20,tackles_combined,1,,,,,
player,201011180mia,chi,BowmZa20,tackles_solo,1,,,,,
player,201011180mia,chi,BowmZa20,tackles_assists,0,,,,,
player,201011180mia,chi,BowmZa20,tackles_loss,0,,,,,
player,201011180mia,chi,BowmZa20,qb_hits,0,,,,,
player,201011180mia,chi,BowmZa20,fumbles_rec,0,,,,,
player,201011180mia,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201011180mia,chi,BowmZa20,fumbles_forced,0,,,,,
player,201011180mia,chi,BullJo20,def_int,0,,,,,
player,201011180mia,chi,BullJo20,def_int_yds,0,,,,,
player,201011180mia,chi,BullJo20,def_int_td,0,,,,,
player,201011180mia,chi,BullJo20,def_int_long,0,,,,,
player,201011180mia,chi,BullJo20,pass_defended,0,,,,,
player,201011180mia,chi,BullJo20,sacks,0.0,,,,,
player,201011180mia,chi,BullJo20,tackles_combined,1,,,,,
player,201011180mia,chi,BullJo20,tackles_solo,0,,,,,
player,201011180mia,chi,BullJo20,tackles_assists,1,,,,,
player,201011180mia,chi,BullJo20,tackles_loss,0,,,,,
player,201011180mia,chi,BullJo20,qb_hits,0,,,,,
player,201011180mia,chi,BullJo20,fumbles_rec,0,,,,,
player,201011180mia,chi,BullJo20,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,BullJo20,fumbles_rec_td,0,,,,,
player,201011180mia,chi,BullJo20,fumbles_forced,0,,,,,
player,201011180mia,chi,GrahCo99,def_int,0,,,,,
player,201011180mia,chi,GrahCo99,def_int_yds,0,,,,,
player,201011180mia,chi,GrahCo99,def_int_td,0,,,,,
player,201011180mia,chi,GrahCo99,def_int_long,0,,,,,
player,201011180mia,chi,GrahCo99,pass_defended,0,,,,,
player,201011180mia,chi,GrahCo99,sacks,0.0,,,,,
player,201011180mia,chi,GrahCo99,tackles_combined,1,,,,,
player,201011180mia,chi,GrahCo99,tackles_solo,1,,,,,
player,201011180mia,chi,GrahCo99,tackles_assists,0,,,,,
player,201011180mia,chi,GrahCo99,tackles_loss,0,,,,,
player,201011180mia,chi,GrahCo99,qb_hits,0,,,,,
player,201011180mia,chi,GrahCo99,fumbles_rec,0,,,,,
player,201011180mia,chi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,GrahCo99,fumbles_rec_td,0,,,,,
player,201011180mia,chi,GrahCo99,fumbles_forced,0,,,,,
player,201011180mia,chi,HarrTo99,def_int,0,,,,,
player,201011180mia,chi,HarrTo99,def_int_yds,0,,,,,
player,201011180mia,chi,HarrTo99,def_int_td,0,,,,,
player,201011180mia,chi,HarrTo99,def_int_long,0,,,,,
player,201011180mia,chi,HarrTo99,pass_defended,0,,,,,
player,201011180mia,chi,HarrTo99,sacks,0.0,,,,,
player,201011180mia,chi,HarrTo99,tackles_combined,1,,,,,
player,201011180mia,chi,HarrTo99,tackles_solo,1,,,,,
player,201011180mia,chi,HarrTo99,tackles_assists,0,,,,,
player,201011180mia,chi,HarrTo99,tackles_loss,1,,,,,
player,201011180mia,chi,HarrTo99,qb_hits,0,,,,,
player,201011180mia,chi,HarrTo99,fumbles_rec,0,,,,,
player,201011180mia,chi,HarrTo99,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,HarrTo99,fumbles_rec_td,0,,,,,
player,201011180mia,chi,HarrTo99,fumbles_forced,0,,,,,
player,201011180mia,chi,JennTi20,def_int,0,,,,,
player,201011180mia,chi,JennTi20,def_int_yds,0,,,,,
player,201011180mia,chi,JennTi20,def_int_td,0,,,,,
player,201011180mia,chi,JennTi20,def_int_long,0,,,,,
player,201011180mia,chi,JennTi20,pass_defended,0,,,,,
player,201011180mia,chi,JennTi20,sacks,0.0,,,,,
player,201011180mia,chi,JennTi20,tackles_combined,1,,,,,
player,201011180mia,chi,JennTi20,tackles_solo,1,,,,,
player,201011180mia,chi,JennTi20,tackles_assists,0,,,,,
player,201011180mia,chi,JennTi20,tackles_loss,0,,,,,
player,201011180mia,chi,JennTi20,qb_hits,0,,,,,
player,201011180mia,chi,JennTi20,fumbles_rec,0,,,,,
player,201011180mia,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201011180mia,chi,JennTi20,fumbles_forced,0,,,,,
player,201011180mia,chi,MoorDJ99,def_int,0,,,,,
player,201011180mia,chi,MoorDJ99,def_int_yds,0,,,,,
player,201011180mia,chi,MoorDJ99,def_int_td,0,,,,,
player,201011180mia,chi,MoorDJ99,def_int_long,0,,,,,
player,201011180mia,chi,MoorDJ99,pass_defended,0,,,,,
player,201011180mia,chi,MoorDJ99,sacks,0.0,,,,,
player,201011180mia,chi,MoorDJ99,tackles_combined,1,,,,,
player,201011180mia,chi,MoorDJ99,tackles_solo,1,,,,,
player,201011180mia,chi,MoorDJ99,tackles_assists,0,,,,,
player,201011180mia,chi,MoorDJ99,tackles_loss,0,,,,,
player,201011180mia,chi,MoorDJ99,qb_hits,0,,,,,
player,201011180mia,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201011180mia,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201011180mia,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201011180mia,chi,RoacNi99,def_int,0,,,,,
player,201011180mia,chi,RoacNi99,def_int_yds,0,,,,,
player,201011180mia,chi,RoacNi99,def_int_td,0,,,,,
player,201011180mia,chi,RoacNi99,def_int_long,0,,,,,
player,201011180mia,chi,RoacNi99,pass_defended,0,,,,,
player,201011180mia,chi,RoacNi99,sacks,0.0,,,,,
player,201011180mia,chi,RoacNi99,tackles_combined,1,,,,,
player,201011180mia,chi,RoacNi99,tackles_solo,0,,,,,
player,201011180mia,chi,RoacNi99,tackles_assists,1,,,,,
player,201011180mia,chi,RoacNi99,tackles_loss,0,,,,,
player,201011180mia,chi,RoacNi99,qb_hits,0,,,,,
player,201011180mia,chi,RoacNi99,fumbles_rec,0,,,,,
player,201011180mia,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201011180mia,chi,RoacNi99,fumbles_forced,0,,,,,
player,201011180mia,chi,HarrMa98,def_int,0,,,,,
player,201011180mia,chi,HarrMa98,def_int_yds,0,,,,,
player,201011180mia,chi,HarrMa98,def_int_td,0,,,,,
player,201011180mia,chi,HarrMa98,def_int_long,0,,,,,
player,201011180mia,chi,HarrMa98,pass_defended,1,,,,,
player,201011180mia,chi,HarrMa98,sacks,0.0,,,,,
player,201011180mia,chi,HarrMa98,tackles_combined,0,,,,,
player,201011180mia,chi,HarrMa98,tackles_solo,0,,,,,
player,201011180mia,chi,HarrMa98,tackles_assists,0,,,,,
player,201011180mia,chi,HarrMa98,tackles_loss,0,,,,,
player,201011180mia,chi,HarrMa98,qb_hits,0,,,,,
player,201011180mia,chi,HarrMa98,fumbles_rec,0,,,,,
player,201011180mia,chi,HarrMa98,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,HarrMa98,fumbles_rec_td,0,,,,,
player,201011180mia,chi,HarrMa98,fumbles_forced,0,,,,,
player,201011180mia,chi,MannDa21,def_int,0,,,,,
player,201011180mia,chi,MannDa21,def_int_yds,0,,,,,
player,201011180mia,chi,MannDa21,def_int_td,0,,,,,
player,201011180mia,chi,MannDa21,def_int_long,0,,,,,
player,201011180mia,chi,MannDa21,pass_defended,1,,,,,
player,201011180mia,chi,MannDa21,sacks,0.0,,,,,
player,201011180mia,chi,MannDa21,tackles_combined,0,,,,,
player,201011180mia,chi,MannDa21,tackles_solo,0,,,,,
player,201011180mia,chi,MannDa21,tackles_assists,0,,,,,
player,201011180mia,chi,MannDa21,tackles_loss,0,,,,,
player,201011180mia,chi,MannDa21,qb_hits,0,,,,,
player,201011180mia,chi,MannDa21,fumbles_rec,0,,,,,
player,201011180mia,chi,MannDa21,fumbles_rec_yds,0,,,,,
player,201011180mia,chi,MannDa21,fumbles_rec_td,0,,,,,
player,201011180mia,chi,MannDa21,fumbles_forced,0,,,,,
player,201011180mia,mia,SappBe20,def_int,1,,,,,
player,201011180mia,mia,SappBe20,def_int_yds,0,,,,,
player,201011180mia,mia,SappBe20,def_int_td,0,,,,,
player,201011180mia,mia,SappBe20,def_int_long,0,,,,,
player,201011180mia,mia,SappBe20,pass_defended,2,,,,,
player,201011180mia,mia,SappBe20,sacks,0.0,,,,,
player,201011180mia,mia,SappBe20,tackles_combined,2,,,,,
player,201011180mia,mia,SappBe20,tackles_solo,2,,,,,
player,201011180mia,mia,SappBe20,tackles_assists,0,,,,,
player,201011180mia,mia,SappBe20,tackles_loss,0,,,,,
player,201011180mia,mia,SappBe20,qb_hits,0,,,,,
player,201011180mia,mia,SappBe20,fumbles_rec,0,,,,,
player,201011180mia,mia,SappBe20,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,SappBe20,fumbles_rec_td,0,,,,,
player,201011180mia,mia,SappBe20,fumbles_forced,0,,,,,
player,201011180mia,mia,DansKa20,def_int,0,,,,,
player,201011180mia,mia,DansKa20,def_int_yds,0,,,,,
player,201011180mia,mia,DansKa20,def_int_td,0,,,,,
player,201011180mia,mia,DansKa20,def_int_long,0,,,,,
player,201011180mia,mia,DansKa20,pass_defended,1,,,,,
player,201011180mia,mia,DansKa20,sacks,1.0,,,,,
player,201011180mia,mia,DansKa20,tackles_combined,10,,,,,
player,201011180mia,mia,DansKa20,tackles_solo,10,,,,,
player,201011180mia,mia,DansKa20,tackles_assists,0,,,,,
player,201011180mia,mia,DansKa20,tackles_loss,2,,,,,
player,201011180mia,mia,DansKa20,qb_hits,1,,,,,
player,201011180mia,mia,DansKa20,fumbles_rec,0,,,,,
player,201011180mia,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201011180mia,mia,DansKa20,fumbles_forced,0,,,,,
player,201011180mia,mia,WakeCa00,def_int,0,,,,,
player,201011180mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201011180mia,mia,WakeCa00,def_int_td,0,,,,,
player,201011180mia,mia,WakeCa00,def_int_long,0,,,,,
player,201011180mia,mia,WakeCa00,pass_defended,0,,,,,
player,201011180mia,mia,WakeCa00,sacks,1.0,,,,,
player,201011180mia,mia,WakeCa00,tackles_combined,6,,,,,
player,201011180mia,mia,WakeCa00,tackles_solo,6,,,,,
player,201011180mia,mia,WakeCa00,tackles_assists,0,,,,,
player,201011180mia,mia,WakeCa00,tackles_loss,3,,,,,
player,201011180mia,mia,WakeCa00,qb_hits,1,,,,,
player,201011180mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201011180mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201011180mia,mia,WakeCa00,fumbles_forced,1,,,,,
player,201011180mia,mia,MoseQu99,def_int,0,,,,,
player,201011180mia,mia,MoseQu99,def_int_yds,0,,,,,
player,201011180mia,mia,MoseQu99,def_int_td,0,,,,,
player,201011180mia,mia,MoseQu99,def_int_long,0,,,,,
player,201011180mia,mia,MoseQu99,pass_defended,0,,,,,
player,201011180mia,mia,MoseQu99,sacks,1.0,,,,,
player,201011180mia,mia,MoseQu99,tackles_combined,1,,,,,
player,201011180mia,mia,MoseQu99,tackles_solo,1,,,,,
player,201011180mia,mia,MoseQu99,tackles_assists,0,,,,,
player,201011180mia,mia,MoseQu99,tackles_loss,1,,,,,
player,201011180mia,mia,MoseQu99,qb_hits,1,,,,,
player,201011180mia,mia,MoseQu99,fumbles_rec,0,,,,,
player,201011180mia,mia,MoseQu99,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,MoseQu99,fumbles_rec_td,0,,,,,
player,201011180mia,mia,MoseQu99,fumbles_forced,0,,,,,
player,201011180mia,mia,CrowCh20,def_int,0,,,,,
player,201011180mia,mia,CrowCh20,def_int_yds,0,,,,,
player,201011180mia,mia,CrowCh20,def_int_td,0,,,,,
player,201011180mia,mia,CrowCh20,def_int_long,0,,,,,
player,201011180mia,mia,CrowCh20,pass_defended,0,,,,,
player,201011180mia,mia,CrowCh20,sacks,0.0,,,,,
player,201011180mia,mia,CrowCh20,tackles_combined,6,,,,,
player,201011180mia,mia,CrowCh20,tackles_solo,5,,,,,
player,201011180mia,mia,CrowCh20,tackles_assists,1,,,,,
player,201011180mia,mia,CrowCh20,tackles_loss,0,,,,,
player,201011180mia,mia,CrowCh20,qb_hits,0,,,,,
player,201011180mia,mia,CrowCh20,fumbles_rec,0,,,,,
player,201011180mia,mia,CrowCh20,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,CrowCh20,fumbles_rec_td,0,,,,,
player,201011180mia,mia,CrowCh20,fumbles_forced,0,,,,,
player,201011180mia,mia,BellYe20,def_int,0,,,,,
player,201011180mia,mia,BellYe20,def_int_yds,0,,,,,
player,201011180mia,mia,BellYe20,def_int_td,0,,,,,
player,201011180mia,mia,BellYe20,def_int_long,0,,,,,
player,201011180mia,mia,BellYe20,pass_defended,0,,,,,
player,201011180mia,mia,BellYe20,sacks,0.0,,,,,
player,201011180mia,mia,BellYe20,tackles_combined,5,,,,,
player,201011180mia,mia,BellYe20,tackles_solo,5,,,,,
player,201011180mia,mia,BellYe20,tackles_assists,0,,,,,
player,201011180mia,mia,BellYe20,tackles_loss,0,,,,,
player,201011180mia,mia,BellYe20,qb_hits,0,,,,,
player,201011180mia,mia,BellYe20,fumbles_rec,0,,,,,
player,201011180mia,mia,BellYe20,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,BellYe20,fumbles_rec_td,0,,,,,
player,201011180mia,mia,BellYe20,fumbles_forced,0,,,,,
player,201011180mia,mia,JoneRe99,def_int,0,,,,,
player,201011180mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201011180mia,mia,JoneRe99,def_int_td,0,,,,,
player,201011180mia,mia,JoneRe99,def_int_long,0,,,,,
player,201011180mia,mia,JoneRe99,pass_defended,0,,,,,
player,201011180mia,mia,JoneRe99,sacks,0.0,,,,,
player,201011180mia,mia,JoneRe99,tackles_combined,5,,,,,
player,201011180mia,mia,JoneRe99,tackles_solo,4,,,,,
player,201011180mia,mia,JoneRe99,tackles_assists,1,,,,,
player,201011180mia,mia,JoneRe99,tackles_loss,1,,,,,
player,201011180mia,mia,JoneRe99,qb_hits,0,,,,,
player,201011180mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201011180mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201011180mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201011180mia,mia,LangKe98,def_int,0,,,,,
player,201011180mia,mia,LangKe98,def_int_yds,0,,,,,
player,201011180mia,mia,LangKe98,def_int_td,0,,,,,
player,201011180mia,mia,LangKe98,def_int_long,0,,,,,
player,201011180mia,mia,LangKe98,pass_defended,0,,,,,
player,201011180mia,mia,LangKe98,sacks,0.0,,,,,
player,201011180mia,mia,LangKe98,tackles_combined,5,,,,,
player,201011180mia,mia,LangKe98,tackles_solo,3,,,,,
player,201011180mia,mia,LangKe98,tackles_assists,2,,,,,
player,201011180mia,mia,LangKe98,tackles_loss,2,,,,,
player,201011180mia,mia,LangKe98,qb_hits,0,,,,,
player,201011180mia,mia,LangKe98,fumbles_rec,0,,,,,
player,201011180mia,mia,LangKe98,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,LangKe98,fumbles_rec_td,0,,,,,
player,201011180mia,mia,LangKe98,fumbles_forced,0,,,,,
player,201011180mia,mia,McDaTo20,def_int,0,,,,,
player,201011180mia,mia,McDaTo20,def_int_yds,0,,,,,
player,201011180mia,mia,McDaTo20,def_int_td,0,,,,,
player,201011180mia,mia,McDaTo20,def_int_long,0,,,,,
player,201011180mia,mia,McDaTo20,pass_defended,0,,,,,
player,201011180mia,mia,McDaTo20,sacks,0.0,,,,,
player,201011180mia,mia,McDaTo20,tackles_combined,5,,,,,
player,201011180mia,mia,McDaTo20,tackles_solo,5,,,,,
player,201011180mia,mia,McDaTo20,tackles_assists,0,,,,,
player,201011180mia,mia,McDaTo20,tackles_loss,1,,,,,
player,201011180mia,mia,McDaTo20,qb_hits,0,,,,,
player,201011180mia,mia,McDaTo20,fumbles_rec,0,,,,,
player,201011180mia,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201011180mia,mia,McDaTo20,fumbles_forced,0,,,,,
player,201011180mia,mia,DaviVo99,def_int,0,,,,,
player,201011180mia,mia,DaviVo99,def_int_yds,0,,,,,
player,201011180mia,mia,DaviVo99,def_int_td,0,,,,,
player,201011180mia,mia,DaviVo99,def_int_long,0,,,,,
player,201011180mia,mia,DaviVo99,pass_defended,1,,,,,
player,201011180mia,mia,DaviVo99,sacks,0.0,,,,,
player,201011180mia,mia,DaviVo99,tackles_combined,4,,,,,
player,201011180mia,mia,DaviVo99,tackles_solo,3,,,,,
player,201011180mia,mia,DaviVo99,tackles_assists,1,,,,,
player,201011180mia,mia,DaviVo99,tackles_loss,0,,,,,
player,201011180mia,mia,DaviVo99,qb_hits,0,,,,,
player,201011180mia,mia,DaviVo99,fumbles_rec,0,,,,,
player,201011180mia,mia,DaviVo99,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,DaviVo99,fumbles_rec_td,0,,,,,
player,201011180mia,mia,DaviVo99,fumbles_forced,0,,,,,
player,201011180mia,mia,SmitSe99,def_int,0,,,,,
player,201011180mia,mia,SmitSe99,def_int_yds,0,,,,,
player,201011180mia,mia,SmitSe99,def_int_td,0,,,,,
player,201011180mia,mia,SmitSe99,def_int_long,0,,,,,
player,201011180mia,mia,SmitSe99,pass_defended,0,,,,,
player,201011180mia,mia,SmitSe99,sacks,0.0,,,,,
player,201011180mia,mia,SmitSe99,tackles_combined,4,,,,,
player,201011180mia,mia,SmitSe99,tackles_solo,3,,,,,
player,201011180mia,mia,SmitSe99,tackles_assists,1,,,,,
player,201011180mia,mia,SmitSe99,tackles_loss,0,,,,,
player,201011180mia,mia,SmitSe99,qb_hits,0,,,,,
player,201011180mia,mia,SmitSe99,fumbles_rec,0,,,,,
player,201011180mia,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201011180mia,mia,SmitSe99,fumbles_forced,0,,,,,
player,201011180mia,mia,DennJo20,def_int,0,,,,,
player,201011180mia,mia,DennJo20,def_int_yds,0,,,,,
player,201011180mia,mia,DennJo20,def_int_td,0,,,,,
player,201011180mia,mia,DennJo20,def_int_long,0,,,,,
player,201011180mia,mia,DennJo20,pass_defended,0,,,,,
player,201011180mia,mia,DennJo20,sacks,0.0,,,,,
player,201011180mia,mia,DennJo20,tackles_combined,2,,,,,
player,201011180mia,mia,DennJo20,tackles_solo,2,,,,,
player,201011180mia,mia,DennJo20,tackles_assists,0,,,,,
player,201011180mia,mia,DennJo20,tackles_loss,0,,,,,
player,201011180mia,mia,DennJo20,qb_hits,0,,,,,
player,201011180mia,mia,DennJo20,fumbles_rec,0,,,,,
player,201011180mia,mia,DennJo20,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,DennJo20,fumbles_rec_td,0,,,,,
player,201011180mia,mia,DennJo20,fumbles_forced,0,,,,,
player,201011180mia,mia,MisiKo99,def_int,0,,,,,
player,201011180mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201011180mia,mia,MisiKo99,def_int_td,0,,,,,
player,201011180mia,mia,MisiKo99,def_int_long,0,,,,,
player,201011180mia,mia,MisiKo99,pass_defended,0,,,,,
player,201011180mia,mia,MisiKo99,sacks,0.0,,,,,
player,201011180mia,mia,MisiKo99,tackles_combined,2,,,,,
player,201011180mia,mia,MisiKo99,tackles_solo,1,,,,,
player,201011180mia,mia,MisiKo99,tackles_assists,1,,,,,
player,201011180mia,mia,MisiKo99,tackles_loss,0,,,,,
player,201011180mia,mia,MisiKo99,qb_hits,0,,,,,
player,201011180mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201011180mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201011180mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201011180mia,mia,StarRa20,def_int,0,,,,,
player,201011180mia,mia,StarRa20,def_int_yds,0,,,,,
player,201011180mia,mia,StarRa20,def_int_td,0,,,,,
player,201011180mia,mia,StarRa20,def_int_long,0,,,,,
player,201011180mia,mia,StarRa20,pass_defended,0,,,,,
player,201011180mia,mia,StarRa20,sacks,0.0,,,,,
player,201011180mia,mia,StarRa20,tackles_combined,2,,,,,
player,201011180mia,mia,StarRa20,tackles_solo,2,,,,,
player,201011180mia,mia,StarRa20,tackles_assists,0,,,,,
player,201011180mia,mia,StarRa20,tackles_loss,0,,,,,
player,201011180mia,mia,StarRa20,qb_hits,0,,,,,
player,201011180mia,mia,StarRa20,fumbles_rec,0,,,,,
player,201011180mia,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201011180mia,mia,StarRa20,fumbles_forced,0,,,,,
player,201011180mia,mia,BakeRy00,def_int,0,,,,,
player,201011180mia,mia,BakeRy00,def_int_yds,0,,,,,
player,201011180mia,mia,BakeRy00,def_int_td,0,,,,,
player,201011180mia,mia,BakeRy00,def_int_long,0,,,,,
player,201011180mia,mia,BakeRy00,pass_defended,0,,,,,
player,201011180mia,mia,BakeRy00,sacks,0.0,,,,,
player,201011180mia,mia,BakeRy00,tackles_combined,1,,,,,
player,201011180mia,mia,BakeRy00,tackles_solo,1,,,,,
player,201011180mia,mia,BakeRy00,tackles_assists,0,,,,,
player,201011180mia,mia,BakeRy00,tackles_loss,0,,,,,
player,201011180mia,mia,BakeRy00,qb_hits,0,,,,,
player,201011180mia,mia,BakeRy00,fumbles_rec,0,,,,,
player,201011180mia,mia,BakeRy00,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,BakeRy00,fumbles_rec_td,0,,,,,
player,201011180mia,mia,BakeRy00,fumbles_forced,0,,,,,
player,201011180mia,mia,CulvTy20,def_int,0,,,,,
player,201011180mia,mia,CulvTy20,def_int_yds,0,,,,,
player,201011180mia,mia,CulvTy20,def_int_td,0,,,,,
player,201011180mia,mia,CulvTy20,def_int_long,0,,,,,
player,201011180mia,mia,CulvTy20,pass_defended,0,,,,,
player,201011180mia,mia,CulvTy20,sacks,0.0,,,,,
player,201011180mia,mia,CulvTy20,tackles_combined,1,,,,,
player,201011180mia,mia,CulvTy20,tackles_solo,1,,,,,
player,201011180mia,mia,CulvTy20,tackles_assists,0,,,,,
player,201011180mia,mia,CulvTy20,tackles_loss,0,,,,,
player,201011180mia,mia,CulvTy20,qb_hits,0,,,,,
player,201011180mia,mia,CulvTy20,fumbles_rec,0,,,,,
player,201011180mia,mia,CulvTy20,fumbles_rec_yds,0,,,,,
player,201011180mia,mia,CulvTy20,fumbles_rec_td,0,,,,,
player,201011180mia,mia,CulvTy20,fumbles_forced,0,,,,,
player,201011180mia,mia,FielBr20,def_int,0,,,,,
