game,2010,17,20110102,201101020rav,cin,"Cincinnati Bengals",7,rav,"Baltimore Ravens",13
player,201101020rav,cin,JohnMi98,sacks,1.0,,,,,
player,201101020rav,cin,JohnMi98,tackles_combined,7,,,,,
player,201101020rav,cin,JohnMi98,tackles_solo,6,,,,,
player,201101020rav,cin,JohnMi98,tackles_assists,1,,,,,
player,201101020rav,cin,JohnMi98,tackles_loss,1,,,,,
player,201101020rav,cin,JohnMi98,qb_hits,2,,,,,
player,201101020rav,cin,JohnMi98,fumbles_rec,0,,,,,
player,201101020rav,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201101020rav,cin,JohnMi98,fumbles_forced,0,,,,,
player,201101020rav,cin,WillRo03,def_int,0,,,,,
player,201101020rav,cin,WillRo03,def_int_yds,0,,,,,
player,201101020rav,cin,WillRo03,def_int_td,0,,,,,
player,201101020rav,cin,WillRo03,def_int_long,0,,,,,
player,201101020rav,cin,WillRo03,pass_defended,0,,,,,
player,201101020rav,cin,WillRo03,sacks,1.0,,,,,
player,201101020rav,cin,WillRo03,tackles_combined,6,,,,,
player,201101020rav,cin,WillRo03,tackles_solo,5,,,,,
player,201101020rav,cin,WillRo03,tackles_assists,1,,,,,
player,201101020rav,cin,WillRo03,tackles_loss,2,,,,,
player,201101020rav,cin,WillRo03,qb_hits,1,,,,,
player,201101020rav,cin,WillRo03,fumbles_rec,0,,,,,
player,201101020rav,cin,WillRo03,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,WillRo03,fumbles_rec_td,0,,,,,
player,201101020rav,cin,WillRo03,fumbles_forced,0,,,,,
player,201101020rav,cin,AtkiGe99,def_int,0,,,,,
player,201101020rav,cin,AtkiGe99,def_int_yds,0,,,,,
player,201101020rav,cin,AtkiGe99,def_int_td,0,,,,,
player,201101020rav,cin,AtkiGe99,def_int_long,0,,,,,
player,201101020rav,cin,AtkiGe99,pass_defended,0,,,,,
player,201101020rav,cin,AtkiGe99,sacks,0.5,,,,,
player,201101020rav,cin,AtkiGe99,tackles_combined,2,,,,,
player,201101020rav,cin,AtkiGe99,tackles_solo,1,,,,,
player,201101020rav,cin,AtkiGe99,tackles_assists,1,,,,,
player,201101020rav,cin,AtkiGe99,tackles_loss,0,,,,,
player,201101020rav,cin,AtkiGe99,qb_hits,3,,,,,
player,201101020rav,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201101020rav,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201101020rav,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201101020rav,cin,MauaRe99,def_int,0,,,,,
player,201101020rav,cin,MauaRe99,def_int_yds,0,,,,,
player,201101020rav,cin,MauaRe99,def_int_td,0,,,,,
player,201101020rav,cin,MauaRe99,def_int_long,0,,,,,
player,201101020rav,cin,MauaRe99,pass_defended,0,,,,,
player,201101020rav,cin,MauaRe99,sacks,0.0,,,,,
player,201101020rav,cin,MauaRe99,tackles_combined,5,,,,,
player,201101020rav,cin,MauaRe99,tackles_solo,3,,,,,
player,201101020rav,cin,MauaRe99,tackles_assists,2,,,,,
player,201101020rav,cin,MauaRe99,tackles_loss,0,,,,,
player,201101020rav,cin,MauaRe99,qb_hits,0,,,,,
player,201101020rav,cin,MauaRe99,fumbles_rec,0,,,,,
player,201101020rav,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201101020rav,cin,MauaRe99,fumbles_forced,0,,,,,
player,201101020rav,cin,RiveKe99,def_int,0,,,,,
player,201101020rav,cin,RiveKe99,def_int_yds,0,,,,,
player,201101020rav,cin,RiveKe99,def_int_td,0,,,,,
player,201101020rav,cin,RiveKe99,def_int_long,0,,,,,
player,201101020rav,cin,RiveKe99,pass_defended,0,,,,,
player,201101020rav,cin,RiveKe99,sacks,0.0,,,,,
player,201101020rav,cin,RiveKe99,tackles_combined,5,,,,,
player,201101020rav,cin,RiveKe99,tackles_solo,5,,,,,
player,201101020rav,cin,RiveKe99,tackles_assists,0,,,,,
player,201101020rav,cin,RiveKe99,tackles_loss,2,,,,,
player,201101020rav,cin,RiveKe99,qb_hits,0,,,,,
player,201101020rav,cin,RiveKe99,fumbles_rec,0,,,,,
player,201101020rav,cin,RiveKe99,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,RiveKe99,fumbles_rec_td,0,,,,,
player,201101020rav,cin,RiveKe99,fumbles_forced,0,,,,,
player,201101020rav,cin,JoneDh20,def_int,0,,,,,
player,201101020rav,cin,JoneDh20,def_int_yds,0,,,,,
player,201101020rav,cin,JoneDh20,def_int_td,0,,,,,
player,201101020rav,cin,JoneDh20,def_int_long,0,,,,,
player,201101020rav,cin,JoneDh20,pass_defended,0,,,,,
player,201101020rav,cin,JoneDh20,sacks,0.0,,,,,
player,201101020rav,cin,JoneDh20,tackles_combined,4,,,,,
player,201101020rav,cin,JoneDh20,tackles_solo,3,,,,,
player,201101020rav,cin,JoneDh20,tackles_assists,1,,,,,
player,201101020rav,cin,JoneDh20,tackles_loss,1,,,,,
player,201101020rav,cin,JoneDh20,qb_hits,0,,,,,
player,201101020rav,cin,JoneDh20,fumbles_rec,0,,,,,
player,201101020rav,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201101020rav,cin,JoneDh20,fumbles_forced,0,,,,,
player,201101020rav,cin,JoseJo20,def_int,0,,,,,
player,201101020rav,cin,JoseJo20,def_int_yds,0,,,,,
player,201101020rav,cin,JoseJo20,def_int_td,0,,,,,
player,201101020rav,cin,JoseJo20,def_int_long,0,,,,,
player,201101020rav,cin,JoseJo20,pass_defended,0,,,,,
player,201101020rav,cin,JoseJo20,sacks,0.0,,,,,
player,201101020rav,cin,JoseJo20,tackles_combined,3,,,,,
player,201101020rav,cin,JoseJo20,tackles_solo,3,,,,,
player,201101020rav,cin,JoseJo20,tackles_assists,0,,,,,
player,201101020rav,cin,JoseJo20,tackles_loss,0,,,,,
player,201101020rav,cin,JoseJo20,qb_hits,0,,,,,
player,201101020rav,cin,JoseJo20,fumbles_rec,0,,,,,
player,201101020rav,cin,JoseJo20,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,JoseJo20,fumbles_rec_td,0,,,,,
player,201101020rav,cin,JoseJo20,fumbles_forced,0,,,,,
player,201101020rav,cin,GeatRo21,def_int,0,,,,,
player,201101020rav,cin,GeatRo21,def_int_yds,0,,,,,
player,201101020rav,cin,GeatRo21,def_int_td,0,,,,,
player,201101020rav,cin,GeatRo21,def_int_long,0,,,,,
player,201101020rav,cin,GeatRo21,pass_defended,0,,,,,
player,201101020rav,cin,GeatRo21,sacks,0.0,,,,,
player,201101020rav,cin,GeatRo21,tackles_combined,2,,,,,
player,201101020rav,cin,GeatRo21,tackles_solo,2,,,,,
player,201101020rav,cin,GeatRo21,tackles_assists,0,,,,,
player,201101020rav,cin,GeatRo21,tackles_loss,0,,,,,
player,201101020rav,cin,GeatRo21,qb_hits,0,,,,,
player,201101020rav,cin,GeatRo21,fumbles_rec,0,,,,,
player,201101020rav,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201101020rav,cin,GeatRo21,fumbles_forced,0,,,,,
player,201101020rav,cin,RatlKe20,def_int,0,,,,,
player,201101020rav,cin,RatlKe20,def_int_yds,0,,,,,
player,201101020rav,cin,RatlKe20,def_int_td,0,,,,,
player,201101020rav,cin,RatlKe20,def_int_long,0,,,,,
player,201101020rav,cin,RatlKe20,pass_defended,0,,,,,
player,201101020rav,cin,RatlKe20,sacks,0.0,,,,,
player,201101020rav,cin,RatlKe20,tackles_combined,2,,,,,
player,201101020rav,cin,RatlKe20,tackles_solo,2,,,,,
player,201101020rav,cin,RatlKe20,tackles_assists,0,,,,,
player,201101020rav,cin,RatlKe20,tackles_loss,0,,,,,
player,201101020rav,cin,RatlKe20,qb_hits,0,,,,,
player,201101020rav,cin,RatlKe20,fumbles_rec,0,,,,,
player,201101020rav,cin,RatlKe20,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,RatlKe20,fumbles_rec_td,0,,,,,
player,201101020rav,cin,RatlKe20,fumbles_forced,0,,,,,
player,201101020rav,cin,HallLe98,def_int,0,,,,,
player,201101020rav,cin,HallLe98,def_int_yds,0,,,,,
player,201101020rav,cin,HallLe98,def_int_td,0,,,,,
player,201101020rav,cin,HallLe98,def_int_long,0,,,,,
player,201101020rav,cin,HallLe98,pass_defended,1,,,,,
player,201101020rav,cin,HallLe98,sacks,0.0,,,,,
player,201101020rav,cin,HallLe98,tackles_combined,1,,,,,
player,201101020rav,cin,HallLe98,tackles_solo,1,,,,,
player,201101020rav,cin,HallLe98,tackles_assists,0,,,,,
player,201101020rav,cin,HallLe98,tackles_loss,0,,,,,
player,201101020rav,cin,HallLe98,qb_hits,0,,,,,
player,201101020rav,cin,HallLe98,fumbles_rec,0,,,,,
player,201101020rav,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201101020rav,cin,HallLe98,fumbles_forced,0,,,,,
player,201101020rav,cin,JohnBr20,def_int,0,,,,,
player,201101020rav,cin,JohnBr20,def_int_yds,0,,,,,
player,201101020rav,cin,JohnBr20,def_int_td,0,,,,,
player,201101020rav,cin,JohnBr20,def_int_long,0,,,,,
player,201101020rav,cin,JohnBr20,pass_defended,0,,,,,
player,201101020rav,cin,JohnBr20,sacks,0.0,,,,,
player,201101020rav,cin,JohnBr20,tackles_combined,1,,,,,
player,201101020rav,cin,JohnBr20,tackles_solo,1,,,,,
player,201101020rav,cin,JohnBr20,tackles_assists,0,,,,,
player,201101020rav,cin,JohnBr20,tackles_loss,1,,,,,
player,201101020rav,cin,JohnBr20,qb_hits,0,,,,,
player,201101020rav,cin,JohnBr20,fumbles_rec,0,,,,,
player,201101020rav,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201101020rav,cin,JohnBr20,fumbles_forced,0,,,,,
player,201101020rav,cin,MuckRo99,def_int,0,,,,,
player,201101020rav,cin,MuckRo99,def_int_yds,0,,,,,
player,201101020rav,cin,MuckRo99,def_int_td,0,,,,,
player,201101020rav,cin,MuckRo99,def_int_long,0,,,,,
player,201101020rav,cin,MuckRo99,pass_defended,0,,,,,
player,201101020rav,cin,MuckRo99,sacks,0.0,,,,,
player,201101020rav,cin,MuckRo99,tackles_combined,1,,,,,
player,201101020rav,cin,MuckRo99,tackles_solo,1,,,,,
player,201101020rav,cin,MuckRo99,tackles_assists,0,,,,,
player,201101020rav,cin,MuckRo99,tackles_loss,0,,,,,
player,201101020rav,cin,MuckRo99,qb_hits,0,,,,,
player,201101020rav,cin,MuckRo99,fumbles_rec,0,,,,,
player,201101020rav,cin,MuckRo99,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,MuckRo99,fumbles_rec_td,0,,,,,
player,201101020rav,cin,MuckRo99,fumbles_forced,0,,,,,
player,201101020rav,cin,ReyxVi00,def_int,0,,,,,
player,201101020rav,cin,ReyxVi00,def_int_yds,0,,,,,
player,201101020rav,cin,ReyxVi00,def_int_td,0,,,,,
player,201101020rav,cin,ReyxVi00,def_int_long,0,,,,,
player,201101020rav,cin,ReyxVi00,pass_defended,0,,,,,
player,201101020rav,cin,ReyxVi00,sacks,0.0,,,,,
player,201101020rav,cin,ReyxVi00,tackles_combined,1,,,,,
player,201101020rav,cin,ReyxVi00,tackles_solo,1,,,,,
player,201101020rav,cin,ReyxVi00,tackles_assists,0,,,,,
player,201101020rav,cin,ReyxVi00,tackles_loss,0,,,,,
player,201101020rav,cin,ReyxVi00,qb_hits,0,,,,,
player,201101020rav,cin,ReyxVi00,fumbles_rec,0,,,,,
player,201101020rav,cin,ReyxVi00,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,ReyxVi00,fumbles_rec_td,0,,,,,
player,201101020rav,cin,ReyxVi00,fumbles_forced,0,,,,,
player,201101020rav,cin,ScotBe00,def_int,0,,,,,
player,201101020rav,cin,ScotBe00,def_int_yds,0,,,,,
player,201101020rav,cin,ScotBe00,def_int_td,0,,,,,
player,201101020rav,cin,ScotBe00,def_int_long,0,,,,,
player,201101020rav,cin,ScotBe00,pass_defended,0,,,,,
player,201101020rav,cin,ScotBe00,sacks,0.0,,,,,
player,201101020rav,cin,ScotBe00,tackles_combined,1,,,,,
player,201101020rav,cin,ScotBe00,tackles_solo,1,,,,,
player,201101020rav,cin,ScotBe00,tackles_assists,0,,,,,
player,201101020rav,cin,ScotBe00,tackles_loss,0,,,,,
player,201101020rav,cin,ScotBe00,qb_hits,0,,,,,
player,201101020rav,cin,ScotBe00,fumbles_rec,0,,,,,
player,201101020rav,cin,ScotBe00,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,ScotBe00,fumbles_rec_td,0,,,,,
player,201101020rav,cin,ScotBe00,fumbles_forced,0,,,,,
player,201101020rav,cin,SimsPa99,def_int,0,,,,,
player,201101020rav,cin,SimsPa99,def_int_yds,0,,,,,
player,201101020rav,cin,SimsPa99,def_int_td,0,,,,,
player,201101020rav,cin,SimsPa99,def_int_long,0,,,,,
player,201101020rav,cin,SimsPa99,pass_defended,0,,,,,
player,201101020rav,cin,SimsPa99,sacks,0.0,,,,,
player,201101020rav,cin,SimsPa99,tackles_combined,1,,,,,
player,201101020rav,cin,SimsPa99,tackles_solo,1,,,,,
player,201101020rav,cin,SimsPa99,tackles_assists,0,,,,,
player,201101020rav,cin,SimsPa99,tackles_loss,0,,,,,
player,201101020rav,cin,SimsPa99,qb_hits,0,,,,,
player,201101020rav,cin,SimsPa99,fumbles_rec,0,,,,,
player,201101020rav,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201101020rav,cin,SimsPa99,fumbles_forced,0,,,,,
player,201101020rav,cin,SkutDa00,def_int,0,,,,,
player,201101020rav,cin,SkutDa00,def_int_yds,0,,,,,
player,201101020rav,cin,SkutDa00,def_int_td,0,,,,,
player,201101020rav,cin,SkutDa00,def_int_long,0,,,,,
player,201101020rav,cin,SkutDa00,pass_defended,0,,,,,
player,201101020rav,cin,SkutDa00,sacks,0.0,,,,,
player,201101020rav,cin,SkutDa00,tackles_combined,1,,,,,
player,201101020rav,cin,SkutDa00,tackles_solo,1,,,,,
player,201101020rav,cin,SkutDa00,tackles_assists,0,,,,,
player,201101020rav,cin,SkutDa00,tackles_loss,0,,,,,
player,201101020rav,cin,SkutDa00,qb_hits,0,,,,,
player,201101020rav,cin,SkutDa00,fumbles_rec,0,,,,,
player,201101020rav,cin,SkutDa00,fumbles_rec_yds,0,,,,,
player,201101020rav,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201101020rav,cin,SkutDa00,fumbles_forced,0,,,,,
player,201101020rav,cin,WadeJo99,def_int,,,,,,
player,201101020rav,cin,WadeJo99,def_int_yds,,,,,,
player,201101020rav,cin,WadeJo99,def_int_td,,,,,,
player,201101020rav,cin,WadeJo99,def_int_long,,,,,,
player,201101020rav,cin,WadeJo99,pass_defended,,,,,,
player,201101020rav,cin,WadeJo99,sacks,0.0,,,,,
player,201101020rav,cin,WadeJo99,tackles_combined,,,,,,
player,201101020rav,cin,WadeJo99,tackles_solo,,,,,,
player,201101020rav,cin,WadeJo99,tackles_assists,,,,,,
player,201101020rav,cin,WadeJo99,tackles_loss,0,,,,,
player,201101020rav,cin,WadeJo99,qb_hits,3,,,,,
player,201101020rav,cin,WadeJo99,fumbles_rec,,,,,,
player,201101020rav,cin,WadeJo99,fumbles_rec_yds,,,,,,
player,201101020rav,cin,WadeJo99,fumbles_rec_td,,,,,,
player,201101020rav,cin,WadeJo99,fumbles_forced,,,,,,
player,201101020rav,rav,ReedEd00,def_int,2,,,,,
player,201101020rav,rav,ReedEd00,def_int_yds,48,,,,,
player,201101020rav,rav,ReedEd00,def_int_td,0,,,,,
player,201101020rav,rav,ReedEd00,def_int_long,44,,,,,
player,201101020rav,rav,ReedEd00,pass_defended,3,,,,,
player,201101020rav,rav,ReedEd00,sacks,0.0,,,,,
player,201101020rav,rav,ReedEd00,tackles_combined,2,,,,,
player,201101020rav,rav,ReedEd00,tackles_solo,1,,,,,
player,201101020rav,rav,ReedEd00,tackles_assists,1,,,,,
player,201101020rav,rav,ReedEd00,tackles_loss,0,,,,,
player,201101020rav,rav,ReedEd00,qb_hits,0,,,,,
player,201101020rav,rav,ReedEd00,fumbles_rec,0,,,,,
player,201101020rav,rav,ReedEd00,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,ReedEd00,fumbles_rec_td,0,,,,,
player,201101020rav,rav,ReedEd00,fumbles_forced,0,,,,,
player,201101020rav,rav,LandDa21,def_int,0,,,,,
player,201101020rav,rav,LandDa21,def_int_yds,0,,,,,
player,201101020rav,rav,LandDa21,def_int_td,0,,,,,
player,201101020rav,rav,LandDa21,def_int_long,0,,,,,
player,201101020rav,rav,LandDa21,pass_defended,0,,,,,
player,201101020rav,rav,LandDa21,sacks,0.0,,,,,
player,201101020rav,rav,LandDa21,tackles_combined,11,,,,,
player,201101020rav,rav,LandDa21,tackles_solo,8,,,,,
player,201101020rav,rav,LandDa21,tackles_assists,3,,,,,
player,201101020rav,rav,LandDa21,tackles_loss,0,,,,,
player,201101020rav,rav,LandDa21,qb_hits,0,,,,,
player,201101020rav,rav,LandDa21,fumbles_rec,0,,,,,
player,201101020rav,rav,LandDa21,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,LandDa21,fumbles_rec_td,0,,,,,
player,201101020rav,rav,LandDa21,fumbles_forced,0,,,,,
player,201101020rav,rav,LewiRa00,def_int,0,,,,,
player,201101020rav,rav,LewiRa00,def_int_yds,0,,,,,
player,201101020rav,rav,LewiRa00,def_int_td,0,,,,,
player,201101020rav,rav,LewiRa00,def_int_long,0,,,,,
player,201101020rav,rav,LewiRa00,pass_defended,0,,,,,
player,201101020rav,rav,LewiRa00,sacks,0.0,,,,,
player,201101020rav,rav,LewiRa00,tackles_combined,11,,,,,
player,201101020rav,rav,LewiRa00,tackles_solo,9,,,,,
player,201101020rav,rav,LewiRa00,tackles_assists,2,,,,,
player,201101020rav,rav,LewiRa00,tackles_loss,1,,,,,
player,201101020rav,rav,LewiRa00,qb_hits,0,,,,,
player,201101020rav,rav,LewiRa00,fumbles_rec,2,,,,,
player,201101020rav,rav,LewiRa00,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201101020rav,rav,LewiRa00,fumbles_forced,0,,,,,
player,201101020rav,rav,WebbLa99,def_int,0,,,,,
player,201101020rav,rav,WebbLa99,def_int_yds,0,,,,,
player,201101020rav,rav,WebbLa99,def_int_td,0,,,,,
player,201101020rav,rav,WebbLa99,def_int_long,0,,,,,
player,201101020rav,rav,WebbLa99,pass_defended,2,,,,,
player,201101020rav,rav,WebbLa99,sacks,0.0,,,,,
player,201101020rav,rav,WebbLa99,tackles_combined,9,,,,,
player,201101020rav,rav,WebbLa99,tackles_solo,9,,,,,
player,201101020rav,rav,WebbLa99,tackles_assists,0,,,,,
player,201101020rav,rav,WebbLa99,tackles_loss,0,,,,,
player,201101020rav,rav,WebbLa99,qb_hits,1,,,,,
player,201101020rav,rav,WebbLa99,fumbles_rec,0,,,,,
player,201101020rav,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201101020rav,rav,WebbLa99,fumbles_forced,0,,,,,
player,201101020rav,rav,McClJa01,def_int,0,,,,,
player,201101020rav,rav,McClJa01,def_int_yds,0,,,,,
player,201101020rav,rav,McClJa01,def_int_td,0,,,,,
player,201101020rav,rav,McClJa01,def_int_long,0,,,,,
player,201101020rav,rav,McClJa01,pass_defended,0,,,,,
player,201101020rav,rav,McClJa01,sacks,0.0,,,,,
player,201101020rav,rav,McClJa01,tackles_combined,8,,,,,
player,201101020rav,rav,McClJa01,tackles_solo,6,,,,,
player,201101020rav,rav,McClJa01,tackles_assists,2,,,,,
player,201101020rav,rav,McClJa01,tackles_loss,0,,,,,
player,201101020rav,rav,McClJa01,qb_hits,0,,,,,
player,201101020rav,rav,McClJa01,fumbles_rec,0,,,,,
player,201101020rav,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201101020rav,rav,McClJa01,fumbles_forced,0,,,,,
player,201101020rav,rav,JohnJa23,def_int,0,,,,,
player,201101020rav,rav,JohnJa23,def_int_yds,0,,,,,
player,201101020rav,rav,JohnJa23,def_int_td,0,,,,,
player,201101020rav,rav,JohnJa23,def_int_long,0,,,,,
player,201101020rav,rav,JohnJa23,pass_defended,0,,,,,
player,201101020rav,rav,JohnJa23,sacks,0.0,,,,,
player,201101020rav,rav,JohnJa23,tackles_combined,7,,,,,
player,201101020rav,rav,JohnJa23,tackles_solo,5,,,,,
player,201101020rav,rav,JohnJa23,tackles_assists,2,,,,,
player,201101020rav,rav,JohnJa23,tackles_loss,0,,,,,
player,201101020rav,rav,JohnJa23,qb_hits,1,,,,,
player,201101020rav,rav,JohnJa23,fumbles_rec,0,,,,,
player,201101020rav,rav,JohnJa23,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,JohnJa23,fumbles_rec_td,0,,,,,
player,201101020rav,rav,JohnJa23,fumbles_forced,0,,,,,
player,201101020rav,rav,CarrCh22,def_int,0,,,,,
player,201101020rav,rav,CarrCh22,def_int_yds,0,,,,,
player,201101020rav,rav,CarrCh22,def_int_td,0,,,,,
player,201101020rav,rav,CarrCh22,def_int_long,0,,,,,
player,201101020rav,rav,CarrCh22,pass_defended,0,,,,,
player,201101020rav,rav,CarrCh22,sacks,0.0,,,,,
player,201101020rav,rav,CarrCh22,tackles_combined,5,,,,,
player,201101020rav,rav,CarrCh22,tackles_solo,5,,,,,
player,201101020rav,rav,CarrCh22,tackles_assists,0,,,,,
player,201101020rav,rav,CarrCh22,tackles_loss,0,,,,,
player,201101020rav,rav,CarrCh22,qb_hits,0,,,,,
player,201101020rav,rav,CarrCh22,fumbles_rec,0,,,,,
player,201101020rav,rav,CarrCh22,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,CarrCh22,fumbles_rec_td,0,,,,,
player,201101020rav,rav,CarrCh22,fumbles_forced,2,,,,,
player,201101020rav,rav,CodyTe99,def_int,0,,,,,
player,201101020rav,rav,CodyTe99,def_int_yds,0,,,,,
player,201101020rav,rav,CodyTe99,def_int_td,0,,,,,
player,201101020rav,rav,CodyTe99,def_int_long,0,,,,,
player,201101020rav,rav,CodyTe99,pass_defended,0,,,,,
player,201101020rav,rav,CodyTe99,sacks,0.0,,,,,
player,201101020rav,rav,CodyTe99,tackles_combined,4,,,,,
player,201101020rav,rav,CodyTe99,tackles_solo,2,,,,,
player,201101020rav,rav,CodyTe99,tackles_assists,2,,,,,
player,201101020rav,rav,CodyTe99,tackles_loss,0,,,,,
player,201101020rav,rav,CodyTe99,qb_hits,0,,,,,
player,201101020rav,rav,CodyTe99,fumbles_rec,0,,,,,
player,201101020rav,rav,CodyTe99,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,CodyTe99,fumbles_rec_td,0,,,,,
player,201101020rav,rav,CodyTe99,fumbles_forced,0,,,,,
player,201101020rav,rav,ReddCo20,def_int,0,,,,,
player,201101020rav,rav,ReddCo20,def_int_yds,0,,,,,
player,201101020rav,rav,ReddCo20,def_int_td,0,,,,,
player,201101020rav,rav,ReddCo20,def_int_long,0,,,,,
player,201101020rav,rav,ReddCo20,pass_defended,0,,,,,
player,201101020rav,rav,ReddCo20,sacks,0.0,,,,,
player,201101020rav,rav,ReddCo20,tackles_combined,4,,,,,
player,201101020rav,rav,ReddCo20,tackles_solo,4,,,,,
player,201101020rav,rav,ReddCo20,tackles_assists,0,,,,,
player,201101020rav,rav,ReddCo20,tackles_loss,2,,,,,
player,201101020rav,rav,ReddCo20,qb_hits,0,,,,,
player,201101020rav,rav,ReddCo20,fumbles_rec,0,,,,,
player,201101020rav,rav,ReddCo20,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,ReddCo20,fumbles_rec_td,0,,,,,
player,201101020rav,rav,ReddCo20,fumbles_forced,0,,,,,
player,201101020rav,rav,SuggTe99,def_int,0,,,,,
player,201101020rav,rav,SuggTe99,def_int_yds,0,,,,,
player,201101020rav,rav,SuggTe99,def_int_td,0,,,,,
player,201101020rav,rav,SuggTe99,def_int_long,0,,,,,
player,201101020rav,rav,SuggTe99,pass_defended,0,,,,,
player,201101020rav,rav,SuggTe99,sacks,0.0,,,,,
player,201101020rav,rav,SuggTe99,tackles_combined,3,,,,,
player,201101020rav,rav,SuggTe99,tackles_solo,3,,,,,
player,201101020rav,rav,SuggTe99,tackles_assists,0,,,,,
player,201101020rav,rav,SuggTe99,tackles_loss,0,,,,,
player,201101020rav,rav,SuggTe99,qb_hits,0,,,,,
player,201101020rav,rav,SuggTe99,fumbles_rec,0,,,,,
player,201101020rav,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201101020rav,rav,SuggTe99,fumbles_forced,0,,,,,
player,201101020rav,rav,DickEd00,def_int,0,,,,,
player,201101020rav,rav,DickEd00,def_int_yds,0,,,,,
player,201101020rav,rav,DickEd00,def_int_td,0,,,,,
player,201101020rav,rav,DickEd00,def_int_long,0,,,,,
player,201101020rav,rav,DickEd00,pass_defended,0,,,,,
player,201101020rav,rav,DickEd00,sacks,0.0,,,,,
player,201101020rav,rav,DickEd00,tackles_combined,2,,,,,
player,201101020rav,rav,DickEd00,tackles_solo,2,,,,,
player,201101020rav,rav,DickEd00,tackles_assists,0,,,,,
player,201101020rav,rav,DickEd00,tackles_loss,0,,,,,
player,201101020rav,rav,DickEd00,qb_hits,0,,,,,
player,201101020rav,rav,DickEd00,fumbles_rec,0,,,,,
player,201101020rav,rav,DickEd00,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,DickEd00,fumbles_rec_td,0,,,,,
player,201101020rav,rav,DickEd00,fumbles_forced,0,,,,,
player,201101020rav,rav,GregKe20,def_int,0,,,,,
player,201101020rav,rav,GregKe20,def_int_yds,0,,,,,
player,201101020rav,rav,GregKe20,def_int_td,0,,,,,
player,201101020rav,rav,GregKe20,def_int_long,0,,,,,
player,201101020rav,rav,GregKe20,pass_defended,0,,,,,
player,201101020rav,rav,GregKe20,sacks,0.0,,,,,
player,201101020rav,rav,GregKe20,tackles_combined,2,,,,,
player,201101020rav,rav,GregKe20,tackles_solo,1,,,,,
player,201101020rav,rav,GregKe20,tackles_assists,1,,,,,
player,201101020rav,rav,GregKe20,tackles_loss,0,,,,,
player,201101020rav,rav,GregKe20,qb_hits,0,,,,,
player,201101020rav,rav,GregKe20,fumbles_rec,0,,,,,
player,201101020rav,rav,GregKe20,fumbles_rec_yds,0,,,,,
player,201101020rav,rav,GregKe20,fumbles_rec_td,0,,,,,
player,201101020rav,rav,GregKe20,fumbles_forced,0,,,,,
player,201101020rav,rav,NakaHa99,def_int,0,,,,,
player,201101020rav,rav,NakaHa99,def_int_yds,0,,,,,
player,201101020rav,rav,NakaHa99,def_int_td,0,,,,,
player,201101020rav,rav,NakaHa99,def_int_long,0,,,,,
player,201101020rav,rav,NakaHa99,pass_defended,0,,,,,
player,201101020rav,rav,NakaHa99,sacks,0.0,,,,,
player,201101020rav,rav,NakaHa99,tackles_combined,2,,,,,
