game,2010,2,20100919,201009190min,mia,"Miami Dolphins",14,min,"Minnesota Vikings",10
player,201009190min,mia,DansKa20,pass_defended,1,,,,,
player,201009190min,mia,DansKa20,sacks,0.0,,,,,
player,201009190min,mia,DansKa20,tackles_combined,9,,,,,
player,201009190min,mia,DansKa20,tackles_solo,6,,,,,
player,201009190min,mia,DansKa20,tackles_assists,3,,,,,
player,201009190min,mia,DansKa20,tackles_loss,0,,,,,
player,201009190min,mia,DansKa20,qb_hits,0,,,,,
player,201009190min,mia,DansKa20,fumbles_rec,0,,,,,
player,201009190min,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201009190min,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201009190min,mia,DansKa20,fumbles_forced,0,,,,,
player,201009190min,mia,ClemCh97,def_int,0,,,,,
player,201009190min,mia,ClemCh97,def_int_yds,0,,,,,
player,201009190min,mia,ClemCh97,def_int_td,0,,,,,
player,201009190min,mia,ClemCh97,def_int_long,0,,,,,
player,201009190min,mia,ClemCh97,pass_defended,0,,,,,
player,201009190min,mia,ClemCh97,sacks,0.0,,,,,
player,201009190min,mia,ClemCh97,tackles_combined,5,,,,,
player,201009190min,mia,ClemCh97,tackles_solo,5,,,,,
player,201009190min,mia,ClemCh97,tackles_assists,0,,,,,
player,201009190min,mia,ClemCh97,tackles_loss,0,,,,,
player,201009190min,mia,ClemCh97,qb_hits,0,,,,,
player,201009190min,mia,ClemCh97,fumbles_rec,0,,,,,
player,201009190min,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201009190min,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201009190min,mia,ClemCh97,fumbles_forced,0,,,,,
player,201009190min,mia,MoseQu99,def_int,0,,,,,
player,201009190min,mia,MoseQu99,def_int_yds,0,,,,,
player,201009190min,mia,MoseQu99,def_int_td,0,,,,,
player,201009190min,mia,MoseQu99,def_int_long,0,,,,,
player,201009190min,mia,MoseQu99,pass_defended,0,,,,,
player,201009190min,mia,MoseQu99,sacks,0.0,,,,,
player,201009190min,mia,MoseQu99,tackles_combined,5,,,,,
player,201009190min,mia,MoseQu99,tackles_solo,4,,,,,
player,201009190min,mia,MoseQu99,tackles_assists,1,,,,,
player,201009190min,mia,MoseQu99,tackles_loss,0,,,,,
player,201009190min,mia,MoseQu99,qb_hits,1,,,,,
player,201009190min,mia,MoseQu99,fumbles_rec,0,,,,,
player,201009190min,mia,MoseQu99,fumbles_rec_yds,0,,,,,
player,201009190min,mia,MoseQu99,fumbles_rec_td,0,,,,,
player,201009190min,mia,MoseQu99,fumbles_forced,0,,,,,
player,201009190min,mia,DobbTi20,def_int,0,,,,,
player,201009190min,mia,DobbTi20,def_int_yds,0,,,,,
player,201009190min,mia,DobbTi20,def_int_td,0,,,,,
player,201009190min,mia,DobbTi20,def_int_long,0,,,,,
player,201009190min,mia,DobbTi20,pass_defended,0,,,,,
player,201009190min,mia,DobbTi20,sacks,0.0,,,,,
player,201009190min,mia,DobbTi20,tackles_combined,3,,,,,
player,201009190min,mia,DobbTi20,tackles_solo,2,,,,,
player,201009190min,mia,DobbTi20,tackles_assists,1,,,,,
player,201009190min,mia,DobbTi20,tackles_loss,0,,,,,
player,201009190min,mia,DobbTi20,qb_hits,0,,,,,
player,201009190min,mia,DobbTi20,fumbles_rec,0,,,,,
player,201009190min,mia,DobbTi20,fumbles_rec_yds,0,,,,,
player,201009190min,mia,DobbTi20,fumbles_rec_td,0,,,,,
player,201009190min,mia,DobbTi20,fumbles_forced,0,,,,,
player,201009190min,mia,SmitSe99,def_int,0,,,,,
player,201009190min,mia,SmitSe99,def_int_yds,0,,,,,
player,201009190min,mia,SmitSe99,def_int_td,0,,,,,
player,201009190min,mia,SmitSe99,def_int_long,0,,,,,
player,201009190min,mia,SmitSe99,pass_defended,0,,,,,
player,201009190min,mia,SmitSe99,sacks,0.0,,,,,
player,201009190min,mia,SmitSe99,tackles_combined,3,,,,,
player,201009190min,mia,SmitSe99,tackles_solo,3,,,,,
player,201009190min,mia,SmitSe99,tackles_assists,0,,,,,
player,201009190min,mia,SmitSe99,tackles_loss,0,,,,,
player,201009190min,mia,SmitSe99,qb_hits,0,,,,,
player,201009190min,mia,SmitSe99,fumbles_rec,0,,,,,
player,201009190min,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201009190min,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201009190min,mia,SmitSe99,fumbles_forced,0,,,,,
player,201009190min,mia,CarpBo20,def_int,0,,,,,
player,201009190min,mia,CarpBo20,def_int_yds,0,,,,,
player,201009190min,mia,CarpBo20,def_int_td,0,,,,,
player,201009190min,mia,CarpBo20,def_int_long,0,,,,,
player,201009190min,mia,CarpBo20,pass_defended,0,,,,,
player,201009190min,mia,CarpBo20,sacks,0.0,,,,,
player,201009190min,mia,CarpBo20,tackles_combined,2,,,,,
player,201009190min,mia,CarpBo20,tackles_solo,1,,,,,
player,201009190min,mia,CarpBo20,tackles_assists,1,,,,,
player,201009190min,mia,CarpBo20,tackles_loss,0,,,,,
player,201009190min,mia,CarpBo20,qb_hits,0,,,,,
player,201009190min,mia,CarpBo20,fumbles_rec,0,,,,,
player,201009190min,mia,CarpBo20,fumbles_rec_yds,0,,,,,
player,201009190min,mia,CarpBo20,fumbles_rec_td,0,,,,,
player,201009190min,mia,CarpBo20,fumbles_forced,0,,,,,
player,201009190min,mia,McDaTo20,def_int,0,,,,,
player,201009190min,mia,McDaTo20,def_int_yds,0,,,,,
player,201009190min,mia,McDaTo20,def_int_td,0,,,,,
player,201009190min,mia,McDaTo20,def_int_long,0,,,,,
player,201009190min,mia,McDaTo20,pass_defended,1,,,,,
player,201009190min,mia,McDaTo20,sacks,0.0,,,,,
player,201009190min,mia,McDaTo20,tackles_combined,2,,,,,
player,201009190min,mia,McDaTo20,tackles_solo,1,,,,,
player,201009190min,mia,McDaTo20,tackles_assists,1,,,,,
player,201009190min,mia,McDaTo20,tackles_loss,0,,,,,
player,201009190min,mia,McDaTo20,qb_hits,0,,,,,
player,201009190min,mia,McDaTo20,fumbles_rec,0,,,,,
player,201009190min,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201009190min,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201009190min,mia,McDaTo20,fumbles_forced,0,,,,,
player,201009190min,mia,MisiKo99,def_int,0,,,,,
player,201009190min,mia,MisiKo99,def_int_yds,0,,,,,
player,201009190min,mia,MisiKo99,def_int_td,0,,,,,
player,201009190min,mia,MisiKo99,def_int_long,0,,,,,
player,201009190min,mia,MisiKo99,pass_defended,0,,,,,
player,201009190min,mia,MisiKo99,sacks,0.0,,,,,
player,201009190min,mia,MisiKo99,tackles_combined,2,,,,,
player,201009190min,mia,MisiKo99,tackles_solo,1,,,,,
player,201009190min,mia,MisiKo99,tackles_assists,1,,,,,
player,201009190min,mia,MisiKo99,tackles_loss,0,,,,,
player,201009190min,mia,MisiKo99,qb_hits,2,,,,,
player,201009190min,mia,MisiKo99,fumbles_rec,1,,,,,
player,201009190min,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201009190min,mia,MisiKo99,fumbles_rec_td,1,,,,,
player,201009190min,mia,MisiKo99,fumbles_forced,0,,,,,
player,201009190min,mia,SappBe20,def_int,0,,,,,
player,201009190min,mia,SappBe20,def_int_yds,0,,,,,
player,201009190min,mia,SappBe20,def_int_td,0,,,,,
player,201009190min,mia,SappBe20,def_int_long,0,,,,,
player,201009190min,mia,SappBe20,pass_defended,0,,,,,
player,201009190min,mia,SappBe20,sacks,0.0,,,,,
player,201009190min,mia,SappBe20,tackles_combined,2,,,,,
player,201009190min,mia,SappBe20,tackles_solo,2,,,,,
player,201009190min,mia,SappBe20,tackles_assists,0,,,,,
player,201009190min,mia,SappBe20,tackles_loss,1,,,,,
player,201009190min,mia,SappBe20,qb_hits,0,,,,,
player,201009190min,mia,SappBe20,fumbles_rec,0,,,,,
player,201009190min,mia,SappBe20,fumbles_rec_yds,0,,,,,
player,201009190min,mia,SappBe20,fumbles_rec_td,0,,,,,
player,201009190min,mia,SappBe20,fumbles_forced,0,,,,,
player,201009190min,mia,SoliPa99,def_int,0,,,,,
player,201009190min,mia,SoliPa99,def_int_yds,0,,,,,
player,201009190min,mia,SoliPa99,def_int_td,0,,,,,
player,201009190min,mia,SoliPa99,def_int_long,0,,,,,
player,201009190min,mia,SoliPa99,pass_defended,0,,,,,
player,201009190min,mia,SoliPa99,sacks,0.0,,,,,
player,201009190min,mia,SoliPa99,tackles_combined,2,,,,,
player,201009190min,mia,SoliPa99,tackles_solo,1,,,,,
player,201009190min,mia,SoliPa99,tackles_assists,1,,,,,
player,201009190min,mia,SoliPa99,tackles_loss,0,,,,,
player,201009190min,mia,SoliPa99,qb_hits,0,,,,,
player,201009190min,mia,SoliPa99,fumbles_rec,0,,,,,
player,201009190min,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201009190min,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201009190min,mia,SoliPa99,fumbles_forced,0,,,,,
player,201009190min,mia,BakeRy00,def_int,0,,,,,
player,201009190min,mia,BakeRy00,def_int_yds,0,,,,,
player,201009190min,mia,BakeRy00,def_int_td,0,,,,,
player,201009190min,mia,BakeRy00,def_int_long,0,,,,,
player,201009190min,mia,BakeRy00,pass_defended,0,,,,,
player,201009190min,mia,BakeRy00,sacks,0.0,,,,,
player,201009190min,mia,BakeRy00,tackles_combined,1,,,,,
player,201009190min,mia,BakeRy00,tackles_solo,0,,,,,
player,201009190min,mia,BakeRy00,tackles_assists,1,,,,,
player,201009190min,mia,BakeRy00,tackles_loss,0,,,,,
player,201009190min,mia,BakeRy00,qb_hits,0,,,,,
player,201009190min,mia,BakeRy00,fumbles_rec,0,,,,,
player,201009190min,mia,BakeRy00,fumbles_rec_yds,0,,,,,
player,201009190min,mia,BakeRy00,fumbles_rec_td,0,,,,,
player,201009190min,mia,BakeRy00,fumbles_forced,0,,,,,
player,201009190min,mia,CulvTy20,def_int,0,,,,,
player,201009190min,mia,CulvTy20,def_int_yds,0,,,,,
player,201009190min,mia,CulvTy20,def_int_td,0,,,,,
player,201009190min,mia,CulvTy20,def_int_long,0,,,,,
player,201009190min,mia,CulvTy20,pass_defended,0,,,,,
player,201009190min,mia,CulvTy20,sacks,0.0,,,,,
player,201009190min,mia,CulvTy20,tackles_combined,1,,,,,
player,201009190min,mia,CulvTy20,tackles_solo,1,,,,,
player,201009190min,mia,CulvTy20,tackles_assists,0,,,,,
player,201009190min,mia,CulvTy20,tackles_loss,0,,,,,
player,201009190min,mia,CulvTy20,qb_hits,0,,,,,
player,201009190min,mia,CulvTy20,fumbles_rec,0,,,,,
player,201009190min,mia,CulvTy20,fumbles_rec_yds,0,,,,,
player,201009190min,mia,CulvTy20,fumbles_rec_td,0,,,,,
player,201009190min,mia,CulvTy20,fumbles_forced,0,,,,,
player,201009190min,mia,JoneRe99,def_int,0,,,,,
player,201009190min,mia,JoneRe99,def_int_yds,0,,,,,
player,201009190min,mia,JoneRe99,def_int_td,0,,,,,
player,201009190min,mia,JoneRe99,def_int_long,0,,,,,
player,201009190min,mia,JoneRe99,pass_defended,0,,,,,
player,201009190min,mia,JoneRe99,sacks,0.0,,,,,
player,201009190min,mia,JoneRe99,tackles_combined,1,,,,,
player,201009190min,mia,JoneRe99,tackles_solo,1,,,,,
player,201009190min,mia,JoneRe99,tackles_assists,0,,,,,
player,201009190min,mia,JoneRe99,tackles_loss,0,,,,,
player,201009190min,mia,JoneRe99,qb_hits,0,,,,,
player,201009190min,mia,JoneRe99,fumbles_rec,0,,,,,
player,201009190min,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201009190min,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201009190min,mia,JoneRe99,fumbles_forced,0,,,,,
player,201009190min,mia,DennJo20,def_int,,,,,,
player,201009190min,mia,DennJo20,def_int_yds,,,,,,
player,201009190min,mia,DennJo20,def_int_td,,,,,,
player,201009190min,mia,DennJo20,def_int_long,,,,,,
player,201009190min,mia,DennJo20,pass_defended,0,,,,,
player,201009190min,mia,DennJo20,sacks,0.0,,,,,
player,201009190min,mia,DennJo20,tackles_combined,1,,,,,
player,201009190min,mia,DennJo20,tackles_solo,1,,,,,
player,201009190min,mia,DennJo20,tackles_assists,0,,,,,
player,201009190min,mia,DennJo20,tackles_loss,0,,,,,
player,201009190min,mia,DennJo20,qb_hits,0,,,,,
player,201009190min,mia,DennJo20,fumbles_rec,0,,,,,
player,201009190min,mia,DennJo20,fumbles_rec_yds,,,,,,
player,201009190min,mia,DennJo20,fumbles_rec_td,,,,,,
player,201009190min,mia,DennJo20,fumbles_forced,0,,,,,
player,201009190min,min,WillKe98,def_int,0,,,,,
player,201009190min,min,WillKe98,def_int_yds,0,,,,,
player,201009190min,min,WillKe98,def_int_td,0,,,,,
player,201009190min,min,WillKe98,def_int_long,0,,,,,
player,201009190min,min,WillKe98,pass_defended,1,,,,,
player,201009190min,min,WillKe98,sacks,1.0,,,,,
player,201009190min,min,WillKe98,tackles_combined,5,,,,,
player,201009190min,min,WillKe98,tackles_solo,3,,,,,
player,201009190min,min,WillKe98,tackles_assists,2,,,,,
player,201009190min,min,WillKe98,tackles_loss,1,,,,,
player,201009190min,min,WillKe98,qb_hits,1,,,,,
player,201009190min,min,WillKe98,fumbles_rec,0,,,,,
player,201009190min,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201009190min,min,WillKe98,fumbles_rec_td,0,,,,,
player,201009190min,min,WillKe98,fumbles_forced,0,,,,,
player,201009190min,min,AlleJa22,def_int,0,,,,,
player,201009190min,min,AlleJa22,def_int_yds,0,,,,,
player,201009190min,min,AlleJa22,def_int_td,0,,,,,
player,201009190min,min,AlleJa22,def_int_long,0,,,,,
player,201009190min,min,AlleJa22,pass_defended,0,,,,,
player,201009190min,min,AlleJa22,sacks,1.0,,,,,
player,201009190min,min,AlleJa22,tackles_combined,3,,,,,
player,201009190min,min,AlleJa22,tackles_solo,3,,,,,
player,201009190min,min,AlleJa22,tackles_assists,0,,,,,
player,201009190min,min,AlleJa22,tackles_loss,0,,,,,
player,201009190min,min,AlleJa22,qb_hits,2,,,,,
player,201009190min,min,AlleJa22,fumbles_rec,0,,,,,
player,201009190min,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201009190min,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201009190min,min,AlleJa22,fumbles_forced,0,,,,,
player,201009190min,min,GreeCh99,def_int,0,,,,,
player,201009190min,min,GreeCh99,def_int_yds,0,,,,,
player,201009190min,min,GreeCh99,def_int_td,0,,,,,
player,201009190min,min,GreeCh99,def_int_long,0,,,,,
player,201009190min,min,GreeCh99,pass_defended,0,,,,,
player,201009190min,min,GreeCh99,sacks,0.0,,,,,
player,201009190min,min,GreeCh99,tackles_combined,8,,,,,
player,201009190min,min,GreeCh99,tackles_solo,4,,,,,
player,201009190min,min,GreeCh99,tackles_assists,4,,,,,
player,201009190min,min,GreeCh99,tackles_loss,2,,,,,
player,201009190min,min,GreeCh99,qb_hits,0,,,,,
player,201009190min,min,GreeCh99,fumbles_rec,0,,,,,
player,201009190min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201009190min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201009190min,min,GreeCh99,fumbles_forced,0,,,,,
player,201009190min,min,HendE.20,def_int,0,,,,,
player,201009190min,min,HendE.20,def_int_yds,0,,,,,
player,201009190min,min,HendE.20,def_int_td,0,,,,,
player,201009190min,min,HendE.20,def_int_long,0,,,,,
player,201009190min,min,HendE.20,pass_defended,0,,,,,
player,201009190min,min,HendE.20,sacks,0.0,,,,,
player,201009190min,min,HendE.20,tackles_combined,7,,,,,
player,201009190min,min,HendE.20,tackles_solo,5,,,,,
player,201009190min,min,HendE.20,tackles_assists,2,,,,,
player,201009190min,min,HendE.20,tackles_loss,0,,,,,
player,201009190min,min,HendE.20,qb_hits,0,,,,,
player,201009190min,min,HendE.20,fumbles_rec,1,,,,,
player,201009190min,min,HendE.20,fumbles_rec_yds,0,,,,,
player,201009190min,min,HendE.20,fumbles_rec_td,0,,,,,
player,201009190min,min,HendE.20,fumbles_forced,1,,,,,
player,201009190min,min,WillMa20,def_int,0,,,,,
player,201009190min,min,WillMa20,def_int_yds,0,,,,,
player,201009190min,min,WillMa20,def_int_td,0,,,,,
player,201009190min,min,WillMa20,def_int_long,0,,,,,
player,201009190min,min,WillMa20,pass_defended,0,,,,,
player,201009190min,min,WillMa20,sacks,0.0,,,,,
player,201009190min,min,WillMa20,tackles_combined,5,,,,,
player,201009190min,min,WillMa20,tackles_solo,5,,,,,
player,201009190min,min,WillMa20,tackles_assists,0,,,,,
player,201009190min,min,WillMa20,tackles_loss,0,,,,,
player,201009190min,min,WillMa20,qb_hits,0,,,,,
player,201009190min,min,WillMa20,fumbles_rec,0,,,,,
player,201009190min,min,WillMa20,fumbles_rec_yds,0,,,,,
player,201009190min,min,WillMa20,fumbles_rec_td,0,,,,,
player,201009190min,min,WillMa20,fumbles_forced,0,,,,,
player,201009190min,min,WinfAn20,def_int,0,,,,,
player,201009190min,min,WinfAn20,def_int_yds,0,,,,,
player,201009190min,min,WinfAn20,def_int_td,0,,,,,
player,201009190min,min,WinfAn20,def_int_long,0,,,,,
player,201009190min,min,WinfAn20,pass_defended,0,,,,,
player,201009190min,min,WinfAn20,sacks,0.0,,,,,
player,201009190min,min,WinfAn20,tackles_combined,4,,,,,
player,201009190min,min,WinfAn20,tackles_solo,3,,,,,
player,201009190min,min,WinfAn20,tackles_assists,1,,,,,
player,201009190min,min,WinfAn20,tackles_loss,0,,,,,
player,201009190min,min,WinfAn20,qb_hits,0,,,,,
player,201009190min,min,WinfAn20,fumbles_rec,0,,,,,
player,201009190min,min,WinfAn20,fumbles_rec_yds,0,,,,,
player,201009190min,min,WinfAn20,fumbles_rec_td,0,,,,,
player,201009190min,min,WinfAn20,fumbles_forced,0,,,,,
player,201009190min,min,AbduHu99,def_int,0,,,,,
player,201009190min,min,AbduHu99,def_int_yds,0,,,,,
player,201009190min,min,AbduHu99,def_int_td,0,,,,,
player,201009190min,min,AbduHu99,def_int_long,0,,,,,
player,201009190min,min,AbduHu99,pass_defended,0,,,,,
player,201009190min,min,AbduHu99,sacks,0.0,,,,,
player,201009190min,min,AbduHu99,tackles_combined,3,,,,,
player,201009190min,min,AbduHu99,tackles_solo,2,,,,,
player,201009190min,min,AbduHu99,tackles_assists,1,,,,,
player,201009190min,min,AbduHu99,tackles_loss,0,,,,,
player,201009190min,min,AbduHu99,qb_hits,0,,,,,
player,201009190min,min,AbduHu99,fumbles_rec,0,,,,,
player,201009190min,min,AbduHu99,fumbles_rec_yds,0,,,,,
player,201009190min,min,AbduHu99,fumbles_rec_td,0,,,,,
player,201009190min,min,AbduHu99,fumbles_forced,0,,,,,
player,201009190min,min,EdwaRa21,def_int,0,,,,,
player,201009190min,min,EdwaRa21,def_int_yds,0,,,,,
player,201009190min,min,EdwaRa21,def_int_td,0,,,,,
player,201009190min,min,EdwaRa21,def_int_long,0,,,,,
player,201009190min,min,EdwaRa21,pass_defended,1,,,,,
player,201009190min,min,EdwaRa21,sacks,0.0,,,,,
player,201009190min,min,EdwaRa21,tackles_combined,3,,,,,
player,201009190min,min,EdwaRa21,tackles_solo,3,,,,,
player,201009190min,min,EdwaRa21,tackles_assists,0,,,,,
player,201009190min,min,EdwaRa21,tackles_loss,1,,,,,
player,201009190min,min,EdwaRa21,qb_hits,0,,,,,
player,201009190min,min,EdwaRa21,fumbles_rec,0,,,,,
player,201009190min,min,EdwaRa21,fumbles_rec_yds,0,,,,,
player,201009190min,min,EdwaRa21,fumbles_rec_td,0,,,,,
player,201009190min,min,EdwaRa21,fumbles_forced,0,,,,,
player,201009190min,min,LebeBe20,def_int,0,,,,,
player,201009190min,min,LebeBe20,def_int_yds,0,,,,,
player,201009190min,min,LebeBe20,def_int_td,0,,,,,
player,201009190min,min,LebeBe20,def_int_long,0,,,,,
player,201009190min,min,LebeBe20,pass_defended,0,,,,,
player,201009190min,min,LebeBe20,sacks,0.0,,,,,
player,201009190min,min,LebeBe20,tackles_combined,3,,,,,
player,201009190min,min,LebeBe20,tackles_solo,2,,,,,
player,201009190min,min,LebeBe20,tackles_assists,1,,,,,
player,201009190min,min,LebeBe20,tackles_loss,0,,,,,
player,201009190min,min,LebeBe20,qb_hits,0,,,,,
player,201009190min,min,LebeBe20,fumbles_rec,0,,,,,
player,201009190min,min,LebeBe20,fumbles_rec_yds,0,,,,,
player,201009190min,min,LebeBe20,fumbles_rec_td,0,,,,,
player,201009190min,min,LebeBe20,fumbles_forced,0,,,,,
player,201009190min,min,WillPa20,def_int,0,,,,,
player,201009190min,min,WillPa20,def_int_yds,0,,,,,
player,201009190min,min,WillPa20,def_int_td,0,,,,,
player,201009190min,min,WillPa20,def_int_long,0,,,,,
player,201009190min,min,WillPa20,pass_defended,0,,,,,
player,201009190min,min,WillPa20,sacks,0.0,,,,,
player,201009190min,min,WillPa20,tackles_combined,3,,,,,
player,201009190min,min,WillPa20,tackles_solo,2,,,,,
player,201009190min,min,WillPa20,tackles_assists,1,,,,,
player,201009190min,min,WillPa20,tackles_loss,0,,,,,
player,201009190min,min,WillPa20,qb_hits,0,,,,,
player,201009190min,min,WillPa20,fumbles_rec,0,,,,,
player,201009190min,min,WillPa20,fumbles_rec_yds,0,,,,,
player,201009190min,min,WillPa20,fumbles_rec_td,0,,,,,
player,201009190min,min,WillPa20,fumbles_forced,1,,,,,
player,201009190min,min,ShepLi99,def_int,0,,,,,
player,201009190min,min,ShepLi99,def_int_yds,0,,,,,
player,201009190min,min,ShepLi99,def_int_td,0,,,,,
player,201009190min,min,ShepLi99,def_int_long,0,,,,,
player,201009190min,min,ShepLi99,pass_defended,0,,,,,
player,201009190min,min,ShepLi99,sacks,0.0,,,,,
player,201009190min,min,ShepLi99,tackles_combined,2,,,,,
player,201009190min,min,ShepLi99,tackles_solo,2,,,,,
player,201009190min,min,ShepLi99,tackles_assists,0,,,,,
player,201009190min,min,ShepLi99,tackles_loss,0,,,,,
player,201009190min,min,ShepLi99,qb_hits,0,,,,,
player,201009190min,min,ShepLi99,fumbles_rec,0,,,,,
player,201009190min,min,ShepLi99,fumbles_rec_yds,0,,,,,
player,201009190min,min,ShepLi99,fumbles_rec_td,0,,,,,
player,201009190min,min,ShepLi99,fumbles_forced,0,,,,,
player,201009190min,min,AlleAs99,def_int,0,,,,,
player,201009190min,min,AlleAs99,def_int_yds,0,,,,,
player,201009190min,min,AlleAs99,def_int_td,0,,,,,
player,201009190min,min,AlleAs99,def_int_long,0,,,,,
player,201009190min,min,AlleAs99,pass_defended,0,,,,,
player,201009190min,min,AlleAs99,sacks,0.0,,,,,
player,201009190min,min,AlleAs99,tackles_combined,1,,,,,
player,201009190min,min,AlleAs99,tackles_solo,1,,,,,
player,201009190min,min,AlleAs99,tackles_assists,0,,,,,
player,201009190min,min,AlleAs99,tackles_loss,0,,,,,
player,201009190min,min,AlleAs99,qb_hits,0,,,,,
player,201009190min,min,AlleAs99,fumbles_rec,0,,,,,
player,201009190min,min,AlleAs99,fumbles_rec_yds,0,,,,,
player,201009190min,min,AlleAs99,fumbles_rec_td,0,,,,,
player,201009190min,min,AlleAs99,fumbles_forced,0,,,,,
player,201009190min,min,FarwHe20,def_int,0,,,,,
player,201009190min,min,FarwHe20,def_int_yds,0,,,,,
player,201009190min,min,FarwHe20,def_int_td,0,,,,,
player,201009190min,min,FarwHe20,def_int_long,0,,,,,
player,201009190min,min,FarwHe20,pass_defended,0,,,,,
player,201009190min,min,FarwHe20,sacks,0.0,,,,,
player,201009190min,min,FarwHe20,tackles_combined,1,,,,,
player,201009190min,min,FarwHe20,tackles_solo,1,,,,,
player,201009190min,min,FarwHe20,tackles_assists,0,,,,,
player,201009190min,min,FarwHe20,tackles_loss,0,,,,,
player,201009190min,min,FarwHe20,qb_hits,0,,,,,
player,201009190min,min,FarwHe20,fumbles_rec,0,,,,,
player,201009190min,min,FarwHe20,fumbles_rec_yds,0,,,,,
player,201009190min,min,FarwHe20,fumbles_rec_td,0,,,,,
player,201009190min,min,FarwHe20,fumbles_forced,0,,,,,
player,201009190min,min,GuioLe99,def_int,0,,,,,
player,201009190min,min,GuioLe99,def_int_yds,0,,,,,
player,201009190min,min,GuioLe99,def_int_td,0,,,,,
player,201009190min,min,GuioLe99,def_int_long,0,,,,,
player,201009190min,min,GuioLe99,pass_defended,0,,,,,
player,201009190min,min,GuioLe99,sacks,0.0,,,,,
player,201009190min,min,GuioLe99,tackles_combined,1,,,,,
player,201009190min,min,GuioLe99,tackles_solo,1,,,,,
player,201009190min,min,GuioLe99,tackles_assists,0,,,,,
player,201009190min,min,GuioLe99,tackles_loss,1,,,,,
player,201009190min,min,GuioLe99,qb_hits,0,,,,,
player,201009190min,min,GuioLe99,fumbles_rec,0,,,,,
player,201009190min,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201009190min,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201009190min,min,GuioLe99,fumbles_forced,0,,,,,
player,201009190min,min,HendEr99,def_int,0,,,,,
player,201009190min,min,HendEr99,def_int_yds,0,,,,,
player,201009190min,min,HendEr99,def_int_td,0,,,,,
player,201009190min,min,HendEr99,def_int_long,0,,,,,
player,201009190min,min,HendEr99,pass_defended,0,,,,,
player,201009190min,min,HendEr99,sacks,0.0,,,,,
player,201009190min,min,HendEr99,tackles_combined,1,,,,,
player,201009190min,min,HendEr99,tackles_solo,1,,,,,
player,201009190min,min,HendEr99,tackles_assists,0,,,,,
player,201009190min,min,HendEr99,tackles_loss,0,,,,,
player,201009190min,min,HendEr99,qb_hits,0,,,,,
player,201009190min,min,HendEr99,fumbles_rec,1,,,,,
player,201009190min,min,HendEr99,fumbles_rec_yds,3,,,,,
player,201009190min,min,HendEr99,fumbles_rec_td,0,,,,,
player,201009190min,min,HendEr99,fumbles_forced,0,,,,,
player,201009190min,min,OnatKe00,def_int,0,,,,,
player,201009190min,min,OnatKe00,def_int_yds,0,,,,,
player,201009190min,min,OnatKe00,def_int_td,0,,,,,
player,201009190min,min,OnatKe00,def_int_long,0,,,,,
player,201009190min,min,OnatKe00,pass_defended,0,,,,,
player,201009190min,min,OnatKe00,sacks,0.0,,,,,
player,201009190min,min,OnatKe00,tackles_combined,1,,,,,
player,201009190min,min,OnatKe00,tackles_solo,1,,,,,
player,201009190min,min,OnatKe00,tackles_assists,0,,,,,
player,201009190min,min,OnatKe00,tackles_loss,0,,,,,
player,201009190min,min,OnatKe00,qb_hits,0,,,,,
player,201009190min,min,OnatKe00,fumbles_rec,0,,,,,
player,201009190min,min,OnatKe00,fumbles_rec_yds,0,,,,,
player,201009190min,min,OnatKe00,fumbles_rec_td,0,,,,,
player,201009190min,min,OnatKe00,fumbles_forced,0,,,,,
player,201009190min,min,BerrBe00,def_int,0,,,,,
player,201009190min,min,BerrBe00,def_int_yds,0,,,,,
player,201009190min,min,BerrBe00,def_int_td,0,,,,,
player,201009190min,min,BerrBe00,def_int_long,0,,,,,
player,201009190min,min,BerrBe00,pass_defended,0,,,,,
player,201009190min,min,BerrBe00,sacks,0.0,,,,,
player,201009190min,min,BerrBe00,tackles_combined,0,,,,,
player,201009190min,min,BerrBe00,tackles_solo,0,,,,,
player,201009190min,min,BerrBe00,tackles_assists,0,,,,,
player,201009190min,min,BerrBe00,tackles_loss,0,,,,,
player,201009190min,min,BerrBe00,qb_hits,0,,,,,
player,201009190min,min,BerrBe00,fumbles_rec,1,,,,,
player,201009190min,min,BerrBe00,fumbles_rec_yds,0,,,,,
player,201009190min,min,BerrBe00,fumbles_rec_td,0,,,,,
