game,2010,1,20100912,201009120chi,det,"Detroit Lions",14,chi,"Chicago Bears",19
team,201009120chi,det,First Downs,13,,,,,,
team,201009120chi,chi,First Downs,23,,,,,,
team,201009120chi,det,Rush-Yds-TDs,21-20-2,,,,,,
team,201009120chi,chi,Rush-Yds-TDs,31-101-0,,,,,,
team,201009120chi,det,Cmp-Att-Yd-TD-INT,20-34-171-0-1,,,,,,
team,201009120chi,chi,Cmp-Att-Yd-TD-INT,23-35-372-2-1,,,,,,
team,201009120chi,det,Sacked-Yards,2-23,,,,,,
team,201009120chi,chi,Sacked-Yards,4-10,,,,,,
team,201009120chi,det,Net Pass Yards,148,,,,,,
team,201009120chi,chi,Net Pass Yards,362,,,,,,
team,201009120chi,det,Total Yards,168,,,,,,
team,201009120chi,chi,Total Yards,463,,,,,,
team,201009120chi,det,Fumbles-Lost,3-2,,,,,,
team,201009120chi,chi,Fumbles-Lost,4-3,,,,,,
team,201009120chi,det,Turnovers,3,,,,,,
team,201009120chi,chi,Turnovers,4,,,,,,
team,201009120chi,det,Penalties-Yards,7-40,,,,,,
team,201009120chi,chi,Penalties-Yards,9-100,,,,,,
team,201009120chi,det,Third Down Conv.,4-14,,,,,,
team,201009120chi,chi,Third Down Conv.,6-14,,,,,,
team,201009120chi,det,Fourth Down Conv.,0-1,,,,,,
team,201009120chi,chi,Fourth Down Conv.,0-1,,,,,,
team,201009120chi,det,Time of Possession,25:18,,,,,,
team,201009120chi,chi,Time of Possession,34:42,,,,,,
player,201009120chi,det,HillSh00,pass_cmp,9,,,,,
player,201009120chi,det,HillSh00,pass_att,19,,,,,
player,201009120chi,det,HillSh00,pass_yds,88,,,,,
player,201009120chi,det,HillSh00,pass_td,0,,,,,
player,201009120chi,det,HillSh00,pass_int,1,,,,,
player,201009120chi,det,HillSh00,pass_sacked,1,,,,,
player,201009120chi,det,HillSh00,pass_sacked_yds,9,,,,,
player,201009120chi,det,HillSh00,pass_long,24,,,,,
player,201009120chi,det,HillSh00,pass_rating,38.9,,,,,
player,201009120chi,det,HillSh00,rush_att,3,,,,,
player,201009120chi,det,HillSh00,rush_yds,-4,,,,,
player,201009120chi,det,HillSh00,rush_td,0,,,,,
player,201009120chi,det,HillSh00,rush_long,3,,,,,
player,201009120chi,det,HillSh00,targets,0,,,,,
player,201009120chi,det,HillSh00,rec,0,,,,,
player,201009120chi,det,HillSh00,rec_yds,0,,,,,
player,201009120chi,det,HillSh00,rec_td,0,,,,,
player,201009120chi,det,HillSh00,rec_long,0,,,,,
player,201009120chi,det,HillSh00,fumbles,1,,,,,
player,201009120chi,det,HillSh00,fumbles_lost,1,,,,,
player,201009120chi,det,StafMa00,pass_cmp,11,,,,,
player,201009120chi,det,StafMa00,pass_att,15,,,,,
player,201009120chi,det,StafMa00,pass_yds,83,,,,,
player,201009120chi,det,StafMa00,pass_td,0,,,,,
player,201009120chi,det,StafMa00,pass_int,0,,,,,
player,201009120chi,det,StafMa00,pass_sacked,1,,,,,
player,201009120chi,det,StafMa00,pass_sacked_yds,14,,,,,
player,201009120chi,det,StafMa00,pass_long,19,,,,,
player,201009120chi,det,StafMa00,pass_rating,86.2,,,,,
player,201009120chi,det,StafMa00,rush_att,0,,,,,
player,201009120chi,det,StafMa00,rush_yds,0,,,,,
player,201009120chi,det,StafMa00,rush_td,0,,,,,
player,201009120chi,det,StafMa00,rush_long,0,,,,,
