game,2010,15,20101219,201012190nwe,gnb,"Green Bay Packers",27,nwe,"New England Patriots",31
player,201012190nwe,gnb,ShieSa00,kick_ret_td,0,,,,,
player,201012190nwe,gnb,ShieSa00,kick_ret_long,45,,,,,
player,201012190nwe,gnb,ShieSa00,punt_ret,0,,,,,
player,201012190nwe,gnb,ShieSa00,punt_ret_yds,0,,,,,
player,201012190nwe,gnb,ShieSa00,punt_ret_yds_per_ret,,,,,,
player,201012190nwe,gnb,ShieSa00,punt_ret_td,0,,,,,
player,201012190nwe,gnb,ShieSa00,punt_ret_long,0,,,,,
player,201012190nwe,nwe,EdelJu00,kick_ret,0,,,,,
player,201012190nwe,nwe,EdelJu00,kick_ret_yds,0,,,,,
player,201012190nwe,nwe,EdelJu00,kick_ret_yds_per_ret,,,,,,
player,201012190nwe,nwe,EdelJu00,kick_ret_td,0,,,,,
player,201012190nwe,nwe,EdelJu00,kick_ret_long,0,,,,,
player,201012190nwe,nwe,EdelJu00,punt_ret,3,,,,,
player,201012190nwe,nwe,EdelJu00,punt_ret_yds,11,,,,,
player,201012190nwe,nwe,EdelJu00,punt_ret_yds_per_ret,3.7,,,,,
player,201012190nwe,nwe,EdelJu00,punt_ret_td,0,,,,,
player,201012190nwe,nwe,EdelJu00,punt_ret_long,7,,,,,
player,201012190nwe,nwe,CrumAl00,kick_ret,2,,,,,
player,201012190nwe,nwe,CrumAl00,kick_ret_yds,6,,,,,
player,201012190nwe,nwe,CrumAl00,kick_ret_yds_per_ret,3.0,,,,,
player,201012190nwe,nwe,CrumAl00,kick_ret_td,0,,,,,
player,201012190nwe,nwe,CrumAl00,kick_ret_long,4,,,,,
player,201012190nwe,nwe,CrumAl00,punt_ret,0,,,,,
player,201012190nwe,nwe,CrumAl00,punt_ret_yds,0,,,,,
player,201012190nwe,nwe,CrumAl00,punt_ret_yds_per_ret,,,,,,
player,201012190nwe,nwe,CrumAl00,punt_ret_td,0,,,,,
player,201012190nwe,nwe,CrumAl00,punt_ret_long,0,,,,,
player,201012190nwe,nwe,ConnDa21,kick_ret,1,,,,,
player,201012190nwe,nwe,ConnDa21,kick_ret_yds,71,,,,,
player,201012190nwe,nwe,ConnDa21,kick_ret_yds_per_ret,71.0,,,,,
player,201012190nwe,nwe,ConnDa21,kick_ret_td,0,,,,,
player,201012190nwe,nwe,ConnDa21,kick_ret_long,71,,,,,
player,201012190nwe,nwe,ConnDa21,punt_ret,0,,,,,
player,201012190nwe,nwe,ConnDa21,punt_ret_yds,0,,,,,
player,201012190nwe,nwe,ConnDa21,punt_ret_yds_per_ret,,,,,,
player,201012190nwe,nwe,ConnDa21,punt_ret_td,0,,,,,
player,201012190nwe,nwe,ConnDa21,punt_ret_long,0,,,,,
player,201012190nwe,nwe,TateBr00,kick_ret,1,,,,,
player,201012190nwe,nwe,TateBr00,kick_ret_yds,20,,,,,
player,201012190nwe,nwe,TateBr00,kick_ret_yds_per_ret,20.0,,,,,
player,201012190nwe,nwe,TateBr00,kick_ret_td,0,,,,,
player,201012190nwe,nwe,TateBr00,kick_ret_long,20,,,,,
player,201012190nwe,nwe,TateBr00,punt_ret,0,,,,,
player,201012190nwe,nwe,TateBr00,punt_ret_yds,0,,,,,
player,201012190nwe,nwe,TateBr00,punt_ret_yds_per_ret,,,,,,
player,201012190nwe,nwe,TateBr00,punt_ret_td,0,,,,,
player,201012190nwe,nwe,TateBr00,punt_ret_long,0,,,,,
player,201012190nwe,gnb,CrosMa20,xpm,3,,,,,
player,201012190nwe,gnb,CrosMa20,xpa,3,,,,,
player,201012190nwe,gnb,CrosMa20,fgm,2,,,,,
player,201012190nwe,gnb,CrosMa20,fga,2,,,,,
player,201012190nwe,gnb,CrosMa20,punt,0,,,,,
player,201012190nwe,gnb,CrosMa20,punt_yds,0,,,,,
player,201012190nwe,gnb,CrosMa20,punt_yds_per_punt,,,,,,
player,201012190nwe,gnb,CrosMa20,punt_long,0,,,,,
player,201012190nwe,gnb,MastTi99,xpm,,,,,,
player,201012190nwe,gnb,MastTi99,xpa,,,,,,
player,201012190nwe,gnb,MastTi99,fgm,,,,,,
player,201012190nwe,gnb,MastTi99,fga,,,,,,
player,201012190nwe,gnb,MastTi99,punt,4,,,,,
player,201012190nwe,gnb,MastTi99,punt_yds,165,,,,,
player,201012190nwe,gnb,MastTi99,punt_yds_per_punt,41.3,,,,,
player,201012190nwe,gnb,MastTi99,punt_long,58,,,,,
player,201012190nwe,nwe,grahasha01,xpm,4,,,,,
player,201012190nwe,nwe,grahasha01,xpa,4,,,,,
player,201012190nwe,nwe,grahasha01,fgm,1,,,,,
player,201012190nwe,nwe,grahasha01,fga,1,,,,,
player,201012190nwe,nwe,grahasha01,punt,0,,,,,
player,201012190nwe,nwe,grahasha01,punt_yds,0,,,,,
player,201012190nwe,nwe,grahasha01,punt_yds_per_punt,,,,,,
player,201012190nwe,nwe,grahasha01,punt_long,0,,,,,
player,201012190nwe,nwe,MeskZo99,xpm,,,,,,
player,201012190nwe,nwe,MeskZo99,xpa,,,,,,
player,201012190nwe,nwe,MeskZo99,fgm,,,,,,
player,201012190nwe,nwe,MeskZo99,fga,,,,,,
player,201012190nwe,nwe,MeskZo99,punt,5,,,,,
player,201012190nwe,nwe,MeskZo99,punt_yds,202,,,,,
player,201012190nwe,nwe,MeskZo99,punt_yds_per_punt,40.4,,,,,
player,201012190nwe,nwe,MeskZo99,punt_long,48,,,,,
