game,2010,15,20101219,201012190nwe,gnb,"Green Bay Packers",27,nwe,"New England Patriots",31
team,201012190nwe,gnb,First Downs,26,,,,,,
team,201012190nwe,nwe,First Downs,14,,,,,,
team,201012190nwe,gnb,Rush-Yds-TDs,38-143-0,,,,,,
team,201012190nwe,nwe,Rush-Yds-TDs,16-113-1,,,,,,
team,201012190nwe,gnb,Cmp-Att-Yd-TD-INT,24-37-251-3-1,,,,,,
team,201012190nwe,nwe,Cmp-Att-Yd-TD-INT,15-24-163-2-0,,,,,,
team,201012190nwe,gnb,Sacked-Yards,5-25,,,,,,
team,201012190nwe,nwe,Sacked-Yards,3-27,,,,,,
team,201012190nwe,gnb,Net Pass Yards,226,,,,,,
team,201012190nwe,nwe,Net Pass Yards,136,,,,,,
team,201012190nwe,gnb,Total Yards,369,,,,,,
team,201012190nwe,nwe,Total Yards,249,,,,,,
team,201012190nwe,gnb,Fumbles-Lost,1-1,,,,,,
team,201012190nwe,nwe,Fumbles-Lost,2-0,,,,,,
team,201012190nwe,gnb,Turnovers,2,,,,,,
team,201012190nwe,nwe,Turnovers,0,,,,,,
team,201012190nwe,gnb,Penalties-Yards,2-15,,,,,,
team,201012190nwe,nwe,Penalties-Yards,7-52,,,,,,
team,201012190nwe,gnb,Third Down Conv.,11-19,,,,,,
team,201012190nwe,nwe,Third Down Conv.,4-10,,,,,,
team,201012190nwe,gnb,Fourth Down Conv.,0-1,,,,,,
team,201012190nwe,nwe,Fourth Down Conv.,0-0,,,,,,
team,201012190nwe,gnb,Time of Possession,40:48,,,,,,
team,201012190nwe,nwe,Time of Possession,19:12,,,,,,
player,201012190nwe,gnb,FlynMa00,pass_cmp,24,,,,,
player,201012190nwe,gnb,FlynMa00,pass_att,37,,,,,
player,201012190nwe,gnb,FlynMa00,pass_yds,251,,,,,
player,201012190nwe,gnb,FlynMa00,pass_td,3,,,,,
player,201012190nwe,gnb,FlynMa00,pass_int,1,,,,,
player,201012190nwe,gnb,FlynMa00,pass_sacked,5,,,,,
player,201012190nwe,gnb,FlynMa00,pass_sacked_yds,25,,,,,
player,201012190nwe,gnb,FlynMa00,pass_long,66,,,,,
player,201012190nwe,gnb,FlynMa00,pass_rating,100.2,,,,,
player,201012190nwe,gnb,FlynMa00,rush_att,3,,,,,
player,201012190nwe,gnb,FlynMa00,rush_yds,13,,,,,
player,201012190nwe,gnb,FlynMa00,rush_td,0,,,,,
player,201012190nwe,gnb,FlynMa00,rush_long,9,,,,,
player,201012190nwe,gnb,FlynMa00,targets,0,,,,,
player,201012190nwe,gnb,FlynMa00,rec,0,,,,,
player,201012190nwe,gnb,FlynMa00,rec_yds,0,,,,,
player,201012190nwe,gnb,FlynMa00,rec_td,0,,,,,
player,201012190nwe,gnb,FlynMa00,rec_long,0,,,,,
player,201012190nwe,gnb,FlynMa00,fumbles,1,,,,,
player,201012190nwe,gnb,FlynMa00,fumbles_lost,1,,,,,
player,201012190nwe,gnb,JackBr00,pass_cmp,0,,,,,
player,201012190nwe,gnb,JackBr00,pass_att,0,,,,,
player,201012190nwe,gnb,JackBr00,pass_yds,0,,,,,
player,201012190nwe,gnb,JackBr00,pass_td,0,,,,,
player,201012190nwe,gnb,JackBr00,pass_int,0,,,,,
player,201012190nwe,gnb,JackBr00,pass_sacked,,,,,,
player,201012190nwe,gnb,JackBr00,pass_sacked_yds,,,,,,
player,201012190nwe,gnb,JackBr00,pass_long,0,,,,,
player,201012190nwe,gnb,JackBr00,pass_rating,,,,,,
player,201012190nwe,gnb,JackBr00,rush_att,22,,,,,
player,201012190nwe,gnb,JackBr00,rush_yds,99,,,,,
player,201012190nwe,gnb,JackBr00,rush_td,0,,,,,
player,201012190nwe,gnb,JackBr00,rush_long,12,,,,,
player,201012190nwe,gnb,JackBr00,targets,2,,,,,
player,201012190nwe,gnb,JackBr00,rec,1,,,,,
player,201012190nwe,gnb,JackBr00,rec_yds,3,,,,,
player,201012190nwe,gnb,JackBr00,rec_td,0,,,,,
player,201012190nwe,gnb,JackBr00,rec_long,3,,,,,
player,201012190nwe,gnb,JackBr00,fumbles,0,,,,,
player,201012190nwe,gnb,JackBr00,fumbles_lost,,,,,,
player,201012190nwe,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201012190nwe,gnb,KuhnJo00,pass_att,0,,,,,
player,201012190nwe,gnb,KuhnJo00,pass_yds,0,,,,,
player,201012190nwe,gnb,KuhnJo00,pass_td,0,,,,,
player,201012190nwe,gnb,KuhnJo00,pass_int,0,,,,,
player,201012190nwe,gnb,KuhnJo00,pass_sacked,,,,,,
player,201012190nwe,gnb,KuhnJo00,pass_sacked_yds,,,,,,
player,201012190nwe,gnb,KuhnJo00,pass_long,0,,,,,
player,201012190nwe,gnb,KuhnJo00,pass_rating,,,,,,
player,201012190nwe,gnb,KuhnJo00,rush_att,6,,,,,
player,201012190nwe,gnb,KuhnJo00,rush_yds,21,,,,,
player,201012190nwe,gnb,KuhnJo00,rush_td,0,,,,,
player,201012190nwe,gnb,KuhnJo00,rush_long,7,,,,,
player,201012190nwe,gnb,KuhnJo00,targets,3,,,,,
player,201012190nwe,gnb,KuhnJo00,rec,3,,,,,
player,201012190nwe,gnb,KuhnJo00,rec_yds,27,,,,,
player,201012190nwe,gnb,KuhnJo00,rec_td,1,,,,,
player,201012190nwe,gnb,KuhnJo00,rec_long,12,,,,,
player,201012190nwe,gnb,KuhnJo00,fumbles,0,,,,,
player,201012190nwe,gnb,KuhnJo00,fumbles_lost,,,,,,
player,201012190nwe,gnb,NancDi00,pass_cmp,0,,,,,
player,201012190nwe,gnb,NancDi00,pass_att,0,,,,,
player,201012190nwe,gnb,NancDi00,pass_yds,0,,,,,
player,201012190nwe,gnb,NancDi00,pass_td,0,,,,,
player,201012190nwe,gnb,NancDi00,pass_int,0,,,,,
player,201012190nwe,gnb,NancDi00,pass_sacked,,,,,,
player,201012190nwe,gnb,NancDi00,pass_sacked_yds,,,,,,
player,201012190nwe,gnb,NancDi00,pass_long,0,,,,,
player,201012190nwe,gnb,NancDi00,pass_rating,,,,,,
player,201012190nwe,gnb,NancDi00,rush_att,6,,,,,
player,201012190nwe,gnb,NancDi00,rush_yds,11,,,,,
player,201012190nwe,gnb,NancDi00,rush_td,0,,,,,
player,201012190nwe,gnb,NancDi00,rush_long,4,,,,,
player,201012190nwe,gnb,NancDi00,targets,2,,,,,
player,201012190nwe,gnb,NancDi00,rec,2,,,,,
player,201012190nwe,gnb,NancDi00,rec_yds,16,,,,,
player,201012190nwe,gnb,NancDi00,rec_td,0,,,,,
player,201012190nwe,gnb,NancDi00,rec_long,11,,,,,
player,201012190nwe,gnb,NancDi00,fumbles,0,,,,,
player,201012190nwe,gnb,NancDi00,fumbles_lost,,,,,,
player,201012190nwe,gnb,JoneJa04,pass_cmp,0,,,,,
player,201012190nwe,gnb,JoneJa04,pass_att,0,,,,,
player,201012190nwe,gnb,JoneJa04,pass_yds,0,,,,,
player,201012190nwe,gnb,JoneJa04,pass_td,0,,,,,
player,201012190nwe,gnb,JoneJa04,pass_int,0,,,,,
player,201012190nwe,gnb,JoneJa04,pass_sacked,,,,,,
player,201012190nwe,gnb,JoneJa04,pass_sacked_yds,,,,,,
player,201012190nwe,gnb,JoneJa04,pass_long,0,,,,,
player,201012190nwe,gnb,JoneJa04,pass_rating,,,,,,
player,201012190nwe,gnb,JoneJa04,rush_att,0,,,,,
player,201012190nwe,gnb,JoneJa04,rush_yds,0,,,,,
player,201012190nwe,gnb,JoneJa04,rush_td,0,,,,,
player,201012190nwe,gnb,JoneJa04,rush_long,0,,,,,
player,201012190nwe,gnb,JoneJa04,targets,8,,,,,
player,201012190nwe,gnb,JoneJa04,rec,5,,,,,
player,201012190nwe,gnb,JoneJa04,rec_yds,95,,,,,
player,201012190nwe,gnb,JoneJa04,rec_td,1,,,,,
player,201012190nwe,gnb,JoneJa04,rec_long,66,,,,,
player,201012190nwe,gnb,JoneJa04,fumbles,0,,,,,
player,201012190nwe,gnb,JoneJa04,fumbles_lost,,,,,,
player,201012190nwe,gnb,DrivDo00,pass_cmp,0,,,,,
player,201012190nwe,gnb,DrivDo00,pass_att,0,,,,,
player,201012190nwe,gnb,DrivDo00,pass_yds,0,,,,,
player,201012190nwe,gnb,DrivDo00,pass_td,0,,,,,
player,201012190nwe,gnb,DrivDo00,pass_int,0,,,,,
player,201012190nwe,gnb,DrivDo00,pass_sacked,,,,,,
player,201012190nwe,gnb,DrivDo00,pass_sacked_yds,,,,,,
player,201012190nwe,gnb,DrivDo00,pass_long,0,,,,,
player,201012190nwe,gnb,DrivDo00,pass_rating,,,,,,
player,201012190nwe,gnb,DrivDo00,rush_att,0,,,,,
player,201012190nwe,gnb,DrivDo00,rush_yds,0,,,,,
player,201012190nwe,gnb,DrivDo00,rush_td,0,,,,,
player,201012190nwe,gnb,DrivDo00,rush_long,0,,,,,
player,201012190nwe,gnb,DrivDo00,targets,6,,,,,
player,201012190nwe,gnb,DrivDo00,rec,3,,,,,
player,201012190nwe,gnb,DrivDo00,rec_yds,31,,,,,
player,201012190nwe,gnb,DrivDo00,rec_td,0,,,,,
player,201012190nwe,gnb,DrivDo00,rec_long,16,,,,,
player,201012190nwe,gnb,DrivDo00,fumbles,0,,,,,
player,201012190nwe,gnb,DrivDo00,fumbles_lost,,,,,,
player,201012190nwe,gnb,NelsJo00,pass_cmp,0,,,,,
player,201012190nwe,gnb,NelsJo00,pass_att,0,,,,,
player,201012190nwe,gnb,NelsJo00,pass_yds,0,,,,,
player,201012190nwe,gnb,NelsJo00,pass_td,0,,,,,
player,201012190nwe,gnb,NelsJo00,pass_int,0,,,,,
player,201012190nwe,gnb,NelsJo00,pass_sacked,,,,,,
player,201012190nwe,gnb,NelsJo00,pass_sacked_yds,,,,,,
player,201012190nwe,gnb,NelsJo00,pass_long,0,,,,,
player,201012190nwe,gnb,NelsJo00,pass_rating,,,,,,
player,201012190nwe,gnb,NelsJo00,rush_att,0,,,,,
player,201012190nwe,gnb,NelsJo00,rush_yds,0,,,,,
player,201012190nwe,gnb,NelsJo00,rush_td,0,,,,,
player,201012190nwe,gnb,NelsJo00,rush_long,0,,,,,
player,201012190nwe,gnb,NelsJo00,targets,2,,,,,
player,201012190nwe,gnb,NelsJo00,rec,1,,,,,
player,201012190nwe,gnb,NelsJo00,rec_yds,16,,,,,
player,201012190nwe,gnb,NelsJo00,rec_td,0,,,,,
player,201012190nwe,gnb,NelsJo00,rec_long,16,,,,,
player,201012190nwe,gnb,NelsJo00,fumbles,0,,,,,
player,201012190nwe,gnb,NelsJo00,fumbles_lost,,,,,,
player,201012190nwe,gnb,JohnQu00,pass_cmp,0,,,,,
player,201012190nwe,gnb,JohnQu00,pass_att,0,,,,,
player,201012190nwe,gnb,JohnQu00,pass_yds,0,,,,,
player,201012190nwe,gnb,JohnQu00,pass_td,0,,,,,
player,201012190nwe,gnb,JohnQu00,pass_int,0,,,,,
player,201012190nwe,gnb,JohnQu00,pass_sacked,,,,,,
player,201012190nwe,gnb,JohnQu00,pass_sacked_yds,,,,,,
player,201012190nwe,gnb,JohnQu00,pass_long,0,,,,,
player,201012190nwe,gnb,JohnQu00,pass_rating,,,,,,
player,201012190nwe,gnb,JohnQu00,rush_att,0,,,,,
player,201012190nwe,gnb,JohnQu00,rush_yds,0,,,,,
player,201012190nwe,gnb,JohnQu00,rush_td,0,,,,,
player,201012190nwe,gnb,JohnQu00,rush_long,0,,,,,
player,201012190nwe,gnb,JohnQu00,targets,2,,,,,
player,201012190nwe,gnb,JohnQu00,rec,2,,,,,
player,201012190nwe,gnb,JohnQu00,rec_yds,15,,,,,
player,201012190nwe,gnb,JohnQu00,rec_td,0,,,,,
player,201012190nwe,gnb,JohnQu00,rec_long,11,,,,,
player,201012190nwe,gnb,JohnQu00,fumbles,0,,,,,
player,201012190nwe,gnb,JohnQu00,fumbles_lost,,,,,,
player,201012190nwe,gnb,QuarAn00,pass_cmp,0,,,,,
player,201012190nwe,gnb,QuarAn00,pass_att,0,,,,,
player,201012190nwe,gnb,QuarAn00,pass_yds,0,,,,,
player,201012190nwe,gnb,QuarAn00,pass_td,0,,,,,
player,201012190nwe,gnb,QuarAn00,pass_int,0,,,,,
player,201012190nwe,gnb,QuarAn00,pass_sacked,,,,,,
player,201012190nwe,gnb,QuarAn00,pass_sacked_yds,,,,,,
player,201012190nwe,gnb,QuarAn00,pass_long,0,,,,,
player,201012190nwe,gnb,QuarAn00,pass_rating,,,,,,
player,201012190nwe,gnb,QuarAn00,rush_att,0,,,,,
player,201012190nwe,gnb,QuarAn00,rush_yds,0,,,,,
player,201012190nwe,gnb,QuarAn00,rush_td,0,,,,,
player,201012190nwe,gnb,QuarAn00,rush_long,0,,,,,
player,201012190nwe,gnb,QuarAn00,targets,4,,,,,
player,201012190nwe,gnb,QuarAn00,rec,2,,,,,
player,201012190nwe,gnb,QuarAn00,rec_yds,12,,,,,
player,201012190nwe,gnb,QuarAn00,rec_td,0,,,,,
player,201012190nwe,gnb,QuarAn00,rec_long,10,,,,,
player,201012190nwe,gnb,QuarAn00,fumbles,0,,,,,
player,201012190nwe,gnb,QuarAn00,fumbles_lost,,,,,,
player,201012190nwe,gnb,SwaiBr00,pass_cmp,0,,,,,
player,201012190nwe,gnb,SwaiBr00,pass_att,0,,,,,
player,201012190nwe,gnb,SwaiBr00,pass_yds,0,,,,,
player,201012190nwe,gnb,SwaiBr00,pass_td,0,,,,,
player,201012190nwe,gnb,SwaiBr00,pass_int,0,,,,,
player,201012190nwe,gnb,SwaiBr00,pass_sacked,,,,,,
player,201012190nwe,gnb,SwaiBr00,pass_sacked_yds,,,,,,
player,201012190nwe,gnb,SwaiBr00,pass_long,0,,,,,
player,201012190nwe,gnb,SwaiBr00,pass_rating,,,,,,
player,201012190nwe,gnb,SwaiBr00,rush_att,0,,,,,
player,201012190nwe,gnb,SwaiBr00,rush_yds,0,,,,,
player,201012190nwe,gnb,SwaiBr00,rush_td,0,,,,,
player,201012190nwe,gnb,SwaiBr00,rush_long,0,,,,,
player,201012190nwe,gnb,SwaiBr00,targets,1,,,,,
player,201012190nwe,gnb,SwaiBr00,rec,1,,,,,
player,201012190nwe,gnb,SwaiBr00,rec_yds,6,,,,,
player,201012190nwe,gnb,SwaiBr00,rec_td,0,,,,,
player,201012190nwe,gnb,SwaiBr00,rec_long,6,,,,,
player,201012190nwe,gnb,SwaiBr00,fumbles,0,,,,,
player,201012190nwe,gnb,SwaiBr00,fumbles_lost,,,,,,
player,201012190nwe,gnb,JennGr00,pass_cmp,0,,,,,
player,201012190nwe,gnb,JennGr00,pass_att,0,,,,,
player,201012190nwe,gnb,JennGr00,pass_yds,0,,,,,
player,201012190nwe,gnb,JennGr00,pass_td,0,,,,,
player,201012190nwe,gnb,JennGr00,pass_int,0,,,,,
player,201012190nwe,gnb,JennGr00,pass_sacked,,,,,,
player,201012190nwe,gnb,JennGr00,pass_sacked_yds,,,,,,
player,201012190nwe,gnb,JennGr00,pass_long,0,,,,,
player,201012190nwe,gnb,JennGr00,pass_rating,,,,,,
player,201012190nwe,gnb,JennGr00,rush_att,1,,,,,
player,201012190nwe,gnb,JennGr00,rush_yds,-1,,,,,
player,201012190nwe,gnb,JennGr00,rush_td,0,,,,,
player,201012190nwe,gnb,JennGr00,rush_long,-1,,,,,
player,201012190nwe,gnb,JennGr00,targets,5,,,,,
player,201012190nwe,gnb,JennGr00,rec,4,,,,,
player,201012190nwe,gnb,JennGr00,rec_yds,30,,,,,
player,201012190nwe,gnb,JennGr00,rec_td,1,,,,,
player,201012190nwe,gnb,JennGr00,rec_long,16,,,,,
player,201012190nwe,gnb,JennGr00,fumbles,0,,,,,
player,201012190nwe,gnb,JennGr00,fumbles_lost,,,,,,
player,201012190nwe,gnb,CrabTo00,pass_cmp,,,,,,
player,201012190nwe,gnb,CrabTo00,pass_att,,,,,,
player,201012190nwe,gnb,CrabTo00,pass_yds,,,,,,
player,201012190nwe,gnb,CrabTo00,pass_td,,,,,,
player,201012190nwe,gnb,CrabTo00,pass_int,,,,,,
player,201012190nwe,gnb,CrabTo00,pass_sacked,,,,,,
player,201012190nwe,gnb,CrabTo00,pass_sacked_yds,,,,,,
player,201012190nwe,gnb,CrabTo00,pass_long,,,,,,
player,201012190nwe,gnb,CrabTo00,pass_rating,,,,,,
player,201012190nwe,gnb,CrabTo00,rush_att,,,,,,
player,201012190nwe,gnb,CrabTo00,rush_yds,,,,,,
player,201012190nwe,gnb,CrabTo00,rush_td,,,,,,
player,201012190nwe,gnb,CrabTo00,rush_long,,,,,,
player,201012190nwe,gnb,CrabTo00,targets,1,,,,,
player,201012190nwe,gnb,CrabTo00,rec,0,,,,,
player,201012190nwe,gnb,CrabTo00,rec_yds,0,,,,,
player,201012190nwe,gnb,CrabTo00,rec_td,0,,,,,
player,201012190nwe,gnb,CrabTo00,rec_long,,,,,,
player,201012190nwe,gnb,CrabTo00,fumbles,,,,,,
player,201012190nwe,gnb,CrabTo00,fumbles_lost,,,,,,
player,201012190nwe,nwe,BradTo00,pass_cmp,15,,,,,
player,201012190nwe,nwe,BradTo00,pass_att,24,,,,,
player,201012190nwe,nwe,BradTo00,pass_yds,163,,,,,
player,201012190nwe,nwe,BradTo00,pass_td,2,,,,,
player,201012190nwe,nwe,BradTo00,pass_int,0,,,,,
player,201012190nwe,nwe,BradTo00,pass_sacked,3,,,,,
player,201012190nwe,nwe,BradTo00,pass_sacked_yds,27,,,,,
player,201012190nwe,nwe,BradTo00,pass_long,35,,,,,
player,201012190nwe,nwe,BradTo00,pass_rating,110.2,,,,,
player,201012190nwe,nwe,BradTo00,rush_att,0,,,,,
player,201012190nwe,nwe,BradTo00,rush_yds,0,,,,,
player,201012190nwe,nwe,BradTo00,rush_td,0,,,,,
player,201012190nwe,nwe,BradTo00,rush_long,0,,,,,
player,201012190nwe,nwe,BradTo00,targets,0,,,,,
player,201012190nwe,nwe,BradTo00,rec,0,,,,,
player,201012190nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201012190nwe,nwe,BradTo00,rec_td,0,,,,,
player,201012190nwe,nwe,BradTo00,rec_long,0,,,,,
player,201012190nwe,nwe,BradTo00,fumbles,1,,,,,
player,201012190nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201012190nwe,nwe,WoodDa02,pass_cmp,0,,,,,
player,201012190nwe,nwe,WoodDa02,pass_att,0,,,,,
player,201012190nwe,nwe,WoodDa02,pass_yds,0,,,,,
player,201012190nwe,nwe,WoodDa02,pass_td,0,,,,,
player,201012190nwe,nwe,WoodDa02,pass_int,0,,,,,
player,201012190nwe,nwe,WoodDa02,pass_sacked,,,,,,
player,201012190nwe,nwe,WoodDa02,pass_sacked_yds,,,,,,
player,201012190nwe,nwe,WoodDa02,pass_long,0,,,,,
player,201012190nwe,nwe,WoodDa02,pass_rating,,,,,,
player,201012190nwe,nwe,WoodDa02,rush_att,9,,,,,
player,201012190nwe,nwe,WoodDa02,rush_yds,59,,,,,
player,201012190nwe,nwe,WoodDa02,rush_td,0,,,,,
player,201012190nwe,nwe,WoodDa02,rush_long,14,,,,,
player,201012190nwe,nwe,WoodDa02,targets,2,,,,,
player,201012190nwe,nwe,WoodDa02,rec,1,,,,,
player,201012190nwe,nwe,WoodDa02,rec_yds,12,,,,,
player,201012190nwe,nwe,WoodDa02,rec_td,0,,,,,
player,201012190nwe,nwe,WoodDa02,rec_long,12,,,,,
player,201012190nwe,nwe,WoodDa02,fumbles,0,,,,,
player,201012190nwe,nwe,WoodDa02,fumbles_lost,,,,,,
player,201012190nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201012190nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201012190nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201012190nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201012190nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201012190nwe,nwe,GreeBe00,pass_sacked,,,,,,
player,201012190nwe,nwe,GreeBe00,pass_sacked_yds,,,,,,
player,201012190nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201012190nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201012190nwe,nwe,GreeBe00,rush_att,6,,,,,
player,201012190nwe,nwe,GreeBe00,rush_yds,38,,,,,
player,201012190nwe,nwe,GreeBe00,rush_td,1,,,,,
player,201012190nwe,nwe,GreeBe00,rush_long,33,,,,,
player,201012190nwe,nwe,GreeBe00,targets,2,,,,,
player,201012190nwe,nwe,GreeBe00,rec,2,,,,,
player,201012190nwe,nwe,GreeBe00,rec_yds,12,,,,,
player,201012190nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201012190nwe,nwe,GreeBe00,rec_long,9,,,,,
player,201012190nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201012190nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201012190nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201012190nwe,nwe,HernAa00,pass_att,0,,,,,
player,201012190nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201012190nwe,nwe,HernAa00,pass_td,0,,,,,
player,201012190nwe,nwe,HernAa00,pass_int,0,,,,,
player,201012190nwe,nwe,HernAa00,pass_sacked,,,,,,
player,201012190nwe,nwe,HernAa00,pass_sacked_yds,,,,,,
player,201012190nwe,nwe,HernAa00,pass_long,0,,,,,
player,201012190nwe,nwe,HernAa00,pass_rating,,,,,,
player,201012190nwe,nwe,HernAa00,rush_att,1,,,,,
player,201012190nwe,nwe,HernAa00,rush_yds,16,,,,,
player,201012190nwe,nwe,HernAa00,rush_td,0,,,,,
player,201012190nwe,nwe,HernAa00,rush_long,16,,,,,
player,201012190nwe,nwe,HernAa00,targets,5,,,,,
player,201012190nwe,nwe,HernAa00,rec,4,,,,,
player,201012190nwe,nwe,HernAa00,rec_yds,31,,,,,
player,201012190nwe,nwe,HernAa00,rec_td,2,,,,,
player,201012190nwe,nwe,HernAa00,rec_long,13,,,,,
player,201012190nwe,nwe,HernAa00,fumbles,0,,,,,
player,201012190nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201012190nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201012190nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201012190nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201012190nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201012190nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201012190nwe,nwe,WelkWe00,pass_sacked,,,,,,
player,201012190nwe,nwe,WelkWe00,pass_sacked_yds,,,,,,
player,201012190nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201012190nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201012190nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201012190nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201012190nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201012190nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201012190nwe,nwe,WelkWe00,targets,6,,,,,
player,201012190nwe,nwe,WelkWe00,rec,3,,,,,
player,201012190nwe,nwe,WelkWe00,rec_yds,42,,,,,
player,201012190nwe,nwe,WelkWe00,rec_td,0,,,,,
player,201012190nwe,nwe,WelkWe00,rec_long,35,,,,,
player,201012190nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201012190nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201012190nwe,nwe,BranDe00,pass_cmp,0,,,,,
player,201012190nwe,nwe,BranDe00,pass_att,0,,,,,
player,201012190nwe,nwe,BranDe00,pass_yds,0,,,,,
player,201012190nwe,nwe,BranDe00,pass_td,0,,,,,
player,201012190nwe,nwe,BranDe00,pass_int,0,,,,,
player,201012190nwe,nwe,BranDe00,pass_sacked,,,,,,
player,201012190nwe,nwe,BranDe00,pass_sacked_yds,,,,,,
player,201012190nwe,nwe,BranDe00,pass_long,0,,,,,
player,201012190nwe,nwe,BranDe00,pass_rating,,,,,,
player,201012190nwe,nwe,BranDe00,rush_att,0,,,,,
player,201012190nwe,nwe,BranDe00,rush_yds,0,,,,,
player,201012190nwe,nwe,BranDe00,rush_td,0,,,,,
player,201012190nwe,nwe,BranDe00,rush_long,0,,,,,
player,201012190nwe,nwe,BranDe00,targets,2,,,,,
player,201012190nwe,nwe,BranDe00,rec,2,,,,,
player,201012190nwe,nwe,BranDe00,rec_yds,33,,,,,
player,201012190nwe,nwe,BranDe00,rec_td,0,,,,,
player,201012190nwe,nwe,BranDe00,rec_long,17,,,,,
player,201012190nwe,nwe,BranDe00,fumbles,0,,,,,
player,201012190nwe,nwe,BranDe00,fumbles_lost,,,,,,
player,201012190nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201012190nwe,nwe,GronRo00,pass_att,0,,,,,
player,201012190nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201012190nwe,nwe,GronRo00,pass_td,0,,,,,
player,201012190nwe,nwe,GronRo00,pass_int,0,,,,,
player,201012190nwe,nwe,GronRo00,pass_sacked,,,,,,
player,201012190nwe,nwe,GronRo00,pass_sacked_yds,,,,,,
player,201012190nwe,nwe,GronRo00,pass_long,0,,,,,
player,201012190nwe,nwe,GronRo00,pass_rating,,,,,,
player,201012190nwe,nwe,GronRo00,rush_att,0,,,,,
player,201012190nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201012190nwe,nwe,GronRo00,rush_td,0,,,,,
player,201012190nwe,nwe,GronRo00,rush_long,0,,,,,
player,201012190nwe,nwe,GronRo00,targets,2,,,,,
player,201012190nwe,nwe,GronRo00,rec,1,,,,,
player,201012190nwe,nwe,GronRo00,rec_yds,25,,,,,
player,201012190nwe,nwe,GronRo00,rec_td,0,,,,,
player,201012190nwe,nwe,GronRo00,rec_long,25,,,,,
player,201012190nwe,nwe,GronRo00,fumbles,0,,,,,
player,201012190nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201012190nwe,nwe,TateBr00,pass_cmp,0,,,,,
player,201012190nwe,nwe,TateBr00,pass_att,0,,,,,
player,201012190nwe,nwe,TateBr00,pass_yds,0,,,,,
player,201012190nwe,nwe,TateBr00,pass_td,0,,,,,
player,201012190nwe,nwe,TateBr00,pass_int,0,,,,,
player,201012190nwe,nwe,TateBr00,pass_sacked,,,,,,
player,201012190nwe,nwe,TateBr00,pass_sacked_yds,,,,,,
player,201012190nwe,nwe,TateBr00,pass_long,0,,,,,
player,201012190nwe,nwe,TateBr00,pass_rating,,,,,,
player,201012190nwe,nwe,TateBr00,rush_att,0,,,,,
player,201012190nwe,nwe,TateBr00,rush_yds,0,,,,,
player,201012190nwe,nwe,TateBr00,rush_td,0,,,,,
player,201012190nwe,nwe,TateBr00,rush_long,0,,,,,
player,201012190nwe,nwe,TateBr00,targets,3,,,,,
player,201012190nwe,nwe,TateBr00,rec,1,,,,,
player,201012190nwe,nwe,TateBr00,rec_yds,5,,,,,
player,201012190nwe,nwe,TateBr00,rec_td,0,,,,,
player,201012190nwe,nwe,TateBr00,rec_long,5,,,,,
player,201012190nwe,nwe,TateBr00,fumbles,0,,,,,
player,201012190nwe,nwe,TateBr00,fumbles_lost,,,,,,
player,201012190nwe,nwe,CrumAl00,pass_cmp,0,,,,,
player,201012190nwe,nwe,CrumAl00,pass_att,0,,,,,
player,201012190nwe,nwe,CrumAl00,pass_yds,0,,,,,
player,201012190nwe,nwe,CrumAl00,pass_td,0,,,,,
player,201012190nwe,nwe,CrumAl00,pass_int,0,,,,,
player,201012190nwe,nwe,CrumAl00,pass_sacked,,,,,,
player,201012190nwe,nwe,CrumAl00,pass_sacked_yds,,,,,,
player,201012190nwe,nwe,CrumAl00,pass_long,0,,,,,
player,201012190nwe,nwe,CrumAl00,pass_rating,,,,,,
player,201012190nwe,nwe,CrumAl00,rush_att,0,,,,,
