game,2010,13,20101202,201012020phi,htx,"Houston Texans",24,phi,"Philadelphia Eagles",34
player,201012020phi,htx,BentKe20,qb_hits,0,,,,,
player,201012020phi,htx,BentKe20,fumbles_rec,0,,,,,
player,201012020phi,htx,BentKe20,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,BentKe20,fumbles_rec_td,0,,,,,
player,201012020phi,htx,BentKe20,fumbles_forced,0,,,,,
player,201012020phi,htx,QuinGl99,def_int,0,,,,,
player,201012020phi,htx,QuinGl99,def_int_yds,0,,,,,
player,201012020phi,htx,QuinGl99,def_int_td,0,,,,,
player,201012020phi,htx,QuinGl99,def_int_long,0,,,,,
player,201012020phi,htx,QuinGl99,pass_defended,1,,,,,
player,201012020phi,htx,QuinGl99,sacks,0.0,,,,,
player,201012020phi,htx,QuinGl99,tackles_combined,4,,,,,
player,201012020phi,htx,QuinGl99,tackles_solo,4,,,,,
player,201012020phi,htx,QuinGl99,tackles_assists,0,,,,,
player,201012020phi,htx,QuinGl99,tackles_loss,0,,,,,
player,201012020phi,htx,QuinGl99,qb_hits,0,,,,,
player,201012020phi,htx,QuinGl99,fumbles_rec,0,,,,,
player,201012020phi,htx,QuinGl99,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,QuinGl99,fumbles_rec_td,0,,,,,
player,201012020phi,htx,QuinGl99,fumbles_forced,0,,,,,
player,201012020phi,htx,JamiTi99,def_int,0,,,,,
player,201012020phi,htx,JamiTi99,def_int_yds,0,,,,,
player,201012020phi,htx,JamiTi99,def_int_td,0,,,,,
player,201012020phi,htx,JamiTi99,def_int_long,0,,,,,
player,201012020phi,htx,JamiTi99,pass_defended,0,,,,,
player,201012020phi,htx,JamiTi99,sacks,0.0,,,,,
player,201012020phi,htx,JamiTi99,tackles_combined,3,,,,,
player,201012020phi,htx,JamiTi99,tackles_solo,3,,,,,
player,201012020phi,htx,JamiTi99,tackles_assists,0,,,,,
player,201012020phi,htx,JamiTi99,tackles_loss,0,,,,,
player,201012020phi,htx,JamiTi99,qb_hits,1,,,,,
player,201012020phi,htx,JamiTi99,fumbles_rec,0,,,,,
player,201012020phi,htx,JamiTi99,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,JamiTi99,fumbles_rec_td,0,,,,,
player,201012020phi,htx,JamiTi99,fumbles_forced,0,,,,,
player,201012020phi,htx,AndeMa21,def_int,0,,,,,
player,201012020phi,htx,AndeMa21,def_int_yds,0,,,,,
player,201012020phi,htx,AndeMa21,def_int_td,0,,,,,
player,201012020phi,htx,AndeMa21,def_int_long,0,,,,,
player,201012020phi,htx,AndeMa21,pass_defended,0,,,,,
player,201012020phi,htx,AndeMa21,sacks,0.0,,,,,
player,201012020phi,htx,AndeMa21,tackles_combined,2,,,,,
player,201012020phi,htx,AndeMa21,tackles_solo,2,,,,,
player,201012020phi,htx,AndeMa21,tackles_assists,0,,,,,
player,201012020phi,htx,AndeMa21,tackles_loss,1,,,,,
player,201012020phi,htx,AndeMa21,qb_hits,1,,,,,
player,201012020phi,htx,AndeMa21,fumbles_rec,0,,,,,
player,201012020phi,htx,AndeMa21,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,AndeMa21,fumbles_rec_td,0,,,,,
player,201012020phi,htx,AndeMa21,fumbles_forced,0,,,,,
player,201012020phi,htx,JackKa99,def_int,0,,,,,
player,201012020phi,htx,JackKa99,def_int_yds,0,,,,,
player,201012020phi,htx,JackKa99,def_int_td,0,,,,,
player,201012020phi,htx,JackKa99,def_int_long,0,,,,,
player,201012020phi,htx,JackKa99,pass_defended,0,,,,,
player,201012020phi,htx,JackKa99,sacks,0.0,,,,,
player,201012020phi,htx,JackKa99,tackles_combined,2,,,,,
player,201012020phi,htx,JackKa99,tackles_solo,2,,,,,
player,201012020phi,htx,JackKa99,tackles_assists,0,,,,,
player,201012020phi,htx,JackKa99,tackles_loss,1,,,,,
player,201012020phi,htx,JackKa99,qb_hits,0,,,,,
player,201012020phi,htx,JackKa99,fumbles_rec,0,,,,,
player,201012020phi,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201012020phi,htx,JackKa99,fumbles_forced,0,,,,,
player,201012020phi,htx,OkoyAm99,def_int,0,,,,,
player,201012020phi,htx,OkoyAm99,def_int_yds,0,,,,,
player,201012020phi,htx,OkoyAm99,def_int_td,0,,,,,
player,201012020phi,htx,OkoyAm99,def_int_long,0,,,,,
player,201012020phi,htx,OkoyAm99,pass_defended,0,,,,,
player,201012020phi,htx,OkoyAm99,sacks,0.0,,,,,
player,201012020phi,htx,OkoyAm99,tackles_combined,2,,,,,
player,201012020phi,htx,OkoyAm99,tackles_solo,2,,,,,
player,201012020phi,htx,OkoyAm99,tackles_assists,0,,,,,
player,201012020phi,htx,OkoyAm99,tackles_loss,1,,,,,
player,201012020phi,htx,OkoyAm99,qb_hits,0,,,,,
player,201012020phi,htx,OkoyAm99,fumbles_rec,0,,,,,
player,201012020phi,htx,OkoyAm99,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,OkoyAm99,fumbles_rec_td,0,,,,,
player,201012020phi,htx,OkoyAm99,fumbles_forced,0,,,,,
player,201012020phi,htx,SharDa01,def_int,0,,,,,
player,201012020phi,htx,SharDa01,def_int_yds,0,,,,,
player,201012020phi,htx,SharDa01,def_int_td,0,,,,,
player,201012020phi,htx,SharDa01,def_int_long,0,,,,,
player,201012020phi,htx,SharDa01,pass_defended,0,,,,,
player,201012020phi,htx,SharDa01,sacks,0.0,,,,,
player,201012020phi,htx,SharDa01,tackles_combined,2,,,,,
player,201012020phi,htx,SharDa01,tackles_solo,2,,,,,
player,201012020phi,htx,SharDa01,tackles_assists,0,,,,,
player,201012020phi,htx,SharDa01,tackles_loss,0,,,,,
player,201012020phi,htx,SharDa01,qb_hits,0,,,,,
player,201012020phi,htx,SharDa01,fumbles_rec,0,,,,,
player,201012020phi,htx,SharDa01,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,SharDa01,fumbles_rec_td,0,,,,,
player,201012020phi,htx,SharDa01,fumbles_forced,0,,,,,
player,201012020phi,htx,SmitAn22,def_int,0,,,,,
player,201012020phi,htx,SmitAn22,def_int_yds,0,,,,,
player,201012020phi,htx,SmitAn22,def_int_td,0,,,,,
player,201012020phi,htx,SmitAn22,def_int_long,0,,,,,
player,201012020phi,htx,SmitAn22,pass_defended,0,,,,,
player,201012020phi,htx,SmitAn22,sacks,0.0,,,,,
player,201012020phi,htx,SmitAn22,tackles_combined,2,,,,,
player,201012020phi,htx,SmitAn22,tackles_solo,1,,,,,
player,201012020phi,htx,SmitAn22,tackles_assists,1,,,,,
player,201012020phi,htx,SmitAn22,tackles_loss,0,,,,,
player,201012020phi,htx,SmitAn22,qb_hits,2,,,,,
player,201012020phi,htx,SmitAn22,fumbles_rec,0,,,,,
player,201012020phi,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201012020phi,htx,SmitAn22,fumbles_forced,0,,,,,
player,201012020phi,htx,WillMa22,def_int,0,,,,,
player,201012020phi,htx,WillMa22,def_int_yds,0,,,,,
player,201012020phi,htx,WillMa22,def_int_td,0,,,,,
player,201012020phi,htx,WillMa22,def_int_long,0,,,,,
player,201012020phi,htx,WillMa22,pass_defended,0,,,,,
player,201012020phi,htx,WillMa22,sacks,0.0,,,,,
player,201012020phi,htx,WillMa22,tackles_combined,2,,,,,
player,201012020phi,htx,WillMa22,tackles_solo,2,,,,,
player,201012020phi,htx,WillMa22,tackles_assists,0,,,,,
player,201012020phi,htx,WillMa22,tackles_loss,1,,,,,
player,201012020phi,htx,WillMa22,qb_hits,0,,,,,
player,201012020phi,htx,WillMa22,fumbles_rec,0,,,,,
player,201012020phi,htx,WillMa22,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,WillMa22,fumbles_rec_td,0,,,,,
player,201012020phi,htx,WillMa22,fumbles_forced,0,,,,,
player,201012020phi,htx,WilsEu20,def_int,0,,,,,
player,201012020phi,htx,WilsEu20,def_int_yds,0,,,,,
player,201012020phi,htx,WilsEu20,def_int_td,0,,,,,
player,201012020phi,htx,WilsEu20,def_int_long,0,,,,,
player,201012020phi,htx,WilsEu20,pass_defended,0,,,,,
player,201012020phi,htx,WilsEu20,sacks,0.0,,,,,
player,201012020phi,htx,WilsEu20,tackles_combined,2,,,,,
player,201012020phi,htx,WilsEu20,tackles_solo,2,,,,,
player,201012020phi,htx,WilsEu20,tackles_assists,0,,,,,
player,201012020phi,htx,WilsEu20,tackles_loss,0,,,,,
player,201012020phi,htx,WilsEu20,qb_hits,0,,,,,
player,201012020phi,htx,WilsEu20,fumbles_rec,0,,,,,
player,201012020phi,htx,WilsEu20,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,WilsEu20,fumbles_rec_td,0,,,,,
player,201012020phi,htx,WilsEu20,fumbles_forced,0,,,,,
player,201012020phi,htx,DileZa99,def_int,0,,,,,
player,201012020phi,htx,DileZa99,def_int_yds,0,,,,,
player,201012020phi,htx,DileZa99,def_int_td,0,,,,,
player,201012020phi,htx,DileZa99,def_int_long,0,,,,,
player,201012020phi,htx,DileZa99,pass_defended,0,,,,,
player,201012020phi,htx,DileZa99,sacks,0.0,,,,,
player,201012020phi,htx,DileZa99,tackles_combined,1,,,,,
player,201012020phi,htx,DileZa99,tackles_solo,1,,,,,
player,201012020phi,htx,DileZa99,tackles_assists,0,,,,,
player,201012020phi,htx,DileZa99,tackles_loss,0,,,,,
player,201012020phi,htx,DileZa99,qb_hits,1,,,,,
player,201012020phi,htx,DileZa99,fumbles_rec,0,,,,,
player,201012020phi,htx,DileZa99,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,DileZa99,fumbles_rec_td,0,,,,,
player,201012020phi,htx,DileZa99,fumbles_forced,0,,,,,
player,201012020phi,htx,LeacVo00,def_int,0,,,,,
player,201012020phi,htx,LeacVo00,def_int_yds,0,,,,,
player,201012020phi,htx,LeacVo00,def_int_td,0,,,,,
player,201012020phi,htx,LeacVo00,def_int_long,0,,,,,
player,201012020phi,htx,LeacVo00,pass_defended,0,,,,,
player,201012020phi,htx,LeacVo00,sacks,0.0,,,,,
player,201012020phi,htx,LeacVo00,tackles_combined,1,,,,,
player,201012020phi,htx,LeacVo00,tackles_solo,1,,,,,
player,201012020phi,htx,LeacVo00,tackles_assists,0,,,,,
player,201012020phi,htx,LeacVo00,tackles_loss,0,,,,,
player,201012020phi,htx,LeacVo00,qb_hits,0,,,,,
player,201012020phi,htx,LeacVo00,fumbles_rec,0,,,,,
player,201012020phi,htx,LeacVo00,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,LeacVo00,fumbles_rec_td,0,,,,,
player,201012020phi,htx,LeacVo00,fumbles_forced,0,,,,,
player,201012020phi,htx,LewiDa20,def_int,0,,,,,
player,201012020phi,htx,LewiDa20,def_int_yds,0,,,,,
player,201012020phi,htx,LewiDa20,def_int_td,0,,,,,
player,201012020phi,htx,LewiDa20,def_int_long,0,,,,,
player,201012020phi,htx,LewiDa20,pass_defended,0,,,,,
player,201012020phi,htx,LewiDa20,sacks,0.0,,,,,
player,201012020phi,htx,LewiDa20,tackles_combined,1,,,,,
player,201012020phi,htx,LewiDa20,tackles_solo,1,,,,,
player,201012020phi,htx,LewiDa20,tackles_assists,0,,,,,
player,201012020phi,htx,LewiDa20,tackles_loss,0,,,,,
player,201012020phi,htx,LewiDa20,qb_hits,0,,,,,
player,201012020phi,htx,LewiDa20,fumbles_rec,0,,,,,
player,201012020phi,htx,LewiDa20,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,LewiDa20,fumbles_rec_td,0,,,,,
player,201012020phi,htx,LewiDa20,fumbles_forced,0,,,,,
player,201012020phi,htx,McMaSh99,def_int,0,,,,,
player,201012020phi,htx,McMaSh99,def_int_yds,0,,,,,
player,201012020phi,htx,McMaSh99,def_int_td,0,,,,,
player,201012020phi,htx,McMaSh99,def_int_long,0,,,,,
player,201012020phi,htx,McMaSh99,pass_defended,0,,,,,
player,201012020phi,htx,McMaSh99,sacks,0.0,,,,,
player,201012020phi,htx,McMaSh99,tackles_combined,1,,,,,
player,201012020phi,htx,McMaSh99,tackles_solo,1,,,,,
player,201012020phi,htx,McMaSh99,tackles_assists,0,,,,,
player,201012020phi,htx,McMaSh99,tackles_loss,0,,,,,
player,201012020phi,htx,McMaSh99,qb_hits,0,,,,,
player,201012020phi,htx,McMaSh99,fumbles_rec,0,,,,,
player,201012020phi,htx,McMaSh99,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,McMaSh99,fumbles_rec_td,0,,,,,
player,201012020phi,htx,McMaSh99,fumbles_forced,0,,,,,
player,201012020phi,htx,MoldAn99,def_int,0,,,,,
player,201012020phi,htx,MoldAn99,def_int_yds,0,,,,,
player,201012020phi,htx,MoldAn99,def_int_td,0,,,,,
player,201012020phi,htx,MoldAn99,def_int_long,0,,,,,
player,201012020phi,htx,MoldAn99,pass_defended,0,,,,,
player,201012020phi,htx,MoldAn99,sacks,0.0,,,,,
player,201012020phi,htx,MoldAn99,tackles_combined,1,,,,,
player,201012020phi,htx,MoldAn99,tackles_solo,1,,,,,
player,201012020phi,htx,MoldAn99,tackles_assists,0,,,,,
player,201012020phi,htx,MoldAn99,tackles_loss,0,,,,,
player,201012020phi,htx,MoldAn99,qb_hits,0,,,,,
player,201012020phi,htx,MoldAn99,fumbles_rec,0,,,,,
player,201012020phi,htx,MoldAn99,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,MoldAn99,fumbles_rec_td,0,,,,,
player,201012020phi,htx,MoldAn99,fumbles_forced,0,,,,,
player,201012020phi,htx,NolaTr99,def_int,0,,,,,
player,201012020phi,htx,NolaTr99,def_int_yds,0,,,,,
player,201012020phi,htx,NolaTr99,def_int_td,0,,,,,
player,201012020phi,htx,NolaTr99,def_int_long,0,,,,,
player,201012020phi,htx,NolaTr99,pass_defended,0,,,,,
player,201012020phi,htx,NolaTr99,sacks,0.0,,,,,
player,201012020phi,htx,NolaTr99,tackles_combined,1,,,,,
player,201012020phi,htx,NolaTr99,tackles_solo,0,,,,,
player,201012020phi,htx,NolaTr99,tackles_assists,1,,,,,
player,201012020phi,htx,NolaTr99,tackles_loss,0,,,,,
player,201012020phi,htx,NolaTr99,qb_hits,0,,,,,
player,201012020phi,htx,NolaTr99,fumbles_rec,0,,,,,
player,201012020phi,htx,NolaTr99,fumbles_rec_yds,0,,,,,
player,201012020phi,htx,NolaTr99,fumbles_rec_td,0,,,,,
player,201012020phi,htx,NolaTr99,fumbles_forced,0,,,,,
player,201012020phi,phi,LawsTr99,def_int,1,,,,,
player,201012020phi,phi,LawsTr99,def_int_yds,13,,,,,
player,201012020phi,phi,LawsTr99,def_int_td,0,,,,,
player,201012020phi,phi,LawsTr99,def_int_long,13,,,,,
player,201012020phi,phi,LawsTr99,pass_defended,1,,,,,
player,201012020phi,phi,LawsTr99,sacks,0.0,,,,,
player,201012020phi,phi,LawsTr99,tackles_combined,1,,,,,
player,201012020phi,phi,LawsTr99,tackles_solo,1,,,,,
player,201012020phi,phi,LawsTr99,tackles_assists,0,,,,,
player,201012020phi,phi,LawsTr99,tackles_loss,0,,,,,
player,201012020phi,phi,LawsTr99,qb_hits,0,,,,,
player,201012020phi,phi,LawsTr99,fumbles_rec,0,,,,,
player,201012020phi,phi,LawsTr99,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,LawsTr99,fumbles_rec_td,0,,,,,
player,201012020phi,phi,LawsTr99,fumbles_forced,0,,,,,
player,201012020phi,phi,AlleNa99,def_int,0,,,,,
player,201012020phi,phi,AlleNa99,def_int_yds,0,,,,,
player,201012020phi,phi,AlleNa99,def_int_td,0,,,,,
player,201012020phi,phi,AlleNa99,def_int_long,0,,,,,
player,201012020phi,phi,AlleNa99,pass_defended,0,,,,,
player,201012020phi,phi,AlleNa99,sacks,1.0,,,,,
player,201012020phi,phi,AlleNa99,tackles_combined,4,,,,,
player,201012020phi,phi,AlleNa99,tackles_solo,4,,,,,
player,201012020phi,phi,AlleNa99,tackles_assists,0,,,,,
player,201012020phi,phi,AlleNa99,tackles_loss,0,,,,,
player,201012020phi,phi,AlleNa99,qb_hits,0,,,,,
player,201012020phi,phi,AlleNa99,fumbles_rec,0,,,,,
player,201012020phi,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201012020phi,phi,AlleNa99,fumbles_forced,1,,,,,
player,201012020phi,phi,PattMi20,def_int,0,,,,,
player,201012020phi,phi,PattMi20,def_int_yds,0,,,,,
player,201012020phi,phi,PattMi20,def_int_td,0,,,,,
player,201012020phi,phi,PattMi20,def_int_long,0,,,,,
player,201012020phi,phi,PattMi20,pass_defended,0,,,,,
player,201012020phi,phi,PattMi20,sacks,1.0,,,,,
player,201012020phi,phi,PattMi20,tackles_combined,4,,,,,
player,201012020phi,phi,PattMi20,tackles_solo,3,,,,,
player,201012020phi,phi,PattMi20,tackles_assists,1,,,,,
player,201012020phi,phi,PattMi20,tackles_loss,1,,,,,
player,201012020phi,phi,PattMi20,qb_hits,1,,,,,
player,201012020phi,phi,PattMi20,fumbles_rec,0,,,,,
player,201012020phi,phi,PattMi20,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,PattMi20,fumbles_rec_td,0,,,,,
player,201012020phi,phi,PattMi20,fumbles_forced,0,,,,,
player,201012020phi,phi,MikeQu20,def_int,0,,,,,
player,201012020phi,phi,MikeQu20,def_int_yds,0,,,,,
player,201012020phi,phi,MikeQu20,def_int_td,0,,,,,
player,201012020phi,phi,MikeQu20,def_int_long,0,,,,,
player,201012020phi,phi,MikeQu20,pass_defended,2,,,,,
player,201012020phi,phi,MikeQu20,sacks,0.0,,,,,
player,201012020phi,phi,MikeQu20,tackles_combined,7,,,,,
player,201012020phi,phi,MikeQu20,tackles_solo,7,,,,,
player,201012020phi,phi,MikeQu20,tackles_assists,0,,,,,
player,201012020phi,phi,MikeQu20,tackles_loss,1,,,,,
player,201012020phi,phi,MikeQu20,qb_hits,0,,,,,
player,201012020phi,phi,MikeQu20,fumbles_rec,0,,,,,
player,201012020phi,phi,MikeQu20,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,MikeQu20,fumbles_rec_td,0,,,,,
player,201012020phi,phi,MikeQu20,fumbles_forced,0,,,,,
player,201012020phi,phi,PattDi20,def_int,0,,,,,
player,201012020phi,phi,PattDi20,def_int_yds,0,,,,,
player,201012020phi,phi,PattDi20,def_int_td,0,,,,,
player,201012020phi,phi,PattDi20,def_int_long,0,,,,,
player,201012020phi,phi,PattDi20,pass_defended,0,,,,,
player,201012020phi,phi,PattDi20,sacks,0.0,,,,,
player,201012020phi,phi,PattDi20,tackles_combined,6,,,,,
player,201012020phi,phi,PattDi20,tackles_solo,6,,,,,
player,201012020phi,phi,PattDi20,tackles_assists,0,,,,,
player,201012020phi,phi,PattDi20,tackles_loss,2,,,,,
player,201012020phi,phi,PattDi20,qb_hits,0,,,,,
player,201012020phi,phi,PattDi20,fumbles_rec,0,,,,,
player,201012020phi,phi,PattDi20,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,PattDi20,fumbles_rec_td,0,,,,,
player,201012020phi,phi,PattDi20,fumbles_forced,0,,,,,
player,201012020phi,phi,SimsEr20,def_int,0,,,,,
player,201012020phi,phi,SimsEr20,def_int_yds,0,,,,,
player,201012020phi,phi,SimsEr20,def_int_td,0,,,,,
player,201012020phi,phi,SimsEr20,def_int_long,0,,,,,
player,201012020phi,phi,SimsEr20,pass_defended,1,,,,,
player,201012020phi,phi,SimsEr20,sacks,0.0,,,,,
player,201012020phi,phi,SimsEr20,tackles_combined,5,,,,,
player,201012020phi,phi,SimsEr20,tackles_solo,5,,,,,
player,201012020phi,phi,SimsEr20,tackles_assists,0,,,,,
player,201012020phi,phi,SimsEr20,tackles_loss,0,,,,,
player,201012020phi,phi,SimsEr20,qb_hits,0,,,,,
player,201012020phi,phi,SimsEr20,fumbles_rec,0,,,,,
player,201012020phi,phi,SimsEr20,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,SimsEr20,fumbles_rec_td,0,,,,,
player,201012020phi,phi,SimsEr20,fumbles_forced,0,,,,,
player,201012020phi,phi,BradSt99,def_int,0,,,,,
player,201012020phi,phi,BradSt99,def_int_yds,0,,,,,
player,201012020phi,phi,BradSt99,def_int_td,0,,,,,
player,201012020phi,phi,BradSt99,def_int_long,0,,,,,
player,201012020phi,phi,BradSt99,pass_defended,0,,,,,
player,201012020phi,phi,BradSt99,sacks,0.0,,,,,
player,201012020phi,phi,BradSt99,tackles_combined,4,,,,,
player,201012020phi,phi,BradSt99,tackles_solo,4,,,,,
player,201012020phi,phi,BradSt99,tackles_assists,0,,,,,
player,201012020phi,phi,BradSt99,tackles_loss,1,,,,,
player,201012020phi,phi,BradSt99,qb_hits,1,,,,,
player,201012020phi,phi,BradSt99,fumbles_rec,0,,,,,
player,201012020phi,phi,BradSt99,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,BradSt99,fumbles_rec_td,0,,,,,
player,201012020phi,phi,BradSt99,fumbles_forced,0,,,,,
player,201012020phi,phi,HansJo20,def_int,0,,,,,
player,201012020phi,phi,HansJo20,def_int_yds,0,,,,,
player,201012020phi,phi,HansJo20,def_int_td,0,,,,,
player,201012020phi,phi,HansJo20,def_int_long,0,,,,,
player,201012020phi,phi,HansJo20,pass_defended,0,,,,,
player,201012020phi,phi,HansJo20,sacks,0.0,,,,,
player,201012020phi,phi,HansJo20,tackles_combined,4,,,,,
player,201012020phi,phi,HansJo20,tackles_solo,4,,,,,
player,201012020phi,phi,HansJo20,tackles_assists,0,,,,,
player,201012020phi,phi,HansJo20,tackles_loss,0,,,,,
player,201012020phi,phi,HansJo20,qb_hits,0,,,,,
player,201012020phi,phi,HansJo20,fumbles_rec,0,,,,,
player,201012020phi,phi,HansJo20,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,HansJo20,fumbles_rec_td,0,,,,,
player,201012020phi,phi,HansJo20,fumbles_forced,0,,,,,
player,201012020phi,phi,LindTr99,def_int,0,,,,,
player,201012020phi,phi,LindTr99,def_int_yds,0,,,,,
player,201012020phi,phi,LindTr99,def_int_td,0,,,,,
player,201012020phi,phi,LindTr99,def_int_long,0,,,,,
player,201012020phi,phi,LindTr99,pass_defended,0,,,,,
player,201012020phi,phi,LindTr99,sacks,0.0,,,,,
player,201012020phi,phi,LindTr99,tackles_combined,4,,,,,
player,201012020phi,phi,LindTr99,tackles_solo,4,,,,,
player,201012020phi,phi,LindTr99,tackles_assists,0,,,,,
player,201012020phi,phi,LindTr99,tackles_loss,0,,,,,
player,201012020phi,phi,LindTr99,qb_hits,0,,,,,
player,201012020phi,phi,LindTr99,fumbles_rec,1,,,,,
player,201012020phi,phi,LindTr99,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,LindTr99,fumbles_rec_td,0,,,,,
player,201012020phi,phi,LindTr99,fumbles_forced,0,,,,,
player,201012020phi,phi,ColeTr20,def_int,0,,,,,
player,201012020phi,phi,ColeTr20,def_int_yds,0,,,,,
player,201012020phi,phi,ColeTr20,def_int_td,0,,,,,
player,201012020phi,phi,ColeTr20,def_int_long,0,,,,,
player,201012020phi,phi,ColeTr20,pass_defended,0,,,,,
player,201012020phi,phi,ColeTr20,sacks,0.0,,,,,
player,201012020phi,phi,ColeTr20,tackles_combined,3,,,,,
player,201012020phi,phi,ColeTr20,tackles_solo,3,,,,,
player,201012020phi,phi,ColeTr20,tackles_assists,0,,,,,
player,201012020phi,phi,ColeTr20,tackles_loss,0,,,,,
player,201012020phi,phi,ColeTr20,qb_hits,0,,,,,
player,201012020phi,phi,ColeTr20,fumbles_rec,0,,,,,
player,201012020phi,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201012020phi,phi,ColeTr20,fumbles_forced,0,,,,,
player,201012020phi,phi,FokoMo99,def_int,0,,,,,
player,201012020phi,phi,FokoMo99,def_int_yds,0,,,,,
player,201012020phi,phi,FokoMo99,def_int_td,0,,,,,
player,201012020phi,phi,FokoMo99,def_int_long,0,,,,,
player,201012020phi,phi,FokoMo99,pass_defended,0,,,,,
player,201012020phi,phi,FokoMo99,sacks,0.0,,,,,
player,201012020phi,phi,FokoMo99,tackles_combined,3,,,,,
player,201012020phi,phi,FokoMo99,tackles_solo,2,,,,,
player,201012020phi,phi,FokoMo99,tackles_assists,1,,,,,
player,201012020phi,phi,FokoMo99,tackles_loss,0,,,,,
player,201012020phi,phi,FokoMo99,qb_hits,0,,,,,
player,201012020phi,phi,FokoMo99,fumbles_rec,0,,,,,
player,201012020phi,phi,FokoMo99,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,FokoMo99,fumbles_rec_td,0,,,,,
player,201012020phi,phi,FokoMo99,fumbles_forced,0,,,,,
player,201012020phi,phi,AndeCo01,def_int,0,,,,,
player,201012020phi,phi,AndeCo01,def_int_yds,0,,,,,
player,201012020phi,phi,AndeCo01,def_int_td,0,,,,,
player,201012020phi,phi,AndeCo01,def_int_long,0,,,,,
player,201012020phi,phi,AndeCo01,pass_defended,0,,,,,
player,201012020phi,phi,AndeCo01,sacks,0.0,,,,,
player,201012020phi,phi,AndeCo01,tackles_combined,2,,,,,
player,201012020phi,phi,AndeCo01,tackles_solo,2,,,,,
player,201012020phi,phi,AndeCo01,tackles_assists,0,,,,,
player,201012020phi,phi,AndeCo01,tackles_loss,0,,,,,
player,201012020phi,phi,AndeCo01,qb_hits,0,,,,,
player,201012020phi,phi,AndeCo01,fumbles_rec,0,,,,,
player,201012020phi,phi,AndeCo01,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,AndeCo01,fumbles_rec_td,0,,,,,
player,201012020phi,phi,AndeCo01,fumbles_forced,0,,,,,
player,201012020phi,phi,ChanJa98,def_int,0,,,,,
player,201012020phi,phi,ChanJa98,def_int_yds,0,,,,,
player,201012020phi,phi,ChanJa98,def_int_td,0,,,,,
player,201012020phi,phi,ChanJa98,def_int_long,0,,,,,
player,201012020phi,phi,ChanJa98,pass_defended,0,,,,,
player,201012020phi,phi,ChanJa98,sacks,0.0,,,,,
player,201012020phi,phi,ChanJa98,tackles_combined,2,,,,,
player,201012020phi,phi,ChanJa98,tackles_solo,2,,,,,
player,201012020phi,phi,ChanJa98,tackles_assists,0,,,,,
player,201012020phi,phi,ChanJa98,tackles_loss,0,,,,,
player,201012020phi,phi,ChanJa98,qb_hits,0,,,,,
player,201012020phi,phi,ChanJa98,fumbles_rec,0,,,,,
player,201012020phi,phi,ChanJa98,fumbles_rec_yds,0,,,,,
player,201012020phi,phi,ChanJa98,fumbles_rec_td,0,,,,,
player,201012020phi,phi,ChanJa98,fumbles_forced,0,,,,,
player,201012020phi,phi,ColeKu99,def_int,0,,,,,
player,201012020phi,phi,ColeKu99,def_int_yds,0,,,,,
player,201012020phi,phi,ColeKu99,def_int_td,0,,,,,
player,201012020phi,phi,ColeKu99,def_int_long,0,,,,,
player,201012020phi,phi,ColeKu99,pass_defended,0,,,,,
player,201012020phi,phi,ColeKu99,sacks,0.0,,,,,
player,201012020phi,phi,ColeKu99,tackles_combined,2,,,,,
player,201012020phi,phi,ColeKu99,tackles_solo,1,,,,,
player,201012020phi,phi,ColeKu99,tackles_assists,1,,,,,
player,201012020phi,phi,ColeKu99,tackles_loss,0,,,,,
player,201012020phi,phi,ColeKu99,qb_hits,0,,,,,
player,201012020phi,phi,ColeKu99,fumbles_rec,0,,,,,
player,201012020phi,phi,ColeKu99,fumbles_rec_yds,0,,,,,
