game,2010,8,20101031,201010310rai,sea,"Seattle Seahawks",3,rai,"Oakland Raiders",33
player,201010310rai,rai,MitcMi99,def_int_td,0,,,,,
player,201010310rai,rai,MitcMi99,def_int_long,0,,,,,
player,201010310rai,rai,MitcMi99,pass_defended,1,,,,,
player,201010310rai,rai,MitcMi99,sacks,0.0,,,,,
player,201010310rai,rai,MitcMi99,tackles_combined,4,,,,,
player,201010310rai,rai,MitcMi99,tackles_solo,2,,,,,
player,201010310rai,rai,MitcMi99,tackles_assists,2,,,,,
player,201010310rai,rai,MitcMi99,tackles_loss,0,,,,,
player,201010310rai,rai,MitcMi99,qb_hits,0,,,,,
player,201010310rai,rai,MitcMi99,fumbles_rec,0,,,,,
player,201010310rai,rai,MitcMi99,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,MitcMi99,fumbles_rec_td,0,,,,,
player,201010310rai,rai,MitcMi99,fumbles_forced,0,,,,,
player,201010310rai,rai,BrowSt99,def_int,0,,,,,
player,201010310rai,rai,BrowSt99,def_int_yds,0,,,,,
player,201010310rai,rai,BrowSt99,def_int_td,0,,,,,
player,201010310rai,rai,BrowSt99,def_int_long,0,,,,,
player,201010310rai,rai,BrowSt99,pass_defended,0,,,,,
player,201010310rai,rai,BrowSt99,sacks,0.0,,,,,
player,201010310rai,rai,BrowSt99,tackles_combined,3,,,,,
player,201010310rai,rai,BrowSt99,tackles_solo,2,,,,,
player,201010310rai,rai,BrowSt99,tackles_assists,1,,,,,
player,201010310rai,rai,BrowSt99,tackles_loss,0,,,,,
player,201010310rai,rai,BrowSt99,qb_hits,0,,,,,
player,201010310rai,rai,BrowSt99,fumbles_rec,0,,,,,
player,201010310rai,rai,BrowSt99,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,BrowSt99,fumbles_rec_td,0,,,,,
player,201010310rai,rai,BrowSt99,fumbles_forced,0,,,,,
player,201010310rai,rai,GrovQu99,def_int,0,,,,,
player,201010310rai,rai,GrovQu99,def_int_yds,0,,,,,
player,201010310rai,rai,GrovQu99,def_int_td,0,,,,,
player,201010310rai,rai,GrovQu99,def_int_long,0,,,,,
player,201010310rai,rai,GrovQu99,pass_defended,0,,,,,
player,201010310rai,rai,GrovQu99,sacks,0.0,,,,,
player,201010310rai,rai,GrovQu99,tackles_combined,2,,,,,
player,201010310rai,rai,GrovQu99,tackles_solo,2,,,,,
player,201010310rai,rai,GrovQu99,tackles_assists,0,,,,,
player,201010310rai,rai,GrovQu99,tackles_loss,1,,,,,
player,201010310rai,rai,GrovQu99,qb_hits,0,,,,,
player,201010310rai,rai,GrovQu99,fumbles_rec,0,,,,,
player,201010310rai,rai,GrovQu99,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,GrovQu99,fumbles_rec_td,0,,,,,
player,201010310rai,rai,GrovQu99,fumbles_forced,0,,,,,
player,201010310rai,rai,MyerBr00,def_int,0,,,,,
player,201010310rai,rai,MyerBr00,def_int_yds,0,,,,,
player,201010310rai,rai,MyerBr00,def_int_td,0,,,,,
player,201010310rai,rai,MyerBr00,def_int_long,0,,,,,
player,201010310rai,rai,MyerBr00,pass_defended,0,,,,,
player,201010310rai,rai,MyerBr00,sacks,0.0,,,,,
player,201010310rai,rai,MyerBr00,tackles_combined,2,,,,,
player,201010310rai,rai,MyerBr00,tackles_solo,2,,,,,
player,201010310rai,rai,MyerBr00,tackles_assists,0,,,,,
player,201010310rai,rai,MyerBr00,tackles_loss,0,,,,,
player,201010310rai,rai,MyerBr00,qb_hits,0,,,,,
player,201010310rai,rai,MyerBr00,fumbles_rec,0,,,,,
player,201010310rai,rai,MyerBr00,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,MyerBr00,fumbles_rec_td,0,,,,,
player,201010310rai,rai,MyerBr00,fumbles_forced,0,,,,,
player,201010310rai,rai,RoutSt20,def_int,0,,,,,
player,201010310rai,rai,RoutSt20,def_int_yds,0,,,,,
player,201010310rai,rai,RoutSt20,def_int_td,0,,,,,
player,201010310rai,rai,RoutSt20,def_int_long,0,,,,,
player,201010310rai,rai,RoutSt20,pass_defended,2,,,,,
player,201010310rai,rai,RoutSt20,sacks,0.0,,,,,
player,201010310rai,rai,RoutSt20,tackles_combined,2,,,,,
player,201010310rai,rai,RoutSt20,tackles_solo,2,,,,,
player,201010310rai,rai,RoutSt20,tackles_assists,0,,,,,
player,201010310rai,rai,RoutSt20,tackles_loss,0,,,,,
player,201010310rai,rai,RoutSt20,qb_hits,0,,,,,
player,201010310rai,rai,RoutSt20,fumbles_rec,0,,,,,
player,201010310rai,rai,RoutSt20,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,RoutSt20,fumbles_rec_td,0,,,,,
player,201010310rai,rai,RoutSt20,fumbles_forced,0,,,,,
player,201010310rai,rai,ScotTr99,def_int,0,,,,,
player,201010310rai,rai,ScotTr99,def_int_yds,0,,,,,
player,201010310rai,rai,ScotTr99,def_int_td,0,,,,,
player,201010310rai,rai,ScotTr99,def_int_long,0,,,,,
player,201010310rai,rai,ScotTr99,pass_defended,0,,,,,
player,201010310rai,rai,ScotTr99,sacks,0.0,,,,,
player,201010310rai,rai,ScotTr99,tackles_combined,2,,,,,
player,201010310rai,rai,ScotTr99,tackles_solo,1,,,,,
player,201010310rai,rai,ScotTr99,tackles_assists,1,,,,,
player,201010310rai,rai,ScotTr99,tackles_loss,0,,,,,
player,201010310rai,rai,ScotTr99,qb_hits,0,,,,,
player,201010310rai,rai,ScotTr99,fumbles_rec,0,,,,,
player,201010310rai,rai,ScotTr99,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,ScotTr99,fumbles_rec_td,0,,,,,
player,201010310rai,rai,ScotTr99,fumbles_forced,0,,,,,
player,201010310rai,rai,CartRo01,def_int,0,,,,,
player,201010310rai,rai,CartRo01,def_int_yds,0,,,,,
player,201010310rai,rai,CartRo01,def_int_td,0,,,,,
player,201010310rai,rai,CartRo01,def_int_long,0,,,,,
player,201010310rai,rai,CartRo01,pass_defended,0,,,,,
player,201010310rai,rai,CartRo01,sacks,0.0,,,,,
player,201010310rai,rai,CartRo01,tackles_combined,1,,,,,
player,201010310rai,rai,CartRo01,tackles_solo,1,,,,,
player,201010310rai,rai,CartRo01,tackles_assists,0,,,,,
player,201010310rai,rai,CartRo01,tackles_loss,0,,,,,
player,201010310rai,rai,CartRo01,qb_hits,0,,,,,
player,201010310rai,rai,CartRo01,fumbles_rec,0,,,,,
player,201010310rai,rai,CartRo01,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,CartRo01,fumbles_rec_td,0,,,,,
player,201010310rai,rai,CartRo01,fumbles_forced,0,,,,,
player,201010310rai,rai,LechSh20,def_int,0,,,,,
player,201010310rai,rai,LechSh20,def_int_yds,0,,,,,
player,201010310rai,rai,LechSh20,def_int_td,0,,,,,
player,201010310rai,rai,LechSh20,def_int_long,0,,,,,
player,201010310rai,rai,LechSh20,pass_defended,0,,,,,
player,201010310rai,rai,LechSh20,sacks,0.0,,,,,
player,201010310rai,rai,LechSh20,tackles_combined,1,,,,,
player,201010310rai,rai,LechSh20,tackles_solo,1,,,,,
player,201010310rai,rai,LechSh20,tackles_assists,0,,,,,
player,201010310rai,rai,LechSh20,tackles_loss,0,,,,,
player,201010310rai,rai,LechSh20,qb_hits,0,,,,,
player,201010310rai,rai,LechSh20,fumbles_rec,0,,,,,
player,201010310rai,rai,LechSh20,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,LechSh20,fumbles_rec_td,0,,,,,
player,201010310rai,rai,LechSh20,fumbles_forced,0,,,,,
player,201010310rai,rai,WareJe99,def_int,0,,,,,
player,201010310rai,rai,WareJe99,def_int_yds,0,,,,,
player,201010310rai,rai,WareJe99,def_int_td,0,,,,,
player,201010310rai,rai,WareJe99,def_int_long,0,,,,,
player,201010310rai,rai,WareJe99,pass_defended,1,,,,,
player,201010310rai,rai,WareJe99,sacks,0.0,,,,,
player,201010310rai,rai,WareJe99,tackles_combined,1,,,,,
player,201010310rai,rai,WareJe99,tackles_solo,1,,,,,
player,201010310rai,rai,WareJe99,tackles_assists,0,,,,,
player,201010310rai,rai,WareJe99,tackles_loss,0,,,,,
player,201010310rai,rai,WareJe99,qb_hits,0,,,,,
player,201010310rai,rai,WareJe99,fumbles_rec,0,,,,,
player,201010310rai,rai,WareJe99,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,WareJe99,fumbles_rec_td,0,,,,,
player,201010310rai,rai,WareJe99,fumbles_forced,0,,,,,
player,201010310rai,rai,AsomNn20,def_int,0,,,,,
player,201010310rai,rai,AsomNn20,def_int_yds,0,,,,,
player,201010310rai,rai,AsomNn20,def_int_td,0,,,,,
player,201010310rai,rai,AsomNn20,def_int_long,0,,,,,
player,201010310rai,rai,AsomNn20,pass_defended,1,,,,,
player,201010310rai,rai,AsomNn20,sacks,0.0,,,,,
player,201010310rai,rai,AsomNn20,tackles_combined,0,,,,,
player,201010310rai,rai,AsomNn20,tackles_solo,0,,,,,
player,201010310rai,rai,AsomNn20,tackles_assists,0,,,,,
player,201010310rai,rai,AsomNn20,tackles_loss,0,,,,,
player,201010310rai,rai,AsomNn20,qb_hits,0,,,,,
player,201010310rai,rai,AsomNn20,fumbles_rec,0,,,,,
player,201010310rai,rai,AsomNn20,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,AsomNn20,fumbles_rec_td,0,,,,,
player,201010310rai,rai,AsomNn20,fumbles_forced,0,,,,,
player,201010310rai,rai,EugeHi99,def_int,,,,,,
player,201010310rai,rai,EugeHi99,def_int_yds,,,,,,
player,201010310rai,rai,EugeHi99,def_int_td,,,,,,
player,201010310rai,rai,EugeHi99,def_int_long,,,,,,
player,201010310rai,rai,EugeHi99,pass_defended,0,,,,,
player,201010310rai,rai,EugeHi99,sacks,0.0,,,,,
player,201010310rai,rai,EugeHi99,tackles_combined,1,,,,,
player,201010310rai,rai,EugeHi99,tackles_solo,1,,,,,
player,201010310rai,rai,EugeHi99,tackles_assists,0,,,,,
player,201010310rai,rai,EugeHi99,tackles_loss,0,,,,,
player,201010310rai,rai,EugeHi99,qb_hits,0,,,,,
player,201010310rai,rai,EugeHi99,fumbles_rec,0,,,,,
player,201010310rai,rai,EugeHi99,fumbles_rec_yds,,,,,,
player,201010310rai,rai,EugeHi99,fumbles_rec_td,,,,,,
player,201010310rai,rai,EugeHi99,fumbles_forced,0,,,,,
player,201010310rai,sea,TateGo00,kick_ret,0,,,,,
player,201010310rai,sea,TateGo00,kick_ret_yds,0,,,,,
player,201010310rai,sea,TateGo00,kick_ret_yds_per_ret,,,,,,
player,201010310rai,sea,TateGo00,kick_ret_td,0,,,,,
player,201010310rai,sea,TateGo00,kick_ret_long,0,,,,,
player,201010310rai,sea,TateGo00,punt_ret,3,,,,,
player,201010310rai,sea,TateGo00,punt_ret_yds,29,,,,,
player,201010310rai,sea,TateGo00,punt_ret_yds_per_ret,9.7,,,,,
player,201010310rai,sea,TateGo00,punt_ret_td,0,,,,,
player,201010310rai,sea,TateGo00,punt_ret_long,10,,,,,
player,201010310rai,sea,WashLe00,kick_ret,4,,,,,
player,201010310rai,sea,WashLe00,kick_ret_yds,114,,,,,
player,201010310rai,sea,WashLe00,kick_ret_yds_per_ret,28.5,,,,,
player,201010310rai,sea,WashLe00,kick_ret_td,0,,,,,
player,201010310rai,sea,WashLe00,kick_ret_long,45,,,,,
player,201010310rai,sea,WashLe00,punt_ret,2,,,,,
player,201010310rai,sea,WashLe00,punt_ret_yds,62,,,,,
player,201010310rai,sea,WashLe00,punt_ret_yds_per_ret,31.0,,,,,
player,201010310rai,sea,WashLe00,punt_ret_td,0,,,,,
player,201010310rai,sea,WashLe00,punt_ret_long,43,,,,,
player,201010310rai,rai,MillNi00,kick_ret,0,,,,,
player,201010310rai,rai,MillNi00,kick_ret_yds,0,,,,,
player,201010310rai,rai,MillNi00,kick_ret_yds_per_ret,,,,,,
player,201010310rai,rai,MillNi00,kick_ret_td,0,,,,,
player,201010310rai,rai,MillNi00,kick_ret_long,0,,,,,
player,201010310rai,rai,MillNi00,punt_ret,6,,,,,
player,201010310rai,rai,MillNi00,punt_ret_yds,29,,,,,
player,201010310rai,rai,MillNi00,punt_ret_yds_per_ret,4.8,,,,,
player,201010310rai,rai,MillNi00,punt_ret_td,0,,,,,
player,201010310rai,rai,MillNi00,punt_ret_long,11,,,,,
player,201010310rai,rai,FordJa01,kick_ret,1,,,,,
player,201010310rai,rai,FordJa01,kick_ret_yds,17,,,,,
player,201010310rai,rai,FordJa01,kick_ret_yds_per_ret,17.0,,,,,
player,201010310rai,rai,FordJa01,kick_ret_td,0,,,,,
player,201010310rai,rai,FordJa01,kick_ret_long,17,,,,,
player,201010310rai,rai,FordJa01,punt_ret,0,,,,,
player,201010310rai,rai,FordJa01,punt_ret_yds,0,,,,,
player,201010310rai,rai,FordJa01,punt_ret_yds_per_ret,,,,,,
player,201010310rai,rai,FordJa01,punt_ret_td,0,,,,,
player,201010310rai,rai,FordJa01,punt_ret_long,0,,,,,
player,201010310rai,sea,RyanJo21,xpm,,,,,,
player,201010310rai,sea,RyanJo21,xpa,,,,,,
player,201010310rai,sea,RyanJo21,fgm,,,,,,
player,201010310rai,sea,RyanJo21,fga,,,,,,
player,201010310rai,sea,RyanJo21,punt,9,,,,,
player,201010310rai,sea,RyanJo21,punt_yds,406,,,,,
player,201010310rai,sea,RyanJo21,punt_yds_per_punt,45.1,,,,,
player,201010310rai,sea,RyanJo21,punt_long,63,,,,,
player,201010310rai,sea,marexoli01,xpm,,,,,,
player,201010310rai,sea,marexoli01,xpa,,,,,,
player,201010310rai,sea,marexoli01,fgm,1,,,,,
player,201010310rai,sea,marexoli01,fga,3,,,,,
player,201010310rai,sea,marexoli01,punt,0,,,,,
player,201010310rai,sea,marexoli01,punt_yds,0,,,,,
player,201010310rai,sea,marexoli01,punt_yds_per_punt,,,,,,
player,201010310rai,sea,marexoli01,punt_long,0,,,,,
player,201010310rai,rai,janikseb01,xpm,3,,,,,
player,201010310rai,rai,janikseb01,xpa,3,,,,,
player,201010310rai,rai,janikseb01,fgm,4,,,,,
player,201010310rai,rai,janikseb01,fga,5,,,,,
player,201010310rai,rai,janikseb01,punt,0,,,,,
player,201010310rai,rai,janikseb01,punt_yds,0,,,,,
player,201010310rai,rai,janikseb01,punt_yds_per_punt,,,,,,
player,201010310rai,rai,janikseb01,punt_long,0,,,,,
player,201010310rai,rai,LechSh20,xpm,,,,,,
player,201010310rai,rai,LechSh20,xpa,,,,,,
player,201010310rai,rai,LechSh20,fgm,,,,,,
player,201010310rai,rai,LechSh20,fga,,,,,,
player,201010310rai,rai,LechSh20,punt,5,,,,,
player,201010310rai,rai,LechSh20,punt_yds,264,,,,,
player,201010310rai,rai,LechSh20,punt_yds_per_punt,52.8,,,,,
player,201010310rai,rai,LechSh20,punt_long,60,,,,,
