game,2010,6,20101017,201010170was,clt,"Indianapolis Colts",27,was,"Washington Redskins",24
player,201010170was,clt,SessCl99,def_int_long,0,,,,,
player,201010170was,clt,SessCl99,pass_defended,0,,,,,
player,201010170was,clt,SessCl99,sacks,0.0,,,,,
player,201010170was,clt,SessCl99,tackles_combined,10,,,,,
player,201010170was,clt,SessCl99,tackles_solo,7,,,,,
player,201010170was,clt,SessCl99,tackles_assists,3,,,,,
player,201010170was,clt,SessCl99,tackles_loss,0,,,,,
player,201010170was,clt,SessCl99,qb_hits,0,,,,,
player,201010170was,clt,SessCl99,fumbles_rec,0,,,,,
player,201010170was,clt,SessCl99,fumbles_rec_yds,0,,,,,
player,201010170was,clt,SessCl99,fumbles_rec_td,0,,,,,
player,201010170was,clt,SessCl99,fumbles_forced,0,,,,,
player,201010170was,clt,BethAn20,def_int,0,,,,,
player,201010170was,clt,BethAn20,def_int_yds,0,,,,,
player,201010170was,clt,BethAn20,def_int_td,0,,,,,
player,201010170was,clt,BethAn20,def_int_long,0,,,,,
player,201010170was,clt,BethAn20,pass_defended,0,,,,,
player,201010170was,clt,BethAn20,sacks,0.0,,,,,
player,201010170was,clt,BethAn20,tackles_combined,7,,,,,
player,201010170was,clt,BethAn20,tackles_solo,3,,,,,
player,201010170was,clt,BethAn20,tackles_assists,4,,,,,
player,201010170was,clt,BethAn20,tackles_loss,0,,,,,
player,201010170was,clt,BethAn20,qb_hits,0,,,,,
player,201010170was,clt,BethAn20,fumbles_rec,0,,,,,
player,201010170was,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201010170was,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201010170was,clt,BethAn20,fumbles_forced,0,,,,,
player,201010170was,clt,HaydKe20,def_int,0,,,,,
player,201010170was,clt,HaydKe20,def_int_yds,0,,,,,
player,201010170was,clt,HaydKe20,def_int_td,0,,,,,
player,201010170was,clt,HaydKe20,def_int_long,0,,,,,
player,201010170was,clt,HaydKe20,pass_defended,0,,,,,
player,201010170was,clt,HaydKe20,sacks,0.0,,,,,
player,201010170was,clt,HaydKe20,tackles_combined,6,,,,,
player,201010170was,clt,HaydKe20,tackles_solo,4,,,,,
player,201010170was,clt,HaydKe20,tackles_assists,2,,,,,
player,201010170was,clt,HaydKe20,tackles_loss,1,,,,,
player,201010170was,clt,HaydKe20,qb_hits,0,,,,,
player,201010170was,clt,HaydKe20,fumbles_rec,0,,,,,
player,201010170was,clt,HaydKe20,fumbles_rec_yds,0,,,,,
player,201010170was,clt,HaydKe20,fumbles_rec_td,0,,,,,
player,201010170was,clt,HaydKe20,fumbles_forced,0,,,,,
player,201010170was,clt,TryoJu99,def_int,0,,,,,
player,201010170was,clt,TryoJu99,def_int_yds,0,,,,,
player,201010170was,clt,TryoJu99,def_int_td,0,,,,,
player,201010170was,clt,TryoJu99,def_int_long,0,,,,,
player,201010170was,clt,TryoJu99,pass_defended,0,,,,,
player,201010170was,clt,TryoJu99,sacks,0.0,,,,,
player,201010170was,clt,TryoJu99,tackles_combined,5,,,,,
player,201010170was,clt,TryoJu99,tackles_solo,4,,,,,
player,201010170was,clt,TryoJu99,tackles_assists,1,,,,,
player,201010170was,clt,TryoJu99,tackles_loss,0,,,,,
player,201010170was,clt,TryoJu99,qb_hits,0,,,,,
player,201010170was,clt,TryoJu99,fumbles_rec,0,,,,,
player,201010170was,clt,TryoJu99,fumbles_rec_yds,0,,,,,
player,201010170was,clt,TryoJu99,fumbles_rec_td,0,,,,,
player,201010170was,clt,TryoJu99,fumbles_forced,0,,,,,
player,201010170was,clt,DawsKe99,def_int,0,,,,,
player,201010170was,clt,DawsKe99,def_int_yds,0,,,,,
player,201010170was,clt,DawsKe99,def_int_td,0,,,,,
player,201010170was,clt,DawsKe99,def_int_long,0,,,,,
player,201010170was,clt,DawsKe99,pass_defended,0,,,,,
player,201010170was,clt,DawsKe99,sacks,0.0,,,,,
player,201010170was,clt,DawsKe99,tackles_combined,4,,,,,
player,201010170was,clt,DawsKe99,tackles_solo,0,,,,,
player,201010170was,clt,DawsKe99,tackles_assists,4,,,,,
player,201010170was,clt,DawsKe99,tackles_loss,0,,,,,
player,201010170was,clt,DawsKe99,qb_hits,0,,,,,
player,201010170was,clt,DawsKe99,fumbles_rec,0,,,,,
player,201010170was,clt,DawsKe99,fumbles_rec_yds,0,,,,,
player,201010170was,clt,DawsKe99,fumbles_rec_td,0,,,,,
player,201010170was,clt,DawsKe99,fumbles_forced,0,,,,,
player,201010170was,clt,GlenCo99,def_int,0,,,,,
player,201010170was,clt,GlenCo99,def_int_yds,0,,,,,
player,201010170was,clt,GlenCo99,def_int_td,0,,,,,
player,201010170was,clt,GlenCo99,def_int_long,0,,,,,
player,201010170was,clt,GlenCo99,pass_defended,0,,,,,
player,201010170was,clt,GlenCo99,sacks,0.0,,,,,
player,201010170was,clt,GlenCo99,tackles_combined,3,,,,,
player,201010170was,clt,GlenCo99,tackles_solo,2,,,,,
player,201010170was,clt,GlenCo99,tackles_assists,1,,,,,
player,201010170was,clt,GlenCo99,tackles_loss,0,,,,,
player,201010170was,clt,GlenCo99,qb_hits,0,,,,,
player,201010170was,clt,GlenCo99,fumbles_rec,0,,,,,
player,201010170was,clt,GlenCo99,fumbles_rec_yds,0,,,,,
player,201010170was,clt,GlenCo99,fumbles_rec_td,0,,,,,
player,201010170was,clt,GlenCo99,fumbles_forced,0,,,,,
player,201010170was,clt,JohnAn03,def_int,0,,,,,
player,201010170was,clt,JohnAn03,def_int_yds,0,,,,,
player,201010170was,clt,JohnAn03,def_int_td,0,,,,,
player,201010170was,clt,JohnAn03,def_int_long,0,,,,,
player,201010170was,clt,JohnAn03,pass_defended,0,,,,,
player,201010170was,clt,JohnAn03,sacks,0.0,,,,,
player,201010170was,clt,JohnAn03,tackles_combined,3,,,,,
player,201010170was,clt,JohnAn03,tackles_solo,0,,,,,
player,201010170was,clt,JohnAn03,tackles_assists,3,,,,,
player,201010170was,clt,JohnAn03,tackles_loss,0,,,,,
player,201010170was,clt,JohnAn03,qb_hits,1,,,,,
player,201010170was,clt,JohnAn03,fumbles_rec,0,,,,,
player,201010170was,clt,JohnAn03,fumbles_rec_yds,0,,,,,
player,201010170was,clt,JohnAn03,fumbles_rec_td,0,,,,,
player,201010170was,clt,JohnAn03,fumbles_forced,0,,,,,
player,201010170was,clt,MuirDa20,def_int,0,,,,,
player,201010170was,clt,MuirDa20,def_int_yds,0,,,,,
player,201010170was,clt,MuirDa20,def_int_td,0,,,,,
player,201010170was,clt,MuirDa20,def_int_long,0,,,,,
player,201010170was,clt,MuirDa20,pass_defended,0,,,,,
player,201010170was,clt,MuirDa20,sacks,0.0,,,,,
player,201010170was,clt,MuirDa20,tackles_combined,3,,,,,
player,201010170was,clt,MuirDa20,tackles_solo,2,,,,,
player,201010170was,clt,MuirDa20,tackles_assists,1,,,,,
player,201010170was,clt,MuirDa20,tackles_loss,0,,,,,
player,201010170was,clt,MuirDa20,qb_hits,0,,,,,
player,201010170was,clt,MuirDa20,fumbles_rec,0,,,,,
player,201010170was,clt,MuirDa20,fumbles_rec_yds,0,,,,,
player,201010170was,clt,MuirDa20,fumbles_rec_td,0,,,,,
player,201010170was,clt,MuirDa20,fumbles_forced,0,,,,,
player,201010170was,clt,MoalFi99,def_int,0,,,,,
player,201010170was,clt,MoalFi99,def_int_yds,0,,,,,
player,201010170was,clt,MoalFi99,def_int_td,0,,,,,
player,201010170was,clt,MoalFi99,def_int_long,0,,,,,
player,201010170was,clt,MoalFi99,pass_defended,1,,,,,
player,201010170was,clt,MoalFi99,sacks,0.0,,,,,
player,201010170was,clt,MoalFi99,tackles_combined,2,,,,,
player,201010170was,clt,MoalFi99,tackles_solo,0,,,,,
player,201010170was,clt,MoalFi99,tackles_assists,2,,,,,
player,201010170was,clt,MoalFi99,tackles_loss,0,,,,,
player,201010170was,clt,MoalFi99,qb_hits,0,,,,,
player,201010170was,clt,MoalFi99,fumbles_rec,0,,,,,
player,201010170was,clt,MoalFi99,fumbles_rec_yds,0,,,,,
player,201010170was,clt,MoalFi99,fumbles_rec_td,0,,,,,
player,201010170was,clt,MoalFi99,fumbles_forced,0,,,,,
player,201010170was,clt,TownDe20,def_int,0,,,,,
player,201010170was,clt,TownDe20,def_int_yds,0,,,,,
player,201010170was,clt,TownDe20,def_int_td,0,,,,,
player,201010170was,clt,TownDe20,def_int_long,0,,,,,
player,201010170was,clt,TownDe20,pass_defended,0,,,,,
player,201010170was,clt,TownDe20,sacks,0.0,,,,,
player,201010170was,clt,TownDe20,tackles_combined,2,,,,,
player,201010170was,clt,TownDe20,tackles_solo,2,,,,,
player,201010170was,clt,TownDe20,tackles_assists,0,,,,,
player,201010170was,clt,TownDe20,tackles_loss,0,,,,,
player,201010170was,clt,TownDe20,qb_hits,0,,,,,
player,201010170was,clt,TownDe20,fumbles_rec,0,,,,,
player,201010170was,clt,TownDe20,fumbles_rec_yds,0,,,,,
player,201010170was,clt,TownDe20,fumbles_rec_td,0,,,,,
player,201010170was,clt,TownDe20,fumbles_forced,0,,,,,
player,201010170was,clt,WheePh99,def_int,0,,,,,
player,201010170was,clt,WheePh99,def_int_yds,0,,,,,
player,201010170was,clt,WheePh99,def_int_td,0,,,,,
player,201010170was,clt,WheePh99,def_int_long,0,,,,,
player,201010170was,clt,WheePh99,pass_defended,0,,,,,
player,201010170was,clt,WheePh99,sacks,0.0,,,,,
player,201010170was,clt,WheePh99,tackles_combined,2,,,,,
player,201010170was,clt,WheePh99,tackles_solo,1,,,,,
player,201010170was,clt,WheePh99,tackles_assists,1,,,,,
player,201010170was,clt,WheePh99,tackles_loss,0,,,,,
player,201010170was,clt,WheePh99,qb_hits,0,,,,,
player,201010170was,clt,WheePh99,fumbles_rec,0,,,,,
player,201010170was,clt,WheePh99,fumbles_rec_yds,0,,,,,
player,201010170was,clt,WheePh99,fumbles_rec_td,0,,,,,
player,201010170was,clt,WheePh99,fumbles_forced,0,,,,,
player,201010170was,clt,JameJa00,def_int,0,,,,,
player,201010170was,clt,JameJa00,def_int_yds,0,,,,,
player,201010170was,clt,JameJa00,def_int_td,0,,,,,
player,201010170was,clt,JameJa00,def_int_long,0,,,,,
player,201010170was,clt,JameJa00,pass_defended,0,,,,,
player,201010170was,clt,JameJa00,sacks,0.0,,,,,
player,201010170was,clt,JameJa00,tackles_combined,1,,,,,
player,201010170was,clt,JameJa00,tackles_solo,1,,,,,
player,201010170was,clt,JameJa00,tackles_assists,0,,,,,
player,201010170was,clt,JameJa00,tackles_loss,0,,,,,
player,201010170was,clt,JameJa00,qb_hits,0,,,,,
player,201010170was,clt,JameJa00,fumbles_rec,0,,,,,
player,201010170was,clt,JameJa00,fumbles_rec_yds,0,,,,,
player,201010170was,clt,JameJa00,fumbles_rec_td,0,,,,,
player,201010170was,clt,JameJa00,fumbles_forced,0,,,,,
player,201010170was,clt,KingBr01,def_int,0,,,,,
player,201010170was,clt,KingBr01,def_int_yds,0,,,,,
player,201010170was,clt,KingBr01,def_int_td,0,,,,,
player,201010170was,clt,KingBr01,def_int_long,0,,,,,
player,201010170was,clt,KingBr01,pass_defended,0,,,,,
player,201010170was,clt,KingBr01,sacks,0.0,,,,,
player,201010170was,clt,KingBr01,tackles_combined,1,,,,,
player,201010170was,clt,KingBr01,tackles_solo,1,,,,,
player,201010170was,clt,KingBr01,tackles_assists,0,,,,,
player,201010170was,clt,KingBr01,tackles_loss,0,,,,,
player,201010170was,clt,KingBr01,qb_hits,0,,,,,
player,201010170was,clt,KingBr01,fumbles_rec,1,,,,,
player,201010170was,clt,KingBr01,fumbles_rec_yds,0,,,,,
player,201010170was,clt,KingBr01,fumbles_rec_td,0,,,,,
player,201010170was,clt,KingBr01,fumbles_forced,0,,,,,
player,201010170was,clt,FreeDw00,def_int,0,,,,,
player,201010170was,clt,FreeDw00,def_int_yds,0,,,,,
player,201010170was,clt,FreeDw00,def_int_td,0,,,,,
player,201010170was,clt,FreeDw00,def_int_long,0,,,,,
player,201010170was,clt,FreeDw00,pass_defended,1,,,,,
player,201010170was,clt,FreeDw00,sacks,0.0,,,,,
player,201010170was,clt,FreeDw00,tackles_combined,0,,,,,
player,201010170was,clt,FreeDw00,tackles_solo,0,,,,,
player,201010170was,clt,FreeDw00,tackles_assists,0,,,,,
player,201010170was,clt,FreeDw00,tackles_loss,0,,,,,
player,201010170was,clt,FreeDw00,qb_hits,2,,,,,
player,201010170was,clt,FreeDw00,fumbles_rec,0,,,,,
player,201010170was,clt,FreeDw00,fumbles_rec_yds,0,,,,,
player,201010170was,clt,FreeDw00,fumbles_rec_td,0,,,,,
player,201010170was,clt,FreeDw00,fumbles_forced,0,,,,,
player,201010170was,was,OrakBr99,def_int,0,,,,,
player,201010170was,was,OrakBr99,def_int_yds,0,,,,,
player,201010170was,was,OrakBr99,def_int_td,0,,,,,
player,201010170was,was,OrakBr99,def_int_long,0,,,,,
player,201010170was,was,OrakBr99,pass_defended,0,,,,,
player,201010170was,was,OrakBr99,sacks,1.0,,,,,
player,201010170was,was,OrakBr99,tackles_combined,2,,,,,
player,201010170was,was,OrakBr99,tackles_solo,2,,,,,
player,201010170was,was,OrakBr99,tackles_assists,0,,,,,
player,201010170was,was,OrakBr99,tackles_loss,0,,,,,
player,201010170was,was,OrakBr99,qb_hits,1,,,,,
player,201010170was,was,OrakBr99,fumbles_rec,0,,,,,
player,201010170was,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201010170was,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201010170was,was,OrakBr99,fumbles_forced,1,,,,,
player,201010170was,was,FletLo20,def_int,0,,,,,
player,201010170was,was,FletLo20,def_int_yds,0,,,,,
player,201010170was,was,FletLo20,def_int_td,0,,,,,
player,201010170was,was,FletLo20,def_int_long,0,,,,,
player,201010170was,was,FletLo20,pass_defended,1,,,,,
player,201010170was,was,FletLo20,sacks,0.0,,,,,
player,201010170was,was,FletLo20,tackles_combined,14,,,,,
player,201010170was,was,FletLo20,tackles_solo,7,,,,,
player,201010170was,was,FletLo20,tackles_assists,7,,,,,
player,201010170was,was,FletLo20,tackles_loss,0,,,,,
player,201010170was,was,FletLo20,qb_hits,0,,,,,
player,201010170was,was,FletLo20,fumbles_rec,0,,,,,
player,201010170was,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201010170was,was,FletLo20,fumbles_rec_td,0,,,,,
player,201010170was,was,FletLo20,fumbles_forced,1,,,,,
player,201010170was,was,DougRe20,def_int,0,,,,,
player,201010170was,was,DougRe20,def_int_yds,0,,,,,
player,201010170was,was,DougRe20,def_int_td,0,,,,,
player,201010170was,was,DougRe20,def_int_long,0,,,,,
player,201010170was,was,DougRe20,pass_defended,0,,,,,
player,201010170was,was,DougRe20,sacks,0.0,,,,,
player,201010170was,was,DougRe20,tackles_combined,12,,,,,
player,201010170was,was,DougRe20,tackles_solo,3,,,,,
player,201010170was,was,DougRe20,tackles_assists,9,,,,,
player,201010170was,was,DougRe20,tackles_loss,0,,,,,
player,201010170was,was,DougRe20,qb_hits,0,,,,,
player,201010170was,was,DougRe20,fumbles_rec,0,,,,,
player,201010170was,was,DougRe20,fumbles_rec_yds,0,,,,,
player,201010170was,was,DougRe20,fumbles_rec_td,0,,,,,
player,201010170was,was,DougRe20,fumbles_forced,0,,,,,
player,201010170was,was,LandLa99,def_int,0,,,,,
player,201010170was,was,LandLa99,def_int_yds,0,,,,,
player,201010170was,was,LandLa99,def_int_td,0,,,,,
player,201010170was,was,LandLa99,def_int_long,0,,,,,
player,201010170was,was,LandLa99,pass_defended,1,,,,,
player,201010170was,was,LandLa99,sacks,0.0,,,,,
player,201010170was,was,LandLa99,tackles_combined,11,,,,,
player,201010170was,was,LandLa99,tackles_solo,7,,,,,
player,201010170was,was,LandLa99,tackles_assists,4,,,,,
player,201010170was,was,LandLa99,tackles_loss,1,,,,,
player,201010170was,was,LandLa99,qb_hits,0,,,,,
player,201010170was,was,LandLa99,fumbles_rec,1,,,,,
player,201010170was,was,LandLa99,fumbles_rec_yds,0,,,,,
player,201010170was,was,LandLa99,fumbles_rec_td,0,,,,,
player,201010170was,was,LandLa99,fumbles_forced,0,,,,,
player,201010170was,was,MoorKa99,def_int,0,,,,,
player,201010170was,was,MoorKa99,def_int_yds,0,,,,,
player,201010170was,was,MoorKa99,def_int_td,0,,,,,
player,201010170was,was,MoorKa99,def_int_long,0,,,,,
player,201010170was,was,MoorKa99,pass_defended,1,,,,,
player,201010170was,was,MoorKa99,sacks,0.0,,,,,
player,201010170was,was,MoorKa99,tackles_combined,7,,,,,
player,201010170was,was,MoorKa99,tackles_solo,2,,,,,
player,201010170was,was,MoorKa99,tackles_assists,5,,,,,
player,201010170was,was,MoorKa99,tackles_loss,0,,,,,
player,201010170was,was,MoorKa99,qb_hits,0,,,,,
player,201010170was,was,MoorKa99,fumbles_rec,0,,,,,
player,201010170was,was,MoorKa99,fumbles_rec_yds,0,,,,,
player,201010170was,was,MoorKa99,fumbles_rec_td,0,,,,,
player,201010170was,was,MoorKa99,fumbles_forced,0,,,,,
player,201010170was,was,RogeCa20,def_int,0,,,,,
player,201010170was,was,RogeCa20,def_int_yds,0,,,,,
player,201010170was,was,RogeCa20,def_int_td,0,,,,,
player,201010170was,was,RogeCa20,def_int_long,0,,,,,
player,201010170was,was,RogeCa20,pass_defended,2,,,,,
player,201010170was,was,RogeCa20,sacks,0.0,,,,,
player,201010170was,was,RogeCa20,tackles_combined,7,,,,,
player,201010170was,was,RogeCa20,tackles_solo,7,,,,,
player,201010170was,was,RogeCa20,tackles_assists,0,,,,,
player,201010170was,was,RogeCa20,tackles_loss,0,,,,,
player,201010170was,was,RogeCa20,qb_hits,0,,,,,
player,201010170was,was,RogeCa20,fumbles_rec,0,,,,,
player,201010170was,was,RogeCa20,fumbles_rec_yds,0,,,,,
player,201010170was,was,RogeCa20,fumbles_rec_td,0,,,,,
player,201010170was,was,RogeCa20,fumbles_forced,0,,,,,
player,201010170was,was,BuchPh20,def_int,0,,,,,
player,201010170was,was,BuchPh20,def_int_yds,0,,,,,
player,201010170was,was,BuchPh20,def_int_td,0,,,,,
player,201010170was,was,BuchPh20,def_int_long,0,,,,,
player,201010170was,was,BuchPh20,pass_defended,3,,,,,
player,201010170was,was,BuchPh20,sacks,0.0,,,,,
player,201010170was,was,BuchPh20,tackles_combined,5,,,,,
player,201010170was,was,BuchPh20,tackles_solo,4,,,,,
player,201010170was,was,BuchPh20,tackles_assists,1,,,,,
player,201010170was,was,BuchPh20,tackles_loss,0,,,,,
player,201010170was,was,BuchPh20,qb_hits,0,,,,,
player,201010170was,was,BuchPh20,fumbles_rec,0,,,,,
player,201010170was,was,BuchPh20,fumbles_rec_yds,0,,,,,
player,201010170was,was,BuchPh20,fumbles_rec_td,0,,,,,
player,201010170was,was,BuchPh20,fumbles_forced,0,,,,,
player,201010170was,was,AlexLo99,def_int,0,,,,,
player,201010170was,was,AlexLo99,def_int_yds,0,,,,,
player,201010170was,was,AlexLo99,def_int_td,0,,,,,
player,201010170was,was,AlexLo99,def_int_long,0,,,,,
player,201010170was,was,AlexLo99,pass_defended,0,,,,,
player,201010170was,was,AlexLo99,sacks,0.0,,,,,
player,201010170was,was,AlexLo99,tackles_combined,4,,,,,
player,201010170was,was,AlexLo99,tackles_solo,1,,,,,
player,201010170was,was,AlexLo99,tackles_assists,3,,,,,
player,201010170was,was,AlexLo99,tackles_loss,0,,,,,
player,201010170was,was,AlexLo99,qb_hits,0,,,,,
player,201010170was,was,AlexLo99,fumbles_rec,0,,,,,
player,201010170was,was,AlexLo99,fumbles_rec_yds,0,,,,,
player,201010170was,was,AlexLo99,fumbles_rec_td,0,,,,,
player,201010170was,was,AlexLo99,fumbles_forced,1,,,,,
player,201010170was,was,HallDe99,def_int,0,,,,,
player,201010170was,was,HallDe99,def_int_yds,0,,,,,
player,201010170was,was,HallDe99,def_int_td,0,,,,,
player,201010170was,was,HallDe99,def_int_long,0,,,,,
player,201010170was,was,HallDe99,pass_defended,0,,,,,
player,201010170was,was,HallDe99,sacks,0.0,,,,,
player,201010170was,was,HallDe99,tackles_combined,4,,,,,
player,201010170was,was,HallDe99,tackles_solo,2,,,,,
player,201010170was,was,HallDe99,tackles_assists,2,,,,,
player,201010170was,was,HallDe99,tackles_loss,0,,,,,
player,201010170was,was,HallDe99,qb_hits,0,,,,,
player,201010170was,was,HallDe99,fumbles_rec,0,,,,,
player,201010170was,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201010170was,was,HallDe99,fumbles_rec_td,0,,,,,
player,201010170was,was,HallDe99,fumbles_forced,0,,,,,
player,201010170was,was,ArmsAn00,def_int,0,,,,,
player,201010170was,was,ArmsAn00,def_int_yds,0,,,,,
player,201010170was,was,ArmsAn00,def_int_td,0,,,,,
player,201010170was,was,ArmsAn00,def_int_long,0,,,,,
player,201010170was,was,ArmsAn00,pass_defended,0,,,,,
player,201010170was,was,ArmsAn00,sacks,0.0,,,,,
player,201010170was,was,ArmsAn00,tackles_combined,3,,,,,
player,201010170was,was,ArmsAn00,tackles_solo,1,,,,,
player,201010170was,was,ArmsAn00,tackles_assists,2,,,,,
player,201010170was,was,ArmsAn00,tackles_loss,0,,,,,
player,201010170was,was,ArmsAn00,qb_hits,0,,,,,
player,201010170was,was,ArmsAn00,fumbles_rec,0,,,,,
player,201010170was,was,ArmsAn00,fumbles_rec_yds,0,,,,,
player,201010170was,was,ArmsAn00,fumbles_rec_td,0,,,,,
player,201010170was,was,ArmsAn00,fumbles_forced,0,,,,,
player,201010170was,was,CartAn20,def_int,0,,,,,
player,201010170was,was,CartAn20,def_int_yds,0,,,,,
player,201010170was,was,CartAn20,def_int_td,0,,,,,
player,201010170was,was,CartAn20,def_int_long,0,,,,,
player,201010170was,was,CartAn20,pass_defended,0,,,,,
player,201010170was,was,CartAn20,sacks,0.0,,,,,
player,201010170was,was,CartAn20,tackles_combined,3,,,,,
player,201010170was,was,CartAn20,tackles_solo,2,,,,,
player,201010170was,was,CartAn20,tackles_assists,1,,,,,
player,201010170was,was,CartAn20,tackles_loss,0,,,,,
player,201010170was,was,CartAn20,qb_hits,0,,,,,
player,201010170was,was,CartAn20,fumbles_rec,1,,,,,
player,201010170was,was,CartAn20,fumbles_rec_yds,0,,,,,
player,201010170was,was,CartAn20,fumbles_rec_td,0,,,,,
player,201010170was,was,CartAn20,fumbles_forced,0,,,,,
player,201010170was,was,WilsCh99,def_int,0,,,,,
player,201010170was,was,WilsCh99,def_int_yds,0,,,,,
player,201010170was,was,WilsCh99,def_int_td,0,,,,,
player,201010170was,was,WilsCh99,def_int_long,0,,,,,
player,201010170was,was,WilsCh99,pass_defended,0,,,,,
player,201010170was,was,WilsCh99,sacks,0.0,,,,,
player,201010170was,was,WilsCh99,tackles_combined,3,,,,,
player,201010170was,was,WilsCh99,tackles_solo,2,,,,,
player,201010170was,was,WilsCh99,tackles_assists,1,,,,,
player,201010170was,was,WilsCh99,tackles_loss,0,,,,,
player,201010170was,was,WilsCh99,qb_hits,0,,,,,
player,201010170was,was,WilsCh99,fumbles_rec,0,,,,,
player,201010170was,was,WilsCh99,fumbles_rec_yds,0,,,,,
player,201010170was,was,WilsCh99,fumbles_rec_td,0,,,,,
player,201010170was,was,WilsCh99,fumbles_forced,1,,,,,
player,201010170was,was,BladH.99,def_int,0,,,,,
player,201010170was,was,BladH.99,def_int_yds,0,,,,,
player,201010170was,was,BladH.99,def_int_td,0,,,,,
player,201010170was,was,BladH.99,def_int_long,0,,,,,
player,201010170was,was,BladH.99,pass_defended,0,,,,,
player,201010170was,was,BladH.99,sacks,0.0,,,,,
player,201010170was,was,BladH.99,tackles_combined,2,,,,,
player,201010170was,was,BladH.99,tackles_solo,1,,,,,
player,201010170was,was,BladH.99,tackles_assists,1,,,,,
player,201010170was,was,BladH.99,tackles_loss,0,,,,,
player,201010170was,was,BladH.99,qb_hits,0,,,,,
player,201010170was,was,BladH.99,fumbles_rec,0,,,,,
player,201010170was,was,BladH.99,fumbles_rec_yds,0,,,,,
player,201010170was,was,BladH.99,fumbles_rec_td,0,,,,,
player,201010170was,was,BladH.99,fumbles_forced,0,,,,,
player,201010170was,was,CarrAd99,def_int,0,,,,,
player,201010170was,was,CarrAd99,def_int_yds,0,,,,,
player,201010170was,was,CarrAd99,def_int_td,0,,,,,
player,201010170was,was,CarrAd99,def_int_long,0,,,,,
player,201010170was,was,CarrAd99,pass_defended,0,,,,,
player,201010170was,was,CarrAd99,sacks,0.0,,,,,
player,201010170was,was,CarrAd99,tackles_combined,2,,,,,
player,201010170was,was,CarrAd99,tackles_solo,0,,,,,
player,201010170was,was,CarrAd99,tackles_assists,2,,,,,
player,201010170was,was,CarrAd99,tackles_loss,0,,,,,
player,201010170was,was,CarrAd99,qb_hits,0,,,,,
player,201010170was,was,CarrAd99,fumbles_rec,0,,,,,
player,201010170was,was,CarrAd99,fumbles_rec_yds,0,,,,,
player,201010170was,was,CarrAd99,fumbles_rec_td,0,,,,,
player,201010170was,was,CarrAd99,fumbles_forced,0,,,,,
player,201010170was,was,HollVo20,def_int,0,,,,,
player,201010170was,was,HollVo20,def_int_yds,0,,,,,
player,201010170was,was,HollVo20,def_int_td,0,,,,,
player,201010170was,was,HollVo20,def_int_long,0,,,,,
player,201010170was,was,HollVo20,pass_defended,0,,,,,
player,201010170was,was,HollVo20,sacks,0.0,,,,,
player,201010170was,was,HollVo20,tackles_combined,2,,,,,
player,201010170was,was,HollVo20,tackles_solo,1,,,,,
player,201010170was,was,HollVo20,tackles_assists,1,,,,,
player,201010170was,was,HollVo20,tackles_loss,0,,,,,
player,201010170was,was,HollVo20,qb_hits,0,,,,,
player,201010170was,was,HollVo20,fumbles_rec,0,,,,,
player,201010170was,was,HollVo20,fumbles_rec_yds,0,,,,,
player,201010170was,was,HollVo20,fumbles_rec_td,0,,,,,
player,201010170was,was,HollVo20,fumbles_forced,0,,,,,
player,201010170was,was,JarmJe99,def_int,0,,,,,
player,201010170was,was,JarmJe99,def_int_yds,0,,,,,
player,201010170was,was,JarmJe99,def_int_td,0,,,,,
player,201010170was,was,JarmJe99,def_int_long,0,,,,,
player,201010170was,was,JarmJe99,pass_defended,0,,,,,
player,201010170was,was,JarmJe99,sacks,0.0,,,,,
player,201010170was,was,JarmJe99,tackles_combined,2,,,,,
player,201010170was,was,JarmJe99,tackles_solo,1,,,,,
player,201010170was,was,JarmJe99,tackles_assists,1,,,,,
player,201010170was,was,JarmJe99,tackles_loss,0,,,,,
player,201010170was,was,JarmJe99,qb_hits,0,,,,,
player,201010170was,was,JarmJe99,fumbles_rec,0,,,,,
player,201010170was,was,JarmJe99,fumbles_rec_yds,0,,,,,
player,201010170was,was,JarmJe99,fumbles_rec_td,0,,,,,
player,201010170was,was,JarmJe99,fumbles_forced,0,,,,,
player,201010170was,was,SellMi00,def_int,0,,,,,
player,201010170was,was,SellMi00,def_int_yds,0,,,,,
player,201010170was,was,SellMi00,def_int_td,0,,,,,
player,201010170was,was,SellMi00,def_int_long,0,,,,,
player,201010170was,was,SellMi00,pass_defended,0,,,,,
player,201010170was,was,SellMi00,sacks,0.0,,,,,
player,201010170was,was,SellMi00,tackles_combined,2,,,,,
player,201010170was,was,SellMi00,tackles_solo,2,,,,,
player,201010170was,was,SellMi00,tackles_assists,0,,,,,
player,201010170was,was,SellMi00,tackles_loss,0,,,,,
player,201010170was,was,SellMi00,qb_hits,0,,,,,
player,201010170was,was,SellMi00,fumbles_rec,0,,,,,
player,201010170was,was,SellMi00,fumbles_rec_yds,0,,,,,
player,201010170was,was,SellMi00,fumbles_rec_td,0,,,,,
player,201010170was,was,SellMi00,fumbles_forced,0,,,,,
player,201010170was,was,HortCh99,def_int,0,,,,,
