game,2010,14,20101212,201012120sfo,sea,"Seattle Seahawks",21,sfo,"San Francisco 49ers",40
team,201012120sfo,sea,First Downs,20,,,,,,
team,201012120sfo,sfo,First Downs,10,,,,,,
team,201012120sfo,sea,Rush-Yds-TDs,22-84-0,,,,,,
team,201012120sfo,sfo,Rush-Yds-TDs,27-95-0,,,,,,
team,201012120sfo,sea,Cmp-Att-Yd-TD-INT,27-42-285-2-4,,,,,,
team,201012120sfo,sfo,Cmp-Att-Yd-TD-INT,17-27-255-3-0,,,,,,
team,201012120sfo,sea,Sacked-Yards,1-8,,,,,,
team,201012120sfo,sfo,Sacked-Yards,2-14,,,,,,
team,201012120sfo,sea,Net Pass Yards,277,,,,,,
team,201012120sfo,sfo,Net Pass Yards,241,,,,,,
team,201012120sfo,sea,Total Yards,361,,,,,,
team,201012120sfo,sfo,Total Yards,336,,,,,,
team,201012120sfo,sea,Fumbles-Lost,2-1,,,,,,
team,201012120sfo,sfo,Fumbles-Lost,0-0,,,,,,
team,201012120sfo,sea,Turnovers,5,,,,,,
team,201012120sfo,sfo,Turnovers,0,,,,,,
team,201012120sfo,sea,Penalties-Yards,8-75,,,,,,
team,201012120sfo,sfo,Penalties-Yards,2-15,,,,,,
team,201012120sfo,sea,Third Down Conv.,4-10,,,,,,
team,201012120sfo,sfo,Third Down Conv.,7-17,,,,,,
team,201012120sfo,sea,Fourth Down Conv.,0-2,,,,,,
team,201012120sfo,sfo,Fourth Down Conv.,0-0,,,,,,
team,201012120sfo,sea,Time of Possession,29:07,,,,,,
team,201012120sfo,sfo,Time of Possession,30:53,,,,,,
player,201012120sfo,sea,HassMa00,pass_cmp,27,,,,,
player,201012120sfo,sea,HassMa00,pass_att,42,,,,,
player,201012120sfo,sea,HassMa00,pass_yds,285,,,,,
player,201012120sfo,sea,HassMa00,pass_td,2,,,,,
player,201012120sfo,sea,HassMa00,pass_int,4,,,,,
player,201012120sfo,sea,HassMa00,pass_sacked,1,,,,,
player,201012120sfo,sea,HassMa00,pass_sacked_yds,8,,,,,
player,201012120sfo,sea,HassMa00,pass_long,43,,,,,
player,201012120sfo,sea,HassMa00,pass_rating,60.2,,,,,
player,201012120sfo,sea,HassMa00,rush_att,1,,,,,
player,201012120sfo,sea,HassMa00,rush_yds,5,,,,,
player,201012120sfo,sea,HassMa00,rush_td,0,,,,,
player,201012120sfo,sea,HassMa00,rush_long,5,,,,,
player,201012120sfo,sea,HassMa00,targets,0,,,,,
player,201012120sfo,sea,HassMa00,rec,0,,,,,
player,201012120sfo,sea,HassMa00,rec_yds,0,,,,,
player,201012120sfo,sea,HassMa00,rec_td,0,,,,,
player,201012120sfo,sea,HassMa00,rec_long,0,,,,,
player,201012120sfo,sea,HassMa00,fumbles,2,,,,,
player,201012120sfo,sea,HassMa00,fumbles_lost,1,,,,,
player,201012120sfo,sea,RobiMi00,pass_cmp,0,,,,,
player,201012120sfo,sea,RobiMi00,pass_att,0,,,,,
player,201012120sfo,sea,RobiMi00,pass_yds,0,,,,,
player,201012120sfo,sea,RobiMi00,pass_td,0,,,,,
player,201012120sfo,sea,RobiMi00,pass_int,0,,,,,
player,201012120sfo,sea,RobiMi00,pass_sacked,0,,,,,
player,201012120sfo,sea,RobiMi00,pass_sacked_yds,,,,,,
player,201012120sfo,sea,RobiMi00,pass_long,0,,,,,
player,201012120sfo,sea,RobiMi00,pass_rating,,,,,,
player,201012120sfo,sea,RobiMi00,rush_att,3,,,,,
player,201012120sfo,sea,RobiMi00,rush_yds,33,,,,,
player,201012120sfo,sea,RobiMi00,rush_td,0,,,,,
player,201012120sfo,sea,RobiMi00,rush_long,17,,,,,
player,201012120sfo,sea,RobiMi00,targets,2,,,,,
player,201012120sfo,sea,RobiMi00,rec,0,,,,,
player,201012120sfo,sea,RobiMi00,rec_yds,0,,,,,
player,201012120sfo,sea,RobiMi00,rec_td,0,,,,,
player,201012120sfo,sea,RobiMi00,rec_long,0,,,,,
player,201012120sfo,sea,RobiMi00,fumbles,0,,,,,
player,201012120sfo,sea,RobiMi00,fumbles_lost,,,,,,
