game,2010,4,20101003,201010030phi,was,"Washington Redskins",17,phi,"Philadelphia Eagles",12
team,201010030phi,was,First Downs,16,,,,,,
team,201010030phi,phi,First Downs,21,,,,,,
team,201010030phi,was,Rush-Yds-TDs,35-169-1,,,,,,
team,201010030phi,phi,Rush-Yds-TDs,25-110-0,,,,,,
team,201010030phi,was,Cmp-Att-Yd-TD-INT,8-19-125-1-1,,,,,,
team,201010030phi,phi,Cmp-Att-Yd-TD-INT,27-42-250-1-1,,,,,,
team,201010030phi,was,Sacked-Yards,1-1,,,,,,
team,201010030phi,phi,Sacked-Yards,1-7,,,,,,
team,201010030phi,was,Net Pass Yards,124,,,,,,
team,201010030phi,phi,Net Pass Yards,243,,,,,,
team,201010030phi,was,Total Yards,293,,,,,,
team,201010030phi,phi,Total Yards,353,,,,,,
team,201010030phi,was,Fumbles-Lost,0-0,,,,,,
team,201010030phi,phi,Fumbles-Lost,4-1,,,,,,
team,201010030phi,was,Turnovers,1,,,,,,
team,201010030phi,phi,Turnovers,2,,,,,,
team,201010030phi,was,Penalties-Yards,5-30,,,,,,
team,201010030phi,phi,Penalties-Yards,8-80,,,,,,
team,201010030phi,was,Third Down Conv.,5-11,,,,,,
team,201010030phi,phi,Third Down Conv.,5-14,,,,,,
team,201010030phi,was,Fourth Down Conv.,0-0,,,,,,
team,201010030phi,phi,Fourth Down Conv.,2-2,,,,,,
team,201010030phi,was,Time of Possession,27:03,,,,,,
team,201010030phi,phi,Time of Possession,32:57,,,,,,
player,201010030phi,was,McNaDo00,pass_cmp,8,,,,,
player,201010030phi,was,McNaDo00,pass_att,19,,,,,
player,201010030phi,was,McNaDo00,pass_yds,125,,,,,
player,201010030phi,was,McNaDo00,pass_td,1,,,,,
player,201010030phi,was,McNaDo00,pass_int,1,,,,,
player,201010030phi,was,McNaDo00,pass_sacked,1,,,,,
player,201010030phi,was,McNaDo00,pass_sacked_yds,1,,,,,
player,201010030phi,was,McNaDo00,pass_long,57,,,,,
player,201010030phi,was,McNaDo00,pass_rating,60.2,,,,,
player,201010030phi,was,McNaDo00,rush_att,5,,,,,
player,201010030phi,was,McNaDo00,rush_yds,39,,,,,
player,201010030phi,was,McNaDo00,rush_td,0,,,,,
player,201010030phi,was,McNaDo00,rush_long,18,,,,,
player,201010030phi,was,McNaDo00,targets,0,,,,,
player,201010030phi,was,McNaDo00,rec,0,,,,,
player,201010030phi,was,McNaDo00,rec_yds,0,,,,,
player,201010030phi,was,McNaDo00,rec_td,0,,,,,
player,201010030phi,was,McNaDo00,rec_long,0,,,,,
player,201010030phi,was,McNaDo00,fumbles,0,,,,,
player,201010030phi,was,McNaDo00,fumbles_lost,,,,,,
player,201010030phi,was,ToraRy00,pass_cmp,0,,,,,
player,201010030phi,was,ToraRy00,pass_att,0,,,,,
player,201010030phi,was,ToraRy00,pass_yds,0,,,,,
player,201010030phi,was,ToraRy00,pass_td,0,,,,,
player,201010030phi,was,ToraRy00,pass_int,0,,,,,
player,201010030phi,was,ToraRy00,pass_sacked,,,,,,
player,201010030phi,was,ToraRy00,pass_sacked_yds,,,,,,
player,201010030phi,was,ToraRy00,pass_long,0,,,,,
player,201010030phi,was,ToraRy00,pass_rating,,,,,,
player,201010030phi,was,ToraRy00,rush_att,18,,,,,
player,201010030phi,was,ToraRy00,rush_yds,70,,,,,
player,201010030phi,was,ToraRy00,rush_td,1,,,,,
player,201010030phi,was,ToraRy00,rush_long,13,,,,,
player,201010030phi,was,ToraRy00,targets,0,,,,,
player,201010030phi,was,ToraRy00,rec,0,,,,,
player,201010030phi,was,ToraRy00,rec_yds,0,,,,,
player,201010030phi,was,ToraRy00,rec_td,0,,,,,
player,201010030phi,was,ToraRy00,rec_long,0,,,,,
player,201010030phi,was,ToraRy00,fumbles,0,,,,,
player,201010030phi,was,ToraRy00,fumbles_lost,,,,,,
player,201010030phi,was,PortCl00,pass_cmp,0,,,,,
player,201010030phi,was,PortCl00,pass_att,0,,,,,
player,201010030phi,was,PortCl00,pass_yds,0,,,,,
player,201010030phi,was,PortCl00,pass_td,0,,,,,
player,201010030phi,was,PortCl00,pass_int,0,,,,,
player,201010030phi,was,PortCl00,pass_sacked,,,,,,
player,201010030phi,was,PortCl00,pass_sacked_yds,,,,,,
player,201010030phi,was,PortCl00,pass_long,0,,,,,
player,201010030phi,was,PortCl00,pass_rating,,,,,,
player,201010030phi,was,PortCl00,rush_att,11,,,,,
player,201010030phi,was,PortCl00,rush_yds,55,,,,,
player,201010030phi,was,PortCl00,rush_td,0,,,,,
player,201010030phi,was,PortCl00,rush_long,11,,,,,
player,201010030phi,was,PortCl00,targets,2,,,,,
player,201010030phi,was,PortCl00,rec,2,,,,,
player,201010030phi,was,PortCl00,rec_yds,26,,,,,
player,201010030phi,was,PortCl00,rec_td,0,,,,,
player,201010030phi,was,PortCl00,rec_long,14,,,,,
player,201010030phi,was,PortCl00,fumbles,0,,,,,
player,201010030phi,was,PortCl00,fumbles_lost,,,,,,
player,201010030phi,was,MossSa00,pass_cmp,0,,,,,
player,201010030phi,was,MossSa00,pass_att,0,,,,,
player,201010030phi,was,MossSa00,pass_yds,0,,,,,
player,201010030phi,was,MossSa00,pass_td,0,,,,,
player,201010030phi,was,MossSa00,pass_int,0,,,,,
player,201010030phi,was,MossSa00,pass_sacked,,,,,,
player,201010030phi,was,MossSa00,pass_sacked_yds,,,,,,
player,201010030phi,was,MossSa00,pass_long,0,,,,,
player,201010030phi,was,MossSa00,pass_rating,,,,,,
player,201010030phi,was,MossSa00,rush_att,1,,,,,
player,201010030phi,was,MossSa00,rush_yds,5,,,,,
player,201010030phi,was,MossSa00,rush_td,0,,,,,
player,201010030phi,was,MossSa00,rush_long,5,,,,,
player,201010030phi,was,MossSa00,targets,1,,,,,
player,201010030phi,was,MossSa00,rec,0,,,,,
player,201010030phi,was,MossSa00,rec_yds,0,,,,,
player,201010030phi,was,MossSa00,rec_td,0,,,,,
player,201010030phi,was,MossSa00,rec_long,0,,,,,
player,201010030phi,was,MossSa00,fumbles,0,,,,,
player,201010030phi,was,MossSa00,fumbles_lost,,,,,,
player,201010030phi,was,ArmsAn00,pass_cmp,0,,,,,
player,201010030phi,was,ArmsAn00,pass_att,0,,,,,
player,201010030phi,was,ArmsAn00,pass_yds,0,,,,,
player,201010030phi,was,ArmsAn00,pass_td,0,,,,,
player,201010030phi,was,ArmsAn00,pass_int,0,,,,,
player,201010030phi,was,ArmsAn00,pass_sacked,,,,,,
player,201010030phi,was,ArmsAn00,pass_sacked_yds,,,,,,
player,201010030phi,was,ArmsAn00,pass_long,0,,,,,
player,201010030phi,was,ArmsAn00,pass_rating,,,,,,
player,201010030phi,was,ArmsAn00,rush_att,0,,,,,
player,201010030phi,was,ArmsAn00,rush_yds,0,,,,,
player,201010030phi,was,ArmsAn00,rush_td,0,,,,,
player,201010030phi,was,ArmsAn00,rush_long,0,,,,,
player,201010030phi,was,ArmsAn00,targets,3,,,,,
player,201010030phi,was,ArmsAn00,rec,1,,,,,
player,201010030phi,was,ArmsAn00,rec_yds,57,,,,,
player,201010030phi,was,ArmsAn00,rec_td,0,,,,,
player,201010030phi,was,ArmsAn00,rec_long,57,,,,,
player,201010030phi,was,ArmsAn00,fumbles,0,,,,,
player,201010030phi,was,ArmsAn00,fumbles_lost,,,,,,
player,201010030phi,was,CoolCh00,pass_cmp,0,,,,,
player,201010030phi,was,CoolCh00,pass_att,0,,,,,
player,201010030phi,was,CoolCh00,pass_yds,0,,,,,
player,201010030phi,was,CoolCh00,pass_td,0,,,,,
player,201010030phi,was,CoolCh00,pass_int,0,,,,,
player,201010030phi,was,CoolCh00,pass_sacked,,,,,,
player,201010030phi,was,CoolCh00,pass_sacked_yds,,,,,,
player,201010030phi,was,CoolCh00,pass_long,0,,,,,
player,201010030phi,was,CoolCh00,pass_rating,,,,,,
player,201010030phi,was,CoolCh00,rush_att,0,,,,,
player,201010030phi,was,CoolCh00,rush_yds,0,,,,,
player,201010030phi,was,CoolCh00,rush_td,0,,,,,
player,201010030phi,was,CoolCh00,rush_long,0,,,,,
player,201010030phi,was,CoolCh00,targets,5,,,,,
player,201010030phi,was,CoolCh00,rec,2,,,,,
player,201010030phi,was,CoolCh00,rec_yds,37,,,,,
player,201010030phi,was,CoolCh00,rec_td,1,,,,,
player,201010030phi,was,CoolCh00,rec_long,31,,,,,
player,201010030phi,was,CoolCh00,fumbles,0,,,,,
player,201010030phi,was,CoolCh00,fumbles_lost,,,,,,
player,201010030phi,was,SellMi00,pass_cmp,0,,,,,
player,201010030phi,was,SellMi00,pass_att,0,,,,,
player,201010030phi,was,SellMi00,pass_yds,0,,,,,
player,201010030phi,was,SellMi00,pass_td,0,,,,,
player,201010030phi,was,SellMi00,pass_int,0,,,,,
player,201010030phi,was,SellMi00,pass_sacked,,,,,,
player,201010030phi,was,SellMi00,pass_sacked_yds,,,,,,
player,201010030phi,was,SellMi00,pass_long,0,,,,,
player,201010030phi,was,SellMi00,pass_rating,,,,,,
player,201010030phi,was,SellMi00,rush_att,0,,,,,
player,201010030phi,was,SellMi00,rush_yds,0,,,,,
player,201010030phi,was,SellMi00,rush_td,0,,,,,
player,201010030phi,was,SellMi00,rush_long,0,,,,,
player,201010030phi,was,SellMi00,targets,2,,,,,
player,201010030phi,was,SellMi00,rec,1,,,,,
player,201010030phi,was,SellMi00,rec_yds,5,,,,,
player,201010030phi,was,SellMi00,rec_td,0,,,,,
player,201010030phi,was,SellMi00,rec_long,5,,,,,
player,201010030phi,was,SellMi00,fumbles,0,,,,,
player,201010030phi,was,SellMi00,fumbles_lost,,,,,,
player,201010030phi,was,GallJo00,pass_cmp,0,,,,,
player,201010030phi,was,GallJo00,pass_att,0,,,,,
player,201010030phi,was,GallJo00,pass_yds,0,,,,,
player,201010030phi,was,GallJo00,pass_td,0,,,,,
