game,2010,5,20101010,201010100cle,atl,"Atlanta Falcons",20,cle,"Cleveland Browns",10
player,201010100cle,cle,RobiBr00,rec_long,5,,,,,
player,201010100cle,cle,RobiBr00,fumbles,0,,,,,
player,201010100cle,cle,RobiBr00,fumbles_lost,,,,,,
player,201010100cle,atl,NichSt99,def_int,1,,,,,
player,201010100cle,atl,NichSt99,def_int_yds,0,,,,,
player,201010100cle,atl,NichSt99,def_int_td,0,,,,,
player,201010100cle,atl,NichSt99,def_int_long,0,,,,,
player,201010100cle,atl,NichSt99,pass_defended,1,,,,,
player,201010100cle,atl,NichSt99,sacks,0.0,,,,,
player,201010100cle,atl,NichSt99,tackles_combined,4,,,,,
player,201010100cle,atl,NichSt99,tackles_solo,4,,,,,
player,201010100cle,atl,NichSt99,tackles_assists,0,,,,,
player,201010100cle,atl,NichSt99,tackles_loss,0,,,,,
player,201010100cle,atl,NichSt99,qb_hits,0,,,,,
player,201010100cle,atl,NichSt99,fumbles_rec,0,,,,,
player,201010100cle,atl,NichSt99,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,NichSt99,fumbles_rec_td,0,,,,,
player,201010100cle,atl,NichSt99,fumbles_forced,0,,,,,
player,201010100cle,atl,BierKr99,def_int,1,,,,,
player,201010100cle,atl,BierKr99,def_int_yds,31,,,,,
player,201010100cle,atl,BierKr99,def_int_td,1,,,,,
player,201010100cle,atl,BierKr99,def_int_long,31,,,,,
player,201010100cle,atl,BierKr99,pass_defended,1,,,,,
player,201010100cle,atl,BierKr99,sacks,0.0,,,,,
player,201010100cle,atl,BierKr99,tackles_combined,3,,,,,
player,201010100cle,atl,BierKr99,tackles_solo,1,,,,,
player,201010100cle,atl,BierKr99,tackles_assists,2,,,,,
player,201010100cle,atl,BierKr99,tackles_loss,0,,,,,
player,201010100cle,atl,BierKr99,qb_hits,1,,,,,
player,201010100cle,atl,BierKr99,fumbles_rec,0,,,,,
player,201010100cle,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201010100cle,atl,BierKr99,fumbles_forced,0,,,,,
player,201010100cle,atl,AbraJo00,def_int,0,,,,,
player,201010100cle,atl,AbraJo00,def_int_yds,0,,,,,
player,201010100cle,atl,AbraJo00,def_int_td,0,,,,,
player,201010100cle,atl,AbraJo00,def_int_long,0,,,,,
player,201010100cle,atl,AbraJo00,pass_defended,0,,,,,
player,201010100cle,atl,AbraJo00,sacks,2.0,,,,,
player,201010100cle,atl,AbraJo00,tackles_combined,5,,,,,
player,201010100cle,atl,AbraJo00,tackles_solo,4,,,,,
player,201010100cle,atl,AbraJo00,tackles_assists,1,,,,,
player,201010100cle,atl,AbraJo00,tackles_loss,3,,,,,
player,201010100cle,atl,AbraJo00,qb_hits,3,,,,,
player,201010100cle,atl,AbraJo00,fumbles_rec,0,,,,,
player,201010100cle,atl,AbraJo00,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,AbraJo00,fumbles_rec_td,0,,,,,
player,201010100cle,atl,AbraJo00,fumbles_forced,0,,,,,
player,201010100cle,atl,AndeJa98,def_int,0,,,,,
player,201010100cle,atl,AndeJa98,def_int_yds,0,,,,,
player,201010100cle,atl,AndeJa98,def_int_td,0,,,,,
player,201010100cle,atl,AndeJa98,def_int_long,0,,,,,
player,201010100cle,atl,AndeJa98,pass_defended,0,,,,,
player,201010100cle,atl,AndeJa98,sacks,1.0,,,,,
player,201010100cle,atl,AndeJa98,tackles_combined,1,,,,,
player,201010100cle,atl,AndeJa98,tackles_solo,1,,,,,
player,201010100cle,atl,AndeJa98,tackles_assists,0,,,,,
player,201010100cle,atl,AndeJa98,tackles_loss,1,,,,,
player,201010100cle,atl,AndeJa98,qb_hits,1,,,,,
player,201010100cle,atl,AndeJa98,fumbles_rec,0,,,,,
player,201010100cle,atl,AndeJa98,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,AndeJa98,fumbles_rec_td,0,,,,,
player,201010100cle,atl,AndeJa98,fumbles_forced,0,,,,,
player,201010100cle,atl,GrimBr20,def_int,0,,,,,
player,201010100cle,atl,GrimBr20,def_int_yds,0,,,,,
player,201010100cle,atl,GrimBr20,def_int_td,0,,,,,
player,201010100cle,atl,GrimBr20,def_int_long,0,,,,,
player,201010100cle,atl,GrimBr20,pass_defended,0,,,,,
player,201010100cle,atl,GrimBr20,sacks,0.0,,,,,
player,201010100cle,atl,GrimBr20,tackles_combined,8,,,,,
player,201010100cle,atl,GrimBr20,tackles_solo,6,,,,,
player,201010100cle,atl,GrimBr20,tackles_assists,2,,,,,
player,201010100cle,atl,GrimBr20,tackles_loss,1,,,,,
player,201010100cle,atl,GrimBr20,qb_hits,0,,,,,
player,201010100cle,atl,GrimBr20,fumbles_rec,0,,,,,
player,201010100cle,atl,GrimBr20,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,GrimBr20,fumbles_rec_td,0,,,,,
player,201010100cle,atl,GrimBr20,fumbles_forced,0,,,,,
player,201010100cle,atl,OwenCh99,def_int,0,,,,,
player,201010100cle,atl,OwenCh99,def_int_yds,0,,,,,
player,201010100cle,atl,OwenCh99,def_int_td,0,,,,,
player,201010100cle,atl,OwenCh99,def_int_long,0,,,,,
player,201010100cle,atl,OwenCh99,pass_defended,0,,,,,
player,201010100cle,atl,OwenCh99,sacks,0.0,,,,,
player,201010100cle,atl,OwenCh99,tackles_combined,6,,,,,
player,201010100cle,atl,OwenCh99,tackles_solo,5,,,,,
player,201010100cle,atl,OwenCh99,tackles_assists,1,,,,,
player,201010100cle,atl,OwenCh99,tackles_loss,0,,,,,
player,201010100cle,atl,OwenCh99,qb_hits,0,,,,,
player,201010100cle,atl,OwenCh99,fumbles_rec,0,,,,,
player,201010100cle,atl,OwenCh99,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,OwenCh99,fumbles_rec_td,0,,,,,
player,201010100cle,atl,OwenCh99,fumbles_forced,0,,,,,
player,201010100cle,atl,RobiDu20,def_int,0,,,,,
player,201010100cle,atl,RobiDu20,def_int_yds,0,,,,,
player,201010100cle,atl,RobiDu20,def_int_td,0,,,,,
player,201010100cle,atl,RobiDu20,def_int_long,0,,,,,
player,201010100cle,atl,RobiDu20,pass_defended,0,,,,,
player,201010100cle,atl,RobiDu20,sacks,0.0,,,,,
player,201010100cle,atl,RobiDu20,tackles_combined,6,,,,,
player,201010100cle,atl,RobiDu20,tackles_solo,6,,,,,
player,201010100cle,atl,RobiDu20,tackles_assists,0,,,,,
player,201010100cle,atl,RobiDu20,tackles_loss,0,,,,,
player,201010100cle,atl,RobiDu20,qb_hits,0,,,,,
player,201010100cle,atl,RobiDu20,fumbles_rec,0,,,,,
player,201010100cle,atl,RobiDu20,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,RobiDu20,fumbles_rec_td,0,,,,,
player,201010100cle,atl,RobiDu20,fumbles_forced,0,,,,,
player,201010100cle,atl,DeCoTh99,def_int,0,,,,,
player,201010100cle,atl,DeCoTh99,def_int_yds,0,,,,,
player,201010100cle,atl,DeCoTh99,def_int_td,0,,,,,
player,201010100cle,atl,DeCoTh99,def_int_long,0,,,,,
player,201010100cle,atl,DeCoTh99,pass_defended,1,,,,,
player,201010100cle,atl,DeCoTh99,sacks,0.0,,,,,
player,201010100cle,atl,DeCoTh99,tackles_combined,5,,,,,
player,201010100cle,atl,DeCoTh99,tackles_solo,3,,,,,
player,201010100cle,atl,DeCoTh99,tackles_assists,2,,,,,
player,201010100cle,atl,DeCoTh99,tackles_loss,0,,,,,
player,201010100cle,atl,DeCoTh99,qb_hits,0,,,,,
player,201010100cle,atl,DeCoTh99,fumbles_rec,0,,,,,
player,201010100cle,atl,DeCoTh99,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,DeCoTh99,fumbles_rec_td,0,,,,,
player,201010100cle,atl,DeCoTh99,fumbles_forced,0,,,,,
player,201010100cle,atl,LoftCu99,def_int,0,,,,,
player,201010100cle,atl,LoftCu99,def_int_yds,0,,,,,
player,201010100cle,atl,LoftCu99,def_int_td,0,,,,,
player,201010100cle,atl,LoftCu99,def_int_long,0,,,,,
player,201010100cle,atl,LoftCu99,pass_defended,0,,,,,
player,201010100cle,atl,LoftCu99,sacks,0.0,,,,,
player,201010100cle,atl,LoftCu99,tackles_combined,5,,,,,
player,201010100cle,atl,LoftCu99,tackles_solo,5,,,,,
player,201010100cle,atl,LoftCu99,tackles_assists,0,,,,,
player,201010100cle,atl,LoftCu99,tackles_loss,0,,,,,
player,201010100cle,atl,LoftCu99,qb_hits,0,,,,,
player,201010100cle,atl,LoftCu99,fumbles_rec,0,,,,,
player,201010100cle,atl,LoftCu99,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,LoftCu99,fumbles_rec_td,0,,,,,
player,201010100cle,atl,LoftCu99,fumbles_forced,0,,,,,
player,201010100cle,atl,MoorWi99,def_int,0,,,,,
player,201010100cle,atl,MoorWi99,def_int_yds,0,,,,,
player,201010100cle,atl,MoorWi99,def_int_td,0,,,,,
player,201010100cle,atl,MoorWi99,def_int_long,0,,,,,
player,201010100cle,atl,MoorWi99,pass_defended,0,,,,,
player,201010100cle,atl,MoorWi99,sacks,0.0,,,,,
player,201010100cle,atl,MoorWi99,tackles_combined,5,,,,,
player,201010100cle,atl,MoorWi99,tackles_solo,4,,,,,
player,201010100cle,atl,MoorWi99,tackles_assists,1,,,,,
player,201010100cle,atl,MoorWi99,tackles_loss,0,,,,,
player,201010100cle,atl,MoorWi99,qb_hits,0,,,,,
player,201010100cle,atl,MoorWi99,fumbles_rec,1,,,,,
player,201010100cle,atl,MoorWi99,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,MoorWi99,fumbles_rec_td,0,,,,,
player,201010100cle,atl,MoorWi99,fumbles_forced,0,,,,,
player,201010100cle,atl,WeatSe99,def_int,0,,,,,
player,201010100cle,atl,WeatSe99,def_int_yds,0,,,,,
player,201010100cle,atl,WeatSe99,def_int_td,0,,,,,
player,201010100cle,atl,WeatSe99,def_int_long,0,,,,,
player,201010100cle,atl,WeatSe99,pass_defended,1,,,,,
player,201010100cle,atl,WeatSe99,sacks,0.0,,,,,
player,201010100cle,atl,WeatSe99,tackles_combined,5,,,,,
player,201010100cle,atl,WeatSe99,tackles_solo,3,,,,,
player,201010100cle,atl,WeatSe99,tackles_assists,2,,,,,
player,201010100cle,atl,WeatSe99,tackles_loss,0,,,,,
player,201010100cle,atl,WeatSe99,qb_hits,0,,,,,
player,201010100cle,atl,WeatSe99,fumbles_rec,0,,,,,
player,201010100cle,atl,WeatSe99,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,WeatSe99,fumbles_rec_td,0,,,,,
player,201010100cle,atl,WeatSe99,fumbles_forced,0,,,,,
player,201010100cle,atl,PeteMi20,def_int,0,,,,,
player,201010100cle,atl,PeteMi20,def_int_yds,0,,,,,
player,201010100cle,atl,PeteMi20,def_int_td,0,,,,,
player,201010100cle,atl,PeteMi20,def_int_long,0,,,,,
player,201010100cle,atl,PeteMi20,pass_defended,0,,,,,
player,201010100cle,atl,PeteMi20,sacks,0.0,,,,,
player,201010100cle,atl,PeteMi20,tackles_combined,4,,,,,
player,201010100cle,atl,PeteMi20,tackles_solo,3,,,,,
player,201010100cle,atl,PeteMi20,tackles_assists,1,,,,,
player,201010100cle,atl,PeteMi20,tackles_loss,0,,,,,
player,201010100cle,atl,PeteMi20,qb_hits,0,,,,,
player,201010100cle,atl,PeteMi20,fumbles_rec,0,,,,,
player,201010100cle,atl,PeteMi20,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,PeteMi20,fumbles_rec_td,0,,,,,
player,201010100cle,atl,PeteMi20,fumbles_forced,0,,,,,
player,201010100cle,atl,PeteCo00,def_int,0,,,,,
player,201010100cle,atl,PeteCo00,def_int_yds,0,,,,,
player,201010100cle,atl,PeteCo00,def_int_td,0,,,,,
player,201010100cle,atl,PeteCo00,def_int_long,0,,,,,
player,201010100cle,atl,PeteCo00,pass_defended,0,,,,,
player,201010100cle,atl,PeteCo00,sacks,0.0,,,,,
player,201010100cle,atl,PeteCo00,tackles_combined,3,,,,,
player,201010100cle,atl,PeteCo00,tackles_solo,1,,,,,
player,201010100cle,atl,PeteCo00,tackles_assists,2,,,,,
player,201010100cle,atl,PeteCo00,tackles_loss,0,,,,,
player,201010100cle,atl,PeteCo00,qb_hits,0,,,,,
player,201010100cle,atl,PeteCo00,fumbles_rec,0,,,,,
player,201010100cle,atl,PeteCo00,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,PeteCo00,fumbles_rec_td,0,,,,,
player,201010100cle,atl,PeteCo00,fumbles_forced,0,,,,,
player,201010100cle,atl,BabiJo20,def_int,0,,,,,
player,201010100cle,atl,BabiJo20,def_int_yds,0,,,,,
player,201010100cle,atl,BabiJo20,def_int_td,0,,,,,
player,201010100cle,atl,BabiJo20,def_int_long,0,,,,,
player,201010100cle,atl,BabiJo20,pass_defended,0,,,,,
player,201010100cle,atl,BabiJo20,sacks,0.0,,,,,
player,201010100cle,atl,BabiJo20,tackles_combined,2,,,,,
player,201010100cle,atl,BabiJo20,tackles_solo,2,,,,,
player,201010100cle,atl,BabiJo20,tackles_assists,0,,,,,
player,201010100cle,atl,BabiJo20,tackles_loss,0,,,,,
player,201010100cle,atl,BabiJo20,qb_hits,0,,,,,
player,201010100cle,atl,BabiJo20,fumbles_rec,0,,,,,
player,201010100cle,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201010100cle,atl,BabiJo20,fumbles_forced,1,,,,,
player,201010100cle,atl,DaviCh22,def_int,0,,,,,
player,201010100cle,atl,DaviCh22,def_int_yds,0,,,,,
player,201010100cle,atl,DaviCh22,def_int_td,0,,,,,
player,201010100cle,atl,DaviCh22,def_int_long,0,,,,,
player,201010100cle,atl,DaviCh22,pass_defended,0,,,,,
player,201010100cle,atl,DaviCh22,sacks,0.0,,,,,
player,201010100cle,atl,DaviCh22,tackles_combined,1,,,,,
player,201010100cle,atl,DaviCh22,tackles_solo,1,,,,,
player,201010100cle,atl,DaviCh22,tackles_assists,0,,,,,
player,201010100cle,atl,DaviCh22,tackles_loss,1,,,,,
player,201010100cle,atl,DaviCh22,qb_hits,0,,,,,
player,201010100cle,atl,DaviCh22,fumbles_rec,0,,,,,
player,201010100cle,atl,DaviCh22,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,DaviCh22,fumbles_rec_td,0,,,,,
player,201010100cle,atl,DaviCh22,fumbles_forced,0,,,,,
player,201010100cle,atl,SmitAn01,def_int,0,,,,,
player,201010100cle,atl,SmitAn01,def_int_yds,0,,,,,
player,201010100cle,atl,SmitAn01,def_int_td,0,,,,,
player,201010100cle,atl,SmitAn01,def_int_long,0,,,,,
player,201010100cle,atl,SmitAn01,pass_defended,0,,,,,
player,201010100cle,atl,SmitAn01,sacks,0.0,,,,,
player,201010100cle,atl,SmitAn01,tackles_combined,1,,,,,
player,201010100cle,atl,SmitAn01,tackles_solo,0,,,,,
player,201010100cle,atl,SmitAn01,tackles_assists,1,,,,,
player,201010100cle,atl,SmitAn01,tackles_loss,0,,,,,
player,201010100cle,atl,SmitAn01,qb_hits,0,,,,,
player,201010100cle,atl,SmitAn01,fumbles_rec,0,,,,,
player,201010100cle,atl,SmitAn01,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,SmitAn01,fumbles_rec_td,0,,,,,
player,201010100cle,atl,SmitAn01,fumbles_forced,0,,,,,
player,201010100cle,atl,SnelJa00,def_int,0,,,,,
player,201010100cle,atl,SnelJa00,def_int_yds,0,,,,,
player,201010100cle,atl,SnelJa00,def_int_td,0,,,,,
player,201010100cle,atl,SnelJa00,def_int_long,0,,,,,
player,201010100cle,atl,SnelJa00,pass_defended,0,,,,,
player,201010100cle,atl,SnelJa00,sacks,0.0,,,,,
player,201010100cle,atl,SnelJa00,tackles_combined,1,,,,,
player,201010100cle,atl,SnelJa00,tackles_solo,1,,,,,
player,201010100cle,atl,SnelJa00,tackles_assists,0,,,,,
player,201010100cle,atl,SnelJa00,tackles_loss,0,,,,,
player,201010100cle,atl,SnelJa00,qb_hits,0,,,,,
player,201010100cle,atl,SnelJa00,fumbles_rec,0,,,,,
player,201010100cle,atl,SnelJa00,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,SnelJa00,fumbles_rec_td,0,,,,,
player,201010100cle,atl,SnelJa00,fumbles_forced,0,,,,,
player,201010100cle,atl,WalkVa99,def_int,0,,,,,
player,201010100cle,atl,WalkVa99,def_int_yds,0,,,,,
player,201010100cle,atl,WalkVa99,def_int_td,0,,,,,
player,201010100cle,atl,WalkVa99,def_int_long,0,,,,,
player,201010100cle,atl,WalkVa99,pass_defended,0,,,,,
player,201010100cle,atl,WalkVa99,sacks,0.0,,,,,
player,201010100cle,atl,WalkVa99,tackles_combined,1,,,,,
player,201010100cle,atl,WalkVa99,tackles_solo,0,,,,,
player,201010100cle,atl,WalkVa99,tackles_assists,1,,,,,
player,201010100cle,atl,WalkVa99,tackles_loss,0,,,,,
player,201010100cle,atl,WalkVa99,qb_hits,0,,,,,
player,201010100cle,atl,WalkVa99,fumbles_rec,0,,,,,
player,201010100cle,atl,WalkVa99,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,WalkVa99,fumbles_rec_td,0,,,,,
player,201010100cle,atl,WalkVa99,fumbles_forced,0,,,,,
player,201010100cle,atl,WillBr22,def_int,0,,,,,
player,201010100cle,atl,WillBr22,def_int_yds,0,,,,,
player,201010100cle,atl,WillBr22,def_int_td,0,,,,,
player,201010100cle,atl,WillBr22,def_int_long,0,,,,,
player,201010100cle,atl,WillBr22,pass_defended,0,,,,,
player,201010100cle,atl,WillBr22,sacks,0.0,,,,,
player,201010100cle,atl,WillBr22,tackles_combined,1,,,,,
player,201010100cle,atl,WillBr22,tackles_solo,1,,,,,
player,201010100cle,atl,WillBr22,tackles_assists,0,,,,,
player,201010100cle,atl,WillBr22,tackles_loss,0,,,,,
player,201010100cle,atl,WillBr22,qb_hits,0,,,,,
player,201010100cle,atl,WillBr22,fumbles_rec,0,,,,,
player,201010100cle,atl,WillBr22,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,WillBr22,fumbles_rec_td,0,,,,,
player,201010100cle,atl,WillBr22,fumbles_forced,0,,,,,
player,201010100cle,atl,WireCo20,def_int,0,,,,,
player,201010100cle,atl,WireCo20,def_int_yds,0,,,,,
player,201010100cle,atl,WireCo20,def_int_td,0,,,,,
player,201010100cle,atl,WireCo20,def_int_long,0,,,,,
player,201010100cle,atl,WireCo20,pass_defended,0,,,,,
player,201010100cle,atl,WireCo20,sacks,0.0,,,,,
player,201010100cle,atl,WireCo20,tackles_combined,1,,,,,
player,201010100cle,atl,WireCo20,tackles_solo,1,,,,,
player,201010100cle,atl,WireCo20,tackles_assists,0,,,,,
player,201010100cle,atl,WireCo20,tackles_loss,0,,,,,
player,201010100cle,atl,WireCo20,qb_hits,0,,,,,
player,201010100cle,atl,WireCo20,fumbles_rec,0,,,,,
player,201010100cle,atl,WireCo20,fumbles_rec_yds,0,,,,,
player,201010100cle,atl,WireCo20,fumbles_rec_td,0,,,,,
player,201010100cle,atl,WireCo20,fumbles_forced,0,,,,,
player,201010100cle,cle,FujiSc20,def_int,0,,,,,
player,201010100cle,cle,FujiSc20,def_int_yds,0,,,,,
player,201010100cle,cle,FujiSc20,def_int_td,0,,,,,
player,201010100cle,cle,FujiSc20,def_int_long,0,,,,,
player,201010100cle,cle,FujiSc20,pass_defended,0,,,,,
player,201010100cle,cle,FujiSc20,sacks,1.0,,,,,
player,201010100cle,cle,FujiSc20,tackles_combined,4,,,,,
player,201010100cle,cle,FujiSc20,tackles_solo,2,,,,,
player,201010100cle,cle,FujiSc20,tackles_assists,2,,,,,
player,201010100cle,cle,FujiSc20,tackles_loss,0,,,,,
player,201010100cle,cle,FujiSc20,qb_hits,1,,,,,
player,201010100cle,cle,FujiSc20,fumbles_rec,0,,,,,
player,201010100cle,cle,FujiSc20,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,FujiSc20,fumbles_rec_td,0,,,,,
player,201010100cle,cle,FujiSc20,fumbles_forced,1,,,,,
player,201010100cle,cle,BenaMa00,def_int,0,,,,,
player,201010100cle,cle,BenaMa00,def_int_yds,0,,,,,
player,201010100cle,cle,BenaMa00,def_int_td,0,,,,,
player,201010100cle,cle,BenaMa00,def_int_long,0,,,,,
player,201010100cle,cle,BenaMa00,pass_defended,0,,,,,
player,201010100cle,cle,BenaMa00,sacks,1.0,,,,,
player,201010100cle,cle,BenaMa00,tackles_combined,2,,,,,
player,201010100cle,cle,BenaMa00,tackles_solo,2,,,,,
player,201010100cle,cle,BenaMa00,tackles_assists,0,,,,,
player,201010100cle,cle,BenaMa00,tackles_loss,1,,,,,
player,201010100cle,cle,BenaMa00,qb_hits,3,,,,,
player,201010100cle,cle,BenaMa00,fumbles_rec,0,,,,,
player,201010100cle,cle,BenaMa00,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,BenaMa00,fumbles_rec_td,0,,,,,
player,201010100cle,cle,BenaMa00,fumbles_forced,0,,,,,
player,201010100cle,cle,RothMa20,def_int,0,,,,,
player,201010100cle,cle,RothMa20,def_int_yds,0,,,,,
player,201010100cle,cle,RothMa20,def_int_td,0,,,,,
player,201010100cle,cle,RothMa20,def_int_long,0,,,,,
player,201010100cle,cle,RothMa20,pass_defended,1,,,,,
player,201010100cle,cle,RothMa20,sacks,0.0,,,,,
player,201010100cle,cle,RothMa20,tackles_combined,8,,,,,
player,201010100cle,cle,RothMa20,tackles_solo,6,,,,,
player,201010100cle,cle,RothMa20,tackles_assists,2,,,,,
player,201010100cle,cle,RothMa20,tackles_loss,0,,,,,
player,201010100cle,cle,RothMa20,qb_hits,0,,,,,
player,201010100cle,cle,RothMa20,fumbles_rec,0,,,,,
player,201010100cle,cle,RothMa20,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,RothMa20,fumbles_rec_td,0,,,,,
player,201010100cle,cle,RothMa20,fumbles_forced,0,,,,,
player,201010100cle,cle,WardT.99,def_int,0,,,,,
player,201010100cle,cle,WardT.99,def_int_yds,0,,,,,
player,201010100cle,cle,WardT.99,def_int_td,0,,,,,
player,201010100cle,cle,WardT.99,def_int_long,0,,,,,
player,201010100cle,cle,WardT.99,pass_defended,0,,,,,
player,201010100cle,cle,WardT.99,sacks,0.0,,,,,
player,201010100cle,cle,WardT.99,tackles_combined,7,,,,,
player,201010100cle,cle,WardT.99,tackles_solo,6,,,,,
player,201010100cle,cle,WardT.99,tackles_assists,1,,,,,
player,201010100cle,cle,WardT.99,tackles_loss,0,,,,,
player,201010100cle,cle,WardT.99,qb_hits,0,,,,,
player,201010100cle,cle,WardT.99,fumbles_rec,0,,,,,
player,201010100cle,cle,WardT.99,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,WardT.99,fumbles_rec_td,0,,,,,
player,201010100cle,cle,WardT.99,fumbles_forced,0,,,,,
player,201010100cle,cle,BrowSh20,def_int,0,,,,,
player,201010100cle,cle,BrowSh20,def_int_yds,0,,,,,
player,201010100cle,cle,BrowSh20,def_int_td,0,,,,,
player,201010100cle,cle,BrowSh20,def_int_long,0,,,,,
player,201010100cle,cle,BrowSh20,pass_defended,1,,,,,
player,201010100cle,cle,BrowSh20,sacks,0.0,,,,,
player,201010100cle,cle,BrowSh20,tackles_combined,6,,,,,
player,201010100cle,cle,BrowSh20,tackles_solo,6,,,,,
player,201010100cle,cle,BrowSh20,tackles_assists,0,,,,,
player,201010100cle,cle,BrowSh20,tackles_loss,0,,,,,
player,201010100cle,cle,BrowSh20,qb_hits,0,,,,,
player,201010100cle,cle,BrowSh20,fumbles_rec,0,,,,,
player,201010100cle,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201010100cle,cle,BrowSh20,fumbles_forced,0,,,,,
player,201010100cle,cle,RubiAh99,def_int,0,,,,,
player,201010100cle,cle,RubiAh99,def_int_yds,0,,,,,
player,201010100cle,cle,RubiAh99,def_int_td,0,,,,,
player,201010100cle,cle,RubiAh99,def_int_long,0,,,,,
player,201010100cle,cle,RubiAh99,pass_defended,0,,,,,
player,201010100cle,cle,RubiAh99,sacks,0.0,,,,,
player,201010100cle,cle,RubiAh99,tackles_combined,6,,,,,
player,201010100cle,cle,RubiAh99,tackles_solo,5,,,,,
player,201010100cle,cle,RubiAh99,tackles_assists,1,,,,,
player,201010100cle,cle,RubiAh99,tackles_loss,0,,,,,
player,201010100cle,cle,RubiAh99,qb_hits,0,,,,,
player,201010100cle,cle,RubiAh99,fumbles_rec,0,,,,,
player,201010100cle,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201010100cle,cle,RubiAh99,fumbles_forced,0,,,,,
player,201010100cle,cle,GocoCh99,def_int,0,,,,,
player,201010100cle,cle,GocoCh99,def_int_yds,0,,,,,
player,201010100cle,cle,GocoCh99,def_int_td,0,,,,,
player,201010100cle,cle,GocoCh99,def_int_long,0,,,,,
player,201010100cle,cle,GocoCh99,pass_defended,1,,,,,
player,201010100cle,cle,GocoCh99,sacks,0.0,,,,,
player,201010100cle,cle,GocoCh99,tackles_combined,5,,,,,
player,201010100cle,cle,GocoCh99,tackles_solo,3,,,,,
player,201010100cle,cle,GocoCh99,tackles_assists,2,,,,,
player,201010100cle,cle,GocoCh99,tackles_loss,0,,,,,
player,201010100cle,cle,GocoCh99,qb_hits,0,,,,,
player,201010100cle,cle,GocoCh99,fumbles_rec,0,,,,,
player,201010100cle,cle,GocoCh99,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,GocoCh99,fumbles_rec_td,0,,,,,
player,201010100cle,cle,GocoCh99,fumbles_forced,0,,,,,
player,201010100cle,cle,SmitRo21,def_int,0,,,,,
player,201010100cle,cle,SmitRo21,def_int_yds,0,,,,,
player,201010100cle,cle,SmitRo21,def_int_td,0,,,,,
player,201010100cle,cle,SmitRo21,def_int_long,0,,,,,
player,201010100cle,cle,SmitRo21,pass_defended,0,,,,,
player,201010100cle,cle,SmitRo21,sacks,0.0,,,,,
player,201010100cle,cle,SmitRo21,tackles_combined,5,,,,,
player,201010100cle,cle,SmitRo21,tackles_solo,2,,,,,
player,201010100cle,cle,SmitRo21,tackles_assists,3,,,,,
player,201010100cle,cle,SmitRo21,tackles_loss,1,,,,,
player,201010100cle,cle,SmitRo21,qb_hits,0,,,,,
player,201010100cle,cle,SmitRo21,fumbles_rec,0,,,,,
player,201010100cle,cle,SmitRo21,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,SmitRo21,fumbles_rec_td,0,,,,,
player,201010100cle,cle,SmitRo21,fumbles_forced,0,,,,,
player,201010100cle,cle,BartEr20,def_int,0,,,,,
player,201010100cle,cle,BartEr20,def_int_yds,0,,,,,
player,201010100cle,cle,BartEr20,def_int_td,0,,,,,
player,201010100cle,cle,BartEr20,def_int_long,0,,,,,
player,201010100cle,cle,BartEr20,pass_defended,0,,,,,
player,201010100cle,cle,BartEr20,sacks,0.0,,,,,
player,201010100cle,cle,BartEr20,tackles_combined,4,,,,,
player,201010100cle,cle,BartEr20,tackles_solo,4,,,,,
player,201010100cle,cle,BartEr20,tackles_assists,0,,,,,
player,201010100cle,cle,BartEr20,tackles_loss,0,,,,,
player,201010100cle,cle,BartEr20,qb_hits,1,,,,,
player,201010100cle,cle,BartEr20,fumbles_rec,0,,,,,
player,201010100cle,cle,BartEr20,fumbles_rec_yds,0,,,,,
player,201010100cle,cle,BartEr20,fumbles_rec_td,0,,,,,
player,201010100cle,cle,BartEr20,fumbles_forced,0,,,,,
